Orthogroup	Eufriesea_mexicana	Bombyx_mori
OG0003719	XP_017767338.1	XP_021208079.2
OG0003720	XP_017766540.1	NP_001036933.1
OG0003721	XP_017763660.1	NP_001037351.1
OG0003722	XP_017765432.1	NP_001135961.1
OG0003723	XP_017756365.1	XP_004922372.1
OG0003724	XP_017758966.1	NP_001188508.1
OG0003725	XP_017754629.1, XP_017754628.1	XP_004928719.1
OG0003726	XP_017755653.1	NP_001040238.1
OG0003727	XP_017752317.1	XP_004923665.1
OG0003728	XP_017757545.1	XP_037866984.1, XP_037866993.1
OG0003729	XP_017767373.1	NP_001091814.1
OG0003730	XP_017756479.1	XP_004924672.1
OG0003731	XP_017755386.1	XP_004932193.1
OG0003732	XP_017765537.1	NP_001040335.1, XP_004926899.1
OG0003733	XP_017767434.1	NP_001040115.1, XP_037873022.1
OG0003734	XP_017759873.1	NP_001040244.1
OG0003735	XP_017765777.1, XP_017765778.1	XP_004931147.1
OG0003736	XP_017757321.1	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_017762801.1	NP_001036824.1
OG0003738	XP_017752723.1	XP_037873403.1, NP_001040420.1
OG0003739	XP_017753815.1	XP_012548197.1
OG0003740	XP_017753825.1	XP_004933048.1
OG0003741	XP_017756997.1	XP_004931476.1
OG0003742	XP_017767369.1	XP_012551052.2
OG0003743	XP_017764573.1	XP_012553144.1
OG0003744	XP_017756233.1	NP_001040316.1, XP_004929867.1
OG0003745	XP_017755566.1	XP_004928703.1
OG0003746	XP_017767711.1	XP_004926477.1
OG0003747	XP_017761100.1	NP_001296542.1
OG0003750	XP_017758067.1	XP_012552288.2, NP_001040296.1
OG0003751	XP_017767319.1	XP_004923024.1
OG0003752	XP_017763722.1	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003753	XP_017754939.1	XP_004932147.1
OG0003754	XP_017763200.1	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_017760018.1	NP_001040324.1
OG0003756	XP_017761364.1	NP_001040454.1, XP_037876426.1
OG0003757	XP_017753833.1	XP_012551544.1, NP_001037384.1
OG0003758	XP_017757182.1	XP_037867518.1, XP_037867519.1
OG0003759	XP_017764609.1	XP_037872455.1
OG0003760	XP_017759502.1	XP_004923247.2
OG0003761	XP_017763766.1	XP_004932329.1
OG0003762	XP_017752363.1	XP_004930695.2
OG0003763	XP_017765090.1	NP_001040256.1
OG0003765	XP_017761010.1	XP_004930780.1
OG0003767	XP_017755636.1	NP_001091754.1
OG0003768	XP_017762353.1	NP_001040505.1, XP_021208052.1
OG0003769	XP_017758452.1	XP_004932945.1
OG0003770	XP_017753558.1	XP_004927779.1
OG0003772	XP_017757491.1	XP_004933087.1, NP_001091837.2
OG0003773	XP_017755664.1	NP_001040305.1
OG0003774	XP_017766819.1	NP_001155189.1
OG0003776	XP_017762083.1	XP_037874928.1
OG0003777	XP_017755772.1	XP_037874652.1
OG0003778	XP_017754193.1	XP_004921772.2
OG0003779	XP_017756315.1	XP_012545916.2
OG0003780	XP_017762880.1	NP_001040283.1
OG0003781	XP_017762603.1	NP_001040364.1
OG0003782	XP_017760287.1	XP_004929641.1, XP_004933732.1
OG0003783	XP_017764951.1	NP_001124369.1
OG0003784	XP_017766793.1	XP_012552265.3
OG0003785	XP_017753442.1	XP_004931941.1
OG0003787	XP_017761823.1	NP_001037588.1
OG0003788	XP_017760024.1	NP_001040471.1
OG0003789	XP_017752353.1	XP_004922402.1
OG0003790	XP_017754080.1	XP_004925338.1
OG0003791	XP_017760664.1, XP_017760330.1	NP_001108408.1, XP_037877671.1
OG0003792	XP_017761725.1	NP_001040194.1
OG0003793	XP_017759140.1	XP_037876524.1
OG0003794	XP_017758387.1	XP_037869572.1, NP_001091760.1
OG0003795	XP_017758041.1	XP_004925783.1
OG0003796	XP_017761653.1, XP_017761652.1	XP_021204761.1
OG0003797	XP_017757517.1	XP_004923393.2
OG0003798	XP_017758257.1	NP_001091757.1, XP_012549905.1
OG0003799	XP_017755356.1, XP_017755379.1	XP_004921604.1
OG0003800	XP_017759364.1	XP_012549710.1, NP_001232899.1
OG0003801	XP_017752922.1	XP_004921614.1
OG0003803	XP_017764936.1	XP_004922741.1
OG0003804	XP_017760230.1, XP_017760229.1	XP_037872715.1
OG0003805	XP_017764272.1	XP_037872346.1
OG0003806	XP_017762467.1	XP_004930388.1, XP_037869079.1
OG0003807	XP_017759407.1	XP_004933560.1
OG0003808	XP_017756115.1	XP_004926538.1
OG0003809	XP_017754726.1	XP_021208417.1
OG0003810	XP_017764929.1	XP_004927931.1
OG0003811	XP_017764084.1	XP_037875641.1
OG0003812	XP_017766850.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_017757325.1	XP_004928617.1
OG0003814	XP_017761551.1	XP_004931718.2
OG0003815	XP_017754434.1	XP_037870921.1
OG0003816	XP_017763405.1	XP_004928464.1
OG0003817	XP_017754345.1	XP_021208339.1
OG0003818	XP_017753586.1	NP_001157383.1
OG0003819	XP_017752853.1	XP_004933631.1
OG0003820	XP_017754371.1	NP_001036861.1
OG0003821	XP_017766721.1	XP_037877826.1, XP_037877825.1
OG0003822	XP_017763049.1, XP_017763050.1	XP_037872163.1
OG0003823	XP_017755072.1	XP_012546007.2, XP_037870947.1
OG0003824	XP_017754030.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_017754255.1	XP_037868048.1
OG0003826	XP_017763256.1, XP_017765107.1	XP_037876746.1
OG0003827	XP_017757637.1	NP_001266358.1, XP_012551312.1
OG0003828	XP_017755011.1, XP_017755012.1	NP_001182009.1
OG0003829	XP_017763149.1	XP_004926984.1, XP_012546488.1
OG0003830	XP_017762234.1	XP_037866511.1
OG0003831	XP_017759874.1	XP_021208347.2
OG0003832	XP_017760225.1	XP_004925624.1
OG0003833	XP_017762088.1	XP_004925262.1
OG0003834	XP_017764833.1	XP_037876702.1
OG0003835	XP_017759552.1, XP_017759478.1	XP_004931767.1
OG0003837	XP_017765870.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_017765305.1	XP_004928702.1
OG0003839	XP_017764315.1	XP_012546118.2
OG0003840	XP_017759554.1	XP_021203783.2
OG0003841	XP_017765682.1	XP_004923140.1
OG0003842	XP_017763735.1	XP_037874800.1
OG0003843	XP_017752227.1	NP_001091817.1, XP_021207544.1
OG0003844	XP_017761181.1	XP_004931889.1
OG0003845	XP_017764779.1	XP_004928709.1
OG0003846	XP_017755364.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_017767310.1	XP_012545390.1
OG0003848	XP_017757513.1	XP_004924536.1
OG0003849	XP_017766559.1	XP_004931750.2
OG0003850	XP_017764739.1	XP_004928510.1
OG0003851	XP_017757751.1	XP_004928273.2
OG0003852	XP_017763712.1	XP_037872312.1
OG0003853	XP_017766652.1	XP_004931012.1
OG0003854	XP_017762631.1, XP_017762630.1, XP_017752907.1	XP_037875289.1
OG0003855	XP_017758828.1	XP_037870393.1
OG0003856	XP_017753843.1	XP_004925677.1
OG0003857	XP_017753951.1	XP_004932690.1
OG0003859	XP_017766113.1	XP_004922685.1
OG0003861	XP_017765644.1	NP_001243926.1, XP_012547732.1
OG0003863	XP_017754241.1	XP_037873078.1
OG0003864	XP_017758926.1	XP_037867969.1
OG0003865	XP_017763006.1	XP_004923657.1
OG0003866	XP_017760297.1	NP_001274766.1, XP_004924935.1
OG0003867	XP_017752169.1, XP_017752168.1	XP_012548833.1
OG0003868	XP_017767368.1, XP_017767367.1	XP_037874329.1
OG0003869	XP_017755561.1, XP_017755562.1	XP_021203303.2
OG0003870	XP_017755482.1	XP_004930744.1
OG0003871	XP_017763465.1	XP_037866929.1
OG0003873	XP_017757645.1	XP_012550036.2
OG0003874	XP_017757474.1	XP_004924537.1
OG0003875	XP_017755920.1	XP_004922154.1
OG0003876	XP_017761706.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_017766858.1, XP_017766859.1	XP_037866550.1
OG0003878	XP_017760932.1	XP_037876197.1
OG0003879	XP_017756893.1	XP_004931440.3
OG0003880	XP_017754343.1	XP_012549422.1
OG0003881	XP_017755297.1	XP_004930195.2
OG0003882	XP_017755635.1	XP_012548006.1
OG0003883	XP_017762378.1	XP_004926044.1
OG0003884	XP_017753659.1	XP_021206275.1
OG0003885	XP_017756616.1	XP_004926933.2
OG0003887	XP_017767019.1	NP_001040385.1
OG0003888	XP_017761280.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_017764848.1	XP_037871897.1
OG0003890	XP_017759172.1	XP_021206558.1
OG0003891	XP_017765782.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_017767160.1	XP_012551537.2
OG0003893	XP_017762118.1	XP_012548789.1
OG0003895	XP_017758278.1, XP_017765625.1	XP_021205899.1
OG0003896	XP_017756527.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_017761220.1	XP_037871555.1, NP_001037624.1
OG0003899	XP_017763211.1	XP_004932565.2
OG0003900	XP_017763483.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_017765980.1	XP_004930363.1
OG0003902	XP_017762193.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_017757879.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_017764814.1	XP_037876679.1
OG0003905	XP_017754791.1	XP_004932076.1
OG0003906	XP_017756110.1	XP_037870494.1
OG0003907	XP_017767473.1	XP_004932080.1
OG0003908	XP_017759427.1, XP_017759396.1	NP_001266361.1, XP_021204670.1
OG0003909	XP_017759485.1	NP_001188365.1
OG0003910	XP_017754752.1	XP_012548261.1
OG0003911	XP_017767234.1	XP_037872595.1
OG0003912	XP_017762515.1	XP_004921663.1
OG0003913	XP_017767392.1	XP_004933332.1
OG0003914	XP_017760988.1	XP_004930054.1
OG0003915	XP_017758200.1	XP_004933205.1
OG0003916	XP_017764292.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_017765341.1, XP_017765844.1	NP_001281215.1
OG0003918	XP_017766139.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_017767383.1	XP_037873191.1
OG0003920	XP_017767587.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_017761687.1, XP_017766317.1	XP_004929517.1
OG0003922	XP_017765638.1, XP_017761025.1	XP_037867021.1
OG0003923	XP_017766357.1	XP_037871340.1
OG0003924	XP_017765478.1	XP_004928216.2
OG0003925	XP_017757958.1	XP_037870734.1
OG0003926	XP_017756214.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_017757804.1	XP_012550651.2
OG0003928	XP_017755654.1	XP_004921744.1
OG0003929	XP_017759079.1	XP_004921712.1
OG0003930	XP_017754246.1	XP_012547705.1
OG0003931	XP_017766104.1	XP_004923823.1
OG0003932	XP_017764069.1	XP_004928355.1
OG0003933	XP_017761726.1	XP_004921981.1
OG0003934	XP_017762436.1	XP_004927651.1
OG0003935	XP_017767371.1	NP_001037257.1
OG0003936	XP_017760627.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_017762855.1	NP_001119719.1
OG0003938	XP_017766904.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_017767622.1	XP_021203066.1
OG0003940	XP_017752847.1	XP_037868013.1
OG0003941	XP_017765209.1	XP_004932659.1
OG0003942	XP_017766382.1	XP_004925060.2
OG0003943	XP_017755241.1	XP_004930725.1
OG0003944	XP_017754380.1	XP_037867768.1
OG0003945	XP_017759987.1	XP_004929252.2
OG0003946	XP_017755457.1	XP_037872651.1
OG0003947	XP_017756541.1	XP_004923402.1
OG0003948	XP_017754023.1	NP_001296515.1
OG0003950	XP_017757676.1	XP_004931209.1
OG0003951	XP_017756015.1	XP_004928878.1
OG0003952	XP_017763931.1	XP_021208067.1
OG0003953	XP_017760429.1	XP_004925516.1
OG0003954	XP_017763066.1	NP_001040494.1
OG0003955	XP_017752944.1	XP_004930569.1, XP_004930570.1
OG0003956	XP_017758558.1	XP_037867435.1
OG0003957	XP_017766598.1	NP_001040543.1
OG0003958	XP_017758104.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_017757010.1	XP_004931453.1
OG0003960	XP_017755682.1	XP_021203205.2
OG0003961	XP_017754467.1	XP_037872304.1
OG0003962	XP_017765720.1	XP_004926248.1
OG0003963	XP_017767506.1	XP_004926026.1
OG0003964	XP_017767486.1	XP_037873074.1
OG0003965	XP_017753217.1	XP_004923059.2
OG0003966	XP_017762105.1	XP_004927228.1
OG0003967	XP_017762898.1	XP_004930408.1
OG0003968	XP_017752811.1, XP_017752803.1	XP_004926264.1
OG0003969	XP_017765006.1	XP_004929112.1
OG0003970	XP_017755680.1	XP_004931345.1
OG0003971	XP_017766639.1	XP_004929344.1
OG0003972	XP_017752659.1	XP_004926999.1
OG0003974	XP_017764371.1	XP_037868812.1
OG0003975	XP_017764268.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_017761353.1	XP_004927122.1
OG0003977	XP_017765711.1	XP_037867045.1
OG0003978	XP_017763932.1	NP_001037660.1
OG0003979	XP_017753532.1	XP_004927746.2
OG0003980	XP_017762255.1	NP_001138805.1, XP_037866730.1
OG0003981	XP_017765230.1	NP_001233148.1, XP_012545487.1
OG0003982	XP_017754919.1	XP_037866437.1
OG0003983	XP_017759660.1	XP_021202823.1
OG0003984	XP_017758951.1	XP_037877129.1
OG0003985	XP_017752711.1	XP_004923535.1
OG0003986	XP_017753624.1	XP_037868586.1
OG0003987	XP_017762556.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_017767715.1	XP_021202849.2
OG0003989	XP_017757800.1	XP_012547596.2
OG0003990	XP_017762674.1	NP_001355172.1
OG0003991	XP_017754888.1	XP_004932958.2
OG0003993	XP_017764433.1	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_017758251.1	XP_004933641.2
OG0003995	XP_017757259.1	XP_004928599.1
OG0003996	XP_017758736.1	XP_004927389.1
OG0003997	XP_017763845.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_017755565.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_017762828.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_017756306.1	NP_001296497.1
OG0004002	XP_017767544.1	NP_001037456.2
OG0004003	XP_017757339.1	XP_037876448.1
OG0004004	XP_017762535.1	XP_004922729.1
OG0004005	XP_017766867.1	XP_037867825.1, XP_037867823.1, XP_037867824.1
OG0004006	XP_017766823.1	XP_037871169.1
OG0004008	XP_017756868.1	XP_037871650.1
OG0004009	XP_017752180.1	XP_004926137.1, XP_004926138.2
OG0004010	XP_017764960.1	XP_004921711.1
OG0004011	XP_017759612.1	NP_001037514.1, XP_012547123.1
OG0004012	XP_017764862.1	XP_012548993.2
OG0004013	XP_017763781.1	XP_021206266.2
OG0004014	XP_017752872.1	XP_004924136.1
OG0004015	XP_017765313.1	XP_037874668.1
OG0004016	XP_017753986.1, XP_017753987.1	XP_037869870.1
OG0004017	XP_017757832.1	XP_021207252.1
OG0004018	XP_017760710.1, XP_017760709.1	XP_004933635.2
OG0004019	XP_017755582.1	XP_004926459.1
OG0004020	XP_017761818.1	XP_037866796.1
OG0004021	XP_017753611.1	XP_037869295.1
OG0004022	XP_017766201.1, XP_017766202.1, XP_017766200.1	XP_021207600.1
OG0004023	XP_017755468.1	XP_037873199.1
OG0004026	XP_017760477.1, XP_017760489.1	XP_037876311.1
OG0004027	XP_017764802.1	XP_004923893.1
OG0004028	XP_017765361.1	XP_012544241.1
OG0004029	XP_017760155.1, XP_017753568.1	XP_037870693.1
OG0004030	XP_017762893.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_017759738.1	XP_004923757.1
OG0004032	XP_017754169.1	XP_021205979.2, NP_001188364.1
OG0004033	XP_017764803.1	XP_012547603.2
OG0004034	XP_017760611.1	XP_004923392.2
OG0004035	XP_017761634.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_017762526.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_017755534.1	XP_037875629.1
OG0004038	XP_017763661.1	XP_004929014.1
OG0004040	XP_017758294.1	XP_004928222.1
OG0004041	XP_017762884.1	NP_001136226.1
OG0004042	XP_017759590.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_017763152.1	XP_012553204.1, XP_021201806.1
OG0004044	XP_017765880.1	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_017752793.1	XP_004933047.1
OG0004046	XP_017766116.1	XP_004925413.1
OG0004047	XP_017756867.1	XP_004933797.2
OG0004048	XP_017760041.1	XP_004925882.2
OG0004049	XP_017766996.1	XP_004921635.1
OG0004050	XP_017762085.1	XP_004933431.1
OG0004051	XP_017757223.1	NP_001041679.1
OG0004052	XP_017758076.1	XP_037876514.1
OG0004053	XP_017754705.1, XP_017754707.1	XP_012550083.2
OG0004054	XP_017762102.1, XP_017762103.1	XP_004929361.2
OG0004055	XP_017767339.1	XP_037869808.1
OG0004056	XP_017757460.1	XP_004923357.2
OG0004058	XP_017758103.1	XP_004930619.1
OG0004059	XP_017753346.1	XP_037868054.1
OG0004060	XP_017759451.1	NP_001296493.1
OG0004061	XP_017757769.1	XP_021207327.1
OG0004062	XP_017759257.1	XP_004928244.1
OG0004063	XP_017767092.1, XP_017766992.1	XP_037869504.1
OG0004064	XP_017761744.1	XP_037870738.1
OG0004065	XP_017756603.1	XP_004928297.1
OG0004066	XP_017766592.1	XP_004924862.1
OG0004067	XP_017760055.1	XP_012544048.3
OG0004068	XP_017762303.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_017753575.1	NP_001037339.1
OG0004070	XP_017757989.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_017762873.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_017757163.1	XP_004921583.1
OG0004074	XP_017753059.1	XP_004922411.1
OG0004075	XP_017759904.1	XP_021204167.1
OG0004076	XP_017760848.1	XP_004923876.1
OG0004077	XP_017753740.1	XP_004928512.1, XP_004928484.2
OG0004078	XP_017761017.1	XP_004927166.1
OG0004079	XP_017761749.1	XP_037868019.1
OG0004080	XP_017756322.1	XP_012549094.1
OG0004081	XP_017760789.1	XP_037868944.1, XP_037868436.1
OG0004082	XP_017761006.1	XP_012549767.2
OG0004083	XP_017763175.1	NP_001040444.1
OG0004084	XP_017753901.1, XP_017753902.1	XP_012546600.1
OG0004085	XP_017758591.1	XP_004931989.1
OG0004086	XP_017758119.1, XP_017758120.1	XP_012545779.1
OG0004087	XP_017758714.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_017766358.1	XP_037868298.1
OG0004089	XP_017757809.1, XP_017757734.1, XP_017757735.1	XP_037874462.1
OG0004090	XP_017756536.1	XP_004933421.1
OG0004091	XP_017764501.1	XP_037870891.1
OG0004092	XP_017759295.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_017760365.1, XP_017760367.1	XP_037868377.1
OG0004094	XP_017753187.1, XP_017753186.1	XP_037870639.1
OG0004095	XP_017754029.1, XP_017754028.1	XP_004930179.1
OG0004096	XP_017759741.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_017761300.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_017766329.1	XP_037874111.1
OG0004099	XP_017765873.1	XP_004930594.1
OG0004100	XP_017761925.1, XP_017761924.1	XP_021205578.2
OG0004101	XP_017766287.1	XP_037873940.1
OG0004102	XP_017754344.1	XP_004924707.1
OG0004103	XP_017764579.1	XP_037874307.1
OG0004104	XP_017753667.1	XP_037877656.1
OG0004105	XP_017752182.1	XP_012552106.1, NP_001036873.1
OG0004106	XP_017762741.1	XP_004931162.2
OG0004107	XP_017763572.1	XP_004926250.2
OG0004108	XP_017759203.1	XP_037868744.1
OG0004109	XP_017755701.1	XP_012553048.1
OG0004110	XP_017758221.1	XP_004933483.1
OG0004111	XP_017758957.1, XP_017758956.1	NP_001124374.1
OG0004112	XP_017759642.1	XP_021205236.2
OG0004113	XP_017762723.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_017760676.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_017767747.1	XP_004925881.2
OG0004117	XP_017752476.1	XP_004930200.1, XP_021206199.1
OG0004120	XP_017757403.1	XP_004924498.1
OG0004122	XP_017763900.1	XP_037871974.1
OG0004123	XP_017762038.1	XP_037871593.1
OG0004124	XP_017753247.1	XP_037868460.1
OG0004125	XP_017763389.1, XP_017763398.1	XP_004922019.1
OG0004126	XP_017767246.1	XP_004932926.1
OG0004127	XP_017767457.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_017765364.1	XP_037877065.1
OG0004129	XP_017764308.1	XP_004931987.1
OG0004130	XP_017761891.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_017762646.1	XP_012547588.1
OG0004132	XP_017754518.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_017754388.1, XP_017754389.1	NP_001272895.1
OG0004137	XP_017762989.1	XP_004929005.1
OG0004138	XP_017753190.1	XP_021204369.1
OG0004140	XP_017764673.1	XP_004928840.1
OG0004141	XP_017762110.1	XP_004933432.2
OG0004142	XP_017762731.1	XP_037876778.1
OG0004143	XP_017767321.1, XP_017767413.1	XP_004925912.2
OG0004144	XP_017766318.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_017757438.1	XP_037868374.1, XP_037868371.1
OG0004146	XP_017756488.1	XP_004931521.1
OG0004147	XP_017761861.1	XP_037867032.1
OG0004148	XP_017764773.1	XP_037868227.1
OG0004149	XP_017767340.1	XP_004931529.2
OG0004150	XP_017756227.1	XP_037872399.1
OG0004151	XP_017767452.1	XP_004924322.2
OG0004152	XP_017757686.1	XP_021207568.2
OG0004153	XP_017757421.1	XP_037876188.1
OG0004154	XP_017756300.1	XP_004929679.1
OG0004155	XP_017754466.1	XP_037869731.1
OG0004158	XP_017767381.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_017757847.1	XP_021202139.2
OG0004162	XP_017763976.1	XP_037875455.1
OG0004163	XP_017766390.1	XP_012549158.1
OG0004164	XP_017759106.1	XP_012545388.1
OG0004165	XP_017757263.1, XP_017757264.1	XP_021203754.2
OG0004166	XP_017760348.1	XP_021205160.1
OG0004167	XP_017764220.1	XP_012552466.1
OG0004168	XP_017766714.1	XP_004924837.1
OG0004169	XP_017766101.1	NP_001233204.1, XP_012551167.2
OG0004170	XP_017753913.1	XP_037870866.1
OG0004171	XP_017757277.1	XP_012547802.3
OG0004172	XP_017753705.1	XP_012549305.2
OG0004174	XP_017757976.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_017761285.1	XP_004924258.1
OG0004176	XP_017752857.1, XP_017752848.1	XP_037866857.1
OG0004177	XP_017764742.1	XP_021205230.1
OG0004178	XP_017767467.1	XP_037874863.1
OG0004180	XP_017757057.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_017762931.1, XP_017762930.1	NP_001036936.1
OG0004182	XP_017766990.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_017762799.1	XP_004922162.1
OG0004184	XP_017764973.1	XP_037876568.1
OG0004185	XP_017759605.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	XP_017764839.1	XP_037866428.1
OG0004187	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1	XP_012552759.1
OG0004188	XP_017758919.1	XP_021203240.1
OG0004189	XP_017760438.1	XP_037869227.1
OG0004190	XP_017756021.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_017758411.1	XP_037869752.1
OG0004192	XP_017766502.1	XP_004924988.1
OG0004193	XP_017759722.1, XP_017759724.1	XP_037873419.1
OG0004194	XP_017766371.1	XP_037871385.1
OG0004195	XP_017755382.1	XP_012549631.1
OG0004196	XP_017763824.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_017756851.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_017757639.1	XP_004930154.1
OG0004201	XP_017767380.1	XP_004923544.1
OG0004202	XP_017753343.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_017756423.1	XP_012548984.1
OG0004204	XP_017758792.1	XP_012545354.1
OG0004205	XP_017763247.1	NP_001093080.1
OG0004206	XP_017766753.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
