Orthogroup	Eufriesea_mexicana	Polistes_dominula
OG0004016	XP_017753987.1	XP_015172081.1
OG0004017	XP_017757832.1	XP_015178267.1
OG0004018	XP_017760710.1, XP_017760709.1	XP_015188600.1
OG0004019	XP_017755582.1	XP_015185169.1
OG0004020	XP_017761818.1	XP_015178646.1
OG0004021	XP_017753611.1	XP_015176151.1
OG0004022	XP_017766201.1, XP_017766202.1, XP_017766200.1	XP_015175677.1
OG0004023	XP_017755468.1	XP_015180863.1
OG0004024	XP_017762718.1	XP_015174925.1
OG0004025	XP_017754444.1	XP_015184499.1, XP_015184498.1
OG0004026	XP_017760489.1	XP_015191774.1, XP_015191773.1
OG0004027	XP_017764802.1	XP_015189301.1
OG0004028	XP_017765361.1	XP_015178883.1
OG0004029	XP_017760155.1, XP_017753568.1	XP_015180303.1
OG0004030	XP_017762893.1	XP_015191045.1
OG0004031	XP_017759738.1	XP_015173705.1
OG0004032	XP_017754169.1	XP_015190132.1
OG0004033	XP_017764803.1	XP_015182744.1
OG0004034	XP_017760611.1	XP_015175821.1
OG0004035	XP_017761634.1	XP_015174077.1
OG0004036	XP_017762526.1	XP_015184002.1
OG0004037	XP_017755534.1	XP_015180175.1
OG0004038	XP_017763661.1	XP_015180362.1
OG0004040	XP_017758294.1	XP_015179378.1, XP_015187288.1
OG0004041	XP_017762884.1	XP_015187156.1, XP_015187157.1
OG0004042	XP_017759590.1	XP_015191293.1
OG0004043	XP_017763152.1	XP_015174731.1, XP_015174726.1
OG0004044	XP_017765880.1	XP_015179422.1
OG0004045	XP_017752793.1	XP_015176323.1
OG0004046	XP_017766116.1	XP_015181696.1
OG0004047	XP_017756867.1	XP_015191263.1
OG0004048	XP_017760041.1	XP_015176742.1, XP_015176733.1
OG0004049	XP_017766996.1	XP_015174161.1, XP_015174159.1, XP_015174160.1
OG0004050	XP_017762085.1	XP_015189950.1
OG0004051	XP_017757223.1	XP_015180376.1
OG0004052	XP_017758076.1	XP_015177405.1, XP_015177406.1
OG0004053	XP_017754705.1, XP_017754707.1	XP_015185708.1
OG0004054	XP_017762102.1, XP_017762103.1	XP_015177268.1
OG0004055	XP_017767339.1	XP_015191019.1
OG0004056	XP_017757460.1	XP_015185777.1
OG0004058	XP_017758103.1	XP_015186468.1, XP_015186467.1, XP_015186469.1
OG0004059	XP_017753346.1	XP_015172701.1
OG0004060	XP_017759451.1	XP_015185066.1
OG0004061	XP_017757769.1	XP_015179001.1
OG0004062	XP_017759257.1	XP_015187758.1
OG0004063	XP_017767092.1, XP_017766992.1	XP_015172856.1
OG0004064	XP_017761744.1	XP_015187710.1
OG0004065	XP_017756603.1	XP_015173682.1, XP_015173694.1
OG0004066	XP_017766592.1	XP_015181124.1, XP_015181123.1, XP_015181122.1
OG0004067	XP_017760055.1	XP_015188922.1
OG0004068	XP_017762303.1	XP_015185932.1
OG0004069	XP_017753575.1	XP_015178953.1
OG0004070	XP_017757989.1	XP_015183528.1
OG0004071	XP_017767752.1, XP_017767753.1, XP_017767750.1, XP_017767751.1	XP_015178206.1
OG0004072	XP_017762873.1	XP_015191086.1
OG0004073	XP_017757163.1	XP_015181041.1, XP_015181040.1
OG0004074	XP_017753059.1	XP_015188764.1
OG0004075	XP_017759904.1	XP_015179558.1
OG0004076	XP_017760848.1	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1
OG0004077	XP_017753740.1	XP_015184935.1
OG0004078	XP_017761017.1	XP_015171408.1
OG0004079	XP_017761749.1	XP_015173930.1, XP_015173935.1
OG0004080	XP_017756322.1	XP_015183962.1, XP_015183961.1
OG0004081	XP_017760789.1	XP_015191525.1
OG0004082	XP_017761006.1	XP_015179425.1
OG0004083	XP_017763175.1	XP_015178389.1
OG0004084	XP_017753901.1, XP_017753902.1	XP_015179514.1, XP_015179513.1
OG0004085	XP_017758591.1	XP_015182510.1
OG0004086	XP_017758119.1, XP_017758120.1	XP_015179120.1
OG0004087	XP_017758714.1	XP_015191784.1
OG0004088	XP_017766358.1	XP_015178738.1, XP_015178730.1
OG0004089	XP_017757809.1, XP_017757734.1, XP_017757735.1	XP_015191287.1
OG0004090	XP_017756536.1	XP_015174996.1
OG0004091	XP_017764501.1	XP_015191851.1
OG0004092	XP_017759295.1	XP_015179701.1
OG0004093	XP_017760365.1, XP_017760367.1	XP_015188778.1
OG0004094	XP_017753187.1, XP_017753186.1	XP_015188690.1
OG0004095	XP_017754029.1, XP_017754028.1	XP_015171602.1
OG0004096	XP_017759741.1	XP_015189028.1
OG0004097	XP_017761300.1	XP_015188596.1
OG0004098	XP_017766329.1	XP_015172878.1
OG0004099	XP_017765873.1	XP_015177377.1
OG0004100	XP_017761925.1, XP_017761924.1	XP_015180349.1
OG0004101	XP_017766287.1	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1
OG0004102	XP_017754344.1	XP_015171873.1
OG0004103	XP_017764579.1	XP_015183632.1
OG0004104	XP_017753667.1	XP_015180090.1
OG0004105	XP_017752182.1	XP_015176038.1, XP_015176028.1, XP_015176047.1
OG0004106	XP_017762741.1	XP_015181585.1
OG0004107	XP_017763572.1	XP_015186759.1
OG0004108	XP_017759203.1	XP_015182634.1
OG0004109	XP_017755701.1	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1
OG0004110	XP_017758221.1	XP_015171958.1
OG0004111	XP_017758957.1, XP_017758956.1	XP_015185351.1
OG0004112	XP_017759642.1	XP_015181462.1
OG0004113	XP_017762723.1	XP_015183299.1
OG0004114	XP_017760676.1	XP_015174226.1
OG0004116	XP_017767747.1	XP_015175547.1
OG0004117	XP_017752476.1	XP_015191708.1
OG0004119	XP_017763147.1	XP_015174723.1, XP_015174724.1
OG0004120	XP_017757403.1	XP_015171783.1
OG0004123	XP_017762038.1	XP_015188295.1
OG0004124	XP_017753247.1	XP_015174349.1
OG0004125	XP_017763389.1, XP_017763398.1	XP_015186721.1
OG0004126	XP_017767246.1	XP_015173412.1
OG0004127	XP_017767457.1	XP_015183415.1
OG0004128	XP_017765364.1	XP_015190426.1
OG0004129	XP_017764308.1	XP_015180238.1
OG0004130	XP_017761891.1	XP_015173906.1, XP_015173907.1
OG0004131	XP_017762646.1	XP_015182422.1
OG0004132	XP_017754518.1	XP_015175633.1
OG0004133	XP_017754824.1	XP_015191395.1
OG0004134	XP_017753692.1, XP_017753703.1	XP_015173305.1, XP_015173304.1, XP_015173307.1, XP_015173306.1
OG0004135	XP_017754388.1, XP_017754389.1	XP_015177817.1
OG0004136	XP_017762156.1	XP_015189170.1, XP_015189172.1, XP_015189171.1
OG0004137	XP_017762989.1	XP_015191737.1, XP_015191736.1
OG0004138	XP_017753190.1	XP_015187075.1
OG0004139	XP_017759398.1	XP_015186306.1
OG0004140	XP_017764673.1	XP_015190927.1
OG0004141	XP_017762110.1	XP_015172017.1, XP_015172004.1
OG0004142	XP_017762731.1	XP_015183316.1
OG0004143	XP_017767321.1, XP_017767413.1	XP_015176247.1
OG0004144	XP_017766318.1	XP_015176391.1, XP_015176390.1
OG0004145	XP_017757438.1	XP_015175270.1
OG0004146	XP_017756488.1	XP_015178715.1
OG0004147	XP_017761861.1	XP_015184734.1, XP_015184744.1
OG0004148	XP_017764773.1	XP_015191454.1
OG0004149	XP_017767340.1	XP_015190364.1
OG0004150	XP_017756227.1	XP_015177212.1
OG0004151	XP_017767452.1	XP_015178739.1
OG0004152	XP_017757686.1	XP_015177517.1
OG0004153	XP_017757421.1	XP_015182610.1
OG0004154	XP_017756300.1	XP_015177125.1
OG0004155	XP_017754466.1	XP_015185292.1, XP_015185293.1
OG0004156	XP_017753881.1, XP_017753878.1	XP_015179468.1
OG0004157	XP_017757303.1	XP_015184857.1
OG0004158	XP_017767381.1	XP_015191195.1
OG0004159	XP_017765584.1, XP_017765589.1, XP_017765587.1	XP_015186772.1
OG0004160	XP_017757847.1	XP_015173210.1
OG0004161	XP_017764098.1	XP_015185242.1
OG0004162	XP_017763976.1	XP_015172799.1
OG0004163	XP_017766390.1	XP_015185340.1, XP_015185339.1
OG0004164	XP_017759106.1	XP_015188949.1
OG0004165	XP_017757263.1, XP_017757264.1	XP_015174133.1
OG0004166	XP_017760348.1	XP_015186046.1
OG0004167	XP_017764220.1	XP_015176929.1
OG0004168	XP_017766714.1	XP_015172852.1
OG0004169	XP_017766101.1	XP_015173250.1
OG0004170	XP_017753913.1	XP_015185212.1
OG0004171	XP_017757277.1	XP_015176601.1
OG0004172	XP_017753705.1	XP_015181004.1
OG0004173	XP_017755019.1	XP_015183938.1
OG0004174	XP_017757976.1	XP_015174798.1
OG0004175	XP_017761285.1	XP_015171529.1
OG0004177	XP_017764742.1	XP_015181007.1
OG0004179	XP_017760206.1	XP_015180766.1
OG0004180	XP_017757057.1	XP_015179437.1
OG0004181	XP_017762931.1, XP_017762930.1	XP_015179853.1
OG0004182	XP_017766990.1	XP_015174087.1
OG0004183	XP_017762799.1	XP_015188317.1
OG0004184	XP_017764973.1	XP_015174685.1
OG0004185	XP_017759605.1	XP_015184614.1
OG0004186	XP_017764839.1	XP_015178531.1
OG0004187	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1	XP_015180907.1
OG0004188	XP_017758919.1	XP_015181907.1
OG0004189	XP_017760438.1	XP_015174946.1
OG0004190	XP_017756021.1	XP_015177220.1
OG0004191	XP_017758411.1	XP_015183716.1
OG0004192	XP_017766502.1	XP_015176251.1
OG0004193	XP_017759722.1, XP_017759724.1	XP_015179438.1
OG0004194	XP_017766371.1	XP_015189097.1
OG0004195	XP_017755382.1	XP_015179685.1
OG0004196	XP_017763824.1	XP_015186774.1
OG0004197	XP_017756851.1	XP_015189390.1
OG0004198	XP_017757639.1	XP_015189182.1
OG0004199	XP_017763062.1	XP_015185473.1
OG0004201	XP_017767380.1	XP_015189575.1
OG0004202	XP_017753343.1	XP_015185997.1
OG0004203	XP_017756423.1	XP_015186546.1
OG0004204	XP_017758792.1	XP_015182784.1
OG0004205	XP_017763247.1	XP_015179114.1
OG0004206	XP_017766753.1	XP_015185182.1
OG0004207	XP_017758597.1	XP_015176403.1
OG0004209	XP_017760433.1	XP_015173281.1
OG0004210	XP_017767322.1	XP_015176832.1, XP_015176833.1
OG0004211	XP_017762051.1	XP_015187178.1, XP_015187177.1
OG0004212	XP_017758447.1	XP_015184253.1
OG0004213	XP_017758737.1	XP_015179817.1
OG0004214	XP_017767610.1	XP_015177415.1
OG0004215	XP_017758375.1, XP_017758376.1	XP_015188562.1
OG0004216	XP_017763499.1	XP_015179144.1
OG0004217	XP_017758299.1	XP_015182917.1
OG0004218	XP_017753995.1	XP_015188615.1
OG0004219	XP_017763862.1	XP_015173044.1
OG0004220	XP_017753419.1	XP_015191390.1, XP_015191391.1
OG0004222	XP_017767425.1	XP_015185904.1
OG0004223	XP_017767727.1	XP_015178157.1
OG0004224	XP_017752321.1	XP_015191264.1
OG0004225	XP_017767242.1	XP_015184795.1
OG0004226	XP_017754887.1	XP_015177518.1
OG0004227	XP_017764816.1	XP_015186487.1
OG0004228	XP_017760349.1, XP_017760347.1	XP_015185509.1
OG0004229	XP_017763516.1	XP_015188447.1
OG0004230	XP_017761606.1	XP_015183072.1
OG0004231	XP_017761838.1	XP_015179089.1
OG0004232	XP_017754427.1	XP_015175867.1
OG0004233	XP_017754175.1	XP_015190506.1
OG0004234	XP_017757506.1	XP_015171658.1
OG0004235	XP_017764108.1, XP_017764106.1	XP_015177714.1, XP_015177717.1
OG0004236	XP_017767120.1	XP_015178698.1
OG0004237	XP_017763132.1	XP_015174804.1
OG0004238	XP_017754890.1	XP_015191487.1
OG0004240	XP_017766673.1	XP_015177896.1
OG0004242	XP_017753992.1	XP_015176234.1, XP_015176232.1
OG0004243	XP_017762521.1	XP_015187907.1
OG0004244	XP_017767046.1	XP_015173804.1, XP_015173805.1, XP_015173806.1
OG0004245	XP_017752684.1	XP_015174920.1
OG0004246	XP_017767600.1	XP_015182554.1
OG0004247	XP_017765440.1	XP_015181293.1
OG0004248	XP_017762095.1	XP_015187024.1
OG0004249	XP_017757485.1	XP_015176571.1, XP_015176570.1, XP_015176573.1
OG0004250	XP_017757408.1	XP_015187844.1, XP_015187845.1
OG0004251	XP_017759017.1, XP_017759022.1	XP_015182207.1
OG0004253	XP_017766051.1	XP_015190556.1
OG0004254	XP_017753180.1	XP_015174868.1
OG0004255	XP_017765508.1	XP_015173643.1
OG0004256	XP_017759820.1	XP_015180885.1
OG0004258	XP_017759461.1	XP_015185642.1
OG0004259	XP_017764852.1, XP_017764851.1	XP_015178561.1
OG0004260	XP_017765702.1	XP_015172651.1
OG0004261	XP_017752343.1	XP_015174911.1
OG0004262	XP_017754334.1, XP_017754335.1, XP_017754336.1	XP_015171874.1
OG0004263	XP_017767674.1, XP_017767666.1	XP_015191018.1, XP_015191016.1, XP_015191017.1
OG0004264	XP_017766332.1	XP_015173005.1
OG0004265	XP_017765058.1, XP_017765057.1	XP_015184203.1, XP_015184210.1, XP_015184217.1
OG0004266	XP_017760256.1	XP_015171963.1
OG0004267	XP_017756245.1	XP_015181089.1
OG0004268	XP_017765646.1	XP_015182717.1
OG0004269	XP_017756635.1	XP_015181893.1, XP_015181892.1
OG0004275	XP_017753975.1	XP_015178640.1
OG0004276	XP_017754056.1	XP_015188500.1
OG0004277	XP_017765340.1, XP_017759890.1	XP_015189111.1
OG0004278	XP_017757496.1	XP_015180165.1
OG0004279	XP_017764421.1	XP_015174956.1
OG0004280	XP_017755911.1	XP_015172726.1
OG0004281	XP_017761175.1, XP_017761176.1	XP_015186404.1
OG0004282	XP_017758572.1	XP_015180529.1
OG0004283	XP_017766364.1	XP_015190724.1
OG0004284	XP_017756130.1	XP_015184075.1
OG0004285	XP_017759836.1	XP_015189334.1, XP_015189335.1, XP_015189336.1
OG0004286	XP_017756058.1	XP_015177162.1
OG0004287	XP_017755002.1	XP_015178914.1
OG0004288	XP_017764224.1	XP_015176821.1
OG0004289	XP_017752209.1	XP_015182833.1
OG0004290	XP_017761545.1	XP_015172148.1
OG0004291	XP_017765829.1	XP_015190916.1, XP_015190917.1
OG0004292	XP_017757357.1	XP_015186257.1
OG0004293	XP_017756761.1	XP_015177884.1
OG0004294	XP_017753787.1	XP_015181814.1
OG0004295	XP_017753713.1	XP_015173308.1
OG0004296	XP_017766082.1	XP_015187729.1
OG0004297	XP_017755740.1	XP_015172606.1
OG0004298	XP_017758442.1, XP_017758126.1	XP_015180601.1, XP_015180602.1
OG0004299	XP_017753221.1	XP_015177839.1
OG0004300	XP_017761093.1	XP_015182548.1
OG0004301	XP_017755659.1	XP_015176359.1
OG0004302	XP_017757108.1	XP_015182963.1
OG0004303	XP_017757169.1	XP_015176498.1
OG0004304	XP_017760027.1	XP_015172976.1
OG0004305	XP_017761146.1	XP_015189622.1
OG0004306	XP_017759893.1	XP_015177363.1, XP_015177362.1
OG0004307	XP_017763308.1	XP_015178868.1
OG0004308	XP_017764426.1	XP_015174953.1
OG0004309	XP_017754704.1	XP_015187330.1
OG0004310	XP_017759068.1	XP_015180868.1
OG0004311	XP_017762272.1	XP_015181930.1
OG0004312	XP_017763482.1	XP_015189490.1
OG0004313	XP_017759435.1	XP_015172593.1
OG0004314	XP_017761467.1	XP_015173967.1
OG0004315	XP_017755768.1	XP_015174661.1
OG0004316	XP_017757844.1	XP_015171146.1
OG0004317	XP_017753674.1	XP_015186800.1, XP_015185843.1
OG0004318	XP_017757356.1	XP_015190326.1
OG0004319	XP_017761414.1	XP_015180641.1
OG0004320	XP_017756434.1	XP_015188330.1
OG0004321	XP_017761761.1	XP_015180147.1
OG0004322	XP_017767422.1	XP_015183664.1
OG0004324	XP_017767588.1	XP_015181393.1, XP_015181392.1
OG0004325	XP_017757670.1	XP_015184943.1
OG0004326	XP_017757538.1	XP_015186801.1
OG0004327	XP_017755341.1	XP_015176597.1
OG0004328	XP_017765593.1	XP_015183175.1
OG0004329	XP_017758425.1	XP_015180710.1
OG0004330	XP_017753930.1	XP_015181785.1
OG0004331	XP_017767446.1	XP_015191001.1
OG0004332	XP_017757056.1	XP_015179508.1
OG0004333	XP_017760814.1	XP_015171552.1
OG0004334	XP_017759731.1	XP_015189032.1
OG0004335	XP_017757705.1	XP_015179535.1
OG0004336	XP_017767671.1	XP_015185745.1
OG0004337	XP_017759933.1	XP_015179634.1
OG0004338	XP_017762754.1	XP_015181346.1
OG0004339	XP_017756236.1	XP_015175035.1
OG0004340	XP_017767429.1	XP_015178779.1
OG0004341	XP_017766727.1	XP_015172694.1, XP_015172693.1
OG0004342	XP_017756998.1	XP_015186216.1
OG0004343	XP_017766580.1	XP_015177087.1
OG0004344	XP_017753076.1, XP_017753077.1	XP_015185427.1, XP_015185426.1
OG0004345	XP_017761659.1	XP_015179143.1
OG0004346	XP_017756846.1	XP_015184908.1
OG0004347	XP_017766640.1	XP_015177119.1
OG0004348	XP_017752186.1	XP_015176075.1
OG0004349	XP_017759081.1	XP_015186051.1
OG0004350	XP_017755923.1	XP_015183808.1, XP_015183807.1, XP_015183806.1
OG0004351	XP_017753062.1	XP_015188766.1
OG0004352	XP_017767412.1	XP_015191106.1, XP_015191105.1
OG0004353	XP_017756428.1	XP_015172159.1
OG0004354	XP_017764034.1	XP_015184976.1
OG0004355	XP_017757978.1	XP_015181563.1
OG0004356	XP_017754480.1	XP_015190935.1
OG0004357	XP_017757706.1	XP_015177611.1, XP_015177610.1
OG0004358	XP_017754816.1	XP_015176841.1
OG0004359	XP_017762008.1	XP_015180976.1
OG0004360	XP_017755294.1	XP_015173321.1
OG0004361	XP_017755811.1	XP_015171734.1
OG0004362	XP_017752421.1	XP_015173240.1
OG0004363	XP_017760759.1	XP_015185674.1, XP_015185675.1, XP_015185673.1
OG0004364	XP_017756390.1	XP_015179808.1
OG0004365	XP_017759310.1	XP_015179807.1
OG0004366	XP_017756348.1, XP_017754702.1	XP_015177156.1
OG0004367	XP_017757669.1	XP_015190626.1
OG0004368	XP_017755298.1	XP_015176445.1
OG0004369	XP_017759646.1	XP_015185827.1
OG0004370	XP_017757055.1	XP_015179509.1
OG0004371	XP_017758295.1	XP_015176249.1
OG0004372	XP_017756339.1	XP_015178816.1
OG0004373	XP_017758268.1	XP_015182235.1
OG0004374	XP_017765800.1	XP_015173591.1
OG0004375	XP_017760249.1	XP_015179923.1
OG0004376	XP_017755027.1, XP_017752348.1	XP_015176018.1
OG0004377	XP_017764897.1, XP_017764905.1	XP_015185853.1
OG0004378	XP_017763503.1	XP_015176204.1
OG0004379	XP_017758697.1	XP_015180193.1
OG0004380	XP_017764682.1	XP_015176657.1
OG0004381	XP_017764420.1	XP_015181754.1
OG0004382	XP_017754825.1	XP_015191186.1, XP_015191185.1, XP_015191187.1
OG0004383	XP_017759508.1	XP_015191334.1
OG0004384	XP_017753675.1	XP_015175765.1
OG0004385	XP_017760490.1, XP_017764968.1	XP_015187542.1
OG0004386	XP_017765792.1	XP_015181333.1
OG0004387	XP_017757965.1	XP_015173659.1
OG0004388	XP_017764672.1	XP_015175820.1
OG0004389	XP_017752938.1	XP_015188111.1
OG0004390	XP_017764115.1	XP_015183451.1
OG0004391	XP_017763771.1, XP_017763773.1	XP_015184061.1
OG0004392	XP_017764895.1	XP_015181202.1
OG0004394	XP_017755778.1	XP_015172794.1
OG0004395	XP_017766109.1	XP_015186716.1
OG0004396	XP_017764762.1	XP_015186608.1
OG0004397	XP_017759894.1	XP_015179775.1, XP_015179774.1
OG0004398	XP_017767589.1	XP_015184973.1
OG0004399	XP_017756647.1	XP_015181915.1
OG0004400	XP_017762514.1	XP_015183985.1
OG0004401	XP_017754130.1	XP_015178319.1
OG0004402	XP_017765563.1	XP_015181637.1
OG0004403	XP_017760476.1	XP_015191772.1
OG0004404	XP_017757033.1	XP_015178049.1, XP_015178048.1
OG0004405	XP_017754341.1	XP_015186241.1
OG0004407	XP_017762478.1	XP_015175014.1
OG0004408	XP_017756823.1	XP_015186497.1
OG0004409	XP_017766941.1	XP_015174662.1
OG0004410	XP_017754736.1	XP_015171699.1
OG0004411	XP_017763634.1	XP_015172022.1
OG0004412	XP_017760675.1	XP_015189375.1
OG0004413	XP_017752400.1	XP_015191328.1
OG0004414	XP_017766178.1	XP_015175097.1
OG0004416	XP_017757086.1	XP_015180836.1
OG0004417	XP_017761129.1	XP_015189232.1
OG0004418	XP_017755567.1	XP_015186766.1
OG0004419	XP_017765424.1	XP_015180543.1
OG0004420	XP_017757176.1	XP_015180627.1, XP_015180616.1
OG0004421	XP_017761514.1	XP_015172144.1
OG0004422	XP_017758805.1	XP_015181247.1
OG0004423	XP_017763550.1	XP_015182397.1
OG0004424	XP_017762066.1	XP_015183491.1
OG0004425	XP_017752465.1	XP_015172546.1
OG0004426	XP_017757608.1	XP_015175272.1
OG0004427	XP_017757285.1	XP_015174992.1, XP_015174993.1, XP_015174991.1
OG0004428	XP_017765383.1	XP_015179007.1
OG0004429	XP_017759125.1	XP_015191849.1
OG0004430	XP_017763244.1	XP_015179057.1
OG0004431	XP_017758130.1	XP_015177325.1
OG0004432	XP_017757892.1	XP_015172374.1
OG0004433	XP_017755329.1	XP_015177506.1
OG0004434	XP_017765030.1	XP_015172026.1
OG0004436	XP_017765324.1	XP_015185865.1
OG0004437	XP_017759482.1, XP_017759483.1	XP_015189049.1
OG0004438	XP_017763181.1	XP_015172112.1
OG0004439	XP_017753384.1	XP_015178463.1
OG0004440	XP_017763180.1	XP_015172077.1
OG0004441	XP_017755797.1	XP_015185151.1
OG0004442	XP_017765851.1	XP_015186190.1, XP_015186188.1
OG0004443	XP_017767316.1	XP_015172258.1, XP_015172256.1, XP_015172257.1
OG0004444	XP_017754223.1	XP_015174014.1
OG0004445	XP_017755420.1	XP_015185966.1
OG0004446	XP_017752278.1	XP_015171305.1
OG0004447	XP_017762900.1	XP_015191444.1
OG0004448	XP_017764399.1	XP_015172171.1
OG0004449	XP_017753399.1	XP_015189524.1
OG0004450	XP_017752187.1	XP_015182837.1
OG0004451	XP_017766218.1	XP_015185672.1
OG0004452	XP_017753584.1	XP_015175169.1
OG0004453	XP_017758656.1	XP_015182957.1
OG0004454	XP_017764740.1	XP_015179236.1
OG0004455	XP_017757445.1	XP_015187950.1
OG0004456	XP_017766299.1	XP_015184471.1
OG0004457	XP_017756670.1	XP_015181559.1
OG0004458	XP_017764143.1	XP_015189484.1
OG0004459	XP_017767641.1, XP_017767637.1	XP_015176322.1
OG0004460	XP_017767292.1	XP_015176125.1
OG0004461	XP_017752231.1	XP_015180609.1
OG0004462	XP_017756492.1	XP_015181735.1, XP_015181734.1, XP_015181732.1
OG0004463	XP_017764552.1	XP_015184390.1
OG0004466	XP_017761239.1	XP_015176360.1
OG0004467	XP_017752379.1, XP_017752311.1	XP_015181372.1
OG0004468	XP_017752407.1	XP_015178375.1
OG0004469	XP_017761486.1	XP_015178090.1
OG0004470	XP_017754278.1	XP_015173200.1
OG0004471	XP_017755645.1	XP_015186731.1
OG0004472	XP_017756381.1	XP_015184247.1
OG0004473	XP_017767372.1	XP_015190646.1
OG0004474	XP_017763207.1	XP_015184659.1, XP_015184660.1
OG0004475	XP_017763151.1	XP_015174742.1
OG0004476	XP_017760880.1	XP_015178459.1
OG0004477	XP_017752824.1	XP_015175815.1, XP_015175814.1
OG0004478	XP_017765458.1	XP_015176805.1
OG0004479	XP_017757275.1	XP_015179030.1
OG0004480	XP_017758578.1	XP_015181548.1
OG0004481	XP_017753097.1, XP_017765636.1	XP_015185455.1
OG0004482	XP_017753658.1	XP_015175663.1, XP_015175662.1
OG0004483	XP_017764783.1	XP_015183761.1
OG0004484	XP_017761113.1	XP_015185566.1
OG0004485	XP_017766144.1	XP_015189665.1, XP_015186640.1
OG0004486	XP_017754174.1	XP_015190492.1
OG0004487	XP_017761328.1, XP_017761329.1	XP_015186641.1
OG0004488	XP_017754869.1	XP_015191403.1
OG0004489	XP_017755598.1	XP_015175181.1, XP_015175180.1
OG0004490	XP_017755990.1	XP_015190957.1
OG0004491	XP_017755354.1	XP_015180010.1
OG0004492	XP_017755519.1	XP_015176439.1
OG0004493	XP_017765756.1	XP_015190505.1
OG0004494	XP_017758448.1	XP_015178567.1
OG0004495	XP_017758907.1	XP_015182759.1
OG0004496	XP_017759114.1	XP_015174042.1
OG0004497	XP_017764871.1, XP_017756016.1	XP_015185774.1
OG0004498	XP_017760442.1	XP_015174438.1
