Orthogroup	Eufriesea_mexicana	Megachile_rotundata
OG0004876	XP_017765465.1	XP_012135051.1
OG0004877	XP_017764490.1	XP_003706579.1
OG0004878	XP_017766086.1	XP_003703283.1
OG0004879	XP_017765275.1	XP_012146058.1
OG0004880	XP_017763475.1	XP_012140983.1
OG0004881	XP_017765623.1, XP_017762648.1	XP_012150119.1
OG0004883	XP_017766461.1	XP_003702244.1
OG0004884	XP_017754696.1	XP_003708256.1
OG0004885	XP_017755232.1	XP_012149968.1
OG0004887	XP_017765244.1	XP_012146208.1
OG0004888	XP_017752451.1	XP_012138591.1
OG0004889	XP_017764629.1	XP_003704299.2, XP_012142663.1
OG0004890	XP_017753207.1	XP_012140109.1
OG0004891	XP_017757497.1	XP_012139204.1
OG0004892	XP_017765688.1	XP_012138213.1
OG0004893	XP_017763354.1	XP_012148239.1
OG0004894	XP_017753518.1	XP_003703838.1, XP_012141834.1, XP_012141833.1
OG0004895	XP_017758391.1, XP_017758390.1	XP_003699732.1
OG0004896	XP_017763989.1	XP_012137067.1, XP_012137063.1
OG0004897	XP_017758228.1	XP_012137017.1, XP_012137014.1
OG0004898	XP_017756357.1	XP_003701485.1, XP_012136652.1
OG0004899	XP_017759517.1	XP_003706487.1, XP_012148000.1, XP_012148001.1
OG0004900	XP_017758949.1	XP_003702368.1
OG0004901	XP_017757462.1	XP_012139167.1, XP_012139169.1
OG0004902	XP_017764842.1	XP_012151519.1
OG0004903	XP_017767211.1	XP_003699810.1
OG0004904	XP_017758148.1	XP_012136377.1
OG0004905	XP_017766376.1	XP_012136686.1
OG0004906	XP_017763580.1	XP_012140485.1
OG0004907	XP_017765310.1	XP_003702375.1
OG0004908	XP_017755663.1	XP_012144981.1
OG0004909	XP_017759535.1	XP_012147738.1, XP_003706341.1
OG0004910	XP_017756657.1	XP_012149575.1
OG0004911	XP_017756483.1	XP_012152430.1
OG0004912	XP_017763204.1	XP_012139822.1, XP_012139819.1
OG0004913	XP_017761975.1	XP_003706316.1
OG0004914	XP_017765857.1	XP_012142030.1
OG0004916	XP_017764675.1	XP_012151541.1
OG0004917	XP_017752765.1	XP_003700734.2
OG0004918	XP_017761374.1	XP_012149945.1, XP_012149948.1
OG0004919	XP_017753917.1	XP_003703472.1
OG0004920	XP_017755259.1	XP_012149959.1, XP_012149960.1
OG0004921	XP_017753504.1	XP_012147952.1
OG0004922	XP_017762935.1	XP_003706693.1
OG0004923	XP_017757882.1	XP_012143283.1, XP_012143282.1
OG0004924	XP_017752543.1	XP_003701265.1
OG0004925	XP_017767483.1	XP_003699185.2
OG0004926	XP_017761145.1	XP_012144689.1
OG0004927	XP_017766597.1	XP_012142817.1
OG0004928	XP_017755289.1	XP_012139113.1, XP_003702665.1
OG0004929	XP_017763235.1	XP_012139825.1
OG0004930	XP_017759345.1	XP_003708316.2
OG0004931	XP_017767284.1, XP_017767285.1	XP_012139478.1
OG0004932	XP_017766179.1	XP_012143574.1, XP_012143569.1
OG0004934	XP_017766764.1	XP_003704187.2
OG0004935	XP_017762746.1, XP_017762755.1, XP_017762743.1	XP_003701721.2
OG0004936	XP_017758277.1	XP_003705842.1
OG0004937	XP_017754085.1	XP_003703872.1
OG0004938	XP_017757723.1	XP_012148914.1
OG0004939	XP_017761503.1	XP_012151128.1
OG0004940	XP_017757752.1	XP_012140374.1
OG0004942	XP_017766295.1	XP_003705780.1
OG0004943	XP_017756203.1	XP_003704989.1, XP_012144450.1
OG0004944	XP_017759823.1, XP_017762593.1	XP_003705675.1
OG0004945	XP_017752784.1	XP_012141398.1
OG0004946	XP_017760137.1	XP_012147459.1, XP_012147461.1, XP_012147460.1
OG0004947	XP_017767701.1	XP_012145178.1
OG0004948	XP_017763040.1	XP_003703689.2
OG0004949	XP_017761614.1	XP_012139876.1
OG0004951	XP_017753736.1	XP_003699684.2
OG0004952	XP_017761356.1	XP_012139082.1
OG0004954	XP_017762832.1	XP_003702098.1
OG0004955	XP_017759792.1	XP_012135093.1, XP_012135094.1
OG0004956	XP_017763254.1	XP_012150015.1
OG0004956	XP_017763243.1	XP_003700175.1
OG0004957	XP_017760625.1	XP_012149614.1, XP_003707124.1, XP_012149611.1
OG0004958	XP_017766054.1	XP_003707983.2
OG0004959	XP_017763874.1, XP_017763873.1	XP_012138158.1
OG0004960	XP_017767428.1	XP_012149110.1, XP_012149112.1, XP_012149111.1
OG0004961	XP_017762969.1	XP_012148685.1, XP_003706764.1
OG0004962	XP_017767770.1	XP_012140573.1, XP_003703344.1
OG0004963	XP_017756609.1	XP_012139260.1
OG0004963	XP_017756622.1	XP_012139261.1
OG0004964	XP_017764248.1	XP_003700296.2
OG0004965	XP_017753746.1	XP_003701438.1, XP_012136276.1
OG0004966	XP_017765249.1	XP_012146936.1, XP_012146937.1
OG0004967	XP_017762485.1	XP_003700762.1
OG0004969	XP_017762406.1, XP_017762407.1	XP_003705701.2
OG0004973	XP_017767294.1	XP_003706500.1
OG0004976	XP_017754240.1	XP_003704598.1
OG0004977	XP_017759758.1	XP_012145554.1
OG0004978	XP_017754927.1	XP_003701164.1
OG0004979	XP_017753767.1	XP_012140909.1
OG0004980	XP_017762919.1	XP_003701695.1
OG0004981	XP_017754384.1	XP_003705649.1
OG0004982	XP_017765538.1	XP_003700155.1
OG0004983	XP_017759878.1	XP_003702798.1
OG0004984	XP_017759066.1	XP_012147053.1
OG0004985	XP_017752508.1	XP_012139310.1
OG0004986	XP_017759591.1	XP_012145878.1
OG0004987	XP_017759145.1	XP_012145299.1
OG0004988	XP_017758025.1	XP_003706808.1
OG0004989	XP_017766361.1, XP_017766362.1	XP_012136726.1
OG0004990	XP_017759265.1	XP_012136145.1
OG0004991	XP_017767039.1	XP_003706524.1
OG0004993	XP_017761722.1, XP_017761723.1	XP_003705858.1
OG0004994	XP_017767418.1	XP_003699725.1
OG0004995	XP_017766016.1	XP_003703831.1
OG0004996	XP_017755633.1	XP_012145246.1
OG0004997	XP_017756675.1	XP_012149523.1
OG0004998	XP_017755924.1, XP_017755925.1	XP_003703452.1
OG0004999	XP_017759941.1	XP_003702795.1
OG0005000	XP_017763641.1	XP_003705082.1
OG0005001	XP_017765509.1	XP_003702938.1
OG0005002	XP_017757419.1	XP_012150321.1, XP_003707356.1
OG0005003	XP_017763720.1	XP_003701835.2
OG0005004	XP_017757280.1, XP_017757279.1, XP_017757278.1	XP_012152309.1
OG0005005	XP_017756718.1	XP_012141996.1, XP_003703907.1
OG0005006	XP_017752274.1	XP_003703512.1
OG0005007	XP_017759814.1	XP_012137275.1, XP_003701843.1
OG0005008	XP_017758839.1	XP_003707651.1
OG0005009	XP_017753213.1	XP_003708061.1
OG0005010	XP_017765571.1	XP_003700129.1
OG0005011	XP_017753614.1, XP_017753629.1	XP_003706263.1
OG0005012	XP_017760350.1	XP_003699273.1
OG0005013	XP_017752312.1	XP_012147225.1
OG0005014	XP_017763839.1	XP_003704656.1
OG0005015	XP_017754727.1	XP_003701447.1
OG0005016	XP_017754731.1	XP_003700978.1
OG0005017	XP_017760828.1	XP_003700572.1
OG0005018	XP_017764167.1	XP_003702500.1
OG0005019	XP_017764236.1	XP_003699408.1
OG0005020	XP_017762874.1	XP_003708270.1
OG0005021	XP_017760840.1	XP_003700609.1
OG0005022	XP_017755269.1	XP_003707260.1
OG0005023	XP_017766623.1	XP_003703165.1
OG0005024	XP_017765878.1	XP_003699413.1
OG0005025	XP_017766334.1	XP_003700831.1
OG0005026	XP_017757310.1	XP_003708192.1
OG0005027	XP_017763557.1	XP_003706402.1
OG0005028	XP_017753191.1	XP_003706611.1
OG0005029	XP_017754076.1	XP_003707918.2
OG0005030	XP_017754321.1	XP_012152835.1
OG0005031	XP_017756496.1	XP_003704953.1
OG0005032	XP_017764188.1	XP_012138842.1
OG0005034	XP_017761946.1	XP_003699239.1
OG0005035	XP_017759187.1	XP_003703155.1
OG0005037	XP_017760182.1	XP_012140551.1
OG0005038	XP_017762489.1	XP_003700694.1
OG0005039	XP_017757522.1, XP_017757523.1, XP_017757524.1	XP_003707455.2
OG0005040	XP_017757396.1	XP_003708166.1
OG0005041	XP_017760606.1	XP_003708087.1
OG0005042	XP_017757536.1	XP_003702677.1
OG0005043	XP_017752809.1	XP_012141055.1
OG0005044	XP_017761921.1	XP_003699965.1
OG0005045	XP_017765605.1	XP_003700196.1
OG0005046	XP_017754920.1	XP_003701243.1
OG0005047	XP_017753820.1	XP_003705948.1
OG0005048	XP_017755510.1	XP_003707183.1
OG0005049	XP_017767045.1	XP_012145680.1
OG0005050	XP_017765494.1	XP_003704441.1
OG0005051	XP_017755296.1	XP_012139116.1
OG0005052	XP_017759177.1	XP_003703185.2
OG0005053	XP_017764643.1	XP_012142622.1
OG0005054	XP_017760469.1	XP_003702585.1
OG0005055	XP_017760853.1	XP_003705751.2
OG0005056	XP_017754713.1, XP_017754716.1, XP_017754714.1, XP_017754717.1	XP_003702225.1, XP_012138187.1
OG0005057	XP_017753741.1	XP_003706006.1
OG0005058	XP_017756069.1	XP_003708445.1, XP_012152793.1
OG0005059	XP_017759861.1	XP_003702805.1
OG0005060	XP_017761287.1	XP_012147645.1, XP_012147644.1
OG0005061	XP_017757473.1	XP_003707440.1
OG0005062	XP_017755738.1	XP_012144214.1
OG0005063	XP_017764097.1	XP_003700778.1
OG0005064	XP_017755808.1	XP_012144273.1
OG0005065	XP_017761748.1	XP_003707482.1
OG0005066	XP_017757112.1	XP_003704634.1
OG0005067	XP_017763960.1	XP_003701712.1
OG0005068	XP_017756179.1	XP_003704943.1
OG0005070	XP_017766026.1	XP_003707865.1
OG0005071	XP_017754352.1	XP_003705319.1
OG0005072	XP_017764969.1	XP_003708635.1
OG0005073	XP_017762012.1	XP_012148512.1
OG0005074	XP_017764346.1	XP_012146563.1
OG0005075	XP_017764344.1	XP_003705814.1
OG0005076	XP_017752704.1	XP_012145398.1
OG0005077	XP_017761716.1	XP_003705831.1
OG0005078	XP_017761884.1, XP_017761883.1	XP_012147151.1
OG0005079	XP_017753052.1	XP_012148457.1
OG0005080	XP_017762397.1	XP_003705572.1
OG0005081	XP_017766975.1	XP_003707762.1
OG0005082	XP_017752758.1	XP_003706339.1
OG0005083	XP_017752810.1	XP_003699625.1
OG0005084	XP_017765081.1	XP_003699839.1
OG0005085	XP_017762769.1	XP_003702160.1
OG0005086	XP_017765842.1, XP_017765843.1	XP_012138080.1
OG0005087	XP_017758846.1	XP_003700022.1
OG0005090	XP_017754658.1	XP_003700491.1
OG0005091	XP_017760592.1	XP_003702748.1
OG0005092	XP_017758105.1	XP_003705959.1
OG0005093	XP_017767030.1	XP_012152369.1
OG0005094	XP_017762702.1	XP_003702145.1
OG0005095	XP_017762804.1	XP_003702044.1
OG0005096	XP_017755112.1	XP_003706238.1
OG0005097	XP_017757768.1	XP_003704267.1
OG0005098	XP_017762863.1	XP_003708317.1
OG0005099	XP_017753682.1	XP_003701868.1
OG0005100	XP_017754735.1	XP_003700898.1
OG0005101	XP_017762454.1	XP_003705696.1
OG0005102	XP_017757661.1	XP_003701069.2
OG0005103	XP_017752286.1	XP_003703499.1, XP_012141307.1
OG0005104	XP_017764083.1	XP_003700780.1
OG0005105	XP_017757197.1	XP_012147413.1
OG0005106	XP_017763298.1	XP_003700453.1
OG0005107	XP_017765978.1	XP_003703797.1
OG0005108	XP_017756627.1	XP_003702730.1
OG0005109	XP_017758279.1	XP_003706237.1
OG0005110	XP_017765428.1	XP_012141794.1
OG0005111	XP_017760623.1	XP_012151968.1
OG0005112	XP_017755895.1	XP_012147796.1
OG0005113	XP_017757210.1	XP_012147428.1, XP_003706221.1
OG0005114	XP_017756161.1	XP_003700769.1
OG0005115	XP_017763318.1	XP_003700519.1
OG0005116	XP_017758438.1	XP_003701090.1
OG0005117	XP_017756051.1	XP_003708106.1
OG0005118	XP_017767095.1	XP_003699871.1
OG0005119	XP_017763317.1	XP_012154372.1
OG0005120	XP_017752942.1	XP_012134814.1
OG0005121	XP_017763691.1	XP_003703928.1
OG0005122	XP_017752789.1	XP_003699614.1
OG0005123	XP_017752948.1	XP_003706722.1
OG0005124	XP_017757276.1	XP_003708145.1, XP_012152212.1
OG0005125	XP_017756165.1	XP_003700697.1
OG0005126	XP_017762036.1	XP_012144941.1
OG0005127	XP_017767698.1	XP_003705427.1
OG0005128	XP_017753372.1	XP_003707225.2
OG0005129	XP_017765958.1, XP_017765960.1, XP_017765961.1, XP_017765959.1	XP_003703939.1
OG0005130	XP_017757919.1	XP_003706689.1
OG0005131	XP_017758118.1	XP_012143904.1
OG0005132	XP_017759403.1	XP_012152683.1
OG0005133	XP_017753677.1	XP_012137385.1, XP_012137382.1
OG0005134	XP_017758982.1	XP_012135745.1
OG0005135	XP_017767416.1	XP_012149233.1, XP_012149232.1
OG0005137	XP_017757939.1	XP_012143264.1
OG0005138	XP_017759229.1	XP_003700027.1
OG0005139	XP_017762247.1	XP_012151848.1
OG0005140	XP_017760836.1	XP_003705735.1
OG0005141	XP_017765561.1	XP_012137170.1
OG0005142	XP_017752780.1	XP_012141098.1
OG0005143	XP_017763568.1	XP_003706404.1
OG0005145	XP_017762154.1	XP_003704135.1
OG0005146	XP_017759521.1	XP_003699221.1
OG0005147	XP_017753502.1	XP_012148378.1
OG0005148	XP_017756100.1	XP_003700711.1
OG0005149	XP_017764309.1	XP_003707514.1
OG0005150	XP_017765331.1	XP_012150545.1
OG0005151	XP_017756169.1	XP_003704975.1
OG0005152	XP_017752464.1	XP_003702414.2
OG0005153	XP_017764567.1	XP_003702559.1
OG0005154	XP_017760829.1	XP_012154505.1
OG0005155	XP_017753823.1	XP_003699797.1
OG0005156	XP_017761249.1	XP_003702073.1
OG0005157	XP_017767075.1	XP_003701651.1
OG0005158	XP_017763490.1	XP_012140997.1
OG0005159	XP_017764652.1	XP_012151821.1
OG0005160	XP_017758296.1	XP_003702713.1
OG0005161	XP_017754926.1	XP_012135893.1
OG0005162	XP_017766539.1	XP_003704308.1
OG0005163	XP_017765785.1	XP_012140784.1
OG0005164	XP_017764319.1	XP_003707528.1
OG0005165	XP_017764801.1	XP_012153886.1
OG0005166	XP_017756168.1	XP_012144376.1
OG0005167	XP_017760768.1	XP_012137298.1
OG0005168	XP_017765939.1	XP_012153632.1
OG0005169	XP_017761319.1	XP_003707240.1
OG0005170	XP_017755754.1	XP_003700639.1
OG0005171	XP_017764162.1	XP_003702501.1
OG0005172	XP_017766514.1	XP_012142814.1
OG0005173	XP_017757372.1	XP_003706810.1
OG0005174	XP_017755652.1	XP_012145156.1
OG0005175	XP_017754481.1	XP_012139691.1
OG0005176	XP_017757020.1	XP_003705882.1
OG0005177	XP_017757219.1	XP_012147371.1
OG0005178	XP_017752782.1	XP_003699667.2
OG0005179	XP_017756155.1	XP_012134629.1
OG0005180	XP_017761678.1	XP_012146608.1
OG0005181	XP_017764205.1, XP_017764204.1, XP_017764206.1	XP_012144893.1
OG0005182	XP_017761476.1	XP_012150950.1
OG0005183	XP_017753786.1	XP_003699639.1, XP_012141973.1
OG0005184	XP_017756307.1, XP_017756309.1	XP_003701477.1
OG0005185	XP_017765783.1	XP_012140667.1, XP_003699648.1
OG0005186	XP_017764119.1	XP_003699715.1
OG0005187	XP_017767669.1	XP_012145177.1, XP_012145176.1, XP_003705244.1
OG0005188	XP_017767612.1	XP_003699417.1
OG0005189	XP_017754948.1	XP_003701147.1
OG0005190	XP_017763633.1	XP_012144912.1
OG0005191	XP_017752911.1	XP_003700675.1
OG0005192	XP_017756499.1, XP_017756537.1	XP_003700644.1
OG0005193	XP_017757503.1	XP_003707442.2
OG0005194	XP_017761372.1	XP_012138053.1
OG0005196	XP_017762163.1	XP_012142443.1
OG0005197	XP_017758280.1	XP_012148921.1
OG0005199	XP_017760179.1	XP_003703368.1
OG0005200	XP_017754506.1	XP_012144826.1
OG0005201	XP_017765469.1	XP_003700967.2
OG0005202	XP_017765387.1	XP_003706925.1
OG0005203	XP_017752251.1	XP_003703486.1
OG0005204	XP_017767643.1	XP_012140016.1
OG0005205	XP_017763667.1	XP_003703927.1
OG0005206	XP_017754222.1	XP_003707949.1
OG0005207	XP_017754458.1	XP_003704529.1
OG0005208	XP_017765868.1	XP_003703035.1
OG0005209	XP_017757929.1	XP_003704464.2
OG0005211	XP_017757208.1	XP_003706223.1
OG0005212	XP_017767489.1	XP_003706858.1
OG0005213	XP_017767035.1	XP_003699912.1
OG0005214	XP_017764565.1, XP_017764566.1	XP_012138748.1
OG0005215	XP_017756001.1	XP_012135810.1
OG0005216	XP_017766243.1	XP_003706786.1
OG0005217	XP_017766885.1	XP_003706105.1
OG0005218	XP_017760942.1	XP_012146401.1
OG0005219	XP_017756659.1	XP_003707112.1
OG0005220	XP_017766313.1	XP_012135011.1
OG0005221	XP_017765949.1	XP_012142068.1
OG0005222	XP_017753585.1	XP_012154279.1
OG0005223	XP_017762967.1	XP_003706763.1
OG0005224	XP_017759986.1	XP_003700294.1
OG0005225	XP_017756473.1	XP_012149177.1
OG0005226	XP_017756966.1	XP_012150859.1
OG0005227	XP_017756967.1	XP_012150308.1
OG0005228	XP_017764342.1	XP_012146553.1
OG0005229	XP_017766012.1	XP_012151596.1
OG0005230	XP_017752572.1	XP_003702864.1
OG0005231	XP_017754672.1	XP_003700494.1
OG0005232	XP_017755260.1	XP_003707470.1
OG0005233	XP_017762317.1	XP_012153869.1
OG0005234	XP_017760794.1	XP_003699948.1
OG0005235	XP_017762122.1	XP_003705364.1
OG0005236	XP_017767184.1	XP_003702765.1
OG0005237	XP_017767664.1	XP_012145203.1
OG0005238	XP_017756328.1	XP_012136624.1
OG0005239	XP_017759981.1	XP_003705410.2
OG0005240	XP_017755760.1, XP_017755756.1	XP_012144217.1
OG0005241	XP_017760861.1	XP_012135571.1, XP_012135562.1
OG0005242	XP_017753576.1	XP_003700428.1
OG0005243	XP_017754074.1	XP_003707902.1
OG0005244	XP_017755992.1	XP_003707247.1
OG0005245	XP_017754992.1	XP_003704639.1
OG0005246	XP_017763904.1	XP_003705172.1
OG0005248	XP_017764913.1	XP_012146012.1
OG0005249	XP_017757820.1	XP_003701937.1
OG0005250	XP_017763946.1	XP_012138669.1
OG0005251	XP_017752347.1	XP_003706131.1
OG0005252	XP_017763635.1	XP_003705074.1
OG0005253	XP_017763237.1	XP_003702845.1
OG0005254	XP_017763272.1	XP_003707880.1
OG0005255	XP_017757192.1	XP_003706208.1
OG0005256	XP_017763365.1	XP_003705328.1
OG0005257	XP_017763552.1	XP_012143767.1
OG0005258	XP_017761327.1	XP_003707238.1
OG0005259	XP_017765811.1	XP_012141501.1
OG0005260	XP_017766233.1	XP_012148888.1
OG0005261	XP_017759136.1	XP_012145283.1
OG0005262	XP_017762927.1	XP_003701650.1
OG0005263	XP_017755130.1	XP_003701535.1
OG0005264	XP_017754895.1	XP_012135264.1
OG0005265	XP_017754217.1	XP_003708005.2
OG0005266	XP_017765447.1	XP_003703767.1
OG0005267	XP_017752655.1	XP_003701967.1
OG0005268	XP_017764468.1	XP_003699396.1
OG0005269	XP_017766998.1	XP_003706514.2
OG0005270	XP_017763001.1	XP_012136241.1
OG0005271	XP_017759040.1	XP_003703724.1
OG0005272	XP_017762643.1	XP_012150056.1
OG0005273	XP_017765213.1	XP_003708547.2
OG0005274	XP_017767190.1	XP_012139417.1, XP_012139418.1
OG0005275	XP_017764191.1	XP_003702498.1
OG0005276	XP_017760798.1	XP_003699373.1
OG0005277	XP_017763478.1	XP_012140936.1
OG0005278	XP_017763439.1	XP_012140879.1
OG0005280	XP_017757852.1	XP_003706795.1
OG0005281	XP_017761987.1	XP_003706315.2, XP_012147690.1
OG0005282	XP_017766934.1	XP_003704146.2
OG0005283	XP_017767654.1	XP_012145622.1
OG0005284	XP_017754931.1	XP_012135927.1, XP_012135926.1
OG0005285	XP_017753490.1	XP_003706640.1
OG0005286	XP_017752263.1	XP_003703507.1
OG0005287	XP_017756443.1	XP_003704607.1
OG0005288	XP_017761335.1	XP_003706543.1
OG0005290	XP_017752767.1	XP_012134776.1
OG0005291	XP_017760673.1	XP_003699973.2, XP_012147991.1
OG0005292	XP_017760912.1	XP_012147715.1
OG0005294	XP_017761502.1	XP_003707792.1
OG0005295	XP_017767397.1	XP_003699711.1
OG0005296	XP_017761451.1	XP_003707676.1
OG0005297	XP_017763480.1	XP_003703591.1
OG0005298	XP_017762133.1	XP_003704101.1, XP_012142478.1
OG0005299	XP_017753759.1	XP_003706013.1
OG0005300	XP_017764446.1	XP_012154360.1
OG0005301	XP_017758359.1	XP_003699781.1
OG0005303	XP_017754641.1	XP_012145486.1
OG0005304	XP_017757890.1	XP_003706812.1
OG0005305	XP_017764419.1	XP_003700450.1
OG0005306	XP_017762678.1	XP_012145055.1
OG0005307	XP_017760770.1	XP_003699287.2
OG0005308	XP_017766982.1	XP_003707797.1
OG0005309	XP_017760356.1	XP_003699350.1
OG0005310	XP_017753838.1	XP_012136350.1
OG0005311	XP_017757124.1	XP_003702009.2
OG0005312	XP_017761455.1	XP_003699958.1
OG0005313	XP_017761947.1	XP_003707817.1
OG0005314	XP_017760995.1	XP_012152799.1
OG0005315	XP_017760815.1	XP_012154386.1
OG0005316	XP_017756769.1	XP_012141497.1, XP_003703707.1
OG0005317	XP_017764348.1	XP_003705805.1
OG0005318	XP_017753345.1	XP_012140203.1, XP_012140202.1
OG0005319	XP_017757772.1	XP_003704420.2
OG0005320	XP_017757830.1	XP_012137448.1
OG0005321	XP_017764791.1	XP_003699260.1
OG0005322	XP_017756628.1	XP_012134980.1
OG0005323	XP_017757594.1	XP_003707460.2, XP_012150306.1
OG0005324	XP_017754610.1	XP_003700496.1
OG0005325	XP_017762365.1	XP_003705017.1
OG0005326	XP_017756582.1	XP_012134984.1
OG0005327	XP_017760735.1	XP_012135102.1, XP_003699282.1, XP_012135099.1
OG0005328	XP_017762793.1	XP_003702057.1
OG0005329	XP_017759437.1	XP_003704848.1
OG0005330	XP_017755967.1	XP_012149883.1
OG0005331	XP_017761128.1	XP_012147839.1
OG0005332	XP_017758269.1	XP_012136989.1
OG0005333	XP_017755106.1	XP_003701538.1
OG0005334	XP_017755089.1	XP_012148187.1
OG0005335	XP_017759644.1	XP_012150990.1
OG0005336	XP_017756426.1	XP_003706882.1
OG0005337	XP_017762613.1, XP_017762612.1	XP_003703483.1
OG0005338	XP_017757072.1	XP_003708296.1
OG0005339	XP_017764781.1	XP_003699323.1
OG0005340	XP_017761501.1	XP_012151131.1
OG0005341	XP_017753523.1, XP_017753497.1	XP_003703769.1
OG0005342	XP_017767361.1	XP_003706940.1
OG0005343	XP_017760071.1	XP_003706194.1
OG0005344	XP_017753395.1	XP_012137229.1
OG0005345	XP_017761826.1	XP_012143998.1, XP_012143999.1
OG0005346	XP_017753425.1	XP_003700190.1
OG0005347	XP_017752313.1	XP_003705509.1
OG0005348	XP_017761004.1	XP_003708050.1
OG0005349	XP_017760778.1	XP_012149078.1
OG0005350	XP_017761557.1	XP_012139652.1
OG0005351	XP_017757642.1	XP_003706381.1
OG0005352	XP_017764616.1	XP_012153864.1
OG0005353	XP_017757423.1	XP_003702653.2
OG0005354	XP_017754606.1	XP_012154249.1
OG0005355	XP_017765992.1	XP_012144641.1
OG0005356	XP_017761023.1	XP_003707702.2
OG0005357	XP_017758098.1	XP_012153502.1
OG0005358	XP_017760331.1	XP_012151836.1
OG0005359	XP_017752842.1	XP_012136289.1
OG0005360	XP_017752350.1	XP_003705019.1
OG0005361	XP_017761901.1	XP_003699310.1
OG0005362	XP_017758947.1	XP_012138446.1
OG0005363	XP_017752963.1	XP_003706725.1
OG0005364	XP_017757508.1	XP_012139143.1
OG0005365	XP_017760543.1	XP_012139342.1
OG0005366	XP_017754765.1	XP_003708597.2
OG0005367	XP_017765202.1	XP_012135249.1
OG0005369	XP_017759490.1	XP_003705589.1
OG0005371	XP_017753565.1	XP_003704572.1
OG0005372	XP_017766948.1	XP_003701375.1
OG0005373	XP_017763316.1	XP_003705564.1
OG0005374	XP_017763690.1	XP_003703033.1
OG0005375	XP_017763759.1, XP_017763760.1	XP_003704618.1
OG0005376	XP_017759655.1	XP_012143851.1
OG0005377	XP_017753541.1	XP_003704568.1
OG0005378	XP_017767235.1	XP_012139434.1
OG0005379	XP_017765442.1	XP_003706392.1
OG0005380	XP_017760790.1	XP_003700549.1
OG0005381	XP_017762947.1	XP_003701897.2
OG0005382	XP_017755527.1	XP_012147207.1
OG0005383	XP_017756103.1, XP_017756104.1	XP_003704970.1
OG0005384	XP_017759864.1	XP_003702820.1
