Orthogroup	Eufriesea_mexicana	Acyrthosiphon_pisum
OG0004477	XP_017752824.1	XP_001945548.1
OG0004478	XP_017765458.1	XP_001945618.1
OG0004479	XP_017757275.1	XP_001945676.2
OG0004480	XP_017758578.1	XP_001945718.1
OG0004481	XP_017753097.1, XP_017765636.1	XP_001945726.2
OG0004482	XP_017753658.1	XP_001945751.3
OG0004483	XP_017764783.1	XP_001945759.1
OG0004484	XP_017761113.1	XP_001945839.1
OG0004485	XP_017766144.1	XP_001945877.2, XP_016657808.1
OG0004486	XP_017754174.1	XP_001948728.2, XP_001945904.1
OG0004487	XP_017761328.1, XP_017761329.1	XP_001945912.1
OG0004488	XP_017754869.1	XP_001945971.2, XP_016661154.1
OG0004489	XP_017755598.1	XP_001945984.1
OG0004490	XP_017755990.1	XP_001945987.1, XP_008178353.1
OG0004491	XP_017755354.1	XP_001946105.2
OG0004492	XP_017755519.1	XP_001946109.2
OG0004493	XP_017765756.1	XP_001946171.1
OG0004494	XP_017758448.1	XP_001946175.2
OG0004495	XP_017758907.1	XP_001946218.2
OG0004496	XP_017759114.1	XP_001946436.2
OG0004497	XP_017764871.1, XP_017756016.1	XP_001946491.1
OG0004498	XP_017760442.1	XP_008187865.1, XP_001946525.1, XP_008187864.1
OG0004499	XP_017766911.1	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1
OG0004500	XP_017758085.1	XP_001946615.2
OG0004501	XP_017764488.1	XP_001946631.2
OG0004502	XP_017753921.1	XP_001946649.1
OG0004503	XP_017755258.1, XP_017755257.1	XP_001946726.2
OG0004504	XP_017762253.1	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1
OG0004505	XP_017757338.1	XP_001946768.2
OG0004506	XP_017757917.1	XP_029341774.1, XP_008185035.1, XP_001946792.1
OG0004507	XP_017766041.1	XP_001946821.2
OG0004508	XP_017754779.1	XP_001946885.2
OG0004509	XP_017753126.1	XP_001946907.2
OG0004510	XP_017765258.1	XP_001946924.1
OG0004511	XP_017765853.1	XP_001946953.1
OG0004512	XP_017753578.1	XP_001946991.1
OG0004513	XP_017767435.1	XP_001946996.1
OG0004514	XP_017752638.1	XP_001952270.1, XP_001947021.1
OG0004515	XP_017755516.1, XP_017755539.1, XP_017755744.1	XP_001947037.1, XP_008183032.2
OG0004516	XP_017758199.1	XP_001947060.1
OG0004517	XP_017763709.1	XP_001947065.1
OG0004519	XP_017759027.1	XP_001947166.2, XP_029344483.1
OG0004520	XP_017764712.1	XP_029341575.1, XP_001947273.1
OG0004521	XP_017761681.1	XP_001947328.1
OG0004522	XP_017765181.1	XP_001947387.1
OG0004523	XP_017763414.1	XP_001947388.1
OG0004524	XP_017760607.1	XP_001947398.3
OG0004525	XP_017762090.1, XP_017762091.1	XP_001947645.2, XP_016660277.1
OG0004526	XP_017756142.1	XP_001947732.1
OG0004527	XP_017752422.1, XP_017752423.1	XP_001947767.2
OG0004528	XP_017765265.1	XP_001947772.2
OG0004529	XP_017752469.1	XP_001947809.2
OG0004530	XP_017756557.1	XP_001947817.2
OG0004531	XP_017760464.1	XP_001947872.2
OG0004532	XP_017766407.1	XP_001947945.1
OG0004533	XP_017763618.1	XP_001948072.2
OG0004534	XP_017767013.1	XP_001948138.2
OG0004535	XP_017758665.1, XP_017758666.1	XP_001948145.1
OG0004536	XP_017761720.1	XP_001948152.1
OG0004537	XP_017756367.1	XP_001948157.1
OG0004538	XP_017756285.1	XP_001948198.2
OG0004539	XP_017762377.1, XP_017765492.1	XP_001948320.2
OG0004540	XP_017754634.1	XP_001948335.1
OG0004541	XP_017755161.1, XP_017755149.1	XP_001948479.1
OG0004542	XP_017754472.1	XP_001948540.2
OG0004543	XP_017763782.1	XP_001948606.2, XP_008181239.1
OG0004544	XP_017757617.1	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1
OG0004545	XP_017761005.1	XP_001948743.1
OG0004546	XP_017760658.1	XP_001948769.2
OG0004547	XP_017757466.1	XP_001948777.2
OG0004548	XP_017757343.1	XP_001948786.2
OG0004549	XP_017757400.1	XP_001948791.1
OG0004550	XP_017764339.1	XP_001948824.1
OG0004551	XP_017764568.1	XP_001948875.2, XP_003240608.1
OG0004552	XP_017763144.1	XP_001948876.1, XP_008185358.1
OG0004553	XP_017758844.1	XP_001948891.2
OG0004554	XP_017766579.1	XP_001949019.4
OG0004555	XP_017763888.1	XP_001949034.1, XP_008184617.1
OG0004556	XP_017756804.1	XP_001949045.2, XP_001951002.2, XP_003244772.1
OG0004557	XP_017766444.1	XP_001949104.1
OG0004558	XP_017763249.1	XP_001949206.2
OG0004559	XP_017763939.1	XP_001949239.1
OG0004560	XP_017752527.1	XP_001949250.2
OG0004561	XP_017761913.1	XP_001949325.2
OG0004562	XP_017763937.1	XP_001949378.1
OG0004563	XP_017757324.1	XP_001949379.1
OG0004564	XP_017752276.1	XP_001949430.1
OG0004565	XP_017761266.1	XP_001949511.1, XP_001949478.2
OG0004566	XP_017766984.1	XP_001949561.1
OG0004567	XP_017759122.1	XP_001949610.2
OG0004568	XP_017758888.1	XP_001949624.2
OG0004569	XP_017764716.1	XP_001949688.1, XP_008185919.1, XP_029342435.1
OG0004570	XP_017754722.1, XP_017754729.1	XP_001949768.1
OG0004571	XP_017762939.1	XP_001949774.2, XP_003245678.1, XP_029342335.1
OG0004572	XP_017758247.1	XP_001949796.2
OG0004573	XP_017756746.1	XP_001949959.4
OG0004574	XP_017766115.1	XP_001949981.1
OG0004575	XP_017766542.1	XP_001950004.1, XP_029343882.1
OG0004576	XP_017753534.1	XP_001950008.1
OG0004577	XP_017756098.1	XP_008179387.1, XP_001950034.2, XP_029342961.1
OG0004578	XP_017761377.1	XP_001950075.1
OG0004579	XP_017759650.1	XP_001950096.1
OG0004580	XP_017763930.1	XP_001950144.2
OG0004581	XP_017762356.1	XP_001950178.1
OG0004582	XP_017764350.1	XP_001950182.1
OG0004583	XP_017765099.1	XP_001950266.1
OG0004584	XP_017763004.1	XP_001950283.2
OG0004585	XP_017763757.1	XP_001950301.1
OG0004586	XP_017756433.1	XP_001950365.1, XP_008181397.1
OG0004587	XP_017759997.1, XP_017759998.1	XP_001950366.1
OG0004588	XP_017759732.1	XP_016659652.1, XP_016659653.1, XP_001950394.1
OG0004589	XP_017757417.1	XP_001950445.2
OG0004590	XP_017756287.1	XP_001950474.2
OG0004591	XP_017756510.1	XP_008185610.1, XP_001950505.2
OG0004592	XP_017752786.1, XP_017752787.1	XP_001950512.1
OG0004593	XP_017761070.1	XP_029341175.1, XP_008179099.1, XP_001950571.2
OG0004594	XP_017755639.1	XP_001950593.1
OG0004595	XP_017763145.1	XP_001950752.1
OG0004596	XP_017752812.1	XP_001950774.1
OG0004597	XP_017761933.1	XP_001950802.1
OG0004598	XP_017752871.1	XP_001950821.2, XP_003247849.1
OG0004599	XP_017764181.1	XP_001950847.1
OG0004600	XP_017758812.1	XP_001950873.2
OG0004601	XP_017767364.1	XP_001950874.1
OG0004602	XP_017765409.1	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1
OG0004603	XP_017766750.1	XP_001951157.2
OG0004604	XP_017761346.1	XP_001951723.1, XP_016662217.1, XP_001951289.2
OG0004605	XP_017761460.1	XP_001951340.1, XP_003242868.1
OG0004606	XP_017759484.1	XP_001951451.1
OG0004607	XP_017756474.1	XP_001951458.1
OG0004608	XP_017763675.1	XP_001951460.2
OG0004609	XP_017761433.1	XP_001951489.1
OG0004610	XP_017764089.1	XP_003246418.1, XP_001951616.2, XP_029344190.1
OG0004611	XP_017765177.1	XP_003244497.1, XP_001951619.1
OG0004612	XP_017755611.1	XP_001951641.1
OG0004613	XP_017755157.1	XP_001951648.1
OG0004614	XP_017764829.1	XP_001951740.2
OG0004615	XP_017764360.1	XP_001951775.1
OG0004616	XP_017754761.1	XP_001951792.1
OG0004617	XP_017755113.1	XP_001951828.1
OG0004618	XP_017766045.1	XP_001951831.1
OG0004619	XP_017756911.1	XP_001951882.1
OG0004620	XP_017767020.1	XP_001951883.1
OG0004621	XP_017757184.1	XP_001951890.1
OG0004622	XP_017759108.1	XP_001951900.2, XP_008178641.1
OG0004623	XP_017760170.1	XP_001952026.2
OG0004624	XP_017762278.1	XP_001952066.1
OG0004625	XP_017756293.1	XP_001952088.2, XP_008185740.1
OG0004626	XP_017764938.1	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1
OG0004627	XP_017767382.1	XP_001952139.1
OG0004628	XP_017764076.1	XP_001952228.2
OG0004629	XP_017766572.1	XP_001952234.2, XP_003247769.2
OG0004630	XP_017757398.1	XP_001952248.2
OG0004631	XP_017762452.1	XP_001952277.2
OG0004632	XP_017753311.1	XP_001952335.1, XP_029342792.1
OG0004633	XP_017761895.1	XP_016659626.1, XP_001952525.1, XP_008187098.1
OG0004634	XP_017760763.1	XP_001952576.1, XP_029343772.1
OG0004635	XP_017758402.1	XP_001952692.2
OG0004636	XP_017765822.1	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1
OG0004637	XP_017758290.1, XP_017758283.1	XP_001952732.2
OG0004638	XP_017755554.1	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1
OG0004639	XP_017765875.1	XP_001952843.1
OG0004640	XP_017762352.1	XP_001952851.1
OG0004641	XP_017758991.1	XP_001952869.2
OG0004642	XP_017763441.1	XP_003240032.1
OG0004643	XP_017765760.1	XP_003240033.1
OG0004644	XP_017762047.1	XP_003240848.1
OG0004645	XP_017762010.1, XP_017762017.1	XP_003240875.1
OG0004646	XP_017756112.1	XP_003240907.1
OG0004647	XP_017761954.1, XP_017761909.1	XP_008181676.1, XP_003240956.1
OG0004648	XP_017759061.1	XP_003241209.1, XP_008187244.1
OG0004649	XP_017757587.1	XP_003241249.1
OG0004650	XP_017765448.1	XP_016656098.1, XP_003241299.1
OG0004651	XP_017766964.1	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1
OG0004652	XP_017759351.1	XP_003241607.1
OG0004653	XP_017757068.1	XP_003241879.1
OG0004654	XP_017765257.1	XP_003242132.1
OG0004655	XP_017760684.1	XP_003242207.1
OG0004656	XP_017764632.1	XP_016657738.1, XP_003242500.1, XP_029345858.1
OG0004657	XP_017762040.1	XP_003242590.1
OG0004658	XP_017762402.1	XP_003242773.1
OG0004659	XP_017753106.1	XP_003242881.1
OG0004660	XP_017762695.1	XP_003243299.1
OG0004661	XP_017765133.1	XP_003243353.1
OG0004662	XP_017755593.1	XP_003243360.1
OG0004663	XP_017758063.1	XP_003243482.1, XP_008189408.2
OG0004664	XP_017753610.1	XP_003243540.1
OG0004665	XP_017759876.1, XP_017759877.1	XP_003243678.1
OG0004666	XP_017759666.1	XP_003243688.1, XP_016658937.1
OG0004667	XP_017753416.1	XP_003243704.1, XP_016658951.2
OG0004668	XP_017767598.1	XP_003243867.1
OG0004669	XP_017755594.1	XP_008190254.2, XP_003243945.1
OG0004670	XP_017755166.1	XP_016659348.1, XP_003244101.1
OG0004671	XP_017766025.1, XP_017766024.1, XP_017766023.1	XP_003244169.1
OG0004672	XP_017756793.1	XP_003244232.2, XP_008185139.2, XP_016659627.1
OG0004673	XP_017757775.1	XP_003244281.1
OG0004674	XP_017762050.1	XP_003244420.1, XP_016659749.1
OG0004675	XP_017761052.1	XP_003244857.1, XP_008183561.1
OG0004676	XP_017761424.1	XP_003245146.1
OG0004677	XP_017764901.1	XP_003245155.1
OG0004678	XP_017752919.1	XP_003245232.1
OG0004679	XP_017756969.1	XP_003245325.1
OG0004680	XP_017760860.1	XP_003245368.1
OG0004681	XP_017765941.1	XP_003245677.1
OG0004682	XP_017764818.1	XP_003245829.1
OG0004683	XP_017767706.1	XP_003246237.1, XP_003245977.1
OG0004684	XP_017757851.1	XP_003246152.1, XP_008186984.1, XP_029345876.1
OG0004685	XP_017754930.1	XP_003246310.1
OG0004686	XP_017757935.1	XP_003246326.1
OG0004687	XP_017752456.1	XP_003246352.1
OG0004688	XP_017758698.1	XP_003246486.1
OG0004689	XP_017753308.1	XP_003246656.1
OG0004690	XP_017757188.1	XP_003246768.1
OG0004691	XP_017767174.1	XP_003246926.1
OG0004692	XP_017767175.1	XP_003246927.1, XP_008186600.1
OG0004693	XP_017754075.1	XP_003247023.1
OG0004694	XP_017764203.1	XP_003247044.2
OG0004695	XP_017753032.1	XP_003247087.1
OG0004696	XP_017755848.1	XP_003247245.1
OG0004697	XP_017760982.1	XP_003247362.1
OG0004698	XP_017755692.1	XP_003247894.1, XP_029347018.1
OG0004699	XP_017767366.1	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1
OG0004700	XP_017761363.1	XP_003248569.1
OG0004701	XP_017752756.1	XP_003248621.2, XP_029343275.1
OG0004702	XP_017765025.1	XP_003248651.1, XP_029342864.1
OG0004703	XP_017755948.1	XP_016660313.2, XP_003248767.1
OG0004704	XP_017757576.1, XP_017758362.1	XP_029347428.1, XP_008178143.1
OG0004705	XP_017761961.1	XP_008178228.1
OG0004706	XP_017762399.1, XP_017762398.1	XP_008178266.1
OG0004707	XP_017755331.1	XP_008178489.1
OG0004708	XP_017752823.1	XP_008179000.3
OG0004709	XP_017754437.1	XP_016659693.1, XP_008182875.2, XP_008182874.1, XP_008179015.1, XP_008182876.1, XP_029346723.1, XP_016664521.1
OG0004710	XP_017755586.1	XP_016662327.1, XP_008179061.1
OG0004711	XP_017765754.1	XP_008179200.1
OG0004712	XP_017753630.1	XP_008179207.1
OG0004713	XP_017752261.1	XP_008179246.1
OG0004714	XP_017767333.1	XP_008179251.1
OG0004715	XP_017752777.1	XP_008179459.1, XP_029341347.1, XP_008180544.1, XP_029348634.1, XP_029341345.1
OG0004716	XP_017757487.1	XP_008179645.1
OG0004717	XP_017755905.1	XP_008179717.1
OG0004718	XP_017753751.1	XP_008179806.1, XP_029344347.1, XP_008179803.1
OG0004719	XP_017762388.1	XP_008179898.1, XP_016657385.1
OG0004720	XP_017765767.1	XP_008179932.1
OG0004721	XP_017760677.1	XP_008179981.2
OG0004722	XP_017763672.1	XP_008180137.1
OG0004723	XP_017755733.1	XP_008180171.1
OG0004724	XP_017763487.1	XP_016657638.1, XP_016657637.1, XP_008180220.1
OG0004725	XP_017766165.1	XP_008180338.1
OG0004726	XP_017765444.1, XP_017765445.1	XP_008180500.1
OG0004727	XP_017759010.1, XP_017759009.1, XP_017759008.1, XP_017759007.1, XP_017759006.1, XP_017759011.1	XP_008180723.1
OG0004728	XP_017762094.1	XP_008180798.1
OG0004729	XP_017755580.1	XP_008181242.1
OG0004730	XP_017759374.1	XP_008181295.1, XP_008181296.1
OG0004731	XP_017767700.1	XP_008181299.1
OG0004732	XP_017758048.1	XP_008181380.2
OG0004733	XP_017761232.1, XP_017761233.1	XP_008181438.1
OG0004734	XP_017761058.1	XP_008181680.1
OG0004735	XP_017766766.1, XP_017766767.1	XP_008181755.1, XP_008181754.1, XP_008181756.1
OG0004736	XP_017765926.1	XP_029343402.1, XP_008181831.1
OG0004737	XP_017753210.1	XP_029344374.1, XP_008182145.1
OG0004738	XP_017752355.1	XP_008182158.1, XP_008182157.1, XP_008182159.1
OG0004739	XP_017765346.1	XP_008182333.1
OG0004740	XP_017755976.1	XP_008182637.1, XP_029347286.1
OG0004741	XP_017763332.1	XP_008182658.1
OG0004742	XP_017758677.1	XP_008182783.1
OG0004743	XP_017752424.1	XP_008183041.1, XP_008183042.1
OG0004744	XP_017755540.1	XP_008183106.1
OG0004745	XP_017758255.1	XP_008183123.1
OG0004746	XP_017755507.1	XP_008183269.1, XP_029344607.1
OG0004747	XP_017759365.1	XP_008183402.1
OG0004748	XP_017763194.1	XP_016660164.1, XP_008183457.1
OG0004749	XP_017762883.1, XP_017762882.1	XP_029344425.1, XP_008183487.1
OG0004750	XP_017761964.1	XP_008183505.1
OG0004751	XP_017752237.1	XP_008183740.1
OG0004752	XP_017760140.1	XP_008183753.1
OG0004753	XP_017754940.1	XP_008183776.1
OG0004754	XP_017762067.1	XP_008183822.1
OG0004755	XP_017761174.1	XP_008183903.1
OG0004756	XP_017758662.1	XP_008184114.1
OG0004757	XP_017757915.1	XP_008184182.1
OG0004758	XP_017762143.1	XP_008184964.1
OG0004759	XP_017764109.1	XP_029341519.1, XP_008185217.2, XP_016662806.1
OG0004760	XP_017758877.1	XP_008185225.1
OG0004761	XP_017762069.1	XP_029341759.1, XP_029346488.1, XP_008185232.2
OG0004762	XP_017767492.1	XP_008185239.2
OG0004763	XP_017757299.1	XP_008185324.2
OG0004764	XP_017765821.1	XP_008185560.1
OG0004765	XP_017754947.1	XP_008185695.1
OG0004766	XP_017762960.1	XP_008185810.1
OG0004767	XP_017756420.1	XP_008185928.1
OG0004768	XP_017756012.1	XP_008186206.3
OG0004769	XP_017767099.1	XP_008186357.1
OG0004770	XP_017762393.1	XP_008186509.2
OG0004771	XP_017756292.1	XP_008186725.1
OG0004772	XP_017767564.1	XP_029345899.1, XP_008186785.1
OG0004773	XP_017754438.1	XP_008186791.1
OG0004774	XP_017758692.1	XP_008186908.1
OG0004775	XP_017758559.1	XP_008186917.1
OG0004776	XP_017764096.1	XP_008187113.1
OG0004777	XP_017757226.1	XP_008187196.1, XP_029344989.1
OG0004778	XP_017758114.1	XP_008187528.1
OG0004779	XP_017753129.1	XP_008187553.3
OG0004780	XP_017756195.1	XP_008187554.2
OG0004781	XP_017756927.1	XP_008187578.1
OG0004782	XP_017761518.1	XP_008187653.1
OG0004783	XP_017755590.1	XP_029343082.1, XP_016663755.1, XP_008187659.1, XP_029343083.1
OG0004784	XP_017758695.1	XP_008187683.1
OG0004785	XP_017755796.1	XP_008187746.1
OG0004786	XP_017759474.1	XP_029346180.1, XP_008187779.1
OG0004787	XP_017762041.1	XP_029343841.1, XP_008187829.1
OG0004788	XP_017763032.1	XP_008187879.1
OG0004789	XP_017755575.1	XP_008187934.2
OG0004790	XP_017765392.1	XP_008187936.1
OG0004791	XP_017753802.1	XP_008189370.2, XP_008187968.1
OG0004792	XP_017758420.1	XP_008188044.1
OG0004793	XP_017753964.1	XP_008188165.1
OG0004794	XP_017755424.1	XP_008188563.1
OG0004795	XP_017753935.1	XP_008188610.2
OG0004796	XP_017760406.1	XP_008188663.1
OG0004797	XP_017754270.1	XP_008189232.1
OG0004799	XP_017752124.1, XP_017752125.1	XP_008189923.1
OG0004800	XP_017753616.1	XP_008190023.1
OG0004801	XP_017754258.1	XP_016656501.2
OG0004802	XP_017756691.1	XP_016656526.1
OG0004803	XP_017760200.1	XP_016657289.1
OG0004804	XP_017753413.1	XP_016657501.1
OG0004805	XP_017753145.1	XP_016657558.2, XP_029344281.1, XP_029344280.1
OG0004806	XP_017762649.1	XP_016657646.1, XP_016657645.1
OG0004807	XP_017756123.1	XP_016657700.1
OG0004808	XP_017759116.1	XP_016657993.1
OG0004809	XP_017754893.1	XP_016658333.1
OG0004810	XP_017759350.1	XP_016658481.1, XP_029346341.1, XP_016664235.1
OG0004811	XP_017767025.1	XP_016658915.1
OG0004812	XP_017766199.1	XP_016659066.1
OG0004813	XP_017765871.1	XP_016659281.1
OG0004814	XP_017766011.1	XP_016659442.1, XP_016659443.1
OG0004815	XP_017758986.1	XP_016659786.1
OG0004816	XP_017756605.1	XP_016659797.1
OG0004817	XP_017757406.1	XP_016659805.1
OG0004818	XP_017759686.1	XP_016660009.1
OG0004819	XP_017761832.1	XP_016660016.1
OG0004820	XP_017757940.1	XP_016660030.1, XP_016664277.1
OG0004821	XP_017753102.1	XP_016660128.1
OG0004822	XP_017754070.1	XP_016661331.1
OG0004823	XP_017766467.1	XP_016661810.1
OG0004824	XP_017762722.1	XP_016661985.1
OG0004825	XP_017763570.1	XP_016662148.1
OG0004826	XP_017760857.1	XP_016662233.1
OG0004827	XP_017755244.1, XP_017755243.1	XP_016662307.2
OG0004828	XP_017763539.1	XP_016662371.1
OG0004829	XP_017756422.1	XP_016662435.1
OG0004830	XP_017758139.1	XP_016662502.1
OG0004831	XP_017763014.1	XP_016662593.1
OG0004832	XP_017758191.1, XP_017767560.1	XP_016662844.1
OG0004833	XP_017756139.1	XP_016662918.1
OG0004834	XP_017755148.1	XP_016663525.1
OG0004835	XP_017752936.1	XP_016664211.1
OG0004836	XP_017765388.1	XP_016664949.1
OG0004837	XP_017765807.1	XP_029341118.1
OG0004838	XP_017755964.1	XP_029341800.1
OG0004839	XP_017765819.1	XP_029342155.1
OG0004840	XP_017763682.1	XP_029343855.1, XP_029342173.1
OG0004841	XP_017763926.1	XP_029342244.1
OG0004842	XP_017755360.1	XP_029342536.1
OG0004843	XP_017753355.1	XP_029342704.1
OG0004844	XP_017760727.1	XP_029342799.1
OG0004845	XP_017765752.1	XP_029342976.1
OG0004846	XP_017760529.1	XP_029343026.1
OG0004847	XP_017754290.1	XP_029343089.1
OG0004848	XP_017759566.1	XP_029343200.1
OG0004849	XP_017767501.1	XP_029343425.1
OG0004850	XP_017760877.1, XP_017760866.1	XP_029343467.1
OG0004851	XP_017754410.1	XP_029343558.1, XP_029343556.1, XP_029343555.1
OG0004852	XP_017765134.1	XP_029343565.1
OG0004853	XP_017763865.1	XP_029344120.1
OG0004854	XP_017755723.1	XP_029344132.1, XP_029344131.1
OG0004855	XP_017757128.1	XP_029344205.1, XP_029344204.1
OG0004856	XP_017763492.1	XP_029344260.1, XP_029344261.1
OG0004857	XP_017767470.1	XP_029344451.1
OG0004858	XP_017757599.1	XP_029344524.1
OG0004859	XP_017760432.1	XP_029344661.1
OG0004860	XP_017765429.1	XP_029345430.1
OG0004861	XP_017766454.1	XP_029345450.1
OG0004862	XP_017763893.1	XP_029345517.1
OG0004863	XP_017762680.1	XP_029345591.1
OG0004864	XP_017756805.1	XP_029345868.1
OG0004865	XP_017764154.1	XP_029345900.1
OG0004866	XP_017767479.1	XP_029346020.1
OG0004867	XP_017764815.1	XP_029346049.1
OG0004868	XP_017761801.1	XP_029346590.1
OG0004869	XP_017757352.1	XP_029346687.1
OG0004870	XP_017753977.1	XP_029346693.1
OG0004871	XP_017764959.1	XP_029346904.1
OG0004872	XP_017757948.1	XP_029347011.1
OG0004873	XP_017763551.1	XP_029347047.1
OG0004874	XP_017755968.1	XP_029347073.1
OG0004875	XP_017760679.1	XP_029347076.1
OG0004876	XP_017765465.1	XP_029347239.1
OG0004877	XP_017764490.1	XP_029347356.1
OG0004878	XP_017766086.1	XP_029347376.1
OG0004879	XP_017765275.1	XP_029347438.1
OG0004880	XP_017763475.1	XP_029347587.1
OG0004881	XP_017765623.1, XP_017762648.1	XP_029347593.1
OG0004976	XP_017754240.1	NP_001119630.1
OG0004977	XP_017759758.1	NP_001119638.1
OG0004978	XP_017754927.1	NP_001119639.1
OG0004979	XP_017753767.1	NP_001119676.1
OG0004980	XP_017762919.1	NP_001119677.1, XP_008185920.1
OG0004981	XP_017754384.1	NP_001119685.1
OG0004982	XP_017765538.1	NP_001129660.1, NP_001119691.1
OG0004983	XP_017759878.1	NP_001129374.1
OG0004984	XP_017759066.1	NP_001135966.1
OG0004985	XP_017752508.1	NP_001152831.1
OG0004986	XP_017759591.1	XP_003247126.1, NP_001153815.1
OG0004987	XP_017759145.1	NP_001153819.1
OG0004988	XP_017758025.1	NP_001155372.1
OG0004989	XP_017766361.1, XP_017766362.1	XP_029341652.1, NP_001155395.1
OG0004990	XP_017759265.1	NP_001155406.1, XP_003241435.1
OG0004991	XP_017767039.1	NP_001155434.1
OG0004992	XP_017762435.1, XP_017762433.1, XP_017762434.1	NP_001155442.1
OG0004993	XP_017761722.1, XP_017761723.1	XP_001950456.1, NP_001155455.1
OG0004994	XP_017767418.1	NP_001155458.1
OG0004995	XP_017766016.1	NP_001155460.1
OG0004996	XP_017755633.1	NP_001155462.1, NP_001280418.1
OG0004997	XP_017756675.1	XP_008185146.1, NP_001155466.1
OG0004998	XP_017755924.1, XP_017755925.1	NP_001155476.1
OG0004999	XP_017759941.1	NP_001280264.1, NP_001155482.1
OG0005000	XP_017763641.1	NP_001155495.1, XP_003240997.1
OG0005001	XP_017765509.1	NP_001155501.1
OG0005002	XP_017757419.1	NP_001155520.1
OG0005003	XP_017763720.1	NP_001155523.1
OG0005004	XP_017757280.1, XP_017757279.1, XP_017757278.1	NP_001155524.1
OG0005005	XP_017756718.1	NP_001155534.1, NP_001155546.1
