Orthogroup	Eufriesea_mexicana	Tribolium_castaneum
OG0004641	XP_017758991.1	XP_970985.1
OG0004642	XP_017763441.1	XP_008199537.1
OG0004643	XP_017765760.1	XP_008201026.1
OG0004644	XP_017762047.1	XP_973387.1
OG0004645	XP_017762010.1, XP_017762017.1	XP_015837105.1
OG0004646	XP_017756112.1	XP_971306.1
OG0004647	XP_017761954.1, XP_017761909.1	XP_974800.1
OG0004648	XP_017759061.1	XP_015834078.1
OG0004649	XP_017757587.1	XP_008190892.1
OG0004650	XP_017765448.1	XP_972526.2
OG0004651	XP_017766964.1	XP_015837293.1
OG0004652	XP_017759351.1	XP_008194274.1
OG0004653	XP_017757068.1	XP_008198265.1
OG0004654	XP_017765257.1	XP_971898.1
OG0004655	XP_017760684.1	XP_015838399.1
OG0004656	XP_017764632.1	XP_015840067.1
OG0004657	XP_017762040.1	XP_008196324.1
OG0004658	XP_017762402.1	XP_015833404.1
OG0004659	XP_017753106.1	XP_008193793.1, XP_008193792.1
OG0004660	XP_017762695.1	XP_967163.1, XP_008196887.1
OG0004661	XP_017765133.1	XP_008190992.1
OG0004662	XP_017755593.1	XP_008195589.2
OG0004663	XP_017758063.1	XP_008194306.1
OG0004664	XP_017753610.1	XP_015833246.1, NP_001280493.1
OG0004665	XP_017759876.1, XP_017759877.1	XP_008194796.1, XP_971403.3
OG0004666	XP_017759666.1	XP_015833520.1
OG0004667	XP_017753416.1	XP_008198552.1
OG0004668	XP_017767598.1	XP_008201354.1
OG0004669	XP_017755594.1	XP_975792.1
OG0004670	XP_017755166.1	XP_974004.1
OG0004671	XP_017766025.1, XP_017766024.1, XP_017766023.1	XP_008197386.1, XP_975591.1
OG0004673	XP_017757775.1	XP_008194645.1
OG0004674	XP_017762050.1	XP_008201295.1
OG0004675	XP_017761052.1	XP_971518.1, XP_015834496.1
OG0004676	XP_017761424.1	XP_966825.1, XP_008201674.1
OG0004677	XP_017764901.1	XP_967250.1
OG0004678	XP_017752919.1	XP_973511.1
OG0004679	XP_017756969.1	XP_008196689.2, XP_008196688.2
OG0004680	XP_017760860.1	XP_970818.1
OG0004681	XP_017765941.1	XP_975668.1
OG0004682	XP_017764818.1	XP_974000.1
OG0004683	XP_017767706.1	XP_966926.1
OG0004684	XP_017757851.1	XP_015836848.1
OG0004685	XP_017754930.1	XP_969282.1
OG0004686	XP_017757935.1	XP_973628.2
OG0004687	XP_017752456.1	XP_969201.1
OG0004688	XP_017758698.1	XP_008199565.1
OG0004689	XP_017753308.1	NP_001164134.1
OG0004690	XP_017757188.1	XP_008200625.1
OG0004691	XP_017767174.1	XP_008194984.1
OG0004692	XP_017767175.1	XP_966819.1
OG0004693	XP_017754075.1	XP_975006.1
OG0004694	XP_017764203.1	XP_015840940.1
OG0004695	XP_017753032.1	XP_969902.1
OG0004696	XP_017755848.1	XP_008193858.1
OG0004698	XP_017755692.1	XP_008199055.1
OG0004699	XP_017767366.1	XP_015835523.1
OG0004700	XP_017761363.1	XP_973680.3
OG0004701	XP_017752756.1	XP_971673.1
OG0004702	XP_017765025.1	XP_974709.1
OG0004705	XP_017761961.1	XP_968950.1
OG0004706	XP_017762399.1, XP_017762398.1	XP_972871.1
OG0004707	XP_017755331.1	XP_972710.1
OG0004708	XP_017752823.1	XP_015833601.1, XP_008195994.2
OG0004710	XP_017755586.1	XP_967370.2
OG0004711	XP_017765754.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_017753630.1	XP_008196506.1
OG0004713	XP_017752261.1	XP_968908.2
OG0004715	XP_017752777.1	XP_008199648.1
OG0004716	XP_017757487.1	XP_973437.1
OG0004717	XP_017755905.1	XP_968340.1
OG0004718	XP_017753751.1	XP_008194638.1
OG0004719	XP_017762388.1	XP_008198211.1
OG0004720	XP_017765767.1	XP_008201220.1
OG0004721	XP_017760677.1	XP_008199813.2
OG0004722	XP_017763672.1	XP_974471.1
OG0004723	XP_017755733.1	XP_008201625.1
OG0004724	XP_017763487.1	XP_001811736.2
OG0004725	XP_017766165.1	XP_008190595.1, XP_015832960.1
OG0004726	XP_017765444.1, XP_017765445.1	XP_974492.1
OG0004727	XP_017759010.1, XP_017759009.1, XP_017759008.1, XP_017759007.1, XP_017759006.1, XP_017759011.1	XP_008199606.1
OG0004728	XP_017762094.1	XP_969105.1
OG0004729	XP_017755580.1	XP_971165.2
OG0004730	XP_017759374.1	XP_015838367.1
OG0004731	XP_017767700.1	XP_972904.1
OG0004732	XP_017758048.1	XP_015834292.1
OG0004733	XP_017761232.1, XP_017761233.1	XP_971407.1
OG0004735	XP_017766766.1, XP_017766767.1	XP_973304.1
OG0004736	XP_017765926.1	NP_001161228.1
OG0004737	XP_017753210.1	XP_008194491.1
OG0004738	XP_017752355.1	XP_015838212.1
OG0004739	XP_017765346.1	XP_008195182.1
OG0004740	XP_017755976.1	XP_970262.1
OG0004741	XP_017763332.1	XP_008192139.1
OG0004742	XP_017758677.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_017752424.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_017755540.1	XP_969307.1
OG0004745	XP_017758255.1	XP_001814851.2
OG0004746	XP_017755507.1	XP_008197055.2
OG0004747	XP_017759365.1	XP_015837260.1
OG0004748	XP_017763194.1	XP_015835829.1, XP_015835828.1
OG0004749	XP_017762883.1, XP_017762882.1	XP_015837999.1, XP_008196621.1
OG0004750	XP_017761964.1	XP_972823.3
OG0004751	XP_017752237.1	XP_970398.1
OG0004752	XP_017760140.1	XP_975461.1
OG0004753	XP_017754940.1	XP_973851.1, XP_015835834.1
OG0004754	XP_017762067.1	XP_973319.1
OG0004755	XP_017761174.1	XP_967374.1
OG0004756	XP_017758662.1	XP_969608.1
OG0004757	XP_017757915.1	XP_969240.1
OG0004758	XP_017762143.1	XP_970109.1
OG0004760	XP_017758877.1	XP_972604.2, XP_008199576.1
OG0004761	XP_017762069.1	XP_008194983.1
OG0004762	XP_017767492.1	XP_015834498.1
OG0004763	XP_017757299.1	XP_975243.2
OG0004764	XP_017765821.1	XP_969639.1
OG0004765	XP_017754947.1	XP_008194223.1
OG0004766	XP_017762960.1	XP_008195783.1
OG0004767	XP_017756420.1	XP_968281.1
OG0004768	XP_017756012.1	XP_015838647.1
OG0004769	XP_017767099.1	XP_008201319.1
OG0004770	XP_017762393.1	XP_008190552.1, XP_008190553.1
OG0004771	XP_017756292.1	XP_969760.1
OG0004772	XP_017767564.1	XP_008193694.1
OG0004773	XP_017754438.1	XP_008201029.1
OG0004774	XP_017758692.1	XP_972452.1
OG0004775	XP_017758559.1	NP_001153710.1
OG0004776	XP_017764096.1	XP_008191758.1
OG0004777	XP_017757226.1	XP_008199560.1
OG0004778	XP_017758114.1	XP_015834771.1
OG0004779	XP_017753129.1	XP_970366.3
OG0004780	XP_017756195.1	XP_015837773.1
OG0004781	XP_017756927.1	XP_008191257.1
OG0004782	XP_017761518.1	XP_008194744.1
OG0004783	XP_017755590.1	XP_008190419.1
OG0004784	XP_017758695.1	XP_008199534.1
OG0004785	XP_017755796.1	XP_008193506.1, XP_008193507.1
OG0004786	XP_017759474.1	XP_975202.1, XP_008191921.1
OG0004787	XP_017762041.1	XP_008196774.1
OG0004788	XP_017763032.1	XP_966752.2
OG0004789	XP_017755575.1	XP_015836501.1
OG0004790	XP_017765392.1	XP_008193417.2
OG0004791	XP_017753802.1	XP_973245.1
OG0004792	XP_017758420.1	XP_970648.1
OG0004794	XP_017755424.1	XP_008200245.1
OG0004795	XP_017753935.1	XP_015839842.1
OG0004796	XP_017760406.1	XP_008193397.1
OG0004797	XP_017754270.1	XP_966386.1
OG0004799	XP_017752124.1, XP_017752125.1	XP_966978.1
OG0004800	XP_017753616.1	XP_001811587.1, XP_015838699.1, XP_966343.1
OG0004801	XP_017754258.1	XP_967941.2
OG0004802	XP_017756691.1	XP_008194982.2
OG0004803	XP_017760200.1	XP_015835931.1
OG0004804	XP_017753413.1	XP_008200086.1
OG0004805	XP_017753145.1	XP_015833562.1
OG0004806	XP_017762649.1	XP_008192696.1
OG0004807	XP_017756123.1	XP_008198181.1, XP_967687.1, XP_008190455.1, XP_015839065.1
OG0004808	XP_017759116.1	XP_975183.2
OG0004809	XP_017754893.1	XP_008194409.1
OG0004810	XP_017759350.1	XP_015837392.1
OG0004811	XP_017767025.1	XP_015838240.1
OG0004812	XP_017766199.1	XP_008197008.1, XP_015838325.1
OG0004813	XP_017765871.1	XP_966461.1
OG0004814	XP_017766011.1	XP_015840526.1
OG0004815	XP_017758986.1	XP_008193265.1
OG0004817	XP_017757406.1	XP_015836999.1
OG0004818	XP_017759686.1	XP_015837346.1
OG0004819	XP_017761832.1	NP_001164147.1, XP_008200861.1
OG0004820	XP_017757940.1	XP_967802.1
OG0004822	XP_017754070.1	XP_008197930.1, NP_001164116.1, XP_973679.2
OG0004823	XP_017766467.1	XP_008192546.1
OG0004824	XP_017762722.1	XP_008193421.1, XP_008193423.1
OG0004825	XP_017763570.1	XP_008191884.2
OG0004826	XP_017760857.1	XP_973107.1
OG0004827	XP_017755244.1, XP_017755243.1	XP_008194074.1
OG0004828	XP_017763539.1	XP_015836056.1
OG0004829	XP_017756422.1	XP_972704.1
OG0004830	XP_017758139.1	XP_015836529.1
OG0004831	XP_017763014.1	XP_008201566.1
OG0004832	XP_017758191.1, XP_017767560.1	XP_008195746.1
OG0004833	XP_017756139.1	XP_008198150.1
OG0004835	XP_017752936.1	XP_008193665.1
OG0004836	XP_017765388.1	XP_008191141.1
OG0004837	XP_017765807.1	XP_008192953.1
OG0004838	XP_017755964.1	XP_001814936.2
OG0004839	XP_017765819.1	XP_008198778.1
OG0004840	XP_017763682.1	XP_973094.1, XP_015839245.1
OG0004841	XP_017763926.1	XP_008197286.1
OG0004842	XP_017755360.1	XP_015839035.1, XP_008198101.1, XP_008198103.1
OG0004843	XP_017753355.1	XP_970300.1
OG0004844	XP_017760727.1	XP_008197881.1
OG0004845	XP_017765752.1	XP_969831.1
OG0004846	XP_017760529.1	XP_015840976.1
OG0004847	XP_017754290.1	XP_015833064.1, XP_972006.3
OG0004848	XP_017759566.1	XP_969643.2
OG0004849	XP_017767501.1	XP_015836705.1, XP_015836704.1
OG0004850	XP_017760877.1, XP_017760866.1	XP_008198144.1
OG0004851	XP_017754410.1	XP_015833504.1
OG0004852	XP_017765134.1	XP_969996.1
OG0004853	XP_017763865.1	XP_008191373.1
OG0004854	XP_017755723.1	XP_008190620.1
OG0004855	XP_017757128.1	XP_971794.2
OG0004856	XP_017763492.1	XP_974217.2, XP_015840637.1
OG0004857	XP_017767470.1	XP_008192769.1
OG0004858	XP_017757599.1	XP_973439.1
OG0004859	XP_017760432.1	XP_015839170.1
OG0004860	XP_017765429.1	NP_001138950.1, XP_015834291.1
OG0004861	XP_017766454.1	XP_008199023.1
OG0004862	XP_017763893.1	XP_008197573.1
OG0004863	XP_017762680.1	XP_973486.1
OG0004864	XP_017756805.1	XP_974391.1
OG0004865	XP_017764154.1	XP_008196783.1
OG0004866	XP_017767479.1	XP_008200545.1, NP_001103739.1
OG0004867	XP_017764815.1	XP_008196751.1
OG0004868	XP_017761801.1	XP_015835518.1
OG0004869	XP_017757352.1	XP_971260.2
OG0004870	XP_017753977.1	XP_015839501.1, XP_015839478.1, XP_015839498.1
OG0004871	XP_017764959.1	XP_015840718.1
OG0004872	XP_017757948.1	XP_966431.1
OG0004873	XP_017763551.1	XP_015836321.1
OG0004874	XP_017755968.1	XP_015838654.1
OG0004875	XP_017760679.1	XP_008195803.1
OG0004877	XP_017764490.1	XP_972955.1
OG0004878	XP_017766086.1	XP_968050.1
OG0004879	XP_017765275.1	XP_008200799.1
OG0004880	XP_017763475.1	XP_971198.2
OG0004881	XP_017765623.1, XP_017762648.1	XP_008191700.1, XP_008191699.1
OG0004884	XP_017754696.1	NP_001034280.2, XP_015838629.1
OG0004885	XP_017755232.1	XP_015837026.1
OG0004887	XP_017765244.1	XP_008200970.1
OG0004888	XP_017752451.1	XP_008191994.1
OG0004889	XP_017764629.1	XP_015838674.1
OG0004890	XP_017753207.1	XP_967682.1
OG0004891	XP_017757497.1	XP_008193990.1, XP_008193991.1
OG0004892	XP_017765688.1	XP_015833664.1
OG0004893	XP_017763354.1	XP_015837711.1, XP_001808385.1, XP_015837720.1
OG0004894	XP_017753518.1	XP_008191465.1
OG0004897	XP_017758228.1	XP_001811996.1
OG0004898	XP_017756357.1	XP_008191803.1
OG0004899	XP_017759517.1	XP_008193873.1
OG0004900	XP_017758949.1	XP_966944.2, XP_008200412.1, XP_001807669.1
OG0004901	XP_017757462.1	XP_008195345.1, XP_008195344.1
OG0004902	XP_017764842.1	XP_971001.1
OG0004903	XP_017767211.1	XP_008196777.1
OG0004904	XP_017758148.1	XP_015834412.1
OG0004905	XP_017766376.1	XP_966538.2
OG0004906	XP_017763580.1	XP_008201561.1
OG0004907	XP_017765310.1	XP_015834474.1
OG0004908	XP_017755663.1	XP_008196350.1
OG0004909	XP_017759535.1	XP_015837906.1, XP_008196480.1
OG0004910	XP_017756657.1	XP_008201680.1
OG0004911	XP_017756483.1	XP_008194464.1
OG0004912	XP_017763204.1	XP_015835196.1, NP_001034532.1
OG0004913	XP_017761975.1	XP_008191269.1
OG0004914	XP_017765857.1	XP_015834665.1, XP_969323.1
OG0004916	XP_017764675.1	XP_972025.3
OG0004917	XP_017752765.1	XP_015835016.1, XP_972750.1
OG0004918	XP_017761374.1	XP_015837633.1
OG0004919	XP_017753917.1	XP_967715.1
OG0004920	XP_017755259.1	XP_008196321.2
OG0004921	XP_017753504.1	XP_015840710.1, XP_015840709.1
OG0004922	XP_017762935.1	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1
OG0004923	XP_017757882.1	XP_966362.3, XP_008198885.1
OG0004924	XP_017752543.1	XP_015835358.1, XP_971575.1, XP_008193044.1
OG0004925	XP_017767483.1	XP_008191440.1, XP_970860.1
OG0004926	XP_017761145.1	XP_015837005.1
OG0004927	XP_017766597.1	XP_015836930.1
OG0004928	XP_017755289.1	XP_008199898.1
OG0004929	XP_017763235.1	XP_973406.1
OG0004930	XP_017759345.1	XP_972029.1
OG0004931	XP_017767284.1, XP_017767285.1	XP_008190822.1
OG0004932	XP_017766179.1	XP_015833793.1
OG0004934	XP_017766764.1	XP_008195164.2
OG0004936	XP_017758277.1	XP_008197526.1
OG0004937	XP_017754085.1	NP_001164123.1, XP_008197789.1
OG0004938	XP_017757723.1	XP_008200608.1
OG0004939	XP_017761503.1	XP_001816010.2
OG0004940	XP_017757752.1	XP_008196755.1
OG0004941	XP_017756361.1	XP_015833263.1
OG0004942	XP_017766295.1	XP_967087.1
OG0004943	XP_017756203.1	XP_966902.2
OG0004944	XP_017759823.1, XP_017762593.1, XP_017755892.1	XP_008190299.1
OG0004945	XP_017752784.1	XP_008190439.1, XP_971620.2, XP_008190440.1
OG0004946	XP_017760137.1	XP_008201600.1, XP_008201601.1
OG0004947	XP_017767701.1	XP_008200458.1
OG0004949	XP_017761614.1	XP_008194475.1, XP_008194477.1
OG0004950	XP_017755187.1	XP_008193677.1, XP_970287.1, XP_008193689.1, XP_008193686.1
OG0004951	XP_017753736.1	XP_008193897.1
OG0004952	XP_017761356.1	XP_966478.2
OG0004954	XP_017762832.1	XP_001812566.1
OG0004960	XP_017767428.1	XP_008190976.1
OG0004961	XP_017762969.1	XP_015836212.1, XP_008194505.1
OG0004964	XP_017764248.1	XP_008194787.1
OG0004967	XP_017762485.1	XP_008196782.1
OG0004968	XP_017757987.1	XP_008198518.1
OG0004976	XP_017754240.1	XP_970626.1
OG0004977	XP_017759758.1	XP_015836320.1
OG0004978	XP_017754927.1	XP_970150.1
OG0004979	XP_017753767.1	XP_971117.1, XP_966314.3
OG0004980	XP_017762919.1	XP_971032.1
OG0004981	XP_017754384.1	XP_974357.1
OG0004982	XP_017765538.1	XP_975872.1
OG0004983	XP_017759878.1	XP_008194836.1
OG0004984	XP_017759066.1	XP_973514.1
OG0004985	XP_017752508.1	NP_001107650.1, XP_008197630.1
OG0004986	XP_017759591.1	XP_008195624.1
OG0004987	XP_017759145.1	XP_972100.1
OG0004988	XP_017758025.1	XP_008195878.1
OG0004989	XP_017766361.1, XP_017766362.1	XP_973980.1
OG0004990	XP_017759265.1	XP_015835544.1
OG0004991	XP_017767039.1	XP_969319.1
OG0004992	XP_017762435.1, XP_017762433.1, XP_017762434.1	XP_971351.1
OG0004993	XP_017761722.1, XP_017761723.1	XP_970250.1
OG0004994	XP_017767418.1	XP_008194348.1
OG0004995	XP_017766016.1	XP_970778.1
OG0004996	XP_017755633.1	XP_968456.1
OG0004997	XP_017756675.1	XP_967059.1
OG0004998	XP_017755924.1, XP_017755925.1	XP_969719.1
OG0004999	XP_017759941.1	XP_015836360.1
OG0005000	XP_017763641.1	XP_973093.1
OG0005001	XP_017765509.1	XP_971865.1
OG0005002	XP_017757419.1	XP_015836834.1
OG0005003	XP_017763720.1	XP_015835317.1
OG0005004	XP_017757280.1, XP_017757279.1, XP_017757278.1	XP_970313.1
OG0005005	XP_017756718.1	XP_967161.1
OG0005006	XP_017752274.1	XP_974268.1
OG0005007	XP_017759814.1	XP_972333.1
OG0005008	XP_017758839.1	XP_008200600.1, XP_972103.1
OG0005009	XP_017753213.1	XP_008192258.1, XP_966680.1
OG0005010	XP_017765571.1	XP_008192241.1
OG0005011	XP_017753614.1, XP_017753629.1	XP_969208.1
OG0005012	XP_017760350.1	XP_971702.2
OG0005013	XP_017752312.1	XP_969405.2
OG0005014	XP_017763839.1	XP_001814545.1
OG0005015	XP_017754727.1	XP_008192278.1
OG0005016	XP_017754731.1	XP_971598.1
OG0005017	XP_017760828.1	XP_975647.3
OG0005018	XP_017764167.1	XP_970855.1
OG0005019	XP_017764236.1	XP_971220.3
OG0005020	XP_017762874.1	XP_008197370.1
OG0005021	XP_017760840.1	XP_975383.3
OG0005022	XP_017755269.1	XP_969117.2
OG0005023	XP_017766623.1	XP_008195816.1
OG0005024	XP_017765878.1	XP_969842.1
OG0005025	XP_017766334.1	XP_008196400.1
OG0005026	XP_017757310.1	XP_008196610.1, XP_967838.1, XP_967998.1
OG0005027	XP_017763557.1	XP_008196354.1, XP_008196352.1
OG0005028	XP_017753191.1	XP_001810642.1
OG0005030	XP_017754321.1	XP_015835739.1, XP_015835998.1
OG0005031	XP_017756496.1	XP_967283.1
OG0005032	XP_017764188.1	XP_008201355.1
OG0005033	XP_017763863.1	XP_008199779.1
OG0005034	XP_017761946.1	XP_974829.1
OG0005035	XP_017759187.1	XP_968419.1
OG0005036	XP_017764976.1	XP_967697.1
OG0005038	XP_017762489.1	XP_968221.1
OG0005039	XP_017757522.1, XP_017757523.1, XP_017757524.1	XP_969797.1
OG0005040	XP_017757396.1	XP_967390.1
OG0005041	XP_017760606.1	XP_975533.1
OG0005042	XP_017757536.1	XP_967681.1
OG0005043	XP_017752809.1	XP_008201628.1
OG0005044	XP_017761921.1	XP_971003.1
OG0005045	XP_017765605.1	XP_975537.1
OG0005046	XP_017754920.1	XP_969355.1
OG0005047	XP_017753820.1	XP_970277.2
OG0005048	XP_017755510.1	XP_970680.1
OG0005049	XP_017767045.1	XP_015837814.1, XP_008196199.1
OG0005050	XP_017765494.1	XP_971205.1
OG0005051	XP_017755296.1	XP_971209.1
OG0005052	XP_017759177.1	NP_001165051.1, XP_008194855.1
OG0005053	XP_017764643.1	XP_008196372.1
OG0005054	XP_017760469.1	XP_968949.1
OG0005056	XP_017754713.1, XP_017754716.1, XP_017754714.1, XP_017754717.1	XP_967418.1
OG0005057	XP_017753741.1	XP_967375.1, XP_969190.1
OG0005058	XP_017756069.1	XP_008193760.1
OG0005059	XP_017759861.1	XP_974991.1
OG0005061	XP_017757473.1	XP_008200375.1
OG0005062	XP_017755738.1	XP_975597.1
OG0005063	XP_017764097.1	XP_971281.1
OG0005064	XP_017755808.1	XP_008194436.1
OG0005065	XP_017761748.1	XP_008196363.1
OG0005066	XP_017757112.1	XP_968572.1
OG0005068	XP_017756179.1	XP_008194720.1
OG0005070	XP_017766026.1	XP_008193199.1
OG0005071	XP_017754352.1	XP_001813192.1
OG0005072	XP_017764969.1	XP_008200611.1
OG0005073	XP_017762012.1	XP_967879.1
OG0005074	XP_017764346.1	NP_001073568.1
OG0005075	XP_017764344.1	NP_001073569.1
OG0005076	XP_017752704.1	XP_008191234.1
OG0005077	XP_017761716.1	XP_974905.1
OG0005078	XP_017761884.1, XP_017761883.1	XP_969738.1
OG0005079	XP_017753052.1	XP_975100.1
OG0005080	XP_017762397.1	XP_966634.1
OG0005081	XP_017766975.1	XP_974355.1
OG0005082	XP_017752758.1	XP_969739.1
OG0005083	XP_017752810.1	XP_967781.1
OG0005084	XP_017765081.1	XP_008198812.1
OG0005085	XP_017762769.1	XP_008190498.1
OG0005086	XP_017765842.1, XP_017765843.1	XP_008195014.1
OG0005087	XP_017758846.1	XP_970061.1
OG0005089	XP_017765481.1	XP_008191155.1
OG0005090	XP_017754658.1	XP_973135.2
OG0005091	XP_017760592.1	XP_008194817.1
OG0005092	XP_017758105.1	XP_973529.1
OG0005093	XP_017767030.1	NP_001164229.1
OG0005094	XP_017762702.1	XP_008196865.1
OG0005095	XP_017762804.1	XP_015834250.1
OG0005096	XP_017755112.1	XP_015838175.1
OG0005097	XP_017757768.1	XP_008196754.1
OG0005099	XP_017753682.1	XP_008201136.1
OG0005100	XP_017754735.1	XP_975157.1
OG0005102	XP_017757661.1	XP_973456.3
OG0005103	XP_017752286.1	XP_968333.1
OG0005104	XP_017764083.1	XP_973571.1, XP_015839990.1
OG0005105	XP_017757197.1	XP_971546.2
OG0005106	XP_017763298.1	XP_968166.2
OG0005107	XP_017765978.1	XP_972667.1
OG0005108	XP_017756627.1	XP_974552.1
OG0005109	XP_017758279.1	XP_971321.1
OG0005110	XP_017765428.1	XP_966973.1
OG0005111	XP_017760623.1	XP_970069.1
OG0005112	XP_017755895.1	XP_008193341.1
OG0005113	XP_017757210.1	XP_970798.1
OG0005114	XP_017756161.1	XP_015833499.1
OG0005116	XP_017758438.1	XP_974018.1
OG0005117	XP_017756051.1	XP_008198416.2
OG0005118	XP_017767095.1	XP_008197442.1
OG0005119	XP_017763317.1	XP_008199676.1
OG0005120	XP_017752942.1	XP_008192929.1
OG0005121	XP_017763691.1	XP_967971.1
OG0005122	XP_017752789.1	XP_967844.1
OG0005123	XP_017752948.1	XP_967622.1
OG0005124	XP_017757276.1	XP_008198550.1
OG0005125	XP_017756165.1	XP_970542.1
OG0005126	XP_017762036.1	XP_975603.1
OG0005127	XP_017767698.1	XP_969127.1
OG0005128	XP_017753372.1	XP_008201558.1
OG0005129	XP_017765958.1, XP_017765960.1, XP_017765961.1, XP_017765959.1	XP_015840244.1
OG0005130	XP_017757919.1	XP_015840521.1
OG0005131	XP_017758118.1	XP_015839257.1
OG0005132	XP_017759403.1	XP_970564.1
OG0005133	XP_017753677.1	XP_008195511.1
OG0005134	XP_017758982.1	XP_015835812.1
OG0005135	XP_017767416.1	XP_015835765.1
OG0005136	XP_017754515.1	XP_001812052.1
OG0005137	XP_017757939.1	XP_015838457.1
OG0005138	XP_017759229.1	XP_971716.1
OG0005139	XP_017762247.1	XP_966879.1
OG0005140	XP_017760836.1	XP_008193390.1
OG0005141	XP_017765561.1	XP_008201090.1
OG0005142	XP_017752780.1	XP_008197819.1
OG0005143	XP_017763568.1	XP_973121.1
OG0005145	XP_017762154.1	XP_975014.1
OG0005146	XP_017759521.1	XP_008196815.1
OG0005147	XP_017753502.1	XP_001814259.1
OG0005148	XP_017756100.1	XP_975324.1, XP_015834864.1, XP_015834863.1
OG0005149	XP_017764309.1	XP_968628.1
OG0005150	XP_017765331.1	XP_973173.2
OG0005151	XP_017756169.1	XP_015836257.1
OG0005152	XP_017752464.1	XP_008198241.1
OG0005153	XP_017764567.1	XP_974769.2
OG0005154	XP_017760829.1	XP_971959.1
OG0005155	XP_017753823.1	XP_974503.1
OG0005156	XP_017761249.1	XP_968968.1
OG0005157	XP_017767075.1	XP_966352.1
OG0005158	XP_017763490.1	XP_974589.2
OG0005159	XP_017764652.1	XP_008196152.1
OG0005160	XP_017758296.1	XP_973604.1
OG0005161	XP_017754926.1	XP_008193853.1
OG0005162	XP_017766539.1	XP_972190.1
OG0005163	XP_017765785.1	XP_015839856.1
OG0005164	XP_017764319.1	XP_969798.1
OG0005165	XP_017764801.1	XP_967954.1
OG0005166	XP_017756168.1	XP_008200909.1
OG0005167	XP_017760768.1	XP_972768.1
OG0005168	XP_017765939.1	XP_015837110.1, XP_973640.1
OG0005169	XP_017761319.1	XP_973650.1
OG0005170	XP_017755754.1	XP_969152.1
OG0005172	XP_017766514.1	XP_974627.1
OG0005173	XP_017757372.1	XP_008194200.2
OG0005174	XP_017755652.1	XP_008196130.1
OG0005175	XP_017754481.1	XP_968267.1
OG0005176	XP_017757020.1	XP_975064.2
OG0005177	XP_017757219.1	XP_970121.3
OG0005178	XP_017752782.1	XP_008199425.1
OG0005179	XP_017756155.1	XP_973179.2
OG0005180	XP_017761678.1	XP_008198757.1
OG0005181	XP_017764205.1, XP_017764204.1, XP_017764206.1	XP_015840167.1
