Orthogroup	Bombyx_mori	Ceratina_calcarata
OG0004180	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2	XP_026674956.1
OG0004181	NP_001036936.1	XP_017886039.1
OG0004182	XP_037866555.1, XP_037866556.1	XP_026670452.1
OG0004183	XP_004922162.1	XP_026666829.1
OG0004184	XP_037876568.1	XP_026674137.1
OG0004185	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1	XP_017881182.1
OG0004186	XP_037866428.1	XP_026668377.1
OG0004187	XP_012552759.1	XP_017878252.1
OG0004188	XP_021203240.1	XP_017893034.1
OG0004189	XP_037869227.1	XP_026670641.1
OG0004190	XP_037872421.1, XP_037872426.1	XP_026673732.1
OG0004191	XP_037869752.1	XP_017883912.1
OG0004192	XP_004924988.1	XP_017879470.1
OG0004194	XP_037871385.1	XP_017880486.1, XP_017880488.1
OG0004195	XP_012549631.1	XP_017886088.1
OG0004196	XP_021203638.1, XP_021203639.1	XP_017877005.1
OG0004197	XP_037870346.1, XP_037870347.1, XP_037870345.1	XP_017890303.1
OG0004198	XP_004930154.1	XP_026674929.1
OG0004201	XP_004923544.1	XP_017891896.2
OG0004202	XP_004924232.1, XP_037873558.1	XP_017885897.1
OG0004203	XP_012548984.1	XP_026670406.1
OG0004204	XP_012545354.1	XP_017876743.1
OG0004205	NP_001093080.1	XP_017879804.1
OG0004206	XP_021208388.1, XP_037870953.1, XP_037877245.1	XP_017893399.1
OG0004207	XP_004925253.1, XP_012545111.1	XP_017893583.1
OG0004209	XP_004922257.1	XP_017891464.1
OG0004211	XP_004924280.1	XP_017886399.1
OG0004212	XP_004923553.1	XP_017875744.1
OG0004213	XP_004932624.2	XP_017877855.1
OG0004214	XP_004921920.2	XP_017890108.1
OG0004216	XP_004922913.1	XP_026674809.1
OG0004217	XP_012548802.1, XP_004929659.1, XP_004929658.1	XP_017892712.1
OG0004218	XP_021206364.1	XP_017889079.1
OG0004220	XP_004930730.1	XP_026673519.1
OG0004223	XP_004924492.2, XP_004924489.1	XP_017876407.1
OG0004224	XP_004922262.2	XP_026672372.1
OG0004226	XP_037875932.1, XP_021202772.1	XP_026671896.1
OG0004228	XP_004923683.1	XP_017879957.1
OG0004229	XP_004925281.1	XP_017893220.1
OG0004230	XP_012544861.2	XP_026671727.1
OG0004231	XP_012544978.2, XP_037875828.1	XP_017889629.1
OG0004232	XP_037876619.1	XP_026672535.1, XP_026672541.1
OG0004234	XP_012550820.1	XP_026674324.1, XP_017890040.1
OG0004235	XP_037870208.1	XP_017887823.1
OG0004236	XP_021202665.1, XP_021202663.1	XP_017882823.1, XP_017882859.1
OG0004237	XP_004928571.2	XP_017878288.1
OG0004238	XP_037868820.1, NP_001232931.1	XP_017876306.1
OG0004239	XP_012549954.2	XP_026670665.1, XP_026667032.1, XP_017875246.2
OG0004240	XP_004929308.1	XP_017883444.1
OG0004241	XP_021205681.1	XP_017882946.1
OG0004242	NP_001171667.1	XP_026673769.1
OG0004243	XP_012547247.1	XP_026669519.1
OG0004244	XP_012549416.1	XP_026670474.1
OG0004245	XP_037867770.1, XP_037867772.1, XP_037867773.1	XP_017892245.1
OG0004246	NP_001108462.1, XP_012549556.2	XP_017889227.1, XP_017885719.1
OG0004247	NP_001243994.1, XP_037873014.1	XP_017884309.1
OG0004248	XP_012547300.1	XP_026672608.1
OG0004249	XP_037876178.1	XP_017882373.1, XP_026670505.1
OG0004251	XP_012547340.2	XP_026668835.1
OG0004252	XP_021202111.2, XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2	XP_026666972.1, XP_026669811.1
OG0004253	XP_037866659.1, XP_037866658.1, XP_004929200.2	XP_017888944.1
OG0004254	XP_037868525.1	XP_017881903.2, XP_017892806.2
OG0004257	XP_004933554.2, XP_037877081.1	XP_017875386.1
OG0004258	XP_021202164.2, XP_037875585.1	XP_026669308.1
OG0004259	XP_004922243.2	XP_026669156.1
OG0004260	XP_012547393.1	XP_017891624.1
OG0004261	NP_001040380.1, XP_012544671.1	XP_017882457.1
OG0004262	XP_004930073.1	XP_017880863.1
OG0004263	XP_037877347.1, XP_037876846.1	XP_017881774.1
OG0004264	XP_004927281.3	XP_017878843.1, XP_026668733.1
OG0004267	NP_001040423.1	XP_017875315.2
OG0004269	XP_037869431.1	XP_017882805.2
OG0004275	XP_037867596.1	XP_017891647.1
OG0004276	NP_001037219.1, XP_021207863.1	XP_017888969.1
OG0004277	NP_001037159.1, XP_021208658.2	XP_017889206.1
OG0004278	NP_001037275.1	XP_017882377.1, XP_017882881.1
OG0004279	XP_004932946.1	XP_017876915.1
OG0004280	XP_004928974.1	XP_017885504.1
OG0004281	NP_001124349.1	XP_017890810.1
OG0004282	XP_021206888.1, NP_001037135.1	XP_017878496.1
OG0004283	NP_001037253.1	XP_017892782.1
OG0004284	NP_001037255.1	XP_017888327.1, XP_017877104.1
OG0004285	XP_004931084.2	XP_017881532.1
OG0004286	XP_004932205.1	XP_017891172.1
OG0004287	XP_004929900.1	XP_017885220.1
OG0004288	XP_012548257.2	XP_017890899.1
OG0004289	XP_004926447.1	XP_017883735.1
OG0004290	NP_001124377.1	XP_017884485.1
OG0004291	XP_004922528.1	XP_026669193.1
OG0004292	XP_004926302.1	XP_017887289.1
OG0004293	XP_004927897.1	XP_017893157.1, XP_017893178.1
OG0004294	XP_004921574.1	XP_017889790.1
OG0004296	NP_001091762.1	XP_017879751.1
OG0004297	XP_004931546.1	XP_017885406.1, XP_017883980.1
OG0004298	NP_001040401.1	XP_026667642.1
OG0004299	XP_004930348.1	XP_017893528.1
OG0004300	XP_004930631.2	XP_017878425.1
OG0004301	XP_004929017.1	XP_017891382.1, XP_017891383.1, XP_017891379.1
OG0004302	XP_004931543.1	XP_017887422.1
OG0004303	XP_004929446.1	XP_017885344.1
OG0004304	NP_001040276.1	XP_017890622.2, XP_026673043.1
OG0004305	XP_004929158.1	XP_017888977.1
OG0004306	XP_004932719.1	XP_017884826.1
OG0004307	NP_001037522.1	XP_017886895.1
OG0004308	NP_001040151.1	XP_017890666.1
OG0004309	XP_004925424.1	XP_017891147.1
OG0004310	XP_004924987.1	XP_017882950.1, XP_026670812.1
OG0004311	XP_012550551.1, NP_001040136.1	XP_017880002.1
OG0004312	NP_001040496.1, XP_012550108.1	XP_017891210.1
OG0004313	XP_037867585.1	XP_017881955.1
OG0004314	XP_004923945.1	XP_017887516.1
OG0004315	NP_001037082.1	XP_017876702.1
OG0004316	NP_001037580.1	XP_017887149.1
OG0004317	NP_001037508.1	XP_017891801.1
OG0004318	NP_001037556.1	XP_017887283.1
OG0004319	XP_021207332.1	XP_017880134.1
OG0004320	XP_004924660.1	XP_017876569.1
OG0004321	XP_004927929.1	XP_017877345.1
OG0004322	XP_004924733.1	XP_017876523.1
OG0004323	NP_001040110.1	XP_017890508.1
OG0004324	NP_001037273.1	XP_017890996.1
OG0004325	XP_037867744.1, XP_004926849.1	XP_017882817.1
OG0004326	XP_004933571.2	XP_017884281.1
OG0004327	XP_004924517.1	XP_026669043.1
OG0004328	NP_001040387.1	XP_017875237.2
OG0004329	NP_001091750.1	XP_017876609.1
OG0004330	NP_001040280.1	XP_017885500.1
OG0004331	XP_004925913.1	XP_017883910.1
OG0004332	XP_021203157.1, NP_001040397.1	XP_017891742.1
OG0004333	NP_001037390.1	XP_017890490.1, XP_017890492.1
OG0004334	XP_012550250.1, NP_001040310.1	XP_017884241.1
OG0004335	XP_012549424.1, XP_012549423.1	XP_017883234.1
OG0004336	XP_004924094.1	XP_017883157.1
OG0004337	XP_037868058.1	XP_017875434.1
OG0004338	XP_037869104.1	XP_017883366.1
OG0004339	XP_004933751.1	XP_017889572.1
OG0004340	XP_004926461.1	XP_017875663.1
OG0004341	XP_004924871.1	XP_017886607.1
OG0004343	NP_001037094.1	XP_017883523.1
OG0004344	NP_001040439.1	XP_017887130.1
OG0004345	XP_012551528.2	XP_017883415.1
OG0004346	XP_004933671.1, XP_037869651.1	XP_017877501.1, XP_017877502.1, XP_017877500.1
OG0004347	XP_004925786.1	XP_017888559.1
OG0004348	XP_004931111.2	XP_017883713.1
OG0004349	NP_001091827.1	XP_017890261.2, XP_017888252.1
OG0004350	XP_004926892.1	XP_017880095.1, XP_017880181.1
OG0004351	XP_004922412.2	XP_017883354.1
OG0004352	XP_004925782.1	XP_017883884.1
OG0004353	XP_004928164.1	XP_017891865.1
OG0004354	XP_012547325.1	XP_017883286.1
OG0004355	NP_001040384.1	XP_017885726.1
OG0004356	XP_004925473.1	XP_017885672.1
OG0004357	XP_004921584.1	XP_017883235.1
OG0004358	NP_001037299.1, XP_037874153.1	XP_017892641.1
OG0004359	XP_004925255.1	XP_017883310.1
OG0004360	NP_001269152.1	XP_017883129.1
OG0004361	XP_004924614.1	XP_017892816.1, XP_017884079.1
OG0004362	XP_012545769.1	XP_017891455.1
OG0004363	XP_004928927.1	XP_017878370.1, XP_017878434.1
OG0004364	NP_001037102.1	XP_017877794.1
OG0004365	XP_004922522.1	XP_017884645.1
OG0004366	XP_004933534.1	XP_017878215.1
OG0004367	XP_037868832.1, XP_012550222.1	XP_026670784.1
OG0004368	XP_012553136.1	XP_017879606.1
OG0004369	XP_021203230.1, NP_001040390.1	XP_017877101.1
OG0004370	NP_001040275.1	XP_026674912.1
OG0004371	NP_001129357.1	XP_017888274.1
OG0004372	XP_004928871.1	XP_017879251.1
OG0004373	XP_004931816.1	XP_017876974.1
OG0004374	XP_004931896.1	XP_017887679.1
OG0004375	XP_004923828.1, XP_021202090.1	XP_017890835.1
OG0004376	XP_004930241.3	XP_017884035.2, XP_026671335.1
OG0004377	XP_012547760.1	XP_017880760.1
OG0004378	NP_001296469.1	XP_017891050.1
OG0004379	XP_004925730.1	XP_017880144.1, XP_026669379.1
OG0004380	NP_001040229.1	XP_017891555.1
OG0004381	XP_004931120.1	XP_017883958.1
OG0004382	XP_037869285.1	XP_017888333.1
OG0004383	XP_037877691.1	XP_017880101.1
OG0004384	XP_004926239.1	XP_017891779.1
OG0004385	NP_001040538.1	XP_017887412.1
OG0004386	XP_004928867.1	XP_017882362.1, XP_017886217.1
OG0004387	XP_004922580.1, XP_004922589.1	XP_017879509.1
OG0004388	XP_012549974.1	XP_026667435.1
OG0004389	NP_001040186.1	XP_017891795.1
OG0004390	XP_037868814.1	XP_017882895.1
OG0004391	XP_037871984.1	XP_017885164.1
OG0004392	NP_001127741.1	XP_017887710.1
OG0004393	NP_001037105.1	XP_026666452.1, XP_026666453.1
OG0004394	XP_012552792.1	XP_017887811.1, XP_017892811.1
OG0004395	NP_001040356.1	XP_017888972.1
OG0004396	XP_037867106.1	XP_017891881.1
OG0004397	XP_012551911.1	XP_017885008.1
OG0004398	XP_004929393.1, NP_001170880.1	XP_017893365.1
OG0004400	XP_037872499.1	XP_026671449.1
OG0004401	XP_012552909.2	XP_017876057.1
OG0004402	NP_001040509.1, XP_012543996.1	XP_017887349.1
OG0004403	XP_012545483.1	XP_017888042.1
OG0004404	NP_001153659.1	XP_017881629.1
OG0004405	XP_037869481.1	XP_017877492.1
OG0004406	XP_037869513.1	XP_017875053.1
OG0004407	NP_001127727.1, XP_037877636.1, XP_004929240.1	XP_026669358.1
OG0004409	XP_004926345.2	XP_017891517.1
OG0004410	XP_004933293.1	XP_026668957.1
OG0004411	XP_004933256.1, XP_037876327.1	XP_017888759.1, XP_017888760.1
OG0004412	NP_001040148.1	XP_017882167.1
OG0004413	NP_001128236.1	XP_026672412.1
OG0004414	XP_037869727.1	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1
OG0004415	XP_004923584.2, XP_037867690.1	XP_017882224.1
OG0004416	XP_004931870.1	XP_017875201.1
OG0004417	XP_004922278.1	XP_017875779.1
OG0004418	XP_004933565.1	XP_017879425.1
OG0004419	XP_012550117.2, XP_021206649.1	XP_017882967.1
OG0004420	XP_004925324.1	XP_017893622.1
OG0004421	XP_004925566.1	XP_017884383.2
OG0004422	XP_004928435.1	XP_026669909.1
OG0004423	XP_012549290.1	XP_026667906.1, XP_026667380.1, XP_017876940.2
OG0004424	NP_001157386.1, XP_012545026.1	XP_017886465.1
OG0004425	XP_004926812.1	XP_026674160.1
OG0004426	XP_004930472.2	XP_017890223.1
OG0004427	XP_004924406.1	XP_017887327.1
OG0004428	NP_001129356.1	XP_017882248.1
OG0004429	XP_004925622.1	XP_017887408.1
OG0004430	XP_004928252.2	XP_017877321.1
OG0004431	XP_004922106.1	XP_026674202.1
OG0004432	XP_004932553.1	XP_017892111.1
OG0004433	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1	XP_017876426.1
OG0004434	XP_021204518.1	XP_017889923.1
OG0004436	NP_001138799.1, XP_012547715.1	XP_017880780.1
OG0004437	XP_037875079.1	XP_017888892.1, XP_026673670.1
OG0004438	XP_021207788.2	XP_017884471.1
OG0004439	NP_001266353.1, XP_021207445.2	XP_017886250.2
OG0004440	NP_001037602.1	XP_017884454.1
OG0004441	NP_001093308.1, XP_012550230.1	XP_017875933.1
OG0004443	XP_037871924.1, XP_037871925.1	XP_026668357.1
OG0004444	XP_004929444.1	XP_017876088.1
OG0004445	NP_001106224.1, XP_021207530.1	XP_017887309.1
OG0004446	XP_004922901.1	XP_026675371.1
OG0004447	XP_037868292.1	XP_017884715.1
OG0004448	XP_004928620.1	XP_017883685.1
OG0004449	XP_012545915.2	XP_017884300.1
OG0004450	XP_012546120.1, XP_012546119.1, XP_021203885.1	XP_017883705.1
OG0004451	XP_004925914.2	XP_017876685.1
OG0004452	NP_001166808.1	XP_017883646.1
OG0004453	NP_001136085.1	XP_026668986.1
OG0004454	XP_037871803.1	XP_017891943.1
OG0004455	XP_021202583.2	XP_017891631.1
OG0004457	XP_004929281.1	XP_017888912.1
OG0004458	XP_004926768.1	XP_017892760.1
OG0004459	XP_004929750.1	XP_026667587.1
OG0004460	XP_037868050.1	XP_017881783.1
OG0004461	XP_004932074.2	XP_017886199.1, XP_017886137.1
OG0004462	XP_037868896.1	XP_017880141.1, XP_026669377.1
OG0004463	XP_037867166.1	XP_017875223.1
OG0004464	XP_012548904.1	XP_026670718.1
OG0004465	XP_004922073.1	XP_017875310.1
OG0004466	XP_021206330.1, XP_004922393.1	XP_017875012.1
OG0004467	XP_004924429.2	XP_026674587.1, XP_017886089.1
OG0004468	XP_004930943.1	XP_026669666.1, XP_017880757.1
OG0004469	XP_021205574.2	XP_017876546.1
OG0004470	XP_004923758.2	XP_017883225.1
OG0004471	XP_021208505.1, NP_001040146.1	XP_017883501.1
OG0004472	XP_004927286.1	XP_017877793.1
OG0004473	XP_004923352.2	XP_017892120.1
OG0004474	XP_012551241.2	XP_026670238.1, XP_026670311.1
OG0004475	XP_021204191.1	XP_017881804.1
OG0004476	XP_012552109.1	XP_017878435.1
OG0004478	XP_004927741.2	XP_017889224.1
OG0004479	XP_004928540.2	XP_017887325.1
OG0004480	XP_004926613.2, XP_037877374.1	XP_017877925.1, XP_026668389.1
OG0004481	XP_037871521.1, NP_001037015.1	XP_026672791.1
OG0004482	NP_001040514.1	XP_026675154.1
OG0004483	XP_004931686.2	XP_017878961.1
OG0004484	XP_012550143.1	XP_017883589.1
OG0004485	XP_037869915.1	XP_017875881.1
OG0004486	NP_001296544.1	XP_026673399.1, XP_017888169.2
OG0004487	XP_021205891.1	XP_017877043.2
OG0004488	XP_037868414.1	XP_017890618.1
OG0004488	XP_037874369.1	XP_017891864.2
OG0004490	XP_021203669.1	XP_017884077.1
OG0004491	XP_004931937.1	XP_017884054.1
OG0004492	XP_004927204.2	XP_026672254.1, XP_026672255.1, XP_017885657.1
OG0004493	XP_004922061.3	XP_017887506.1
OG0004494	NP_001040545.1, XP_037872570.1	XP_017883800.1
OG0004495	XP_004932393.1	XP_017882725.2
OG0004496	XP_037868699.1	XP_017889384.1
OG0004497	XP_037870498.1	XP_017883393.1
OG0004498	XP_004931902.2	XP_017876659.1
OG0004499	XP_012547044.2	XP_017889745.1
OG0004500	XP_004923356.1, XP_037876238.1	XP_017889816.1
OG0004501	XP_012549502.2	XP_017892115.1
OG0004502	XP_004924030.1	XP_017885546.1
OG0004503	XP_004930888.2	XP_026669037.1
OG0004504	XP_037869269.1, XP_012549535.1	XP_017892859.1
OG0004505	XP_037871579.1	XP_017887257.1
OG0004506	XP_021206434.2	XP_017892021.1
OG0004507	XP_012551824.2, NP_001040548.1	XP_017879888.1, XP_026674493.1
OG0004508	XP_004921717.1	XP_026674529.1, XP_017890439.1
OG0004509	XP_012544620.2	XP_017892310.1
OG0004510	XP_037868142.1	XP_017886378.1
OG0004511	XP_004926798.1	XP_017877795.1
OG0004512	XP_037867183.1	XP_017886641.1
OG0004513	XP_004925974.1	XP_026667223.1, XP_026667222.1, XP_017875740.1
OG0004514	XP_004924190.1	XP_017881520.1
OG0004515	XP_004928585.1	XP_017877465.1
OG0004516	XP_037877318.1, XP_037871723.1	XP_017887563.1
OG0004517	XP_021204138.1	XP_017888636.1, XP_017883937.1
OG0004518	XP_037874751.1	XP_017892960.1
OG0004519	XP_037876118.1, NP_001036900.1	XP_017892862.1
OG0004520	XP_004930185.1, XP_004930184.1, XP_004930183.1	XP_017892122.1
OG0004521	NP_001166283.1, XP_037874249.1	XP_017889794.1
OG0004522	XP_012550146.1	XP_026668988.1, XP_026668990.1
OG0004523	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1	XP_017878515.1
OG0004524	XP_037868919.1	XP_017892594.1
OG0004525	XP_012549849.2	XP_017882589.1
OG0004527	XP_037877355.1	XP_017885729.1
OG0004528	NP_001091810.1	XP_017886419.1
OG0004529	XP_037867115.1	XP_017886410.1
OG0004530	XP_004929406.1	XP_026668310.1
OG0004531	XP_037871728.1	XP_017885061.2
OG0004532	XP_004925125.1	XP_017884001.1
OG0004533	XP_004927924.1	XP_017883426.2
OG0004534	XP_037877609.1	XP_017886159.1
OG0004535	XP_004923114.2	XP_017879379.1
OG0004536	NP_001093276.1	XP_017881935.1
OG0004537	XP_037867597.1	XP_026668276.1
OG0004538	XP_004927885.1, XP_037870948.1	XP_017879394.1
OG0004539	XP_004921572.1	XP_017875108.1
OG0004540	XP_004925261.1	XP_026667072.1, XP_017875361.1
OG0004541	NP_001159615.1, XP_037872549.1	XP_026673130.1
OG0004542	XP_037869561.1, NP_001037009.1	XP_017879097.1
OG0004543	XP_012548030.1	XP_017885177.1
OG0004544	XP_004924603.1	XP_017890193.1
OG0004545	XP_004925979.1	XP_017886820.1
OG0004546	XP_037872933.1	XP_017887750.1
OG0004547	XP_012545466.1, XP_021203391.1, XP_021203392.1	XP_017883600.1
OG0004548	NP_001041678.1, XP_037874643.1	XP_017887095.1
OG0004549	XP_004921859.1	XP_017883153.1
OG0004550	XP_037875309.1	XP_017888498.1
OG0004551	XP_004930352.1	XP_017881475.1
OG0004552	XP_004922110.2	XP_017882606.1
OG0004553	XP_037877807.1	XP_017881235.1
OG0004554	XP_021202751.1	XP_017891839.1
OG0004555	XP_004926997.1	XP_017876233.1
OG0004556	XP_004925803.1	XP_026672523.1, XP_026672354.1
OG0004557	XP_037876725.1	XP_017876858.1
OG0004558	XP_004928427.1	XP_017877322.1
OG0004559	XP_004931495.1	XP_017880396.1
OG0004560	XP_021207502.1, XP_012550797.1, XP_012550795.1	XP_017893097.1
OG0004561	NP_001040132.1	XP_017878390.1
OG0004563	XP_004926318.1	XP_017883939.1, XP_017887282.1
OG0004564	XP_004927446.1	XP_017893186.1
OG0004565	XP_004926267.1	XP_017889844.1
OG0004566	NP_001040367.1	XP_017878967.1, XP_017878977.1, XP_026668850.1, XP_017878985.1
OG0004567	XP_004925491.1	XP_017881019.1
OG0004568	XP_037867040.1	XP_017892033.1
OG0004569	XP_004926257.1	XP_017882569.1
OG0004570	NP_001188366.1	XP_017891134.1
OG0004571	XP_004928163.3	XP_017891592.1
OG0004572	NP_001138798.1, XP_037877641.1	XP_017886138.1
OG0004573	XP_012547105.2, NP_001037168.1	XP_026666587.1, XP_017888674.1
OG0004574	XP_004933022.1	XP_026666509.1, XP_017893016.1
OG0004575	XP_037866637.1	XP_017891840.1
OG0004576	XP_037877751.1	XP_017884083.2
OG0004577	XP_012551976.2	XP_026669003.1
OG0004578	XP_004921881.1	XP_017890076.1
OG0004579	XP_004925321.1	XP_026667864.1, XP_017877000.1
OG0004580	XP_004932500.1, XP_004932501.1	XP_026669445.1
OG0004581	XP_004929151.1	XP_017880936.1
OG0004582	XP_004929851.1	XP_017875364.1
OG0004583	XP_037872882.1	XP_017889399.1
OG0004584	XP_004925134.1	XP_017889651.1
OG0004585	XP_037866826.1	XP_026671954.1, XP_017885173.1
OG0004586	XP_004924673.1	XP_017877386.1
OG0004587	NP_001040251.1	XP_017878631.1
OG0004588	NP_001166192.1, XP_037876455.1	XP_017884275.1
OG0004589	XP_021202871.1	XP_017891576.1
OG0004590	XP_004922675.1	XP_017879245.1, XP_026668948.1
OG0004591	XP_037875340.1	XP_017878753.1
OG0004592	NP_001040336.1	XP_017886383.1
OG0004593	XP_021207989.1	XP_017892530.1
OG0004594	XP_012550505.1	XP_017883607.1
OG0004595	XP_012546295.1	XP_017887703.1
OG0004597	XP_004930913.2	XP_017878697.1
OG0004598	XP_004930112.1	XP_017886759.1
OG0004599	NP_001296491.1	XP_017877131.1
OG0004600	XP_012551106.1	XP_026668463.1
OG0004601	XP_012546519.1, NP_001182381.1	XP_017875703.1
OG0004602	NP_001037440.1	XP_017890804.1
OG0004603	NP_001104824.1, XP_021203290.2	XP_017893408.1
OG0004604	XP_004924511.1	XP_026674295.1
OG0004605	XP_004931787.1	XP_017890444.1
OG0004606	XP_012545772.2	XP_017887166.1
OG0004607	XP_004931702.1	XP_017875733.1
OG0004608	XP_012550134.2	XP_017878724.1, XP_017878725.1
OG0004609	XP_037868321.1, XP_037868322.1	XP_017876870.1
OG0004610	XP_004928400.1	XP_017880803.1
OG0004611	XP_004933693.1	XP_017892492.1, XP_017892493.1
OG0004612	XP_004921597.1	XP_017883534.1
OG0004613	XP_004931325.1	XP_017885623.1, XP_026670034.1, XP_017881401.1
OG0004614	XP_004929280.1	XP_017886984.1
OG0004615	XP_004933640.1	XP_017885935.1
OG0004616	XP_012547208.1	XP_026675627.1
OG0004617	XP_037872778.1	XP_017878933.1
OG0004618	XP_037875815.1, XP_004926355.1	XP_017889178.1
OG0004619	XP_004932921.2	XP_017891651.1, XP_017890305.1
OG0004620	XP_004930415.2	XP_017886799.1
OG0004621	XP_004929426.1	XP_017881727.1, XP_026670152.1
OG0004622	XP_037868818.1	XP_017889395.1
OG0004623	XP_012544915.1	XP_026672007.1
OG0004624	NP_001040469.1	XP_026673028.1, XP_026673029.1, XP_017887464.1
OG0004625	XP_037875325.1	XP_026667796.1
OG0004626	XP_004927305.2	XP_026668434.1
OG0004627	XP_004932992.1, XP_037869738.1	XP_017875739.1
OG0004628	XP_004927872.1	XP_017875016.1, XP_017891015.1
OG0004629	NP_001037526.1, XP_012551823.1	XP_017893522.1
OG0004630	XP_021204623.2	XP_017882013.1
OG0004631	XP_021205533.2	XP_017891702.1
OG0004632	XP_004923452.1	XP_017885852.1
OG0004633	NP_001037404.1	XP_017889222.1
OG0004634	XP_037873115.1	XP_017879077.1
OG0004635	XP_037866953.1	XP_017886573.1
OG0004636	XP_004931203.1	XP_017881698.1
OG0004637	XP_037868401.1	XP_017883295.2, XP_017888256.1
OG0004638	XP_004928530.2	XP_017884031.1
OG0004639	XP_004929402.1	XP_017877926.1
OG0004640	XP_004926904.1	XP_017881654.1
OG0004641	XP_004932144.1	XP_017881879.1
OG0004642	XP_012548091.1	XP_017880925.1
OG0004644	XP_004925206.2	XP_017886483.1, XP_026672491.1
OG0004645	XP_037870819.1, NP_001037012.1	XP_017881271.1
OG0004646	XP_037874669.1	XP_017888024.1
OG0004647	XP_037876591.1	XP_017878171.1
OG0004648	XP_037870169.1	XP_017876055.1
OG0004649	XP_037866751.1, NP_001040227.1	XP_026674366.1, XP_026674364.1, XP_017890119.2
OG0004650	XP_004930999.2	XP_026674298.1
OG0004651	XP_037876247.1	XP_017890081.1
OG0004653	XP_021205684.1	XP_017875906.1
OG0004654	XP_037875758.1	XP_017889408.1
OG0004655	XP_004924216.1	XP_017890582.1
OG0004656	XP_012549467.2	XP_017879578.1
