Orthogroup	Bombyx_mori	Megachile_rotundata
OG0003444	NP_001037085.1, XP_021207029.1	XP_003704274.1
OG0003445	XP_037871019.1	XP_003707501.1
OG0003446	NP_001098694.1, NP_001098696.1	XP_003700756.1, XP_003700685.1, XP_012134902.1
OG0003447	NP_001296546.1, XP_004922011.1	XP_003701957.1
OG0003448	XP_004933026.1	XP_012138572.1
OG0003449	XP_021206165.1	XP_003702023.2
OG0003450	NP_001040542.1	XP_012147354.1
OG0003451	XP_004923511.1	XP_012138431.1
OG0003452	XP_021205053.1	XP_003700048.1
OG0003453	XP_012552434.1, XP_012552430.1	XP_012137259.1, XP_003701841.1
OG0003454	NP_001037059.1	XP_003704563.1
OG0003455	XP_037873852.1	XP_012140929.1
OG0003456	XP_004932145.1	XP_003700896.1
OG0003457	NP_001040394.1	XP_003705597.1
OG0003458	XP_012547359.2, XP_012547357.2	XP_003699631.1
OG0003459	XP_012545982.1, NP_001037674.1	XP_003707633.1
OG0003460	XP_004926473.1	XP_003706303.1
OG0003461	XP_004931839.2	XP_012139744.1
OG0003462	XP_037873712.1, XP_021206608.2	XP_012134528.1
OG0003463	XP_004924684.1	XP_003699498.1, XP_012138468.1
OG0003464	NP_001036997.1	XP_003707864.1
OG0003465	XP_004922169.1	XP_003700476.1
OG0003466	XP_004926531.3	XP_003702479.1, XP_012138788.1
OG0003467	XP_004927141.1	XP_012141260.1
OG0003468	XP_037877566.1, XP_021207394.2	XP_003704981.1
OG0003469	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1	XP_003707325.1
OG0003470	XP_004927777.2	XP_012136156.1
OG0003471	XP_004930371.2	XP_003703620.1
OG0003472	XP_037877856.1	XP_003703988.2
OG0003473	XP_037875053.1	XP_003700559.1, XP_012154422.1, XP_012154423.1
OG0003474	XP_037868743.1	XP_003706269.1
OG0003475	XP_004930566.1	XP_003705587.1, XP_012146043.1
OG0003476	XP_012547078.1, XP_004922070.2	XP_012153380.1
OG0003477	NP_001091822.1	XP_003699791.1
OG0003478	XP_004927649.1	XP_012135804.1, XP_012135805.1
OG0003479	XP_021207253.2	XP_012143158.1, XP_003699784.1
OG0003480	XP_004925542.3	XP_003705314.1, XP_012145346.1
OG0003481	XP_012544254.1	XP_003704603.1, XP_012143617.1
OG0003482	XP_037871232.1	XP_003703364.1
OG0003483	NP_001037010.1	XP_012145208.1
OG0003484	XP_037874376.1	XP_003703299.1
OG0003485	XP_021208538.2	XP_003700401.1
OG0003486	XP_004932951.1	XP_003702357.1
OG0003487	NP_001182384.1	XP_003701260.1
OG0003488	XP_004932663.1	XP_003707466.1
OG0003489	NP_001040318.1, XP_037867815.1	XP_003707955.1
OG0003490	XP_037871305.1	XP_003701180.1, XP_012135974.1, XP_012135975.1
OG0003491	XP_012547173.2	XP_012140355.1
OG0003492	XP_021205517.1	XP_003703605.1
OG0003493	XP_037874692.1	XP_012149054.1, XP_003699988.1
OG0003494	XP_012551801.2	XP_012138170.1
OG0003495	XP_004933065.1	XP_003708575.1
OG0003496	NP_001140197.1, XP_037869524.1	XP_012138027.1, XP_003702174.1
OG0003497	XP_012551388.1	XP_012151441.1
OG0003498	NP_001040497.1	XP_003706412.1
OG0003499	XP_037867924.1	XP_003706301.1
OG0003500	XP_004931538.1	XP_012135307.1
OG0003501	XP_012547360.1, XP_004927893.1	XP_003704820.1
OG0003502	XP_004921959.1	XP_003702206.1
OG0003503	XP_021208616.1	XP_012142172.1
OG0003504	XP_021207708.2	XP_003705368.1
OG0003506	XP_004922429.1	XP_012148684.1
OG0003507	XP_037872748.1	XP_003702860.1
OG0003508	XP_004930904.1	XP_003707755.2
OG0003509	XP_012543864.1	XP_012138410.1
OG0003510	XP_037875352.1, XP_037875351.1	XP_012151537.1
OG0003511	XP_004930466.1	XP_003703191.2
OG0003512	XP_004929710.3	XP_012137254.1
OG0003513	XP_021208073.1, XP_021208074.1	XP_012149427.1
OG0003514	NP_001040342.1	XP_003707822.1, XP_012151321.1, XP_012151320.1
OG0003515	XP_021207919.1	XP_003707313.1
OG0003517	XP_012544329.2, XP_037877383.1	XP_012153862.1
OG0003518	NP_001296511.1, XP_037871506.1	XP_003699289.1
OG0003519	XP_037870775.1	XP_012139324.1
OG0003520	XP_037876845.1, XP_037876844.1	XP_012149838.1
OG0003521	XP_004925657.1	XP_003703188.1
OG0003522	XP_004922885.1	XP_012145937.1, XP_003705560.1, XP_012145939.1, XP_012145940.1, XP_012145938.1
OG0003523	XP_004926031.1	XP_003702609.2, XP_012139010.1
OG0003524	NP_001091835.2	XP_012135663.1
OG0003525	XP_012549064.1	XP_012139214.1
OG0003526	XP_004927044.1	XP_003708268.1, XP_012152602.1, XP_012152604.1, XP_012152601.1, XP_012152600.1
OG0003527	XP_037877233.1, XP_037876955.1, XP_037876956.1	XP_003703048.1
OG0003528	XP_037876854.1, XP_037876853.1	XP_003707158.2
OG0003529	NP_001140193.1	XP_003705804.1
OG0003530	XP_021207110.1	XP_012136229.1
OG0003531	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1	XP_012143028.1, XP_003704264.1
OG0003532	XP_021202687.1, XP_012544614.1	XP_003700199.1
OG0003533	XP_037872430.1	XP_012146091.1
OG0003534	XP_037868931.1	XP_012140762.1
OG0003535	XP_037875647.1	XP_003702521.1
OG0003536	XP_004928256.2	XP_012150589.1, XP_003707571.2
OG0003537	XP_012544105.1	XP_003704447.1
OG0003538	XP_012543915.1	XP_003707649.1
OG0003539	XP_004928604.2	XP_012151440.1, XP_003707913.1
OG0003540	XP_012553269.1, NP_001037307.1	XP_012147594.1
OG0003541	XP_004925449.2	XP_012135112.1
OG0003543	XP_012547293.2, XP_012547289.2	XP_012136593.1
OG0003544	XP_004925555.1	XP_003700665.1
OG0003545	XP_004923221.1	XP_003704225.1
OG0003546	XP_004923328.2	XP_003706362.1
OG0003547	XP_012550249.1, XP_021206392.1	XP_012136509.1
OG0003548	XP_012548856.1, XP_012548857.1, XP_004925066.2	XP_003703343.1
OG0003549	XP_004924159.1	XP_012149222.1
OG0003550	XP_004925430.2	XP_003708423.1
OG0003551	XP_021208344.2	XP_012139845.1
OG0003552	XP_021205024.1	XP_012149865.1
OG0003553	XP_012551586.1	XP_012144056.1
OG0003554	XP_037875891.1	XP_012145841.1
OG0003555	XP_004928596.1	XP_012136892.1, XP_003701641.1
OG0003557	XP_004929733.2	XP_003705278.1, XP_012145152.1, XP_012145154.1
OG0003558	XP_037875118.1	XP_012135924.1
OG0003559	XP_037867544.1	XP_012144188.1
OG0003560	XP_021201878.2	XP_012144590.1
OG0003561	NP_001135963.1	XP_003708399.1, XP_012152937.1
OG0003562	XP_021203090.1	XP_012154156.1
OG0003563	XP_037875812.1	XP_003703852.1
OG0003564	XP_037877761.1	XP_003704357.1
OG0003565	XP_037866447.1, XP_004929264.4	XP_012137895.1
OG0003566	XP_004921932.1	XP_003708089.1
OG0003567	XP_004921862.1	XP_003707280.1, XP_012150075.1
OG0003568	XP_012546407.1	XP_012146373.1
OG0003569	XP_021203981.2	XP_012146478.1
OG0003570	XP_037869896.1	XP_003699830.1
OG0003571	XP_037867390.1	XP_003701439.1
OG0003572	XP_004923039.1, XP_004923040.1	XP_003699638.1
OG0003573	XP_037867617.1, XP_021206523.1	XP_012142075.1
OG0003574	XP_004922723.1	XP_012136116.1, XP_012136122.1, XP_003699390.1
OG0003575	NP_001040264.1	XP_003706313.1
OG0003576	XP_037866564.1	XP_003699738.1
OG0003577	XP_004929485.1	XP_012148834.1
OG0003578	XP_004922669.3	XP_012136628.1, XP_012136627.1
OG0003580	XP_037869342.1	XP_012147987.1
OG0003581	XP_004927037.1	XP_003701761.1
OG0003582	XP_004926064.3	XP_012136732.1, XP_012136731.1, XP_012136730.1
OG0003583	XP_004927525.1	XP_003704024.1
OG0003584	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1	XP_012135567.1
OG0003585	XP_021208943.1	XP_003703206.1
OG0003586	XP_004922918.2	XP_003703040.2, XP_012139945.1
OG0003587	XP_037872657.1	XP_012143293.1, XP_012143294.1
OG0003588	XP_004924493.1	XP_003700207.2
OG0003589	XP_012551318.1, NP_001037414.1	XP_003706652.1
OG0003591	NP_001036831.1	XP_003705001.1, XP_012144582.1, XP_012144583.1
OG0003592	XP_012549032.3	XP_012139232.1
OG0003593	XP_004927919.1	XP_003703318.2, XP_012140841.1
OG0003595	XP_012546094.2	XP_003705590.1
OG0003596	XP_012547345.1, XP_004927774.1	XP_003703672.1
OG0003597	XP_037868232.1	XP_012136965.1, XP_012136884.1
OG0003598	NP_001266347.1, XP_037866738.1	XP_012150441.1
OG0003599	XP_037869568.1, NP_001040495.1	XP_003707617.1
OG0003600	XP_037866549.1	XP_012148376.1
OG0003601	XP_021209180.2	XP_012150003.1
OG0003602	XP_037877049.1	XP_003704386.1
OG0003603	XP_004921806.1	XP_012154561.1
OG0003604	XP_004930828.3	XP_012136024.1
OG0003605	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1	XP_012143669.1
OG0003606	NP_001036953.1	XP_003701074.1, XP_012135500.1, XP_012135499.1
OG0003607	XP_004929826.1	XP_012151921.1
OG0003608	XP_004923045.1	XP_012147386.1
OG0003609	XP_004929445.1	XP_012146117.1
OG0003610	XP_012550905.1	XP_003704054.1
OG0003611	XP_004923702.3	XP_003699234.1
OG0003612	NP_001186936.1, XP_037873378.1	XP_003705940.1
OG0003613	XP_037871989.1	XP_012146359.1, XP_003699933.1
OG0003614	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1	XP_003708103.1
OG0003615	XP_021206296.1	XP_012150129.1
OG0003616	XP_021203436.1	XP_012148495.1
OG0003618	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1	XP_003701379.1
OG0003619	XP_037867102.1	XP_012148819.1
OG0003620	XP_012551016.1	XP_003700799.1
OG0003621	XP_012550805.2	XP_012135540.1
OG0003622	XP_021208211.1	XP_012154258.1
OG0003623	XP_037877118.1	XP_012140131.1, XP_012140134.1
OG0003624	XP_037870327.1	XP_012152797.1
OG0003625	XP_037872531.1	XP_012149542.1
OG0003626	XP_021207115.2	XP_012146912.1
OG0003627	NP_001177140.1	XP_003706486.1
OG0003628	XP_037868941.1	XP_012134557.1
OG0003629	XP_004928121.1	XP_003708580.1
OG0003630	XP_037872734.1	XP_012145350.1, XP_012145318.1
OG0003631	XP_004933562.1	XP_012147201.1
OG0003632	XP_021203507.1, XP_004925965.1, XP_004925963.2	XP_003700100.1
OG0003633	XP_004929380.3	XP_012134948.1
OG0003634	XP_004922388.1, NP_001037313.1	XP_003705294.1
OG0003635	XP_021204070.2	XP_012140693.1
OG0003636	XP_037866579.1	XP_012142716.1
OG0003637	XP_037872386.1	XP_012138204.1
OG0003638	XP_037875164.1	XP_012148893.1
OG0003640	XP_021209237.2	XP_012148851.1
OG0003641	XP_037874781.1, XP_037874775.1	XP_012135966.1
OG0003642	XP_021204234.2, XP_037874944.1	XP_012139253.1, XP_012139256.1
OG0003644	XP_004933307.1, XP_037872876.1	XP_012139728.1
OG0003645	XP_012550903.3, XP_037874000.1	XP_012144625.1
OG0003646	NP_001091840.1, XP_012550228.2	XP_003705694.1
OG0003647	XP_004928679.1	XP_012146395.1
OG0003649	XP_037877803.1	XP_012144509.1, XP_012144497.1
OG0003650	XP_037869051.1, NP_001040203.1	XP_012148113.1
OG0003651	XP_004923872.1	XP_012150224.1
OG0003652	XP_037875171.1	XP_012136723.1
OG0003653	XP_037871683.1	XP_012152240.1
OG0003654	XP_004930203.1	XP_012138372.1
OG0003655	XP_037868595.1	XP_012141891.1
OG0003656	NP_001296541.1	XP_003701658.2
OG0003658	XP_037867054.1	XP_003705101.1
OG0003661	NP_001040210.1	XP_003704840.1
OG0003663	XP_037874623.1, XP_037874741.1	XP_012144080.1
OG0003664	XP_004929480.3, XP_037870517.1	XP_003705824.1
OG0003665	XP_012553038.1, NP_001040503.1	XP_012140722.1, XP_003703289.1
OG0003666	XP_004931818.1, XP_037877515.1	XP_012146713.1, XP_012146712.1, XP_012146711.1, XP_012146714.1
OG0003667	NP_001036836.1, NP_001037560.1	XP_012143502.1, XP_012143503.1
OG0003668	XP_021202571.1, XP_021202570.1	XP_003705738.2
OG0003669	XP_004933551.1	XP_003704231.1
OG0003670	XP_004931747.1	XP_012150954.1
OG0003671	XP_037869179.1	XP_012152049.1
OG0003672	XP_012553095.2	XP_012145100.1
OG0003673	XP_037870945.1	XP_003705401.1, XP_012145454.1
OG0003674	XP_012548325.1	XP_012149540.1, XP_012149464.1, XP_012149612.1
OG0003675	XP_004931915.1	XP_003702247.1, XP_012138390.1
OG0003676	XP_004923558.1	XP_003706229.1
OG0003677	XP_037876307.1	XP_003707286.1
OG0003678	XP_012553133.1	XP_012139422.1
OG0003679	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1	XP_012153098.1
OG0003680	XP_037866795.1	XP_012135489.1, XP_012135484.1
OG0003681	XP_004923151.1, XP_004923152.1	XP_003703445.1
OG0003682	XP_004925946.2	XP_012143464.1
OG0003684	XP_012546211.1	XP_003708269.1
OG0003685	NP_001037430.1	XP_012152591.1
OG0003686	XP_037874439.1, XP_037874438.1	XP_012140606.1, XP_012140609.1
OG0003687	XP_004929484.2	XP_012151727.1, XP_003708003.1
OG0003690	XP_004925755.1	XP_012144986.1
OG0003691	XP_037870767.1	XP_003704811.1, XP_012144100.1
OG0003692	XP_037870266.1	XP_012147452.1, XP_012147450.1, XP_012147451.1
OG0003695	XP_012550989.1	XP_003701680.2, XP_012136890.1, XP_012136891.1
OG0003696	XP_021204756.1	XP_012146549.1
OG0003697	XP_037877834.1	XP_012154296.1, XP_012154295.1
OG0003698	XP_004929241.1	XP_003704686.1
OG0003700	XP_004930255.2	XP_003699365.1
OG0003701	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3	XP_012151770.1, XP_012151775.1
OG0003704	XP_021205562.1	XP_012138994.1, XP_003702605.2
OG0003709	NP_001040287.1	XP_003706227.1
OG0003710	XP_012552769.1, NP_001037630.1	XP_003706130.1
OG0003711	XP_004931878.1	XP_003704139.1
OG0003712	NP_001037123.1	XP_012149223.1
OG0003713	NP_001036989.1, XP_012547744.1	XP_012146319.1
OG0003714	NP_001037512.1	XP_003703667.1
OG0003715	NP_001108476.2	XP_003707667.1
OG0003716	XP_037872653.1	XP_012143267.1, XP_012143268.1, XP_012143266.1
OG0003717	NP_001037277.1	XP_003700971.1
OG0003718	XP_004927279.1	XP_003704658.1
OG0003719	XP_021208079.2	XP_003707096.2
OG0003720	NP_001036933.1	XP_012140434.1
OG0003721	NP_001037351.1	XP_003705085.1
OG0003722	NP_001135961.1	XP_003706424.1
OG0003723	XP_004922372.1	XP_003701455.1
OG0003724	NP_001188508.1	XP_003701121.1
OG0003725	XP_004928719.1	XP_003700414.1
OG0003726	NP_001040238.1	XP_003705270.1
OG0003727	XP_004923665.1	XP_012147189.1
OG0003728	XP_037866984.1, XP_037866993.1	XP_003702688.1
OG0003729	NP_001091814.1	XP_012149096.1
OG0003730	XP_004924672.1	XP_012143570.1
OG0003731	XP_004932193.1	XP_012142318.1
OG0003732	NP_001040335.1, XP_004926899.1	XP_012136223.1, XP_003699392.1
OG0003733	NP_001040115.1, XP_037873022.1	XP_003699724.2
OG0003734	NP_001040244.1	XP_003702799.1
OG0003735	XP_004931147.1	XP_003699603.1
OG0003736	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1	XP_003708202.1
OG0003737	NP_001036824.1	XP_003702055.1
OG0003738	XP_037873403.1, NP_001040420.1	XP_003701876.1
OG0003739	XP_012548197.1	XP_003699643.1, XP_012142280.1
OG0003740	XP_004933048.1	XP_012136307.1
OG0003741	XP_004931476.1	XP_003708466.1
OG0003742	XP_012551052.2	XP_003700829.1
OG0003743	XP_012553144.1	XP_003699213.1
OG0003744	NP_001040316.1, XP_004929867.1	XP_012136165.1, XP_003701368.1
OG0003745	XP_004928703.1	XP_003699863.1
OG0003746	XP_004926477.1	XP_012145652.1
OG0003747	NP_001296542.1	XP_003703028.1
OG0003750	XP_012552288.2, NP_001040296.1	XP_003706811.1
OG0003751	XP_004923024.1	XP_003699204.1
OG0003752	NP_001073120.1, XP_021204148.1, XP_004926951.1	XP_003701837.1
OG0003753	XP_004932147.1	XP_003701145.1
OG0003754	XP_037871617.1, XP_037871615.1, XP_037871612.1	XP_012139827.1
OG0003755	NP_001040324.1	XP_003699690.1
OG0003756	NP_001040454.1, XP_037876426.1	XP_003707326.1
OG0003757	XP_012551544.1, NP_001037384.1	XP_003699629.2
OG0003758	XP_037867518.1, XP_037867519.1	XP_003706167.1
OG0003759	XP_037872455.1	XP_012153882.1
OG0003760	XP_004923247.2	XP_003704010.1
OG0003761	XP_004932329.1	XP_003704784.1
OG0003762	XP_004930695.2	XP_003706075.1
OG0003763	NP_001040256.1	XP_003705954.1
OG0003765	XP_004930780.1	XP_003700203.1
OG0003767	NP_001091754.1	XP_003700363.1
OG0003768	NP_001040505.1, XP_021208052.1	XP_012147691.1
OG0003769	XP_004932945.1	XP_003699783.1
OG0003770	XP_004927779.1	XP_003704575.1
OG0003771	XP_004923132.1	XP_003707507.1
OG0003772	XP_004933087.1, NP_001091837.2	XP_012139184.1, XP_012139182.1
OG0003773	NP_001040305.1	XP_012145129.1
OG0003774	NP_001155189.1	XP_003704199.1
OG0003776	XP_037874928.1	XP_003704094.1
OG0003777	XP_037874652.1	XP_003704868.2
OG0003778	XP_004921772.2	XP_003707944.1
OG0003779	XP_012545916.2	XP_003701560.1
OG0003780	NP_001040283.1	XP_003708266.1
OG0003781	NP_001040364.1	XP_012141904.1
OG0003782	XP_004929641.1, XP_004933732.1	XP_012148134.1
OG0003783	NP_001124369.1	XP_003708592.1
OG0003784	XP_012552265.3	XP_012142800.1
OG0003785	XP_004931941.1	XP_012152759.1
OG0003786	XP_004922831.1	XP_003701787.2
OG0003787	NP_001037588.1	XP_003700169.1, XP_012149769.1
OG0003788	NP_001040471.1	XP_003705400.1
OG0003789	XP_004922402.1	XP_003706077.1
OG0003790	XP_004925338.1	XP_003707925.1
OG0003791	NP_001108408.1, XP_037877671.1	XP_012151839.1
OG0003792	NP_001040194.1	XP_012146741.1
OG0003793	XP_037876524.1	XP_003703720.2
OG0003794	XP_037869572.1, NP_001091760.1	XP_003707025.1
OG0003795	XP_004925783.1	XP_003704767.1
OG0003796	XP_021204761.1	XP_003705062.1
OG0003797	XP_004923393.2	XP_012150116.1
OG0003798	NP_001091757.1, XP_012549905.1	XP_012137005.1
OG0003799	XP_004921604.1	XP_012142196.1
OG0003800	XP_012549710.1, NP_001232899.1	XP_003708302.1
OG0003801	XP_004921614.1	XP_003700643.1, XP_012134578.1
OG0003802	XP_021206946.1	XP_003705993.1
OG0003803	XP_004922741.1	XP_012147729.1, XP_003706349.2
OG0003804	XP_037872715.1	XP_003707253.2
OG0003805	XP_037872346.1	XP_012146096.1, XP_012146097.1
OG0003806	XP_004930388.1, XP_037869079.1	XP_003701235.1
OG0003807	XP_004933560.1	XP_003708263.2
OG0003808	XP_004926538.1	XP_003704917.1
OG0003809	XP_021208417.1	XP_003701521.1
OG0003810	XP_004927931.1	XP_003700310.1
OG0003811	XP_037875641.1	XP_003700042.1
OG0003812	NP_001189466.1, XP_012549368.2	XP_003704355.1
OG0003813	XP_004928617.1	XP_003708167.1
OG0003814	XP_004931718.2	XP_012139571.1
OG0003815	XP_037870921.1	XP_003707784.1, XP_012151301.1
OG0003816	XP_004928464.1	XP_003699342.1
OG0003817	XP_021208339.1	XP_003700583.1
OG0003818	NP_001157383.1	XP_003700528.1
OG0003819	XP_004933631.1	XP_003699615.1
OG0003820	NP_001036861.1	XP_012154542.1
OG0003821	XP_037877826.1, XP_037877825.1	XP_012142987.1
OG0003822	XP_037872163.1	XP_003703687.1
OG0003823	XP_012546007.2, XP_037870947.1	XP_012145734.1, XP_012145716.1
OG0003824	XP_012552876.1, NP_001268822.1	XP_012151707.1
OG0003825	XP_037868048.1	XP_012141379.1
OG0003826	XP_037876746.1	XP_012151627.1
OG0003827	NP_001266358.1, XP_012551312.1	XP_012147966.1, XP_012147965.1
OG0003828	NP_001182009.1	XP_003704637.1
OG0003829	XP_004926984.1, XP_012546488.1	XP_003706566.1
OG0003830	XP_037866511.1	XP_012139051.1
OG0003831	XP_021208347.2	XP_003702803.1
OG0003832	XP_004925624.1	XP_012149798.1
OG0003833	XP_004925262.1	XP_012144508.1, XP_003704921.1
OG0003834	XP_037876702.1	XP_012142369.1, XP_012142368.1
OG0003835	XP_004931767.1	XP_003705556.1
OG0003836	XP_037869782.1	XP_012148006.1
OG0003837	XP_012545045.2, XP_004925194.2, XP_004925193.2	XP_012142060.1, XP_012142059.1
OG0003838	XP_004928702.1	XP_003699921.1
OG0003839	XP_012546118.2	XP_012150482.1, XP_012150484.1, XP_012150483.1, XP_003707511.1
OG0003840	XP_021203783.2	XP_012145860.1, XP_003705525.1
OG0003841	XP_004923140.1	XP_003702285.1
OG0003842	XP_037874800.1	XP_012134654.1, XP_012134653.1, XP_003700779.1
OG0003843	NP_001091817.1, XP_021207544.1	XP_003703176.1
OG0003844	XP_004931889.1	XP_003701279.1
OG0003845	XP_004928709.1	XP_003699887.1
OG0003846	XP_004932196.1, NP_001296475.1	XP_012142325.1
OG0003847	XP_012545390.1	XP_012145279.1
OG0003848	XP_004924536.1	XP_003707354.1
OG0003849	XP_004931750.2	XP_003704315.1
OG0003850	XP_004928510.1	XP_003706914.1
OG0003851	XP_004928273.2	XP_012143144.1
OG0003852	XP_037872312.1	XP_003701819.1
OG0003853	XP_004931012.1	XP_003704348.1
OG0003854	XP_037875289.1	XP_003700678.1
OG0003855	XP_037870393.1	XP_003700024.1
OG0003856	XP_004925677.1	XP_003699633.1
OG0003857	XP_004932690.1	XP_012141225.1
OG0003859	XP_004922685.1	XP_003703262.1
OG0003861	NP_001243926.1, XP_012547732.1	XP_003700140.1
OG0003863	XP_037873078.1	XP_012143578.1, XP_003704593.1
OG0003864	XP_037867969.1	XP_003703254.1
OG0003865	XP_004923657.1	XP_003708661.1
OG0003866	NP_001274766.1, XP_004924935.1	XP_003705333.1
OG0003867	XP_012548833.1	XP_003703273.1
OG0003868	XP_037874329.1	XP_003706851.1
OG0003869	XP_021203303.2	XP_003700262.1
OG0003870	XP_004930744.1	XP_003701492.1, XP_012136406.1, XP_012136405.1
OG0003871	XP_037866929.1	XP_012153854.1
OG0003872	XP_004923397.1	XP_003707534.1
OG0003873	XP_012550036.2	XP_012147981.1, XP_012147979.1
OG0003874	XP_004924537.1	XP_012139180.1, XP_003702633.1
OG0003875	XP_004922154.1	XP_003703451.1
OG0003876	XP_021205723.2, XP_037870515.1, XP_037870516.1	XP_012146738.1, XP_012146737.1
OG0003877	XP_037866550.1	XP_003703154.1
OG0003878	XP_037876197.1	XP_012147897.1
OG0003879	XP_004931440.3	XP_003707550.1
OG0003880	XP_012549422.1	XP_003704002.2
OG0003881	XP_004930195.2	XP_003702646.1
OG0003882	XP_012548006.1	XP_012147066.1, XP_003699901.1
OG0003883	XP_004926044.1	XP_012135856.1
OG0003884	XP_021206275.1	XP_003701870.1
OG0003885	XP_004926933.2	XP_003700813.2
OG0003886	NP_001040103.1	XP_003703823.1
OG0003887	NP_001040385.1	XP_012152382.1
OG0003888	NP_001116821.1, XP_004921727.1, XP_004921732.2	XP_012147633.1, XP_012147632.1
OG0003889	XP_037871897.1	XP_003699897.1
OG0003890	XP_021206558.1	XP_012140295.1
OG0003891	XP_037868815.1, XP_021206927.1, XP_037868817.1	XP_003699602.2
OG0003892	XP_012551537.2	XP_012139873.1, XP_003702992.1
OG0003893	XP_012548789.1	XP_003707161.1
OG0003895	XP_021205899.1	XP_012146620.1
OG0003896	NP_001037608.1, XP_012551933.1	XP_003701991.1
OG0003897	XP_037871555.1, NP_001037624.1	XP_012139131.1, XP_003699530.1
OG0003899	XP_004932565.2	XP_003705474.1
OG0003900	XP_012551203.1, NP_001040436.1	XP_003703602.2
OG0003901	XP_004930363.1	XP_003703760.1
OG0003902	XP_021204865.2, XP_037869773.1	XP_012144518.1
OG0003903	XP_012544826.1, XP_021202818.1	XP_012143312.1
