Orthogroup	Bombyx_mori	Dufourea_novaeangliae
OG0004445	NP_001106224.1, XP_021207530.1	XP_015435772.1
OG0004446	XP_004922901.1	XP_015435099.1
OG0004447	XP_037868292.1	XP_015438006.1
OG0004448	XP_004928620.1	XP_015430271.1
OG0004449	XP_012545915.2	XP_015431832.1
OG0004450	XP_012546120.1, XP_012546119.1, XP_021203885.1	XP_015430308.1
OG0004451	XP_004925914.2	XP_015431281.1
OG0004452	NP_001166808.1	XP_015428451.1
OG0004453	NP_001136085.1	XP_015429105.1, XP_015429016.1
OG0004454	XP_037871803.1	XP_015428899.1
OG0004455	XP_021202583.2	XP_015433262.1
OG0004457	XP_004929281.1	XP_015435181.1
OG0004458	XP_004926768.1	XP_015431152.1
OG0004459	XP_004929750.1	XP_015433876.1, XP_015433797.1
OG0004460	XP_037868050.1	XP_015436899.1
OG0004461	XP_004932074.2	XP_015428554.1
OG0004462	XP_037868896.1	XP_015432105.1
OG0004463	XP_037867166.1	XP_015435461.1
OG0004464	XP_012548904.1	XP_015436043.1
OG0004465	XP_004922073.1	XP_015432963.1
OG0004466	XP_021206330.1, XP_004922393.1	XP_015438909.1
OG0004467	XP_004924429.2	XP_015431539.1
OG0004468	XP_004930943.1	XP_015431552.1
OG0004469	XP_021205574.2	XP_015438861.1, XP_015438860.1
OG0004470	XP_004923758.2	XP_015439339.1
OG0004471	XP_021208505.1, NP_001040146.1	XP_015440061.1
OG0004472	XP_004927286.1	XP_015436942.1
OG0004473	XP_004923352.2	XP_015428860.1
OG0004474	XP_012551241.2	XP_015438923.1
OG0004475	XP_021204191.1	XP_015434515.1
OG0004478	XP_004927741.2	XP_015429719.1
OG0004479	XP_004928540.2	XP_015429320.1
OG0004480	XP_004926613.2, XP_037877374.1	XP_015430733.1
OG0004481	XP_037871521.1, NP_001037015.1	XP_015434294.1
OG0004482	NP_001040514.1	XP_015440265.1
OG0004483	XP_004931686.2	XP_015437718.1
OG0004484	XP_012550143.1	XP_015440000.1
OG0004485	XP_037869915.1	XP_015437217.1
OG0004486	NP_001296544.1	XP_015435301.1
OG0004487	XP_021205891.1	XP_015438758.1
OG0004490	XP_021203669.1	XP_015431860.1, XP_015431861.1
OG0004491	XP_004931937.1	XP_015434219.1
OG0004492	XP_004927204.2	XP_015435064.1
OG0004493	XP_004922061.3	XP_015428767.1
OG0004494	NP_001040545.1, XP_037872570.1	XP_015438545.1
OG0004495	XP_004932393.1	XP_015439524.1
OG0004496	XP_037868699.1	XP_015430162.1
OG0004497	XP_037870498.1	XP_015432552.1
OG0004498	XP_004931902.2	XP_015438340.1
OG0004499	XP_012547044.2	XP_015435732.1
OG0004500	XP_004923356.1, XP_037876238.1	XP_015430172.1
OG0004501	XP_012549502.2	XP_015432332.1
OG0004502	XP_004924030.1	XP_015429303.1
OG0004503	XP_004930888.2	XP_015439696.1
OG0004504	XP_037869269.1, XP_012549535.1	XP_015437363.1
OG0004505	XP_037871579.1	XP_015429351.1
OG0004506	XP_021206434.2	XP_015431109.1
OG0004507	XP_012551824.2, NP_001040548.1	XP_015432946.1
OG0004508	XP_004921717.1	XP_015435479.1
OG0004509	XP_012544620.2	XP_015428551.1, XP_015437614.1
OG0004510	XP_037868142.1	XP_015439459.1
OG0004511	XP_004926798.1	XP_015430759.1
OG0004512	XP_037867183.1	XP_015428473.1
OG0004513	XP_004925974.1	XP_015428856.1
OG0004514	XP_004924190.1	XP_015437211.1
OG0004515	XP_004928585.1	XP_015433635.1
OG0004516	XP_037877318.1, XP_037871723.1	XP_015440410.1
OG0004517	XP_021204138.1	XP_015436268.1
OG0004518	XP_037874751.1	XP_015429391.1
OG0004519	XP_037876118.1, NP_001036900.1	XP_015436595.1
OG0004520	XP_004930185.1, XP_004930184.1, XP_004930183.1	XP_015438476.1
OG0004521	NP_001166283.1, XP_037874249.1	XP_015436786.1
OG0004522	XP_012550146.1	XP_015436581.1
OG0004523	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1	XP_015440472.1
OG0004524	XP_037868919.1	XP_015434185.1
OG0004525	XP_012549849.2	XP_015432759.1
OG0004527	XP_037877355.1	XP_015431456.1
OG0004528	NP_001091810.1	XP_015439375.1
OG0004529	XP_037867115.1	XP_015434799.1
OG0004530	XP_004929406.1	XP_015430768.1
OG0004531	XP_037871728.1	XP_015435664.1
OG0004532	XP_004925125.1	XP_015431809.1
OG0004533	XP_004927924.1	XP_015430499.1
OG0004534	XP_037877609.1	XP_015429362.1
OG0004535	XP_004923114.2	XP_015429024.1, XP_015429025.1
OG0004536	NP_001093276.1	XP_015437666.1
OG0004537	XP_037867597.1	XP_015436875.1
OG0004538	XP_004927885.1, XP_037870948.1	XP_015433961.1
OG0004539	XP_004921572.1	XP_015434322.1
OG0004540	XP_004925261.1	XP_015428489.1
OG0004541	NP_001159615.1, XP_037872549.1	XP_015429797.1
OG0004542	XP_037869561.1, NP_001037009.1	XP_015435074.1, XP_015435075.1
OG0004543	XP_012548030.1	XP_015435186.1
OG0004544	XP_004924603.1	XP_015433384.1
OG0004545	XP_004925979.1	XP_015432735.1
OG0004546	XP_037872933.1	XP_015433832.1, XP_015433830.1, XP_015433831.1
OG0004547	XP_012545466.1, XP_021203391.1, XP_021203392.1	XP_015440108.1
OG0004548	NP_001041678.1, XP_037874643.1	XP_015429363.1
OG0004549	XP_004921859.1	XP_015439946.1
OG0004550	XP_037875309.1	XP_015437569.1
OG0004551	XP_004930352.1	XP_015430958.1
OG0004552	XP_004922110.2	XP_015434495.1
OG0004553	XP_037877807.1	XP_015436213.1
OG0004554	XP_021202751.1	XP_015433607.1
OG0004555	XP_004926997.1	XP_015439963.1
OG0004556	XP_004925803.1	XP_015436122.1
OG0004557	XP_037876725.1	XP_015432884.1
OG0004558	XP_004928427.1	XP_015439493.1
OG0004559	XP_004931495.1	XP_015438157.1, XP_015436618.1
OG0004560	XP_021207502.1, XP_012550797.1, XP_012550795.1	XP_015433485.1
OG0004561	NP_001040132.1	XP_015440476.1
OG0004563	XP_004926318.1	XP_015429318.1
OG0004564	XP_004927446.1	XP_015435129.1, XP_015435131.1
OG0004565	XP_004926267.1	XP_015429483.1
OG0004566	NP_001040367.1	XP_015438145.1
OG0004567	XP_004925491.1	XP_015432951.1
OG0004568	XP_037867040.1	XP_015436243.1
OG0004569	XP_004926257.1	XP_015428897.1
OG0004570	NP_001188366.1	XP_015429038.1
OG0004571	XP_004928163.3	XP_015438579.1
OG0004572	NP_001138798.1, XP_037877641.1	XP_015428832.1
OG0004573	XP_012547105.2, NP_001037168.1	XP_015429505.1
OG0004574	XP_004933022.1	XP_015437204.1
OG0004575	XP_037866637.1	XP_015433617.1
OG0004576	XP_037877751.1	XP_015436688.1
OG0004577	XP_012551976.2	XP_015434602.1
OG0004578	XP_004921881.1	XP_015440173.1
OG0004579	XP_004925321.1	XP_015434191.1
OG0004580	XP_004932500.1, XP_004932501.1	XP_015436605.1
OG0004581	XP_004929151.1	XP_015434998.1
OG0004582	XP_004929851.1	XP_015432286.1
OG0004583	XP_037872882.1	XP_015432487.1
OG0004584	XP_004925134.1	XP_015437953.1
OG0004585	XP_037866826.1	XP_015434489.1
OG0004586	XP_004924673.1	XP_015431264.1
OG0004587	NP_001040251.1	XP_015428742.1
OG0004588	NP_001166192.1, XP_037876455.1	XP_015439612.1
OG0004589	XP_021202871.1	XP_015433294.1
OG0004590	XP_004922675.1	XP_015434966.1
OG0004591	XP_037875340.1	XP_015433865.1
OG0004592	NP_001040336.1	XP_015439329.1
OG0004593	XP_021207989.1	XP_015437172.1
OG0004594	XP_012550505.1	XP_015439972.1
OG0004595	XP_012546295.1	XP_015430137.1
OG0004597	XP_004930913.2	XP_015440523.1
OG0004598	XP_004930112.1	XP_015438626.1
OG0004599	NP_001296491.1	XP_015430403.1
OG0004600	XP_012551106.1	XP_015436215.1, XP_015436110.1
OG0004601	XP_012546519.1, NP_001182381.1	XP_015437642.1
OG0004602	NP_001037440.1	XP_015438564.1
OG0004603	NP_001104824.1, XP_021203290.2	XP_015432389.1
OG0004604	XP_004924511.1	XP_015440277.1
OG0004605	XP_004931787.1	XP_015440504.1, XP_015440503.1
OG0004606	XP_012545772.2	XP_015428738.1
OG0004607	XP_004931702.1	XP_015431371.1
OG0004608	XP_012550134.2	XP_015431655.1
OG0004609	XP_037868321.1, XP_037868322.1	XP_015438824.1
OG0004610	XP_004928400.1	XP_015436323.1
OG0004611	XP_004933693.1	XP_015433849.1
OG0004612	XP_004921597.1	XP_015440106.1
OG0004613	XP_004931325.1	XP_015437263.1
OG0004614	XP_004929280.1	XP_015432592.1
OG0004615	XP_004933640.1	XP_015438247.1
OG0004616	XP_012547208.1	XP_015429033.1, XP_015429034.1
OG0004617	XP_037872778.1	XP_015428816.1
OG0004618	XP_037875815.1, XP_004926355.1	XP_015432849.1
OG0004619	XP_004932921.2	XP_015436336.1
OG0004620	XP_004930415.2	XP_015431512.1
OG0004621	XP_004929426.1	XP_015430789.1
OG0004622	XP_037868818.1	XP_015434026.1
OG0004623	XP_012544915.1	XP_015437173.1
OG0004624	NP_001040469.1	XP_015437707.1
OG0004625	XP_037875325.1	XP_015434974.1
OG0004626	XP_004927305.2	XP_015435238.1
OG0004627	XP_004932992.1, XP_037869738.1	XP_015428867.1
OG0004628	XP_004927872.1	XP_015436233.1
OG0004629	NP_001037526.1, XP_012551823.1	XP_015428651.1
OG0004630	XP_021204623.2	XP_015438495.1
OG0004631	XP_021205533.2	XP_015431026.1
OG0004632	XP_004923452.1	XP_015437893.1
OG0004633	NP_001037404.1	XP_015430100.1
OG0004634	XP_037873115.1	XP_015440495.1
OG0004635	XP_037866953.1	XP_015438400.1
OG0004636	XP_004931203.1	XP_015439241.1
OG0004637	XP_037868401.1	XP_015431159.1
OG0004638	XP_004928530.2	XP_015433672.1
OG0004639	XP_004929402.1	XP_015430800.1
OG0004640	XP_004926904.1	XP_015431560.1
OG0004641	XP_004932144.1	XP_015433531.1, XP_015433540.1
OG0004642	XP_012548091.1	XP_015429194.1
OG0004643	XP_037870577.1	XP_015438080.1
OG0004644	XP_004925206.2	XP_015439310.1
OG0004645	XP_037870819.1, NP_001037012.1	XP_015430091.1
OG0004646	XP_037874669.1	XP_015434608.1
OG0004647	XP_037876591.1	XP_015437130.1
OG0004648	XP_037870169.1	XP_015430353.1
OG0004649	XP_037866751.1, NP_001040227.1	XP_015439776.1
OG0004650	XP_004930999.2	XP_015430203.1
OG0004651	XP_037876247.1	XP_015440144.1
OG0004653	XP_021205684.1	XP_015429670.1
OG0004654	XP_037875758.1	XP_015433186.1
OG0004655	XP_004924216.1	XP_015437393.1
OG0004656	XP_012549467.2	XP_015434387.1
OG0004657	XP_004924488.1	XP_015439819.1
OG0004658	XP_004932855.1	XP_015437713.1
OG0004659	XP_021202444.2	XP_015430140.1
OG0004660	XP_004929810.1	XP_015429424.1
OG0004661	XP_021207147.1	XP_015433804.1
OG0004662	XP_037876229.1	XP_015440015.1
OG0004663	XP_012547303.1, NP_001037129.1	XP_015439337.1
OG0004664	XP_004926209.1	XP_015428444.1
OG0004665	XP_037874308.1, XP_037874310.1	XP_015439116.1
OG0004666	XP_037869579.1	XP_015429916.1
OG0004667	NP_001243975.1, XP_037868624.1	XP_015438615.1
OG0004668	XP_004930620.1	XP_015440337.1
OG0004669	XP_021207398.1	XP_015439653.1
OG0004670	XP_021203994.1	XP_015429931.1
OG0004671	NP_001040347.1	XP_015433002.1
OG0004672	XP_037871152.1	XP_015431991.1
OG0004673	XP_037877226.1, XP_037876753.1	XP_015435234.1
OG0004674	XP_012549762.2	XP_015434907.1
OG0004675	NP_001040230.1	XP_015428572.1
OG0004676	XP_004931827.1	XP_015438660.1
OG0004677	XP_012549073.1	XP_015429972.1
OG0004678	XP_004923948.1	XP_015432096.1
OG0004679	XP_004925897.2, XP_012548045.2	XP_015429794.1
OG0004680	XP_037868635.1	XP_015437044.1
OG0004681	XP_021207044.1, XP_021207046.1	XP_015439888.1
OG0004682	XP_004926296.1	XP_015434305.1
OG0004683	XP_004924553.1	XP_015433373.1
OG0004684	XP_004924202.2	XP_015431298.1
OG0004685	XP_004931967.1	XP_015430483.1
OG0004686	XP_037877739.1	XP_015431160.1
OG0004687	NP_001296503.1, XP_012544872.2	XP_015438440.1
OG0004688	XP_004930876.1	XP_015434658.1
OG0004689	XP_004930900.1	XP_015430153.1
OG0004690	XP_021207002.1	XP_015430757.1
OG0004691	XP_037873314.1	XP_015434052.1
OG0004692	XP_021204075.1	XP_015434117.1
OG0004693	XP_004933121.2	XP_015433010.1
OG0004694	XP_037868643.1	XP_015430408.1
OG0004695	XP_004925425.1	XP_015428404.1
OG0004696	XP_021203454.2	XP_015436419.1
OG0004697	XP_037872985.1	XP_015432814.1
OG0004699	XP_004928467.1	XP_015428862.1
OG0004700	XP_004921618.1	XP_015440214.1
OG0004701	XP_037867019.1	XP_015434714.1
OG0004702	XP_004927801.1	XP_015432428.1
OG0004704	XP_004928434.1	XP_015438363.1
OG0004705	XP_004929708.2	XP_015438749.1
OG0004706	XP_004925316.1	XP_015438067.1
OG0004707	XP_004930964.2	XP_015440169.1
OG0004708	XP_037866810.1	XP_015440191.1
OG0004711	XP_012551229.1	XP_015428755.1
OG0004712	XP_037868255.1	XP_015437913.1
OG0004713	XP_004926894.3	XP_015435979.1
OG0004714	XP_004926571.1	XP_015439561.1, XP_015439560.1
OG0004715	XP_004922137.1	XP_015439363.1
OG0004716	NP_001093297.1	XP_015433345.1
OG0004717	XP_004928295.1, XP_004927863.1	XP_015438245.1
OG0004718	XP_004925713.1	XP_015439458.1
OG0004719	XP_037869403.1	XP_015434270.1
OG0004720	XP_037867410.1	XP_015439632.1
OG0004721	XP_004924414.3, XP_021202487.1, XP_021202488.1	XP_015437292.1
OG0004722	NP_001040269.1	XP_015431681.1
OG0004723	XP_037871498.1, NP_001243912.1	XP_015433651.1
OG0004724	NP_001040163.1, XP_012548073.1	XP_015435094.1
OG0004725	XP_037869726.1	XP_015431410.1, XP_015438138.1
OG0004726	NP_001037345.1	XP_015429509.1
OG0004727	XP_012546649.1	XP_015433489.1
OG0004728	XP_037867449.1	XP_015432751.1
OG0004729	XP_004924552.1	XP_015439720.1
OG0004730	XP_037872588.1	XP_015436474.1
OG0004731	XP_004924624.1	XP_015433305.1
OG0004732	XP_037869105.1	XP_015439381.1
OG0004733	XP_012553114.1	XP_015431914.1
OG0004734	XP_004931592.1	XP_015428684.1
OG0004735	NP_001108115.1	XP_015428624.1
OG0004736	XP_004923797.2, XP_037871451.1	XP_015430079.1, XP_015436872.1
OG0004738	XP_004930437.2, XP_037869286.1	XP_015431555.1
OG0004739	XP_021202435.2	XP_015434469.1
OG0004740	XP_004932179.1	XP_015431858.1
OG0004741	NP_001166866.1, XP_021204666.2	XP_015428435.1
OG0004742	XP_004924330.3, XP_021202411.1	XP_015429009.1
OG0004743	XP_004924798.1	XP_015434303.1
OG0004744	XP_004926756.2, XP_004926747.1, XP_021204031.1	XP_015428596.1
OG0004745	XP_037866647.1	XP_015430063.1
OG0004746	XP_004921789.1	XP_015440138.1
OG0004747	XP_037875369.1	XP_015434198.1
OG0004750	XP_004930557.1	XP_015434727.1, XP_015434729.1
OG0004751	XP_012544089.1	XP_015432877.1
OG0004752	XP_021203966.1	XP_015440298.1
OG0004753	XP_037867534.1	XP_015430947.1
OG0004754	XP_037868778.1	XP_015439338.1
OG0004755	XP_004932637.2	XP_015433078.1
OG0004756	XP_012549843.2	XP_015429035.1
OG0004757	XP_037868893.1	XP_015431021.1
OG0004758	NP_001037360.1, XP_012550459.1	XP_015432238.1
OG0004760	NP_001093295.1	XP_015436201.1
OG0004761	XP_004931798.1	XP_015434931.1
OG0004762	XP_037873206.1	XP_015438582.1
OG0004763	XP_012550994.3	XP_015438455.1
OG0004764	NP_001036845.1	XP_015439228.1
OG0004765	XP_004927750.2	XP_015430934.1
OG0004766	XP_012553176.2	XP_015433236.1
OG0004767	XP_004927762.1	XP_015433974.1
OG0004768	XP_021203910.2, XP_004926541.2	XP_015436893.1
OG0004769	XP_037866460.1	XP_015429360.1
OG0004770	XP_037875235.1	XP_015436829.1
OG0004771	XP_037875057.1	XP_015434972.1
OG0004772	XP_012547994.1	XP_015429709.1
OG0004773	XP_004929716.1	XP_015435169.1
OG0004774	XP_037870799.1	XP_015434585.1
OG0004775	NP_001040507.1, XP_037869570.1	XP_015430677.1
OG0004778	XP_037870922.1	XP_015435041.1
OG0004779	XP_004924616.1	XP_015436054.1
OG0004780	XP_037875096.1	XP_015432103.1
OG0004781	XP_004927181.1	XP_015436414.1
OG0004782	XP_004931158.1	XP_015430208.1
OG0004783	NP_001266291.1	XP_015440111.1
OG0004784	XP_004924716.1	XP_015434655.1
OG0004785	XP_004933043.1	XP_015436034.1
OG0004786	XP_012547398.1, XP_004927882.1	XP_015437180.1
OG0004787	XP_004930689.1, XP_004930690.1	XP_015434847.1
OG0004788	XP_004933037.1	XP_015439345.1
OG0004789	XP_012548141.3	XP_015433089.1
OG0004790	XP_021202923.1	XP_015434425.1
OG0004791	XP_037874713.1	XP_015434856.1
OG0004792	XP_021207160.2	XP_015433440.1
OG0004793	NP_001266420.1	XP_015430146.1
OG0004794	XP_004923208.2	XP_015435065.1
OG0004795	XP_037867954.1	XP_015429588.1
OG0004796	XP_037869821.1, XP_037869823.1, XP_037869822.1	XP_015438884.1
OG0004797	XP_012548145.1, XP_012548142.1	XP_015435989.1
OG0004799	XP_004925444.1	XP_015440361.1
OG0004800	XP_004924846.1	XP_015437880.1
OG0004801	XP_004929500.1	XP_015435981.1
OG0004802	XP_012549806.2, XP_037875433.1	XP_015430492.1
OG0004803	XP_012548414.1	XP_015430473.1
OG0004804	XP_004929817.1	XP_015430021.1
OG0004805	XP_037869677.1	XP_015438171.1
OG0004806	XP_004928405.1	XP_015439545.1
OG0004807	NP_001040157.1	XP_015432180.1
OG0004808	XP_012544032.1, XP_037868885.1	XP_015434021.1
OG0004809	XP_004929375.2	XP_015435548.1
OG0004810	XP_012550082.2	XP_015434131.1
OG0004811	XP_021203989.2, XP_021203986.2	XP_015431507.1
OG0004812	XP_012551041.1	XP_015432572.1
OG0004813	XP_004929405.1	XP_015430784.1
OG0004814	XP_004923825.1	XP_015435390.1
OG0004815	NP_001127733.1, XP_037866913.1	XP_015433691.1
OG0004816	XP_004922736.2, XP_004922735.2	XP_015433413.1
OG0004817	XP_037876135.1	XP_015440148.1
OG0004818	XP_004921835.2	XP_015432741.1
OG0004819	XP_037875649.1	XP_015437960.1
OG0004820	NP_001040381.1	XP_015431185.1
OG0004821	XP_037870464.1	XP_015437584.1
OG0004822	XP_012544661.1, NP_001245293.1	XP_015437800.1
OG0004823	XP_037871149.1	XP_015431542.1
OG0004824	XP_037866845.1	XP_015433978.1
OG0004825	XP_004927545.1	XP_015432988.1
OG0004826	XP_004926344.1	XP_015437777.1
OG0004827	XP_004933709.1	XP_015440164.1
OG0004828	XP_021202614.1	XP_015437259.1
OG0004829	XP_037868338.1, XP_037868339.1	XP_015438376.1
OG0004831	NP_001188511.1, XP_012548538.1	XP_015435616.1
OG0004833	XP_037872196.1	XP_015432100.1
OG0004834	XP_004926995.1	XP_015428789.1
OG0004835	XP_004929303.2, XP_037866601.1, XP_012548378.2	XP_015438629.1
OG0004836	XP_037872058.1	XP_015438599.1
OG0004837	XP_037877672.1	XP_015429549.1
OG0004838	XP_037866636.1	XP_015434272.1
OG0004839	XP_021203027.2	XP_015439816.1
OG0004840	XP_012551340.1, NP_001036856.2	XP_015440285.1
OG0004841	NP_001139724.1, XP_012551191.1	XP_015436555.1
OG0004842	XP_021206436.2	XP_015434273.1
OG0004843	NP_001108473.1	XP_015437902.1
OG0004844	XP_004921694.1	XP_015437029.1
OG0004845	XP_037872712.1	XP_015428675.1
OG0004846	XP_037868146.1	XP_015432547.1
OG0004847	XP_037876008.1	XP_015429593.1
OG0004848	XP_012545193.1	XP_015431568.1
OG0004849	XP_037867420.1	XP_015428859.1
OG0004851	XP_021206118.2	XP_015429984.1
OG0004852	XP_037869020.1	XP_015433730.1
OG0004853	NP_001037528.2, XP_021205997.1	XP_015430010.1
OG0004855	XP_012548705.1	XP_015430634.1
OG0004856	XP_037868636.1	XP_015435136.1
OG0004857	XP_037873277.1, XP_037873284.1	XP_015438482.1
OG0004858	XP_004921812.1	XP_015440014.1
OG0004859	XP_037876603.1	XP_015433117.1, XP_015433118.1
OG0004860	XP_004928383.3, XP_021205037.1	XP_015436062.1
OG0004861	XP_037874282.1	XP_015432700.1
OG0004862	XP_004932310.1	XP_015439841.1
OG0004863	XP_004928550.1	XP_015434329.1
OG0004864	XP_037869472.1, XP_037877467.1	XP_015436119.1
OG0004865	XP_012546158.1, XP_037870507.1, XP_021203943.1, XP_012546148.1	XP_015432009.1
OG0004866	XP_037866854.1	XP_015439568.1
OG0004867	XP_004931778.2	XP_015430872.1
OG0004868	XP_037867288.1	XP_015436128.1
OG0004869	XP_037876096.1	XP_015429329.1
OG0004870	XP_037867366.1	XP_015430126.1
OG0004871	XP_037875093.1	XP_015433115.1
OG0004872	XP_037869254.1	XP_015436382.1
OG0004873	XP_037872242.1	XP_015435082.1
OG0004874	XP_037870529.1	XP_015431608.1
OG0004875	XP_021208308.2, XP_004922781.3	XP_015437312.1
OG0004876	XP_004926335.2	XP_015428472.1
OG0004877	NP_001243915.1, XP_012547111.1	XP_015436756.1
OG0004878	XP_004925546.1	XP_015436776.1
OG0004879	XP_037871539.1, NP_001037444.1	XP_015429323.1
OG0004881	XP_037873027.1	XP_015439557.1
OG0004883	XP_037876128.1, NP_001040259.1	XP_015431799.1
OG0004884	XP_004930505.2	XP_015429003.1
OG0004886	XP_004923167.1, XP_021209120.1	XP_015429132.1
OG0004887	XP_004928782.1	XP_015433657.1
OG0004888	XP_004928865.1, XP_021205402.1	XP_015436726.1
OG0004889	NP_001040248.1	XP_015432312.1
OG0004890	XP_004925190.1	XP_015437344.1
OG0004891	XP_004921839.1	XP_015439660.1
OG0004892	XP_021203508.1	XP_015428975.1
OG0004893	XP_021202042.1, XP_004925469.1, XP_004925467.2	XP_015433582.1
OG0004894	NP_001093093.1	XP_015436850.1
OG0004895	NP_001185957.1	XP_015438361.1
OG0004896	XP_012547426.2	XP_015432028.1
OG0004897	XP_004931053.1	XP_015428483.1
OG0004898	NP_001037685.1	XP_015435035.1
OG0004899	XP_037866462.1	XP_015428694.1
OG0004900	XP_004928169.1	XP_015429747.1
OG0004901	XP_012544856.2	XP_015433270.1
OG0004902	XP_037875069.1	XP_015435277.1
OG0004903	XP_004931802.2, XP_021207287.1, XP_021207285.1	XP_015434089.1
OG0004905	XP_012548937.2, XP_012543799.1	XP_015432176.1
OG0004906	XP_004929642.1	XP_015437157.1, XP_015437156.1
OG0004907	XP_004927806.2	XP_015429681.1
OG0004908	XP_004923792.2, XP_037871361.1	XP_015433239.1
OG0004909	XP_004931695.1	XP_015428802.1
OG0004910	XP_004930811.3	XP_015436745.1
OG0004911	XP_004926023.1	XP_015432213.1
OG0004912	XP_004932015.1	XP_015439154.1
OG0004913	XP_004924158.1, XP_037875835.1, XP_037875834.1	XP_015429781.1
OG0004914	NP_001037670.1, XP_012546343.1	XP_015431617.1
OG0004915	XP_004929161.1, XP_004929160.1	XP_015430378.1
OG0004916	XP_012549756.1	XP_015435273.1
OG0004917	NP_001127744.1	XP_015434702.1
OG0004918	XP_021202291.1, XP_004924109.2	XP_015439711.1
OG0004919	XP_004924063.3	XP_015429568.1
OG0004920	XP_012544472.1	XP_015439881.1, XP_015439690.1
OG0004921	XP_021207905.1	XP_015430237.1
OG0004922	XP_012543876.1, XP_037867031.1	XP_015438518.1
OG0004923	XP_037868756.1, XP_012545044.2	XP_015431022.1
OG0004924	XP_012550715.1	XP_015437524.1
OG0004925	XP_004931469.1	XP_015439581.1
OG0004926	XP_037872722.1	XP_015432982.1
OG0004927	XP_037871248.1	XP_015428587.1
OG0004928	XP_012551383.1, XP_021205184.1	XP_015440118.1
OG0004929	XP_012551900.1	XP_015438986.1
OG0004930	XP_012543983.3	XP_015434024.1
OG0004931	XP_004923175.2	XP_015434070.1
OG0004932	XP_021207229.1	XP_015431274.1
OG0004933	XP_012552847.2, XP_021202947.1	XP_015436000.1
OG0004934	XP_037871513.1	XP_015428665.1
OG0004935	XP_037873683.1	XP_015431821.1
OG0004936	XP_004924637.2	XP_015436759.1
