Orthogroup	Bombyx_mori	Bombus_terrestris
OG0004269	XP_037869431.1	XP_020722979.1, XP_012172966.1, XP_020722980.1, XP_012172962.1, XP_012172963.1, XP_012172964.1, XP_012172965.1, XP_003401671.1, XP_020722978.1
OG0004275	XP_037867596.1	XP_012172045.1
OG0004276	NP_001037219.1, XP_021207863.1	XP_003393070.1
OG0004277	NP_001037159.1, XP_021208658.2	XP_003397448.1
OG0004278	NP_001037275.1	XP_012164051.1
OG0004279	XP_004932946.1	XP_012170152.1
OG0004280	XP_004928974.1	XP_003397228.1
OG0004281	NP_001124349.1	XP_003393484.1
OG0004282	XP_021206888.1, NP_001037135.1	XP_003395129.1
OG0004283	NP_001037253.1	XP_003393793.1, XP_003393797.1
OG0004284	NP_001037255.1	XP_003399883.1
OG0004285	XP_004931084.2	XP_003396764.1
OG0004286	XP_004932205.1	XP_003397453.3
OG0004287	XP_004929900.1	XP_003396892.1
OG0004288	XP_012548257.2	XP_003394841.1
OG0004289	XP_004926447.1	XP_020723186.1
OG0004290	NP_001124377.1	XP_012171286.1, XP_003400472.1, XP_003400473.1
OG0004291	XP_004922528.1	XP_003395873.1, XP_003395875.1
OG0004292	XP_004926302.1	XP_003394100.1
OG0004293	XP_004927897.1	XP_003397010.1
OG0004294	XP_004921574.1	XP_003401525.1
OG0004296	NP_001091762.1	XP_003396177.1
OG0004297	XP_004931546.1	XP_003397583.2
OG0004298	NP_001040401.1	XP_003398444.1
OG0004299	XP_004930348.1	XP_003396600.1
OG0004300	XP_004930631.2	XP_012163642.1
OG0004301	XP_004929017.1	XP_012164439.1
OG0004302	XP_004931543.1	XP_012166007.2
OG0004303	XP_004929446.1	XP_020718336.1
OG0004304	NP_001040276.1	XP_012168872.1
OG0004305	XP_004929158.1	XP_003393495.1
OG0004306	XP_004932719.1	XP_003400622.1
OG0004307	NP_001037522.1	XP_012169846.1
OG0004308	NP_001040151.1	XP_003399637.1
OG0004309	XP_004925424.1	XP_003393639.1
OG0004310	XP_004924987.1	XP_003392875.1
OG0004311	XP_012550551.1, NP_001040136.1	XP_003399367.1
OG0004312	NP_001040496.1, XP_012550108.1	XP_003397109.1
OG0004313	XP_037867585.1	XP_003397622.1, XP_012167190.1
OG0004314	XP_004923945.1	XP_003399310.1
OG0004315	NP_001037082.1	XP_012167152.1
OG0004316	NP_001037580.1	XP_012167824.1
OG0004317	NP_001037508.1	XP_003395379.1
OG0004318	NP_001037556.1	XP_003394099.1
OG0004319	XP_021207332.1	XP_003399853.1
OG0004320	XP_004924660.1	XP_003398073.1
OG0004321	XP_004927929.1	XP_003397035.1
OG0004322	XP_004924733.1	XP_012167807.1
OG0004323	NP_001040110.1	XP_003399037.1
OG0004324	NP_001037273.1	XP_003397675.1, XP_003401361.1
OG0004325	XP_037867744.1, XP_004926849.1	XP_003400985.1
OG0004326	XP_004933571.2	XP_003395808.1
OG0004327	XP_004924517.1	XP_003395779.1
OG0004328	NP_001040387.1	XP_003397948.1
OG0004329	NP_001091750.1	XP_003403334.1
OG0004330	NP_001040280.1	XP_003397350.1
OG0004331	XP_004925913.1	XP_003398300.1
OG0004332	XP_021203157.1, NP_001040397.1	XP_012174909.1
OG0004333	NP_001037390.1	XP_003399049.1
OG0004334	XP_012550250.1, NP_001040310.1	XP_012175671.1
OG0004335	XP_012549424.1, XP_012549423.1	XP_003397966.1, XP_012167687.1
OG0004336	XP_004924094.1	XP_003395508.1
OG0004337	XP_037868058.1	XP_012171508.1
OG0004338	XP_037869104.1	XP_020719205.1
OG0004339	XP_004933751.1	XP_012172453.1
OG0004340	XP_004926461.1	XP_003398495.1
OG0004341	XP_004924871.1	XP_003394223.1
OG0004343	NP_001037094.1	XP_003400038.1
OG0004344	NP_001040439.1	XP_003402357.1
OG0004345	XP_012551528.2	XP_003403032.1
OG0004346	XP_004933671.1, XP_037869651.1	XP_012167042.1
OG0004347	XP_004925786.1	XP_003400032.1
OG0004348	XP_004931111.2	XP_003402181.1
OG0004349	NP_001091827.1	XP_003393252.1, XP_012165195.1
OG0004350	XP_004926892.1	XP_003397283.1
OG0004351	XP_004922412.2	XP_003393177.1
OG0004352	XP_004925782.1	XP_003398305.1
OG0004353	XP_004928164.1	XP_020723904.1, XP_020723903.1
OG0004354	XP_012547325.1	XP_012164554.1
OG0004355	NP_001040384.1	XP_020723122.1, XP_003401943.1, XP_012173425.1
OG0004356	XP_004925473.1	XP_003401833.1
OG0004357	XP_004921584.1	XP_003397970.1
OG0004358	NP_001037299.1, XP_037874153.1	XP_012169070.1
OG0004359	XP_004925255.1	XP_012172659.1
OG0004360	NP_001269152.1	XP_003395794.1
OG0004361	XP_004924614.1	XP_003398026.1
OG0004362	XP_012545769.1	XP_012172542.2
OG0004363	XP_004928927.1	XP_003399029.1
OG0004364	NP_001037102.1	XP_003402409.1
OG0004365	XP_004922522.1	XP_003400751.1
OG0004366	XP_004933534.1	XP_003393775.1
OG0004367	XP_037868832.1, XP_012550222.1	XP_003400984.1
OG0004368	XP_012553136.1	XP_012164304.1
OG0004369	XP_021203230.1, NP_001040390.1	XP_012164979.1
OG0004370	NP_001040275.1	XP_003393810.1
OG0004371	NP_001129357.1	XP_020723536.1
OG0004372	XP_004928871.1	XP_012174341.1
OG0004373	XP_004931816.1	XP_003394800.1
OG0004374	XP_004931896.1	XP_003401823.1
OG0004375	XP_004923828.1, XP_021202090.1	XP_003396220.1
OG0004376	XP_004930241.3	XP_003394466.1
OG0004377	XP_012547760.1	XP_003394298.1
OG0004378	NP_001296469.1	XP_003397144.1
OG0004379	XP_004925730.1	XP_003394482.1
OG0004380	XP_037867326.1, NP_001040229.1	XP_012163389.1
OG0004381	XP_004931120.1	XP_012168785.2
OG0004382	XP_037869285.1	XP_003399016.1
OG0004383	XP_037877691.1	XP_012173168.1
OG0004384	XP_004926239.1	XP_003395426.1
OG0004385	NP_001040538.1	XP_003401219.1
OG0004386	XP_004928867.1	XP_003401816.1
OG0004387	XP_004922580.1, XP_004922589.1	XP_003401947.1
OG0004388	XP_012549974.1	XP_003393040.1
OG0004389	NP_001040186.1	XP_003395501.1
OG0004390	XP_037868814.1	XP_003395007.1
OG0004391	XP_037871984.1	XP_003396925.1
OG0004392	NP_001127741.1	XP_003396396.1
OG0004393	NP_001037105.1	XP_012169089.1
OG0004394	XP_012552792.1	XP_012167729.1
OG0004395	NP_001040356.1	XP_020719090.1
OG0004396	XP_037867106.1	XP_003398547.1
OG0004397	XP_012551911.1	XP_012171662.1
OG0004398	XP_004929393.1, NP_001170880.1	XP_003394823.1
OG0004400	XP_037872499.1	XP_003393868.1
OG0004401	XP_012552909.2	XP_003393047.1
OG0004402	NP_001040509.1, XP_012543996.1	XP_003403267.1
OG0004403	XP_012545483.1	XP_012173570.1
OG0004404	NP_001153659.1	XP_012164882.1
OG0004405	XP_037869481.1	XP_003394664.1
OG0004406	XP_037869513.1	XP_012167726.1
OG0004407	NP_001127727.1, XP_037877636.1, XP_004929240.1	XP_012173784.1
OG0004409	XP_004926345.2	XP_012172345.2
OG0004410	XP_004933293.1	XP_003394061.1, XP_020723983.1
OG0004411	XP_004933256.1, XP_037876327.1	XP_012175016.1, XP_012175017.1
OG0004412	NP_001040148.1	XP_012168564.1, XP_003398662.1
OG0004413	NP_001128236.1	XP_020724174.1
OG0004414	XP_037869727.1	XP_003398344.1
OG0004415	XP_004923584.2, XP_037867690.1	XP_003397617.1
OG0004416	XP_004931870.1	XP_012164875.2
OG0004417	XP_004922278.1	XP_003393491.1
OG0004418	XP_004933565.1	XP_003397443.3
OG0004419	XP_012550117.2, XP_021206649.1	XP_012166496.1
OG0004420	XP_004925324.1	XP_012163228.1
OG0004421	XP_004925566.1	XP_020722093.1
OG0004422	XP_004928435.1	XP_012167586.1
OG0004423	XP_012549290.1	XP_003398652.1
OG0004424	NP_001157386.1, XP_012545026.1	XP_003401450.1
OG0004425	XP_004926812.1	XP_020719094.1
OG0004426	XP_004930472.2	XP_020718942.1
OG0004427	XP_004924406.1	XP_012174662.1
OG0004428	NP_001129356.1	XP_003398526.1
OG0004429	XP_004925622.1	XP_003396185.1
OG0004430	XP_004928252.2	XP_012167421.1
OG0004431	XP_004922106.1	XP_012172226.1, XP_012172227.1
OG0004432	XP_004932553.1	XP_003401931.1
OG0004433	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1	XP_012164130.1
OG0004434	XP_021204518.1	XP_012172151.1
OG0004436	NP_001138799.1, XP_012547715.1	XP_003394291.1
OG0004437	XP_037875079.1	XP_003401779.1
OG0004438	XP_021207788.2	XP_003400824.1
OG0004439	NP_001266353.1, XP_021207445.2	XP_003398644.2
OG0004440	NP_001037602.1	XP_003400822.1
OG0004441	NP_001093308.1, XP_012550230.1	XP_012167114.2
OG0004442	XP_004932564.1	XP_003394751.1, XP_003394752.1
OG0004443	XP_037871924.1, XP_037871925.1	XP_003394970.1
OG0004444	XP_004929444.1	XP_012163354.1
OG0004445	NP_001106224.1, XP_021207530.1	XP_003394612.1
OG0004446	XP_004922901.1	XP_012166289.1
OG0004447	XP_037868292.1	XP_003397643.1
OG0004448	XP_004928620.1	XP_012170065.2
OG0004449	XP_012545915.2	XP_012168492.1
OG0004450	XP_012546120.1, XP_012546119.1, XP_021203885.1	XP_003402205.1
OG0004451	XP_004925914.2	XP_012167887.1
OG0004452	NP_001166808.1	XP_020723173.1
OG0004453	NP_001136085.1	XP_012175727.1, XP_012175728.1
OG0004454	XP_037871803.1	XP_012168319.1
OG0004455	XP_021202583.2	XP_003395819.1
OG0004457	XP_004929281.1	XP_012171317.1
OG0004458	XP_004926768.1	XP_012173853.1
OG0004459	XP_004929750.1	XP_012169522.1
OG0004460	XP_037868050.1	XP_012163332.1
OG0004461	XP_004932074.2	XP_003396547.2
OG0004462	XP_037868896.1	XP_020721576.1
OG0004463	XP_037867166.1	XP_003393165.1
OG0004464	XP_012548904.1	XP_020719647.1, XP_020719644.1
OG0004465	XP_004922073.1	XP_003392894.1
OG0004466	XP_021206330.1, XP_004922393.1	XP_012167697.1, XP_003393396.1
OG0004467	XP_004924429.2	XP_012176391.1
OG0004468	XP_004930943.1	XP_020724294.1
OG0004469	XP_021205574.2	XP_012169662.1
OG0004470	XP_004923758.2	XP_003397263.1
OG0004471	XP_021208505.1, NP_001040146.1	XP_012164402.1
OG0004472	XP_004927286.1	XP_003402457.1
OG0004473	XP_004923352.2	XP_003398253.3
OG0004474	XP_012551241.2	XP_020722257.1
OG0004475	XP_021204191.1	XP_012166225.1
OG0004476	XP_012552109.1	XP_020721126.1, XP_003399030.1
OG0004478	XP_004927741.2	XP_012164790.1
OG0004479	XP_004928540.2	XP_003394101.1
OG0004480	XP_004926613.2, XP_037877374.1	XP_003395111.1
OG0004481	XP_037871521.1, NP_001037015.1	XP_020723308.1
OG0004482	NP_001040514.1	XP_003395431.1
OG0004483	XP_004931686.2	XP_003399380.1
OG0004484	XP_012550143.1	XP_003402004.1
OG0004485	XP_037869915.1	XP_012164777.1
OG0004486	NP_001296544.1	XP_012164072.2
OG0004487	XP_021205891.1	XP_012173892.1
OG0004490	XP_021203669.1	XP_003393621.1
OG0004491	XP_004931937.1	XP_003394605.1
OG0004492	XP_004927204.2	XP_003396839.1
OG0004493	XP_004922061.3	XP_003399155.1
OG0004494	NP_001040545.1, XP_037872570.1	XP_012168199.1
OG0004495	XP_004932393.1	XP_012166796.1
OG0004496	XP_037868699.1	XP_003400604.1
OG0004497	XP_037870498.1	XP_020723428.1, XP_012174229.1, XP_012174396.2
OG0004498	XP_004931902.2	XP_003398574.1
OG0004499	XP_012547044.2	XP_012172349.1
OG0004500	XP_004923356.1, XP_037876238.1	XP_012172237.1, XP_020722460.1
OG0004501	XP_012549502.2	XP_020721768.1
OG0004502	XP_004924030.1	XP_003397351.1
OG0004503	XP_004930888.2	XP_012164114.1
OG0004504	XP_037869269.1, XP_012549535.1	XP_020721175.1
OG0004505	XP_037871579.1	XP_020724224.1
OG0004506	XP_021206434.2	XP_003401933.1
OG0004507	XP_012551824.2, NP_001040548.1	XP_003393217.1
OG0004508	XP_004921717.1	XP_003398937.1
OG0004509	XP_012544620.2	XP_003396433.2
OG0004510	XP_037868142.1	XP_020722646.1
OG0004511	XP_004926798.1	XP_012163484.2
OG0004512	XP_037867183.1	XP_003402160.1
OG0004513	XP_004925974.1	XP_020720648.1, XP_012167819.1
OG0004514	XP_004924190.1	XP_012165117.1
OG0004515	XP_004928585.1	XP_003394344.1
OG0004516	XP_037877318.1, XP_037871723.1	XP_012166134.1
OG0004517	XP_021204138.1	XP_003402705.1
OG0004518	XP_037874751.1	XP_012172894.1
OG0004519	XP_037876118.1, NP_001036900.1	XP_003398952.1
OG0004520	XP_004930185.1, XP_004930184.1, XP_004930183.1	XP_003398542.1
OG0004521	NP_001166283.1, XP_037874249.1	XP_003396102.1
OG0004522	XP_012550146.1	XP_020719399.1
OG0004523	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1	XP_012169417.1
OG0004524	XP_037868919.1	XP_012171808.1
OG0004525	XP_012549849.2	XP_012170403.1, XP_003399800.1
OG0004527	XP_037877355.1	XP_003394474.1
OG0004528	NP_001091810.1	XP_020722717.1
OG0004529	XP_037867115.1	XP_003401346.1
OG0004530	XP_004929406.1	XP_012174106.1
OG0004531	XP_037871728.1	XP_012167216.2, XP_012166370.1
OG0004532	XP_004925125.1	XP_020722896.1
OG0004533	XP_004927924.1	XP_003403046.1
OG0004534	XP_037877609.1	XP_012176113.1
OG0004535	XP_004923114.2	XP_003394035.1
OG0004536	NP_001093276.1	XP_003398400.1
OG0004537	XP_037867597.1	XP_012174040.1, XP_012174039.1, XP_020723367.1
OG0004538	XP_004927885.1, XP_037870948.1	XP_003402672.1
OG0004539	XP_004921572.1	XP_003394201.1
OG0004540	XP_004925261.1	XP_003399616.1
OG0004542	XP_037869561.1, NP_001037009.1	XP_012174613.1
OG0004543	XP_012548030.1	XP_003396949.1
OG0004544	XP_004924603.1	XP_003395602.1
OG0004545	XP_004925979.1	XP_003399816.1
OG0004546	XP_037872933.1	XP_003394421.1
OG0004547	XP_012545466.1, XP_021203391.1, XP_021203392.1	XP_003395409.2
OG0004548	NP_001041678.1, XP_037874643.1	XP_003394415.1
OG0004549	XP_004921859.1	XP_012163995.1
OG0004550	XP_037875309.1	XP_012170297.1
OG0004551	XP_004930352.1	XP_012174946.1
OG0004552	XP_004922110.2	XP_003397163.1
OG0004553	XP_037877807.1	XP_003397888.1
OG0004554	XP_021202751.1	XP_012170723.1
OG0004555	XP_004926997.1	XP_012164098.1
OG0004556	XP_004925803.1	XP_020720467.1
OG0004557	XP_037876725.1	XP_012175593.2
OG0004558	XP_004928427.1	XP_003397783.1
OG0004559	XP_004931495.1	XP_003398860.1
OG0004560	XP_021207502.1, XP_012550797.1, XP_012550795.1	XP_003401714.1
OG0004561	NP_001040132.1	XP_003398896.1
OG0004563	XP_004926318.1	XP_003394113.1
OG0004564	XP_004927446.1	XP_003397024.1
OG0004565	XP_004926267.1	XP_003393594.1
OG0004566	NP_001040367.1	XP_003398731.1
OG0004567	XP_004925491.1	XP_003392954.1
OG0004568	XP_037867040.1	XP_003397432.1
OG0004569	XP_004926257.1	XP_003398560.1
OG0004570	NP_001188366.1	XP_012170944.1
OG0004571	XP_004928163.3	XP_012168154.2
OG0004572	NP_001138798.1, XP_037877641.1	XP_012163109.1
OG0004573	XP_012547105.2, NP_001037168.1	XP_003397165.1
OG0004574	XP_004933022.1	XP_003396121.1
OG0004575	XP_037866637.1	XP_003400106.1
OG0004576	XP_037877751.1	XP_003402247.1, XP_003402246.1
OG0004577	XP_012551976.2	XP_012169937.1
OG0004578	XP_004921881.1	XP_012163963.1
OG0004579	XP_004925321.1	XP_012165043.1
OG0004580	XP_004932500.1, XP_004932501.1	XP_012168828.1
OG0004581	XP_004929151.1	XP_020723627.1
OG0004582	XP_004929851.1	XP_012170622.1
OG0004583	XP_037872882.1	XP_003401034.1
OG0004584	XP_004925134.1	XP_003401273.1
OG0004585	XP_037866826.1	XP_003396941.1
OG0004586	XP_004924673.1	XP_003403342.1
OG0004587	NP_001040251.1	XP_003398832.1
OG0004588	NP_001166192.1, XP_037876455.1	XP_003394010.1
OG0004589	XP_021202871.1	XP_003395810.2
OG0004590	XP_004922675.1	XP_003402675.1
OG0004591	XP_037875340.1	XP_020721927.1
OG0004592	NP_001040336.1	XP_003401313.1
OG0004593	XP_021207989.1	XP_003396342.3
OG0004594	XP_012550505.1	XP_003395292.1
OG0004595	XP_012546295.1	XP_003396417.1
OG0004597	XP_004930913.2	XP_012169018.1
OG0004598	XP_004930112.1	XP_003399715.1
OG0004599	NP_001296491.1	XP_003403161.1
OG0004600	XP_012551106.1	XP_020720290.1
OG0004601	XP_012546519.1, NP_001182381.1	XP_003403028.2
OG0004602	NP_001037440.1	XP_003398520.1
OG0004603	NP_001104824.1, XP_021203290.2	XP_012170669.1
OG0004604	XP_004924511.1	XP_003395470.1
OG0004605	XP_004931787.1	XP_003399313.1
OG0004606	XP_012545772.2	XP_012169558.1
OG0004607	XP_004931702.1	XP_012175393.1
OG0004608	XP_012550134.2	XP_003395169.1
OG0004609	XP_037868321.1, XP_037868322.1	XP_012169665.1
OG0004610	XP_004928400.1	XP_003397859.1
OG0004611	XP_004933693.1	XP_003396689.1
OG0004612	XP_004921597.1	XP_003395276.1
OG0004613	XP_004931325.1	XP_003402590.1
OG0004614	XP_004929280.1	XP_003402821.2
OG0004615	XP_004933640.1	XP_012165588.1
OG0004616	XP_012547208.1	XP_003394081.1
OG0004617	XP_037872778.1	XP_003399190.1
OG0004618	XP_037875815.1, XP_004926355.1	XP_012166069.1
OG0004619	XP_004932921.2	XP_003397402.1
OG0004620	XP_004930415.2	XP_003394260.1
OG0004621	XP_004929426.1	XP_003395073.1
OG0004622	XP_037868818.1	XP_012171475.1, XP_012171472.1
OG0004623	XP_012544915.1	XP_012164752.1
OG0004624	NP_001040469.1	XP_003398796.1
OG0004625	XP_037875325.1	XP_012174372.1
OG0004626	XP_004927305.2	XP_012174197.1
OG0004627	XP_004932992.1, XP_037869738.1	XP_003398175.1
OG0004628	XP_004927872.1	XP_012167519.1
OG0004629	NP_001037526.1, XP_012551823.1	XP_012171014.1
OG0004630	XP_021204623.2	XP_003398385.1
OG0004631	XP_021205533.2	XP_003398738.1
OG0004632	XP_004923452.1	XP_003396306.1
OG0004633	NP_001037404.1	XP_003393296.1
OG0004634	XP_037873115.1	XP_003399114.1
OG0004635	XP_037866953.1	XP_003398205.1
OG0004636	XP_004931203.1	XP_012163494.1
OG0004637	XP_037868401.1	XP_012164571.1
OG0004638	XP_004928530.2	XP_003394345.1
OG0004639	XP_004929402.1	XP_003394977.1
OG0004640	XP_004926904.1	XP_020723628.1
OG0004641	XP_004932144.1	XP_003403112.1
OG0004642	XP_012548091.1	XP_012166262.2
OG0004643	XP_037870577.1	XP_012163147.1
OG0004644	XP_004925206.2	XP_012172671.1
OG0004645	XP_037870819.1, NP_001037012.1	XP_020724053.1
OG0004646	XP_037874669.1	XP_003399476.1
OG0004647	XP_037876591.1	XP_012172305.1
OG0004648	XP_037870169.1	XP_003393264.1
OG0004649	XP_037866751.1, NP_001040227.1	XP_003395735.1
OG0004650	XP_004930999.2	XP_003392932.1
OG0004651	XP_037876247.1	XP_020718966.1
OG0004653	XP_021205684.1	XP_003402869.1
OG0004654	XP_037875758.1	XP_003401206.1
OG0004655	XP_004924216.1	XP_012169299.2
OG0004656	XP_012549467.2	XP_020719250.1
OG0004657	XP_004924488.1	XP_003401998.3
OG0004659	XP_021202444.2	XP_012171311.1
OG0004660	XP_004929810.1	XP_003396664.2
OG0004661	XP_021207147.1	XP_003396681.1
OG0004662	XP_037876229.1	XP_003395299.2
OG0004663	XP_012547303.1, NP_001037129.1	XP_003401125.1
OG0004664	XP_004926209.1	XP_003402207.2
OG0004665	XP_037874308.1, XP_037874310.1	XP_012171665.1
OG0004666	XP_037869579.1	XP_003396640.1, XP_003396639.1
OG0004667	NP_001243975.1, XP_037868624.1	XP_003399911.2
OG0004668	XP_004930620.1	XP_012169537.1
OG0004669	XP_021207398.1	XP_012164427.1
OG0004670	XP_021203994.1	XP_012174255.1, XP_012174253.1
OG0004671	NP_001040347.1	XP_012165485.1
OG0004672	XP_037871152.1	XP_012164898.1
OG0004673	XP_037877226.1, XP_037876753.1	XP_003400295.1
OG0004674	XP_012549762.2	XP_012172580.1
OG0004675	NP_001040230.1	XP_003393574.1
OG0004676	XP_004931827.1	XP_020721566.1
OG0004677	XP_012549073.1	XP_012165433.1
OG0004678	XP_004923948.1	XP_003399711.1
OG0004679	XP_004925897.2, XP_012548045.2	XP_020719461.1
OG0004680	XP_037868635.1	XP_012169598.1
OG0004681	XP_021207044.1, XP_021207046.1	XP_003395059.1
OG0004682	XP_004926296.1	XP_003402823.1
OG0004683	XP_004924553.1	XP_003395526.1, XP_012163920.1, XP_012163919.1
OG0004684	XP_004924202.2	XP_012167858.1
OG0004685	XP_004931967.1	XP_003401894.1
OG0004686	XP_037877739.1	XP_003402095.1
OG0004687	NP_001296503.1, XP_012544872.2	XP_020718979.1
OG0004688	XP_004930876.1	XP_003394484.1
OG0004689	XP_004930900.1	XP_003397455.1
OG0004690	XP_021207002.1	XP_003394772.1, XP_020718516.1
OG0004691	XP_037873314.1	XP_003403273.2, XP_020722239.1
OG0004692	XP_021204075.1	XP_003402392.2, XP_012171211.1
OG0004693	XP_004933121.2	XP_003392902.2
OG0004694	XP_037868643.1	XP_003403197.1
OG0004695	XP_004925425.1	XP_012173776.1
OG0004696	XP_021203454.2	XP_003397571.1
OG0004697	XP_037872985.1	XP_003393472.1
OG0004699	XP_004928467.1	XP_003398259.1
OG0004700	XP_004921618.1	XP_012163975.1
OG0004701	XP_037867019.1	XP_012173969.1
OG0004702	XP_004927801.1	XP_012172173.1
OG0004703	XP_037871940.1	XP_020723090.1
OG0004704	XP_004928434.1	XP_012168193.1
OG0004705	XP_004929708.2	XP_003402320.1
OG0004706	XP_004925316.1	XP_003396475.1
OG0004707	XP_004930964.2	XP_003395644.1
OG0004708	XP_037866810.1	XP_012163928.1
OG0004710	XP_004932084.1	XP_012164453.1
OG0004711	XP_012551229.1	XP_003399158.1
OG0004712	XP_037868255.1	XP_012166980.1
OG0004713	XP_004926894.3	XP_003397012.1
OG0004714	XP_004926571.1	XP_012167813.1
OG0004715	XP_004922137.1	XP_003401577.1
OG0004716	NP_001093297.1	NP_001295236.1
OG0004717	XP_004928295.1, XP_004927863.1	XP_012164933.1
OG0004718	XP_004925713.1	XP_020722377.1
OG0004719	XP_037869403.1	XP_012175985.1
OG0004720	XP_037867410.1	XP_012175450.1
OG0004721	XP_004924414.3, XP_021202487.1, XP_021202488.1	XP_012169221.2
OG0004722	NP_001040269.1	XP_003395174.1
OG0004723	XP_037871498.1, NP_001243912.1	XP_012176212.1
OG0004724	NP_001040163.1, XP_012548073.1	XP_020719751.1
OG0004725	XP_037869726.1	XP_012168442.1
OG0004726	NP_001037345.1	XP_012166347.1
OG0004727	XP_012546649.1	XP_012174971.1
OG0004728	XP_037867449.1	XP_003402118.1
OG0004729	XP_004924552.1	XP_012164403.2
OG0004730	XP_037872588.1	XP_012171624.1
OG0004731	XP_004924624.1	XP_003395741.1
OG0004732	XP_037869105.1	XP_003401099.1
OG0004733	XP_012553114.1	XP_012173484.1
OG0004734	XP_004931592.1	XP_012170290.1
OG0004735	NP_001108115.1	XP_012171019.1
OG0004736	XP_004923797.2, XP_037871451.1	XP_012163070.1
OG0004738	XP_004930437.2, XP_037869286.1	XP_012176411.1, XP_012176410.1, XP_012176412.1, XP_020724384.1
OG0004739	XP_021202435.2	XP_012166354.1, XP_012166355.1
OG0004740	XP_004932179.1	XP_012173750.1
OG0004741	NP_001166866.1, XP_021204666.2	XP_012169855.1
OG0004742	XP_004924330.3, XP_021202411.1	XP_012175818.1
OG0004743	XP_004924798.1	XP_020724141.1
OG0004744	XP_004926756.2, XP_004926747.1, XP_021204031.1	XP_012168931.1
OG0004745	XP_037866647.1	XP_020718567.1
OG0004746	XP_004921789.1	XP_003395767.1
OG0004747	XP_037875369.1	XP_012171688.1
OG0004750	XP_004930557.1	XP_003398605.1
OG0004751	XP_012544089.1	XP_003400148.1
OG0004752	XP_021203966.1	XP_020723855.1
OG0004753	XP_037867534.1	XP_003401747.1
OG0004754	XP_037868778.1	XP_003401453.1
OG0004755	XP_004932637.2	XP_003393508.1
OG0004756	XP_012549843.2	XP_003394040.1
