Orthogroup	Bombyx_mori	Tribolium_castaneum
OG0004630	XP_021204623.2	XP_008197176.1
OG0004631	XP_021205533.2	XP_008191971.1
OG0004632	XP_004923452.1	XP_015837611.1
OG0004633	NP_001037404.1	XP_969967.1
OG0004634	XP_037873115.1	XP_008192347.1
OG0004635	XP_037866953.1	XP_968007.2
OG0004636	XP_004931203.1	XP_970426.1
OG0004637	XP_037868401.1	XP_015834061.1
OG0004639	XP_004929402.1	XP_975277.1
OG0004640	XP_004926904.1	XP_008194883.1
OG0004641	XP_004932144.1	XP_970985.1
OG0004642	XP_012548091.1	XP_008199537.1
OG0004643	XP_037870577.1	XP_008201026.1
OG0004644	XP_004925206.2	XP_973387.1
OG0004645	XP_037870819.1, NP_001037012.1	XP_015837105.1
OG0004646	XP_037874669.1	XP_971306.1
OG0004647	XP_037876591.1	XP_974800.1
OG0004648	XP_037870169.1	XP_015834078.1
OG0004649	XP_037866751.1, NP_001040227.1	XP_008190892.1
OG0004650	XP_004930999.2	XP_972526.2
OG0004651	XP_037876247.1	XP_015837293.1
OG0004653	XP_021205684.1	XP_008198265.1
OG0004654	XP_037875758.1	XP_971898.1
OG0004655	XP_004924216.1	XP_015838399.1
OG0004656	XP_012549467.2	XP_015840067.1
OG0004657	XP_004924488.1	XP_008196324.1
OG0004658	XP_004932855.1	XP_015833404.1
OG0004659	XP_021202444.2	XP_008193793.1, XP_008193792.1
OG0004660	XP_004929810.1	XP_967163.1, XP_008196887.1
OG0004661	XP_021207147.1	XP_008190992.1
OG0004662	XP_037876229.1	XP_008195589.2
OG0004663	XP_012547303.1, NP_001037129.1	XP_008194306.1
OG0004664	XP_004926209.1	XP_015833246.1, NP_001280493.1
OG0004665	XP_037874308.1, XP_037874310.1	XP_008194796.1, XP_971403.3
OG0004666	XP_037869579.1	XP_015833520.1
OG0004667	NP_001243975.1, XP_037868624.1	XP_008198552.1
OG0004668	XP_004930620.1	XP_008201354.1
OG0004669	XP_021207398.1	XP_975792.1
OG0004670	XP_021203994.1	XP_974004.1
OG0004671	NP_001040347.1	XP_008197386.1, XP_975591.1
OG0004673	XP_037877226.1, XP_037876753.1	XP_008194645.1
OG0004674	XP_012549762.2	XP_008201295.1
OG0004675	NP_001040230.1	XP_971518.1, XP_015834496.1
OG0004676	XP_004931827.1	XP_966825.1, XP_008201674.1
OG0004677	XP_012549073.1	XP_967250.1
OG0004678	XP_004923948.1	XP_973511.1
OG0004679	XP_004925897.2, XP_012548045.2	XP_008196689.2, XP_008196688.2
OG0004680	XP_037868635.1	XP_970818.1
OG0004681	XP_021207044.1, XP_021207046.1	XP_975668.1
OG0004682	XP_004926296.1	XP_974000.1
OG0004683	XP_004924553.1	XP_966926.1
OG0004684	XP_004924202.2	XP_015836848.1
OG0004685	XP_004931967.1	XP_969282.1
OG0004686	XP_037877739.1	XP_973628.2
OG0004687	NP_001296503.1, XP_012544872.2	XP_969201.1
OG0004688	XP_004930876.1	XP_008199565.1
OG0004689	XP_004930900.1	NP_001164134.1
OG0004690	XP_021207002.1	XP_008200625.1
OG0004691	XP_037873314.1	XP_008194984.1
OG0004692	XP_021204075.1	XP_966819.1
OG0004693	XP_004933121.2	XP_975006.1
OG0004694	XP_037868643.1	XP_015840940.1
OG0004695	XP_004925425.1	XP_969902.1
OG0004696	XP_021203454.2	XP_008193858.1
OG0004699	XP_004928467.1	XP_015835523.1
OG0004700	XP_004921618.1	XP_973680.3
OG0004701	XP_037867019.1	XP_971673.1
OG0004702	XP_004927801.1	XP_974709.1
OG0004705	XP_004929708.2	XP_968950.1
OG0004706	XP_004925316.1	XP_972871.1
OG0004707	XP_004930964.2	XP_972710.1
OG0004708	XP_037866810.1	XP_015833601.1, XP_008195994.2
OG0004710	XP_004932084.1	XP_967370.2
OG0004711	XP_012551229.1	XP_015833615.1, XP_008191127.1
OG0004712	XP_037868255.1	XP_008196506.1
OG0004713	XP_004926894.3	XP_968908.2
OG0004715	XP_004922137.1	XP_008199648.1
OG0004716	NP_001093297.1	XP_973437.1
OG0004717	XP_004928295.1, XP_004927863.1	XP_968340.1
OG0004718	XP_004925713.1	XP_008194638.1
OG0004719	XP_037869403.1	XP_008198211.1
OG0004720	XP_037867410.1	XP_008201220.1
OG0004721	XP_004924414.3, XP_021202487.1, XP_021202488.1	XP_008199813.2
OG0004722	NP_001040269.1	XP_974471.1
OG0004723	XP_037871498.1, NP_001243912.1	XP_008201625.1
OG0004724	NP_001040163.1, XP_012548073.1	XP_001811736.2
OG0004725	XP_037869726.1	XP_008190595.1, XP_015832960.1
OG0004726	NP_001037345.1	XP_974492.1
OG0004727	XP_012546649.1	XP_008199606.1
OG0004728	XP_037867449.1	XP_969105.1
OG0004729	XP_004924552.1	XP_971165.2
OG0004730	XP_037872588.1	XP_015838367.1
OG0004731	XP_004924624.1	XP_972904.1
OG0004732	XP_037869105.1	XP_015834292.1
OG0004733	XP_012553114.1	XP_971407.1
OG0004735	NP_001108115.1	XP_973304.1
OG0004736	XP_004923797.2, XP_037871451.1	NP_001161228.1
OG0004738	XP_004930437.2, XP_037869286.1	XP_015838212.1
OG0004739	XP_021202435.2	XP_008195182.1
OG0004740	XP_004932179.1	XP_970262.1
OG0004741	NP_001166866.1, XP_021204666.2	XP_008192139.1
OG0004742	XP_004924330.3, XP_021202411.1	XP_015839986.1, XP_015840970.1, XP_015840964.1, XP_015840965.1
OG0004743	XP_004924798.1	XP_970729.1, XP_008193560.1, XP_008193561.1
OG0004744	XP_004926756.2, XP_004926747.1, XP_021204031.1	XP_969307.1
OG0004745	XP_037866647.1	XP_001814851.2
OG0004746	XP_004921789.1	XP_008197055.2
OG0004747	XP_037875369.1	XP_015837260.1
OG0004750	XP_004930557.1	XP_972823.3
OG0004751	XP_012544089.1	XP_970398.1
OG0004752	XP_021203966.1	XP_975461.1
OG0004753	XP_037867534.1	XP_973851.1, XP_015835834.1
OG0004754	XP_037868778.1	XP_973319.1
OG0004755	XP_004932637.2	XP_967374.1
OG0004756	XP_012549843.2	XP_969608.1
OG0004757	XP_037868893.1	XP_969240.1
OG0004758	NP_001037360.1, XP_012550459.1	XP_970109.1
OG0004760	NP_001093295.1	XP_972604.2, XP_008199576.1
OG0004761	XP_004931798.1	XP_008194983.1
OG0004762	XP_037873206.1	XP_015834498.1
OG0004763	XP_012550994.3	XP_975243.2
OG0004764	NP_001036845.1	XP_969639.1
OG0004765	XP_004927750.2	XP_008194223.1
OG0004766	XP_012553176.2	XP_008195783.1
OG0004767	XP_004927762.1	XP_968281.1
OG0004768	XP_021203910.2, XP_004926541.2	XP_015838647.1
OG0004769	XP_037866460.1	XP_008201319.1
OG0004770	XP_037875235.1	XP_008190552.1, XP_008190553.1
OG0004771	XP_037875057.1	XP_969760.1
OG0004772	XP_012547994.1	XP_008193694.1
OG0004773	XP_004929716.1	XP_008201029.1
OG0004774	XP_037870799.1	XP_972452.1
OG0004775	NP_001040507.1, XP_037869570.1	NP_001153710.1
OG0004778	XP_037870922.1	XP_015834771.1
OG0004779	XP_004924616.1	XP_970366.3
OG0004780	XP_037875096.1	XP_015837773.1
OG0004781	XP_004927181.1	XP_008191257.1
OG0004782	XP_004931158.1	XP_008194744.1
OG0004783	NP_001266291.1	XP_008190419.1
OG0004784	XP_004924716.1	XP_008199534.1
OG0004785	XP_004933043.1	XP_008193506.1, XP_008193507.1
OG0004786	XP_012547398.1, XP_004927882.1	XP_975202.1, XP_008191921.1
OG0004787	XP_004930689.1, XP_004930690.1	XP_008196774.1
OG0004788	XP_004933037.1	XP_966752.2
OG0004789	XP_012548141.3	XP_015836501.1
OG0004790	XP_021202923.1	XP_008193417.2
OG0004791	XP_037874713.1	XP_973245.1
OG0004792	XP_021207160.2	XP_970648.1
OG0004794	XP_004923208.2	XP_008200245.1
OG0004795	XP_037867954.1	XP_015839842.1
OG0004796	XP_037869821.1, XP_037869823.1, XP_037869822.1	XP_008193397.1
OG0004797	XP_012548145.1, XP_012548142.1	XP_966386.1
OG0004799	XP_004925444.1	XP_966978.1
OG0004800	XP_004924846.1	XP_001811587.1, XP_015838699.1, XP_966343.1
OG0004801	XP_004929500.1	XP_967941.2
OG0004802	XP_012549806.2, XP_037875433.1	XP_008194982.2
OG0004803	XP_012548414.1	XP_015835931.1
OG0004804	XP_004929817.1	XP_008200086.1
OG0004805	XP_037869677.1	XP_015833562.1
OG0004806	XP_004928405.1	XP_008192696.1
OG0004807	NP_001040157.1	XP_008198181.1, XP_967687.1, XP_008190455.1, XP_015839065.1
OG0004808	XP_012544032.1, XP_037868885.1	XP_975183.2
OG0004809	XP_004929375.2	XP_008194409.1
OG0004810	XP_012550082.2	XP_015837392.1
OG0004811	XP_021203989.2, XP_021203986.2	XP_015838240.1
OG0004812	XP_012551041.1	XP_008197008.1, XP_015838325.1
OG0004813	XP_004929405.1	XP_966461.1
OG0004814	XP_004923825.1	XP_015840526.1
OG0004815	NP_001127733.1, XP_037866913.1	XP_008193265.1
OG0004817	XP_037876135.1	XP_015836999.1
OG0004818	XP_004921835.2	XP_015837346.1
OG0004819	XP_037875649.1	NP_001164147.1, XP_008200861.1
OG0004820	NP_001040381.1	XP_967802.1
OG0004822	XP_012544661.1, NP_001245293.1	XP_008197930.1, NP_001164116.1, XP_973679.2
OG0004823	XP_037871149.1	XP_008192546.1
OG0004824	XP_037866845.1	XP_008193421.1, XP_008193423.1
OG0004825	XP_004927545.1	XP_008191884.2
OG0004826	XP_004926344.1	XP_973107.1
OG0004827	XP_004933709.1	XP_008194074.1
OG0004828	XP_021202614.1	XP_015836056.1
OG0004829	XP_037868338.1, XP_037868339.1	XP_972704.1
OG0004831	NP_001188511.1, XP_012548538.1	XP_008201566.1
OG0004833	XP_037872196.1	XP_008198150.1
OG0004835	XP_004929303.2, XP_037866601.1, XP_012548378.2	XP_008193665.1
OG0004836	XP_037872058.1	XP_008191141.1
OG0004837	XP_037877672.1	XP_008192953.1
OG0004838	XP_037866636.1	XP_001814936.2
OG0004839	XP_021203027.2	XP_008198778.1
OG0004840	XP_012551340.1, NP_001036856.2	XP_973094.1, XP_015839245.1
OG0004841	NP_001139724.1, XP_012551191.1	XP_008197286.1
OG0004842	XP_021206436.2	XP_015839035.1, XP_008198101.1, XP_008198103.1
OG0004843	NP_001108473.1	XP_970300.1
OG0004844	XP_004921694.1	XP_008197881.1
OG0004845	XP_037872712.1	XP_969831.1
OG0004846	XP_037868146.1	XP_015840976.1
OG0004847	XP_037876008.1	XP_015833064.1, XP_972006.3
OG0004848	XP_012545193.1	XP_969643.2
OG0004849	XP_037867420.1	XP_015836705.1, XP_015836704.1
OG0004850	XP_037868474.1	XP_015839202.1
OG0004851	XP_021206118.2	XP_015833504.1
OG0004852	XP_037869020.1	XP_969996.1
OG0004853	NP_001037528.2, XP_021205997.1	XP_008191373.1
OG0004855	XP_012548705.1	XP_971794.2
OG0004856	XP_037868636.1	XP_974217.2, XP_015840637.1
OG0004857	XP_037873277.1, XP_037873284.1	XP_008192769.1
OG0004858	XP_004921812.1	XP_973439.1
OG0004859	XP_037876603.1	XP_015839170.1
OG0004860	XP_004928383.3, XP_021205037.1	NP_001138950.1, XP_015834291.1
OG0004861	XP_037874282.1	XP_008199023.1
OG0004862	XP_004932310.1	XP_008197573.1
OG0004863	XP_004928550.1	XP_973486.1
OG0004864	XP_037869472.1, XP_037877467.1	XP_974391.1
OG0004865	XP_012546158.1, XP_037870507.1, XP_021203943.1, XP_012546148.1	XP_008196783.1
OG0004866	XP_037866854.1	XP_008200545.1, NP_001103739.1
OG0004867	XP_004931778.2	XP_008196751.1
OG0004868	XP_037867288.1	XP_015835518.1
OG0004869	XP_037876096.1	XP_971260.2
OG0004870	XP_037867366.1	XP_015839501.1, XP_015839478.1, XP_015839498.1
OG0004871	XP_037875093.1	XP_015840718.1
OG0004872	XP_037869254.1	XP_966431.1
OG0004873	XP_037872242.1	XP_015836321.1
OG0004874	XP_037870529.1	XP_015838654.1
OG0004875	XP_021208308.2, XP_004922781.3	XP_008195803.1
OG0004877	NP_001243915.1, XP_012547111.1	XP_972955.1
OG0004878	XP_004925546.1	XP_968050.1
OG0004879	XP_037871539.1, NP_001037444.1	XP_008200799.1
OG0004881	XP_037873027.1	XP_008191700.1, XP_008191699.1
OG0004882	XP_037876282.1	XP_015834321.1
OG0004884	XP_004930505.2	NP_001034280.2, XP_015838629.1
OG0004885	NP_001296484.1	XP_015837026.1
OG0004886	XP_004923167.1, XP_021209120.1	XP_969715.1
OG0004887	XP_004928782.1	XP_008200970.1
OG0004888	XP_004928865.1, XP_021205402.1	XP_008191994.1
OG0004889	NP_001040248.1	XP_015838674.1
OG0004890	XP_004925190.1	XP_967682.1
OG0004891	XP_004921839.1	XP_008193990.1, XP_008193991.1
OG0004892	XP_021203508.1	XP_015833664.1
OG0004893	XP_021202042.1, XP_004925469.1, XP_004925467.2	XP_015837711.1, XP_001808385.1, XP_015837720.1
OG0004894	NP_001093093.1	XP_008191465.1
OG0004897	XP_004931053.1	XP_001811996.1
OG0004898	NP_001037685.1	XP_008191803.1
OG0004899	XP_037866462.1	XP_008193873.1
OG0004900	XP_004928169.1	XP_966944.2, XP_008200412.1, XP_001807669.1
OG0004901	XP_012544856.2	XP_008195345.1, XP_008195344.1
OG0004902	XP_037875069.1	XP_971001.1
OG0004903	XP_004931802.2, XP_021207287.1, XP_021207285.1	XP_008196777.1
OG0004905	XP_012543799.1	XP_966538.2
OG0004906	XP_004929642.1	XP_008201561.1
OG0004907	XP_004927806.2	XP_015834474.1
OG0004908	XP_004923792.2, XP_037871361.1	XP_008196350.1
OG0004909	XP_004931695.1	XP_015837906.1, XP_008196480.1
OG0004910	XP_004930811.3	XP_008201680.1
OG0004911	XP_004926023.1	XP_008194464.1
OG0004912	XP_004932015.1	XP_015835196.1, NP_001034532.1
OG0004913	XP_004924158.1, XP_037875835.1, XP_037875834.1	XP_008191269.1
OG0004914	NP_001037670.1, XP_012546343.1	XP_015834665.1, XP_969323.1
OG0004916	XP_012549756.1	XP_972025.3
OG0004917	NP_001127744.1	XP_015835016.1, XP_972750.1
OG0004918	XP_021202291.1, XP_004924109.2	XP_015837633.1
OG0004919	XP_004924063.3	XP_967715.1
OG0004920	XP_012544472.1	XP_008196321.2
OG0004921	XP_021207905.1	XP_015840710.1, XP_015840709.1
OG0004922	XP_012543876.1, XP_037867031.1	XP_015833784.1, XP_008193475.1, XP_008193474.1, XP_008193473.1
OG0004923	XP_037868756.1, XP_012545044.2	XP_966362.3, XP_008198885.1
OG0004924	XP_012550715.1	XP_015835358.1, XP_971575.1, XP_008193044.1
OG0004925	XP_004931469.1	XP_008191440.1
OG0004926	XP_037872722.1	XP_015837005.1
OG0004927	XP_037871248.1	XP_015836930.1
OG0004928	XP_012551383.1, XP_021205184.1	XP_008199898.1
OG0004929	XP_012551900.1	XP_973406.1
OG0004930	XP_012543983.3	XP_972029.1
OG0004931	XP_004923175.2	XP_008190822.1
OG0004932	XP_021207229.1	XP_015833793.1
OG0004934	XP_037871513.1	XP_008195164.2
OG0004936	XP_004924637.2	XP_008197526.1
OG0004937	NP_001037177.1, XP_012551630.1	NP_001164123.1, XP_008197789.1
OG0004938	XP_037866781.1, XP_037866768.1	XP_008200608.1
OG0004939	XP_012549970.1	XP_001816010.2
OG0004941	XP_004923745.2	XP_015833263.1
OG0004942	XP_004928985.2	XP_967087.1
OG0004943	XP_004928265.1	XP_966902.2
OG0004944	NP_001036968.1	XP_008190299.1
OG0004945	XP_004923909.1	XP_008190439.1, XP_971620.2, XP_008190440.1
OG0004946	XP_004930173.1	XP_008201600.1, XP_008201601.1
OG0004947	XP_004924691.2	XP_008200458.1
OG0004949	NP_001040195.1	XP_008194475.1, XP_008194477.1
OG0004951	XP_021205251.2, XP_021205250.2	XP_008193897.1
OG0004954	XP_037866954.1, XP_037867055.1	XP_001812566.1
OG0004961	NP_001040513.1, XP_004931349.1, XP_012550297.1	XP_015836212.1, XP_008194505.1
OG0004964	XP_004928868.1	XP_008194787.1
OG0004967	XP_004927147.1	XP_008196782.1
OG0004968	XP_037869484.1	XP_008198518.1
OG0004976	XP_012547758.1, NP_001037239.1	XP_970626.1
OG0004977	XP_037875456.1	XP_015836320.1
OG0004978	NP_001037628.1	XP_970150.1
OG0004979	NP_001037540.1	XP_971117.1, XP_966314.3
OG0004980	NP_001040284.1	XP_971032.1
OG0004981	NP_001164652.1	XP_974357.1
OG0004982	NP_001040286.1	XP_975872.1
OG0004983	NP_001037225.1	XP_008194836.1
OG0004984	XP_037876602.1	XP_973514.1
OG0004985	NP_001166846.1	NP_001107650.1, XP_008197630.1
OG0004986	XP_004925789.1	XP_008195624.1
OG0004987	XP_004925270.1	XP_972100.1
OG0004988	NP_001038957.1	XP_008195878.1
OG0004989	XP_012551437.1	XP_973980.1
OG0004990	XP_037868342.1, XP_004932158.1	XP_015835544.1
OG0004991	XP_004932137.1, XP_004932143.1	XP_969319.1
OG0004992	XP_004927650.2	XP_971351.1
OG0004993	XP_004925440.1	XP_970250.1
OG0004994	NP_001040214.1	XP_008194348.1
OG0004995	NP_001040241.1	XP_970778.1
OG0004996	XP_037873550.1	XP_968456.1
OG0004997	NP_001040176.1	XP_967059.1
OG0004998	NP_001091764.1	XP_969719.1
OG0004999	NP_001040460.1	XP_015836360.1
OG0005000	NP_001040196.1	XP_973093.1
OG0005001	XP_004923441.1	XP_971865.1
OG0005002	NP_001040128.1, XP_021202368.1	XP_015836834.1
OG0005003	XP_004933669.1	XP_015835317.1
OG0005004	XP_004923348.2	XP_970313.1
OG0005005	NP_001093083.1	XP_967161.1
OG0005006	XP_012548758.1, NP_001040145.1	XP_974268.1
OG0005007	XP_004925822.1	XP_972333.1
OG0005008	NP_001165387.1, XP_012551053.1	XP_008200600.1, XP_972103.1
OG0005009	NP_001040260.1	XP_008192258.1, XP_966680.1
OG0005010	NP_001040200.1	XP_008192241.1
OG0005011	XP_004932218.1	XP_969208.1
OG0005012	XP_037868544.1, XP_037868543.1	XP_971702.2
OG0005013	XP_004922997.1	XP_969405.2
OG0005014	XP_004928899.1	XP_001814545.1
OG0005015	XP_012547119.1, NP_001040187.1	XP_008192278.1
OG0005016	NP_001037596.1	XP_971598.1
OG0005017	NP_001040528.1	XP_975647.3
OG0005018	NP_001037241.1	XP_970855.1
OG0005019	XP_004928945.1	XP_971220.3
OG0005020	NP_001040152.1, XP_037877271.1	XP_008197370.1
OG0005021	XP_004928317.1	XP_975383.3
OG0005022	NP_001040204.1	XP_969117.2
OG0005023	XP_012547004.1	XP_008195816.1
OG0005024	XP_004932085.1	XP_969842.1
OG0005025	NP_001136228.1	XP_008196400.1
OG0005026	XP_004923940.1	XP_008196610.1, XP_967838.1, XP_967998.1
OG0005027	XP_021208540.1	XP_008196354.1, XP_008196352.1
OG0005028	XP_037873598.1	XP_001810642.1
OG0005030	XP_021207937.2, NP_001164468.1	XP_015835739.1, XP_015835998.1
OG0005031	XP_021206918.1	XP_967283.1
OG0005032	XP_004923540.1	XP_008201355.1
OG0005033	XP_037869671.1, XP_004924938.1	XP_008199779.1
OG0005034	XP_004930989.1	XP_974829.1
OG0005036	XP_004926348.1	XP_967697.1
OG0005038	XP_004931329.1, NP_001106742.1	XP_968221.1
OG0005039	XP_004930475.1	XP_969797.1
OG0005040	XP_004926300.1	XP_967390.1
OG0005041	XP_004933401.1	XP_975533.1
OG0005042	XP_012545482.1	XP_967681.1
OG0005044	NP_001040536.1	XP_971003.1
OG0005045	XP_004922593.1	XP_975537.1
OG0005046	XP_004926548.2	XP_969355.1
OG0005047	XP_004923885.1	XP_970277.2
OG0005048	NP_001128388.1	XP_970680.1
OG0005049	XP_004931729.1, XP_037875119.1	XP_015837814.1, XP_008196199.1
OG0005050	NP_001040520.1, XP_012551417.1	XP_971205.1
OG0005051	XP_004928241.1	XP_971209.1
OG0005052	XP_004931105.1	NP_001165051.1, XP_008194855.1
OG0005053	NP_001040547.1	XP_008196372.1
OG0005054	XP_004928607.1	XP_968949.1
OG0005057	NP_001037221.1	XP_967375.1, XP_969190.1
OG0005058	XP_004926562.2	XP_008193760.1
OG0005059	XP_004933282.1	XP_974991.1
OG0005061	NP_001106743.1	XP_008200375.1
OG0005062	XP_004932466.2	XP_975597.1
OG0005063	XP_004933158.1	XP_971281.1
OG0005064	XP_004922277.1	XP_008194436.1
OG0005065	NP_001091809.1	XP_008196363.1
OG0005066	NP_001124342.1	XP_968572.1
OG0005068	NP_001040205.1	XP_008194720.1
OG0005069	NP_001157375.1	XP_001807705.1
OG0005070	XP_021203993.1, XP_021205072.2	XP_008193199.1
OG0005071	XP_004930191.1	XP_001813192.1
OG0005072	XP_037867972.1	XP_008200611.1
OG0005073	NP_001040389.1	XP_967879.1
OG0005074	XP_004928640.1	NP_001073568.1
OG0005075	NP_001040470.1	NP_001073569.1
OG0005076	XP_037867522.1, XP_037867524.1	XP_008191234.1
OG0005077	NP_001040429.1	XP_974905.1
OG0005078	XP_021207182.1	XP_969738.1
OG0005079	XP_004922895.1, NP_001040372.1	XP_975100.1
OG0005080	XP_004927753.1	XP_966634.1
OG0005081	XP_037866633.1, XP_037866634.1, XP_037866635.1	XP_974355.1
OG0005082	NP_001040404.1	XP_969739.1
OG0005083	XP_004932743.1	XP_967781.1
OG0005084	XP_037871730.1	XP_008198812.1
OG0005085	NP_001093300.1	XP_008190498.1
OG0005086	XP_004924306.1	XP_008195014.1
OG0005087	XP_021208413.1, XP_037873546.1	XP_970061.1
OG0005088	XP_004927912.1	XP_008201605.1
OG0005089	XP_004922386.1	XP_008191155.1
OG0005090	XP_037875275.1	XP_973135.2
OG0005091	XP_004922171.1	XP_008194817.1
OG0005092	XP_004928487.1	XP_973529.1
OG0005093	NP_001040477.1	NP_001164229.1
OG0005094	XP_004933163.1	XP_008196865.1
OG0005095	XP_004932822.1, XP_004932820.1	XP_015834250.1
OG0005096	XP_004922015.2	XP_015838175.1
OG0005097	XP_004927300.3, XP_037877356.1	XP_008196754.1
OG0005099	NP_001098690.1	XP_008201136.1
OG0005100	XP_004927505.1	XP_975157.1
OG0005102	XP_004928335.1, XP_012547688.1	XP_973456.3
OG0005103	XP_004931130.1	XP_968333.1
OG0005104	XP_004923023.1	XP_973571.1, XP_015839990.1
OG0005105	NP_001040408.1, XP_021203233.1	XP_971546.2
OG0005106	XP_037867322.1, XP_037874822.1	XP_968166.2
OG0005107	XP_004927841.1	XP_972667.1
OG0005108	NP_001040242.1	XP_974552.1
OG0005109	XP_004923550.1	XP_971321.1
OG0005110	XP_004922650.1	XP_966973.1
OG0005111	NP_001106143.1, XP_021204551.1	XP_970069.1
OG0005112	XP_037870023.1	XP_008193341.1
OG0005113	XP_004926039.1	XP_970798.1
OG0005114	XP_021206089.1	XP_015833499.1
OG0005115	XP_012544586.1	XP_008199677.1
OG0005115	XP_004926916.1	XP_015833383.1
OG0005116	XP_037866629.1, XP_004929291.1	XP_974018.1
OG0005117	XP_004921559.2	XP_008198416.2
OG0005118	XP_037877431.1	XP_008197442.1
OG0005119	XP_012544587.1	XP_008199676.1
OG0005120	XP_004930951.1	XP_008192929.1
OG0005121	XP_004923660.1	XP_967971.1
OG0005122	NP_001091828.1	XP_967844.1
OG0005123	NP_001037652.1	XP_967622.1
OG0005124	NP_001037008.1	XP_008198550.1
OG0005125	XP_004926446.1	XP_970542.1
OG0005126	XP_037876364.1	XP_975603.1
OG0005127	XP_004923349.1	XP_969127.1
OG0005128	XP_004929618.1	XP_008201558.1
OG0005129	XP_012544038.1	XP_015840244.1
OG0005130	NP_001040320.1, XP_021206183.1	XP_015840521.1
OG0005131	XP_021208116.1	XP_015839257.1
OG0005132	NP_001188361.1	XP_970564.1
OG0005133	XP_037873728.1	XP_008195511.1
OG0005134	XP_004925285.3	XP_015835812.1
OG0005135	XP_004924566.1	XP_015835765.1
OG0005136	XP_004929026.1	XP_001812052.1
OG0005137	XP_037872970.1, XP_037872856.1	XP_015838457.1
OG0005138	XP_004924177.1	XP_971716.1
OG0005139	XP_004928363.2	XP_966879.1
OG0005140	NP_001186538.1	XP_008193390.1
OG0005141	XP_004931204.1	XP_008201090.1
OG0005142	NP_001189463.1, XP_012551629.2	XP_008197819.1
OG0005143	XP_004927544.1	XP_973121.1
OG0005145	XP_012546307.1, XP_004926745.1	XP_975014.1
OG0005146	XP_037872988.1	XP_008196815.1
OG0005147	XP_004927861.1	XP_001814259.1
OG0005148	XP_004928204.2	XP_975324.1, XP_015834864.1, XP_015834863.1
OG0005149	XP_004931921.1, XP_012550794.1	XP_968628.1
OG0005150	XP_037872091.1	XP_973173.2
OG0005151	XP_012546956.2	XP_015836257.1
OG0005152	XP_037870527.1	XP_008198241.1
OG0005153	XP_004930354.2	XP_974769.2
OG0005154	XP_004925604.1	XP_971959.1
OG0005155	NP_001040348.1	XP_974503.1
OG0005156	XP_004924844.1	XP_968968.1
OG0005157	XP_004923672.2	XP_966352.1
OG0005158	XP_004933424.1	XP_974589.2
OG0005159	XP_021206741.2	XP_008196152.1
OG0005160	XP_004929712.1	XP_973604.1
OG0005161	XP_037866494.1	XP_008193853.1
