Orthogroup	Bombyx_mori	Solenopsis_invicta
OG0003171	NP_001296547.1, XP_037872560.1, XP_012545562.1, NP_001266377.1	XP_011164528.2
OG0003172	NP_001184180.1, XP_037873785.1	NP_001291525.1
OG0003173	XP_004932362.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	XP_004924908.2	XP_011162525.2
OG0003175	NP_001233147.1	XP_039315715.1
OG0003176	XP_037872956.1	XP_039312298.1, XP_039312299.1
OG0003177	XP_004929411.1	XP_011162481.2
OG0003178	XP_012550047.1	XP_011168188.1
OG0003179	XP_037871470.1	XP_025992516.1
OG0003180	XP_021208635.1, XP_021208636.1, XP_004933707.3, XP_037872789.1	XP_039309736.1
OG0003181	XP_037869874.1, XP_037869873.1	XP_039313158.1
OG0003182	XP_037875843.1	XP_011162549.2
OG0003183	XP_012544289.1, NP_001040171.1	XP_039315523.1
OG0003185	XP_037869005.1	XP_011156771.1
OG0003186	XP_037873597.1	XP_039304224.1
OG0003187	XP_037870642.1	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	XP_012545834.1	XP_039304405.1
OG0003189	XP_037866448.1, XP_037866449.1, XP_004929212.4	XP_025993506.2
OG0003190	XP_037869394.1	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	XP_004923649.1	XP_025994562.1
OG0003192	XP_037875971.1, XP_037875962.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	XP_004931651.2	XP_039304720.1
OG0003194	XP_012547552.1	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	XP_037876321.1	XP_025988560.1
OG0003198	XP_012550321.1, XP_004922413.1	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1
OG0003200	XP_037868437.1	XP_025992862.1
OG0003201	XP_037875274.1	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_012553001.2	XP_039307449.1, XP_039307472.1
OG0003203	XP_012552965.2	XP_011160144.1
OG0003204	XP_004933010.1	XP_011165562.1
OG0003205	XP_021201981.2	XP_025994400.1
OG0003206	NP_001091748.1, XP_037876464.1	XP_025990748.1
OG0003207	XP_037868891.1	XP_039306627.1
OG0003208	XP_004930698.1, XP_004927786.2	XP_011171188.1
OG0003209	XP_037867919.1, XP_021207101.1	XP_025990091.1
OG0003211	XP_021202515.1	XP_025992823.1
OG0003212	XP_037875814.1, XP_004924921.1, XP_021202786.1, XP_021202787.1	XP_011157792.1
OG0003213	XP_037876624.1	XP_039309200.1
OG0003214	XP_004928450.1	XP_025986314.2
OG0003215	NP_001274773.1	XP_011169014.1
OG0003217	XP_012545219.1	XP_039314993.1, XP_039314997.1, XP_011164299.1
OG0003218	XP_004931278.1, XP_037873301.1	XP_011175832.1, XP_039302418.1
OG0003219	NP_001040541.1	XP_011155319.2
OG0003221	XP_012546851.2	XP_039307175.1
OG0003222	XP_004921630.1	XP_025996380.1, XP_039315210.1
OG0003223	NP_001037542.1	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003225	XP_021208482.1	XP_011171210.1
OG0003226	XP_037874021.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_004927921.2	XP_039313451.1, XP_039313456.1
OG0003228	XP_037867781.1, XP_012545108.1	XP_011162242.1
OG0003229	XP_004929933.1, XP_004929932.1	XP_011161673.1
OG0003230	XP_004925966.1	XP_011159232.2
OG0003232	XP_004931841.2	XP_011167418.2
OG0003234	XP_012553247.1	XP_039310790.1
OG0003237	XP_021202220.2	XP_039313095.1
OG0003238	XP_004923243.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	XP_012550748.2	XP_025992141.2, XP_025992125.1
OG0003241	XP_037876875.1, XP_037877386.1	XP_025995024.2
OG0003242	XP_004924799.1	XP_025986165.1
OG0003243	XP_004929265.1	XP_025990033.2
OG0003244	XP_012548587.1	XP_039302184.1
OG0003245	XP_037866474.1	XP_039312788.1
OG0003246	XP_021203780.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_004927020.1	XP_025986583.1
OG0003248	NP_001037353.1	XP_025991288.1
OG0003249	XP_037876144.1	XP_039314530.1, XP_025996638.1
OG0003256	XP_004932479.1	XP_011176342.1
OG0003257	XP_004930864.4	XP_011156933.1
OG0003258	XP_004929627.1	XP_039303586.1
OG0003259	XP_004926019.1	XP_025988938.1
OG0003261	XP_037872702.1, XP_037872953.1	XP_011157006.1
OG0003262	NP_001037410.1	XP_011171067.1
OG0003263	XP_004926298.1	XP_011167836.1
OG0003264	XP_037875942.1, NP_001040450.1, XP_037868917.1	XP_025995982.1
OG0003265	XP_004930738.1	XP_039315589.1
OG0003266	NP_001040412.1, XP_021206931.1	XP_011173431.1
OG0003267	NP_001128193.1	XP_025996392.1
OG0003268	XP_004922824.1	XP_011164301.1
OG0003269	XP_004921737.1	XP_011156398.1
OG0003270	XP_012547703.1, NP_001103823.1	XP_011165014.1
OG0003271	XP_004932931.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_037869057.1, NP_001037570.1	XP_011163847.1
OG0003273	NP_001040540.1	XP_011157132.1
OG0003274	XP_037876158.1	XP_011159704.1
OG0003275	NP_001037598.1	XP_011164867.1
OG0003276	XP_037867933.1, XP_037867936.1	XP_011167156.1
OG0003277	XP_004928493.1	XP_011169832.1, XP_011169831.1
OG0003279	XP_037870022.1	XP_039311013.1
OG0003280	XP_037874925.1, XP_037874926.1	XP_011176183.1, XP_011176184.1
OG0003281	NP_001040126.1	XP_025990437.1, XP_025990438.1
OG0003282	XP_004932115.2	XP_011157544.2
OG0003284	NP_001037237.1	XP_011171593.1
OG0003285	NP_001037217.1	XP_011163555.3
OG0003286	XP_004922012.1	XP_011172787.1
OG0003287	XP_004926809.1	XP_011170207.1
OG0003288	XP_037876243.1, XP_037876244.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	XP_012548296.1, NP_001165397.1	XP_011172029.1
OG0003290	NP_001091804.1, XP_012543761.1	XP_025995658.1
OG0003291	XP_037871215.1	XP_039309531.1
OG0003292	NP_001040433.1	XP_011160448.1
OG0003293	NP_001091775.1	XP_011170009.2
OG0003294	XP_004932696.1	XP_011158205.1
OG0003295	NP_001036860.1	XP_025996047.1
OG0003296	XP_004924411.2, XP_012544310.2	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_004921555.1, XP_004921554.1, XP_037869464.1	XP_011159799.1
OG0003298	XP_004930918.1	XP_011166722.1
OG0003299	NP_001037648.1	XP_011173483.1
OG0003300	XP_004929399.1, XP_004929401.1, XP_012548547.1, XP_004929400.1	XP_025987586.1
OG0003302	XP_004933264.1	XP_011158512.1
OG0003303	XP_037872563.1, NP_001036975.1	XP_011171925.2
OG0003304	XP_037868694.1, XP_037868657.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_004926448.2	XP_011175834.3
OG0003306	NP_001040395.1	XP_011172126.1
OG0003307	NP_001040153.1	XP_011167011.1
OG0003308	XP_004932689.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	NP_001036853.1, XP_012549118.1	XP_011168906.2
OG0003311	NP_001040418.1	XP_011163861.1, XP_011163860.1
OG0003312	NP_001091803.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_037877667.1, NP_001040500.1	XP_011161540.1
OG0003314	XP_037873514.1, XP_004932772.1	XP_011164791.1
OG0003315	XP_037873035.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_004927158.2	XP_025993577.1, XP_025993576.1
OG0003317	NP_001040179.1	XP_011160844.1
OG0003318	XP_004932635.1	XP_011157698.2
OG0003319	XP_037870283.1	XP_011175694.2
OG0003320	NP_001040255.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_012548733.1	XP_011176131.2
OG0003322	XP_012545885.1, XP_012545884.1, XP_012545886.1	XP_011161126.1
OG0003323	XP_004931515.1	XP_011161263.2
OG0003324	XP_004932002.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	NP_001040360.3, XP_021207540.1	XP_011158710.2
OG0003327	XP_021207615.1	XP_011175417.1
OG0003328	XP_004926897.2	XP_011163393.1, XP_039313875.1
OG0003329	XP_004923800.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_037876943.1	XP_011167875.2
OG0003331	XP_021205727.1	XP_011159846.2
OG0003332	NP_001037548.1, XP_012553271.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_012553403.1	XP_011158520.1
OG0003334	NP_001243977.1	XP_011169583.1
OG0003335	XP_004921565.1	XP_011157678.1
OG0003336	XP_004930603.1	XP_039303355.1, XP_039303356.1
OG0003337	NP_001128675.1, XP_037867296.1	XP_011156887.1
OG0003339	XP_037868284.1, XP_037868285.1	XP_025985974.1
OG0003340	XP_012552772.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_012552031.1	XP_011165296.1
OG0003342	XP_037872627.1	XP_011174123.2
OG0003343	XP_004925213.1	XP_011163557.1
OG0003345	XP_004926152.1	XP_011168568.1
OG0003346	XP_012549559.1	XP_011155405.1, XP_011155404.1, XP_039308875.1
OG0003347	XP_004922585.1	XP_011170910.2
OG0003348	XP_004931522.1	XP_011176150.1
OG0003349	XP_004925131.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_037876025.1, XP_037876024.1	XP_011160433.1
OG0003351	XP_037872765.1, XP_037872766.1, XP_004921990.1	XP_011169159.1
OG0003352	XP_004931589.2	XP_011167129.1
OG0003353	NP_001243929.1, XP_037870655.1	XP_011157096.2
OG0003354	XP_012547657.1	XP_011159300.1
OG0003355	XP_037873750.1	XP_011156616.1
OG0003356	XP_004926336.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_004924579.1	XP_011159385.1
OG0003358	XP_004928555.2	XP_011170985.1
OG0003359	XP_037871218.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_004927854.1	XP_011169214.1
OG0003361	XP_012548532.1, NP_001153672.1	XP_011163184.1
OG0003362	NP_001116822.2	XP_011176208.1
OG0003363	XP_004930699.2	XP_011171184.1
OG0003364	XP_004932559.2	XP_011171477.2
OG0003365	XP_004923647.1	XP_011155996.2
OG0003366	XP_037873300.1, XP_012545316.1, XP_004925606.1	XP_011166272.1
OG0003367	XP_021207078.1	XP_011160030.1
OG0003368	NP_001040473.1, XP_037875582.1, NP_001239349.1	XP_025993586.2
OG0003369	XP_012551184.1	XP_025995082.1
OG0003370	XP_012549068.1	XP_039305562.1
OG0003371	XP_012545023.1, XP_004925184.1	XP_011168317.1
OG0003372	XP_012549195.3	XP_011170932.2
OG0003373	XP_004928972.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	XP_004921855.1	XP_011170848.1
OG0003376	XP_012543835.2	XP_011158846.1
OG0003377	XP_004925437.2	XP_039312150.1, XP_011157899.1
OG0003378	XP_012547388.2, XP_004933172.1	XP_011158424.1
OG0003379	XP_012551872.2	XP_011164032.1
OG0003380	XP_012544283.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_012547403.1	XP_011170706.1
OG0003382	XP_004932650.2	XP_011170060.1
OG0003383	XP_012551292.2	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	NP_001040345.1	XP_025993031.2
OG0003385	XP_004922392.1	XP_011167382.1
OG0003387	XP_004923819.1	XP_011158923.1
OG0003388	XP_004926778.1	XP_011164028.1
OG0003389	XP_012547904.2, XP_037872099.1, XP_004930096.1	XP_039308685.1
OG0003390	XP_004924554.1	XP_011170765.1, XP_025989977.1
OG0003391	NP_001037005.2	XP_025987860.2
OG0003392	XP_037876583.1	XP_025991945.2
OG0003393	NP_001296498.1	XP_011175706.1
OG0003394	XP_037872831.1	XP_011168554.1
OG0003395	XP_004927977.1	XP_011162479.1
OG0003396	NP_001166784.1	XP_011164775.1
OG0003397	XP_004924567.1, XP_004933905.1	XP_039310081.1
OG0003398	NP_001093319.1	XP_039312685.1
OG0003399	XP_012550017.1	XP_011172373.2
OG0003400	XP_037869265.1	XP_011167556.3
OG0003401	XP_004929674.1	XP_011159605.1
OG0003402	XP_004923164.1	XP_011158523.1
OG0003403	XP_021209096.2, XP_021209089.2	XP_011173152.1
OG0003404	XP_037874486.1	XP_039315476.1
OG0003405	XP_037871358.1	XP_025996980.1
OG0003406	XP_037867643.1, XP_037867631.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_004922649.1	XP_011162767.2
OG0003408	XP_037868876.1, XP_037868877.1	XP_025988007.1
OG0003409	XP_004930345.1	XP_011168025.1
OG0003410	XP_004925830.1	XP_011169045.1
OG0003411	XP_004922409.2	XP_011169030.1
OG0003412	XP_021204256.2	XP_011166294.1
OG0003413	XP_004925345.1	XP_039302638.1
OG0003414	NP_001093305.1	XP_011161029.1
OG0003415	XP_037873667.1	XP_011175488.1
OG0003416	XP_004928023.1	XP_011166755.1
OG0003417	XP_004931696.1	XP_039304476.1, XP_039304478.1
OG0003419	XP_004929717.2	XP_025996837.1
OG0003420	XP_012545519.1, XP_004925780.1, XP_012545518.1	XP_011169674.1
OG0003421	XP_004933417.1	XP_011175711.1
OG0003422	XP_004930225.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_004924881.1	XP_011159326.2
OG0003424	XP_004928483.1	XP_011159090.1
OG0003425	XP_004932658.2	XP_011163075.1
OG0003426	XP_021203256.2, XP_021203255.2	XP_025988070.1, XP_025988071.1
OG0003427	XP_037874488.1	XP_011163689.1
OG0003428	XP_037871417.1	XP_011167947.1
OG0003429	XP_037868100.1	XP_025995548.1
OG0003431	NP_001036922.1, XP_037874254.1	XP_011172180.1, XP_039303289.1
OG0003432	XP_012547178.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_037873527.1, XP_037873528.1	XP_011159440.1
OG0003434	XP_004924847.1	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	NP_001244267.1, XP_012550378.2	XP_011163900.2
OG0003436	XP_004932809.1	XP_011168469.2
OG0003437	XP_037875684.1, XP_037877263.1	XP_011157667.1
OG0003438	XP_004921818.1, XP_012544894.1	XP_011155524.2
OG0003439	XP_037872285.1	XP_025994536.1
OG0003442	XP_037866515.1, XP_037866516.1	XP_039312379.1
OG0003443	XP_021204365.1, XP_021204367.1, XP_021204366.1, XP_021204368.1	XP_011165646.1
OG0003444	NP_001037085.1, XP_021207029.1	XP_025987672.2
OG0003445	XP_037871019.1	XP_039302293.1
OG0003446	NP_001098694.1, NP_001098696.1	XP_011155390.1
OG0003447	NP_001296546.1, XP_004922011.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_004933026.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_021206165.1	XP_011160159.1
OG0003450	NP_001040542.1	XP_011155610.2
OG0003451	XP_004923511.1	XP_011172134.1
OG0003452	XP_021205053.1	XP_011156026.1
OG0003453	XP_012552434.1, XP_012552430.1	XP_039315183.1
OG0003454	NP_001037059.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_037873852.1	XP_011168917.1
OG0003456	XP_004932145.1	XP_011162716.1
OG0003457	NP_001040394.1	XP_011166944.1
OG0003458	XP_012547359.2, XP_012547357.2	XP_025995460.1
OG0003459	XP_012545982.1, NP_001037674.1	XP_011161898.1
OG0003460	XP_004926473.1	XP_011162632.1
OG0003461	XP_004931839.2	XP_025991213.1
OG0003462	XP_037873712.1, XP_021206608.2	XP_025993799.2
OG0003463	XP_004924684.1	XP_011160595.1
OG0003464	NP_001036997.1	XP_011165321.1
OG0003465	XP_004922169.1	XP_011173159.1
OG0003466	XP_004926531.3	XP_011172223.1
OG0003467	XP_004927141.1	XP_025987392.1
OG0003468	XP_037877566.1, XP_021207394.2	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003470	XP_004927777.2	XP_025990345.2, XP_039308816.1
OG0003471	XP_004930371.2	XP_039308449.1
OG0003472	XP_037877856.1	XP_025995638.1
OG0003473	XP_037875053.1	XP_011162299.1
OG0003474	XP_037868743.1	XP_011167328.1
OG0003475	XP_004930566.1	XP_011166400.1
OG0003476	XP_012547078.1, XP_004922070.2	XP_025991918.2
OG0003477	NP_001091822.1	XP_011161639.1
OG0003478	XP_004927649.1	XP_039301857.1
OG0003479	XP_021207253.2	XP_039304625.1
OG0003480	XP_004925542.3	XP_011163009.2
OG0003481	XP_012544254.1	XP_011168227.1
OG0003482	XP_037871232.1	XP_039308503.1
OG0003483	NP_001037010.1	XP_011167627.1
OG0003484	XP_037874376.1	XP_011175536.1
OG0003485	XP_021208538.2	XP_011160665.1
OG0003486	XP_004932951.1	XP_011176014.1
OG0003487	NP_001182384.1	XP_039312962.1
OG0003488	XP_004932663.1	XP_011172280.1, XP_011172281.1
OG0003489	NP_001040318.1, XP_037867815.1	XP_011171151.1
OG0003490	XP_037871305.1	XP_011157908.1
OG0003491	XP_012547173.2	XP_025988848.1
OG0003492	XP_021205517.1	XP_011162771.1
OG0003493	XP_037874692.1	XP_011168044.1
OG0003494	XP_012551801.2	XP_039309299.1, XP_039309208.1
OG0003495	XP_004933065.1	XP_011174335.1
OG0003496	NP_001140197.1, XP_037869524.1	XP_025993632.2
OG0003497	XP_012551388.1	XP_011156399.1
OG0003498	NP_001040497.1	XP_011165874.1
OG0003499	XP_037867924.1	XP_039310463.1
OG0003500	XP_004931538.1	XP_039305410.1
OG0003501	XP_012547360.1, XP_004927893.1	XP_011160315.1
OG0003502	XP_004921959.1	XP_011173216.1
OG0003503	XP_021208616.1	XP_011158197.1
OG0003504	XP_021207708.2	XP_039305633.1
OG0003506	XP_004922429.1	XP_011161084.2
OG0003507	XP_037872748.1	XP_011161240.1
OG0003508	XP_004930904.1	XP_011161847.2
OG0003509	XP_012543864.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_037875352.1, XP_037875351.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_004930466.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_004929710.3	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_021208073.1, XP_021208074.1	XP_025993404.1
OG0003514	NP_001040342.1	XP_011172359.1
OG0003515	XP_021207919.1	XP_025994886.1
OG0003517	XP_012544329.2, XP_037877383.1	XP_011157243.1
OG0003518	NP_001296511.1, XP_037871506.1	XP_025993845.1
OG0003519	XP_037870775.1	XP_011157485.2
OG0003520	XP_037876845.1, XP_037876844.1	XP_025987458.1
OG0003521	XP_004925657.1	XP_025994590.1
OG0003522	XP_004922885.1	XP_011170188.1
OG0003523	XP_004926031.1	XP_011159133.3
OG0003524	NP_001091835.2	XP_011159594.2
OG0003525	XP_012549064.1	XP_011157508.1
OG0003526	XP_004927044.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_037877233.1, XP_037876955.1, XP_037876956.1	XP_011164994.2
OG0003528	XP_037876854.1, XP_037876853.1	XP_025994598.1
OG0003529	NP_001140193.1	XP_011157905.1
OG0003530	XP_021207110.1	XP_011164666.1
OG0003531	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_021202687.1, XP_012544614.1	XP_011175391.1
OG0003533	XP_037872430.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_037868931.1	XP_025993470.2
OG0003535	XP_037875647.1	XP_025996198.1
OG0003536	XP_004928256.2	XP_011161902.1
OG0003537	XP_012544105.1	XP_039309256.1
OG0003538	XP_012543915.1	XP_011168937.1
OG0003539	XP_004928604.2	XP_039308016.1
OG0003540	XP_012553269.1, NP_001037307.1	XP_011170944.1
OG0003541	XP_004925449.2	XP_025989874.2, XP_025989876.2
OG0003543	XP_012547293.2, XP_012547289.2	XP_011158692.1
OG0003544	XP_004925555.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_004923221.1	XP_025990427.1
OG0003546	XP_004923328.2	XP_025993446.1
OG0003547	XP_012550249.1, XP_021206392.1	XP_011158646.1
OG0003548	XP_012548856.1, XP_012548857.1, XP_004925066.2	XP_025988074.1
OG0003549	XP_004924159.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_004925430.2	XP_011162120.1, XP_011162121.1
OG0003551	XP_021208344.2	XP_039301798.1
OG0003552	XP_021205024.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_012551586.1	XP_011161755.2
OG0003554	XP_037875891.1	XP_039308532.1
OG0003555	XP_004928596.1	XP_025995357.2
OG0003556	XP_037874820.1	XP_025993106.2
OG0003557	XP_004929733.2	XP_011164774.2
OG0003558	XP_037875118.1	XP_039309560.1, XP_025994962.2
OG0003559	XP_037867544.1	XP_025986435.1
OG0003560	XP_021201878.2	XP_025988610.2
OG0003561	NP_001135963.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_021203090.1	XP_011155379.1
OG0003563	XP_037875812.1	XP_039310060.1
OG0003564	XP_037877761.1	XP_011167702.1
OG0003565	XP_037866447.1, XP_004929264.4	XP_011156156.1
OG0003566	XP_004921932.1	XP_039315677.1
OG0003567	XP_004921862.1	XP_011172274.1
OG0003568	XP_012546407.1	XP_039312274.1
OG0003569	XP_021203981.2	XP_039312335.1
OG0003570	XP_037869896.1	XP_025991364.2
OG0003571	XP_037867390.1	XP_011164706.1
OG0003572	XP_004923039.1, XP_004923040.1	XP_011166886.1
OG0003573	XP_037867617.1, XP_021206523.1	XP_025994936.2
OG0003574	XP_004922723.1	XP_011156360.1
OG0003575	NP_001040264.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_037866564.1	XP_011168218.1
OG0003577	XP_004929485.1	XP_011160828.1
OG0003578	XP_004922669.3	XP_011164006.1
OG0003580	XP_037869342.1	XP_025996659.1
OG0003581	XP_004927037.1	XP_025992672.1
OG0003582	XP_004926064.3	XP_025986840.2
OG0003583	XP_004927525.1	XP_011170583.1
OG0003584	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1	XP_011164677.1
OG0003585	XP_021208943.1	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_004922918.2	XP_011158129.1
OG0003587	XP_037872657.1	XP_011169932.2
OG0003588	XP_004924493.1	XP_011159472.1
OG0003589	XP_012551318.1, NP_001037414.1	XP_025989716.1
OG0003591	NP_001036831.1	XP_011161385.1
OG0003592	XP_012549032.3	XP_025996466.1
OG0003593	XP_004927919.1	XP_039301872.1
OG0003595	XP_012546094.2	XP_011169380.1
OG0003596	XP_012547345.1, XP_004927774.1	XP_025992260.1
OG0003597	XP_037868232.1	XP_025991864.1
OG0003598	NP_001266347.1, XP_037866738.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_037869568.1, NP_001040495.1	XP_011161508.1
OG0003600	XP_037866549.1	XP_025993030.2
OG0003601	XP_021209180.2	XP_011172202.1
OG0003602	XP_037877049.1	XP_025994604.1
OG0003603	XP_004921806.1	XP_011169059.2
OG0003604	XP_004930828.3	XP_039315300.1, XP_011161130.2
OG0003605	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1	XP_039306480.1
OG0003606	NP_001036953.1	XP_011155340.1
OG0003607	XP_004929826.1	XP_039314608.1
OG0003608	XP_004923045.1	XP_039305257.1
OG0003609	XP_004929445.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_012550905.1	XP_011175415.1
OG0003611	XP_004923702.3	XP_011174238.1
OG0003613	XP_037871989.1	XP_011168513.1
OG0003614	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1	XP_011165980.2
OG0003615	XP_021206296.1	XP_011155661.1
OG0003616	XP_021203436.1	XP_011173105.1, XP_039303022.1
OG0003618	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1	XP_011167752.1
OG0003619	XP_037867102.1	XP_025996652.1
OG0003620	XP_012551016.1	XP_011173558.2
OG0003621	XP_012550805.2	XP_011167271.2
OG0003623	XP_037877118.1	XP_011166561.2
