Orthogroup	Bombyx_mori	Acyrthosiphon_pisum
OG0004442	XP_004932564.1	XP_001944089.1
OG0004443	XP_037871924.1, XP_037871925.1	XP_001944118.2
OG0004444	XP_004929444.1	XP_029341716.1
OG0004445	NP_001106224.1, XP_021207530.1	XP_001944183.2
OG0004446	XP_004922901.1	XP_001944292.2
OG0004447	XP_037868292.1	XP_001944300.1
OG0004448	XP_004928620.1	XP_001944310.1
OG0004449	XP_012545915.2	XP_016659859.2, XP_001944313.3
OG0004450	XP_012546120.1, XP_012546119.1, XP_021203885.1	XP_001944556.1
OG0004451	XP_004925914.2	XP_001944606.2
OG0004452	NP_001166808.1	XP_001944629.2
OG0004453	NP_001136085.1	XP_001944662.2
OG0004454	XP_037871803.1	XP_016661451.1, XP_001944699.1
OG0004455	XP_021202583.2	XP_001948523.1, XP_001944737.2
OG0004457	XP_004929281.1	XP_001944802.2
OG0004458	XP_004926768.1	XP_001944870.2
OG0004459	XP_004929750.1	XP_001944872.2
OG0004460	XP_037868050.1	XP_001944886.1
OG0004461	XP_004932074.2	XP_016656729.1, XP_001944925.1
OG0004462	XP_037868896.1	XP_001944996.2
OG0004463	XP_037867166.1	XP_001945032.2
OG0004464	XP_012548904.1	XP_001945033.2
OG0004465	XP_004922073.1	XP_001945049.1
OG0004466	XP_021206330.1, XP_004922393.1	XP_008189854.1, XP_001945051.1
OG0004467	XP_004924429.2	XP_001945056.2
OG0004468	XP_004930943.1	XP_001945090.2
OG0004469	XP_021205574.2	XP_001945261.1
OG0004470	XP_004923758.2	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2
OG0004471	XP_021208505.1, NP_001040146.1	XP_001945383.1
OG0004472	XP_004927286.1	XP_001945447.1
OG0004473	XP_004923352.2	XP_001945457.2
OG0004474	XP_012551241.2	XP_001945470.2
OG0004475	XP_021204191.1	XP_001945482.1, XP_008189702.1, XP_001947050.2
OG0004476	XP_012552109.1	XP_001945544.2, XP_001950823.1
OG0004478	XP_004927741.2	XP_001945618.1
OG0004479	XP_004928540.2	XP_001945676.2
OG0004480	XP_004926613.2, XP_037877374.1	XP_001945718.1
OG0004481	XP_037871521.1, NP_001037015.1	XP_001945726.2
OG0004482	NP_001040514.1	XP_001945751.3
OG0004483	XP_004931686.2	XP_001945759.1
OG0004484	XP_012550143.1	XP_001945839.1
OG0004485	XP_037869915.1	XP_001945877.2, XP_016657808.1
OG0004486	NP_001296544.1	XP_001948728.2, XP_001945904.1
OG0004487	XP_021205891.1	XP_001945912.1
OG0004488	XP_037868414.1, XP_037874369.1	XP_001945971.2, XP_016661154.1
OG0004490	XP_021203669.1	XP_001945987.1, XP_008178353.1
OG0004491	XP_004931937.1	XP_001946105.2
OG0004492	XP_004927204.2	XP_001946109.2
OG0004493	XP_004922061.3	XP_001946171.1
OG0004494	NP_001040545.1, XP_037872570.1	XP_001946175.2
OG0004495	XP_004932393.1	XP_001946218.2
OG0004496	XP_037868699.1	XP_001946436.2
OG0004497	XP_037870498.1	XP_001946491.1
OG0004498	XP_004931902.2	XP_008187865.1, XP_001946525.1, XP_008187864.1
OG0004499	XP_012547044.2	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1
OG0004500	XP_004923356.1, XP_037876238.1	XP_001946615.2
OG0004501	XP_012549502.2	XP_001946631.2
OG0004502	XP_004924030.1	XP_001946649.1
OG0004503	XP_004930888.2	XP_001946726.2
OG0004504	XP_037869269.1, XP_012549535.1	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1
OG0004505	XP_037871579.1	XP_001946768.2
OG0004506	XP_021206434.2	XP_029341774.1, XP_008185035.1, XP_001946792.1
OG0004507	XP_012551824.2, NP_001040548.1	XP_001946821.2
OG0004508	XP_004921717.1	XP_001946885.2
OG0004509	XP_012544620.2	XP_001946907.2
OG0004510	XP_037868142.1	XP_001946924.1
OG0004511	XP_004926798.1	XP_001946953.1
OG0004512	XP_037867183.1	XP_001946991.1
OG0004513	XP_004925974.1	XP_001946996.1
OG0004514	XP_004924190.1	XP_001952270.1, XP_001947021.1
OG0004515	XP_004928585.1	XP_001947037.1, XP_008183032.2
OG0004516	XP_037877318.1, XP_037871723.1	XP_001947060.1
OG0004517	XP_021204138.1	XP_001947065.1
OG0004518	XP_037874751.1	XP_001947126.2
OG0004519	XP_037876118.1, NP_001036900.1	XP_001947166.2, XP_029344483.1
OG0004520	XP_004930185.1, XP_004930184.1, XP_004930183.1	XP_029341575.1, XP_001947273.1
OG0004521	NP_001166283.1, XP_037874249.1	XP_001947328.1
OG0004522	XP_012550146.1	XP_001947387.1
OG0004523	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1	XP_001947388.1
OG0004524	XP_037868919.1	XP_001947398.3
OG0004525	XP_012549849.2	XP_001947645.2, XP_016660277.1
OG0004527	XP_037877355.1	XP_001947767.2
OG0004528	NP_001091810.1	XP_001947772.2
OG0004529	XP_037867115.1	XP_001947809.2
OG0004530	XP_004929406.1	XP_001947817.2
OG0004531	XP_037871728.1	XP_001947872.2
OG0004532	XP_004925125.1	XP_001947945.1
OG0004533	XP_004927924.1	XP_001948072.2
OG0004534	XP_037877609.1	XP_001948138.2
OG0004535	XP_004923114.2	XP_001948145.1
OG0004536	NP_001093276.1	XP_001948152.1
OG0004537	XP_037867597.1	XP_001948157.1
OG0004538	XP_004927885.1, XP_037870948.1	XP_001948198.2
OG0004539	XP_004921572.1	XP_001948320.2
OG0004540	XP_004925261.1	XP_001948335.1
OG0004541	NP_001159615.1, XP_037872549.1	XP_001948479.1
OG0004542	XP_037869561.1, NP_001037009.1	XP_001948540.2
OG0004543	XP_012548030.1	XP_001948606.2, XP_008181239.1
OG0004544	XP_004924603.1	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1
OG0004545	XP_004925979.1	XP_001948743.1
OG0004546	XP_037872933.1	XP_001948769.2
OG0004547	XP_012545466.1, XP_021203391.1, XP_021203392.1	XP_001948777.2
OG0004548	NP_001041678.1, XP_037874643.1	XP_001948786.2
OG0004549	XP_004921859.1	XP_001948791.1
OG0004550	XP_037875309.1	XP_001948824.1
OG0004551	XP_004930352.1	XP_001948875.2, XP_003240608.1
OG0004552	XP_004922110.2	XP_001948876.1, XP_008185358.1
OG0004553	XP_037877807.1	XP_001948891.2
OG0004554	XP_021202751.1	XP_001949019.4
OG0004555	XP_004926997.1	XP_001949034.1, XP_008184617.1
OG0004556	XP_004925803.1	XP_001949045.2, XP_001951002.2, XP_003244772.1
OG0004557	XP_037876725.1	XP_001949104.1
OG0004558	XP_004928427.1	XP_001949206.2
OG0004559	XP_004931495.1	XP_001949239.1
OG0004560	XP_021207502.1, XP_012550797.1, XP_012550795.1	XP_001949250.2
OG0004561	NP_001040132.1	XP_001949325.2
OG0004563	XP_004926318.1	XP_001949379.1
OG0004564	XP_004927446.1	XP_001949430.1
OG0004565	XP_004926267.1	XP_001949511.1, XP_001949478.2
OG0004566	NP_001040367.1	XP_001949561.1
OG0004567	XP_004925491.1	XP_001949610.2
OG0004568	XP_037867040.1	XP_001949624.2
OG0004569	XP_004926257.1	XP_001949688.1, XP_008185919.1, XP_029342435.1
OG0004570	NP_001188366.1	XP_001949768.1
OG0004571	XP_004928163.3	XP_001949774.2, XP_003245678.1, XP_029342335.1
OG0004572	NP_001138798.1, XP_037877641.1	XP_001949796.2
OG0004573	XP_012547105.2, NP_001037168.1	XP_001949959.4
OG0004574	XP_004933022.1	XP_001949981.1
OG0004575	XP_037866637.1	XP_001950004.1, XP_029343882.1
OG0004576	XP_037877751.1	XP_001950008.1
OG0004577	XP_012551976.2	XP_008179387.1, XP_001950034.2, XP_029342961.1
OG0004578	XP_004921881.1	XP_001950075.1
OG0004579	XP_004925321.1	XP_001950096.1
OG0004580	XP_004932500.1, XP_004932501.1	XP_001950144.2
OG0004581	XP_004929151.1	XP_001950178.1
OG0004582	XP_004929851.1	XP_001950182.1
OG0004583	XP_037872882.1	XP_001950266.1
OG0004584	XP_004925134.1	XP_001950283.2
OG0004585	XP_037866826.1	XP_001950301.1
OG0004586	XP_004924673.1	XP_001950365.1, XP_008181397.1
OG0004587	NP_001040251.1	XP_001950366.1
OG0004588	NP_001166192.1, XP_037876455.1	XP_016659652.1, XP_016659653.1, XP_001950394.1
OG0004589	XP_021202871.1	XP_001950445.2
OG0004590	XP_004922675.1	XP_001950474.2
OG0004591	XP_037875340.1	XP_008185610.1, XP_001950505.2
OG0004592	NP_001040336.1	XP_001950512.1
OG0004593	XP_021207989.1	XP_029341175.1, XP_008179099.1, XP_001950571.2
OG0004594	XP_012550505.1	XP_001950593.1
OG0004595	XP_012546295.1	XP_001950752.1
OG0004597	XP_004930913.2	XP_001950802.1
OG0004598	XP_004930112.1	XP_001950821.2, XP_003247849.1
OG0004599	NP_001296491.1	XP_001950847.1
OG0004600	XP_012551106.1	XP_001950873.2
OG0004601	XP_012546519.1, NP_001182381.1	XP_001950874.1
OG0004602	NP_001037440.1	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1
OG0004603	NP_001104824.1, XP_021203290.2	XP_001951157.2
OG0004604	XP_004924511.1	XP_001951723.1, XP_016662217.1, XP_001951289.2
OG0004605	XP_004931787.1	XP_001951340.1, XP_003242868.1
OG0004606	XP_012545772.2	XP_001951451.1
OG0004607	XP_004931702.1	XP_001951458.1
OG0004608	XP_012550134.2	XP_001951460.2
OG0004609	XP_037868321.1, XP_037868322.1	XP_001951489.1
OG0004610	XP_004928400.1	XP_003246418.1, XP_001951616.2, XP_029344190.1
OG0004611	XP_004933693.1	XP_003244497.1, XP_001951619.1
OG0004612	XP_004921597.1	XP_001951641.1
OG0004613	XP_004931325.1	XP_001951648.1
OG0004614	XP_004929280.1	XP_001951740.2
OG0004615	XP_004933640.1	XP_001951775.1
OG0004616	XP_012547208.1	XP_001951792.1
OG0004617	XP_037872778.1	XP_001951828.1
OG0004618	XP_037875815.1, XP_004926355.1	XP_001951831.1
OG0004619	XP_004932921.2	XP_001951882.1
OG0004620	XP_004930415.2	XP_001951883.1
OG0004621	XP_004929426.1	XP_001951890.1
OG0004622	XP_037868818.1	XP_001951900.2, XP_008178641.1
OG0004623	XP_012544915.1	XP_001952026.2
OG0004624	NP_001040469.1	XP_001952066.1
OG0004625	XP_037875325.1	XP_001952088.2, XP_008185740.1
OG0004626	XP_004927305.2	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1
OG0004627	XP_004932992.1, XP_037869738.1	XP_001952139.1
OG0004628	XP_004927872.1	XP_001952228.2
OG0004629	NP_001037526.1, XP_012551823.1	XP_001952234.2, XP_003247769.2
OG0004630	XP_021204623.2	XP_001952248.2
OG0004631	XP_021205533.2	XP_001952277.2
OG0004632	XP_004923452.1	XP_001952335.1, XP_029342792.1
OG0004633	NP_001037404.1	XP_016659626.1, XP_001952525.1, XP_008187098.1
OG0004634	XP_037873115.1	XP_001952576.1, XP_029343772.1
OG0004635	XP_037866953.1	XP_001952692.2
OG0004636	XP_004931203.1	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1
OG0004637	XP_037868401.1	XP_001952732.2
OG0004638	XP_004928530.2	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1
OG0004639	XP_004929402.1	XP_001952843.1
OG0004640	XP_004926904.1	XP_001952851.1
OG0004641	XP_004932144.1	XP_001952869.2
OG0004642	XP_012548091.1	XP_003240032.1
OG0004643	XP_037870577.1	XP_003240033.1
OG0004644	XP_004925206.2	XP_003240848.1
OG0004645	XP_037870819.1, NP_001037012.1	XP_003240875.1
OG0004646	XP_037874669.1	XP_003240907.1
OG0004647	XP_037876591.1	XP_008181676.1, XP_003240956.1
OG0004648	XP_037870169.1	XP_003241209.1, XP_008187244.1
OG0004649	XP_037866751.1, NP_001040227.1	XP_003241249.1
OG0004650	XP_004930999.2	XP_016656098.1, XP_003241299.1
OG0004651	XP_037876247.1	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1
OG0004653	XP_021205684.1	XP_003241879.1
OG0004654	XP_037875758.1	XP_003242132.1
OG0004655	XP_004924216.1	XP_003242207.1
OG0004656	XP_012549467.2	XP_016657738.1, XP_003242500.1, XP_029345858.1
OG0004657	XP_004924488.1	XP_003242590.1
OG0004658	XP_004932855.1	XP_003242773.1
OG0004659	XP_021202444.2	XP_003242881.1
OG0004660	XP_004929810.1	XP_003243299.1
OG0004661	XP_021207147.1	XP_003243353.1
OG0004662	XP_037876229.1	XP_003243360.1
OG0004663	XP_012547303.1, NP_001037129.1	XP_003243482.1, XP_008189408.2
OG0004664	XP_004926209.1	XP_003243540.1
OG0004665	XP_037874308.1, XP_037874310.1	XP_003243678.1
OG0004666	XP_037869579.1	XP_003243688.1, XP_016658937.1
OG0004667	NP_001243975.1, XP_037868624.1	XP_003243704.1, XP_016658951.2
OG0004668	XP_004930620.1	XP_003243867.1
OG0004669	XP_021207398.1	XP_008190254.2, XP_003243945.1
OG0004670	XP_021203994.1	XP_016659348.1, XP_003244101.1
OG0004671	NP_001040347.1	XP_003244169.1
OG0004672	XP_037871152.1	XP_003244232.2, XP_008185139.2, XP_016659627.1
OG0004673	XP_037877226.1, XP_037876753.1	XP_003244281.1
OG0004674	XP_012549762.2	XP_003244420.1, XP_016659749.1
OG0004675	NP_001040230.1	XP_003244857.1, XP_008183561.1
OG0004676	XP_004931827.1, XP_037877620.1	XP_003245146.1
OG0004677	XP_012549073.1	XP_003245155.1
OG0004678	XP_004923948.1	XP_003245232.1
OG0004679	XP_004925897.2, XP_012548045.2	XP_003245325.1
OG0004680	XP_037868635.1	XP_003245368.1
OG0004681	XP_021207044.1, XP_021207046.1	XP_003245677.1
OG0004682	XP_004926296.1	XP_003245829.1
OG0004683	XP_004924553.1	XP_003246237.1, XP_003245977.1
OG0004684	XP_004924202.2	XP_003246152.1, XP_008186984.1, XP_029345876.1
OG0004685	XP_004931967.1	XP_003246310.1
OG0004686	XP_037877739.1	XP_003246326.1
OG0004687	NP_001296503.1, XP_012544872.2	XP_003246352.1
OG0004688	XP_004930876.1	XP_003246486.1
OG0004689	XP_004930900.1	XP_003246656.1
OG0004690	XP_021207002.1	XP_003246768.1
OG0004691	XP_037873314.1	XP_003246926.1
OG0004692	XP_021204075.1	XP_003246927.1, XP_008186600.1
OG0004693	XP_004933121.2	XP_003247023.1
OG0004694	XP_037868643.1	XP_003247044.2
OG0004695	XP_004925425.1	XP_003247087.1
OG0004696	XP_021203454.2	XP_003247245.1
OG0004697	XP_037872985.1	XP_003247362.1
OG0004699	XP_004928467.1	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1
OG0004700	XP_004921618.1	XP_003248569.1
OG0004701	XP_037867019.1	XP_003248621.2, XP_029343275.1
OG0004702	XP_004927801.1	XP_003248651.1, XP_029342864.1
OG0004703	XP_037871940.1	XP_016660313.2, XP_003248767.1
OG0004704	XP_004928434.1	XP_029347428.1, XP_008178143.1
OG0004705	XP_004929708.2	XP_008178228.1
OG0004706	XP_004925316.1	XP_008178266.1
OG0004707	XP_004930964.2	XP_008178489.1
OG0004708	XP_037866810.1	XP_008179000.3
OG0004710	XP_004932084.1	XP_008179061.1
OG0004711	XP_012551229.1	XP_008179200.1
OG0004712	XP_037868255.1	XP_008179207.1
OG0004713	XP_004926894.3	XP_008179246.1
OG0004714	XP_004926571.1	XP_008179251.1
OG0004715	XP_004922137.1	XP_008179459.1, XP_029341347.1, XP_008180544.1, XP_029348634.1, XP_029341345.1
OG0004716	NP_001093297.1	XP_008179645.1
OG0004717	XP_004928295.1, XP_004927863.1	XP_008179717.1
OG0004718	XP_004925713.1	XP_008179806.1, XP_029344347.1, XP_008179803.1
OG0004719	XP_037869403.1	XP_008179898.1, XP_016657385.1
OG0004720	XP_037867410.1	XP_008179932.1
OG0004721	XP_004924414.3, XP_021202487.1, XP_021202488.1	XP_008179981.2
OG0004722	NP_001040269.1	XP_008180137.1
OG0004723	XP_037871498.1, NP_001243912.1	XP_008180171.1
OG0004724	NP_001040163.1, XP_012548073.1	XP_016657638.1, XP_016657637.1, XP_008180220.1
OG0004725	XP_037869726.1	XP_008180338.1
OG0004726	NP_001037345.1	XP_008180500.1
OG0004727	XP_012546649.1	XP_008180723.1
OG0004728	XP_037867449.1	XP_008180798.1
OG0004729	XP_004924552.1	XP_008181242.1
OG0004730	XP_037872588.1	XP_008181295.1, XP_008181296.1
OG0004731	XP_004924624.1	XP_008181299.1
OG0004732	XP_037869105.1	XP_008181380.2
OG0004733	XP_012553114.1	XP_008181438.1
OG0004734	XP_004931592.1	XP_008181680.1
OG0004735	NP_001108115.1	XP_008181755.1, XP_008181754.1, XP_008181756.1
OG0004736	XP_004923797.2, XP_037871451.1	XP_029343402.1, XP_008181831.1
OG0004738	XP_004930437.2, XP_037869286.1	XP_008182158.1, XP_008182157.1, XP_008182159.1
OG0004739	XP_021202435.2	XP_008182333.1
OG0004740	XP_004932179.1	XP_008182637.1, XP_029347286.1
OG0004741	NP_001166866.1, XP_021204666.2	XP_008182658.1
OG0004742	XP_004924330.3, XP_021202411.1	XP_008182783.1
OG0004743	XP_004924798.1	XP_008183041.1, XP_008183042.1
OG0004744	XP_004926756.2, XP_004926747.1, XP_021204031.1	XP_008183106.1
OG0004745	XP_037866647.1	XP_008183123.1
OG0004746	XP_004921789.1	XP_008183269.1, XP_029344607.1
OG0004747	XP_037875369.1	XP_008183402.1
OG0004750	XP_004930557.1	XP_008183505.1
OG0004751	XP_012544089.1	XP_008183740.1
OG0004752	XP_021203966.1	XP_008183753.1
OG0004753	XP_037867534.1	XP_008183776.1
OG0004754	XP_037868778.1	XP_008183822.1
OG0004755	XP_004932637.2	XP_008183903.1
OG0004756	XP_012549843.2	XP_008184114.1
OG0004757	XP_037868893.1	XP_008184182.1
OG0004758	NP_001037360.1, XP_012550459.1	XP_008184964.1
OG0004760	NP_001093295.1	XP_008185225.1
OG0004761	XP_004931798.1	XP_029341759.1, XP_029346488.1, XP_008185232.2
OG0004762	XP_037873206.1	XP_008185239.2
OG0004763	XP_012550994.3	XP_008185324.2
OG0004764	NP_001036845.1	XP_008185560.1
OG0004765	XP_004927750.2	XP_008185695.1
OG0004766	XP_012553176.2	XP_008185810.1
OG0004767	XP_004927762.1	XP_008185928.1
OG0004768	XP_021203910.2, XP_004926541.2	XP_008186206.3
OG0004769	XP_037866460.1	XP_008186357.1
OG0004770	XP_037875235.1	XP_008186509.2
OG0004771	XP_037875057.1	XP_008186725.1
OG0004772	XP_012547994.1	XP_029345899.1, XP_008186785.1
OG0004773	XP_004929716.1	XP_008186791.1
OG0004774	XP_037870799.1	XP_008186908.1
OG0004775	NP_001040507.1, XP_037869570.1	XP_008186917.1
OG0004778	XP_037870922.1	XP_008187528.1
OG0004779	XP_004924616.1	XP_008187553.3
OG0004780	XP_037875096.1	XP_008187554.2
OG0004781	XP_004927181.1	XP_008187578.1
OG0004782	XP_004931158.1	XP_008187653.1
OG0004783	NP_001266291.1	XP_029343082.1, XP_016663755.1, XP_008187659.1, XP_029343083.1
OG0004784	XP_004924716.1	XP_008187683.1
OG0004785	XP_004933043.1	XP_008187746.1
OG0004786	XP_012547398.1, XP_004927882.1	XP_029346180.1, XP_008187779.1
OG0004787	XP_004930689.1, XP_004930690.1	XP_029343841.1, XP_008187829.1
OG0004788	XP_004933037.1	XP_008187879.1
OG0004789	XP_012548141.3	XP_008187934.2
OG0004790	XP_021202923.1	XP_008187936.1
OG0004791	XP_037874713.1	XP_008189370.2, XP_008187968.1
OG0004792	XP_021207160.2	XP_008188044.1
OG0004793	NP_001266420.1	XP_008188165.1
OG0004794	XP_004923208.2	XP_008188563.1
OG0004795	XP_037867954.1	XP_008188610.2
OG0004796	XP_037869821.1, XP_037869823.1, XP_037869822.1	XP_008188663.1
OG0004797	XP_012548145.1, XP_012548142.1	XP_008189232.1
OG0004799	XP_004925444.1	XP_008189923.1
OG0004800	XP_004924846.1	XP_008190023.1
OG0004801	XP_004929500.1	XP_016656501.2
OG0004802	XP_012549806.2, XP_037875433.1	XP_016656526.1
OG0004803	XP_012548414.1	XP_016657289.1
OG0004804	XP_004929817.1	XP_016657501.1
OG0004805	XP_037869677.1	XP_016657558.2, XP_029344281.1, XP_029344280.1
OG0004806	XP_004928405.1	XP_016657646.1, XP_016657645.1
OG0004807	NP_001040157.1	XP_016657700.1
OG0004808	XP_012544032.1, XP_037868885.1	XP_016657993.1
OG0004809	XP_004929375.2	XP_016658333.1
OG0004810	XP_012550082.2	XP_016658481.1, XP_029346341.1, XP_016664235.1
OG0004811	XP_021203989.2, XP_021203986.2	XP_016658915.1
OG0004812	XP_012551041.1	XP_016659066.1
OG0004813	XP_004929405.1	XP_016659281.1
OG0004814	XP_004923825.1	XP_016659442.1, XP_016659443.1
OG0004815	NP_001127733.1, XP_037866913.1	XP_016659786.1
OG0004816	XP_004922736.2, XP_004922735.2	XP_016659797.1
OG0004817	XP_037876135.1	XP_016659805.1
OG0004818	XP_004921835.2	XP_016660009.1
OG0004819	XP_037875649.1	XP_016660016.1
OG0004820	NP_001040381.1	XP_016660030.1, XP_016664277.1
OG0004821	XP_037870464.1	XP_016660128.1
OG0004822	XP_012544661.1, NP_001245293.1	XP_016661331.1
OG0004823	XP_037871149.1	XP_016661810.1
OG0004824	XP_037866845.1	XP_016661985.1
OG0004825	XP_004927545.1	XP_016662148.1
OG0004826	XP_004926344.1	XP_016662233.1
OG0004827	XP_004933709.1	XP_016662307.2
OG0004828	XP_021202614.1	XP_016662371.1
OG0004829	XP_037868338.1, XP_037868339.1	XP_016662435.1
OG0004831	NP_001188511.1, XP_012548538.1	XP_016662593.1
OG0004833	XP_037872196.1	XP_016662918.1
OG0004834	XP_004926995.1	XP_016663525.1
OG0004835	XP_004929303.2, XP_037866601.1, XP_012548378.2	XP_016664211.1
OG0004836	XP_037872058.1	XP_016664949.1
OG0004837	XP_037877672.1	XP_029341118.1
OG0004838	XP_037866636.1	XP_029341800.1
OG0004839	XP_021203027.2	XP_029342155.1
OG0004840	XP_012551340.1, NP_001036856.2	XP_029343855.1
OG0004841	NP_001139724.1, XP_012551191.1	XP_029342244.1
OG0004842	XP_021206436.2	XP_029342536.1
OG0004843	NP_001108473.1	XP_029342704.1
OG0004844	XP_004921694.1	XP_029342799.1
OG0004845	XP_037872712.1	XP_029342976.1
OG0004846	XP_037868146.1	XP_029343026.1
OG0004847	XP_037876008.1	XP_029343089.1
OG0004848	XP_012545193.1	XP_029343200.1
OG0004849	XP_037867420.1	XP_029343425.1
OG0004850	XP_037868474.1	XP_029343463.1
OG0004851	XP_021206118.2	XP_029343558.1, XP_029343556.1, XP_029343555.1
OG0004852	XP_037869020.1	XP_029343565.1
OG0004853	NP_001037528.2, XP_021205997.1	XP_029344120.1
OG0004855	XP_012548705.1	XP_029344205.1, XP_029344204.1
OG0004856	XP_037868636.1	XP_029344260.1, XP_029344261.1
OG0004857	XP_037873277.1, XP_037873284.1	XP_029344451.1
OG0004858	XP_004921812.1	XP_029344524.1
OG0004859	XP_037876603.1	XP_029344661.1
OG0004860	XP_004928383.3, XP_021205037.1	XP_029345430.1
OG0004861	XP_037874282.1	XP_029345450.1
OG0004862	XP_004932310.1	XP_029345517.1
OG0004863	XP_004928550.1	XP_029345591.1
OG0004864	XP_037869472.1, XP_037877467.1	XP_029345868.1
OG0004865	XP_012546158.1, XP_037870507.1, XP_021203943.1, XP_012546148.1	XP_029345900.1
OG0004866	XP_037866854.1	XP_029346020.1
OG0004867	XP_004931778.2	XP_029346049.1
OG0004868	XP_037867288.1	XP_029346590.1
OG0004869	XP_037876096.1	XP_029346687.1
OG0004870	XP_037867366.1	XP_029346693.1
OG0004871	XP_037875093.1	XP_029346904.1
OG0004872	XP_037869254.1	XP_029347011.1
OG0004873	XP_037872242.1	XP_029347047.1
OG0004874	XP_037870529.1	XP_029347073.1
OG0004875	XP_021208308.2, XP_004922781.3	XP_029347076.1
OG0004876	XP_004926335.2	XP_029347239.1
OG0004877	NP_001243915.1, XP_012547111.1	XP_029347356.1
OG0004878	XP_004925546.1	XP_029347376.1
OG0004879	XP_037871539.1, NP_001037444.1	XP_029347438.1
OG0004881	XP_037873027.1	XP_029347593.1
