Orthogroup	Apis_mellifera	Polistes_dominula
OG0004741	XP_026301713.1	XP_015180482.1
OG0004742	XP_016773548.1	XP_015187696.1
OG0004743	XP_624333.2	XP_015173787.1
OG0004744	XP_026298461.1	XP_015175290.1
OG0004745	XP_026296910.1, XP_026296909.1	XP_015181586.1
OG0004746	XP_001121086.2	XP_015190638.1
OG0004747	XP_026300997.1, XP_026301008.1	XP_015179678.1
OG0004748	XP_006557605.1	XP_015183183.1
OG0004750	XP_624287.2	XP_015182459.1
OG0004751	XP_006565129.1	XP_015187020.1
OG0004752	XP_624053.4	XP_015181675.1
OG0004753	XP_624335.1	XP_015184591.1
OG0004754	XP_026300111.1	XP_015183481.1
OG0004755	XP_006571175.2	XP_015189224.1
OG0004756	XP_006565978.1	XP_015190399.1
OG0004757	XP_016769122.2	XP_015186501.1
OG0004758	XP_026300231.1	XP_015175096.1
OG0004759	XP_006562743.1	XP_015177713.1
OG0004760	XP_396167.1	XP_015174617.1
OG0004761	NP_001229446.1, XP_026301036.1	XP_015174584.1
OG0004762	XP_026299261.1	XP_015182914.1
OG0004763	XP_026299056.1	XP_015171778.1
OG0004764	XP_016767519.2	XP_015175421.1, XP_015175423.1
OG0004765	XP_397085.2	XP_015185786.1
OG0004766	XP_006561138.2	XP_015173817.1
OG0004767	XP_623197.2	XP_015184110.1
OG0004768	XP_026296111.1	XP_015177053.1
OG0004769	XP_006563948.1	XP_015176479.1
OG0004770	XP_026299548.1	XP_015189798.1
OG0004771	XP_026302236.1	XP_015182375.1
OG0004772	XP_026297138.1, XP_026297139.1	XP_015181382.1, XP_015181381.1
OG0004773	XP_026300068.1	XP_015185885.1
OG0004774	XP_026296528.1	XP_015184756.1
OG0004775	XP_393266.1	XP_015174398.1
OG0004776	XP_006567452.1	XP_015183732.1
OG0004777	XP_026296018.1, XP_026296015.1	XP_015173678.1, XP_015173677.1
OG0004778	XP_623060.3	XP_015172720.1
OG0004779	XP_006568628.1	XP_015187162.1
OG0004780	XP_624644.2, XP_006565247.2, XP_026300110.1, XP_016770920.2	XP_015181844.1
OG0004781	XP_026298724.1, XP_625171.3	XP_015190460.1
OG0004782	XP_001122862.2	XP_015172446.1
OG0004783	XP_026298720.1	XP_015182071.1
OG0004784	XP_625146.1	XP_015184758.1
OG0004785	XP_003249898.2	XP_015172138.1
OG0004786	XP_006568301.1	XP_015173365.1
OG0004787	XP_026301186.1	XP_015174558.1
OG0004788	XP_026301239.1	XP_015179460.1
OG0004789	XP_006559923.1	XP_015191434.1
OG0004790	XP_026297524.1	XP_015183519.1
OG0004791	XP_026301096.1	XP_015179525.1
OG0004792	XP_006562917.1	XP_015186527.1
OG0004793	XP_393450.3	XP_015178639.1
OG0004794	XP_026302301.1	XP_015184826.1
OG0004795	XP_026298107.1	XP_015183598.1
OG0004796	XP_026299378.1	XP_015171061.1
OG0004797	XP_003249455.1	XP_015183816.1
OG0004799	XP_006570752.1	XP_015181055.1
OG0004800	XP_392483.3	XP_015176167.1
OG0004801	XP_006559216.1	XP_015190432.1
OG0004802	XP_026301632.1	XP_015188878.1
OG0004803	XP_026302036.1	XP_015186958.1, XP_015189496.1
OG0004804	XP_016773633.1	XP_015182029.1
OG0004805	XP_026295919.1	XP_015191532.1
OG0004806	XP_006561923.1	XP_015182353.1
OG0004807	XP_006562266.1, NP_001011592.1	XP_015177793.1
OG0004808	XP_026299354.1	XP_015188952.1
OG0004809	XP_393815.4	XP_015174462.1
OG0004810	XP_393473.1	XP_015179652.1
OG0004811	XP_397177.5	XP_015185614.1
OG0004812	XP_006564066.2, XP_026295201.1	XP_015175673.1
OG0004813	XP_006560654.1	XP_015183259.1
OG0004814	XP_006571251.1	XP_015177693.1
OG0004815	XP_016768833.2	XP_015183638.1, XP_015183636.1, XP_015183637.1, XP_015183635.1
OG0004816	XP_006560498.1	XP_015174075.1
OG0004817	XP_026296715.1	XP_015182167.1
OG0004818	XP_006561444.3	XP_015185564.1
OG0004819	XP_006563482.1	XP_015188169.1, XP_015188173.1
OG0004820	XP_006557277.2	XP_015176919.1, XP_015176921.1, XP_015176920.1
OG0004821	XP_001121126.2	XP_015177891.1
OG0004822	XP_026299807.1	XP_015190351.1
OG0004823	XP_026302183.1	XP_015187884.1
OG0004824	XP_006568821.1	XP_015183300.1, XP_015183302.1
OG0004825	XP_003251728.1	XP_015190954.1
OG0004826	XP_006566648.1	XP_015188278.1
OG0004827	XP_625209.1	XP_015172700.1
OG0004828	XP_026294753.1, XP_006572080.2	XP_015175396.1, XP_015175395.1
OG0004829	XP_026299078.1	XP_015186542.1
OG0004830	XP_016769771.1	XP_015180224.1
OG0004831	XP_006563423.2	XP_015174846.1
OG0004832	XP_006571056.3	XP_015177487.1
OG0004833	XP_006565233.2	XP_015181983.1, XP_015181982.1, XP_015181981.1, XP_015181980.1
OG0004834	XP_026299550.1	XP_015190001.1
OG0004835	XP_016770975.2	XP_015171112.1
OG0004836	XP_016770065.2, XP_026299241.1	XP_015184749.1
OG0004837	XP_394718.3	XP_015190345.1
OG0004838	XP_026295505.1	XP_015185760.1
OG0004839	XP_006560646.1	XP_015190066.1
OG0004840	XP_026300263.1, XP_006566949.1	XP_015173888.1
OG0004841	XP_396318.4	XP_015179977.1, XP_015179970.1
OG0004842	XP_006564019.2	XP_015177194.1
OG0004843	XP_006568631.3	XP_015187163.1, XP_015187164.1
OG0004844	XP_393743.4	XP_015190481.1
OG0004845	XP_026299535.1	XP_015175578.1
OG0004846	XP_026297120.1, XP_026297125.1	XP_015183326.1
OG0004847	XP_026297502.1	XP_015185307.1
OG0004848	XP_001121007.2	XP_015175456.1
OG0004849	XP_026299076.1	XP_015190043.1
OG0004851	XP_026294691.1	XP_015191516.1, XP_015191519.1
OG0004852	XP_003251223.2	XP_015182440.1
OG0004853	XP_006557455.1	XP_015174220.1
OG0004854	XP_016769485.2	XP_015176923.1
OG0004855	XP_016767321.1	XP_015171966.1
OG0004856	XP_016769260.1	XP_015178795.1
OG0004857	XP_016769973.2	XP_015183925.1
OG0004858	XP_623973.1	XP_015182298.1
OG0004859	XP_001122075.3	XP_015173277.1
OG0004860	NP_001035057.1, XP_006567386.1	XP_015183149.1
OG0004861	XP_016766362.2	XP_015190746.1
OG0004862	XP_393222.4, XP_006570305.1	XP_015188148.1
OG0004863	XP_001121818.1	XP_015186785.1, XP_015186787.1, XP_015186784.1
OG0004864	XP_026298459.1	XP_015183825.1
OG0004865	XP_623499.1	XP_015188410.1
OG0004866	XP_006566088.1	XP_015191366.1
OG0004867	XP_016766850.2	XP_015186488.1
OG0004868	XP_026298745.1	XP_015187961.1
OG0004869	XP_006571844.1	XP_015186213.1
OG0004870	XP_026300149.1	XP_015188281.1
OG0004871	XP_006561076.2	XP_015173343.1
OG0004872	XP_396181.4	XP_015181414.1, XP_015181415.1, XP_015181416.1
OG0004873	XP_026298280.1	XP_015188902.1
OG0004874	XP_016767376.1	XP_015184204.1
OG0004875	XP_026299546.1	XP_015171548.1
OG0004876	XP_006561178.1	XP_015187697.1
OG0004877	XP_624207.3	XP_015186529.1
OG0004878	XP_624706.1	XP_015187400.1, XP_015187401.1
OG0004879	NP_001011631.1, XP_006558434.1	XP_015182721.1
OG0004880	XP_006558978.2	XP_015179276.1
OG0004883	XP_026294732.1	XP_015188212.1, XP_015188207.1, XP_015185949.1
OG0004885	XP_026296674.1	XP_015171171.1, XP_015171172.1, XP_015171173.1, XP_015171170.1
OG0004886	XP_026295074.1	XP_015182997.1, XP_015182996.1
OG0004887	XP_026295635.1	XP_015185856.1
OG0004888	XP_006558188.1	XP_015191560.1
OG0004889	XP_003249179.2	XP_015181115.1
OG0004890	XP_026299697.1	XP_015177734.1
OG0004891	XP_006565633.1	XP_015180144.1, XP_015180145.1
OG0004892	XP_016766185.2	XP_015190557.1
OG0004893	XP_006559915.2	XP_015191706.1
OG0004894	XP_006571657.1	XP_015185093.1
OG0004895	XP_395159.2	XP_015183727.1
OG0004896	XP_006557572.1	XP_015185044.1, XP_015185046.1, XP_015185045.1
OG0004897	XP_026296971.1	XP_015188414.1
OG0004898	XP_001121022.1	XP_015184291.1
OG0004899	XP_395655.4	XP_015182351.1
OG0004900	XP_026294855.1	XP_015188073.1
OG0004901	XP_016767869.2	XP_015185927.1, XP_015176071.1
OG0004902	XP_006572280.2	XP_015190849.1
OG0004903	XP_393116.2	XP_015172342.1
OG0004904	XP_026294961.1	XP_015184319.1
OG0004905	XP_392759.3	XP_015184336.1
OG0004906	XP_006570736.1	XP_015176715.1
OG0004908	XP_006557284.1, XP_006557285.1	XP_015186462.1
OG0004909	XP_395667.3	XP_015175514.1
OG0004910	XP_006562062.1, XP_006562061.1	XP_015172657.1
OG0004911	XP_016770995.1	XP_015181090.1
OG0004912	XP_006566028.2	XP_015180204.1
OG0004913	XP_392247.2, XP_016766221.2	XP_015191022.1
OG0004914	XP_006560666.1	XP_015183260.1
OG0004916	XP_016771986.2, XP_026300348.1	XP_015178372.1
OG0004917	XP_006562433.1	XP_015183586.1
OG0004918	XP_026296583.1	XP_015171543.1, XP_015171544.1
OG0004919	XP_394733.2	XP_015181772.1, XP_015181774.1, XP_015181773.1
OG0004920	XP_006567782.2	XP_015188022.1
OG0004921	NP_001265263.1, XP_026302112.1	XP_015188479.1
OG0004922	XP_006562562.1	XP_015174122.1
OG0004923	XP_026298103.1	XP_015190350.1
OG0004924	XP_392882.2	XP_015186102.1
OG0004925	XP_391850.3	XP_015189717.1
OG0004926	XP_026302104.1	XP_015190449.1
OG0004927	XP_006558565.1	XP_015185255.1
OG0004928	XP_006570309.1, XP_026296672.1, XP_396005.4, XP_006570310.1	XP_015176586.1
OG0004929	XP_006566041.1, XP_006566038.1	XP_015183106.1
OG0004930	XP_026300783.1	XP_015179569.1
OG0004931	XP_392041.4	XP_015173557.1
OG0004932	XP_016770040.1	XP_015175163.1
OG0004933	XP_006560694.2	XP_015180732.1
OG0004934	XP_026300539.1	XP_015179762.1, XP_015179766.1
OG0004935	XP_016768417.1, XP_003251662.1	XP_015186493.1
OG0004936	XP_026297181.1	XP_015182153.1
OG0004937	XP_003251714.2	XP_015188496.1
OG0004938	XP_006562110.1	XP_015187933.1
OG0004939	XP_016770251.2	XP_015175056.1
OG0004940	XP_026300584.1, XP_026300446.1	XP_015191286.1, XP_015191285.1
OG0004941	XP_016773639.1	XP_015178935.1, XP_015178936.1
OG0004942	XP_394881.4	XP_015188343.1
OG0004943	XP_006565263.1, XP_396742.2	XP_015184117.1
OG0004944	XP_026302096.1	XP_015173411.1
OG0004945	XP_026301095.1	XP_015177409.1
OG0004946	XP_006569341.2	XP_015184742.1, XP_015184743.1
OG0004947	XP_006564285.2	XP_015185039.1, XP_015185038.1
OG0004948	XP_003249362.1	XP_015187600.1
OG0004949	XP_026301031.1	XP_015172444.1
OG0004950	XP_026294630.1	XP_015173205.1, XP_015173204.1
OG0004951	XP_026301209.1	XP_015179501.1
OG0004952	XP_006567707.1	XP_015178718.1
OG0004954	XP_016768632.1	XP_015189280.1
OG0004955	XP_026294898.1	XP_015179444.1
OG0004956	NP_001167611.1	XP_015179067.1
OG0004956	XP_003249944.1	XP_015179059.1
OG0004957	XP_006560278.2, XP_003249665.2	XP_015180496.1
OG0004958	XP_003251699.2, XP_026297226.1	XP_015187092.1, XP_015187089.1, XP_015187091.1, XP_015187090.1
OG0004959	XP_006557469.1	XP_015191155.1
OG0004960	XP_006564536.1, XP_026299114.1	XP_015177840.1, XP_015177842.1, XP_015177841.1
OG0004961	XP_395337.1, XP_006565988.1	XP_015187804.1
OG0004962	XP_026296990.1	XP_015180351.1
OG0004963	XP_026298042.1	XP_015174388.1
OG0004964	XP_026301282.1	XP_015174553.1
OG0004965	XP_026301304.1	XP_015175715.1, XP_015175714.1, XP_015175716.1, XP_015175717.1, XP_015175718.1
OG0004966	XP_026301346.1	XP_015171770.1
OG0004967	XP_026301631.1	XP_015187739.1
OG0004976	XP_394854.2	XP_015183433.1
OG0004977	XP_623505.2	XP_015174409.1
OG0004978	XP_006564672.2	XP_015186199.1
OG0004979	XP_625114.2	XP_015175719.1
OG0004980	NP_001229448.1	XP_015177177.1
OG0004981	XP_006568186.1	XP_015172625.1
OG0004982	XP_394769.2	XP_015182765.1
OG0004983	XP_625009.2	XP_015179645.1
OG0004984	XP_003251769.2	XP_015186018.1
OG0004985	NP_001091685.2	XP_015171081.1
OG0004986	XP_006568565.1	XP_015185666.1
OG0004987	XP_001121096.1	XP_015186357.1
OG0004988	XP_624147.2	XP_015172669.1
OG0004989	XP_001121986.2	XP_015191848.1
OG0004991	XP_623441.1	XP_015171830.1
OG0004992	XP_001121546.2	XP_015185826.1, XP_015185834.1
OG0004993	XP_003249153.1	XP_015186619.1
OG0004994	XP_393701.1	XP_015191154.1
OG0004995	XP_392749.1	XP_015186540.1
OG0004996	XP_026296510.1	XP_015178043.1
OG0004997	XP_006558285.1	XP_015172034.1
OG0004998	XP_006559884.1	XP_015172728.1
OG0004999	XP_624958.3	XP_015179631.1
OG0005000	XP_003250349.1	XP_015177089.1, XP_015177088.1
OG0005001	XP_001121159.1	XP_015173784.1
OG0005002	XP_395224.3	XP_015181299.1
OG0005003	XP_006572307.1	XP_015188731.1
OG0005004	XP_624976.2	XP_015176388.1
OG0005005	XP_001120011.1	XP_015191634.1
OG0005006	XP_001120920.1	XP_015172021.1
OG0005007	XP_623649.1	XP_015180879.1
OG0005008	XP_623921.1	XP_015181200.1
OG0005009	XP_623372.1	XP_015186379.1
OG0005010	NP_001158282.1	XP_015186807.1
OG0005011	XP_001120685.1	XP_015182646.1
OG0005012	XP_393764.2	XP_015185510.1
OG0005013	XP_026295666.1	XP_015174856.1
OG0005014	XP_624421.1	XP_015184447.1
OG0005015	XP_026294845.1	XP_015178364.1
OG0005016	XP_001121250.4	XP_015187953.1
OG0005017	XP_396596.1	XP_015179965.1
OG0005018	NP_001167614.1	XP_015171749.1
OG0005019	XP_625005.1	XP_015179533.1
OG0005020	XP_393352.2	XP_015181001.1
OG0005021	XP_006566795.1, XP_625213.1	XP_015179942.1
OG0005022	XP_006570292.1	XP_015184688.1
OG0005023	XP_026300493.1	XP_015180744.1
OG0005024	XP_006558733.1	XP_015190997.1
OG0005025	XP_392446.1	XP_015172982.1
OG0005027	XP_003251739.1	XP_015186588.1
OG0005028	XP_001121556.1	XP_015187077.1
OG0005029	XP_001120845.2, XP_026300902.1, XP_016767121.1, XP_016767124.1, XP_026300906.1	XP_015187837.1
OG0005030	XP_006569392.1	XP_015171933.1
OG0005031	XP_393865.2	XP_015181736.1
OG0005032	XP_001120393.2	XP_015171462.1
OG0005033	XP_026299648.1	XP_015174221.1
OG0005034	NP_001265636.1	XP_015173960.1, XP_015173962.1
OG0005035	NP_001164444.1	XP_015171815.1
OG0005036	XP_006561099.1	XP_015174695.1, XP_015174694.1
OG0005037	XP_003250092.1	XP_015191658.1
OG0005038	XP_624987.1	XP_015188884.1
OG0005039	XP_026296687.1	XP_015175281.1
OG0005040	XP_006557320.2	XP_015174374.1
OG0005041	XP_396561.1	XP_015175954.1
OG0005042	XP_394996.5	XP_015182631.1
OG0005043	XP_001122387.2	XP_015174682.1
OG0005044	XP_391905.2	XP_015178544.1
OG0005045	XP_016767859.1	XP_015183231.1
OG0005046	XP_001122061.3	XP_015188476.1
OG0005047	XP_624227.2	XP_015184918.1
OG0005048	XP_006558637.1	XP_015180200.1
OG0005050	XP_026300710.1	XP_015176974.1
OG0005051	XP_396004.2	XP_015176447.1
OG0005052	XP_006558428.1	XP_015171816.1
OG0005053	XP_006557869.1	XP_015187433.1
OG0005054	XP_624052.1	XP_015191349.1
OG0005055	XP_006566613.2, XP_006566614.1	XP_015178056.1, XP_015178057.1
OG0005056	XP_001121596.2	XP_015183822.1
OG0005057	XP_006559251.1	XP_015184936.1
OG0005058	XP_003251012.1	XP_015181086.1
OG0005059	XP_394993.2	XP_015179803.1
OG0005060	XP_006559168.2	XP_015186070.1
OG0005061	XP_392368.1	XP_015188396.1
OG0005062	XP_006561658.1	XP_015185806.1
OG0005063	XP_623433.1	XP_015183661.1
OG0005064	XP_624908.3	XP_015180012.1
OG0005065	XP_001120524.1	XP_015187788.1
OG0005066	XP_003249110.1	XP_015185180.1
OG0005067	XP_392248.5	XP_015171183.1
OG0005068	XP_624086.1	XP_015184448.1
OG0005069	XP_392920.1	XP_015173016.1, XP_015173017.1
OG0005070	XP_006571227.1	XP_015172838.1
OG0005071	XP_026300492.1, XP_016772904.2	XP_015171507.1
OG0005072	XP_395162.2	XP_015191175.1
OG0005073	XP_026300255.1	XP_015180984.1
OG0005074	XP_003251344.1	XP_015187318.1
OG0005075	NP_001165860.1, XP_006569264.1	XP_015187314.1
OG0005076	XP_006563725.2	XP_015180949.1, XP_015189859.1
OG0005077	XP_393438.2	XP_015174190.1
OG0005078	XP_006571751.1	XP_015184721.1
OG0005079	XP_392114.1	XP_015173593.1
OG0005080	XP_001120134.2	XP_015176741.1
OG0005081	XP_393820.4	XP_015189163.1
OG0005082	XP_624938.1	XP_015177853.1
OG0005083	XP_001122241.2	XP_015174600.1
OG0005084	XP_006558481.1	XP_015175125.1
OG0005085	XP_001121619.2	XP_015185081.1
OG0005086	XP_001123179.2	XP_015180833.1
OG0005087	XP_395304.3	XP_015190826.1
OG0005088	XP_026297052.1	XP_015189153.1
OG0005089	XP_006561174.1, XP_026302292.1	XP_015187646.1
OG0005090	XP_001119960.1	XP_015190430.1
OG0005091	XP_016771717.1, XP_392005.3	XP_015185518.1
OG0005092	XP_006563568.1	XP_015175607.1
OG0005093	XP_016766950.1	XP_015186173.1
OG0005094	XP_003251214.1	XP_015186152.1, XP_015186237.1, XP_015186065.1
OG0005096	XP_006571904.1	XP_015190120.1
OG0005097	XP_001120949.1	XP_015179049.1
OG0005098	XP_006565003.1	XP_015187160.1
OG0005099	XP_001122212.1	XP_015178064.1
OG0005100	XP_006561235.1	XP_015182398.1
OG0005101	XP_394217.1	XP_015185951.1
OG0005102	XP_393510.1	XP_015184341.1
OG0005103	XP_392468.3	XP_015171306.1
OG0005104	XP_026299984.1	XP_015189234.1
OG0005105	XP_006567229.1	XP_015171823.1
OG0005106	XP_001120728.1	XP_015185211.1
OG0005107	XP_624000.1	XP_015176816.1, XP_015176817.1, XP_015176818.1, XP_015176819.1
OG0005108	XP_001121804.1	XP_015171392.1
OG0005109	XP_624534.3	XP_015182457.1
OG0005110	XP_016771943.1	XP_015176806.1
OG0005111	XP_016771803.1	XP_015190825.1
OG0005112	XP_006571771.1	XP_015171307.1
OG0005113	XP_001122056.2	XP_015171940.1, XP_015171939.1, XP_015171938.1
OG0005114	XP_003250050.1	XP_015178924.1
OG0005116	XP_395789.1	XP_015180606.1
OG0005117	XP_623650.3	XP_015191160.1
OG0005118	XP_006560922.2	XP_015185620.1
OG0005119	XP_006557849.1	XP_015185233.1
OG0005120	XP_397155.4	XP_015174401.1
OG0005121	XP_006557405.1	XP_015172093.1
OG0005122	XP_624112.1	XP_015179448.1
OG0005123	XP_393835.1	XP_015184160.1
OG0005124	XP_624620.2	XP_015175413.1, XP_015175569.1
OG0005125	XP_001119973.4	XP_015171032.1
OG0005126	XP_026296828.1	XP_015188395.1
OG0005127	XP_006564241.1, XP_393516.3	XP_015189369.1
OG0005128	XP_001123223.3	XP_015189532.1
OG0005129	XP_016767145.2	XP_015179415.1
OG0005130	XP_003250077.1	XP_015174167.1, XP_015174158.1
OG0005131	XP_006563386.2, NP_001011629.1	XP_015179147.1
OG0005132	XP_393984.2	XP_015187231.1
OG0005133	XP_397479.5	XP_015178060.1
OG0005134	XP_001122102.2	XP_015180895.1
OG0005135	XP_016769757.1	XP_015185645.1
OG0005136	XP_394923.5	XP_015180476.1
OG0005137	XP_026298832.1	XP_015188867.1
OG0005138	XP_392783.4	XP_015181112.1
OG0005139	XP_026297170.1	XP_015185385.1
OG0005140	XP_003250865.1	XP_015176945.1
OG0005141	XP_006564321.1	XP_015181624.1
OG0005142	XP_006560748.1	XP_015179516.1
OG0005143	XP_392112.3	XP_015190956.1
OG0005145	XP_395009.2	XP_015177975.1
OG0005146	XP_001120493.3	XP_015175992.1
OG0005147	XP_006570983.1	XP_015183087.1
OG0005148	XP_026300103.1	XP_015185432.1
OG0005149	XP_392681.2	XP_015180240.1
OG0005150	XP_026296793.1	XP_015188028.1
OG0005151	XP_001120703.1	XP_015181996.1
OG0005152	XP_001121922.1	XP_015191631.1
OG0005153	XP_624533.1	XP_015187470.1
OG0005154	XP_006566787.1	XP_015179815.1
OG0005155	XP_623128.1	XP_015189440.1
OG0005156	XP_393076.1	XP_015183758.1, XP_015183837.1
OG0005157	XP_394434.2	XP_015175452.1
OG0005158	XP_006563902.1	XP_015180230.1
OG0005159	XP_395654.5	XP_015190877.1
OG0005160	XP_392814.2	XP_015171342.1
OG0005161	XP_026298305.1	XP_015184563.1
OG0005162	XP_026300484.1	XP_015181127.1
OG0005163	XP_026301277.1	XP_015177422.1
OG0005164	XP_624895.1	XP_015180055.1
OG0005165	XP_006570423.3	XP_015188334.1, XP_015188333.1
OG0005166	XP_001122763.2	XP_015181918.1, XP_015181917.1
OG0005167	XP_001122533.3	XP_015190630.1
OG0005168	XP_397369.4	XP_015190910.1
OG0005169	XP_396382.3	XP_015190250.1
OG0005170	XP_392553.1	XP_015175746.1
OG0005171	XP_026298327.1	XP_015183287.1
OG0005172	XP_393909.2	XP_015176278.1
OG0005173	XP_026299151.1	XP_015172659.1
OG0005174	XP_026296681.1	XP_015183483.1
OG0005175	XP_624578.2	XP_015190933.1
OG0005176	XP_395633.4, XP_006565412.1	XP_015185869.1
OG0005177	XP_026295820.1	XP_015174914.1
OG0005178	XP_006560725.1	XP_015178124.1
OG0005179	XP_624552.1	XP_015178940.1
OG0005180	XP_006561315.1	XP_015182193.1
OG0005181	XP_026298221.1	XP_015183155.1
OG0005182	XP_026299644.1	XP_015189134.1
OG0005183	XP_006560006.1, XP_393020.2	XP_015181807.1
OG0005184	XP_016766171.2, XP_016766170.2	XP_015187124.1
OG0005185	XP_623717.4	XP_015187186.1
OG0005186	XP_001120574.1	XP_015174109.1
OG0005187	XP_001121664.2	XP_015185013.1
OG0005188	XP_392318.4	XP_015172428.1
OG0005189	XP_625000.3	XP_015173320.1
OG0005190	XP_395784.2	XP_015177004.1
OG0005191	XP_016770903.1	XP_015175404.1
OG0005192	XP_001122523.1	XP_015177636.1, XP_015177634.1, XP_015177635.1
OG0005193	XP_006567864.2	XP_015188351.1
OG0005194	XP_006570132.1	XP_015183969.1, XP_015184059.1, XP_015184147.1
OG0005195	XP_026297112.1	XP_015182925.1
OG0005197	XP_396315.6	XP_015187923.1
OG0005198	XP_016767891.1	XP_015177407.1
OG0005199	XP_624337.2	XP_015188720.1
OG0005200	XP_001121355.3	XP_015178226.1
OG0005201	XP_003249825.2	XP_015187624.1
OG0005202	XP_026299131.1	XP_015182427.1
OG0005203	XP_624054.3	XP_015187180.1
OG0005204	XP_003251671.1	XP_015181468.1
OG0005205	XP_623704.2	XP_015172095.1
OG0005206	XP_394948.6	XP_015174010.1
OG0005207	XP_026295494.1	XP_015177790.1
OG0005208	XP_006560637.2	XP_015176684.1
OG0005209	XP_395903.3	XP_015182056.1
OG0005210	XP_016772014.1	XP_015182540.1, XP_015185003.1
OG0005211	XP_006567217.2	XP_015179760.1
OG0005212	XP_392905.2	XP_015177791.1
OG0005213	XP_001121415.2	XP_015176555.1
OG0005214	XP_006563814.1	XP_015177908.1
OG0005215	XP_006559646.1	XP_015177387.1
OG0005216	XP_391855.2	XP_015182528.1
OG0005217	XP_006563220.1	XP_015182609.1
OG0005218	NP_001264230.1	XP_015183303.1
OG0005219	XP_624008.2	XP_015189007.1
OG0005220	XP_395913.3	XP_015177795.1
OG0005221	XP_016767017.2, NP_001128421.1	XP_015180368.1
OG0005222	XP_026301694.1, XP_026301693.1	XP_015180821.1
OG0005223	XP_395792.4	XP_015187790.1
OG0005224	XP_006572378.3	XP_015182284.1
OG0005225	XP_026298920.1	XP_015176208.1
OG0005226	XP_392828.3	XP_015183878.1
OG0005227	XP_001119931.1	XP_015173759.1
OG0005228	XP_026295630.1	XP_015185420.1
OG0005229	XP_624299.2, XP_016767532.1	XP_015190795.1, XP_015190798.1
OG0005230	XP_016771850.1	XP_015185560.1
OG0005231	XP_026301496.1	XP_015171318.1
OG0005232	XP_393586.1	XP_015184707.1
OG0005233	XP_026299564.1	XP_015188335.1
OG0005234	XP_016770771.1	XP_015177559.1
OG0005235	XP_003251449.1	XP_015184792.1
OG0005236	XP_001122885.3	XP_015176123.1
OG0005237	XP_006564278.1	XP_015178150.1
OG0005238	XP_026302268.1	XP_015187132.1
OG0005239	XP_623902.1	XP_015176077.1
OG0005240	XP_006561648.2	XP_015172613.1
OG0005241	XP_006566766.1	XP_015171754.1
OG0005242	XP_624077.3	XP_015180553.1
OG0005243	XP_006571338.2, XP_006571339.2	XP_015184838.1
