Orthogroup	Apis_mellifera	Solenopsis_invicta
OG0003461	XP_016771845.1, XP_006564929.1	XP_025991213.1
OG0003462	XP_026299471.1	XP_025993799.2
OG0003463	XP_391829.3	XP_011160595.1
OG0003464	XP_623282.2	XP_011165321.1
OG0003465	XP_006557764.1	XP_011173159.1
OG0003466	XP_393480.5	XP_011172223.1
OG0003467	XP_625110.4	XP_025987392.1
OG0003468	XP_026300247.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_392374.4	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003471	XP_392585.4	XP_039308449.1
OG0003472	XP_006559764.1	XP_025995638.1
OG0003473	XP_016770365.1	XP_011162299.1
OG0003474	XP_624906.2	XP_011167328.1
OG0003475	XP_623321.1	XP_011166400.1
OG0003476	XP_016772209.2	XP_025991918.2
OG0003477	XP_393723.2	XP_011161639.1
OG0003478	XP_396785.4	XP_039301857.1
OG0003479	NP_001011605.1	XP_039304625.1
OG0003480	XP_001122793.3	XP_011163009.2
OG0003481	XP_001120972.2	XP_011168227.1
OG0003482	XP_006562508.2	XP_039308503.1
OG0003483	XP_006564273.1	XP_011167627.1
OG0003484	XP_006564183.2	XP_011175536.1
OG0003485	XP_624563.2, XP_006571956.1	XP_011160665.1
OG0003486	XP_026294823.1, XP_026294822.1	XP_011176014.1
OG0003487	XP_394742.1	XP_039312962.1
OG0003488	XP_392396.3	XP_011172280.1, XP_011172281.1
OG0003489	XP_001122067.3	XP_011171151.1
OG0003490	XP_624417.1	XP_011157908.1
OG0003491	XP_026297743.1, XP_396869.4	XP_025988848.1
OG0003492	XP_006559876.1	XP_011162771.1
OG0003493	XP_016770734.1	XP_011168044.1
OG0003494	XP_393769.3	XP_039309299.1, XP_039309208.1
OG0003495	XP_016772029.1	XP_011174335.1
OG0003496	NP_001314895.1	XP_025993632.2
OG0003497	XP_026298659.1	XP_011156399.1
OG0003498	XP_026298566.1	XP_011165874.1
OG0003499	XP_003249448.2	XP_039310463.1
OG0003500	XP_003250388.1, XP_001120796.1	XP_039305410.1
OG0003501	XP_395711.5, XP_006559706.2	XP_011160315.1
OG0003502	XP_003251227.1	XP_011173216.1
OG0003503	XP_026295149.1, XP_026295150.1, XP_006559778.1	XP_011158197.1
OG0003504	XP_001120503.2, XP_026296684.1	XP_039305633.1
OG0003506	XP_001121217.1, XP_006564784.1, XP_026302235.1	XP_011161084.2
OG0003507	NP_001239357.1, XP_006557599.1	XP_011161240.1
OG0003508	XP_393823.1	XP_011161847.2
OG0003509	XP_026302272.1, XP_026302271.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_016771951.1, XP_026300254.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_026297790.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_006572303.1	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_026298952.1	XP_025993404.1
OG0003514	XP_026297433.1	XP_011172359.1
OG0003515	XP_026296550.1	XP_025994886.1
OG0003516	XP_001121025.1	XP_011157782.1
OG0003517	XP_016770755.1	XP_011157243.1
OG0003518	XP_016770683.1	XP_025993845.1
OG0003519	XP_016769119.1	XP_011157485.2
OG0003520	XP_006558164.2	XP_025987458.1
OG0003521	XP_006558229.1	XP_025994590.1
OG0003522	XP_001120606.1	XP_011170188.1
OG0003523	XP_026297026.1	XP_011159133.3
OG0003524	XP_026298075.1	XP_011159594.2
OG0003525	XP_006571000.1, XP_006571001.1	XP_011157508.1
OG0003526	XP_001120160.2	XP_025994120.1, XP_011176200.1
OG0003527	XP_624136.4	XP_011164994.2
OG0003528	XP_006560271.1	XP_025994598.1
OG0003529	XP_625180.1	XP_011157905.1
OG0003530	XP_001121740.1	XP_011164666.1
OG0003531	XP_006560385.1, XP_003249680.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_016771007.1, XP_006566912.2	XP_011175391.1
OG0003533	XP_006561980.2	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_026301259.1	XP_025993470.2
OG0003535	XP_026302130.1	XP_025996198.1
OG0003536	XP_392512.3	XP_011161902.1
OG0003538	XP_624036.2	XP_011168937.1
OG0003539	XP_001121879.1	XP_039308016.1
OG0003540	XP_006557391.2, XP_026295903.1	XP_011170944.1
OG0003541	XP_016770422.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_006567287.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_006568885.3	XP_011158692.1
OG0003544	XP_624019.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_001119912.1	XP_025990427.1
OG0003546	NP_001314878.1	XP_025993446.1
OG0003547	XP_016766274.1	XP_011158646.1
OG0003548	XP_016768400.1, XP_016768399.1	XP_025988074.1
OG0003549	XP_624768.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_625220.1	XP_011162120.1, XP_011162121.1
OG0003551	XP_006557614.1	XP_039301798.1
OG0003552	XP_006557684.2	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_006560166.1	XP_011161755.2
OG0003554	XP_006569773.2	XP_039308532.1
OG0003555	XP_392263.1	XP_025995357.2
OG0003556	NP_001229505.1, XP_026298415.1	XP_025993106.2
OG0003557	XP_001121172.2	XP_011164774.2
OG0003558	XP_016770574.1	XP_039309560.1
OG0003559	XP_006559979.1	XP_025986435.1
OG0003560	XP_006562728.3	XP_025988610.2
OG0003561	XP_026301754.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_006557769.1	XP_011155379.1
OG0003563	XP_026298294.1	XP_039310060.1
OG0003564	XP_393524.3	XP_011167702.1
OG0003565	XP_006568407.1	XP_011156156.1
OG0003566	XP_396520.4	XP_039315677.1
OG0003567	XP_003251076.1	XP_011172274.1
OG0003568	XP_026299671.1	XP_039312274.1
OG0003569	XP_026299489.1	XP_039312335.1
OG0003570	XP_026301738.1, NP_001229508.1	XP_025991364.2
OG0003571	XP_016772335.1	XP_011164706.1
OG0003572	XP_026301294.1	XP_011166886.1
OG0003573	XP_026295782.1	XP_025994936.2
OG0003574	XP_006562002.1	XP_011156360.1
OG0003575	XP_003249441.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_393699.3	XP_011168218.1
OG0003577	XP_623216.3	XP_011160828.1
OG0003578	XP_006568862.1, XP_006568863.1	XP_011164006.1
OG0003579	NP_001091689.1, XP_006571078.1	XP_011158500.2
OG0003580	XP_006568089.1	XP_025996659.1
OG0003581	XP_624721.2	XP_025992672.1
OG0003582	XP_026294996.1, XP_026294994.1	XP_025986840.2
OG0003583	XP_026295519.1	XP_011170583.1
OG0003584	XP_026297931.1	XP_011164677.1
OG0003585	XP_624344.3	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_003249383.1	XP_011158129.1
OG0003587	XP_026297815.1	XP_011169932.2
OG0003588	XP_026296472.1	XP_011159472.1
OG0003589	XP_026297132.1	XP_025989716.1
OG0003591	XP_006562719.1	XP_011161385.1
OG0003592	XP_016768190.2	XP_025996466.1
OG0003593	XP_392407.6	XP_039301872.1
OG0003595	XP_001120441.2	XP_011169380.1
OG0003596	XP_397270.3	XP_025992260.1
OG0003597	XP_026295523.1	XP_025991864.1
OG0003598	XP_016769385.1, XP_392535.3	XP_011165034.1, XP_025992827.1
OG0003599	XP_006561749.1	XP_011161508.1
OG0003600	XP_006570985.1	XP_025993030.2
OG0003601	XP_395892.2	XP_011172202.1
OG0003602	XP_001120037.2	XP_025994604.1
OG0003603	XP_625092.3	XP_011169059.2
OG0003604	XP_006565223.1	XP_039315300.1, XP_011161130.2
OG0003605	XP_026297691.1	XP_039306480.1
OG0003606	XP_026300416.1, XP_026300415.1	XP_011155340.1
OG0003607	XP_016770111.1	XP_039314608.1
OG0003608	XP_006567242.1	XP_039305257.1
OG0003609	XP_003249988.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_392779.3	XP_011175415.1
OG0003611	XP_026299826.1	XP_011174238.1
OG0003613	XP_394878.2	XP_011168513.1
OG0003614	NP_001012980.1	XP_011165980.2
OG0003615	XP_394547.4	XP_011155661.1
OG0003617	XP_016772434.2	XP_039308360.1
OG0003618	XP_016771087.1	XP_011167752.1
OG0003619	XP_026298960.1	XP_025996652.1
OG0003620	XP_016767111.1	XP_011173558.2
OG0003621	XP_026296342.1, XP_026296341.1, XP_026296340.1	XP_011167271.2
OG0003622	XP_003249479.3, XP_026301501.1	XP_025993016.2
OG0003623	XP_016768664.2, XP_016768660.2	XP_011166561.2
OG0003624	XP_026295980.1	XP_011173629.1
OG0003625	XP_026296123.1	XP_039310576.1
OG0003626	XP_006563612.1	XP_039314948.1
OG0003627	XP_016769285.2	XP_011163417.2
OG0003628	XP_006560796.1	XP_011166426.1
OG0003629	XP_393307.3	XP_011166897.1, XP_011166898.1
OG0003630	XP_026299330.1, NP_001314887.1	XP_025986522.1
OG0003631	XP_395400.7	XP_011157082.3
OG0003632	NP_001014983.1, XP_006561567.2	XP_025992165.2
OG0003633	XP_016767443.2	XP_025987589.2
OG0003634	XP_026299689.1	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	XP_006562493.2	XP_039314897.1
OG0003636	XP_026300438.1	XP_025986658.2
OG0003637	XP_006568274.1	XP_039305221.1
OG0003638	XP_016769858.1	XP_025985884.1
OG0003639	XP_006566456.1	XP_011167928.1
OG0003640	XP_016770576.1	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	XP_006564642.1	XP_025988954.1
OG0003642	XP_026297980.1, XP_026297977.1	XP_039313749.1
OG0003643	XP_006558600.1	XP_011157048.2
OG0003644	XP_006564948.2	XP_011161160.1
OG0003645	XP_006560534.1	XP_039312324.1
OG0003646	NP_001073674.1, XP_016766315.1	XP_039305230.1
OG0003647	XP_006558467.1	XP_025996645.2
OG0003648	XP_026300952.1	XP_011166759.1
OG0003649	XP_026299954.1	XP_011170222.1
OG0003650	XP_026295443.1	XP_039312443.1
OG0003651	XP_026296567.1, XP_026296569.1	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1
OG0003652	XP_003251317.2	XP_011158767.1
OG0003653	XP_006571882.3	XP_011167346.2
OG0003654	XP_006568995.1, XP_006568993.1, XP_006568992.1	XP_039302559.1
OG0003655	XP_001121032.2	XP_039308408.1, XP_039308409.1
OG0003656	XP_026295176.1	XP_011159123.2
OG0003657	XP_624703.1	XP_039308354.1
OG0003658	XP_624141.3	XP_011155629.1, XP_011155630.1, XP_039302693.1
OG0003661	XP_006561677.1	XP_011170494.3
OG0003662	XP_016768362.2	XP_011175688.1
OG0003663	XP_026297485.1	XP_039306921.1
OG0003664	XP_016768039.1	XP_011164276.1
OG0003665	XP_026297140.1	XP_011166929.1, XP_011166930.1
OG0003666	XP_006564152.1	XP_011166717.1
OG0003667	NP_001157187.1	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1
OG0003668	XP_016770465.2, XP_006566579.1	XP_039312702.1, XP_011169131.1
OG0003669	XP_393590.2	XP_011168002.1
OG0003670	XP_006566552.1	XP_039312486.1
OG0003671	XP_006563978.2	XP_025995824.1
OG0003672	XP_006564853.1, XP_026296716.1	XP_039314297.1
OG0003673	XP_006559462.1	XP_011159485.1, XP_011159484.1
OG0003674	XP_016770777.2	XP_011175340.1
OG0003675	XP_624591.1	XP_011167135.2
OG0003676	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1	XP_011163394.2
OG0003677	XP_006564807.1	XP_011176185.1
OG0003678	XP_006567812.1, XP_006567813.1, XP_016767872.1	XP_011163744.2
OG0003679	XP_006565370.2	XP_011169854.1, XP_011169848.1, XP_011169843.1
OG0003680	XP_006562950.1	XP_025991771.1
OG0003681	XP_006559723.1	XP_011158579.1
OG0003682	XP_006562949.1	XP_011159235.1
OG0003683	XP_001121251.1	XP_011158808.1
OG0003684	XP_001120276.2	XP_011164943.1
OG0003685	XP_006565008.1	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1
OG0003686	XP_006570591.2	XP_025985905.2
OG0003687	XP_006570860.1	XP_011165752.1
OG0003688	XP_006563508.3	XP_011160014.1, XP_025989235.1
OG0003690	XP_026296602.1	XP_039303242.1, XP_011170696.1
OG0003691	XP_016769234.2	XP_025993189.2
OG0003692	XP_623409.3	XP_025986560.1
OG0003693	XP_026299201.1	XP_011159296.1
OG0003694	XP_006558516.1	XP_025994039.2
OG0003695	XP_001120679.2	XP_011169446.1
OG0003696	XP_006561199.2	XP_039308599.1, XP_039308617.1
OG0003697	XP_006561470.2	XP_039308387.1
OG0003699	XP_006563554.1, XP_006563555.1	XP_011174388.1, XP_011174393.1, XP_025987261.1
OG0003700	XP_006566737.2	XP_011169128.1
OG0003701	XP_006570844.1	XP_011165358.1, XP_011165355.1
OG0003702	XP_026296493.1	XP_039305182.1
OG0003703	XP_026296711.1, XP_026296710.1	XP_011170385.1
OG0003704	XP_026297049.1	XP_025991981.2
OG0003705	XP_026298067.1	XP_025987913.1
OG0003706	XP_026300926.1	XP_039309212.1
OG0003706	XP_026300924.1	XP_011155353.2
OG0003709	XP_624346.1	XP_011163619.1
OG0003710	XP_026295463.1	XP_011168792.1
OG0003711	XP_624913.1	XP_011172335.1
OG0003712	XP_623106.1	XP_011157010.1
OG0003713	XP_006558475.1	XP_011168517.1
OG0003714	XP_003249456.1	XP_011162592.1
OG0003715	XP_016768510.1, XP_006570153.1	XP_039313058.1
OG0003716	XP_016769562.1	XP_025995556.1
OG0003717	XP_016766508.2, XP_026294884.1	XP_011170723.1
OG0003718	XP_624694.1	XP_025988831.1
OG0003719	XP_006564545.3	XP_025993392.1
OG0003720	XP_006560438.1	XP_011158067.1
OG0003721	XP_392857.2	XP_025989283.1
OG0003722	XP_624693.1	XP_011175703.1
OG0003723	XP_394314.2	XP_011158661.1
OG0003724	NP_001011637.1, XP_006559489.1	XP_011158968.1
OG0003725	XP_003249154.1	XP_025993111.1
OG0003726	NP_001229396.1	XP_025996015.1
OG0003727	XP_026295409.1, XP_026295410.1	XP_011170912.1, XP_011170914.1, XP_011170913.1
OG0003728	XP_006567959.1	XP_011169739.1
OG0003729	XP_001121882.2	XP_011165154.1
OG0003730	XP_624367.3	XP_011165842.1
OG0003731	XP_624918.2	XP_011164522.1
OG0003732	XP_397474.4	XP_011156365.1
OG0003733	XP_026299155.1	XP_011163524.2
OG0003734	XP_001120069.1	XP_039307129.1, XP_025994362.1
OG0003735	XP_006557994.1	XP_011161972.1
OG0003736	XP_623376.5	XP_011169470.1
OG0003737	XP_623269.1	XP_011157966.1
OG0003738	XP_396810.3	XP_011169742.1
OG0003739	XP_006559268.1, XP_026301224.1, XP_026301223.1	XP_011164693.1
OG0003740	XP_624453.1	XP_025991922.1
OG0003741	XP_006559044.1	XP_011174019.1
OG0003742	XP_623206.1	XP_011161409.1
OG0003743	XP_624070.1	XP_011172362.1
OG0003744	XP_623480.1	XP_011172220.1
OG0003745	XP_396838.2	XP_011171823.1
OG0003746	XP_006564233.1	XP_039304457.1
OG0003747	XP_006562040.1	XP_011167369.2, XP_025988608.1
OG0003748	XP_026299728.1	XP_011166657.1, XP_011166656.1
OG0003749	XP_006565109.1	XP_025987674.1, XP_039305506.1
OG0003750	XP_624253.2	XP_025990237.1
OG0003751	NP_001239355.1	XP_011169970.2
OG0003752	XP_006572317.1	XP_011158636.1
OG0003753	XP_624085.1	XP_011163442.1
OG0003754	XP_003250813.1	XP_039301810.1
OG0003755	XP_026299502.1	XP_011156923.1
OG0003756	XP_001120140.3	XP_011170763.1
OG0003757	NP_001161808.1	XP_039303967.1, XP_025986167.1, XP_039303968.1
OG0003758	XP_395052.1	XP_039305719.1
OG0003759	XP_006565346.1, XP_393244.1	XP_011161012.1
OG0003760	XP_003251153.1	XP_011164546.1
OG0003761	XP_392902.1	XP_011160215.1
OG0003762	XP_392658.2	XP_025995354.1
OG0003763	XP_006563595.1	XP_011165219.2
OG0003764	XP_006562281.1	XP_011158594.1, XP_011158597.1
OG0003765	XP_395092.2	XP_011162102.1
OG0003766	XP_016766389.1	XP_011167172.1
OG0003767	XP_624256.1	XP_011172039.1
OG0003768	XP_006569916.1	XP_011175554.1
OG0003769	XP_026299073.1, XP_026299075.1	XP_039304039.1, XP_011159751.1
OG0003770	XP_006569545.1	XP_011157095.1
OG0003771	XP_026298499.1	XP_011155616.1
OG0003772	XP_003250682.1	XP_011159503.1
OG0003773	XP_026296549.1	XP_011160541.1, XP_011160542.1
OG0003774	XP_026300576.1	XP_011168322.1
OG0003775	XP_001120217.1	XP_025995362.1
OG0003776	XP_006570251.1	XP_011157495.1
OG0003777	XP_026298741.1	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1
OG0003778	XP_003251640.1	XP_025991477.2
OG0003779	NP_001193395.1	XP_011161043.1
OG0003780	XP_393603.1	XP_011176195.1, XP_011176197.1, XP_011176196.1
OG0003781	XP_026295502.1, NP_001171518.1	XP_011164009.1
OG0003782	XP_001120056.1	XP_011163386.1
OG0003783	XP_001119829.1	XP_011157971.1
OG0003784	XP_003249472.1	XP_011160258.1
OG0003785	NP_001129207.1	XP_011159536.3
OG0003786	XP_395779.3, XP_026298542.1	XP_011159396.1, XP_011159398.1
OG0003787	XP_026298623.1	XP_039307174.1, XP_011171028.1
OG0003788	XP_026301507.1	XP_011155430.1
OG0003789	XP_003249557.1	XP_011169655.1
OG0003790	XP_624364.1	XP_011165359.1
OG0003791	XP_026297172.1	XP_011156116.1
OG0003792	XP_006570971.2	XP_025995656.1
OG0003793	XP_003251623.1	XP_011165565.3
OG0003794	XP_623753.4	XP_039303676.1
OG0003795	XP_001122452.2	XP_011160027.1, XP_011160029.1
OG0003796	XP_016769254.1	XP_011155673.1
OG0003797	XP_026296665.1	XP_039312805.1
OG0003798	NP_001155181.1	XP_025992665.1
OG0003799	XP_006564028.1	XP_011170585.1
OG0003800	XP_006563123.1	XP_011157261.1
OG0003801	XP_016771069.1	XP_039307025.1
OG0003802	XP_393179.1	XP_011156805.1
OG0003803	XP_001123127.4	XP_011159601.1
OG0003804	XP_006563301.1	XP_011172646.1
OG0003805	XP_623721.3	XP_011167839.2
OG0003806	XP_001121781.3	XP_011173111.1
OG0003807	XP_397043.2	XP_039301827.1, XP_011156481.1
OG0003808	XP_397281.4	XP_011173566.1
OG0003809	XP_392238.1	XP_011161045.1
OG0003810	XP_395930.3	XP_011157488.1
OG0003811	XP_394964.5	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1
OG0003812	XP_006557910.2, XP_026300470.1	XP_025992553.1
OG0003813	XP_001119919.1	XP_011159958.2
OG0003814	XP_006565648.2, NP_001242961.1	XP_011157373.2, XP_039306706.1
OG0003815	XP_006570358.1	XP_039307396.1, XP_025992666.1
OG0003816	XP_003251562.1	XP_039312757.1
OG0003817	XP_026299800.1	XP_011172618.1
OG0003818	XP_006561461.1	XP_011175934.1
OG0003819	XP_016772254.2	XP_011170017.1
OG0003820	XP_026299805.1	XP_011156382.3, XP_039307591.1
OG0003821	XP_026300350.1	XP_011164448.1
OG0003822	XP_016768644.1	XP_011162673.2
OG0003823	XP_006559962.1	XP_011166802.1
OG0003824	XP_016772970.1	XP_011163209.2
OG0003825	XP_006559218.1	XP_039310079.1
OG0003826	XP_624040.4	XP_039310283.1
OG0003827	XP_006571572.1, XP_016769063.1	XP_011160989.2
OG0003828	XP_624638.4	XP_011171352.1
OG0003829	XP_395153.3	XP_039310615.1
OG0003830	XP_026296931.1	XP_025989979.2, XP_025989980.2
OG0003831	XP_397232.1	XP_025994355.1
OG0003832	XP_006561360.2	XP_011164209.2
OG0003833	XP_625020.3	XP_011170251.1
OG0003834	XP_006568516.1	XP_011163864.1
OG0003835	XP_001120329.1	XP_011159619.1
OG0003836	XP_026297908.1, XP_026297907.1	XP_039309063.1
OG0003837	XP_006560660.1, XP_026296193.1	XP_011173345.1
OG0003838	XP_026295517.1, XP_001120196.2, XP_016766654.1	XP_011166072.1
OG0003839	XP_006564577.2	XP_011162047.1
OG0003841	XP_394330.4	XP_011157791.1, XP_011157790.1
OG0003842	XP_026299981.1, XP_026299982.1	XP_039303012.1
OG0003843	XP_393949.2	XP_011166255.1, XP_039311219.1
OG0003844	XP_003249738.1	XP_011166427.2
OG0003845	XP_623484.1	XP_039307489.1, XP_011166904.1
OG0003846	XP_624950.1	XP_011175418.1
OG0003847	XP_026297458.1	XP_011160048.1
OG0003848	XP_624984.1	XP_011163364.1
OG0003849	XP_391949.4	XP_011167690.1
OG0003850	XP_006566172.1	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1
OG0003851	XP_016771349.1, XP_001121248.1	XP_011155312.1
OG0003852	XP_395353.1	XP_011164192.1
OG0003853	XP_393926.4	XP_011167699.1
OG0003854	XP_016770906.1	XP_011170457.1, XP_011170455.2
OG0003855	XP_003249923.1	XP_025990166.1
OG0003856	XP_624537.1	XP_039315036.1
OG0003857	XP_001121946.2	XP_025989275.1
OG0003858	XP_394280.3, XP_016773614.1	XP_011176128.2, XP_039305046.1, XP_011176134.1
OG0003859	XP_395938.2	XP_011175511.1
OG0003860	XP_006568215.3	XP_011158866.1
OG0003861	XP_394767.3	XP_011161907.1
OG0003862	XP_395132.2, XP_006570001.1	XP_039308821.1
OG0003863	XP_006572417.1	XP_039308430.1
OG0003864	XP_394619.1	XP_011164251.2
OG0003865	XP_006563431.1, XP_016772130.1	XP_011155759.1, XP_011155758.1
OG0003866	XP_623300.2	XP_011176060.1
OG0003867	XP_394616.1	XP_011164324.1
OG0003868	XP_026299091.1	XP_011155641.1
OG0003869	XP_006559928.1	XP_025988131.1
OG0003870	XP_392194.2	XP_025995031.1
OG0003871	XP_016772927.1	XP_039311707.1
OG0003872	XP_623706.1	XP_039309105.1, XP_011162350.1
OG0003873	XP_016771656.2, XP_006571593.2	XP_025987503.2
OG0003874	XP_624826.3	XP_011170285.1
OG0003875	XP_006559886.1	XP_025994624.1
OG0003876	XP_026297224.1	XP_011164283.1
OG0003877	XP_393936.4	XP_011158035.1
OG0003878	XP_006566652.1	XP_011169851.1
OG0003879	XP_394976.4	XP_025988582.1, XP_011158304.1
OG0003880	XP_006566840.1	XP_011157017.1
OG0003881	XP_016767737.2	XP_011170189.2
OG0003882	XP_026295283.1	XP_011170992.1
OG0003883	XP_394752.3	XP_011171998.1
OG0003884	XP_026296821.1	XP_039307182.1
OG0003885	XP_001122506.2	XP_011173400.1
OG0003886	XP_006571389.1	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1
OG0003887	XP_026295657.1	XP_011158236.2
OG0003888	NP_001013379.1	XP_011162753.2
OG0003889	XP_392296.4	XP_011168777.1
OG0003890	XP_624608.3	XP_039312581.1, XP_039312579.1
OG0003891	XP_001120689.2	XP_011161971.1
OG0003892	XP_395757.3	XP_011160869.1
OG0003893	XP_393850.2	XP_025986847.1, NP_001291512.1
OG0003894	XP_016772854.2	XP_011160767.2, XP_011160760.1
OG0003895	XP_006561304.2	XP_025986022.2
OG0003896	XP_623816.1	XP_011162347.1
OG0003897	XP_624279.3	XP_025992844.1
OG0003898	NP_001229364.1, XP_006571766.1	XP_011176008.1
OG0003899	XP_391994.1	XP_011170319.1
OG0003900	XP_625095.1	XP_011172738.1
OG0003901	XP_001122939.2	XP_039304811.1, XP_025996432.1
OG0003902	XP_026300039.1	XP_025989407.2
OG0003903	XP_016772804.1	XP_039308253.1
OG0003903	XP_006572010.1	XP_039308250.1
OG0003904	XP_623919.1	XP_011163090.3
OG0003905	XP_623724.3	XP_011159771.1
OG0003906	XP_026295801.1	XP_025987578.1
OG0003907	XP_026299247.1	XP_011168229.1, XP_039311815.1, XP_039311814.1
OG0003908	XP_623366.2	XP_039313976.1, XP_011166693.1
OG0003909	XP_001121788.2	XP_011168602.2
OG0003910	XP_397392.5	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1
OG0003911	XP_006565670.1	XP_011167267.1
OG0003912	XP_016769191.1, XP_006564718.1	XP_011163003.1
OG0003913	XP_006566101.1	XP_011171472.1
OG0003914	XP_396724.2	XP_011170975.2
OG0003915	XP_006568346.2	XP_025993626.2
OG0003916	XP_396999.5, XP_006571077.2	XP_025996319.1
OG0003917	XP_006561985.2	XP_011159616.2
OG0003918	XP_623795.2	XP_011163143.2
OG0003919	XP_392644.3	XP_011168236.1, XP_011168238.1
OG0003920	XP_026297002.1	XP_011173008.2
OG0003921	XP_006567209.1	XP_011173457.1
OG0003922	XP_001120842.5	XP_011163814.1
OG0003923	XP_006569041.1	XP_011158933.2, XP_039305216.1
OG0003924	XP_003251071.2	XP_011155904.1, XP_011155896.1, XP_025991279.1
