Orthogroup	Apis_mellifera	Drosophila_melanogaster
OG0004163	XP_001121567.1	NP_001260044.1
OG0004164	XP_391890.3	NP_001097850.3
OG0004166	XP_006558505.1	NP_610783.1
OG0004167	XP_006558679.2	NP_001245796.1
OG0004168	XP_026295327.1	NP_651717.1
OG0004169	NP_001011650.1	NP_477088.2
OG0004170	XP_006559888.1	NP_001097606.1
OG0004171	XP_001121552.2	NP_611857.3
OG0004172	XP_006562175.1	NP_476845.2
OG0004173	XP_006565171.1	NP_001261621.2, NP_476855.1
OG0004174	XP_006572013.2	NP_001261172.1
OG0004175	XP_006559175.1	NP_001369072.1
OG0004176	XP_026296733.1	NP_001246184.1
OG0004177	XP_026295613.1	NP_001260615.1
OG0004180	XP_006565974.1	NP_001162639.2
OG0004181	XP_624334.2	NP_477219.1
OG0004182	XP_006566310.1, NP_001071276.1	NP_610116.2
OG0004183	XP_395378.4	NP_001260578.1
OG0004184	XP_001120100.2	NP_477022.1
OG0004186	NP_001265258.1, XP_016772979.2	NP_001097184.2
OG0004187	XP_624574.2	NP_651004.1
OG0004188	XP_397338.3	NP_608524.1
OG0004189	XP_016768334.1, XP_016768333.1	NP_648455.2
OG0004190	XP_006559637.1	NP_001096996.1
OG0004191	XP_026298906.1, XP_026298907.1	NP_001261503.1
OG0004192	XP_006558585.2	NP_651851.1
OG0004193	XP_016773545.1	NP_001163275.2
OG0004194	XP_003251298.1	NP_001261636.1
OG0004195	XP_392813.2	NP_001303365.1
OG0004196	XP_026302050.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_003249914.1	NP_523924.1
OG0004198	XP_006571571.1, XP_026300047.1, XP_026300038.1	NP_652562.2
OG0004199	XP_006559866.1, XP_016768667.1	NP_001259983.1
OG0004201	XP_396024.6	NP_651849.1
OG0004202	XP_392132.1	NP_001260133.1
OG0004203	XP_623770.2	NP_648267.1
OG0004205	XP_624310.2	NP_608637.1
OG0004206	XP_006558549.2	NP_610556.1
OG0004207	XP_006558776.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_006561071.2	NP_001287316.1
OG0004210	XP_003250831.1	NP_611540.1, NP_723119.1
OG0004211	XP_001121683.2	NP_726630.2
OG0004212	XP_006566196.1, XP_026299084.1	NP_001260087.1
OG0004213	XP_624484.1	NP_649590.1
OG0004214	XP_001121751.2	NP_524783.1, NP_001262446.1
OG0004216	XP_026298030.1	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1
OG0004219	XP_394142.4	NP_648343.1
OG0004220	XP_026299971.1, XP_026299970.1	NP_477041.1
OG0004222	XP_006563169.1, XP_006563172.1, XP_016772480.1	NP_611021.1
OG0004224	XP_006559746.1	NP_001189250.2
OG0004225	XP_001123003.1	NP_650989.6
OG0004228	XP_001120846.1	NP_001284939.1
OG0004229	XP_006559721.1	NP_001163414.1
OG0004231	NP_001091684.1, XP_006563390.1	NP_001368969.1
OG0004232	XP_006560763.1	NP_001262107.1
OG0004234	XP_016767840.1, XP_006564840.1	NP_610253.1
OG0004236	XP_006557659.1	NP_001369050.1
OG0004237	XP_006568082.2	NP_001285677.1, NP_609042.1
OG0004238	XP_026299525.1, XP_026299523.1	NP_724428.1
OG0004239	XP_026295255.1	NP_001260558.1
OG0004240	XP_393944.1	NP_476601.1, NP_476732.1, NP_476600.1
OG0004241	XP_016772013.2	NP_001303313.1
OG0004242	XP_026301947.1, XP_026301946.1	NP_001356934.1
OG0004243	XP_001120674.3	NP_648724.1
OG0004244	XP_003249778.1	NP_727768.1
OG0004245	XP_006559708.2	NP_001097964.1
OG0004246	XP_026296300.1	NP_001014610.1
OG0004247	XP_394772.3	NP_001260710.1
OG0004248	XP_006561196.1	NP_001137610.1
OG0004249	XP_394564.1	NP_610325.1
OG0004251	XP_026299700.1, XP_026299701.1	NP_001259575.1
OG0004253	XP_006571219.1	NP_722629.1
OG0004257	XP_006561133.1	NP_572166.1, NP_572616.1
OG0004258	XP_006569889.2	NP_001286256.1
OG0004264	XP_016767483.1, XP_392445.3	NP_001188568.1
OG0004275	XP_006558909.1	NP_001287569.1
OG0004276	XP_393322.1	NP_523774.1
OG0004277	XP_006561989.1	NP_523975.1
OG0004278	XP_006565645.2	NP_524315.2
OG0004279	XP_624910.1	NP_650333.1, NP_648622.1
OG0004280	XP_392478.2	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	XP_006571600.1	NP_001188972.1
OG0004282	XP_016767446.1	NP_001097151.1, NP_001285794.1
OG0004283	XP_623731.1	NP_001287481.1
OG0004284	XP_006565264.1	NP_001245404.1
OG0004285	XP_393779.1	NP_724783.1
OG0004286	XP_026301403.1	NP_001246362.1
OG0004287	XP_393426.1	NP_001188682.1, NP_570087.1
OG0004288	XP_001121467.2	NP_572478.1
OG0004289	XP_016772473.2	NP_650780.1
OG0004290	XP_392023.1	NP_001261742.1
OG0004291	XP_003249561.2	NP_650301.1
OG0004292	XP_393161.3	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	XP_026298362.1	NP_730662.2
OG0004294	XP_001121076.4	NP_001262039.1
OG0004295	XP_001121051.2	NP_001287206.1
OG0004296	NP_001011570.1	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	XP_016769531.2, XP_624763.2	NP_524938.1
OG0004298	XP_001119998.2	NP_524779.1
OG0004299	XP_395804.2, XP_026299006.1, XP_016768715.1	NP_001137795.2
OG0004300	XP_006562042.1	NP_001287572.1
OG0004301	XP_396701.3	NP_001285193.1
OG0004302	XP_001122509.1	NP_648377.1
OG0004303	XP_006569404.2	NP_001260495.1
OG0004304	XP_006562448.1	NP_001260293.1
OG0004305	XP_006571179.1	NP_001259881.1
OG0004306	XP_006564913.1	NP_001262472.1
OG0004307	XP_624696.1, XP_006559465.1	NP_001188689.2
OG0004308	XP_393443.1	NP_524051.1
OG0004309	XP_001120413.1	NP_001245541.1
OG0004310	XP_026298579.1	NP_001137770.1
OG0004311	XP_003251537.1	NP_001246045.1
OG0004312	XP_624642.1	NP_001261435.1
OG0004313	XP_392555.1	NP_001285137.1
OG0004314	XP_625093.1	NP_001285543.1
OG0004315	XP_006561629.1	NP_647792.1
OG0004316	XP_026300991.1	NP_001263104.1
OG0004317	XP_001122174.1	NP_001286731.1
OG0004318	XP_625027.1	NP_001286506.1
OG0004320	XP_003251332.1	NP_731523.1
OG0004321	XP_396635.2	NP_611092.2
OG0004322	XP_624182.1	NP_001163347.1
OG0004323	XP_001122944.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	XP_624651.2	NP_001286410.1
OG0004325	XP_001120018.1	NP_524275.1
OG0004326	XP_003251125.1	NP_610463.2
OG0004327	XP_396012.1	NP_524452.4
OG0004328	XP_392518.1	NP_724834.1
OG0004329	NP_001172073.1	NP_001259822.1
OG0004330	XP_392912.1	NP_649676.1
OG0004331	XP_006566060.1	NP_647991.1
OG0004332	XP_006568282.1	NP_650987.1
OG0004333	XP_397261.2	NP_524260.1, NP_477414.1
OG0004334	XP_396637.3	NP_001163571.1, NP_649912.1
OG0004335	XP_001120086.2	NP_610220.1
OG0004336	XP_026296449.1	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1
OG0004337	XP_026300895.1, XP_026300896.1	NP_001261269.1
OG0004338	XP_026301743.1	NP_609845.1
OG0004339	XP_026301245.1, XP_026301244.1	NP_649908.1
OG0004340	XP_624372.2	NP_001286348.1
OG0004341	XP_001121809.2	NP_609351.1
OG0004342	XP_001120666.1	NP_001097058.1
OG0004343	XP_624733.1	NP_001097094.1
OG0004344	XP_394400.1	NP_001259272.1
OG0004345	XP_001121573.2	NP_649252.1
OG0004346	XP_006567399.1	NP_609805.1
OG0004347	XP_393939.3	NP_524207.1
OG0004348	NP_001156935.1	NP_001163845.1, NP_001015476.1
OG0004349	XP_006571696.1	NP_611559.1
OG0004350	XP_623797.2	NP_001285449.1
OG0004351	XP_623556.1	NP_525119.1
OG0004352	XP_006566065.1	NP_649028.3
OG0004353	XP_003251342.1	NP_001285310.1
OG0004354	XP_396639.1	NP_001287035.1
OG0004355	XP_026298491.1	NP_536744.2
OG0004356	XP_006567761.1, XP_006567762.1	NP_611425.1
OG0004357	XP_026296490.1	NP_572562.1
OG0004358	NP_001171519.1	NP_001286503.1
OG0004359	XP_006559323.1	NP_001189211.1
OG0004360	XP_625225.1	NP_650056.1
OG0004361	XP_393103.2	NP_650673.1
OG0004362	XP_001121482.1, XP_026301196.1	NP_001262304.1
OG0004363	XP_001120746.2	NP_001261322.1
OG0004365	XP_001120579.2	NP_648494.2
OG0004366	XP_392212.2	NP_523476.1
OG0004367	XP_006563705.1	NP_732020.2
OG0004368	XP_001122727.1, XP_026296406.1	NP_524318.1
OG0004369	XP_624500.2	NP_523582.4
OG0004370	XP_016766228.1	NP_001138143.2
OG0004371	XP_006565450.2	NP_648188.2
OG0004372	XP_624564.1	NP_001262726.1
OG0004373	XP_395826.2	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_624616.1	NP_001303568.1
OG0004375	XP_006563277.1, XP_624360.1	NP_608830.3
OG0004376	XP_394885.1	NP_647775.1
OG0004377	XP_393563.1	NP_001138105.1
OG0004378	XP_001120599.1	NP_001137873.1
OG0004379	XP_003251471.2	NP_001285662.1
OG0004380	XP_026295983.1	NP_001247273.1
OG0004381	XP_026299779.1	NP_001260780.1
OG0004382	XP_393037.2	NP_996490.1
OG0004383	XP_623774.2	NP_610545.1
OG0004384	XP_006562157.1	NP_609443.1
OG0004385	XP_396009.2	NP_788616.1, NP_001189205.1
OG0004386	XP_026298265.1	NP_611691.1
OG0004387	XP_393089.1	NP_001285889.1
OG0004388	XP_001120572.3	NP_723505.2
OG0004389	XP_392359.2	NP_523561.1
OG0004390	XP_003250159.1	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1
OG0004391	XP_016772828.1	NP_001260317.1
OG0004392	XP_026301799.1, XP_006570143.1	NP_001287439.1
OG0004394	XP_026298463.1	NP_650976.1
OG0004395	XP_006562497.2	NP_651456.1
OG0004396	XP_393683.4	NP_610554.1
OG0004397	XP_006564997.2	NP_726779.1
OG0004398	XP_003251005.1	NP_476730.1, NP_476834.1
OG0004399	XP_006568121.2	NP_001246624.1
OG0004400	XP_016773624.1	NP_729935.1
OG0004401	XP_001120698.3	NP_649256.1
OG0004402	XP_006564331.1	NP_524923.1
OG0004403	XP_006559849.1	NP_651498.1
OG0004404	XP_006565424.1	NP_524030.2
OG0004405	XP_006566841.1, XP_006566842.1, XP_006566843.1	NP_649570.1
OG0004406	XP_026297848.1	NP_733063.1
OG0004407	XP_026301553.1	NP_001162940.3, NP_995925.2
OG0004408	XP_006565417.2	NP_001287062.1
OG0004409	XP_026300082.1	NP_524182.3
OG0004410	XP_026294851.1	NP_651927.1
OG0004411	XP_392983.1	NP_001163296.1
OG0004412	XP_006566679.1	NP_609399.1
OG0004413	XP_003249558.1	NP_001137696.1
OG0004414	XP_003249595.1	NP_001261930.1
OG0004415	XP_026298714.1, XP_026298715.1	NP_001036718.1, NP_650551.1
OG0004416	XP_624220.2	NP_001261410.1
OG0004417	XP_026296323.1	NP_001260142.1
OG0004418	XP_395573.3	NP_610327.1, NP_724615.1
OG0004419	XP_006571527.1	NP_001097352.1
OG0004420	XP_006567240.1	NP_477283.1
OG0004421	XP_003250695.1	NP_650270.1
OG0004422	XP_001120836.2	NP_651243.1
OG0004423	XP_003251860.1	NP_001285908.1
OG0004424	XP_393383.3	NP_001262473.1
OG0004425	XP_026297278.1	NP_608827.1
OG0004426	XP_001122405.2	NP_609783.1
OG0004427	XP_395325.3	NP_001285801.1, NP_609721.1
OG0004428	XP_006566117.2	NP_648239.1
OG0004430	NP_001229928.1	NP_001259372.1
OG0004431	XP_026301356.1, XP_392068.2	NP_996303.1
OG0004432	XP_623951.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_006570273.1	NP_001287204.1, NP_524846.1
OG0004434	XP_006563616.1	NP_001285891.1
OG0004436	XP_623853.1	NP_001259475.1
OG0004437	XP_026298520.1	NP_001287385.1
OG0004438	XP_397318.4	NP_650751.3
OG0004439	XP_026294788.1	NP_995932.1
OG0004440	XP_393588.2	NP_611228.1
OG0004441	XP_001121900.1	NP_523951.1
OG0004442	XP_003249710.1	NP_650942.1
OG0004443	NP_001229315.1	NP_611162.2
OG0004444	XP_006570761.2	NP_001260777.1
OG0004445	XP_395360.3	NP_650123.1
OG0004446	XP_001120765.2	NP_001260104.1, NP_573142.1
OG0004447	XP_001121896.2	NP_001284739.1
OG0004448	XP_395047.5	NP_608704.2, NP_001259956.1
OG0004449	XP_026302274.1	NP_788342.1
OG0004450	XP_006557827.2	NP_001285397.1
OG0004451	XP_026298959.1	NP_728642.2
OG0004452	XP_016772643.1	NP_732176.1
OG0004453	XP_006565976.1	NP_610921.1
OG0004454	XP_016769783.2	NP_524151.2
OG0004455	XP_623527.1	NP_001287493.1
OG0004457	XP_623755.3	NP_573232.1
OG0004458	XP_623283.1	NP_608825.2
OG0004459	XP_016767413.2	NP_001162710.2
OG0004460	XP_395109.3	NP_477121.1
OG0004461	XP_006564114.1	NP_608740.2
OG0004462	XP_026299959.1	NP_651528.2
OG0004463	XP_001120347.3	NP_001027435.2
OG0004464	XP_006568624.2	NP_001097493.1
OG0004465	XP_395864.3	NP_649466.1
OG0004466	XP_026300803.1	NP_608999.2
OG0004467	XP_006559772.2	NP_608883.1
OG0004469	XP_397436.4	NP_572952.1
OG0004470	XP_623623.2	NP_001259370.1
OG0004471	XP_016767900.1	NP_477202.2
OG0004472	XP_016767114.1	NP_001137613.1
OG0004473	XP_026299077.1	NP_524462.2
OG0004475	XP_003249146.1	NP_001262708.1
OG0004478	XP_016771939.1	NP_524183.2
OG0004479	XP_026295413.1	NP_610333.1
OG0004480	XP_396117.2	NP_651582.1
OG0004481	XP_026295269.1	NP_001259161.1
OG0004482	XP_625118.2	NP_733068.2, NP_001261049.1
OG0004483	XP_395618.4	NP_651314.1
OG0004484	XP_026296856.1, XP_026296857.1	NP_608777.1
OG0004485	XP_001120391.3	NP_001247347.1
OG0004486	XP_395658.5	NP_608781.2
OG0004487	XP_006561346.1	NP_726358.2
OG0004489	XP_006572385.1	NP_651251.3
OG0004490	XP_395476.1	NP_648780.1
OG0004491	XP_026295182.1	NP_650248.1
OG0004492	XP_026301837.1	NP_611300.2
OG0004493	XP_397168.3	NP_651664.2
OG0004494	XP_026298908.1	NP_476901.1
OG0004495	XP_393549.3	NP_724769.2
OG0004496	XP_392586.4	NP_651349.1
OG0004498	XP_001122971.2	NP_001246734.1
OG0004499	XP_006558396.1	NP_733352.3
OG0004500	XP_396448.1	NP_651635.2
OG0004501	XP_026300382.1	NP_523615.2, NP_001260679.1
OG0004502	XP_026298019.1	NP_001247091.1
OG0004503	XP_026296542.1	NP_001027230.1
OG0004504	XP_003251540.1	NP_001286484.1
OG0004505	XP_026295520.1	NP_608388.2
OG0004506	XP_006557279.1	NP_001286174.1
OG0004507	XP_624711.1	NP_001263099.1, NP_001303460.1
OG0004508	XP_026299653.1	NP_569873.1
OG0004509	XP_001119963.2	NP_001286999.1
OG0004510	XP_006563652.1	NP_732773.1
OG0004511	XP_394516.2	NP_650686.1
OG0004512	XP_624102.1	NP_476975.1
OG0004513	XP_001120188.1	NP_648570.1
OG0004514	XP_006559075.1	NP_001260173.1
OG0004515	XP_623255.1	NP_001285130.1
OG0004516	XP_395011.2	NP_650432.1
OG0004517	XP_016773380.1	NP_787963.2
OG0004518	XP_026298465.1	NP_650939.2
OG0004519	XP_394838.3	NP_001262894.1
OG0004520	XP_016769851.1	NP_001245456.1
OG0004521	XP_026297233.1	NP_511044.1
OG0004523	XP_003251558.1	NP_001259649.1
OG0004524	XP_026300671.1, NP_001229386.1	NP_572945.1
OG0004526	XP_016771036.1	NP_001163323.1
OG0004527	XP_006559828.2, XP_006559827.2	NP_001260639.1
OG0004528	XP_393112.2	NP_001262168.1
OG0004529	XP_396227.5	NP_651081.1
OG0004530	XP_625214.3	NP_001260420.1
OG0004531	XP_026300359.1, XP_026300358.1, XP_026300357.1	NP_001261906.1
OG0004532	XP_392205.1	NP_523465.2
OG0004533	XP_006558931.1	NP_001262116.1
OG0004534	XP_006563951.2	NP_001286215.1
OG0004535	XP_624261.3	NP_612103.1
OG0004536	XP_026298935.1, XP_016770018.1, XP_003250168.1	NP_523708.2
OG0004537	XP_026296057.1	NP_610279.3
OG0004538	XP_026294818.1	NP_572638.1
OG0004539	XP_006560502.2	NP_001260821.1
OG0004540	XP_395421.4	NP_476979.1
OG0004541	XP_006559008.1, XP_003249426.1	NP_524344.1
OG0004542	XP_026295484.1	NP_001260580.1
OG0004544	XP_392849.4	NP_524673.3
OG0004545	XP_392671.2	NP_001284713.1
OG0004547	XP_394578.4	NP_001015473.1
OG0004549	XP_006564808.1	NP_651718.1
OG0004550	XP_006566937.1	NP_573230.1
OG0004551	XP_393483.2	NP_001245759.1
OG0004552	XP_395151.3	NP_733044.1
OG0004553	XP_394812.3	NP_001261278.1
OG0004554	XP_001122133.3, XP_016771273.2	NP_573190.1
OG0004555	XP_026296402.1	NP_725632.1
OG0004556	XP_016769595.2	NP_001163123.1
OG0004557	XP_026294901.1	NP_651691.4
OG0004558	XP_016769513.1, XP_016769512.1	NP_649079.2
OG0004559	XP_001120854.3	NP_649911.1
OG0004560	XP_016769257.1	NP_650253.1
OG0004561	XP_393806.2	NP_609299.1
OG0004563	XP_026295501.1	NP_732527.1
OG0004564	XP_006560910.1	NP_001262636.1
OG0004565	XP_623670.3	NP_001260630.1
OG0004566	XP_393821.3	NP_608995.2
OG0004567	XP_397116.4	NP_609446.1
OG0004568	XP_006561795.1	NP_001286611.1
OG0004569	XP_006566171.1	NP_723811.1
OG0004570	XP_623808.1	NP_477431.1, NP_001285857.1
OG0004571	NP_001229394.1	NP_001263057.1
OG0004572	XP_006570961.1	NP_001260556.1
OG0004573	XP_026298017.1	NP_523947.2
OG0004574	XP_396624.2	NP_649784.1
OG0004575	XP_391975.4	NP_476656.1
OG0004576	XP_395283.4, XP_006561380.1	NP_572694.1
OG0004577	XP_006562329.1	NP_001286657.1
OG0004578	XP_006567717.1	NP_001036641.1
OG0004579	XP_016767336.2, XP_026301798.1	NP_572353.1
OG0004580	XP_006563365.1	NP_650835.1
OG0004581	XP_026295438.1	NP_001260163.1
OG0004582	XP_393545.2	NP_650152.1, NP_727091.1
OG0004583	XP_006563601.1	NP_524429.1
OG0004584	XP_623915.2	NP_001262802.1
OG0004585	XP_624226.2	NP_573352.2, NP_001261744.1
OG0004586	XP_393667.1	NP_477329.1
OG0004587	XP_624536.2	NP_001260046.1
OG0004588	XP_623198.1	NP_477395.1
OG0004589	XP_624292.1	NP_524308.2
OG0004590	XP_026294799.1	NP_476927.1
OG0004591	XP_395039.6	NP_572160.1
OG0004592	XP_623834.1	NP_524331.2
OG0004593	XP_016771171.1	NP_729802.1
OG0004594	XP_003251828.1	NP_476995.1
OG0004596	XP_016772183.1	NP_001262598.1
OG0004597	XP_001122321.2	NP_001188830.1
OG0004598	XP_006567053.2	NP_611335.1
OG0004599	XP_395238.2	NP_001246025.1
OG0004600	XP_006561797.1	NP_610172.1
OG0004601	XP_391843.1	NP_523528.1
OG0004602	XP_006566118.2	NP_996031.1
OG0004603	XP_006560478.1	NP_001162897.1
OG0004604	XP_026296843.1	NP_733256.2
OG0004605	XP_006566542.1	NP_001286057.1
OG0004606	XP_016772312.2	NP_609535.1
OG0004607	XP_624172.1	NP_001286102.1
OG0004608	XP_396145.2	NP_648294.1, NP_650191.1
OG0004609	XP_006566523.1	NP_001259382.1
OG0004610	XP_006572697.1, XP_016773228.1	NP_001259243.1
OG0004611	XP_395416.4	NP_648486.1
OG0004612	XP_016772763.1	NP_572303.4
OG0004613	XP_001123012.2	NP_611943.1
OG0004614	XP_006568530.1	NP_001261836.1
OG0004615	XP_624553.4	NP_648669.1
OG0004616	XP_623199.2, XP_006561225.1	NP_001189103.1
OG0004617	XP_393332.1, XP_006571914.1, XP_006571915.1	NP_651407.3
OG0004618	XP_624549.4	NP_001097000.1
OG0004619	XP_624779.1	NP_001261931.1
OG0004620	XP_624529.2	NP_523782.1
OG0004621	XP_016767518.2	NP_608544.1
OG0004623	XP_016768218.1	NP_730435.2
OG0004624	XP_393258.3	NP_511165.1
OG0004625	XP_006568849.1	NP_788494.1
OG0004627	XP_393055.5	NP_648657.1
OG0004628	XP_026298722.1	NP_524190.2
OG0004629	XP_006558545.1	NP_001259964.1
OG0004630	XP_026299144.1	NP_648838.3
OG0004631	XP_006565049.1	NP_001259553.1
OG0004632	XP_016773404.1	NP_610605.1
OG0004633	XP_623637.3	NP_477385.1
OG0004634	XP_006566806.1	NP_609085.1, NP_001096868.3
OG0004635	XP_006566264.1	NP_001246458.1
OG0004636	XP_006560650.1	NP_610311.1
OG0004637	XP_396527.6	NP_001246862.1
OG0004638	XP_624406.2	NP_001285788.1
OG0004639	XP_624307.2	NP_610589.2
OG0004640	XP_003251445.2	NP_001097639.2
OG0004641	XP_396720.2	NP_611248.3
OG0004642	XP_001119929.2	NP_001097280.2
OG0004643	XP_006562706.1	NP_001260109.1
OG0004644	XP_624348.3	NP_001263138.1
OG0004645	XP_026301051.1	NP_001334718.1
OG0004646	XP_006562316.1	NP_001262454.1
OG0004647	XP_006560038.1	NP_001262819.1
OG0004648	XP_026302106.1	NP_001246859.1
OG0004649	XP_625183.2	NP_001284963.1
OG0004650	XP_392174.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_006562250.1	NP_611869.1
OG0004652	XP_001119914.2	NP_649555.1
OG0004653	XP_006569939.1	NP_610683.1
OG0004654	XP_624787.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_016770639.2	NP_788538.2
OG0004656	XP_026297531.1, XP_026297532.1	NP_609111.1
OG0004657	XP_001119836.2	NP_524994.2
OG0004658	XP_026301577.1	NP_001260879.1
OG0004659	XP_016771539.2	NP_001097336.1
OG0004660	XP_016768618.1	NP_001137912.1
OG0004661	XP_001122551.2	NP_648315.1
OG0004662	XP_006571948.2	NP_001163512.1
OG0004663	XP_026301184.1	NP_524538.2
OG0004664	XP_016772437.2	NP_524129.1, NP_001027281.1
OG0004665	XP_006564999.1, XP_392797.3	NP_001033805.1
OG0004666	XP_026297471.1	NP_649137.3
OG0004667	XP_397101.4	NP_612028.4
OG0004668	XP_026296288.1	NP_001287459.1
OG0004669	XP_026296627.1	NP_610850.1
OG0004670	XP_393418.3	NP_608450.1
OG0004671	XP_001120479.1	NP_001036433.1
OG0004672	XP_006565482.2	NP_001262765.1
OG0004673	XP_001120670.2	NP_001284934.1
OG0004674	XP_006557652.2	NP_001285279.1
OG0004676	XP_026300142.1	NP_001260366.1
OG0004677	XP_016768475.1, XP_006570156.1	NP_001286952.1
OG0004678	XP_393868.4	NP_650002.1
OG0004679	XP_026299570.1	NP_725520.3
OG0004680	XP_006566574.1	NP_001097824.1
OG0004681	XP_003249707.1	NP_731599.1
OG0004682	XP_006568521.2	NP_608573.1
OG0004683	XP_001120653.1	NP_001262946.1
OG0004684	XP_001122185.1	NP_001027422.1
OG0004685	XP_016769212.2	NP_524302.1
OG0004686	XP_623840.1	NP_477339.1
OG0004687	XP_397235.3	NP_611382.1
OG0004688	XP_001121522.1	NP_648505.1, NP_001036344.1
OG0004689	XP_624297.2	NP_001162848.1
OG0004691	XP_006565697.1	NP_651942.2
OG0004692	XP_026300787.1	NP_726604.1
OG0004693	XP_016773403.2	NP_524435.2, NP_001262805.1
OG0004694	XP_001120227.2	NP_651794.2
OG0004695	XP_624722.1	NP_001246231.1
OG0004696	XP_006561670.1	NP_001260810.1
OG0004697	XP_394179.4	NP_001286201.1
OG0004698	XP_003251630.1, NP_001314877.1	NP_647866.2
OG0004699	XP_016770071.2	NP_650451.1
OG0004700	XP_392383.6, XP_026296366.1	NP_726032.4
OG0004701	XP_006567671.1	NP_648950.1
OG0004702	XP_026301084.1	NP_610854.1
OG0004704	XP_016770008.1	NP_569971.3
OG0004705	XP_001121418.2	NP_001284818.1
OG0004706	XP_006558096.1	NP_572323.1
OG0004707	XP_026296317.1, NP_001229361.1	NP_609174.1
OG0004708	XP_006562194.1	NP_001097440.1
OG0004710	XP_006572388.1	NP_725706.1, NP_725705.2
OG0004711	XP_026299344.1, NP_001229452.1	NP_611009.1
OG0004712	XP_006569857.1	NP_001162991.1
OG0004713	XP_006560898.1	NP_609942.1, NP_001188537.1
OG0004714	XP_006564551.1	NP_001262192.1
OG0004715	XP_006560759.1	NP_524221.1
OG0004716	XP_397202.1	NP_001286488.1
OG0004717	XP_392426.3	NP_477507.1, NP_001261024.1
OG0004718	XP_624637.2	NP_001097489.1
OG0004719	XP_026295591.1	NP_001246662.1
OG0004720	XP_016767333.2, XP_006562710.2	NP_729020.2, NP_651191.1
OG0004721	XP_006566830.1	NP_001368942.1
OG0004722	XP_396126.2	NP_652046.1
OG0004723	XP_006558043.1	NP_001368982.1
OG0004724	XP_016768797.1	NP_001027444.1
OG0004725	XP_003249615.1	NP_001246790.1
OG0004726	XP_392973.4	NP_523674.1
OG0004728	XP_625069.1	NP_001286292.1
OG0004729	XP_026296696.1	NP_650353.1
OG0004730	XP_026300681.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_026296774.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_006563510.1	NP_651539.3
OG0004733	XP_006567817.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_006561186.2	NP_001163403.1
OG0004735	XP_006558542.1	NP_001097240.1
OG0004736	XP_016767144.1	NP_647832.1
OG0004737	XP_006569625.1	NP_650534.2
OG0004739	XP_026297467.1	NP_609917.2
OG0004740	XP_026294720.1	NP_660192.1
OG0004741	XP_026301713.1	NP_001162673.1
OG0004743	XP_624333.2	NP_001261451.1
