Orthogroup	Apis_mellifera	Bombus_terrestris
OG0004897	XP_026296971.1	XP_020718356.1, XP_012163098.1
OG0004898	XP_001121022.1	XP_003402635.1
OG0004899	XP_395655.4	XP_003401797.1
OG0004900	XP_026294855.1	XP_003393730.1
OG0004901	XP_016767869.2	XP_012164074.1
OG0004902	XP_006572280.2	XP_003393457.1
OG0004903	XP_393116.2	XP_003400956.1
OG0004904	XP_026294961.1	XP_012172440.2
OG0004905	XP_392759.3	XP_003393801.1
OG0004906	XP_006570736.1	XP_012174706.1
OG0004908	XP_006557284.1, XP_006557285.1	XP_003395862.1
OG0004909	XP_395667.3	XP_020721135.1
OG0004910	XP_006562062.1, XP_006562061.1	XP_012171324.1
OG0004911	XP_016770995.1	XP_012170509.2
OG0004912	XP_006566028.2	XP_012171822.1
OG0004913	XP_392247.2, XP_016766221.2	XP_012169797.1, XP_003393582.1
OG0004914	XP_006560666.1	XP_012163073.1
OG0004916	XP_016771986.2, XP_026300348.1	XP_012176617.1, XP_012176624.1
OG0004918	XP_026296583.1	XP_020718653.1, XP_012164163.1
OG0004919	XP_394733.2	XP_003397331.1
OG0004920	XP_006567782.2	XP_012164145.1
OG0004921	NP_001265263.1, XP_026302112.1	XP_020724282.1, XP_012167464.1
OG0004922	XP_006562562.1	XP_012168151.1
OG0004923	XP_026298103.1	XP_003402071.1
OG0004924	XP_392882.2	XP_020722918.1
OG0004925	XP_391850.3	XP_003398173.1
OG0004926	XP_026302104.1	XP_003393486.1
OG0004927	XP_006558565.1	XP_012170993.1
OG0004928	XP_006570309.1, XP_026296672.1, XP_396005.4, XP_006570310.1	XP_020718907.1
OG0004929	XP_006566038.1	XP_012171813.2
OG0004930	XP_026300783.1	XP_003400724.1
OG0004931	XP_392041.4	XP_012171162.1
OG0004932	XP_016770040.1	XP_020720494.1
OG0004933	XP_006560694.2	XP_012174216.1, XP_020719358.1, XP_012174531.2
OG0004934	XP_026300539.1	XP_012171016.1
OG0004935	XP_016768417.1, XP_003251662.1	XP_012163134.2
OG0004936	XP_026297181.1	XP_020719068.1
OG0004937	XP_003251714.2	XP_003392897.3
OG0004938	XP_006562110.1	XP_012168105.1
OG0004939	XP_016770251.2	XP_003399357.1
OG0004940	XP_026300584.1, XP_026300446.1	XP_012170845.1
OG0004941	XP_016773639.1	XP_003393741.1, XP_012173292.1
OG0004942	XP_394881.4	XP_003402782.1
OG0004943	XP_006565263.1, XP_396742.2	XP_003399884.1
OG0004944	XP_026302096.1	XP_012166644.1, XP_012174002.1
OG0004945	XP_026301095.1	XP_003401305.1
OG0004946	XP_006569341.2	XP_020723399.1
OG0004947	XP_006564285.2	XP_020718617.1
OG0004948	XP_003249362.1	XP_020719909.1
OG0004949	XP_026301031.1	XP_003402533.1
OG0004950	XP_026294630.1	XP_003393686.1, XP_012172783.1
OG0004951	XP_026301209.1	XP_003401517.1
OG0004952	XP_006567707.1	XP_003395689.1
OG0004954	XP_016768632.1	XP_012165512.1
OG0004955	XP_026294898.1	XP_012175694.1
OG0004956	NP_001167611.1	XP_003397818.1
OG0004956	XP_003249944.1	XP_012167390.1
OG0004957	XP_006560278.2, XP_003249665.2	XP_012171794.1
OG0004958	XP_003251699.2, XP_026297226.1	XP_012165930.1
OG0004959	XP_006557469.1	XP_020719466.1
OG0004961	XP_395337.1, XP_006565988.1	XP_003394046.1
OG0004962	XP_026296990.1	XP_020723636.1, XP_020723635.1
OG0004963	XP_026298042.1	XP_003401613.1
OG0004964	XP_026301282.1	XP_012176763.1, XP_012176764.1, XP_012176762.1
OG0004965	XP_026301304.1	XP_012172687.1, XP_012172686.1, XP_003401461.1, XP_012172688.1
OG0004966	XP_026301346.1	XP_020722666.1, XP_020722671.1
OG0004967	XP_026301631.1	XP_012173785.2
OG0004976	XP_394854.2	XP_012168074.1
OG0004977	XP_623505.2	XP_012173680.1
OG0004978	XP_006564672.2	XP_003401733.1
OG0004979	XP_625114.2	XP_003401463.1
OG0004980	NP_001229448.1	XP_003394185.1
OG0004981	XP_006568186.1	XP_003396745.1
OG0004982	XP_394769.2	XP_003397933.1
OG0004983	XP_625009.2	XP_003400685.1
OG0004984	XP_003251769.2	XP_003393259.1
OG0004985	NP_001091685.2	XP_003401667.1
OG0004986	XP_006568565.1	XP_012173181.1
OG0004987	XP_001121096.1	XP_003398621.1
OG0004988	XP_624147.2	XP_003398396.1
OG0004989	XP_001121986.2	XP_020721333.1
OG0004991	XP_623441.1	XP_003394248.1
OG0004992	XP_001121546.2	XP_012174486.1, XP_003402724.1
OG0004993	XP_003249153.1	XP_003396083.1
OG0004994	XP_393701.1	XP_003398294.1
OG0004995	XP_392749.1	XP_003392886.1
OG0004996	XP_026296510.1	XP_012164518.1
OG0004997	XP_006558285.1	XP_012171290.1
OG0004998	XP_006559884.1	XP_012166582.1
OG0004999	XP_624958.3	XP_003400568.1
OG0005000	XP_003250349.1	XP_003403060.1
OG0005001	XP_001121159.1	XP_003400815.1
OG0005002	XP_395224.3	XP_003395831.1
OG0005003	XP_006572307.1	XP_012164665.1, XP_003395908.1
OG0005004	XP_624976.2	XP_003394365.1
OG0005005	XP_001120011.1	XP_003395029.1
OG0005006	XP_001120920.1	NP_001267845.1
OG0005007	XP_623649.1	XP_003393660.1
OG0005008	XP_623921.1	XP_003397435.1
OG0005009	XP_623372.1	XP_003396242.1
OG0005010	NP_001158282.1	XP_020720175.1
OG0005011	XP_001120685.1	XP_003397977.1
OG0005012	XP_393764.2	XP_012168661.1
OG0005013	XP_026295666.1	XP_012176396.1
OG0005014	XP_624421.1	XP_003402760.1
OG0005015	XP_026294845.1	XP_003393852.1
OG0005016	XP_001121250.4	XP_003394070.1
OG0005017	XP_396596.1	XP_020721075.1
OG0005018	NP_001167614.1	XP_003403166.1
OG0005019	XP_625005.1	XP_020720326.1
OG0005020	XP_393352.2	XP_003400761.1
OG0005021	XP_006566795.1, XP_625213.1	XP_012169319.1
OG0005022	XP_006570292.1	XP_012164113.1
OG0005023	XP_026300493.1	XP_003400272.1
OG0005024	XP_006558733.1	XP_003394941.1
OG0005025	XP_392446.1	XP_003394934.1
OG0005026	XP_026295476.1	XP_003394417.1
OG0005027	XP_003251739.1	XP_012176309.1
OG0005028	XP_001121556.1	XP_020719648.1
OG0005029	XP_001120845.2, XP_026300902.1, XP_016767121.1, XP_016767124.1, XP_026300906.1	XP_003393113.2
OG0005030	XP_006569392.1	XP_012174137.1
OG0005031	XP_393865.2	XP_003399924.1
OG0005032	XP_001120393.2	XP_003403148.1
OG0005033	XP_026299648.1	XP_003396606.1
OG0005034	NP_001265636.1	XP_003398900.1
OG0005035	NP_001164444.1	XP_003397695.1
OG0005036	XP_006561099.1	XP_003401237.1
OG0005037	XP_003250092.1	XP_003396112.1
OG0005038	XP_624987.1	XP_012173786.1
OG0005039	XP_026296687.1	XP_003395851.1
OG0005040	XP_006557320.2	XP_012174633.1, XP_012174634.1
OG0005041	XP_396561.1	XP_003400810.1
OG0005042	XP_394996.5	XP_003395846.1, XP_012164381.1
OG0005043	XP_001122387.2	XP_003401322.1
OG0005044	XP_391905.2	XP_012169016.1
OG0005045	XP_016767859.1	XP_003394518.1
OG0005046	XP_001122061.3	XP_003401754.1
OG0005047	XP_624227.2	XP_012172758.2
OG0005048	XP_006558637.1	XP_003396835.1
OG0005050	XP_026300710.1	XP_020722352.1
OG0005051	XP_396004.2	XP_012164325.1
OG0005052	XP_006558428.1	XP_003397697.1
OG0005053	XP_006557869.1	XP_012170909.1
OG0005054	XP_624052.1	XP_003397638.1
OG0005055	XP_006566613.2, XP_006566614.1	XP_012168702.1
OG0005056	XP_001121596.2	XP_003394079.1
OG0005057	XP_006559251.1	XP_003401496.1
OG0005058	XP_003251012.1	XP_003402495.1
OG0005059	XP_394993.2	XP_003400673.2
OG0005060	XP_006559168.2	XP_012171274.1
OG0005061	XP_392368.1	XP_020718963.1
OG0005062	XP_006561658.1	XP_012167124.1
OG0005063	XP_623433.1	XP_003399959.1
OG0005064	XP_624908.3	XP_020720256.1
OG0005065	XP_001120524.1	XP_003397048.1
OG0005066	XP_003249110.1	XP_003396863.1
OG0005067	XP_392248.5	XP_012170749.1
OG0005068	XP_624086.1	XP_003399907.1
OG0005069	XP_392920.1	XP_003400947.1
OG0005070	XP_006571227.1	XP_003393210.1
OG0005071	XP_026300492.1, XP_016772904.2	XP_020721848.1, XP_003400290.1
OG0005072	XP_395162.2	XP_003401233.1
OG0005073	XP_026300255.1	XP_020722588.1
OG0005074	XP_003251344.1	XP_003394131.1
OG0005075	NP_001165860.1	XP_003394139.1
OG0005076	XP_006563725.2	XP_012172054.1
OG0005077	XP_393438.2	XP_012164652.1
OG0005078	XP_006571751.1	XP_012166294.2
OG0005079	XP_392114.1	XP_003393185.1
OG0005080	XP_001120134.2	XP_003396474.1
OG0005081	XP_393820.4	XP_003399189.1
OG0005082	XP_624938.1	XP_003402355.1
OG0005083	XP_001122241.2	XP_003401316.1
OG0005084	XP_006558481.1	XP_003394318.1
OG0005085	XP_001121619.2	NP_001267865.1
OG0005086	XP_001123179.2	XP_012163201.1
OG0005087	XP_395304.3	XP_003397554.2
OG0005088	XP_026297052.1	XP_012174791.1
OG0005089	XP_006561174.1	XP_012170475.1
OG0005090	XP_001119960.1	XP_012173669.1, XP_003402105.1
OG0005091	XP_016771717.1, XP_392005.3	XP_003400546.1
OG0005092	XP_006563568.1	XP_012172206.1
OG0005093	XP_016766950.1	XP_012176054.1
OG0005094	XP_003251214.1	XP_003396665.1
OG0005095	XP_001121924.1	XP_012165517.1
OG0005096	XP_006571904.1	XP_012169466.1
OG0005097	XP_001120949.1	XP_003400357.1
OG0005098	XP_006565003.1	XP_003400782.1
OG0005099	XP_001122212.1	XP_003395404.1
OG0005100	XP_006561235.1	XP_003393756.1, XP_003393757.1
OG0005101	XP_394217.1	XP_012168750.1
OG0005102	XP_393510.1	XP_003398447.1
OG0005103	XP_392468.3	XP_012166293.1
OG0005104	XP_026299984.1	XP_012170606.1
OG0005105	XP_006567229.1	XP_003395255.1
OG0005106	XP_001120728.1	XP_003399486.1
OG0005107	XP_624000.1	XP_003393272.1
OG0005108	XP_001121804.1	XP_003401626.1
OG0005109	XP_624534.3	XP_003398609.1
OG0005110	XP_016771943.1	XP_003392942.1
OG0005111	XP_016771803.1	XP_003400808.1
OG0005112	XP_006571771.1	XP_003393278.1
OG0005113	XP_001122056.2	XP_003395132.1
OG0005114	XP_003250050.1	XP_012169940.1
OG0005115	XP_006557839.1	XP_012169826.1
OG0005116	XP_395789.1	XP_003403335.1
OG0005117	XP_623650.3	XP_003394587.1
OG0005118	XP_006560922.2	XP_012176099.1
OG0005118	XP_016766612.2	XP_020724202.1
OG0005119	XP_006557849.1	XP_003399622.1
OG0005120	XP_397155.4	XP_003399991.1
OG0005121	XP_006557405.1	XP_003395162.1
OG0005122	XP_624112.1	XP_003401329.1
OG0005123	XP_393835.1	XP_012172645.1
OG0005124	XP_624620.2	XP_012175848.1
OG0005125	XP_001119973.4	XP_003399509.1
OG0005126	XP_026296828.1	XP_012173524.1
OG0005127	XP_006564241.1, XP_393516.3	XP_003395453.1
OG0005128	XP_001123223.3	XP_003398640.1
OG0005129	XP_016767145.2	XP_003395044.1
OG0005130	XP_003250077.1	XP_003398417.1
OG0005131	XP_006563386.2, NP_001011629.1	XP_020722788.1
OG0005132	XP_393984.2	XP_012171593.1
OG0005133	XP_397479.5	XP_012163843.1
OG0005134	XP_001122102.2	XP_003403110.1
OG0005135	XP_016769757.1	XP_003398136.2
OG0005136	XP_394923.5	XP_003403071.1
OG0005137	XP_026298832.1	XP_012173403.1
OG0005138	XP_392783.4	XP_003398003.1
OG0005139	XP_026297170.1	XP_003395930.2
OG0005140	XP_003250865.1	XP_012169591.1
OG0005141	XP_006564321.1	XP_020723863.1
OG0005142	XP_006560748.1	XP_012172497.1
OG0005143	XP_392112.3	XP_003392999.1
OG0005145	XP_395009.2	XP_003399785.1
OG0005146	XP_001120493.3	XP_003399436.1
OG0005147	XP_006570983.1	XP_012173868.1, XP_003402293.1
OG0005148	XP_026300103.1	XP_003399499.1
OG0005149	XP_392681.2	XP_012173006.1
OG0005150	XP_026296793.1	XP_003401995.2
OG0005151	XP_001120703.1	XP_020721565.1
OG0005152	XP_001121922.1	XP_003396107.1
OG0005153	XP_624533.1	XP_003401865.1
OG0005154	XP_006566787.1	XP_003399097.1
OG0005155	XP_623128.1	XP_003400965.1
OG0005156	XP_393076.1	XP_003396383.1
OG0005157	XP_394434.2	XP_003394210.1
OG0005158	XP_006563902.1	XP_003397088.1
OG0005159	XP_395654.5	XP_012176676.1
OG0005160	XP_392814.2	XP_003395978.1
OG0005161	XP_026298305.1	XP_012173117.1
OG0005162	XP_026300484.1	XP_003400181.1
OG0005163	XP_026301277.1	XP_012172615.2
OG0005164	XP_624895.1	XP_003401793.1
OG0005165	XP_006570423.3	XP_020720984.1
OG0005166	XP_001122763.2	XP_003399896.1
OG0005167	XP_001122533.3	XP_003393653.2
OG0005168	XP_397369.4	XP_012164528.2, XP_012164526.1
OG0005169	XP_396382.3	XP_012173894.1
OG0005170	XP_392553.1	XP_003397603.1
OG0005171	XP_026298327.1	XP_003403163.1
OG0005172	XP_393909.2	XP_003400259.1
OG0005173	XP_026299151.1	XP_020720589.1
OG0005174	XP_026296681.1	XP_003395341.1
OG0005175	XP_624578.2	XP_020723924.1, XP_003403317.1
OG0005176	XP_395633.4, XP_006565412.1	XP_012164894.1
OG0005177	XP_026295820.1	XP_012163245.1
OG0005178	XP_006560725.1	XP_012172478.1
OG0005179	XP_624552.1	XP_003399496.1
OG0005180	XP_006561315.1	XP_003396100.1
OG0005181	XP_026298221.1	XP_003403142.1
OG0005182	XP_026299644.1	XP_012169611.1
OG0005183	XP_006560006.1, XP_393020.2	XP_003401526.1
OG0005184	XP_016766171.2, XP_016766170.2	XP_003402623.1
OG0005185	XP_623717.4	XP_003401422.1
OG0005186	XP_001120574.1	XP_012168057.1
OG0005187	XP_001121664.2	XP_003395688.1
OG0005188	XP_392318.4	XP_003394980.1
OG0005189	XP_625000.3	XP_003401634.2
OG0005190	XP_395784.2	XP_020723755.1
OG0005191	XP_016770903.1	XP_012170460.1
OG0005192	XP_001122523.1	XP_003399931.1
OG0005193	XP_006567864.2	XP_003395732.1
OG0005194	XP_006570132.1	XP_012165412.1
OG0005195	XP_026297112.1	XP_020719176.1
OG0005196	XP_006570255.2	XP_003399750.1
OG0005197	XP_396315.6	XP_012168114.1
OG0005198	XP_016767891.1	XP_003401826.1
OG0005199	XP_624337.2	XP_003396041.1, XP_012164756.1
OG0005200	XP_001121355.3	XP_020723813.1
OG0005201	XP_003249825.2	XP_003393588.1
OG0005202	XP_026299131.1	XP_003398540.1
OG0005203	XP_624054.3	XP_012166668.1
OG0005204	XP_003251671.1	XP_012167278.1
OG0005205	XP_623704.2	XP_003395163.1
OG0005206	XP_394948.6	XP_003393051.3
OG0005207	XP_026295494.1	XP_003402876.1
OG0005208	XP_006560637.2	XP_020718290.1
OG0005209	XP_395903.3	XP_003402082.1
OG0005210	XP_016772014.1	XP_003401027.1
OG0005211	XP_006567217.2	XP_003395112.1
OG0005212	XP_392905.2	XP_003398181.1
OG0005213	XP_001121415.2	XP_003394276.1
OG0005214	XP_006563814.1	XP_003401776.1
OG0005215	XP_006559646.1	XP_003401882.1
OG0005216	XP_391855.2	XP_012167917.1
OG0005217	XP_006563220.1	XP_012170164.1
OG0005218	NP_001264230.1	XP_012169798.1
OG0005219	XP_624008.2	XP_003400411.1
OG0005220	XP_395913.3	XP_003402487.1
OG0005221	XP_016767017.2, NP_001128421.1	XP_020718478.1
OG0005222	XP_026301693.1	XP_012173631.1
OG0005223	XP_395792.4	XP_003394048.1
OG0005224	XP_006572378.3	XP_020720963.1, XP_020720962.1, XP_003398829.1
OG0005226	XP_392828.3	XP_003397496.1
OG0005227	XP_001119931.1	XP_003397426.1
OG0005228	XP_026295630.1	XP_012175896.1
OG0005229	XP_624299.2, XP_016767532.1	XP_012165914.2
OG0005230	XP_016771850.1	XP_012171885.1
OG0005231	XP_026301496.1	XP_012170264.1
OG0005232	XP_393586.1	XP_003395640.1
OG0005233	XP_026299564.1	XP_012169749.1
OG0005234	XP_016770771.1	XP_012168583.1
OG0005235	XP_003251449.1	XP_003402114.1
OG0005236	XP_001122885.3	XP_012171145.1
OG0005237	XP_006564278.1	XP_012163820.1
OG0005238	XP_026302268.1	XP_003402685.1
OG0005239	XP_623902.1	XP_003402149.1
OG0005240	XP_006561648.2	XP_003397721.1
OG0005241	XP_006566766.1	XP_003399085.1
OG0005242	XP_624077.3	XP_020723231.1, XP_012173712.1, XP_012173713.1
OG0005243	XP_006571338.2, XP_006571339.2	XP_012164515.1
OG0005244	XP_003249447.1	XP_012171649.1
OG0005245	XP_396939.2	XP_003396894.1
OG0005246	XP_016766675.1	XP_003399201.1
OG0005248	XP_006558451.1	XP_012176118.1
OG0005249	XP_396379.4	XP_003400930.1
OG0005250	XP_006563370.1	XP_012168818.1
OG0005251	XP_396302.3	XP_012176343.2
OG0005252	XP_006558936.1, XP_026297918.1	XP_012175012.1
OG0005253	XP_624640.1	XP_003400801.1
OG0005254	XP_392120.2	XP_003393191.1
OG0005255	XP_006567237.1	XP_012163232.1, XP_012163231.1, XP_003395274.1
OG0005256	XP_001121762.2	XP_003397981.1
OG0005257	XP_396716.1	XP_003398330.1
OG0005258	XP_006561344.1	XP_003402314.1
OG0005259	XP_006561491.3	XP_012166720.2
OG0005260	XP_006562862.1	XP_020720674.1
OG0005261	XP_026297523.1	XP_012168479.1
OG0005262	XP_026295287.1, XP_006569904.1	XP_012175955.1, XP_003394179.1
OG0005263	XP_006568785.2	XP_003393676.1
OG0005264	XP_006566384.1	XP_003398921.1
OG0005265	XP_026300882.1	XP_003393106.1
OG0005266	XP_001122093.2	XP_003392931.1
OG0005267	XP_393312.1	XP_020722367.1, XP_003400545.1
OG0005268	XP_624464.3	XP_003397458.1
OG0005269	XP_001120757.4	XP_003394252.1
OG0005270	XP_016772051.1	XP_003401288.1
OG0005271	XP_624231.2	XP_003392957.1
OG0005272	XP_006561912.1	XP_012167392.1
OG0005273	XP_393211.4	XP_012172084.1
OG0005274	XP_026300713.1	XP_012171199.1
OG0005275	XP_392719.1	XP_003403162.1
OG0005276	XP_395866.2	XP_003399084.1
OG0005277	XP_006558961.3	XP_003397105.1
OG0005278	XP_026298089.1	XP_003397096.1
OG0005280	XP_393712.2	XP_003398206.1
OG0005281	XP_026294803.1, XP_026294806.1	XP_012169778.1
OG0005282	NP_001106756.1	XP_003401591.1
OG0005283	XP_026296811.1, XP_026296808.1	XP_003395457.1
OG0005284	XP_026298161.1	XP_003401726.1
OG0005285	XP_624899.1	XP_003402287.1
OG0005286	XP_396618.2	XP_003397376.1
OG0005287	XP_393666.5, XP_006569230.2	XP_003403346.1
OG0005288	XP_397139.3	XP_012166217.1
OG0005289	XP_391919.2	XP_003401435.1
OG0005290	XP_026301671.1	XP_012170076.1
OG0005291	XP_006566668.2	XP_012168573.1
OG0005292	XP_016770492.1	XP_003398784.1
OG0005294	XP_624527.2	XP_003399360.1
OG0005295	XP_393702.4	XP_003398292.1
OG0005296	XP_006566531.1	XP_003399323.1
OG0005297	XP_396554.4	XP_003397078.1
OG0005298	XP_026296476.1	XP_012170307.1
OG0005299	XP_393409.2	XP_003401510.1
OG0005300	XP_026301705.1	XP_003402514.1
OG0005301	XP_006562923.1	XP_003398473.1
OG0005302	XP_006566669.1	XP_003398775.1
OG0005303	XP_397241.4	XP_020721599.1
OG0005304	XP_395981.2	XP_012168131.1
OG0005305	XP_393027.2	XP_012170117.1
OG0005306	XP_006568051.2	XP_012174222.1
OG0005307	XP_396705.4	XP_003399074.1
OG0005308	XP_623723.2	XP_003398730.1
OG0005309	XP_391880.2	XP_020720883.1, XP_012168653.1
OG0005310	XP_624481.3	XP_003401149.1
OG0005311	XP_392453.3	XP_012166024.1
OG0005312	XP_393827.2	XP_003399352.1
OG0005313	XP_016770324.1	XP_003398891.1
OG0005314	XP_396894.4	XP_020721741.1
OG0005315	XP_006566682.1	XP_012168563.1, XP_012168562.1
OG0005316	XP_006561486.1	XP_012166282.1
OG0005317	XP_026295632.1	XP_012175897.1
OG0005318	XP_006568649.1	XP_012165215.1
OG0005319	XP_006568103.1, XP_006568102.1	XP_012170866.1
OG0005320	XP_006560063.1	XP_003400928.1
OG0005321	XP_003251533.1	XP_003399379.1
OG0005322	XP_026295765.1, NP_001193899.1	XP_003402472.1
OG0005323	XP_006567926.1	XP_003395815.1
OG0005324	XP_006557811.1	XP_003399730.1
OG0005325	XP_026295326.1, XP_006559810.1	XP_003394188.1
OG0005327	XP_003250928.2	XP_012169270.1
OG0005328	XP_006569515.1	XP_012165522.1
OG0005329	XP_625242.2, XP_006558420.1	XP_003397608.1, XP_003397609.1
OG0005330	XP_396212.2	XP_020721982.1
OG0005331	XP_026296360.1	XP_012169669.1, XP_012174270.1
OG0005332	XP_003251676.1	XP_003394807.1
OG0005333	XP_393615.3	XP_020723839.1
OG0005334	XP_624060.4	XP_003399171.1
OG0005335	XP_026301493.1	XP_012173688.1
OG0005336	XP_623377.1	XP_003403362.1
OG0005337	XP_006560197.1	XP_012166659.1
OG0005338	XP_395130.4	XP_003393392.1
OG0005339	XP_006570437.2	XP_003399372.1
OG0005340	XP_006566465.1	XP_012169720.1
OG0005341	XP_392652.3	XP_003393307.1
OG0005342	XP_395082.4	XP_003398186.1, XP_012167833.1
OG0005343	XP_006567174.2	XP_003394996.1
OG0005344	XP_026302192.1	XP_020720534.1
OG0005345	XP_623602.3	XP_012165990.1
OG0005346	XP_393837.4	XP_003399913.1
OG0005347	XP_001121961.1	XP_003401378.1
OG0005348	XP_016771094.1	XP_003399815.1
OG0005349	XP_623898.4	XP_012169202.1
OG0005350	XP_026300860.1	XP_003400528.1
OG0005351	NP_001265265.1, XP_016767733.1	XP_012175883.1
OG0005352	XP_006565358.1	XP_003399130.1
OG0005353	XP_026296807.1	XP_012164379.2
OG0005354	XP_006559436.1	XP_003399738.1
OG0005355	XP_026301929.1	XP_012175751.1
OG0005356	XP_003249830.1	XP_003399533.1
OG0005357	XP_016772024.1	XP_003401067.1
OG0005358	XP_026297174.1	XP_012164692.2
OG0005359	XP_006560154.1	XP_012172319.1
OG0005360	XP_393137.3	XP_003394534.1
OG0005361	XP_026299605.1	XP_003398907.2
OG0005362	XP_026302164.1, NP_001229486.1	XP_003393648.1
OG0005363	XP_001120035.3	XP_003401429.1
OG0005364	XP_006567897.1	XP_003395850.1
OG0005365	XP_026300707.1	XP_003400527.1
OG0005366	NP_001011562.1	XP_020722552.1
OG0005367	XP_003250738.3	XP_003393957.2
OG0005369	XP_006563758.1	XP_003399433.1
OG0005370	XP_003251782.2	XP_003393344.1
OG0005371	XP_006570236.1	XP_012176445.1
OG0005372	XP_393446.1	XP_003401399.1
OG0005373	XP_396504.1	XP_003402993.1
OG0005374	XP_395502.2	XP_003395178.1
OG0005375	XP_006557486.2	XP_003396950.1
OG0005376	XP_026297509.1	XP_003396630.1
OG0005377	XP_624357.1	XP_003394512.1
OG0005378	XP_394050.5	XP_012171189.1
OG0005379	XP_026299010.1	XP_003392864.1
OG0005380	XP_624125.1	XP_003398689.1
OG0005381	XP_396579.3	XP_012163761.1
OG0005382	XP_006558042.1	XP_020724170.1
OG0005382	XP_006558041.1	XP_012176209.1
OG0005383	XP_392692.2	XP_020721522.1
OG0005384	XP_006564955.1	XP_012171533.1, XP_003400592.1
OG0005385	XP_006559771.1	XP_012176385.1
OG0005386	XP_016770523.2	XP_012166114.1
OG0005387	XP_001120633.2	XP_003394784.1
OG0005388	XP_026297475.1	XP_012168478.1
OG0005389	XP_396595.2	XP_003399096.1
OG0005390	XP_026295827.1	XP_012163518.1
OG0005391	XP_003251489.1	XP_003396793.1, XP_020719221.1, XP_020719219.1, XP_020719220.1
OG0005392	XP_392684.3	XP_003401231.1
OG0005393	XP_001120607.1	XP_003396461.1
OG0005394	XP_026299102.1	XP_003403318.1
OG0005395	XP_003250018.1	XP_003395708.1
OG0005397	XP_026301850.1	XP_012165331.1
OG0005398	XP_016767326.1	XP_003395039.1
OG0005399	XP_623886.1	XP_012165039.1
OG0005400	XP_393165.3, XP_016772054.1	XP_003401282.1
OG0005401	XP_624571.2	XP_003400210.1
OG0005402	XP_624249.1	XP_003401232.1
OG0005403	XP_624497.2	XP_003399441.1
OG0005404	XP_006564785.1	XP_012175766.1
OG0005405	XP_006571543.1	XP_012163555.1
OG0005406	XP_001121019.2	XP_020720283.1
OG0005407	XP_026298541.1	XP_003401628.1
OG0005408	XP_026295530.1	XP_012169544.1
OG0005409	XP_625077.3	XP_012163361.1
OG0005410	XP_016772575.2	XP_012169838.1
OG0005411	XP_006569315.2	XP_003394132.1
OG0005412	XP_006569146.1	XP_012175544.1
OG0005413	XP_392259.4	XP_003402863.1
OG0005414	XP_395653.2	XP_003397973.1
OG0005415	XP_392545.3	XP_003397661.1
