Orthogroup	Apis_mellifera	Aedes_aegypti
OG0004294	XP_001121076.4	XP_001656350.2
OG0004296	NP_001011570.1	XP_001654757.1
OG0004297	XP_016769531.2, XP_624763.2	XP_001653395.1
OG0004298	XP_001119998.2	XP_001651349.2
OG0004299	XP_395804.2, XP_026299006.1, XP_016768715.1	XP_001656180.2
OG0004300	XP_006562042.1	XP_001660939.2
OG0004301	XP_396701.3	XP_001658935.1
OG0004302	XP_001122509.1	XP_001652183.1
OG0004303	XP_006569404.2	XP_001652686.1
OG0004304	XP_006562448.1	XP_001656680.1
OG0004305	XP_006571179.1	XP_001660489.1
OG0004306	XP_006564913.1	XP_001653486.1
OG0004307	XP_624696.1, XP_006559465.1	XP_021705626.1
OG0004308	XP_393443.1	XP_001664205.1
OG0004309	XP_001120413.1	XP_001658619.1
OG0004310	XP_026298579.1	XP_001658194.1, XP_021712903.1
OG0004311	XP_003251537.1	XP_021701716.1, XP_021701717.1, XP_001663270.2
OG0004312	XP_624642.1	XP_021712733.1, XP_001657253.1
OG0004313	XP_392555.1	XP_001655473.2, XP_021697582.1
OG0004314	XP_625093.1	XP_021704009.1, XP_001652825.1
OG0004315	XP_006561629.1	XP_001661080.1
OG0004316	XP_026300991.1	XP_021693346.1
OG0004317	XP_001122174.1	XP_001656820.1
OG0004318	XP_625027.1	XP_001657499.1
OG0004320	XP_003251332.1	XP_021709548.1
OG0004321	XP_396635.2	XP_001652958.1
OG0004322	XP_624182.1	XP_001649547.1
OG0004323	XP_001122944.1	XP_021711912.1, XP_001652016.1
OG0004324	XP_624651.2	XP_001656190.1
OG0004325	XP_001120018.1	XP_001649513.2
OG0004326	XP_003251125.1	XP_001648995.1
OG0004327	XP_396012.1	XP_001662462.1
OG0004328	XP_392518.1	XP_001664262.1
OG0004329	NP_001172073.1	XP_001656939.1, XP_001650193.1
OG0004330	XP_392912.1	XP_021693781.1
OG0004331	XP_006566060.1	XP_021698783.1
OG0004332	XP_006568282.1	XP_001655319.2
OG0004333	XP_397261.2	XP_001658903.1
OG0004334	XP_396637.3	XP_001653781.1
OG0004335	XP_001120086.2	XP_001651814.1
OG0004336	XP_026296449.1	XP_001656487.1
OG0004337	XP_026300895.1, XP_026300896.1	XP_021697366.1
OG0004338	XP_026301743.1	XP_001655524.2
OG0004339	XP_026301245.1, XP_026301244.1	XP_021710248.1, XP_001657873.2
OG0004340	XP_624372.2	XP_001656607.2
OG0004341	XP_001121809.2	XP_021701400.1, XP_021701401.1
OG0004342	XP_001120666.1	XP_001648836.1
OG0004343	XP_624733.1	XP_021703324.1
OG0004344	XP_394400.1	XP_001648846.1
OG0004345	XP_001121573.2	XP_021712993.1, XP_021711958.1
OG0004346	XP_006567399.1	XP_021707203.1
OG0004347	XP_393939.3	XP_001656552.1, XP_021702804.1, XP_001656555.1
OG0004348	NP_001156935.1	XP_001664201.1
OG0004349	XP_006571696.1	XP_001656966.1
OG0004350	XP_623797.2	XP_001658904.1
OG0004351	XP_623556.1	XP_021697651.1
OG0004352	XP_006566065.1	XP_001659518.1
OG0004353	XP_003251342.1	XP_001656164.1
OG0004354	XP_396639.1	XP_021704179.1
OG0004355	XP_026298491.1	XP_001657692.1
OG0004356	XP_006567761.1, XP_006567762.1	XP_001654808.1
OG0004357	XP_026296490.1	XP_021700479.1
OG0004358	NP_001171519.1	XP_001649850.1, XP_021712765.1
OG0004359	XP_006559323.1	XP_021697723.1
OG0004360	XP_625225.1	XP_001647945.1
OG0004361	XP_393103.2	XP_001656971.1
OG0004362	XP_001121482.1, XP_026301196.1	XP_001660960.2
OG0004363	XP_001120746.2	XP_001658335.2
OG0004364	XP_001122278.1	XP_001660303.2
OG0004365	XP_001120579.2	XP_001661687.2
OG0004366	XP_392212.2	XP_001655972.2
OG0004367	XP_006563705.1	XP_001660555.2, XP_021711993.1
OG0004368	XP_001122727.1, XP_026296406.1	XP_001658631.2, XP_021712702.1
OG0004369	XP_624500.2	XP_021700391.1
OG0004370	XP_016766228.1	XP_021701744.1
OG0004371	XP_006565450.2	XP_021699003.1
OG0004372	XP_624564.1	XP_001648499.1
OG0004373	XP_395826.2	XP_001654807.1
OG0004374	XP_624616.1	XP_001656613.1
OG0004375	XP_006563277.1, XP_624360.1	XP_001657795.1
OG0004376	XP_394885.1	XP_021697979.1
OG0004377	XP_393563.1	XP_021709505.1
OG0004378	XP_001120599.1	XP_001650427.2
OG0004379	XP_003251471.2	XP_001654135.1
OG0004380	XP_026295983.1	XP_001657742.1
OG0004381	XP_026299779.1	XP_001660886.2
OG0004382	XP_393037.2	XP_021697182.1
OG0004383	XP_623774.2	XP_001661326.1
OG0004384	XP_006562157.1	XP_001656500.1
OG0004385	XP_396009.2	XP_001656404.1
OG0004386	XP_026298265.1	XP_001649689.1
OG0004387	XP_393089.1	XP_001660686.1
OG0004388	XP_001120572.3	XP_001654994.2
OG0004389	XP_392359.2	XP_001650043.1
OG0004390	XP_003250159.1	XP_001662410.1
OG0004391	XP_016772828.1	XP_021695450.1, XP_001653418.1
OG0004392	XP_026301799.1, XP_006570143.1	XP_021712826.1, XP_021712831.1
OG0004394	XP_026298463.1	XP_021707550.1, XP_021707549.1, XP_001663474.2
OG0004395	XP_006562497.2	XP_001658961.1
OG0004396	XP_393683.4	XP_001652303.1
OG0004397	XP_006564997.2	XP_021712268.1, XP_001653776.1
OG0004398	XP_003251005.1	XP_001654210.2
OG0004400	XP_016773624.1	XP_001653670.1
OG0004401	XP_001120698.3	XP_001654439.2
OG0004402	XP_006564331.1	XP_021703758.1
OG0004403	XP_006559849.1	XP_021706607.1
OG0004404	XP_006565424.1	XP_001649769.1
OG0004405	XP_006566841.1, XP_006566842.1, XP_006566843.1	XP_021694431.1, XP_001655865.1
OG0004406	XP_026297848.1	XP_021698112.1
OG0004407	XP_026301553.1	XP_021710053.1
OG0004408	XP_006565417.2	XP_021710559.1, XP_021710881.1, XP_021710552.1
OG0004409	XP_026300082.1	XP_001661876.2, XP_021706471.1, XP_021708764.1
OG0004410	XP_026294851.1	XP_001649268.1
OG0004411	XP_392983.1	XP_021697512.1
OG0004412	XP_006566679.1	XP_001660080.1
OG0004413	XP_003249558.1	XP_021697177.1
OG0004414	XP_003249595.1	XP_001652058.1
OG0004415	XP_026298714.1, XP_026298715.1	XP_021712615.1, XP_021712611.1
OG0004416	XP_624220.2	XP_021699260.1
OG0004417	XP_026296323.1	XP_001659745.2, XP_021704223.1
OG0004418	XP_395573.3	XP_021699810.1
OG0004419	XP_006571527.1	XP_021704204.1
OG0004420	XP_006567240.1	XP_001648213.2
OG0004421	XP_003250695.1	XP_021697307.1, XP_001658227.1
OG0004422	XP_001120836.2	XP_021704944.1
OG0004423	XP_003251860.1	XP_021701836.1
OG0004424	XP_393383.3	XP_001660148.2, XP_001657176.1
OG0004425	XP_026297278.1	XP_001657813.1
OG0004426	XP_001122405.2	XP_021706589.1, XP_021703869.1
OG0004427	XP_395325.3	XP_001650903.1
OG0004428	XP_006566117.2	XP_001663227.2
OG0004430	NP_001229928.1	XP_021697469.1, XP_021712396.1, XP_001656158.2
OG0004431	XP_026301356.1, XP_392068.2	XP_021710093.1
OG0004432	XP_623951.1	XP_021696819.1, XP_001660306.2
OG0004433	XP_006570273.1	XP_001651605.1
OG0004434	XP_006563616.1	XP_021710916.1
OG0004436	XP_623853.1	XP_001648693.1
OG0004437	XP_026298520.1	XP_021705901.1
OG0004438	XP_397318.4	XP_021713195.1
OG0004439	XP_026294788.1	XP_021695025.1, XP_021696719.1
OG0004440	XP_393588.2	XP_001652847.2
OG0004441	XP_001121900.1	XP_021704347.1
OG0004442	XP_003249710.1	XP_001664059.2
OG0004443	NP_001229315.1	XP_001651505.2
OG0004444	XP_006570761.2	XP_021701422.1
OG0004445	XP_395360.3	XP_001661987.3
OG0004446	XP_001120765.2	XP_001647772.2
OG0004447	XP_001121896.2	XP_021696361.1
OG0004448	XP_395047.5	XP_001650133.1
OG0004449	XP_026302274.1	XP_001660945.1
OG0004450	XP_006557827.2	XP_021704097.1, XP_021704096.1
OG0004451	XP_026298959.1	XP_001652165.1
OG0004452	XP_016772643.1	XP_021694188.1
OG0004453	XP_006565976.1	XP_021696464.1
OG0004454	XP_016769783.2	XP_001656400.1
OG0004455	XP_623527.1	XP_001655853.1
OG0004457	XP_623755.3	XP_021711347.1
OG0004458	XP_623283.1	XP_001663661.1
OG0004459	XP_016767413.2	XP_021707476.1
OG0004460	XP_395109.3	XP_001652504.2
OG0004461	XP_006564114.1	XP_001651773.1
OG0004462	XP_026299959.1	XP_021703586.1
OG0004463	XP_001120347.3	XP_001661274.3
OG0004465	XP_395864.3	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1
OG0004466	XP_026300803.1	XP_021699403.1
OG0004467	XP_006559772.2	XP_001652438.1
OG0004468	XP_006559768.1	XP_001660800.1
OG0004469	XP_397436.4	XP_021706199.1
OG0004470	XP_623623.2	XP_001648953.1
OG0004471	XP_016767900.1	XP_001648894.1
OG0004472	XP_016767114.1	XP_021711273.1
OG0004473	XP_026299077.1	XP_001662453.2
OG0004475	XP_003249146.1	XP_021693123.1
OG0004478	XP_016771939.1	XP_001659989.1
OG0004479	XP_026295413.1	XP_001654562.1
OG0004480	XP_396117.2	XP_001661554.1
OG0004481	XP_026295269.1	XP_001651524.3
OG0004482	XP_625118.2	XP_001655913.1, XP_021699452.1
OG0004483	XP_395618.4	XP_001660130.1
OG0004484	XP_026296856.1, XP_026296857.1	XP_001651217.2
OG0004485	XP_001120391.3	XP_021693885.1
OG0004486	XP_395658.5	XP_001653919.1, XP_021694172.1
OG0004487	XP_006561346.1	XP_021710539.1
OG0004489	XP_006572385.1	XP_001648272.2, XP_021707487.1
OG0004490	XP_395476.1	XP_001651923.1
OG0004491	XP_026295182.1	XP_001651093.2
OG0004492	XP_026301837.1	XP_021706108.1
OG0004493	XP_397168.3	XP_021711241.1
OG0004494	XP_026298908.1	XP_021705783.1
OG0004495	XP_393549.3	XP_021695981.1
OG0004496	XP_392586.4	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1
OG0004497	XP_397138.5	XP_001650117.2, XP_001663385.2
OG0004498	XP_001122971.2	XP_001659942.1
OG0004499	XP_006558396.1	XP_001655579.2
OG0004500	XP_396448.1	XP_021695312.1
OG0004501	XP_026300382.1	XP_021702620.1
OG0004502	XP_026298019.1	XP_001648084.1, XP_021694458.1, XP_021694457.1
OG0004503	XP_026296542.1	XP_021703062.1
OG0004504	XP_003251540.1	XP_021707973.1
OG0004505	XP_026295520.1	XP_021707347.1
OG0004506	XP_006557279.1	XP_021699449.1
OG0004507	XP_624711.1	XP_001663721.2
OG0004508	XP_026299653.1	XP_021701218.1, XP_001655813.2, XP_001655814.2
OG0004509	XP_001119963.2	XP_001659844.2
OG0004510	XP_006563652.1	XP_021704485.1, XP_021704479.1
OG0004511	XP_394516.2	XP_001654224.2
OG0004512	XP_624102.1	XP_001663924.1
OG0004513	XP_001120188.1	XP_001653182.1
OG0004514	XP_006559075.1	XP_021697229.1
OG0004515	XP_623255.1	XP_001652415.2
OG0004516	XP_395011.2	XP_001656725.1
OG0004517	XP_016773380.1	XP_021701513.1
OG0004518	XP_026298465.1	XP_021713389.1, XP_021713385.1
OG0004519	XP_394838.3	XP_021693348.1
OG0004520	XP_016769851.1	XP_001663552.1
OG0004521	XP_026297233.1	XP_001657865.1
OG0004523	XP_003251558.1	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1
OG0004524	XP_026300671.1, NP_001229386.1	XP_021694361.1, XP_001662826.2
OG0004525	XP_003251908.1	XP_001661950.2
OG0004526	XP_016771036.1	XP_021697114.1, XP_001655674.2
OG0004527	XP_006559828.2, XP_006559827.2	XP_001653827.1
OG0004528	XP_393112.2	XP_001648653.1
OG0004529	XP_396227.5	XP_001662097.2
OG0004530	XP_625214.3	XP_001652994.2
OG0004531	XP_026300359.1, XP_026300358.1, XP_026300357.1	XP_001650089.2
OG0004532	XP_392205.1	XP_021706145.1
OG0004533	XP_006558931.1	XP_001660001.1
OG0004534	XP_006563951.2	XP_021709267.1
OG0004535	XP_624261.3	XP_001654431.1
OG0004536	XP_026298935.1, XP_016770018.1, XP_003250168.1	XP_021713184.1
OG0004537	XP_026296057.1	XP_021711272.1, XP_001657313.2
OG0004538	XP_026294818.1	XP_001656894.2
OG0004539	XP_006560502.2	XP_001658635.1
OG0004540	XP_395421.4	XP_001659919.1, XP_021711839.1
OG0004541	XP_006559008.1, XP_003249426.1	XP_021694130.1
OG0004542	XP_026295484.1	XP_001656142.2
OG0004543	XP_006557490.2	XP_001653956.2
OG0004544	XP_392849.4	XP_001650063.2
OG0004545	XP_392671.2	XP_001658744.1
OG0004546	XP_624339.2	XP_001653259.2
OG0004547	XP_394578.4	XP_001664172.2
OG0004549	XP_006564808.1	XP_001648190.1
OG0004550	XP_006566937.1	XP_001663578.2
OG0004551	XP_393483.2	XP_021712942.1
OG0004552	XP_395151.3	XP_001650864.1, XP_021712082.1
OG0004553	XP_394812.3	XP_001659551.2
OG0004554	XP_001122133.3, XP_016771273.2	XP_011492966.2
OG0004555	XP_026296402.1	XP_021711674.1
OG0004556	XP_016769595.2	XP_001659983.2
OG0004558	XP_016769513.1, XP_016769512.1	XP_021710148.1, XP_021710149.1
OG0004559	XP_001120854.3	XP_001659707.2
OG0004560	XP_016769257.1	XP_001653346.2, XP_021693036.1
OG0004561	XP_393806.2	XP_001654258.2
OG0004562	XP_026299659.1	XP_001657567.1
OG0004563	XP_026295501.1	XP_021701535.1
OG0004564	XP_006560910.1	XP_021705539.1
OG0004565	XP_623670.3	XP_001651053.1
OG0004566	XP_393821.3	XP_001662958.1
OG0004567	XP_397116.4	XP_001648004.2, XP_021712553.1
OG0004568	XP_006561795.1	XP_021701024.1, XP_021701025.1, XP_001649745.1
OG0004569	XP_006566171.1	XP_001648171.2
OG0004570	XP_623808.1	XP_001648965.1
OG0004571	NP_001229394.1	XP_001662672.2
OG0004572	XP_006570961.1	XP_021702950.1
OG0004573	XP_026298017.1	XP_011493608.2
OG0004574	XP_396624.2	XP_001657416.1, XP_021711979.1
OG0004575	XP_391975.4	XP_001660049.1
OG0004576	XP_395283.4, XP_006561380.1	XP_001661298.1
OG0004577	XP_006562329.1	XP_021695308.1, XP_021701641.1
OG0004578	XP_006567717.1	XP_001649383.1
OG0004579	XP_016767336.2, XP_026301798.1	XP_021695000.1
OG0004580	XP_006563365.1	XP_001655238.1
OG0004581	XP_026295438.1	XP_001654265.1, XP_001654264.1
OG0004582	XP_393545.2	XP_001655738.1, XP_001655739.1
OG0004583	XP_006563601.1	XP_021705581.1, XP_021705590.1, XP_021705596.1
OG0004584	XP_623915.2	XP_021709483.1, XP_021709484.1, XP_021709485.1
OG0004585	XP_624226.2	XP_001648523.2, XP_021695479.1
OG0004586	XP_393667.1	XP_001656940.1
OG0004587	XP_624536.2	XP_001655089.1
OG0004588	XP_623198.1	XP_001663309.2
OG0004589	XP_624292.1	XP_001662466.1
OG0004590	XP_026294799.1	XP_001649978.2
OG0004591	XP_395039.6	XP_001653808.2
OG0004592	XP_623834.1	XP_001656729.1
OG0004593	XP_016771171.1	XP_021696175.1
OG0004594	XP_003251828.1	XP_021708806.1
OG0004595	XP_006557527.1	XP_021705151.1
OG0004596	XP_016772183.1	XP_021699603.1, XP_021699618.1, XP_021699609.1, XP_021699613.1, XP_001651965.2
OG0004597	XP_001122321.2	XP_021702298.1
OG0004598	XP_006567053.2	XP_001661731.2
OG0004599	XP_395238.2	XP_001658435.2
OG0004600	XP_006561797.1	XP_021695671.1, XP_021695668.1
OG0004601	XP_391843.1	XP_011493552.2, XP_001654751.2
OG0004602	XP_006566118.2	XP_001653877.1
OG0004603	XP_006560478.1	XP_001653144.1
OG0004604	XP_026296843.1	XP_021712700.1, XP_021695292.1
OG0004605	XP_006566542.1	XP_001648835.1
OG0004606	XP_016772312.2	XP_021701170.1, XP_021701169.1, XP_021701168.1, XP_021701171.1
OG0004607	XP_624172.1	XP_001654200.1
OG0004608	XP_396145.2	XP_021698376.1, XP_021698366.1
OG0004609	XP_006566523.1	XP_021694862.1
OG0004611	XP_395416.4	XP_001660135.1
OG0004612	XP_016772763.1	XP_021699911.1, XP_021699912.1
OG0004613	XP_001123012.2	XP_021701485.1
OG0004614	XP_006568530.1	XP_021705283.1, XP_021711284.1
OG0004615	XP_624553.4	XP_021709306.1
OG0004616	XP_623199.2, XP_006561225.1	XP_021708352.1
OG0004617	XP_393332.1, XP_006571914.1, XP_006571915.1	XP_021704785.1
OG0004618	XP_624549.4	XP_021694540.1
OG0004619	XP_624779.1	XP_001648875.1
OG0004620	XP_624529.2	XP_001662113.2
OG0004621	XP_016767518.2	XP_001649227.1
OG0004622	XP_026299482.1	XP_021697492.1
OG0004623	XP_016768218.1	XP_021704685.1
OG0004624	XP_393258.3	XP_021697733.1, XP_001649905.1
OG0004625	XP_006568849.1	XP_021697606.1, XP_001657654.1
OG0004626	XP_006559914.2	XP_021700481.1
OG0004627	XP_393055.5	XP_021711620.1
OG0004628	XP_026298722.1	XP_001661171.1
OG0004629	XP_006558545.1	XP_001661688.1
OG0004630	XP_026299144.1	XP_001660997.1
OG0004631	XP_006565049.1	XP_021710660.1
OG0004632	XP_016773404.1	XP_001653470.1
OG0004633	XP_623637.3	XP_001661371.1
OG0004634	XP_006566806.1	XP_021707738.1
OG0004635	XP_006566264.1	XP_021698241.1
OG0004636	XP_006560650.1	XP_001650614.1
OG0004637	XP_396527.6	XP_021697912.1
OG0004638	XP_624406.2	XP_001649219.1, XP_021707392.1
OG0004639	XP_624307.2	XP_001664137.1
OG0004640	XP_003251445.2	XP_001654863.1
OG0004641	XP_396720.2	XP_001661424.1, XP_021712682.1
OG0004643	XP_006562706.1	XP_021700544.1, XP_021711988.1
OG0004644	XP_624348.3	XP_001649427.2, XP_021694844.1
OG0004645	XP_026301051.1	XP_021702095.1, XP_021702090.1
OG0004646	XP_006562316.1	XP_021705216.1, XP_001663713.2, XP_021705211.1
OG0004647	XP_006560038.1	XP_021711963.1
OG0004648	XP_026302106.1	XP_001655513.1, XP_021697908.1
OG0004649	XP_625183.2	XP_001655311.1
OG0004650	XP_392174.1	XP_001651759.1
OG0004651	XP_006562250.1	XP_001651171.1
OG0004652	XP_001119914.2	XP_001663462.2
OG0004653	XP_006569939.1	XP_001651860.2
OG0004654	XP_624787.1	XP_011493566.1
OG0004655	XP_016770639.2	XP_021696516.1
OG0004656	XP_026297531.1, XP_026297532.1	XP_001661025.1
OG0004657	XP_001119836.2	XP_021712150.1, XP_021712145.1, XP_021712157.1
OG0004658	XP_026301577.1	XP_021698679.1
OG0004659	XP_016771539.2	XP_001660738.2
OG0004660	XP_016768618.1	XP_001660573.2
OG0004661	XP_001122551.2	XP_021696840.1
OG0004662	XP_006571948.2	XP_021707045.1
OG0004663	XP_026301184.1	XP_001660544.1
OG0004664	XP_016772437.2	XP_001660618.2
OG0004667	XP_397101.4	XP_001659898.2
OG0004668	XP_026296288.1	XP_001651396.1
OG0004669	XP_026296627.1	XP_001649113.1
OG0004670	XP_393418.3	XP_021704459.1
OG0004671	XP_001120479.1	XP_001663793.1
OG0004672	XP_006565482.2	XP_021707892.1, XP_021707896.1
OG0004673	XP_001120670.2	XP_021701592.1
OG0004674	XP_006557652.2	XP_001651586.1
OG0004676	XP_026300142.1	XP_001654144.2
OG0004677	XP_016768475.1, XP_006570156.1	XP_021697759.1
OG0004678	XP_393868.4	XP_021706267.1
OG0004679	XP_026299570.1	XP_001653826.2
OG0004680	XP_006566574.1	XP_001659869.2
OG0004681	XP_003249707.1	XP_021705619.1
OG0004682	XP_006568521.2	XP_001662635.1
OG0004683	XP_001120653.1	XP_001649393.1
OG0004684	XP_001122185.1	XP_001659515.1, XP_021704199.1
OG0004685	XP_016769212.2	XP_021713041.1
OG0004686	XP_623840.1	XP_001656685.2
OG0004687	XP_397235.3	XP_001649418.2
OG0004688	XP_001121522.1	XP_001658948.1
OG0004689	XP_624297.2	XP_021700514.1, XP_021700513.1
OG0004691	XP_006565697.1	XP_021694260.1
OG0004692	XP_026300787.1	XP_021693883.1
OG0004694	XP_001120227.2	XP_021694368.1
OG0004695	XP_624722.1	XP_021699686.1, XP_021699685.1, XP_021699684.1, XP_021699682.1
OG0004696	XP_006561670.1	XP_021705038.1
OG0004697	XP_394179.4	XP_001648847.1, XP_021701083.1, XP_021701082.1
OG0004699	XP_016770071.2	XP_021704553.1
OG0004700	XP_392383.6, XP_026296366.1	XP_001651094.2
OG0004701	XP_006567671.1	XP_001654591.1
OG0004702	XP_026301084.1	XP_001660592.2
OG0004705	XP_001121418.2	XP_001656447.1
OG0004706	XP_006558096.1	XP_011493475.2
OG0004707	XP_026296317.1, NP_001229361.1	XP_021702768.1, XP_021712510.1, XP_001652440.1
OG0004708	XP_006562194.1	XP_021696069.1, XP_001662006.2
OG0004710	XP_006572388.1	XP_001660329.1
OG0004711	XP_026299344.1, NP_001229452.1	XP_001658568.1
OG0004712	XP_006569857.1	XP_021701099.1, XP_021706791.1, XP_021702575.1, XP_021702576.1
OG0004713	XP_006560898.1	XP_001661452.2
OG0004714	XP_006564551.1	XP_021706591.1
OG0004715	XP_006560759.1	XP_001664227.2
OG0004716	XP_397202.1	XP_001650491.1
OG0004717	XP_392426.3	XP_021698227.1
OG0004718	XP_624637.2	XP_021695499.1
OG0004719	XP_026295591.1	XP_021698310.1
OG0004720	XP_016767333.2, XP_006562710.2	XP_021712149.1, XP_001649944.1
OG0004721	XP_006566830.1	XP_001657236.2
OG0004722	XP_396126.2	XP_001662710.2
OG0004723	XP_006558043.1	XP_021707647.1
OG0004724	XP_016768797.1	XP_021696425.1
OG0004725	XP_003249615.1	XP_021698872.1
OG0004726	XP_392973.4	XP_001650496.2
OG0004728	XP_625069.1	XP_001662804.1
OG0004729	XP_026296696.1	XP_021693082.1
OG0004730	XP_026300681.1	XP_021695514.1
OG0004731	XP_026296774.1	XP_001653054.1
OG0004732	XP_006563510.1	XP_001656662.2
OG0004733	XP_006567817.1	XP_001650298.2
OG0004735	XP_006558542.1	XP_001652717.1
OG0004736	XP_016767144.1	XP_001647883.2
OG0004737	XP_006569625.1	XP_021697557.1, XP_021697558.1, XP_021697560.1
OG0004739	XP_026297467.1	XP_021700595.1
OG0004740	XP_026294720.1	XP_021696029.1, XP_021696028.1, XP_001663566.1
OG0004741	XP_026301713.1	XP_021694763.1
OG0004743	XP_624333.2	XP_001656317.1
OG0004744	XP_026298461.1	XP_021704200.1, XP_021704201.1
OG0004745	XP_026296910.1, XP_026296909.1	XP_001650247.2
OG0004746	XP_001121086.2	XP_001659764.2
OG0004747	XP_026300997.1, XP_026301008.1	XP_021700016.1
OG0004748	XP_006557605.1	XP_021705285.1
OG0004749	XP_016771535.2	XP_001657184.1, XP_001657185.1
OG0004751	XP_006565129.1	XP_021711516.1, XP_021711532.1, XP_001653147.2
OG0004752	XP_624053.4	XP_001659225.2
OG0004753	XP_624335.1	XP_001653114.1
OG0004754	XP_026300111.1	XP_021694886.1, XP_021694884.1, XP_021694885.1
OG0004755	XP_006571175.2	XP_021700166.1
OG0004756	XP_006565978.1	XP_021707598.1
OG0004757	XP_016769122.2	XP_001650699.1
OG0004758	XP_026300231.1	XP_001656189.1
OG0004760	XP_396167.1	XP_021696099.1
OG0004761	NP_001229446.1, XP_026301036.1	XP_021694869.1
OG0004762	XP_026299261.1	XP_021704737.1
OG0004763	XP_026299056.1	XP_001649509.2
OG0004764	XP_016767519.2	XP_021704981.1
OG0004765	XP_397085.2	XP_001650931.2
OG0004766	XP_006561138.2	XP_021698551.1
OG0004767	XP_623197.2	XP_001663045.1
OG0004768	XP_026296111.1	XP_021700508.1
OG0004769	XP_006563948.1	XP_001647882.2
OG0004770	XP_026299548.1	XP_001649592.2
OG0004771	XP_026302236.1	XP_001660842.2
OG0004772	XP_026297138.1, XP_026297139.1	XP_001663953.1
OG0004773	XP_026300068.1	XP_001652565.2
OG0004774	XP_026296528.1	XP_021709392.1, XP_021709394.1, XP_021709393.1, XP_001661633.1
OG0004775	XP_393266.1	XP_021705167.1, XP_021706998.1, XP_021706447.1
OG0004776	XP_006567452.1	XP_021706160.1
OG0004777	XP_026296018.1, XP_026296015.1	XP_021712616.1, XP_021712752.1
OG0004778	XP_623060.3	XP_021712952.1
OG0004779	XP_006568628.1	XP_021712409.1, XP_001663405.1
OG0004780	XP_624644.2, XP_006565247.2, XP_026300110.1, XP_016770920.2	XP_021703195.1
OG0004781	XP_026298724.1, XP_625171.3	XP_001660205.1, XP_021710768.1, XP_021710769.1
OG0004782	XP_001122862.2	XP_001660513.1
OG0004783	XP_026298720.1	XP_001652517.1
