Orthogroup	Bombus_terrestris	Osmia_lignaria
OG0004831	XP_020723593.1	XP_034188452.1
OG0004832	XP_020724274.1	XP_034182712.1
OG0004833	XP_012174613.1	XP_034171791.1
OG0004834	XP_012175867.1	XP_034194358.1
OG0004835	XP_003394116.1	XP_034194370.1
OG0004836	XP_020724224.1	XP_034194345.1
OG0004837	XP_003394158.1	XP_034182550.1
OG0004838	XP_003402350.1	XP_034182145.1
OG0004839	XP_012175985.1	XP_034182006.1
OG0004840	XP_012175896.1	XP_034182083.1
OG0004841	XP_012176128.1	XP_034194507.1
OG0004842	XP_003402703.1	XP_034189708.1
OG0004843	XP_012176396.1	XP_034188599.1
OG0004844	XP_003402471.1	XP_034174479.1
OG0004845	XP_012163535.1	XP_034173845.1
OG0004846	XP_012163341.1	XP_034174348.1
OG0004847	XP_020718450.1	XP_034187807.1
OG0004848	XP_020718281.1	XP_034174775.1
OG0004848	XP_020718274.1	XP_034174782.1
OG0004849	XP_020718292.1	XP_034173931.1
OG0004850	XP_003395115.1	XP_034187832.1
OG0004852	XP_003394773.2	XP_034187425.1
OG0004853	XP_012174149.2	XP_034187377.1
OG0004854	XP_003400418.1	XP_034192156.1
OG0004855	XP_003395273.1	XP_034187643.1
OG0004856	XP_003394924.1	XP_034174616.1
OG0004857	XP_012163280.1	XP_034174748.1
OG0004859	XP_012163437.1	XP_034174138.1
OG0004861	XP_012163650.1	XP_034173968.1
OG0004862	XP_012169669.1, XP_012174270.1	XP_034173183.1
OG0004863	XP_012163975.1	XP_034192706.1
OG0004864	XP_020718826.1, XP_003395835.1	XP_034192624.1
OG0004865	XP_020718889.1	XP_034177479.1
OG0004866	XP_020721596.1	XP_034191312.1
OG0004867	XP_012164425.1	XP_034192833.1, XP_034192834.1
OG0004868	XP_003395508.1	XP_034177390.1
OG0004869	XP_012163927.1	XP_034177379.1
OG0004870	XP_003395320.1	XP_034177925.1
OG0004871	XP_020721684.1	XP_034191242.1
OG0004873	XP_003395318.1	XP_034176941.1
OG0004874	XP_012163753.2	XP_034172100.1
OG0004875	XP_003394667.1	XP_034194186.1
OG0004876	XP_012164209.1	XP_034177092.1
OG0004877	XP_003395734.1	XP_034192800.1
OG0004878	XP_020718653.1, XP_012164163.1	XP_034177898.1
OG0004879	XP_020718745.1	XP_034177760.1
OG0004880	XP_012164512.1	XP_034177050.1
OG0004881	XP_012164198.1	XP_034192939.1
OG0004882	XP_012164427.1	XP_034192652.1
OG0004883	XP_012164159.1, XP_003395664.1	XP_034177457.1
OG0004884	XP_020718795.1	XP_034177004.1
OG0004887	XP_012164353.1	XP_034177815.1
OG0004888	XP_012164379.2	XP_034192638.1
OG0004889	XP_003395457.1	XP_034177183.1
OG0004890	XP_020718692.1	XP_034192946.1
OG0004891	XP_003394789.1	XP_034184032.1
OG0004892	XP_003395965.1	XP_034196238.1
OG0004893	XP_012167728.1	XP_034188708.1
OG0004894	XP_020723700.1	XP_034196111.1
OG0004895	XP_020719018.1	XP_034193643.1
OG0004896	XP_012166747.1	XP_034189028.1
OG0004897	XP_003395981.1	XP_034195428.1
OG0004898	XP_003402298.1	XP_034195666.1, XP_034195667.1
OG0004899	XP_012164559.1	XP_034194362.1
OG0004901	XP_003402940.2	XP_034196364.1
OG0004902	XP_020723675.1	XP_034195538.1
OG0004904	XP_003393011.1	XP_034173208.1
OG0004905	XP_020720443.1	XP_034196133.1
OG0004906	XP_012165297.1	XP_034190483.1
OG0004907	XP_003395930.2	XP_034195890.1
OG0004909	XP_020723282.1, XP_020723263.1	XP_034176611.1
OG0004910	XP_003396102.1	XP_034196185.1
OG0004911	XP_012163131.1	XP_034179672.1
OG0004912	XP_020719094.1	XP_034196155.1
OG0004913	XP_003396109.1	XP_034196157.1
OG0004914	XP_020719319.1, XP_020719320.1	XP_034184805.1
OG0004915	XP_003396116.1	XP_034194872.1
OG0004916	XP_012164913.1	XP_034195410.1
OG0004917	XP_012175254.1	XP_034185222.1
OG0004918	XP_020723465.1	XP_034185572.1, XP_034185573.1
OG0004919	XP_012166354.1, XP_012166355.1	XP_034181232.1
OG0004920	XP_012168478.1	XP_034185016.1
OG0004921	XP_020719903.1	XP_034181530.1
OG0004922	XP_003396883.1	XP_034187978.1
OG0004923	XP_003396627.1	XP_034176977.1
OG0004924	XP_012168479.1	XP_034185000.1
OG0004925	XP_012166363.1	XP_034181172.1
OG0004926	XP_020719250.1	XP_034175252.1
OG0004929	XP_012166042.1	XP_034190228.1
OG0004930	XP_020719681.1, XP_003402549.2	XP_034194187.1
OG0004931	XP_003401903.1	XP_034190317.1
OG0004932	XP_012173162.2	XP_034190698.1
OG0004933	XP_020719482.1	XP_034172613.1
OG0004934	XP_020719904.1	XP_034187891.1
OG0004935	XP_012172960.1, XP_012172961.1	XP_034184942.1
OG0004936	XP_003393274.1	XP_034194769.1, XP_034194018.1
OG0004937	XP_012175088.2	XP_034185080.1
OG0004938	XP_003403064.2	XP_034185123.1
OG0004939	XP_012166340.2	XP_034181790.1, XP_034181791.1
OG0004940	XP_003397475.2	XP_034171029.1
OG0004941	XP_012166621.1	XP_034181267.1
OG0004942	XP_003401862.1	XP_034190364.1
OG0004943	XP_020723015.1, XP_020723016.1	XP_034184652.1
OG0004944	XP_003397165.1	XP_034181143.1
OG0004945	XP_003397214.1	XP_034187917.1
OG0004946	XP_003403389.2, XP_012173316.1	XP_034180113.1
OG0004947	XP_012173327.1, XP_003401984.1	XP_034180923.1
OG0004949	XP_003397096.1	XP_034181477.1
OG0004950	XP_012164916.1, XP_012175457.1	XP_034196190.1
OG0004951	XP_003402071.1	XP_034191967.1
OG0004952	XP_012166596.2	XP_034181042.1
OG0004953	XP_003397317.1	XP_034181148.1
OG0004954	XP_003403172.1	XP_034185312.1
OG0004955	XP_003402022.1	XP_034191949.1
OG0004956	XP_012173313.1	XP_034184732.1, XP_034184731.1
OG0004957	XP_012166390.1	XP_034181897.1
OG0004958	XP_003397320.1	XP_034187967.1
OG0004959	XP_012173203.1	XP_034190386.1
OG0004960	XP_012173107.1	XP_034185228.1
OG0004961	XP_012166556.1, XP_012166560.1	XP_034187903.1
OG0004962	XP_003403163.1	XP_034185555.1
OG0004963	XP_003403115.1	XP_034190622.1
OG0004964	XP_003403109.2	XP_034190691.1
OG0004965	XP_003397010.1	XP_034188111.1
OG0004966	XP_003397784.2	XP_034171220.1
OG0004967	XP_012167729.1	XP_034186404.1
OG0004968	XP_003398034.1	XP_034186420.1
OG0004969	XP_012172894.1	XP_034185590.1, XP_034185587.1
OG0004970	XP_012172888.1	XP_034185592.1
OG0004971	XP_020720151.1	XP_034184342.1
OG0004972	XP_020720069.1	XP_034184316.1
OG0004973	XP_012173217.1	XP_034184737.1
OG0004974	XP_003401828.1	XP_034184807.1
OG0004975	XP_003397773.1	XP_034182125.1
OG0004976	XP_003397886.1	XP_034174021.1
OG0004977	XP_012174243.1	XP_034184455.1
OG0004978	XP_003397827.1	XP_034171254.1
OG0004979	XP_003397613.1	XP_034186518.1
OG0004980	XP_012167702.1	XP_034193243.1
OG0004981	XP_012163541.1	XP_034172945.1, XP_034172947.1
OG0004982	XP_003397617.1	XP_034194780.1
OG0004983	XP_003395311.1	XP_034192967.1
OG0004984	XP_012167519.1	XP_034178686.1
OG0004985	XP_012166226.1	XP_034195235.1
OG0004986	XP_003397411.1	XP_034184412.1
OG0004987	XP_012167202.1	XP_034184074.1
OG0004988	XP_003401928.1	XP_034191696.1
OG0004989	XP_012168399.1	XP_034183404.1
OG0004990	XP_003398429.1, XP_003398437.1	XP_034185958.1
OG0004991	XP_012175342.1	XP_034186313.1
OG0004992	XP_012175408.1	XP_034183484.1
OG0004993	XP_012167836.1	XP_034185903.1
OG0004994	XP_003398288.1	XP_034189757.1
OG0004995	XP_012168288.1	XP_034185719.1
OG0004996	XP_003403363.1	XP_034183482.1
OG0004997	XP_012175418.1	XP_034183872.1
OG0004998	XP_020723911.1	XP_034189991.1
OG0004999	XP_003398219.1	XP_034185863.1
OG0005000	XP_020723907.1	XP_034189684.1, XP_034189685.1
OG0005002	XP_012168428.1	XP_034185922.1
OG0005003	XP_003398287.1	XP_034189761.1
OG0005004	XP_012167999.1, XP_003398299.2	XP_034185998.1
OG0005005	XP_020720700.1	XP_034186047.1
OG0005006	XP_020720670.1	XP_034186209.1
OG0005007	XP_003398252.1, XP_020720564.1	XP_034186297.1
OG0005008	XP_012167974.1	XP_034189778.1
OG0005009	XP_012166931.1	XP_034195770.1
OG0005010	XP_020721185.1	XP_034193442.1
OG0005011	XP_003399199.1	XP_034192427.1
OG0005012	XP_012165148.1	XP_034190816.1
OG0005013	XP_012169599.2	XP_034175816.1
OG0005014	XP_012165482.1, XP_012165483.1	XP_034175277.1
OG0005015	XP_003399194.1	XP_034187865.1
OG0005016	XP_012169749.1	XP_034176155.1
OG0005017	XP_012165944.2	XP_034175193.1
OG0005018	XP_003396568.1	XP_034177748.1
OG0005019	XP_020719243.1	XP_034177944.1
OG0005020	XP_003398907.2	XP_034174914.1, XP_034174913.1
OG0005022	XP_003398937.1	XP_034176005.1
OG0005023	XP_003399197.1	XP_034192431.1
OG0005024	XP_003398821.1	XP_034192163.1
OG0005025	XP_003398846.1	XP_034188115.1
OG0005026	XP_003397980.1	XP_034181850.1
OG0005027	XP_020721052.1	XP_034193395.1
OG0005028	XP_003398763.1	XP_034176261.1, XP_034176260.1
OG0005029	XP_003399017.1	XP_034175963.1
OG0005030	XP_003402524.2, XP_020721178.1	XP_034187884.1
OG0005031	XP_020721576.1	XP_034186397.1
OG0005032	XP_020722477.1	XP_034179244.1
OG0005033	XP_012172345.2	XP_034179094.1
OG0005034	XP_020721569.1	XP_034186486.1
OG0005035	XP_020721388.1	XP_034191121.1
OG0005037	XP_003399530.1	XP_034183039.1
OG0005038	XP_012169902.1	XP_034186582.1
OG0005039	XP_012172864.1, XP_012172863.2	XP_034179770.1
OG0005040	XP_012170655.1	XP_034183287.1
OG0005041	XP_012169977.1	XP_034186875.1
OG0005042	XP_012170914.1	XP_034177999.1
OG0005043	XP_012170810.1	XP_034192373.1
OG0005044	XP_012170978.1	XP_034177959.1
OG0005045	XP_012170748.1	XP_034178829.1
OG0005046	XP_003400026.1	XP_034178833.1
OG0005047	XP_012171624.1	XP_034180363.1
OG0005048	XP_003393477.1	XP_034172206.1
OG0005049	XP_020722302.1	XP_034180184.1
OG0005050	XP_020722180.1	XP_034191790.1, XP_034191782.1
OG0005051	XP_003402392.2	XP_034180041.1
OG0005052	XP_012171168.1, XP_003400380.1, XP_012171169.1	XP_034180786.1
OG0005053	XP_003400671.1, XP_003400637.1	XP_034192124.1
OG0005054	XP_012171508.1	XP_034192039.1
OG0005055	XP_012171819.1	XP_034192058.1
OG0005057	XP_020722264.1	XP_034180525.1
OG0005058	XP_003401519.1	XP_034193921.1
OG0005059	XP_020724053.1	XP_034173279.1
OG0005060	XP_012172475.1	XP_034178904.1
OG0005061	XP_012172676.1	XP_034193856.1
OG0005062	XP_003399457.3	XP_034181068.1
OG0005063	XP_012172260.1	XP_034179518.1, XP_034179517.1
OG0005064	XP_003401125.1	XP_034179530.1
OG0005065	XP_003401547.1, XP_012172823.1, XP_012172821.1	XP_034193680.1
OG0005066	XP_003401517.1	XP_034193933.1
OG0005067	XP_012172373.1	XP_034179283.1
OG0005068	XP_003401262.1	XP_034193903.1
OG0005069	XP_012172453.1	XP_034193489.1
OG0005070	XP_020722383.1	XP_034193478.1, XP_034193477.1
OG0005071	XP_012172617.1	XP_034179025.1
OG0005072	XP_012172615.2	XP_034179038.1
OG0005073	XP_003401512.1	XP_034194002.1
OG0005074	XP_003402810.1	XP_034173799.1
OG0005075	XP_012172355.1	XP_034179457.1, XP_034179455.1
OG0005076	XP_003401080.3	XP_034179194.1
OG0005078	XP_012172558.1	XP_034193981.1
OG0005079	XP_003401419.2	XP_034179627.1
OG0005080	XP_003402146.1	XP_034191287.1
OG0005081	XP_003402198.1	XP_034182849.1
OG0005082	XP_003402136.1	XP_034191393.1
OG0005083	XP_012173704.1	XP_034191327.1
OG0005084	XP_020724187.1	XP_034186806.1, XP_034186807.1
OG0005085	XP_020724090.1	XP_034183007.1
OG0005087	XP_012169864.1	XP_034186851.1
OG0005088	XP_003399904.1	XP_034186772.1
OG0005089	XP_012170159.1	XP_034186912.1
OG0005090	XP_012166590.1	XP_034180194.1
OG0005091	XP_003402796.1	XP_034192264.1, XP_034192262.1
OG0005092	XP_012163614.1	XP_034173980.1
OG0005093	XP_020719379.1	XP_034178424.1
OG0005094	XP_003396827.2	XP_034178562.1
OG0005095	XP_003396838.1	XP_034173219.1
OG0005096	XP_012163152.2	XP_034181631.1, XP_034181629.1
OG0005098	XP_012175751.1	XP_034172933.1
OG0005099	XP_012174802.1	XP_034173482.1
OG0005100	XP_012166237.1	XP_034196256.1
OG0005102	XP_003399215.1, XP_020721116.1	XP_034187498.1
OG0005103	XP_003393058.1	XP_034173172.1
OG0005104	XP_012165462.1	XP_034186941.1
OG0005105	XP_003393227.2	XP_034196339.1
OG0005106	XP_020719376.1, XP_020719377.1, XP_012167056.1	XP_034173558.1
OG0005107	XP_003399296.1	XP_034176567.1
OG0005108	XP_020719192.1	XP_034179022.1
OG0005110	XP_003402626.1	XP_034189326.1
OG0005111	XP_012174738.2	XP_034189309.1, XP_034189307.1
OG0005112	XP_020722436.1	XP_034171858.1
OG0005113	XP_003393789.1	XP_034170891.1
OG0005114	XP_020724054.1	XP_034171943.1
OG0005115	XP_003402545.2	XP_034189254.1
OG0005116	XP_003398065.1	XP_034186222.1
OG0005117	XP_003403028.2	XP_034189597.1
OG0005118	XP_003399333.1	XP_034175170.1
OG0005119	XP_020721305.1, XP_012169605.1	XP_034175837.1
OG0005120	XP_003396566.1	XP_034184986.1
OG0005121	XP_003400670.1	XP_034185015.1
OG0005122	XP_012165456.1, XP_012165455.1	XP_034193192.1
OG0005123	XP_003400106.1	XP_034178243.1
OG0005124	XP_003400807.1	XP_034191537.1
OG0005125	XP_003401081.1	XP_034179220.1
OG0005126	XP_012165634.1	XP_034172477.1
OG0005127	XP_003393185.1	XP_034172624.1, XP_034172625.1
OG0005128	XP_012168250.1	XP_034173608.1
OG0005129	XP_003397479.1	XP_034195537.1
OG0005130	XP_003397517.1	XP_034195650.1
OG0005131	XP_003392932.1	XP_034173234.1
OG0005132	XP_003393695.1	XP_034189242.1
OG0005133	XP_003394060.1	XP_034171149.1
OG0005134	XP_012170749.1	XP_034171455.1
OG0005135	XP_012175995.1	XP_034182005.1
OG0005136	XP_003394979.1	XP_034174457.1
OG0005137	XP_003402503.1	XP_034173673.1
OG0005138	XP_003403383.2, XP_020718563.1	XP_034173948.1
OG0005139	XP_003395501.1	XP_034177090.1
OG0005140	XP_003395627.1	XP_034176910.1
OG0005141	XP_003395584.1	XP_034176927.1
OG0005142	XP_003401978.1	XP_034174669.1
OG0005143	XP_003399568.1	XP_034191332.1
OG0005144	XP_003395652.1	XP_034177482.1
OG0005145	XP_012165589.1	XP_034178089.1
OG0005146	XP_003396589.1, XP_020719453.1	XP_034178284.1
OG0005147	XP_012166293.1	XP_034181461.1
OG0005148	XP_003401737.1	XP_034185226.1
OG0005149	XP_003397661.1	XP_034185604.1
OG0005150	XP_003393053.1	XP_034173181.1
OG0005151	XP_003395065.1	XP_034174091.1
OG0005152	XP_003393307.1	XP_034172214.1
OG0005153	XP_003394460.1	XP_034188475.1
OG0005154	XP_003401231.1	XP_034179828.1
OG0005155	XP_020721522.1	XP_034186445.1
OG0005156	XP_003397837.1	XP_034184138.1
OG0005157	XP_020723024.1, XP_003401910.1	XP_034190295.1
OG0005158	XP_003403150.1	XP_034190508.1
OG0005159	XP_003394611.2	XP_034188474.1
OG0005160	XP_003395978.1	XP_034195171.1
OG0005161	XP_012163636.1	XP_034173939.1
OG0005162	XP_003394722.1, XP_012176648.1	XP_034188240.1
OG0005163	XP_003401083.1	XP_034178988.1
OG0005164	XP_012175167.1	XP_034185562.1
OG0005165	XP_012170299.1	XP_034183254.1
OG0005166	XP_012166085.1	XP_034175695.1
OG0005167	XP_003396690.3	XP_034177996.1
OG0005168	XP_003392944.1	XP_034172393.1
OG0005169	XP_003401807.1	XP_034190490.1
OG0005170	XP_003401722.1	XP_034184875.1
OG0005171	XP_003398026.1	XP_034186433.1
OG0005172	XP_020718340.1	XP_034187500.1, XP_034187501.1
OG0005173	XP_020722367.1, XP_003400545.1	XP_034180279.1
OG0005174	XP_003393070.1	XP_034172961.1
OG0005175	XP_003396352.1	XP_034191465.1
OG0005176	XP_003396943.1	XP_034189590.1
OG0005177	XP_003395840.1, XP_012164371.1	XP_034192634.1
OG0005178	XP_020720861.1	XP_034183782.1
OG0005180	XP_003396850.1	XP_034170844.1
OG0005181	XP_003396852.1	XP_034175879.1
OG0005182	XP_003394662.1	XP_034187067.1
OG0005183	XP_003400764.1	XP_034191505.1, XP_034195281.1, XP_034195259.1
OG0005184	XP_003403090.2	XP_034190207.1
OG0005185	XP_012176574.1	XP_034188489.1
OG0005186	XP_020724201.1	XP_034188373.1
OG0005187	XP_003394298.1	XP_034194285.1
OG0005188	XP_003395640.1	XP_034176780.1, XP_034176781.1
OG0005189	XP_003400215.1	XP_034178711.1, XP_034178710.1
OG0005190	XP_003403342.1	XP_034189983.1
OG0005191	XP_003402998.2	XP_034186224.1
OG0005192	XP_003398138.1	XP_034185837.1
OG0005193	XP_012167994.1	XP_034189743.1
OG0005194	XP_003398206.1	XP_034183784.1
OG0005195	XP_003398733.1	XP_034175663.1
OG0005196	XP_012169711.1	XP_034176087.1
OG0005197	XP_012172645.1	XP_034179077.1
OG0005198	XP_003399913.1	XP_034191363.1
OG0005199	XP_003399859.1	XP_034191222.1
OG0005200	XP_003399941.1	XP_034182925.1
OG0005201	XP_003400241.1	XP_034178263.1
OG0005202	XP_003400115.1	XP_034178216.1
OG0005203	XP_003400032.1	XP_034178801.1
OG0005204	XP_003400021.1	XP_034178466.1
OG0005205	XP_012174907.1, XP_003403087.1	XP_034178469.1
OG0005206	XP_012171842.1	XP_034191551.1, XP_034191550.1
OG0005207	XP_003400571.1	XP_034192045.1
OG0005208	XP_003400593.1	XP_034191600.1
OG0005209	XP_003400599.1, XP_012171539.1	XP_034180606.1
OG0005210	XP_003400461.1	XP_034191842.1
OG0005211	XP_012171189.1	XP_034179996.1, XP_034179997.1
OG0005212	XP_012174276.1	XP_034172865.1
OG0005213	XP_012172662.1, XP_012172669.1	XP_034189273.1
OG0005214	XP_003393869.1	XP_034171601.1, XP_034171603.1, XP_034171602.1
OG0005215	XP_003393947.1	XP_034170908.1
OG0005216	XP_003402357.1	XP_034188323.1
OG0005217	XP_003394253.1	XP_034181906.1
OG0005218	XP_003399571.1	XP_034191314.1
OG0005219	XP_003396013.1	XP_034195813.1
OG0005220	XP_003396043.1	XP_034194558.1
OG0005221	XP_003396667.1, XP_020719198.1	XP_034184941.1
OG0005222	XP_012166997.1, XP_003397485.1	XP_034171949.1
OG0005223	XP_012166620.1	XP_034181270.1
OG0005224	XP_012170271.1	XP_034171495.1
OG0005225	XP_003403092.1	XP_034185181.1
OG0005226	XP_003394301.1	XP_034194275.1
OG0005227	XP_020723542.1	XP_034183441.1
OG0005229	XP_020723767.1	XP_034184653.1
OG0005230	XP_003393051.3	XP_034173162.1
OG0005231	XP_003394265.1	XP_034188283.1
OG0005232	XP_012170450.1	XP_034186540.1
OG0005233	XP_012164381.1, XP_003395846.1	XP_034192650.1
OG0005234	XP_012166134.1	XP_034175844.1
OG0005235	XP_020721927.1	XP_034189582.1
OG0005236	XP_003396739.1	XP_034190241.1
OG0005237	XP_012170065.2	XP_034187013.1
OG0005238	XP_012166513.1	XP_034181797.1
OG0005239	XP_012163113.1	XP_034183930.1
OG0005240	XP_012163332.1	XP_034174853.1
OG0005241	XP_012176448.1	XP_034182953.1
OG0005242	XP_003401734.1	XP_034185353.1
OG0005243	XP_012174967.1	XP_034190563.1, XP_034190564.1
OG0005244	XP_003395831.1	XP_034176945.1
OG0005245	XP_012168221.1	XP_034186091.1
OG0005246	XP_003399714.1	XP_034186543.1
OG0005247	XP_003396157.1	XP_034195482.1
OG0005248	XP_003397086.1	XP_034181056.1
OG0005249	XP_003396689.1	XP_034184709.1
OG0005250	XP_003393929.1, XP_012175625.1	XP_034170992.1
OG0005251	XP_003393621.1	XP_034170874.1
OG0005252	XP_012166968.1	XP_034193111.1
OG0005253	XP_003393796.1	XP_034172051.1
OG0005254	XP_003399493.1	XP_034191115.1
OG0005255	XP_003402148.2	XP_034182833.1
OG0005256	XP_003397758.1, XP_020720307.1	XP_034184361.1
OG0005257	XP_012164072.2	XP_034173360.1
OG0005258	XP_020721135.1	XP_034180946.1
OG0005259	XP_003395676.1	XP_034177346.1
OG0005260	XP_003395186.1	XP_034174014.1
OG0005261	XP_012174350.1	XP_034171090.1
OG0005262	XP_020723755.1	XP_034185154.1
OG0005263	XP_003398835.1	XP_034181748.1
OG0005264	XP_003394800.1	XP_034179892.1
OG0005265	XP_003403095.1	XP_034185138.1
OG0005266	XP_012169521.1	XP_034187548.1
OG0005267	XP_012175501.1, XP_003403401.2	XP_034177072.1
OG0005268	XP_003395604.1	XP_034177661.1
OG0005269	XP_003402082.1	XP_034191914.1
OG0005270	XP_003396501.1	XP_034176612.1
OG0005271	XP_003396156.1	XP_034195266.1, XP_034195260.1
OG0005272	XP_003401219.1	XP_034179482.1
OG0005273	XP_003398075.1	XP_034185844.1, XP_034185843.1
OG0005274	XP_003394122.1	XP_034194421.1, XP_034194423.1
OG0005275	XP_003395169.1	XP_034173879.1
OG0005276	XP_003398227.1	XP_034185880.1
OG0005277	XP_012173332.1	XP_034180197.1
OG0005278	XP_003396687.1, XP_012165756.1	XP_034174688.1
OG0005279	XP_003398036.2	XP_034186296.1
OG0005280	XP_003397009.1, XP_020719816.1	XP_034188107.1
OG0005281	XP_012168824.1	XP_034176367.1
OG0005282	XP_012176343.2	XP_034181990.1
OG0005284	XP_012168829.1	XP_034174941.1
OG0005285	XP_003402986.1	XP_034193630.1
OG0005286	XP_003395024.1	XP_034187475.1
OG0005287	XP_003398863.1	XP_034176369.1
OG0005288	XP_003395968.1	XP_034195568.1, XP_034195569.1
OG0005289	XP_012163761.1	XP_034177839.1
OG0005290	XP_020721075.1	XP_034175369.1
OG0005291	XP_003397376.1	XP_034181211.1
OG0005292	XP_003396121.1	XP_034195279.1
OG0005293	XP_012167657.1	XP_034186176.1
OG0005294	XP_012175671.1	XP_034196567.1
OG0005295	XP_012164554.1	XP_034193561.1
OG0005296	XP_003397994.1	XP_034188962.1
OG0005297	XP_003397445.1	XP_034195793.1
OG0005298	XP_003398330.1	XP_034186026.1, XP_034186027.1
OG0005299	XP_003399135.1	XP_034176610.1, XP_034176609.1
OG0005300	XP_003395291.1	XP_034177164.1
OG0005301	XP_003395002.1	XP_034187748.1
OG0005302	XP_003394350.1	XP_034182618.1
OG0005303	XP_003401452.1	XP_034179778.1
OG0005304	XP_012164348.1	XP_034176876.1
OG0005305	XP_003400489.1	XP_034180453.1
OG0005306	XP_020724105.1	XP_034182036.1
OG0005307	XP_012164755.1	XP_034173111.1
OG0005308	XP_020721718.1	XP_034186736.1, XP_034186740.1
OG0005309	XP_020720556.1	XP_034189825.1
OG0005310	XP_012173121.1	XP_034185411.1
OG0005311	XP_003399911.2	XP_034190923.1
OG0005312	XP_003400839.1	XP_034180054.1
OG0005313	XP_003394629.1	XP_034182103.1
OG0005314	XP_012166217.1	XP_034187939.1
OG0005315	XP_003399991.1	XP_034186541.1
OG0005316	XP_003399155.1	XP_034187266.1
OG0005317	XP_003402709.1	XP_034183381.1, XP_034183380.1
OG0005318	XP_020718890.1	XP_034192855.1
OG0005319	XP_003398753.1	XP_034185787.1
OG0005320	XP_003399049.1	XP_034193140.1
OG0005321	XP_020723709.1	XP_034193898.1
OG0005322	XP_012164526.1, XP_012164528.2	XP_034192850.1
OG0005323	XP_003401058.1	XP_034193597.1, XP_034193598.1
OG0005324	XP_012169662.1	XP_034176693.1
OG0005325	XP_003395566.1	XP_034177376.1
OG0005326	XP_003402554.1	XP_034188801.1
OG0005327	XP_003398056.1	XP_034186295.1
OG0005328	XP_020722090.1, XP_012171544.1	XP_034180177.1
OG0005329	XP_003394838.1	XP_034174510.1
OG0005330	XP_003401796.1	XP_034190458.1
OG0005331	XP_003394796.1	XP_034184036.1
OG0005332	XP_003398378.1	XP_034183704.1
OG0005333	XP_012175802.1	XP_034170818.1
