Orthogroup	Bombus_terrestris	Habropoda_laboriosa
OG0005618	XP_003398196.1	XP_017791898.1
OG0005619	XP_003400544.1	XP_017794642.1
OG0005620	XP_003402520.1	XP_017795902.1
OG0005621	XP_003394896.1	XP_017798241.1
OG0005622	XP_020722897.1	XP_017798032.1
OG0005623	XP_012166484.1	XP_017790234.1
OG0005624	XP_003398128.3	XP_017795425.1
OG0005625	XP_020721789.1	XP_017788496.1
OG0005626	XP_012166761.1	XP_017796946.1
OG0005627	XP_012164777.1	XP_017789206.1
OG0005628	XP_003403148.1	XP_017799563.1
OG0005629	XP_012174471.1	XP_017793256.1
OG0005630	XP_003399678.1	XP_017787656.1
OG0005631	XP_012163133.1	XP_017790117.1
OG0005632	XP_003400140.1	XP_017788499.1
OG0005633	XP_012171793.2	XP_017787978.1
OG0005634	XP_012175917.1	XP_017796364.1
OG0005635	XP_003402972.1	XP_017789099.1
OG0005636	XP_003393875.1	XP_017790536.1
OG0005637	XP_003394729.1	XP_017788472.1
OG0005638	XP_003393564.1	XP_017794757.1
OG0005639	XP_003397048.1	XP_017790485.1
OG0005640	XP_012175899.1	XP_017788361.1
OG0005641	XP_003400053.1	XP_017789888.1
OG0005642	XP_003403263.1	XP_017792635.1
OG0005643	XP_012168057.1	XP_017793886.1
OG0005644	XP_012172148.1	XP_017796661.1
OG0005645	XP_003402437.1	XP_017798203.1
OG0005646	XP_012173090.2	XP_017799279.1
OG0005647	XP_003393433.2	XP_017794550.1
OG0005648	XP_020719434.1	XP_017795180.1
OG0005649	XP_003398984.1	XP_017790266.1
OG0005650	XP_003399888.1	XP_017792436.1
OG0005651	XP_003400295.1	XP_017795768.1
OG0005652	XP_003393047.1	XP_017799263.1
OG0005653	XP_020721565.1	XP_017792431.1
OG0005654	XP_003397388.1	XP_017798871.1
OG0005655	XP_003399486.1	XP_017798404.1
OG0005656	XP_003400600.1	XP_017798674.1
OG0005657	XP_003394037.1	XP_017794447.1
OG0005658	XP_003394232.1	XP_017788584.1
OG0005659	XP_003400672.1	XP_017798556.1
OG0005660	XP_003394824.1	XP_017796227.1
OG0005661	XP_003402918.1	XP_017797654.1
OG0005662	XP_003393171.1	XP_017799254.1
OG0005663	XP_003399440.1	XP_017792669.1
OG0005664	XP_003394283.1	XP_017789463.1
OG0005665	XP_003402408.1	XP_017798078.1
OG0005666	NP_001267845.1	XP_017793715.1
OG0005667	XP_003401808.1	XP_017798009.1
OG0005668	XP_003393362.1	XP_017792488.1
OG0005669	XP_003398862.2	XP_017793314.1
OG0005670	XP_003400357.1	XP_017795760.1
OG0005671	XP_003400934.1	XP_017794701.1
OG0005672	XP_003393891.1	XP_017790474.1
OG0005673	XP_012173382.1	XP_017796511.1
OG0005674	XP_003402496.2	XP_017798205.1
OG0005675	XP_020723057.1	XP_017793780.1
OG0005676	XP_003398115.2	XP_017789974.1
OG0005677	XP_003393900.1	XP_017795959.1
OG0005678	XP_012166515.1	XP_017790184.1
OG0005679	XP_003401525.1	XP_017794769.1
OG0005680	XP_003399978.2	XP_017787644.1
OG0005681	XP_003398621.1	XP_017794501.1
OG0005682	XP_003397893.1	XP_017794331.1
OG0005683	XP_003396599.1	XP_017794183.1
OG0005684	XP_003395022.1	XP_017796761.1
OG0005685	XP_003395636.1	XP_017792147.1
OG0005686	XP_012169657.1	XP_017789291.1
OG0005687	XP_003395019.1	XP_017796258.1
OG0005688	XP_003397788.2	XP_017799551.1
OG0005690	XP_003394070.1	XP_017787757.1
OG0005691	XP_003402825.1	XP_017796170.1
OG0005692	XP_003401212.1	XP_017791617.1
OG0005693	XP_012175803.1	XP_017787755.1
OG0005694	XP_003394463.1	XP_017788118.1
OG0005695	XP_003394577.1	XP_017788480.1
OG0005696	XP_003395485.1	XP_017796037.1
OG0005697	XP_003393421.1	XP_017794560.1
OG0005698	XP_012175257.1	XP_017790532.1
OG0005699	XP_003398570.1	XP_017789561.1
OG0005700	XP_003394276.1	XP_017789451.1
OG0005701	XP_012166908.1	XP_017794342.1
OG0005702	XP_012174991.1	XP_017791240.1
OG0005703	XP_003394841.1	XP_017797904.1
OG0005704	XP_020719488.1	XP_017794143.1
OG0005705	XP_003401396.1	XP_017794771.1
OG0005706	XP_012169942.1	XP_017791338.1
OG0005707	XP_003394484.1	XP_017796743.1
OG0005708	XP_012174486.1, XP_003402724.1	XP_017793250.1
OG0005709	XP_012176455.1, XP_003394511.1	XP_017791926.1
OG0005710	XP_020719895.1	XP_017790192.1
OG0005711	XP_003403032.1	XP_017791125.1
OG0005712	XP_020722524.1	XP_017794810.1
OG0005713	XP_012174487.1	XP_017793248.1
OG0005714	NP_001267865.1	XP_017792223.1
OG0005715	XP_012172997.1	XP_017796431.1
OG0005716	XP_003394761.1	XP_017796406.1
OG0005717	XP_012164332.1	XP_017790846.1
OG0005718	XP_003402694.1	XP_017795120.1
OG0005719	XP_012167413.1	XP_017799451.1
OG0005720	XP_003397987.1	XP_017795859.1
OG0005721	XP_012170579.1	XP_017798451.1
OG0005722	XP_003398410.1	XP_017789960.1
OG0005723	XP_020722430.1	XP_017791870.1
OG0005724	XP_020718482.1	XP_017797292.1
OG0005725	XP_003397651.1	XP_017791457.1
OG0005726	XP_003400427.1	XP_017794689.1
OG0005727	XP_003401951.1	XP_017788576.1
OG0005728	XP_003393393.1	XP_017794713.1
OG0005729	XP_003397373.1	XP_017794170.1
OG0005730	XP_003394223.1	XP_017788904.1
OG0005731	XP_003400483.1	XP_017795465.1
OG0005732	XP_003401639.2	XP_017787414.1
OG0005733	XP_020722454.1	XP_017787861.1
OG0005734	XP_003394141.1	XP_017796361.1
OG0005735	XP_012167114.2	XP_017797339.1
OG0005736	XP_003399099.1	XP_017793488.1
OG0005737	XP_003401375.1	XP_017787737.1
OG0005738	XP_003400526.1	XP_017798484.1
OG0005739	XP_003401378.1	XP_017787713.1
OG0005740	XP_003397763.1	XP_017797351.1
OG0005741	XP_012163129.1	XP_017798945.1
OG0005742	XP_003401379.1	XP_017787724.1
OG0005743	XP_003395166.1	XP_017795976.1
OG0005744	XP_003402251.2	XP_017791128.1
OG0005745	XP_012172567.1	XP_017796515.1
OG0005747	XP_012170020.1	XP_017794976.1
OG0005748	XP_003399309.1	XP_017797899.1
OG0005749	XP_003393033.1	XP_017798944.1
OG0005750	XP_020722489.1	XP_017787676.1
OG0005751	XP_003401590.1	XP_017787827.1
OG0005752	XP_003392931.1	XP_017797349.1
OG0005753	XP_012172136.1	XP_017796564.1
OG0005754	XP_012166670.1	XP_017793675.1
OG0005755	XP_003397742.1	XP_017792097.1
OG0005756	XP_020721854.1	XP_017788762.1
OG0005757	XP_012164366.1	XP_017790824.1
OG0005758	XP_012173116.1	XP_017787464.1
OG0005759	XP_012167858.1	XP_017789543.1
OG0005760	XP_012171059.1	XP_017788924.1
OG0005761	XP_003401197.1	XP_017796562.1
OG0005762	XP_003396753.1	XP_017792013.1
OG0005763	XP_003400175.2	XP_017788852.1
OG0005764	XP_003400624.1	XP_017798746.1
OG0005765	XP_012165641.1	XP_017792092.1
OG0005766	XP_012169018.1	XP_017792854.1
OG0005767	XP_020721949.1	XP_017788696.1
OG0005768	XP_003400025.1	XP_017788883.1
OG0005769	XP_020723819.1	XP_017794113.1
OG0005770	XP_020718942.1	XP_017790651.1
OG0005771	XP_012166503.1	XP_017790185.1
OG0005772	XP_012171428.1	XP_017798588.1
OG0005773	XP_020723316.1	XP_017790391.1
OG0005774	XP_003399930.1	XP_017795036.1
OG0005775	XP_003399931.1	XP_017795044.1
OG0005776	XP_003401784.1	XP_017798034.1
OG0005777	XP_003396681.1	XP_017795649.1
OG0005778	XP_003398568.1	XP_017790444.1
OG0005779	XP_003394554.3	XP_017788124.1
OG0005780	XP_020720334.1	XP_017795371.1
OG0005781	XP_003394011.1	XP_017794438.1
OG0005782	XP_003401944.1	XP_017788525.1
OG0005783	XP_020722315.1	XP_017798568.1
OG0005784	XP_020720254.1	XP_017797348.1
OG0005785	XP_003394968.1	XP_017797137.1
OG0005786	XP_003399896.1	XP_017792428.1
OG0005787	XP_003396224.1	XP_017798416.1
OG0005788	XP_003400972.1	XP_017789557.1
OG0005789	XP_003400448.1	XP_017798730.1
OG0005790	XP_020723425.1	XP_017798734.1
OG0005791	XP_003399037.1	XP_017793330.1
OG0005792	XP_003398351.1	XP_017795477.1
OG0005793	XP_003400501.3	XP_017794710.1
OG0005795	XP_003402560.1	XP_017788479.1
OG0005796	XP_003396415.2	XP_017792552.1
OG0005797	XP_003395661.1	XP_017792177.1
OG0005798	XP_003396480.2, XP_020722595.1	XP_017790347.1
OG0005799	XP_003399456.1	XP_017796893.1
OG0005800	XP_003400908.1	XP_017797824.1
OG0005801	XP_003398885.1	XP_017789712.1
OG0005802	XP_003394735.1	XP_017796101.1
OG0005803	XP_003401945.1	XP_017788603.1
OG0005804	XP_012171825.1	XP_017797785.1
OG0005805	XP_003396863.1	XP_017791061.1
OG0005806	XP_012166225.1	XP_017790521.1
OG0005807	XP_003393647.1	XP_017792742.1
OG0005808	XP_003400205.1	XP_017788850.1
OG0005809	XP_012176186.1	XP_017789454.1
OG0005810	XP_003394406.2	XP_017789328.1
OG0005811	XP_003402235.1	XP_017792755.1
OG0005812	XP_003395976.1	XP_017789004.1
OG0005813	XP_003401469.1	XP_017795908.1
OG0005814	XP_012165965.1, XP_012165966.1	XP_017790997.1
OG0005815	XP_003396849.1	XP_017791054.1
OG0005816	XP_020719909.1	XP_017790193.1
OG0005817	XP_003400504.1	XP_017794719.1
OG0005818	XP_020719906.1	XP_017798828.1
OG0005819	XP_003396761.1	XP_017791468.1
OG0005820	XP_012171649.1	XP_017787871.1
OG0005821	XP_003397270.1	XP_017790064.1
OG0005822	XP_003397274.1	XP_017790124.1
OG0005823	XP_020721934.1	XP_017788893.1
OG0005824	XP_003402202.1	XP_017792773.1
OG0005825	XP_012173233.1	XP_017787478.1
OG0005826	XP_003397055.1	XP_017790373.1
OG0005827	XP_020723794.1	XP_017799469.1
OG0005828	XP_012175152.2	XP_017799599.1
OG0005830	XP_003394456.1	XP_017788137.1
OG0005831	XP_020724174.1	XP_017788113.1
OG0005832	XP_003397292.1	XP_017790196.1
OG0005833	XP_003397236.1	XP_017790173.1
OG0005834	XP_003401298.1	XP_017794777.1
OG0005835	XP_003401549.1	XP_017794763.1
OG0005836	XP_012171926.1	XP_017794722.1
OG0005837	XP_003395950.1	XP_017793517.1
OG0005838	XP_012168041.1	XP_017793854.1
OG0005839	XP_003400813.1	XP_017788030.1
OG0005840	XP_003400849.1	XP_017794729.1
OG0005841	XP_003400081.1	XP_017788703.1
OG0005842	XP_012170706.1	XP_017788700.1
OG0005843	XP_003393560.1	XP_017794768.1
OG0005844	XP_003394514.1	XP_017788045.1
OG0005845	XP_003395063.1	XP_017796980.1
OG0005846	XP_003395059.1	XP_017796887.1
OG0005847	XP_003401578.1	XP_017787873.1
OG0005848	XP_012176081.1	XP_017788964.1
OG0005849	XP_003394237.1	XP_017788475.1
OG0005850	XP_003401360.1	XP_017787566.1
OG0005851	XP_012163763.2	XP_017789801.1
OG0005852	XP_003396097.2, XP_020719168.1	XP_017797602.1
OG0005853	XP_003402130.1	XP_017794901.1
OG0005854	XP_003397314.1	XP_017794148.1
OG0005855	XP_020719822.1	XP_017798850.1
OG0005856	XP_003397955.1	XP_017797350.1
OG0005857	XP_003397401.1	XP_017791261.1
OG0005858	XP_003397557.1	XP_017799560.1
OG0005859	XP_003397563.1	XP_017799418.1
OG0005860	XP_020720113.1	XP_017794380.1
OG0005861	XP_003397792.2	XP_017799440.1
OG0005862	XP_020720000.1	XP_017799446.1
OG0005863	XP_020720099.1	XP_017799419.1
OG0005864	XP_003397823.1	XP_017799422.1
OG0005865	XP_003397450.1	XP_017790936.1
OG0005866	XP_012166943.1	XP_017790863.1
OG0005867	XP_003395192.1	XP_017795269.1
OG0005868	XP_012168093.1	XP_017789973.1
OG0005869	XP_003395466.1	XP_017790692.1
OG0005870	XP_012169940.1	XP_017791409.1
OG0005871	XP_003399484.1	XP_017791346.1
OG0005872	XP_020721657.1	XP_017791493.1
OG0005873	XP_003398417.1	XP_017790120.1
OG0005874	XP_003396149.1	XP_017789151.1
OG0005875	XP_012163160.1	XP_017797839.1
OG0005876	XP_003395007.1	XP_017796233.1
OG0005877	XP_003398384.2	XP_017793862.1
OG0005878	XP_003400667.1	XP_017787996.1
OG0005879	XP_020723552.1	XP_017795755.1
OG0005880	XP_012172252.1	XP_017791784.1
OG0005881	XP_012172241.1	XP_017791862.1
OG0005882	XP_012172238.2	XP_017791779.1
OG0005883	XP_003401106.1	XP_017796650.1
OG0005884	XP_012172165.1	XP_017796626.1
OG0005886	XP_003403060.1	XP_017791109.1
OG0005887	XP_003394572.1	XP_017788464.1
OG0005888	XP_003394631.1	XP_017788122.1
OG0005889	XP_012168784.1	XP_017797544.1
OG0005890	XP_012168791.1	XP_017797542.1
OG0005891	XP_012170664.1	XP_017789884.1
OG0005892	XP_012163822.1	XP_017796029.1
OG0005893	XP_003395787.1	XP_017796095.1
OG0005894	XP_012170640.1, XP_003393538.1	XP_017797293.1
OG0005895	XP_012168476.1	XP_017794497.1
OG0005896	XP_003399020.1	XP_017795582.1
OG0005897	XP_003398162.1	XP_017791403.1
OG0005898	XP_003398197.1	XP_017789737.1
OG0005899	XP_003401850.1	XP_017787489.1
OG0005900	XP_003403210.1	XP_017794093.1
OG0005901	XP_003395655.1	XP_017796072.1
OG0005902	XP_003395567.1	XP_017793712.1
OG0005903	XP_003400587.1	XP_017798806.1
OG0005904	XP_020721560.1	XP_017792458.1
OG0005905	XP_003399898.1	XP_017792449.1
OG0005906	XP_003399902.1	XP_017792443.1
OG0005907	XP_012164900.1	XP_017789014.1
OG0005908	XP_003396641.1	XP_017791640.1
OG0005909	XP_012167926.1	XP_017791741.1
OG0005910	XP_003400464.1	XP_017798517.1
OG0005911	XP_020722093.1	XP_017798514.1
OG0005912	XP_003400435.1	XP_017798516.1
OG0005914	XP_003393957.2	XP_017794436.1
OG0005915	XP_003398549.1	XP_017789852.1
OG0005916	XP_012168307.1	XP_017789863.1
OG0005917	XP_012171814.1	XP_017797776.1
OG0005918	XP_003398591.1	XP_017789821.1
OG0005919	XP_012169616.1, XP_012169617.1	XP_017789259.1
OG0005920	XP_012169591.1	XP_017793466.1
OG0005921	XP_003399460.2	XP_017793366.1
OG0005922	XP_012169287.1	XP_017793441.1
OG0005923	XP_020721428.1	XP_017791386.1
OG0005924	XP_012170303.1	XP_017791316.1
OG0005925	XP_012174109.1	XP_017798229.1
OG0005926	XP_003402489.1	XP_017798144.1
OG0005927	XP_003402482.2	XP_017791989.1
OG0005929	XP_003394926.1	XP_017798122.1
OG0005930	XP_003394823.1	XP_017796927.1
OG0005931	XP_003397872.1	XP_017795858.1
OG0005932	XP_012166830.1	XP_017799548.1
OG0005933	XP_012167494.2	XP_017795131.1
OG0005934	XP_003397839.1	XP_017795517.1
OG0005935	XP_012164394.2	XP_017790822.1
OG0005936	XP_012164363.1	XP_017790644.1
OG0005937	XP_003395808.1	XP_017790791.1
OG0005938	XP_003398710.1	XP_017787688.1
OG0005939	XP_003393842.1	XP_017790358.1
OG0005940	XP_012172871.1	XP_017793835.1
OG0005941	XP_003396973.1	XP_017795685.1
OG0005942	XP_003396988.1	XP_017795672.1
OG0005943	XP_003396596.1	XP_017794220.1
OG0005944	XP_003393740.1	XP_017796487.1
OG0005945	XP_003393712.1	XP_017796425.1
OG0005946	XP_003402670.1	XP_017796410.1
OG0005948	XP_003393970.1	XP_017788426.1
OG0005949	XP_012174866.1	XP_017790365.1
OG0005950	XP_003403347.1	XP_017791603.1
OG0005951	XP_003398073.1	XP_017791544.1
OG0005952	XP_012168425.1	XP_017791587.1
OG0005953	XP_003394131.1	XP_017795327.1
OG0005954	XP_003394146.1	XP_017796362.1
OG0005955	XP_003394134.1	XP_017796366.1
OG0005956	XP_012165593.1	XP_017792272.1
OG0005957	XP_020719346.1	XP_017792395.1
OG0005958	XP_003396305.1	XP_017792230.1
OG0005959	XP_012173163.1	XP_017797985.1
OG0005960	XP_003402867.1	XP_017793814.1
OG0005961	XP_003402114.1	XP_017794830.1
OG0005963	XP_003396346.1	XP_017792238.1
OG0005964	XP_003399367.1	XP_017792975.1
OG0005965	XP_003398682.1	XP_017793135.1
OG0005966	XP_012169417.1	XP_017793040.1
OG0005967	XP_012174754.1	XP_017789143.1
OG0005969	XP_012174712.1	XP_017795838.1
OG0005970	XP_003392951.1	XP_017799239.1
OG0005971	XP_003392903.1	XP_017799246.1
OG0005972	XP_020718480.1	XP_017799243.1
OG0005973	XP_012167278.1	XP_017790043.1
OG0005974	XP_003394807.1	XP_017789922.1
OG0005975	XP_012168502.1	XP_017799123.1
OG0005976	XP_003400496.2	XP_017799241.1
OG0005977	XP_003393015.1	XP_017799067.1
OG0005978	XP_012176309.1	XP_017799027.1
OG0005979	XP_003393158.1	XP_017799277.1
OG0005980	XP_012176352.2	XP_017787649.1
OG0005981	XP_020721064.1	XP_017788292.1
OG0005982	XP_003393353.1	XP_017793197.1
OG0005983	XP_003402741.1	XP_017793258.1
OG0005984	XP_012169461.1	XP_017792737.1
OG0005985	XP_003395292.1	XP_017795293.1
OG0005986	XP_020720536.1	XP_017796855.1
OG0005987	XP_003393727.1	XP_017792639.1
OG0005988	XP_003395909.2	XP_017797437.1
OG0005989	XP_003400943.1	XP_017798544.1
OG0005990	XP_003401936.1	XP_017788528.1
OG0005991	XP_020718943.1	XP_017793651.1
OG0005992	XP_012164268.1	XP_017793655.1
OG0005993	XP_020719876.1	XP_017790585.1
OG0005994	XP_020719901.1	XP_017790403.1
OG0005995	XP_012166677.1	XP_017790482.1
OG0005996	XP_003399642.1	XP_017797069.1
OG0005997	XP_012170056.1	XP_017798368.1
OG0005998	XP_012163734.1	XP_017796972.1
OG0005999	XP_020718437.1	XP_017796730.1
OG0006000	XP_012163633.1	XP_017797188.1
OG0006001	XP_012163620.1	XP_017797167.1
OG0006002	XP_003395262.1	XP_017797208.1
OG0006003	XP_003395165.1	XP_017797212.1
OG0006004	XP_012165955.1	XP_017791020.1
OG0006005	XP_012165635.1	XP_017792091.1
OG0006006	XP_003396960.2, XP_020719392.1	XP_017787784.1
OG0006007	XP_003396949.1	XP_017787856.1
OG0006008	XP_012164924.1	XP_017795205.1
OG0006009	XP_012164549.1	XP_017796119.1
OG0006010	XP_003395884.1	XP_017796113.1
OG0006012	XP_003400828.1	XP_017797769.1
OG0006013	XP_012171886.1	XP_017797717.1
OG0006014	XP_003401411.1	XP_017795123.1
OG0006015	XP_012172577.1	XP_017795104.1
OG0006016	XP_020719796.1	XP_017790394.1
OG0006017	XP_003393637.1	XP_017792699.1
OG0006019	XP_012173477.1	XP_017792633.1
OG0006020	XP_012170155.1	XP_017798467.1
OG0006021	XP_003402210.1	XP_017798378.1
OG0006022	XP_003402220.1	XP_017798397.1
OG0006023	XP_012170274.1	XP_017798372.1
OG0006024	XP_003402205.1	XP_017792811.1
OG0006025	XP_012169826.1	XP_017798362.1
OG0006026	XP_003399622.1	XP_017798363.1
OG0006027	XP_003398243.1	XP_017793874.1
OG0006028	XP_012170909.1	XP_017788951.1
OG0006029	XP_020721756.1	XP_017788872.1
OG0006030	XP_012170952.1	XP_017788898.1
OG0006031	XP_012173541.1	XP_017793778.1
OG0006032	XP_012173551.1	XP_017793786.1
OG0006033	XP_012176188.1	XP_017789505.1
OG0006034	XP_012176209.1	XP_017789410.1
OG0006035	NP_001267847.1	XP_017792521.1
OG0006036	XP_003402376.1	XP_017790436.1
OG0006037	XP_003402231.1	XP_017792648.1
OG0006038	XP_020722523.1	XP_017796292.1
OG0006039	XP_012163732.2	XP_017796005.1
OG0006040	XP_012171290.1	XP_017795414.1
OG0006041	XP_003398238.1	XP_017792258.1
OG0006042	XP_003401390.1	XP_017795896.1
OG0006043	XP_012172352.1	XP_017789636.1
OG0006044	XP_012172349.1	XP_017789570.1
OG0006045	XP_012167281.1	XP_017792003.1
OG0006046	XP_012176118.1	XP_017789366.1
OG0006047	XP_012176145.1	XP_017789367.1
OG0006048	XP_003394318.1	XP_017789481.1
OG0006049	XP_003394314.1	XP_017789337.1
OG0006050	XP_020721758.1	XP_017788822.1
OG0006051	XP_012171014.1	XP_017788856.1
OG0006052	XP_012170998.1	XP_017788954.1
OG0006053	XP_020721917.1	XP_017788797.1
OG0006054	XP_003396835.1	XP_017791047.1
OG0006055	XP_003402559.1	XP_017791039.1
OG0006056	XP_012165976.1	XP_017791002.1
OG0006057	XP_003397246.2	XP_017790201.1
OG0006058	XP_012166535.1	XP_017789985.1
OG0006059	XP_020718490.1	XP_017797233.1
OG0006060	XP_003394941.1	XP_017796272.1
OG0006061	XP_003394937.1	XP_017796229.1
OG0006062	XP_020718384.1, XP_003394986.1	XP_017796401.1
OG0006063	XP_012163522.1	XP_017797283.1
OG0006064	XP_003395123.1	XP_017797210.1
OG0006065	XP_012163549.1	XP_017796572.1
OG0006066	XP_012174258.1	XP_017792544.1
OG0006067	XP_003397287.3	XP_017790113.1
OG0006068	XP_020719938.1	XP_017790025.1
OG0006069	XP_012172044.1	XP_017789559.1
OG0006070	XP_012172045.1	XP_017789638.1
OG0006071	XP_003403223.2	XP_017791199.1
OG0006072	XP_012174993.1	XP_017791141.1
OG0006073	XP_003397097.1	XP_017798934.1
OG0006074	XP_020719748.1	XP_017798832.1
OG0006075	XP_003397105.1	XP_017798874.1
OG0006076	XP_003396716.1	XP_017795174.1
OG0006077	XP_012165150.1	XP_017794172.1
OG0006078	XP_020719653.1	XP_017794162.1
OG0006079	XP_012172732.1	XP_017793527.1
OG0006080	XP_003402904.1	XP_017797642.1
OG0006081	XP_003393612.1	XP_017787911.1
OG0006082	XP_012166471.1	XP_017789903.1
OG0006083	XP_012172650.1	XP_017796340.1
OG0006084	XP_020722584.1	XP_017796342.1
OG0006085	XP_012172633.1	XP_017796298.1
OG0006086	XP_003401448.1	XP_017796317.1
OG0006087	XP_012171456.1	XP_017794644.1
OG0006088	XP_020722245.1	XP_017794664.1
OG0006089	XP_020722198.1	XP_017794663.1
OG0006090	XP_012171391.1	XP_017794618.1
OG0006091	XP_020723225.1	XP_017792778.1
OG0006092	XP_003399916.1	XP_017798354.1
OG0006093	XP_012170576.1	XP_017798307.1
OG0006094	XP_012170037.2	XP_017798315.1
OG0006095	XP_012169853.1	XP_017798361.1
OG0006096	XP_003399594.1	XP_017798471.1
OG0006097	XP_003403155.1	XP_017799588.1, XP_017799590.1
OG0006098	XP_012175110.1	XP_017791290.1
OG0006099	XP_012175117.1	XP_017791293.1
OG0006100	XP_003403117.2	XP_017791213.1
OG0006101	XP_020723752.1	XP_017791142.1
OG0006102	XP_003403200.1	XP_017793977.1
OG0006103	XP_020723828.1	XP_017799570.1
OG0006104	XP_003403131.1	XP_017799584.1
OG0006105	XP_020722865.1	XP_017787428.1
OG0006106	XP_012173295.1	XP_017787498.1
OG0006107	XP_003397053.1	XP_017790426.1
OG0006108	XP_003397050.2	XP_017790510.1
OG0006109	XP_012166313.1	XP_017790535.1
OG0006110	XP_012166308.1	XP_017790383.1
OG0006111	XP_003402369.1	XP_017790434.1
OG0006112	XP_012166255.1	XP_017798873.1
OG0006113	XP_003397161.1	XP_017798921.1
OG0006114	XP_012176385.1	XP_017788153.1
OG0006115	XP_012176407.1	XP_017788100.1
OG0006117	XP_020718955.1	XP_017796798.1
OG0006118	XP_020719777.1	XP_017790061.1
OG0006119	XP_003397180.1	XP_017790059.1
OG0006120	XP_012166517.1	XP_017790092.1
OG0006121	XP_012166577.1	XP_017789996.1
OG0006122	XP_003394843.1	XP_017797860.1
OG0006123	XP_012174190.1	XP_017797870.1
OG0006124	XP_003398898.1	XP_017797896.1
OG0006125	XP_020720106.1	XP_017797668.1
OG0006126	XP_020722386.1	XP_017794793.1
OG0006127	XP_012172305.1	XP_017794770.1
OG0006128	XP_003400928.1	XP_017794704.1
OG0006129	XP_020722094.1	XP_017794648.1
OG0006130	XP_012164286.1	XP_017793612.1
OG0006131	XP_003402951.1	XP_017797586.1
OG0006132	XP_003402919.1	XP_017797582.1
OG0006133	XP_012172317.1	XP_017794808.1
OG0006134	XP_012172319.1	XP_017794758.1
OG0006135	XP_003401230.1	XP_017794759.1
OG0006136	XP_003398337.1	XP_017793904.1
OG0006137	XP_020720747.1	XP_017793943.1
OG0006138	XP_012168038.1	XP_017793931.1
OG0006139	XP_012166654.1	XP_017793356.1
OG0006140	XP_003403283.1	XP_017794089.1
OG0006141	XP_003403280.1	XP_017793626.1
OG0006142	XP_012171783.1	XP_017788021.1
