Orthogroup	Bombus_terrestris	Megalopta_genalis
OG0003682	XP_003398131.1	XP_033331750.1
OG0003683	XP_003403358.1	XP_033340966.1
OG0003684	XP_003398798.1	XP_033342436.1
OG0003685	XP_003398873.1	XP_033324486.1
OG0003686	XP_003396727.2	XP_033331865.1, XP_033331952.1
OG0003687	XP_020721160.1	XP_033342998.1
OG0003688	XP_003398816.1, XP_012168882.1	XP_033336735.1
OG0003689	XP_012169031.2	XP_033334902.1
OG0003690	XP_003399153.1	XP_033336818.1, XP_033329910.1, XP_033336774.1
OG0003691	XP_003399055.1	XP_033342266.1
OG0003692	XP_012169611.1	XP_033334513.1
OG0003693	XP_012169613.1	XP_033334518.1
OG0003694	XP_003402618.1	XP_033331849.1, XP_033331848.1
OG0003695	XP_003396946.1	XP_033323034.1
OG0003696	XP_020721334.1	XP_033342451.1, XP_033342452.1
OG0003697	XP_012169086.1	XP_033334677.1
OG0003698	XP_003399081.1	XP_033342250.1
OG0003699	XP_012169368.1	XP_033334889.1
OG0003700	XP_020721056.1, XP_012169390.1	XP_033334693.1
OG0003701	XP_003399303.1	XP_033331654.1
OG0003702	XP_003396234.1	XP_033322583.1
OG0003703	XP_012170652.1	XP_033335392.1
OG0003704	XP_012172667.1, XP_020722535.1, XP_020722536.1	XP_033322327.1
OG0003705	XP_020719581.1, XP_020719580.1	XP_033340573.1
OG0003706	XP_012168840.1	XP_033339892.1, XP_033328823.1, XP_033328827.1
OG0003707	XP_012170826.1	XP_033328274.1
OG0003709	XP_020721773.1	XP_033337532.1
OG0003710	XP_003400181.1	XP_033330186.1
OG0003711	XP_012176681.1, XP_003394730.1	XP_033325317.1, XP_033325315.1, XP_033325316.1
OG0003712	XP_012171056.1	XP_033339994.1, XP_033330286.1
OG0003713	XP_012171117.1	XP_033330167.1
OG0003714	XP_012171081.1	XP_033332210.1, XP_033332209.1
OG0003715	XP_020721835.1, XP_020721823.1	XP_033334314.1
OG0003716	XP_012171199.1	XP_033335774.1
OG0003717	XP_003400577.1	XP_033335970.1
OG0003718	XP_012171855.1	XP_033336419.1, XP_033336415.1
OG0003719	XP_012171915.1	XP_033321514.1, XP_033336434.1
OG0003720	XP_012167824.1	XP_033323977.1
OG0003721	XP_012171688.1	XP_033336350.1
OG0003722	XP_003402533.1	XP_033336535.1
OG0003723	XP_012172173.1	XP_033324845.1, XP_033324844.1
OG0003724	XP_003401305.1	XP_033324894.1
OG0003725	XP_012172556.1	XP_033342557.1
OG0003726	XP_003401572.1	XP_033340535.1
OG0003727	XP_012172795.1	XP_033324980.1
OG0003728	XP_003401427.2	XP_033322304.1, XP_033322305.1
OG0003729	XP_012172227.1, XP_012172226.1	XP_033324709.1
OG0003730	XP_012172747.1	XP_033341566.1
OG0003731	XP_003399612.1	XP_033338894.1, XP_033338892.1, XP_033338893.1
OG0003732	XP_003399653.1	XP_033330064.1
OG0003734	XP_012173631.1	XP_033325181.1, XP_033325032.1
OG0003735	XP_012173694.1	XP_033338500.1
OG0003736	XP_020721541.1	XP_033338555.1
OG0003737	XP_012165331.1	XP_033340283.1
OG0003738	XP_003396326.1	XP_033331831.1
OG0003739	XP_003393260.1	XP_033340796.1
OG0003740	XP_020724330.1	XP_033328807.1, XP_033328640.1, XP_033328639.1
OG0003741	XP_003393499.2	XP_033341110.1
OG0003742	XP_012168780.1	XP_033321456.1, XP_033321455.1, XP_033321459.1
OG0003743	XP_012166623.1, XP_020718970.1	XP_033328765.1
OG0003744	XP_003393281.1	XP_033339943.1
OG0003745	XP_020723304.1	XP_033339834.1, XP_033330632.1
OG0003746	XP_003393691.1, XP_012172876.1	XP_033342203.1
OG0003747	XP_012168653.1, XP_020720883.1	XP_033342445.1
OG0003748	XP_020721155.1	XP_033334935.1, XP_033334934.1, XP_033334933.1
OG0003749	XP_003400294.1	XP_033332236.1
OG0003750	XP_012170821.2	XP_033328708.1, XP_033328537.1
OG0003751	XP_003400473.1, XP_003400472.1, XP_012171286.1	XP_033336139.1
OG0003752	XP_012172194.1	XP_033324629.1, XP_033324631.1, XP_033324630.1
OG0003753	XP_003402791.1	XP_033323598.1
OG0003754	XP_003393674.1	XP_033342083.1
OG0003755	XP_003393775.1	XP_033334262.1
OG0003756	XP_003393834.1	XP_033338234.1
OG0003757	XP_020721347.1, XP_012170528.1	XP_033323677.1
OG0003758	XP_003395721.1, XP_020718604.1	XP_033331133.1
OG0003759	XP_003395712.1	XP_033321174.1
OG0003760	XP_003397936.1	XP_033332383.1
OG0003761	XP_003397622.1, XP_012167190.1	XP_033334336.1
OG0003762	XP_003393575.1	XP_033323957.1
OG0003763	XP_012164289.2	XP_033322567.1, XP_033322566.1
OG0003764	XP_012166026.1	XP_033321588.1
OG0003765	XP_003402634.1	XP_033342001.1
OG0003766	XP_012174371.1	XP_033323631.1
OG0003767	XP_003394762.1	XP_033326616.1
OG0003768	XP_003394458.1	XP_033331270.1
OG0003769	XP_003395818.1	XP_033328183.1, XP_033328182.1
OG0003771	XP_003396734.1	XP_033340669.1
OG0003772	XP_020721833.1	XP_033325286.1
OG0003773	XP_003398487.1, XP_012168219.1	XP_033331405.1
OG0003774	XP_003396316.1	XP_033331884.1
OG0003775	XP_003393003.1	XP_033328528.1
OG0003776	XP_003399629.1	XP_033338920.1
OG0003777	XP_012167845.1	XP_033330799.1, XP_033330800.1, XP_033330801.1
OG0003778	XP_012175017.1, XP_012175016.1	XP_033337393.1
OG0003779	XP_012170117.1	XP_033326533.1, XP_033326531.1, XP_033326532.1
OG0003780	XP_003394197.1	XP_033331241.1
OG0003781	XP_003398175.1	XP_033341073.1
OG0003783	XP_003398366.1	XP_033339324.1, XP_033321463.1
OG0003784	XP_003398796.1	XP_033342935.1
OG0003785	XP_012165120.1	XP_033329839.1
OG0003786	XP_012173824.1, XP_003402266.1	XP_033329714.1
OG0003787	XP_012174255.1, XP_012174253.1	XP_033340696.1
OG0003788	XP_003401399.1	XP_033323107.1, XP_033323155.1, XP_033339860.1
OG0003789	XP_003400999.1	XP_033339442.1
OG0003790	XP_003400120.1, XP_012170801.1	XP_033333684.1
OG0003791	XP_003399865.1	XP_033325202.1
OG0003792	XP_003398547.1	XP_033331513.1
OG0003793	XP_003400656.1	XP_033325931.1, XP_033325930.1
OG0003794	XP_012169609.1	XP_033342533.1
OG0003795	XP_003396915.1	XP_033340046.1, XP_033340047.1
OG0003796	XP_020719526.1	XP_033340774.1
OG0003797	XP_003398911.1	XP_033342999.1
OG0003798	XP_003400318.1	XP_033339158.1
OG0003799	XP_003400259.1	XP_033330225.1
OG0003800	XP_003400083.2	XP_033332014.1
OG0003801	XP_003400785.1	XP_033335919.1
OG0003802	XP_012165630.1	XP_033340411.1
OG0003803	XP_003393472.1	XP_033328953.1
OG0003804	XP_003402656.1	XP_033323666.1, XP_033323665.1
OG0003805	XP_003394234.1	XP_033321891.1
OG0003806	XP_003402420.1	XP_033336914.1
OG0003807	XP_003395170.1	XP_033338099.1
OG0003808	XP_012174111.1	XP_033336893.1
OG0003809	XP_003395483.1	XP_033323342.1
OG0003810	XP_003402983.1, XP_012174747.1	XP_033326931.1
OG0003811	XP_003396570.1	XP_033340378.1, XP_033340379.1
OG0003812	XP_003397378.2	XP_033334094.1
OG0003813	XP_012175975.1, XP_012175974.1, XP_003394193.1	XP_033329876.1
OG0003814	XP_003393048.1	XP_033323010.1, XP_033323012.1, XP_033323011.1
OG0003815	XP_003394907.1	XP_033328506.1, XP_033328515.1
OG0003816	XP_012167833.1, XP_003398186.1	XP_033341069.1, XP_033341068.1
OG0003817	XP_003397082.1	XP_033329572.1
OG0003818	XP_003403161.1	XP_033330347.1
OG0003819	XP_003397307.1	XP_033333106.1
OG0003820	XP_003399616.1	XP_033338742.1
OG0003821	XP_003393617.1	XP_033330576.1
OG0003822	XP_003393638.1	XP_033321498.1
OG0003823	XP_003397443.3	XP_033325600.1
OG0003824	XP_003395101.1	XP_033336867.1, XP_033336866.1
OG0003825	XP_003399380.1	XP_033342606.1, XP_033342608.1, XP_033342607.1
OG0003827	XP_012166083.1, XP_012166081.1, XP_012166082.1	XP_033328478.1
OG0003828	XP_003395111.1	XP_033337052.1
OG0003829	XP_003394355.1, XP_012176238.1, XP_012176237.1	XP_033326769.1
OG0003830	XP_003392861.1, XP_012165612.1	XP_033340173.1, XP_033340172.1
OG0003831	XP_003398025.1	XP_033333618.1, XP_033333616.1
OG0003832	XP_020718374.1, XP_020718373.1	XP_033333516.1
OG0003833	XP_003402894.2	XP_033343091.1, XP_033343092.1
OG0003834	XP_003400894.1, XP_012171759.1	XP_033335693.1
OG0003835	XP_003399096.1	XP_033334887.1
OG0003836	XP_003403106.1	XP_033327627.1, XP_033327626.1
OG0003837	XP_003393610.1	XP_033330739.1
OG0003839	XP_003399145.1	XP_033334802.1
OG0003840	XP_003401093.1	XP_033331031.1, XP_033331047.1
OG0003841	XP_003400763.1	XP_033336411.1, XP_033336412.1
OG0003842	XP_003398932.1	XP_033334649.1
OG0003843	XP_020718979.1	XP_033343117.1
OG0003844	XP_012163102.1	XP_033339681.1, XP_033339680.1, XP_033339678.1
OG0003845	XP_003400216.1	XP_033330268.1
OG0003846	XP_003395871.1	XP_033322552.1
OG0003847	XP_003398737.1	XP_033334555.1, XP_033334559.1
OG0003848	XP_003394614.1	XP_033322156.1
OG0003849	XP_012166356.1	XP_033334012.1, XP_033334010.1, XP_033334011.1
OG0003850	XP_012163843.1	XP_033321175.1, XP_033321178.1
OG0003851	XP_012171798.1	XP_033336437.1, XP_033336436.1, XP_033336438.1
OG0003852	XP_003395691.1, XP_020724234.1	XP_033324342.1
OG0003853	XP_003402092.1, XP_012173374.1	XP_033337693.1
OG0003854	XP_003398489.1	XP_033325902.1
OG0003855	XP_012169748.1, XP_003399366.1	XP_033342949.1
OG0003856	XP_003394344.1	XP_033326967.1
OG0003857	XP_003396020.1	XP_033323759.1
OG0003858	XP_003396800.1	XP_033340545.1
OG0003859	XP_003393068.1, XP_012163643.1	XP_033341327.1
OG0003860	XP_012163159.1, XP_003394872.1	XP_033323493.1
OG0003861	XP_003396034.1	XP_033329171.1
OG0003862	XP_003400991.1	XP_033341732.1
OG0003863	XP_003400933.1	XP_033323866.1
OG0003864	XP_003396233.1	XP_033322582.1
OG0003865	XP_003395562.1	XP_033339944.1, XP_033327994.1
OG0003867	XP_003401422.1	XP_033322255.1
OG0003868	XP_003397540.1	XP_033331649.1
OG0003869	XP_012165346.1	XP_033340476.1
OG0003870	XP_003398361.1	XP_033320878.1
OG0003871	XP_012165039.1	XP_033335403.1, XP_033331477.1
OG0003872	XP_012169202.1	XP_033342790.1
OG0003873	XP_012175893.1	XP_033323276.1
OG0003874	XP_003397068.1, XP_012166353.1	XP_033333211.1
OG0003875	XP_012164039.1, XP_012164036.1, XP_012164040.1	XP_033334027.1
OG0003876	XP_012169964.1, XP_003399518.1	XP_033338904.1, XP_033338901.1
OG0003877	XP_003399716.1	XP_033325094.1
OG0003878	XP_003402984.1	XP_033326878.1
OG0003879	XP_003397638.1	XP_033339713.1
OG0003880	XP_020723855.1	XP_033342541.1
OG0003881	XP_012166668.1	XP_033329495.1
OG0003882	XP_012173712.1, XP_020723231.1, XP_012173713.1	XP_033338693.1
OG0003883	XP_003396391.1, XP_020719657.1, XP_020719656.1	XP_033340776.1
OG0003884	XP_012167807.1	XP_033331586.1
OG0003885	XP_003394881.1, XP_012163166.1, XP_020718579.1	XP_033324624.1
OG0003886	XP_012164875.2	XP_033339347.1, XP_033322558.1, XP_033323450.1
OG0003887	XP_012166398.1	XP_033329348.1
OG0003888	XP_003395306.1	XP_033321388.1, XP_033321393.1, XP_033321340.1
OG0003889	XP_003394035.1	XP_033334112.1
OG0003890	XP_003401777.1	XP_033329944.1
OG0003892	XP_003395810.2	XP_033328177.1, XP_033328176.1
OG0003893	XP_003397455.1	XP_033341011.1
OG0003894	XP_012164756.1, XP_003396041.1	XP_033320809.1
OG0003895	XP_003397704.1	XP_033325558.1
OG0003896	XP_012172671.1	XP_033322320.1
OG0003897	XP_003401538.1	XP_033324987.1
OG0003898	XP_012163125.1, XP_003393038.1	XP_033341169.1
OG0003899	XP_012174367.1	XP_033342003.1, XP_033342002.1
OG0003900	XP_003400725.1	XP_033336619.1, XP_033336628.1
OG0003901	XP_020718841.1	XP_033324168.1, XP_033324224.1
OG0003902	XP_003399441.1	XP_033331108.1, XP_033331109.1
OG0003903	XP_003398832.1	XP_033327290.1
OG0003904	XP_003403317.1, XP_020723924.1	XP_033332917.1
OG0003905	XP_020723823.1	XP_033327516.1, XP_033327517.1
OG0003906	XP_012166749.1	XP_033333518.1, XP_033333519.1
OG0003908	XP_003395686.1	XP_033328036.1
OG0003909	XP_003396168.1	XP_033322860.1, XP_033322854.1
OG0003910	XP_003401206.1	XP_033343006.1, XP_033342994.1, XP_033342967.1
OG0003911	XP_003396389.1	XP_033340339.1, XP_033340340.1
OG0003912	XP_020721218.1	XP_033342358.1, XP_033342362.1
OG0003913	XP_003400503.1	XP_033330838.1
OG0003914	XP_003395173.1	XP_033326543.1, XP_033321475.1
OG0003915	XP_003394616.1	XP_033321609.1
OG0003916	XP_003397855.1	XP_033333724.1
OG0003917	XP_003399630.1	XP_033338934.1
OG0003918	XP_003394365.1	XP_033326213.1
OG0003919	XP_003401634.2	XP_033337567.1
OG0003920	XP_003398051.1	XP_033331489.1
OG0003921	XP_003394099.1	XP_033331201.1, XP_033331202.1
OG0003922	XP_012163361.1	XP_033338139.1
OG0003923	XP_003402687.1	XP_033339297.1
OG0003924	XP_012171630.1	XP_033336503.1
OG0003925	XP_003395735.1	XP_033327957.1
OG0003926	XP_003400931.1	XP_033336327.1, XP_033335704.1
OG0003928	XP_003393519.1	XP_033342177.1, XP_033342178.1, XP_033342179.1
OG0003929	XP_003393808.1, XP_012174877.1	XP_033321540.1, XP_033321539.1
OG0003930	XP_020719884.1, XP_012166368.1, XP_012166369.1, XP_012166366.1, XP_012166367.1, XP_003397076.1	XP_033332814.1
OG0003931	XP_012167630.1, XP_003398023.1	XP_033323338.1
OG0003932	XP_003398995.1	XP_033334813.1, XP_033334822.1
OG0003933	XP_003400836.1, XP_020722043.1	XP_033336231.1
OG0003935	XP_003403079.1	XP_033337933.1
OG0003937	XP_012168226.1	XP_033325923.1
OG0003938	XP_012168646.1	XP_033343052.1
OG0003940	XP_020719039.1, XP_020719038.1	XP_033322738.1, XP_033322734.1, XP_033322736.1, XP_033322732.1, XP_033322733.1, XP_033322731.1, XP_033322737.1
OG0003941	XP_020723408.1	XP_033341975.1
OG0003950	XP_020722552.1	XP_033340446.1
OG0003951	XP_012163744.1	XP_033332106.1
OG0003952	XP_012163499.1	XP_033336974.1
OG0003953	XP_003397885.1, XP_003397865.1	XP_033327935.1
OG0003954	XP_003393962.3	XP_033323668.1
OG0003955	XP_020722752.1	XP_033327701.1
OG0003956	XP_012170608.1	XP_033325150.1
OG0003957	XP_003400146.1	XP_033323422.1, XP_033323421.1
OG0003958	XP_003402562.1	XP_033326020.1
OG0003959	XP_003400385.1	XP_033336141.1
OG0003961	XP_012171522.1	XP_033336257.1
OG0003962	XP_012176119.1	XP_033321594.1
OG0003963	XP_003396023.1	XP_033323715.1
OG0003964	XP_003396906.1	XP_033340056.1
OG0003965	XP_003396425.2	XP_033329075.1, XP_033329083.1
OG0003966	XP_003396026.1	XP_033323733.1, XP_033323732.1
OG0003967	XP_012170957.1	XP_033330124.1, XP_033330122.1
OG0003968	XP_003396228.1	XP_033323674.1
OG0003969	XP_003394584.1	XP_033329826.1
OG0003970	XP_003393605.1	XP_033330617.1
OG0003971	XP_012169552.1	XP_033334745.1
OG0003972	XP_020720474.1	XP_033339243.1
OG0003973	XP_003397947.1	XP_033336396.1
OG0003974	XP_020722798.1, XP_003401135.1	XP_033341640.1
OG0003975	XP_003395914.2	XP_033323543.1
OG0003976	XP_012169356.1	XP_033335066.1
OG0003977	XP_012164310.1	XP_033328079.1
OG0003978	XP_020724199.1	XP_033339376.1
OG0003979	XP_003400952.1	XP_033335733.1
OG0003980	XP_003398726.1	XP_033334942.1
OG0003981	XP_012173547.1	XP_033339691.1
OG0003982	XP_003400646.2	XP_033336302.1
OG0003983	XP_012168433.2	XP_033340735.1
OG0003984	XP_003392868.1	XP_033340088.1
OG0003985	XP_003401942.1	XP_033337535.1
OG0003986	XP_012176573.1	XP_033321707.1
OG0003987	XP_012172199.1	XP_033341647.1
OG0003988	XP_003393394.1	XP_033323933.1
OG0003989	XP_003401667.1	XP_033330346.1
OG0003990	XP_012168001.1	XP_033325297.1
OG0003991	XP_012168555.1	XP_033334806.1
OG0003992	XP_003397879.2	XP_033321167.1
OG0003994	XP_012174357.1	XP_033341997.1
OG0003995	XP_020723074.1	XP_033332973.1
OG0003996	XP_003400030.1	XP_033333733.1
OG0003998	XP_012168628.1	XP_033342699.1
OG0003999	XP_020718478.1	XP_033336794.1
OG0004000	XP_003402702.1	XP_033341927.1
OG0004001	XP_003400098.1	XP_033333510.1
OG0004002	XP_003396897.1	XP_033340317.1, XP_033339921.1
OG0004003	XP_012174654.1	XP_033321641.1
OG0004004	XP_003397124.2, XP_003402532.1	XP_033322323.1
OG0004005	XP_012176195.1	XP_033322102.1
OG0004006	XP_020720206.1	XP_033321271.1
OG0004007	XP_003397004.1	XP_033329271.1
OG0004008	XP_003399321.1	XP_033342714.1
OG0004009	XP_020723221.1	XP_033332461.1
OG0004010	XP_003394139.1	XP_033323114.1
OG0004012	XP_003401202.1	XP_033324862.1
OG0004013	XP_012164100.1	XP_033328757.1
OG0004014	XP_012166948.1	XP_033326188.1
OG0004015	XP_012169070.1	XP_033335005.1
OG0004016	XP_003399539.1	XP_033335262.1
OG0004017	XP_012170928.1	XP_033330179.1
OG0004018	XP_012174769.1, XP_020723705.1	XP_033320820.1
OG0004019	XP_003396861.1	XP_033325239.1
OG0004020	XP_012164476.1	XP_033328633.1
OG0004021	XP_012174081.1	XP_033338039.1
OG0004022	XP_012169545.1	XP_033339660.1
OG0004024	XP_003401635.1	XP_033327617.1
OG0004025	XP_003395644.1	XP_033324173.1
OG0004027	XP_003393673.1	XP_033342084.1
OG0004028	XP_003394087.2	XP_033342006.1
OG0004029	XP_003401400.1	XP_033324689.1
OG0004030	XP_003399158.1	XP_033336731.1
OG0004031	XP_003393452.1	XP_033341304.1
OG0004032	XP_012164702.1	XP_033328524.1
OG0004033	XP_003402122.1	XP_033338476.1
OG0004034	XP_003399212.1	XP_033339693.1
OG0004035	XP_003400441.2	XP_033336185.1
OG0004036	XP_012165575.1	XP_033328816.1, XP_033328817.1
OG0004038	XP_012172264.1	XP_033339406.1
OG0004039	XP_003401182.1	XP_033322390.1
OG0004040	XP_020719339.1	XP_033322983.1
OG0004041	XP_003396921.1	XP_033330380.1
OG0004042	XP_003398735.1	XP_033334790.1
OG0004043	XP_020720555.1	XP_033328836.1
OG0004044	XP_012171994.2	XP_033321321.1
OG0004045	XP_003400219.1	XP_033330262.1
OG0004046	XP_003393512.2	XP_033341367.1
OG0004047	XP_012168116.1	XP_033339591.1
OG0004048	XP_003395235.1	XP_033335631.1, XP_033335621.1
OG0004049	XP_020723971.1	XP_033321097.1
OG0004050	XP_003399909.1	XP_033335250.1
OG0004051	XP_003401568.1	XP_033324642.1
OG0004052	XP_003401998.3	XP_033324014.1
OG0004053	XP_003402109.1	XP_033335458.1, XP_033335459.1
OG0004054	XP_003397349.1	XP_033329531.1, XP_033329530.1
OG0004055	XP_012171703.1, XP_003400780.2	XP_033335980.1
OG0004056	XP_012173669.1, XP_003402105.1	XP_033338886.1
OG0004057	XP_003396433.2	XP_033331063.1
OG0004058	XP_003399509.1	XP_033330899.1, XP_033340887.1
OG0004059	XP_012171070.1	XP_033332248.1
OG0004060	XP_003398444.1	XP_033325440.1
OG0004061	XP_003395029.1	XP_033326496.1
OG0004062	XP_020724326.1	XP_033328961.1
OG0004063	XP_003403424.2	XP_033332018.1
OG0004064	XP_003396474.1	XP_033332081.1
OG0004065	XP_003395667.1	XP_033339869.1, XP_033324366.1
OG0004066	XP_003396009.1	XP_033339339.1
OG0004067	XP_012175279.1, XP_003403281.1	XP_033329342.1, XP_033329343.1
OG0004068	XP_003397983.1	XP_033323352.1
OG0004069	XP_003401546.1	XP_033324666.1
OG0004070	XP_003392904.1	XP_033328651.1
OG0004071	XP_003395515.1	XP_033328042.1
OG0004072	XP_003399464.1	XP_033330087.1
OG0004073	XP_003398505.3	XP_033325715.1
OG0004074	XP_012168709.1	XP_033327411.1
OG0004075	XP_003393165.1	XP_033328988.1, XP_033328990.1
OG0004076	XP_003395758.1	XP_033323881.1
OG0004077	XP_012169627.1	XP_033335559.1
OG0004078	XP_003402351.1	XP_033321814.1
OG0004080	XP_003392947.1	XP_033322941.1
OG0004081	XP_003399436.1	XP_033329429.1
OG0004082	XP_003393040.1	XP_033328560.1, XP_033328559.1
OG0004083	XP_003402493.1	XP_033337036.1
OG0004084	XP_003397144.1	XP_033329642.1
OG0004085	XP_003400883.1, XP_012171660.1	XP_033336674.1
OG0004086	XP_003393042.1	XP_033328557.1, XP_033328556.1
OG0004087	XP_020720661.1	XP_033325463.1
OG0004088	XP_020722769.1	XP_033322252.1
OG0004089	XP_003399029.1	XP_033342782.1
OG0004090	XP_003400019.1, XP_012170663.1	XP_033334358.1
OG0004091	XP_003403121.1	XP_033332602.1
OG0004092	XP_012176250.1	XP_033328141.1
OG0004093	XP_003398955.1	XP_033334837.1, XP_033334838.1
OG0004094	XP_003400521.1	XP_033335041.1
OG0004095	XP_003399483.1	XP_033335356.1
OG0004096	XP_003393020.1, XP_012176581.1	XP_033341175.1
OG0004097	XP_012174142.1	XP_033336913.1
OG0004098	XP_012174727.1	XP_033329133.1
OG0004099	XP_003396525.1, XP_020719356.1	XP_033340344.1
OG0004100	XP_012168034.1	XP_033320952.1
OG0004101	XP_003395767.1	XP_033322475.1
OG0004102	XP_003396066.1	XP_033343116.1
OG0004103	XP_012169169.1	XP_033335127.1
OG0004104	XP_003400815.1	XP_033336423.1
OG0004105	XP_003397745.1, XP_012167085.1	XP_033331704.1
OG0004106	XP_003394581.1	XP_033329892.1
OG0004107	XP_012174717.1	XP_033329110.1
OG0004108	XP_020723372.1, XP_003393709.1	XP_033342058.1
OG0004109	XP_003394711.1	XP_033322175.1
OG0004110	XP_003396314.1	XP_033331778.1
OG0004111	XP_003393315.1	XP_033341537.1
OG0004112	XP_003400570.1	XP_033335783.1
OG0004113	XP_020723813.1	XP_033337739.1, XP_033337738.1
OG0004114	XP_020722509.1	XP_033324794.1
OG0004115	XP_003396117.1	XP_033331049.1
OG0004116	XP_012172408.1	XP_033322202.1
OG0004117	XP_012174801.1	XP_033341748.1
OG0004118	XP_003394893.1	XP_033327118.1
OG0004119	XP_003401369.1	XP_033340275.1
OG0004120	XP_020719648.1	XP_033329276.1, XP_033329285.1
OG0004121	XP_012163072.1	XP_033336792.1
OG0004122	XP_003394516.1	XP_033321654.1
OG0004123	XP_003399845.1	XP_033338411.1
OG0004124	XP_003401028.1	XP_033324850.1
OG0004125	XP_020720669.1	XP_033331446.1
OG0004126	XP_012171232.1	XP_033333547.1
OG0004127	XP_003393795.1	XP_033334146.1, XP_033334145.1
OG0004128	XP_003394564.1	XP_033325841.1
OG0004129	XP_003397981.1	XP_033322468.1
OG0004130	XP_003401626.1	XP_033327620.1
OG0004131	XP_003394685.1	XP_033331242.1
OG0004132	XP_003399207.1	XP_033323212.1, XP_033323211.1
OG0004133	XP_003394461.1	XP_033331271.1, XP_033331185.1
OG0004134	XP_003398931.1	XP_033335034.1
OG0004135	XP_003395821.1	XP_033328194.1, XP_033328195.1
OG0004136	XP_003396107.1	XP_033322689.1
OG0004137	XP_012165517.1	XP_033340218.1, XP_033340219.1
OG0004138	XP_003401376.1	XP_033340432.1
OG0004139	XP_020721333.1	XP_033323568.1
OG0004140	XP_003394467.1	XP_033331268.1, XP_033331184.1
OG0004141	XP_003393532.1	XP_033323565.1
OG0004142	XP_003401754.1	XP_033337991.1, XP_033337987.1
OG0004143	XP_020720043.1	XP_033329725.1
OG0004144	XP_003403057.1	XP_033337341.1, XP_033337544.1
OG0004145	XP_012170127.1	XP_033338553.1
OG0004146	XP_003403110.1	XP_033321680.1, XP_033321669.1
OG0004147	XP_003401381.1	XP_033341025.1
OG0004148	XP_003402166.1	XP_033324537.1
