Orthogroup	Bombus_terrestris	Ceratina_calcarata
OG0004477	XP_003400317.1	XP_017878750.1
OG0004478	XP_003400145.1	XP_017880789.1
OG0004479	XP_003400148.1	XP_017880935.1
OG0004480	XP_012166058.1	XP_026673207.1, XP_017877809.2
OG0004481	XP_012170554.1	XP_026673633.1, XP_017888453.1
OG0004482	XP_003399869.1	XP_026672704.1
OG0004483	XP_003399870.1	XP_017886655.1
OG0004485	XP_012170448.1	XP_017886824.1
OG0004486	XP_003399823.1	XP_017886822.1
OG0004487	XP_020721568.1	XP_017886693.1
OG0004488	XP_012170259.1	XP_017886690.1
OG0004489	XP_003398719.1	XP_017888539.1
OG0004490	XP_003396012.1	XP_017892612.2
OG0004491	XP_012164963.1	XP_017892996.1
OG0004492	XP_003396888.1	XP_017887916.1
OG0004493	XP_012165660.1, XP_012165661.1	XP_017887869.1
OG0004494	XP_003398254.1	XP_026675286.1
OG0004495	XP_003395593.1	XP_017882379.1
OG0004496	XP_012164051.1	XP_017882881.1
OG0004497	XP_003403273.2	XP_017885000.1
OG0004498	XP_012170794.1, XP_020722021.1	XP_026671587.1
OG0004499	XP_012175673.1, XP_012175672.1	XP_017884242.1
OG0004500	XP_012175728.1, XP_012175727.1	XP_026668986.1
OG0004501	XP_012175640.1	XP_026667738.1, XP_026667740.1
OG0004502	XP_012171822.1	XP_017884526.1
OG0004503	XP_012171813.2	XP_026671671.1
OG0004504	XP_012168015.1	XP_017883795.1
OG0004505	XP_020720815.1	XP_017882047.1
OG0004506	XP_012168286.1	XP_017882158.1
OG0004507	XP_012168294.1	XP_017891878.1
OG0004508	XP_012175359.1	XP_017876600.1
OG0004509	XP_012167732.1	XP_017876488.1
OG0004510	XP_020722109.1	XP_017884975.1
OG0004511	XP_012169042.1	XP_017876260.1
OG0004512	XP_012168998.1	XP_026668589.1
OG0004514	XP_012169679.1	XP_026668549.1
OG0004515	XP_003399354.1	XP_017876583.1
OG0004516	XP_003398781.1	XP_017878650.1
OG0004517	XP_012168573.1	XP_017878503.1
OG0004518	XP_012169228.1	XP_017890496.1, XP_017890497.1
OG0004519	XP_012169351.2	XP_017879069.1
OG0004520	XP_012169221.2	XP_026668544.1
OG0004521	XP_003399965.1	XP_017875351.1
OG0004522	XP_003394996.1	XP_017878728.1
OG0004523	XP_003395112.1	XP_017893619.1
OG0004524	XP_012163232.1, XP_012163231.1, XP_003395274.1	XP_017893643.1
OG0004525	XP_012167473.1, XP_003397941.1	XP_017889302.1
OG0004526	XP_003397942.1	XP_017881482.1
OG0004527	XP_012167520.1	XP_017893069.1
OG0004528	XP_003397854.1	XP_017878251.1
OG0004529	XP_003397862.1	XP_017881642.1
OG0004530	XP_003395689.1	XP_017890103.1
OG0004531	XP_003401985.1, XP_012173489.1	XP_017883020.1
OG0004532	XP_020718840.1	XP_026671352.1, XP_026667472.1
OG0004533	XP_003395732.1	XP_017890145.1
OG0004534	XP_020718811.1	XP_026674302.1, XP_017890243.1
OG0004535	XP_012174007.1	XP_026674303.1
OG0004536	XP_003395850.1	XP_017883518.1
OG0004537	XP_003395815.1	XP_017891579.1
OG0004538	XP_012170866.1	XP_017884293.1
OG0004539	XP_003400137.1	XP_026666834.1
OG0004540	XP_012168714.1	XP_026667923.1, XP_026671291.1
OG0004541	XP_003398715.1, XP_012168725.1	XP_026667916.1
OG0004542	XP_003393846.1	XP_017884363.1
OG0004543	XP_012175721.1	XP_017884264.1
OG0004544	XP_012164850.1	XP_017878681.1
OG0004545	XP_003399793.1	XP_017886933.1
OG0004546	XP_020722858.1	XP_017876130.2, XP_026671647.1
OG0004547	XP_003396864.1	XP_017887570.1
OG0004548	XP_003396651.1, XP_020719394.1	XP_017890630.1
OG0004549	XP_003402821.2	XP_017886984.1
OG0004550	XP_020724280.1	XP_017887295.1, XP_017887294.1
OG0004551	XP_003396262.1	XP_017875073.1, XP_017882755.1
OG0004552	XP_020719651.1	XP_017885143.2
OG0004553	XP_012165215.1	XP_017892390.1
OG0004554	XP_020719666.1	XP_026672004.1
OG0004555	XP_003393676.1	XP_017878211.1
OG0004556	XP_003393700.1	XP_017879183.1
OG0004557	XP_003402644.1	XP_026667750.1, XP_026667747.1
OG0004558	XP_020723486.1	XP_026668889.1
OG0004559	XP_012175680.2	XP_017876748.1
OG0004560	XP_012173777.1	XP_026667798.1
OG0004561	XP_003393781.1	XP_026669504.1
OG0004562	XP_003393888.1	XP_017880565.1
OG0004563	XP_020720576.1, XP_003402550.2	XP_017876706.1
OG0004564	XP_012168455.1	XP_017886606.1
OG0004565	XP_003394132.1	XP_017890342.1
OG0004566	XP_020719689.1, XP_020719690.1	XP_017881405.1
OG0004567	XP_003396579.1	XP_017885836.1
OG0004568	XP_003396588.1	XP_017885986.1
OG0004569	XP_012165522.1	XP_017885250.1, XP_017885252.1
OG0004570	XP_003394510.1	XP_017884119.1, XP_026671381.1
OG0004571	XP_012176458.1	XP_017880241.1
OG0004572	XP_003399563.1	XP_017880160.1
OG0004573	XP_012165296.2	XP_017885997.1
OG0004574	XP_012165293.1	XP_017885948.1
OG0004575	XP_020719514.1, XP_020719515.1	XP_017885864.1
OG0004576	XP_003402338.1	XP_017876867.1
OG0004577	XP_020723296.1	XP_026673846.1
OG0004578	XP_012173160.1	XP_026673702.1
OG0004579	XP_003402853.1	XP_017881656.1, XP_017880702.1
OG0004580	XP_012174570.1	XP_017881655.1
OG0004581	XP_003402862.1	XP_017880937.1, XP_017880939.1
OG0004582	XP_012176425.2	XP_017877097.1, XP_017881007.1
OG0004583	XP_003402123.1	XP_017880213.1
OG0004584	XP_003402121.1	XP_017880257.1
OG0004585	XP_003402117.1	XP_026672928.1, XP_026672018.1
OG0004586	XP_003396396.1	XP_017887710.1
OG0004587	XP_012165426.1	XP_017887657.1
OG0004588	XP_012165925.1	XP_017875060.2
OG0004589	XP_020719208.1, XP_020719209.1, XP_003396532.1	XP_026666914.1, XP_017875065.2
OG0004590	XP_003399757.1	XP_017886946.1
OG0004591	XP_003399750.1	XP_017886835.1
OG0004592	XP_012169397.1	XP_017877589.1
OG0004593	XP_020720965.1	XP_017877580.1
OG0004594	XP_020721242.1	XP_026668582.1, XP_017878521.1
OG0004595	XP_003399399.1	XP_026667825.1
OG0004596	XP_020720984.1	XP_017880010.1
OG0004597	XP_003399376.1	XP_017879985.1
OG0004598	XP_003395991.1	XP_017875234.1
OG0004599	XP_012163454.1	XP_026667415.1
OG0004600	XP_012173170.1	XP_017881036.1
OG0004601	XP_003393403.1	XP_017881212.1
OG0004602	XP_012168306.1, XP_003393425.1	XP_017881210.1
OG0004603	XP_003402511.2	XP_017887988.1
OG0004604	XP_012163109.1	XP_017886138.1
OG0004605	XP_003395898.2	XP_017876976.1
OG0004606	XP_003395900.1, XP_020719089.1	XP_017883934.1
OG0004607	XP_003393408.1	XP_017875298.1
OG0004608	XP_003393471.1	XP_017891199.1
OG0004609	XP_003393495.1	XP_017888977.1
OG0004610	XP_003393215.2	XP_017888944.1
OG0004611	XP_012164593.1	XP_017889172.1
OG0004612	XP_012164515.1	XP_017882951.1
OG0004613	XP_020721134.1	XP_017890795.1
OG0004614	XP_003392977.1	XP_017888930.1, XP_017887298.1
OG0004615	XP_003393179.1, XP_020720577.1	XP_017883325.1
OG0004616	XP_003402539.1	XP_026671286.1
OG0004617	XP_003392938.1	XP_017889265.1, XP_017889313.1
OG0004618	XP_020724235.1	XP_017878075.1
OG0004619	XP_012166280.1	XP_026673868.1
OG0004620	XP_012166773.1	XP_017878865.1
OG0004621	XP_003393363.1	XP_017878861.1, XP_017878859.1
OG0004622	XP_020718935.1, XP_012167550.1	XP_017876989.1
OG0004623	XP_003402733.1	XP_017888244.2, XP_017888247.1
OG0004624	XP_012174506.2	XP_017890847.1, XP_026674734.1
OG0004625	XP_012170179.1	XP_026675549.1
OG0004626	XP_012168382.1	XP_017883875.1
OG0004627	XP_003394393.1	XP_017887031.1
OG0004628	XP_012176667.1	XP_026672900.1
OG0004629	XP_012169454.1	XP_017879043.1
OG0004630	XP_012175869.2	XP_026669724.1
OG0004631	XP_003395280.1	XP_017890027.1
OG0004632	XP_012173368.1	XP_017892230.1
OG0004633	XP_012173372.1	XP_017892196.1
OG0004634	XP_012168523.1	XP_017875516.1
OG0004635	XP_012164443.1	XP_017891386.1
OG0004636	XP_012164450.1, XP_012164446.1	XP_026674887.1
OG0004637	XP_012170436.1, XP_003401908.1	XP_017886817.1
OG0004638	XP_012167773.1	XP_017876550.1
OG0004639	XP_012176693.1	XP_017888043.1
OG0004640	XP_003396939.1	XP_017885153.1
OG0004641	XP_012168505.2	XP_017877606.1
OG0004642	XP_003396934.1, XP_003396932.1	XP_017885828.1
OG0004643	XP_003396558.2	XP_026671952.1
OG0004644	XP_003398825.3, XP_003402526.2	XP_017881112.1
OG0004645	XP_003403428.1	XP_017882208.1
OG0004646	XP_020722350.1	XP_026675213.1
OG0004647	XP_012169423.1	XP_017878986.1, XP_017878989.1
OG0004648	XP_012169427.1	XP_017878997.1
OG0004649	XP_003395908.1, XP_012164665.1	XP_026673795.1
OG0004650	XP_012175826.1	XP_017881196.1
OG0004651	XP_012168745.1	XP_017877978.1
OG0004652	XP_020720963.1, XP_020720962.1, XP_003398829.1	XP_017881074.1
OG0004653	XP_003395313.1	XP_017891356.1
OG0004654	XP_012164453.1	XP_017891363.1
OG0004655	XP_003395864.1	XP_017883551.1
OG0004656	XP_003397859.1	XP_017880803.1
OG0004657	XP_012173687.1	XP_026668457.1
OG0004658	XP_020724025.1	XP_026669515.1
OG0004659	XP_012175637.1	XP_017876885.1
OG0004660	XP_012174123.1, XP_003394009.1	XP_017884256.1
OG0004661	XP_012169868.2	XP_026666833.1, XP_017874998.1
OG0004662	XP_020721988.1	XP_026667716.1, XP_017876866.1
OG0004664	XP_020723312.1	XP_017887126.1
OG0004665	XP_020723576.1	XP_017885408.1
OG0004666	XP_012176543.1	XP_017886193.1
OG0004667	XP_020723572.1, XP_003402836.1	XP_017875251.1
OG0004668	XP_020723598.1	XP_026672818.1
OG0004669	XP_003394449.1	XP_017886092.1
OG0004671	XP_003394195.1	XP_017888609.1
OG0004672	XP_020724348.1	XP_017886067.1
OG0004673	XP_020718378.1	XP_026668699.1, XP_017878769.1
OG0004674	XP_003395228.3	XP_017878796.1, XP_026668726.1
OG0004675	XP_003392888.1	XP_017875943.1
OG0004676	XP_003395039.1	XP_017893545.1
OG0004677	XP_020723413.1	XP_017878078.1
OG0004678	XP_012176741.1, XP_012176742.1	XP_026670351.1
OG0004679	XP_003395239.1	XP_017891681.1
OG0004680	XP_020721094.1	XP_026667443.1, XP_026670722.1
OG0004681	XP_003395103.1	XP_017893651.1
OG0004682	XP_012163093.1	XP_026666693.1
OG0004683	XP_003395073.1	XP_026670152.1, XP_017881727.1
OG0004685	XP_003395540.2	XP_017883141.1
OG0004686	XP_003399574.1	XP_026669378.1
OG0004687	XP_012163834.1, XP_012163835.1	XP_017883569.1
OG0004688	XP_020723337.1, XP_012164514.2	XP_026674293.1
OG0004689	XP_003394518.1	XP_017880243.1
OG0004690	XP_012164074.1	XP_017883023.1
OG0004691	XP_012164189.1	XP_017879614.1, XP_026669068.1
OG0004692	XP_003399550.1	XP_026669363.1
OG0004693	XP_012173572.1	XP_026669217.1, XP_026673301.1
OG0004695	XP_012164910.1	XP_017880703.1
OG0004696	XP_020719068.1	XP_026674704.1
OG0004697	XP_003396050.1	XP_017881624.1
OG0004698	XP_020720042.1, XP_012167217.1	XP_017877555.1
OG0004699	XP_003397538.1	XP_017875107.1, XP_026666942.1
OG0004700	XP_012164742.2	XP_017888985.1
OG0004701	XP_012174217.1	XP_026668156.1
OG0004702	XP_020719080.1	XP_017890369.1, XP_026674716.1
OG0004703	XP_012165677.1	XP_017888007.1
OG0004704	XP_020719927.1	XP_017882808.1
OG0004705	XP_003396664.2	XP_017892359.1
OG0004706	XP_012165669.2	XP_026673256.1
OG0004708	XP_003403264.1	XP_017877594.1
OG0004710	XP_012173333.1	XP_017885923.1
OG0004711	XP_012173048.1, XP_003402033.1	XP_017888354.1
OG0004712	XP_012175159.2	XP_017890826.1
OG0004713	XP_020719875.1, XP_003397365.1	XP_017885537.1
OG0004714	XP_020722854.1	XP_026673296.1
OG0004715	XP_012166567.1	XP_017891275.1
OG0004716	XP_012173115.1	XP_017885394.2
OG0004717	XP_003397089.1	XP_017891133.1
OG0004718	XP_020723124.1	XP_017887523.2
OG0004719	XP_003403038.1	XP_017876011.1
OG0004720	XP_012173034.1	XP_017892963.2
OG0004721	XP_012167375.1	XP_017876238.1
OG0004722	XP_003397574.1	XP_017886620.1
OG0004723	XP_012167638.1	XP_017882788.1
OG0004724	XP_003397783.1	XP_017877322.1
OG0004725	XP_012167288.1	XP_017889292.1
OG0004726	XP_012174458.1, XP_012174460.1	XP_017887968.1
OG0004727	XP_020720467.1	XP_026672523.1, XP_026672354.1
OG0004728	XP_020720491.1	XP_017875219.1
OG0004729	XP_020720139.1	XP_017881230.1
OG0004731	XP_012167860.1	XP_026667678.1, XP_026667679.1
OG0004732	XP_020720793.1	XP_017882113.1
OG0004733	XP_003398136.2	XP_017875707.1
OG0004734	XP_020720611.1, XP_003398552.1, XP_020720612.1	XP_026675194.1, XP_017892125.1
OG0004735	XP_003398327.1	XP_026668870.1
OG0004736	XP_020724169.1	XP_017879764.1
OG0004737	XP_020720518.1, XP_020720516.1	XP_026667225.1
OG0004738	XP_003398284.1	XP_026671230.1, XP_017883818.1
OG0004739	XP_020720542.1	XP_026670601.1, XP_026670604.1
OG0004740	XP_012173912.1	XP_026673836.1
OG0004741	XP_012175404.2	XP_017885673.1
OG0004742	XP_012168193.1	XP_017881188.2
OG0004743	XP_020721266.1	XP_026669250.1
OG0004744	XP_012169039.1	XP_017876269.1
OG0004745	XP_003398915.1	XP_017878624.1
OG0004746	XP_003399070.1	XP_026674519.1, XP_026674523.1
OG0004747	XP_012169272.1	XP_017890467.1
OG0004748	XP_003399002.1	XP_026668196.1, XP_017875627.2, XP_017877635.1, XP_017877634.1, XP_017875123.2, XP_026669813.1
OG0004749	XP_012168966.1	XP_026668528.1, XP_026668527.1
OG0004750	XP_003398817.1	XP_026671289.1, XP_017883948.1
OG0004751	XP_020721065.1	XP_017883957.1
OG0004752	XP_020721308.1	XP_017881123.1, XP_026669834.1
OG0004753	XP_012170460.1	XP_017880180.1
OG0004754	XP_003399905.1	XP_017877482.1
OG0004755	XP_020721698.1	XP_017890672.2
OG0004756	XP_012170253.2	XP_017886753.1
OG0004757	XP_012172652.1	XP_026670965.1
OG0004758	XP_003399535.1	XP_017890649.1
OG0004759	XP_003400995.1	XP_017891495.1
OG0004760	XP_003396342.3	XP_017892530.1
OG0004761	XP_020721859.1	XP_026666687.1, XP_017893383.1
OG0004762	XP_020721872.1	XP_017890315.1
OG0004763	XP_020721987.1, XP_020721986.1	XP_026667034.1
OG0004765	XP_003400163.1, XP_012170912.1	XP_017893434.2
OG0004766	XP_003400173.1	XP_017890317.1, XP_026674416.1
OG0004767	XP_020719942.1	XP_017882962.1
OG0004768	XP_020722145.1	XP_017881908.1
OG0004769	XP_003400459.1	XP_026671867.1
OG0004770	XP_003400364.1	XP_026671542.1
OG0004771	XP_012171164.1	XP_017884974.1
OG0004772	XP_012171197.1	XP_026671789.1
OG0004773	XP_012171809.1	XP_017888064.1
OG0004774	XP_003400899.1	XP_017888077.1
OG0004775	XP_003400674.2	XP_026673324.1
OG0004776	XP_003392942.1	XP_017889239.1
OG0004777	XP_003401244.1	XP_017889338.1
OG0004778	XP_003401079.1	XP_017889804.1
OG0004779	XP_003401067.1	XP_017892573.1
OG0004781	XP_012172254.1	XP_017889819.1
OG0004782	XP_012172259.1	XP_017889755.1
OG0004783	XP_020722379.1	XP_017889588.1
OG0004784	XP_012172326.1	XP_017878132.1
OG0004785	XP_012172009.1	XP_017882834.1
OG0004786	XP_012170139.1	XP_017883699.1
OG0004787	XP_003402153.1, XP_020723228.1	XP_017886880.1
OG0004788	XP_020721447.1	XP_017888395.2
OG0004789	XP_003399647.1	XP_017886900.2
OG0004790	XP_012165271.1	XP_017885943.1
OG0004791	XP_012166088.1	XP_026671989.1
OG0004792	XP_003396925.1	XP_017885164.1
OG0004793	XP_012164345.1	XP_017888199.1
OG0004794	XP_003400922.1	XP_017875475.1
OG0004795	XP_003396468.1	XP_017892382.1
OG0004796	XP_020719513.1	XP_026673270.1
OG0004797	XP_003396250.1	XP_017887929.1
OG0004798	XP_003402705.1	XP_017883937.1
OG0004799	XP_012165420.1	XP_017887714.1
OG0004800	XP_012165907.1, XP_012165906.1, XP_012165904.1	XP_017892075.1
OG0004801	XP_003392902.2	XP_017888180.1
OG0004802	XP_003394836.1	XP_017890982.1
OG0004803	XP_003394366.1	XP_017887251.1
OG0004804	XP_003393805.1	XP_017876904.1, XP_026667809.1
OG0004807	XP_012174376.1	XP_026671302.1
OG0004808	XP_012173941.1	XP_026668899.1
OG0004809	XP_012172783.1, XP_003393686.1	XP_017883918.1
OG0004810	XP_003393719.1	XP_017876840.1
OG0004811	XP_003393659.1	XP_017892926.2
OG0004812	XP_020723791.1	XP_026669534.1
OG0004813	XP_020723484.1	XP_026668965.1
OG0004814	XP_003402675.1	XP_026668948.1, XP_017879245.1
OG0004816	XP_003394062.1	XP_017879339.1
OG0004817	XP_020723983.1	XP_026668957.1
OG0004818	XP_003393730.1	XP_017892541.1, XP_017892542.1
OG0004819	XP_020723957.1, XP_012173544.1, XP_020723954.1	XP_026667759.1
OG0004820	XP_003393873.1	XP_017876831.1
OG0004821	XP_020723605.1	XP_026667733.1, XP_017876765.1
OG0004822	XP_003393438.1	XP_017885088.1
OG0004823	XP_012175729.1	XP_017879172.1
OG0004824	XP_012176050.1	XP_017882352.1
OG0004825	XP_020723308.1	XP_026672791.1
OG0004826	XP_020724028.1	XP_017889325.1
OG0004827	XP_003394703.1	XP_026672965.1, XP_017887275.1
OG0004828	XP_003398146.1	XP_017875675.1
OG0004829	XP_003394476.1, XP_012176414.1	XP_026670582.1
OG0004830	XP_012176234.1	XP_026672915.1
OG0004831	XP_020723593.1	XP_026666760.1
OG0004832	XP_020724274.1	XP_017882415.1
OG0004833	XP_012174613.1	XP_017879097.1
OG0004834	XP_012175867.1	XP_026669739.1
OG0004835	XP_003394116.1	XP_017886140.1
OG0004836	XP_020724224.1	XP_017887257.1
OG0004837	XP_003394158.1	XP_017892106.1
OG0004838	XP_003402350.1	XP_026672884.1, XP_026672885.1
OG0004839	XP_012175985.1	XP_026668137.1
OG0004840	XP_012175896.1	XP_017893348.1
OG0004841	XP_012176128.1	XP_017880722.1
OG0004842	XP_003402703.1	XP_026667904.1, XP_026667852.1
OG0004843	XP_012176396.1	XP_017886095.1
OG0004844	XP_003402471.1	XP_017877748.1
OG0004845	XP_012163535.1	XP_026668332.1, XP_017877943.1
OG0004846	XP_012163341.1	XP_017891669.1
OG0004847	XP_020718450.1	XP_017881163.2
OG0004849	XP_020718292.1	XP_026670135.1
OG0004850	XP_003395115.1	XP_026668321.1, XP_017877873.2
OG0004852	XP_003394773.2	XP_017878264.1
OG0004853	XP_012174149.2	XP_026675050.1
OG0004855	XP_003395273.1	XP_017893633.1
OG0004856	XP_003394924.1	XP_017878812.1
OG0004857	XP_012163280.1	XP_017878833.1, XP_026668702.1
OG0004858	XP_012176710.1	XP_017877812.1
OG0004859	XP_012163437.1	XP_017877705.1
OG0004860	XP_012165960.1	XP_026670063.1
OG0004861	XP_012163650.1	XP_026670592.1
OG0004862	XP_012169669.1, XP_012174270.1	XP_017889027.1
OG0004863	XP_012163975.1	XP_017879626.2
OG0004864	XP_020718826.1, XP_003395835.1	XP_017883024.1
OG0004865	XP_020718889.1	XP_026670880.1
OG0004866	XP_020721596.1	XP_017880156.1
OG0004867	XP_012164425.1	XP_017890159.1
OG0004868	XP_003395508.1	XP_017883157.1
OG0004869	XP_012163927.1	XP_017890253.1
OG0004870	XP_003395320.1	XP_026674911.1
OG0004871	XP_020721684.1	XP_017880185.1
OG0004873	XP_003395318.1	XP_017883168.1
OG0004874	XP_012163753.2	XP_026669408.1
OG0004875	XP_003394667.1	XP_017890010.1, XP_017890009.1
OG0004876	XP_012164209.1	XP_017877843.1
OG0004877	XP_003395734.1	XP_017890109.1
OG0004879	XP_020718745.1	XP_017885370.1
OG0004880	XP_012164512.1	XP_026674883.1
OG0004881	XP_012164198.1	XP_017877845.1
OG0004882	XP_012164427.1	XP_017890245.1
OG0004883	XP_012164159.1, XP_003395664.1	XP_017890118.1
OG0004884	XP_020718795.1	XP_017879923.1
OG0004886	XP_020718856.1	XP_026669196.1, XP_026670803.1
OG0004887	XP_012164353.1	XP_017891590.1
OG0004888	XP_012164379.2	XP_017890154.1
OG0004889	XP_003395457.1	XP_017891351.1
OG0004891	XP_003394789.1	XP_017883319.1
OG0004892	XP_003395965.1	XP_017883294.2
OG0004893	XP_012167728.1	XP_017889078.1, XP_017889060.1
OG0004894	XP_020723700.1	XP_017892999.1
OG0004895	XP_020719018.1	XP_017892653.1, XP_026675540.1
OG0004896	XP_012166747.1	XP_017882633.1
OG0004897	XP_003395981.1	XP_017892731.1
OG0004898	XP_003402298.1	XP_017890995.1, XP_026674700.1
OG0004899	XP_012164559.1	XP_017891271.1
OG0004900	XP_012164711.2	XP_026673535.1
OG0004901	XP_003402940.2	XP_017875568.1
OG0004902	XP_020723675.1	XP_017875047.1
OG0004903	XP_020719176.1	XP_017875168.1
OG0004904	XP_003393011.1	XP_017889017.1
OG0004905	XP_020720443.1	XP_017890853.1
OG0004906	XP_012165297.1	XP_017886001.1
OG0004907	XP_003395930.2	XP_017892735.1, XP_026675567.1
OG0004908	XP_012174828.1	XP_026670953.1, XP_026670954.1
OG0004909	XP_020723282.1, XP_020723263.1	XP_026667855.1
OG0004910	XP_003396102.1	XP_017889794.1
OG0004911	XP_012163131.1	XP_017876967.1
OG0004912	XP_020719094.1	XP_026674160.1
OG0004913	XP_003396109.1	XP_017880339.1
OG0004914	XP_020719319.1, XP_020719320.1	XP_026673176.1
OG0004915	XP_003396116.1	XP_017875145.1
OG0004916	XP_012164913.1	XP_017880564.1
OG0004917	XP_012175254.1	XP_026669953.1
OG0004918	XP_020723465.1	XP_017889426.1
OG0004919	XP_012166354.1, XP_012166355.1	XP_017883269.1
OG0004920	XP_012168478.1	XP_017886996.1, XP_017887509.1
OG0004921	XP_020719903.1	XP_017893196.1
OG0004922	XP_003396883.1	XP_017887974.1
OG0004923	XP_003396627.1	XP_017881458.1
OG0004924	XP_012168479.1	XP_017886968.1, XP_017879722.1
OG0004925	XP_012166363.1	XP_026670901.1
OG0004926	XP_020719250.1	XP_017879578.1
OG0004927	XP_012166475.1	XP_017876696.1, XP_017876607.1, XP_026669875.1
OG0004928	XP_020719350.1	XP_026672350.1, XP_017885931.1
OG0004929	XP_012166042.1	XP_017879523.1
OG0004930	XP_020719681.1, XP_003402549.2	XP_017875144.1
OG0004931	XP_003401903.1	XP_017877247.1
OG0004932	XP_012173162.2	XP_017888802.1, XP_017888799.1
OG0004933	XP_020719482.1	XP_017875288.1
OG0004934	XP_020719904.1	XP_026675322.1
OG0004935	XP_012172960.1, XP_012172961.1	XP_026674498.1
OG0004936	XP_003393274.1	XP_026667099.1
OG0004937	XP_012175088.2	XP_017883450.1
OG0004938	XP_003403064.2	XP_017881451.1
OG0004939	XP_012166340.2	XP_017877753.1
OG0004940	XP_003397475.2	XP_026667542.1
OG0004941	XP_012166621.1	XP_026672120.1
OG0004942	XP_003401862.1	XP_026673736.1
OG0004943	XP_020723015.1, XP_020723016.1	XP_017888869.1
OG0004944	XP_003397165.1	XP_017888674.1, XP_026666587.1
OG0004945	XP_003397214.1	XP_026674809.1
OG0004946	XP_003403389.2, XP_012173316.1	XP_017893667.1
OG0004947	XP_012173327.1, XP_003401984.1	XP_017888010.1
OG0004949	XP_003397096.1	XP_017891251.1
OG0004950	XP_012164916.1, XP_012175457.1	XP_017876132.2
OG0004951	XP_003402071.1	XP_017892505.1
OG0004952	XP_012166596.2	XP_026672122.1, XP_026672121.1
OG0004953	XP_003397317.1	XP_017879391.1
OG0004954	XP_003403172.1	XP_017888307.2
OG0004955	XP_003402022.1	XP_017885918.1
OG0004956	XP_012173313.1	XP_026673665.1
OG0004957	XP_012166390.1	XP_017891132.1
OG0004958	XP_003397320.1	XP_017879492.1, XP_017888623.2
OG0004959	XP_012173203.1	XP_017886215.1
OG0004960	XP_012173107.1	XP_017876000.1, XP_026667397.1
