Orthogroup	Apis_mellifera	Dufourea_novaeangliae
OG0004168	XP_001122556.2	XP_015432319.1
OG0004169	XP_001122669.2	XP_015429518.1
OG0004170	XP_001122738.2	XP_015438766.1
OG0004171	XP_016769142.1, XP_001122742.2	XP_015430498.1
OG0004172	XP_001122971.2	XP_015438340.1
OG0004173	XP_001122976.1	XP_015428950.1
OG0004174	XP_001122985.1	XP_015438576.1
OG0004175	XP_001122996.1	XP_015439184.1
OG0004176	XP_001123179.2	XP_015430653.1
OG0004177	XP_001123230.2	XP_015437319.1
OG0004178	XP_001123248.2	XP_015428830.1
OG0004179	XP_001123307.2	XP_015431182.1
OG0004180	XP_016768827.1, XP_001123356.2	XP_015430411.1
OG0004181	XP_003249083.2	XP_015429548.1
OG0004182	XP_003249112.3	XP_015438146.1, XP_015429917.1
OG0004183	XP_003249153.1	XP_015432016.1
OG0004184	XP_003249202.3	XP_015435892.1
OG0004185	XP_003249249.1	XP_015434885.1
OG0004186	XP_003249297.2	XP_015431025.1
OG0004187	XP_003249321.1	XP_015432349.1
OG0004188	XP_003249380.1	XP_015431629.1
OG0004189	XP_003249381.1	XP_015430710.1
OG0004190	XP_003249382.1	XP_015431614.1, XP_015436019.1
OG0004191	XP_003249386.1	XP_015435725.1
OG0004192	XP_003249454.1	XP_015435949.1
OG0004193	XP_003249463.1	XP_015439314.1
OG0004194	XP_003249525.1	XP_015429271.1
OG0004195	XP_003249529.1	XP_015430520.1
OG0004196	XP_003249561.2	XP_015440090.1
OG0004197	XP_003249566.1	XP_015429526.1
OG0004199	XP_003249581.1	XP_015440088.1
OG0004200	XP_003249661.2	XP_015438910.1
OG0004201	XP_003249666.1	XP_015439002.1
OG0004202	XP_003249677.2	XP_015433622.1
OG0004203	XP_003249738.1	XP_015431243.1
OG0004204	XP_003249755.1	XP_015435980.1
OG0004205	XP_003249852.1	XP_015434597.1
OG0004206	XP_003249875.4	XP_015429536.1
OG0004207	XP_003249906.1	XP_015439536.1
OG0004208	XP_003249946.2	XP_015439528.1
OG0004209	XP_003250006.1	XP_015438516.1, XP_015438515.1
OG0004210	XP_016767664.1, XP_003250009.1	XP_015439784.1
OG0004211	XP_003250018.1	XP_015440125.1
OG0004212	XP_003250023.2	XP_015440135.1
OG0004213	XP_003250092.1	XP_015438735.1
OG0004214	XP_003250103.1	XP_015437244.1
OG0004215	XP_003250108.1	XP_015437226.1
OG0004216	XP_003250111.1	XP_015437150.1
OG0004217	XP_016767462.1, XP_003250145.2	XP_015438609.1
OG0004218	XP_003250150.2	XP_015437580.1
OG0004219	XP_003250223.1	XP_015434664.1
OG0004220	XP_003250243.1, XP_006563275.1	XP_015428842.1
OG0004221	XP_006563738.1, XP_003250307.1	XP_015430160.1
OG0004222	XP_003250308.1	XP_015438018.1
OG0004223	XP_003250346.1	XP_015433497.1
OG0004224	XP_003250386.3	XP_015436572.1
OG0004225	XP_003250408.1	XP_015432056.1
OG0004226	XP_003250434.2, XP_006564271.2	XP_015433337.1
OG0004228	XP_003250476.1	XP_015428871.1, XP_015428870.1
OG0004229	XP_003250490.1, XP_026297879.1	XP_015430924.1
OG0004230	XP_003250517.1	XP_015440007.1
OG0004231	XP_003250590.3	XP_015437889.1
OG0004232	XP_003250614.1	XP_015432224.1
OG0004233	XP_003250660.1	XP_015429840.1
OG0004234	XP_003250682.1	XP_015439999.1
OG0004235	XP_003250715.2	XP_015434053.1
OG0004236	XP_003250777.1, XP_003250776.1	XP_015429161.1
OG0004237	XP_003250876.2	XP_015438794.1
OG0004238	XP_003250883.1	XP_015437778.1
OG0004239	XP_026299688.1, XP_003250904.3	XP_015435488.1
OG0004240	XP_003250933.1	XP_015434132.1
OG0004241	XP_003250934.2, XP_016766926.2	XP_015434349.1
OG0004242	XP_003250963.1, XP_006566938.1	XP_015437563.1
OG0004243	XP_003250992.1	XP_015430621.1
OG0004244	XP_003251012.1	XP_015430641.1
OG0004245	XP_003251027.3	XP_015436057.1
OG0004246	XP_003251098.2	XP_015440268.1
OG0004247	XP_003251116.1	XP_015439715.1
OG0004248	XP_003251150.1	XP_015431519.1
OG0004249	XP_003251153.1	XP_015431529.1
OG0004250	XP_003251162.2	XP_015428872.1
OG0004251	XP_003251195.1	XP_015429170.1
OG0004252	XP_003251204.1	XP_015428971.1
OG0004253	XP_003251208.1	XP_015437202.1
OG0004254	XP_003251214.1	XP_015429436.1
OG0004255	XP_003251223.2	XP_015433730.1
OG0004258	XP_003251325.2	XP_015434746.1
OG0004259	XP_003251347.2	XP_015437120.1
OG0004260	XP_003251354.2	XP_015437825.1
OG0004261	XP_003251400.1	XP_015435753.1
OG0004262	XP_003251471.2	XP_015434618.1
OG0004263	XP_003251674.2	XP_015430066.1
OG0004264	XP_003251713.4	XP_015432832.1
OG0004265	XP_003251754.1	XP_015430918.1
OG0004266	XP_003251758.1	XP_015436848.1
OG0004267	XP_003251769.2	XP_015429354.1
OG0004268	XP_003251770.2	XP_015429914.1
OG0004269	XP_003251814.1	XP_015428677.1
OG0004270	XP_003251833.2	XP_015440117.1
OG0004271	XP_003251860.1	XP_015431839.1
OG0004272	XP_392926.1, XP_006557271.1	XP_015431166.1
OG0004273	XP_006557279.1	XP_015431109.1
OG0004274	XP_006557320.2	XP_015431501.1
OG0004275	XP_006557328.1, XP_006557329.1	XP_015429301.1
OG0004276	XP_006557366.1	XP_015434529.1
OG0004277	XP_006557404.1	XP_015431653.1
OG0004278	XP_006557437.1	XP_015429834.1
OG0004279	XP_006557486.2	XP_015435167.1
OG0004280	XP_006557511.1	XP_015436687.1
OG0004281	XP_006557561.1	XP_015431115.1
OG0004282	XP_006557572.1	XP_015432028.1
OG0004283	XP_006557582.1, XP_026297117.1	XP_015431956.1
OG0004284	XP_006557605.1	XP_015439083.1
OG0004285	XP_006557614.1	XP_015439113.1
OG0004286	XP_006557659.1	XP_015440286.1
OG0004287	XP_006557684.2	XP_015436024.1
OG0004288	XP_006557711.2, XP_006557712.2	XP_015429750.1
OG0004289	XP_006557761.1	XP_015430298.1
OG0004290	XP_006557764.1	XP_015430316.1
OG0004291	XP_006557879.1	XP_015432360.1
OG0004292	XP_006557880.1	XP_015432314.1
OG0004293	XP_006558043.1	XP_015433651.1
OG0004294	XP_006558111.1	XP_015436681.1
OG0004295	XP_006558229.1	XP_015431234.1
OG0004296	XP_006558272.1	XP_015429275.1, XP_015429276.1
OG0004297	XP_026295585.1, XP_006558457.2	XP_015429355.1
OG0004298	XP_006558467.1	XP_015433692.1
OG0004299	XP_006558542.1	XP_015428624.1
OG0004300	XP_006558600.1	XP_015428516.1
OG0004301	XP_006558650.1	XP_015435846.1
OG0004302	XP_006558674.1	XP_015435202.1, XP_015435203.1
OG0004303	XP_026298158.1, XP_026298159.1, XP_006558716.1	XP_015438046.1
OG0004304	XP_006558743.1	XP_015430687.1
OG0004305	XP_006558836.3	XP_015436698.1
OG0004306	XP_006558936.1, XP_026297918.1	XP_015430516.1
OG0004307	XP_006558946.1	XP_015435137.1
OG0004308	XP_006558963.1	XP_015435119.1
OG0004309	XP_006559044.1	XP_015429978.1
OG0004310	XP_006559075.1	XP_015437211.1
OG0004311	XP_006559092.2	XP_015434786.1
OG0004312	XP_006559095.2	XP_015434802.1
OG0004313	XP_006559151.1	XP_015429459.1
OG0004314	XP_006559161.1	XP_015429468.1
OG0004315	XP_006559166.1	XP_015429481.1
OG0004316	XP_006559168.2	XP_015429486.1
OG0004317	XP_006559175.1	XP_015429705.1
OG0004318	XP_006559199.1	XP_015431838.1
OG0004319	XP_006559216.1	XP_015435981.1
OG0004320	XP_016768600.1, XP_006559231.1	XP_015436004.1
OG0004321	XP_006559308.1	XP_015430199.1
OG0004322	XP_006559323.1	XP_015430190.1
OG0004324	XP_006559371.1	XP_015428543.1
OG0004325	XP_006559386.1	XP_015428595.1
OG0004326	XP_006559397.2, XP_006559396.2	XP_015428535.1
OG0004327	XP_006559411.2	XP_015428465.1
OG0004328	XP_006559436.1	XP_015430286.1
OG0004329	XP_006559448.1	XP_015432715.1
OG0004331	XP_006559576.1	XP_015430452.1, XP_015430451.1
OG0004332	XP_006559586.3	XP_015430523.1
OG0004333	XP_006559587.1	XP_015430466.1
OG0004334	XP_006559637.1	XP_015437468.1
OG0004335	XP_006559667.1, XP_006559666.1	XP_015439417.1
OG0004336	XP_006559668.1	XP_015439380.1
OG0004337	XP_006559680.1	XP_015429296.1
OG0004338	XP_006559706.2, XP_395711.5	XP_015429571.1
OG0004339	XP_006559721.1	XP_015429264.1
OG0004340	XP_006559727.1	XP_015429197.1
OG0004341	XP_006559738.2	XP_015429572.1, XP_015429573.1
OG0004342	XP_006559746.1	XP_015435808.1
OG0004343	XP_006559790.2	XP_015431515.1
OG0004344	XP_016766797.2, XP_006559816.2	XP_015433649.1
OG0004345	XP_006559876.1	XP_015435124.1
OG0004346	XP_006559884.1	XP_015435144.1
OG0004347	XP_006559902.2	XP_015428563.1
OG0004348	XP_006559928.1	XP_015440535.1
OG0004349	XP_006560031.3	XP_015439319.1
OG0004350	XP_006560080.1	XP_015439768.1
OG0004351	XP_006560095.2	XP_015432068.1
OG0004352	XP_006560097.1	XP_015431016.1
OG0004353	XP_006560142.1	XP_015432374.1
OG0004354	XP_006560144.1	XP_015432299.1
OG0004355	XP_006560197.1	XP_015429250.1
OG0004356	XP_006560213.1	XP_015429635.1
OG0004357	XP_006560265.1	XP_015439242.1, XP_015439240.1
OG0004358	XP_006560368.1, XP_393943.5	XP_015433599.1
OG0004359	XP_006560383.2	XP_015428620.1
OG0004360	XP_006560384.1	XP_015428601.1
OG0004361	XP_006560440.2	XP_015433608.1
OG0004362	XP_006560472.1	XP_015432292.1
OG0004363	XP_006560478.1	XP_015432389.1
OG0004364	XP_006560546.1	XP_015435870.1
OG0004365	XP_006560637.2	XP_015431611.1, XP_015431610.1
OG0004366	XP_006560654.1	XP_015430784.1
OG0004367	XP_006560666.1	XP_015431617.1
OG0004368	XP_006560738.1	XP_015439377.1
OG0004369	XP_006560780.1	XP_015431852.1
OG0004370	XP_006560910.1	XP_015435129.1, XP_015435131.1
OG0004371	XP_006560985.1	XP_015435878.1
OG0004372	XP_006561049.3	XP_015433195.1
OG0004373	XP_006561058.1, XP_016772177.1	XP_015433125.1
OG0004374	XP_006561060.1, XP_016772176.1	XP_015433127.1
OG0004375	XP_006561085.2	XP_015433216.1
OG0004376	XP_006561098.2	XP_015432423.1
OG0004377	XP_026302292.1	XP_015428674.1, XP_015428666.1
OG0004378	XP_006561189.1	XP_015440366.1
OG0004379	XP_006561302.1	XP_015436768.1
OG0004380	XP_006561346.1	XP_015438758.1
OG0004381	XP_006561392.2	XP_015434552.1
OG0004382	XP_623549.2, XP_006561427.1	XP_015434656.1
OG0004383	XP_006561440.1	XP_015432755.1
OG0004384	XP_006561461.1	XP_015428457.1
OG0004385	XP_006561500.1	XP_015434382.1
OG0004386	XP_006561636.2	XP_015439531.1
OG0004387	XP_006561652.2	XP_015436349.1
OG0004388	XP_006561654.2	XP_015436107.1
OG0004389	XP_006561658.1	XP_015436294.1
OG0004390	XP_006561659.1	XP_015436358.1
OG0004391	XP_006561670.1	XP_015436419.1
OG0004392	XP_006561717.1	XP_015436204.1
OG0004393	XP_006561774.1	XP_015436364.1, XP_015436366.1
OG0004394	XP_006561795.1	XP_015436243.1
OG0004395	XP_006561878.2	XP_015433930.1
OG0004396	XP_006561923.1	XP_015439545.1
OG0004397	XP_026298717.1, XP_006561940.2	XP_015439474.1
OG0004398	XP_006561943.2	XP_015439472.1
OG0004399	XP_006561976.1	XP_015440398.1
OG0004400	XP_006561980.2	XP_015434677.1
OG0004401	XP_006562000.1	XP_015435233.1
OG0004402	XP_006562062.1, XP_006562061.1	XP_015436745.1
OG0004403	XP_006562154.1	XP_015440074.1
OG0004404	XP_006562215.1	XP_015439874.1
OG0004405	XP_006562221.1, XP_026296555.1	XP_015440115.1
OG0004406	XP_006562250.1	XP_015440144.1
OG0004407	XP_006562251.2	XP_015439732.1
OG0004408	XP_006562252.1, XP_026296685.1	XP_015440040.1
OG0004409	XP_006562277.2, XP_006562278.2	XP_015432262.1
OG0004410	XP_006562326.2	XP_015434604.1
OG0004412	XP_006562448.1	XP_015433840.1
OG0004413	XP_006562470.1, XP_026299647.1	XP_015436580.1
OG0004414	XP_006562581.1	XP_015433092.1
OG0004415	XP_006562600.2	XP_015434581.1
OG0004416	XP_006562603.1	XP_015438778.1
OG0004417	XP_006562848.2	XP_015431285.1
OG0004418	XP_006562862.1	XP_015431372.1
OG0004419	XP_006562870.1	XP_015431284.1
OG0004420	XP_006562876.1	XP_015431322.1
OG0004421	XP_006562906.1	XP_015438583.1
OG0004422	XP_006562935.2	XP_015438434.1
OG0004423	XP_006563014.1	XP_015436458.1
OG0004424	XP_006563064.1, XP_624869.1	XP_015434142.1
OG0004425	XP_006563163.3	XP_015438631.1
OG0004426	XP_006563200.1	XP_015438658.1
OG0004427	XP_006563276.1	XP_015438756.1
OG0004428	XP_006563277.1, XP_624360.1	XP_015433462.1
OG0004429	XP_006563278.1	XP_015433458.1
OG0004430	XP_006563316.1	XP_015432071.1
OG0004431	XP_006563323.1, XP_623342.2	XP_015436757.1, XP_015436758.1
OG0004432	XP_006563377.2	XP_015436522.1
OG0004433	XP_006563428.1	XP_015439302.1
OG0004434	XP_006563442.2	XP_015439382.1
OG0004435	XP_006563495.1	XP_015434908.1
OG0004436	XP_006563505.1	XP_015439432.1, XP_015439433.1
OG0004437	XP_006563510.1	XP_015439381.1
OG0004438	XP_006563526.1	XP_015430188.1
OG0004439	XP_006563601.1	XP_015432487.1
OG0004440	XP_006563628.2	XP_015433109.1
OG0004441	XP_006563657.1	XP_015439336.1
OG0004442	XP_006563697.2, XP_026301328.1	XP_015434823.1
OG0004443	XP_006563712.2	XP_015434845.1
OG0004444	XP_006563814.1	XP_015430979.1
OG0004445	XP_006563841.1	XP_015437490.1
OG0004446	XP_006563842.1	XP_015437517.1
OG0004447	XP_006563921.1, XP_016769171.1	XP_015429623.1
OG0004448	XP_006563941.2, XP_026295433.1	XP_015433676.1
OG0004449	XP_006563948.1	XP_015429360.1
OG0004450	XP_006563992.1	XP_015435773.1
OG0004451	XP_006564133.1	XP_015431998.1
OG0004452	XP_006564230.1	XP_015440079.1, XP_015440080.1
OG0004453	XP_006564285.2	XP_015433369.1
OG0004454	XP_006564290.2	XP_015428984.1
OG0004455	XP_006564418.1	XP_015436559.1
OG0004456	XP_006564574.1	XP_015430888.1
OG0004457	XP_006564578.2	XP_015430926.1
OG0004458	XP_006564579.2	XP_015430951.1
OG0004459	XP_006564587.1	XP_015430927.1
OG0004460	XP_006564616.1	XP_015437516.1
OG0004461	XP_006564652.1	XP_015433521.1
OG0004462	XP_006564653.1	XP_015433523.1
OG0004463	XP_026302234.1, XP_006564782.1	XP_015429123.1
OG0004464	XP_006564800.1	XP_015440116.1
OG0004465	XP_006564861.1	XP_015439682.1
OG0004466	XP_006564929.1, XP_016771845.1	XP_015439199.1
OG0004467	XP_006564948.2	XP_015438976.1
OG0004468	XP_006564955.1	XP_015439017.1
OG0004469	XP_006564997.2	XP_015439102.1
OG0004470	XP_006565003.1	XP_015438993.1
OG0004471	XP_006565008.1	XP_015439229.1
OG0004472	XP_006565024.2	XP_015434076.1
OG0004473	XP_006565026.1	XP_015434038.1
OG0004474	XP_006565039.1	XP_015431188.1
OG0004475	XP_006565066.1	XP_015434784.1
OG0004476	XP_006565092.1	XP_015437698.1
OG0004477	XP_006565109.1	XP_015432788.1
OG0004478	XP_006565118.2	XP_015436970.1
OG0004479	XP_006565129.1	XP_015432877.1
OG0004481	XP_006565236.1	XP_015432132.1
OG0004482	XP_006565268.1	XP_015438620.1
OG0004483	XP_006565269.1	XP_015438618.1
OG0004484	XP_006565301.2, XP_016770925.2	XP_015438621.1
OG0004485	XP_006565321.1	XP_015438651.1
OG0004486	XP_623775.3, XP_006565323.1	XP_015438650.1
OG0004487	XP_006565329.1	XP_015438624.1
OG0004488	XP_006565331.1	XP_015438649.1
OG0004489	XP_006565344.1	XP_015433087.1
OG0004490	XP_006565404.1	XP_015440382.1
OG0004491	XP_006565462.1	XP_015436728.1
OG0004492	XP_006565503.2	XP_015434411.1
OG0004493	XP_006565549.1	XP_015429934.1
OG0004494	XP_006565599.1	XP_015428863.1
OG0004495	XP_006565633.1	XP_015439660.1
OG0004497	XP_006565697.1	XP_015434052.1
OG0004498	XP_006565802.2	XP_015438953.1
OG0004499	XP_006565907.2	XP_015429082.1
OG0004500	XP_006565976.1	XP_015429105.1
OG0004501	XP_026295022.1, XP_006565990.1	XP_015432075.1
OG0004502	XP_006566028.2	XP_015439154.1
OG0004503	XP_006566038.1	XP_015438986.1
OG0004504	XP_006566088.1	XP_015439568.1
OG0004505	XP_006566135.1	XP_015438355.1
OG0004506	XP_006566151.2	XP_015438415.1
OG0004507	XP_006566156.1	XP_015438591.1, XP_015438590.1
OG0004508	XP_006566199.1	XP_015437073.1
OG0004509	XP_006566249.1	XP_015430600.1
OG0004510	XP_006566285.2	XP_015438938.1
OG0004511	XP_006566358.1, XP_397109.3	XP_015435484.1
OG0004512	XP_006566421.2	XP_015428387.1
OG0004513	XP_006566427.1	XP_015435508.1, XP_015435507.1
OG0004514	XP_006566479.2	XP_015438799.1
OG0004515	XP_006566620.1, XP_006566617.1	XP_015437734.1
OG0004516	XP_006566648.1	XP_015437777.1
OG0004517	XP_006566668.2	XP_015438793.1
OG0004518	XP_006566708.1	XP_015437760.1
OG0004519	XP_006566805.1	XP_015437366.1
OG0004520	XP_006566830.1	XP_015437292.1
OG0004521	XP_006566977.1	XP_015432221.1, XP_015432220.1
OG0004522	XP_006567174.2	XP_015430682.1
OG0004523	XP_006567217.2	XP_015430633.1
OG0004525	XP_006567441.1	XP_015436427.1
OG0004526	XP_006567442.2	XP_015436423.1
OG0004527	XP_006567468.1	XP_015436055.1
OG0004528	XP_006567481.2	XP_015436318.1
OG0004529	XP_006567499.1	XP_015436296.1
OG0004530	XP_006567707.1	XP_015440140.1
OG0004531	XP_006567803.2	XP_015431933.1
OG0004532	XP_006567852.3	XP_015439666.1
OG0004533	XP_006567864.2	XP_015440256.1
OG0004534	XP_006567879.1	XP_015439834.1
OG0004535	XP_006567880.1	XP_015440137.1
OG0004536	XP_006567897.1	XP_015440038.1
OG0004537	XP_006567926.1	XP_015433264.1
OG0004538	XP_006568103.1, XP_006568102.1	XP_015437822.1
OG0004539	XP_006568106.1	XP_015437591.1
OG0004540	XP_006568164.1	XP_015429711.1
OG0004541	XP_006568169.1, XP_624119.2	XP_015433088.1
OG0004542	XP_006568235.1	XP_015429129.1
OG0004543	XP_006568294.1, XP_006568293.1	XP_015429015.1
OG0004544	XP_006568300.1	XP_015437197.1
OG0004545	XP_006568315.2, XP_393046.2	XP_015432727.1
OG0004546	XP_006568318.1	XP_015429385.1
OG0004547	XP_006568403.1	XP_015434474.1
OG0004548	XP_006568433.1, XP_006568428.1	XP_015429425.1
OG0004549	XP_006568530.1	XP_015432592.1
OG0004550	XP_006568550.1	XP_015431544.1
OG0004551	XP_006568631.3	XP_015437902.1
OG0004552	XP_006568638.1	XP_015436076.1
OG0004553	XP_006568649.1	XP_015436994.1
OG0004554	XP_006568703.2, XP_006568704.2	XP_015429802.1
OG0004555	XP_006568785.2	XP_015433981.1
OG0004556	XP_006568821.1	XP_015433978.1
OG0004557	XP_006568841.1	XP_015435038.1
OG0004558	XP_006568897.2, XP_026294859.1	XP_015434015.1
OG0004559	XP_006568940.1	XP_015431396.1
OG0004560	XP_006568941.1	XP_015431840.1
OG0004561	XP_006569034.2	XP_015431348.1
OG0004562	XP_006569113.1	XP_015429020.1
OG0004563	XP_006569236.1	XP_015438428.1
OG0004564	XP_006569250.2, XP_006569257.2	XP_015438391.1
OG0004565	XP_006569315.2	XP_015437829.1
OG0004566	XP_006569455.1	XP_015436451.1
OG0004567	XP_006569483.1	XP_015438248.1
OG0004568	XP_006569495.1	XP_015437648.1
OG0004569	XP_006569515.1	XP_015438240.1
OG0004570	XP_006569552.2	XP_015435752.1
OG0004571	XP_006569554.2	XP_015435749.1
OG0004572	XP_006569570.1	XP_015432661.1
OG0004573	XP_006569623.1	XP_015438141.1, XP_015438148.1
OG0004574	XP_006569625.1	XP_015437735.1
OG0004575	XP_006569681.2	XP_015438183.1
OG0004576	XP_016770114.1, XP_006569722.1	XP_015436600.1
OG0004577	XP_006569738.2	XP_015436587.1
OG0004578	XP_006569770.1	XP_015428688.1
OG0004579	XP_006569916.1	XP_015431559.1
OG0004580	XP_396320.3, XP_006569917.1	XP_015431504.1
OG0004581	XP_006569920.1	XP_015434659.1
OG0004582	XP_006569970.1	XP_015434657.1
OG0004583	XP_006569990.1	XP_015432760.1
OG0004584	XP_006569991.2	XP_015432733.1
OG0004585	XP_006570022.2	XP_015432749.1
OG0004586	XP_026301799.1, XP_006570143.1	XP_015429911.1
OG0004587	XP_006570153.1, XP_016768510.1	XP_015429927.1
OG0004588	XP_006570176.2	XP_015436596.1
OG0004590	XP_006570251.1	XP_015432726.1
OG0004591	XP_006570255.2	XP_015432747.1
OG0004592	XP_006570358.1	XP_015428412.1
OG0004593	XP_006570364.1	XP_015435530.1
OG0004594	XP_006570373.3	XP_015428403.1
OG0004595	XP_006570387.1	XP_015440452.1
OG0004596	XP_006570423.3	XP_015437719.1
OG0004597	XP_006570432.1	XP_015437758.1
OG0004598	XP_006570560.1	XP_015439109.1
OG0004599	XP_006570776.2	XP_015432852.1
OG0004600	XP_006570882.1	XP_015432958.1
OG0004601	XP_006570900.3	XP_015430093.1
OG0004602	XP_006570903.2	XP_015430117.1
OG0004603	XP_006570952.1, XP_396918.4	XP_015431442.1
OG0004604	XP_006570961.1	XP_015428832.1
OG0004605	XP_006570971.2	XP_015438719.1
OG0004606	XP_006570976.2	XP_015438168.1
OG0004607	XP_396999.5, XP_006571077.2	XP_015430110.1
OG0004608	XP_006571158.1	XP_015432931.1
OG0004609	XP_006571179.1	XP_015432813.1
OG0004610	XP_006571219.1	XP_015433082.1
OG0004611	XP_006571326.2	XP_015432854.1
OG0004612	XP_006571339.2, XP_006571338.2	XP_015432858.1
OG0004613	XP_006571410.1	XP_015432805.1
OG0004614	XP_006571447.1	XP_015429133.1
OG0004615	XP_006571452.1	XP_015432883.1
OG0004616	XP_006571498.1	XP_015431011.1
OG0004617	XP_006571541.1	XP_015430062.1
OG0004618	XP_006571667.1	XP_015436845.1
OG0004619	XP_006571749.1	XP_015430098.1
OG0004620	XP_006571767.1	XP_015438324.1
OG0004621	XP_006571773.2	XP_015438315.1
OG0004622	XP_006571805.1	XP_015439558.1
OG0004623	XP_006571817.1	XP_015437817.1
OG0004624	XP_006571826.2	XP_015434561.1
OG0004625	XP_006571829.1	XP_015440515.1
OG0004626	XP_006571876.3, XP_006571877.3	XP_015438557.1
OG0004627	XP_006571882.3	XP_015435840.1
OG0004628	XP_006571886.1	XP_015433774.1
OG0004629	XP_006571898.1	XP_015428768.1, XP_015428769.1
OG0004630	XP_006571931.2	XP_015429373.1
OG0004631	XP_006571964.2	XP_015439890.1
OG0004632	XP_006572010.1, XP_016772804.1	XP_015431121.1
OG0004633	XP_006572013.2	XP_015431061.1
OG0004634	XP_006572080.2, XP_026294753.1	XP_015437259.1
OG0004635	XP_006572082.1	XP_015439737.1
OG0004636	XP_006572085.1	XP_015439735.1
OG0004637	XP_006572124.1	XP_015432655.1
OG0004638	XP_006572136.1	XP_015438578.1, XP_015438577.1
OG0004639	XP_006572178.1, XP_016772684.2	XP_015438743.1
OG0004640	XP_006572192.1, XP_396097.3	XP_015434508.1
OG0004641	XP_006572195.2	XP_015440278.1, XP_015440283.1
OG0004642	XP_006572214.2	XP_015434407.1
OG0004643	XP_006572216.1	XP_015434484.1
OG0004644	XP_006572241.1	XP_015428731.1
OG0004645	XP_006572255.1, XP_006572254.1	XP_015438456.1
OG0004646	XP_006572257.1	XP_015436802.1
OG0004647	XP_006572269.1	XP_015428749.1
OG0004648	XP_006572271.1	XP_015428761.1
OG0004649	XP_006572307.1	XP_015439636.1
OG0004650	XP_006572335.2	XP_015435798.1
OG0004651	XP_006572353.1	XP_015435457.1
OG0004652	XP_006572378.3	XP_015428806.1
OG0004653	XP_006572385.1	XP_015433282.1
OG0004655	XP_006572414.1	XP_015440098.1
OG0004656	XP_006572697.1, XP_016773228.1	XP_015436323.1
OG0004657	XP_016766274.1	XP_015431728.1
OG0004658	XP_016766300.1	XP_015429019.1
OG0004659	XP_016766353.1	XP_015431647.1
OG0004660	XP_016766389.1	XP_015431593.1
OG0004661	XP_016766465.2	XP_015431823.1
OG0004662	XP_016766496.1	XP_015431836.1
OG0004663	XP_026294884.1, XP_016766508.2	XP_015429078.1
OG0004664	XP_016766566.1	XP_015433406.1
