GeneID,geneDescription,chr,strand,event,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,1stExonStart_0base,1stExonEnd,2ndExonStart_0base,2ndExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,riExonStart_0base,riExonEnd,exonStart_0base,exonEnd
LOC114874138,uncharacterized LOC114874138,chrOU015510.1,-,A5SS,0.858292364993,1,"0.4,0.304,0.179,0.104","0.308,0.327,0.368,0.0",-0.004,3602974,3603176,3603045,3603176,3601869,3602269,"8,3,3,2","7,4,8,10","13,5,5,0","17,6,5,11",170,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873491,uncharacterized LOC114873491,chrOU015510.1,-,A5SS,0.327313313111,1,"0.731,0.806,0.704,0.89","0.77,0.733,0.886,0.879",-0.034,3633358,3633859,3633361,3633859,3633087,3633290,"42,30,27,25","15,7,11,3","38,17,32,30","11,6,4,4",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880756,dentin sialophosphoprotein,chrOU015519.1,-,A5SS,0.560784307598,1,"0.916,0.898,0.747,0.702","0.693,1.0,0.841,0.719",0.003,8205398,8205709,8205467,8205709,8201028,8201091,"37,15,15,16","2,1,3,4","23,21,18,26","6,0,2,6",168,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880756,dentin sialophosphoprotein,chrOU015519.1,-,A5SS,1,1,"1.0,1.0,1.0,1.0","0.889,1.0,1.0,0.81",0.075,8219509,8219948,8219713,8219948,8215074,8215139,"18,14,15,14","0,0,0,0","16,18,22,17","1,0,0,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873185,serine/threonine/tyrosine-interacting protein-like,chrOU015510.1,+,A5SS,0.52406789675,1,"0.965,0.864,1.0,1.0","0.943,0.947,0.97,0.91",0.015,4745021,4745210,4745021,4745177,4745286,4745854,"74,34,37,12","2,4,0,0","44,24,43,27","2,1,1,2",132,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876984,A disintegrin and metalloproteinase with thrombospondin motifs 9-like,chrOU015510.1,+,A5SS,1,1,"0.312,NA,0.0,0.0","0.0,0.0,NA,0.476",-0.055,4818150,4818305,4818150,4818295,4818552,4818880,"1,0,0,0","2,0,1,1","0,0,0,3","5,1,0,3",109,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114870956,myotubularin-related protein 13,chrOU015504.1,-,A5SS,0.818933722262,1,"0.935,0.926,0.941,0.835","0.856,0.87,1.0,0.894",0.004,13922802,13923201,13922814,13923201,13922519,13922736,"32,14,18,17","2,1,1,3","20,15,12,19","3,2,0,2",111,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876944,RNA-binding protein 39,chrOU015510.1,-,A5SS,1,1,"1.0,1.0,1.0,1.0","0.875,1.0,1.0,1.0",0.031,4851031,4851105,4851102,4851105,4849261,4849326,"22,8,6,12","0,0,0,0","24,10,8,12","2,0,0,0",170,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876942,sodium/potassium-transporting ATPase subunit beta-1-interacting protein,chrOU015510.1,+,A5SS,1,1,"0.976,1.0,0.96,0.882","0.944,0.943,1.0,0.944",-0.003,5072834,5073483,5072834,5072892,5076795,5076889,"81,46,48,30","1,0,1,2","67,33,41,34","2,1,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874513,phosphatidate phosphatase LPIN3,chrOU015509.1,-,A5SS,1,1,"0.981,1.0,0.971,1.0","0.973,1.0,0.977,1.0",0.001,4607238,4607775,4607403,4607775,4606826,4607161,"106,73,68,60","1,0,1,0","213,110,84,125","3,0,1,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875074,protein phosphatase PP2A 55 kDa regulatory subunit,chrOU015512.1,-,A5SS,0.635884064522,1,"0.663,0.519,0.645,0.707","0.677,0.673,0.64,0.659",-0.029,7791803,7792595,7792152,7792595,7791114,7791180,"63,28,40,29","16,13,11,6","67,37,32,54","16,9,9,14",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875374,transmembrane protein adipocyte-associated 1 homolog,chrOU015510.1,+,A5SS,0.379195897656,1,"0.688,0.886,0.838,0.657","0.833,1.0,0.73,0.758",-0.063,5750451,5751030,5750451,5750896,5751538,5751738,"44,31,31,23","10,2,3,6","40,16,27,25","4,0,5,4",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875402,serine/threonine-protein kinase ICK,chrOU015510.1,-,A5SS,0.283668248699,1,"0.827,1.0,1.0,0.268","0.815,1.0,1.0,1.0",-0.18,5881551,5881815,5881587,5881815,5880977,5881189,"13,4,7,1","2,0,0,2","6,8,5,5","1,0,0,0",135,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875402,serine/threonine-protein kinase ICK,chrOU015510.1,-,A5SS,1,1,"0.0,NA,1.0,0.0","NA,0.658,1.0,0.0",-0.219,5887721,5887895,5887725,5887895,5885578,5885819,"0,0,1,0","2,0,0,3","0,2,2,0","0,1,0,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875356,neuronal acetylcholine receptor subunit alpha-5-like,chrOU015510.1,+,A5SS,1,1,"0.852,1.0,1.0,1.0","0.952,1.0,1.0,0.908",-0.002,5967325,5967478,5967325,5967457,5967545,5967978,"14,16,4,15","2,0,0,0","24,6,6,12","1,0,0,1",120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874006,protein FAM8A1,chrOU015510.1,-,A5SS,0.332285838185,1,"0.545,0.375,0.31,1.0","0.419,0.0,0.444,0.286",0.27,1215144,1215441,1215210,1215441,1214602,1214814,"4,2,3,3","2,2,4,0","6,0,4,2","5,1,3,3",165,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"1.0,NA,0.0,NA","NA,NA,1.0,0.0",0,1427234,1427617,1427234,1427476,1428792,1429222,"1,0,0,0","0,0,1,0","0,0,1,0","0,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"NA,NA,0.0,NA","NA,NA,1.0,0.0",-0.5,1427234,1427675,1427234,1427476,1428792,1429222,"0,0,0,0","0,0,1,0","0,0,1,0","0,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"NA,NA,0.0,NA","NA,NA,1.0,0.0",-0.5,1427234,1427893,1427234,1427476,1428792,1429222,"0,0,0,0","0,0,1,0","0,0,1,0","0,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"0.654,NA,NA,NA","NA,1.0,1.0,1.0",-0.346,1427234,1427675,1427234,1427617,1428792,1429222,"3,0,0,0","1,0,0,0","0,1,1,1","0,0,0,0",157,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"0.667,NA,1.0,1.0","1.0,1.0,1.0,1.0",-0.111,1427234,1427893,1427234,1427617,1428792,1429222,"4,0,1,1","1,0,0,0","1,1,1,2","0,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"NA,NA,0.0,NA","0.0,0.0,1.0,NA",-0.333,1427234,1427675,1427234,1427476,1428832,1429222,"0,0,0,0","0,0,2,0","0,0,1,0","1,1,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881153,microprocessor complex subunit DGCR8,chrOU015511.1,+,A5SS,1,1,"1.0,NA,0.0,NA","0.0,0.333,1.0,NA",0.056,1427234,1427893,1427234,1427476,1428832,1429222,"3,0,0,0","0,0,2,0","0,1,1,0","1,1,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880000,acetylcholinesterase-like,chrOU015514.1,+,A5SS,1,1,"0.391,0.0,0.0,0.0","0.0,0.49,0.0,0.0",-0.025,1673000,1673169,1673000,1673165,1676681,1677006,"2,0,0,0","3,2,1,5","0,1,0,0","7,1,1,6",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880219,titin homolog,chrOU015519.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.792",0.052,1938543,1938774,1938543,1938717,1938849,1939052,"19,15,9,5","0,0,0,0","14,5,8,6","0,0,0,1",156,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877217,vacuolar protein sorting-associated protein 41 homolog,chrOU015513.1,-,A5SS,0.383513311468,1,"0.795,0.894,0.837,0.841","0.9,0.737,0.849,0.929",-0.012,5401646,5401691,5401653,5401691,5401500,5401574,"29,18,22,17","7,2,4,3","29,9,18,14","3,3,3,1",106,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876003,probable cytosolic Fe-S cluster assembly factor AGAP009023,chrOU015518.1,-,A5SS,0.587067872139,1,"0.723,0.624,0.554,0.336","0.518,0.465,0.607,0.561",0.021,590939,591095,590954,591095,590604,590869,"39,21,20,7","13,11,14,12","31,15,16,25","25,15,9,17",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880195,diacylglycerol kinase theta,chrOU015506.1,+,A5SS,1,1,"0.723,1.0,0.723,0.723","1.0,1.0,0.465,0.723",-0.005,10688649,10688821,10688649,10688806,10692984,10693128,"3,2,3,3","1,0,1,1","5,1,1,3","0,0,1,1",114,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874142,protein CREBRF homolog,chrOU015505.1,+,A5SS,1,1,"1.0,NA,NA,0.663","1.0,1.0,1.0,NA",-0.168,2226776,2227320,2226776,2227268,2227373,2227465,"1,0,0,3","0,0,0,1","5,1,3,0","0,0,0,0",151,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880868,protein Lilipod,chrOU015511.1,-,A5SS,0.75345035599,1,"0.884,1.0,0.762,1.0","0.928,1.0,0.795,0.795",0.032,2044300,2044532,2044432,2044532,2042524,2044170,"76,26,32,27","5,0,5,0","77,25,31,31","3,0,4,4",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877011,hemicentin-1,chrOU015514.1,-,A5SS,1,1,"0.658,0.658,0.49,0.0","0.0,0.49,0.49,NA",0.125,2842887,2842956,2842891,2842956,2840982,2841003,"2,2,1,0","1,1,1,2","0,2,2,0","2,2,2,0",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872131,ral GTPase-activating protein subunit beta,chrOU015506.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,0.894,1.0,1.0",0.026,3919652,3919793,3919652,3919763,3919865,3920104,"35,19,22,17","0,0,0,0","24,11,15,20","0,1,0,0",129,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871875,calcium-dependent secretion activator,chrOU015504.1,+,A5SS,0.730289030509,1,"0.576,0.829,0.327,0.0","0.267,0.493,0.721,0.744",-0.123,16935358,16935662,16935358,16935659,16935985,16936142,"7,5,2,0","5,1,4,2","3,4,8,3","8,4,3,1",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880140,putative uncharacterized protein DDB_G0289963,chrOU015511.1,+,A5SS,1,1,"1.0,1.0,1.0,1.0","1.0,1.0,1.0,0.977",0.006,2247172,2247807,2247172,2247600,2248474,2248713,"148,74,91,50","0,0,0,0","116,40,53,86","0,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877008,peroxidasin,chrOU015514.1,-,A5SS,0.302082843364,1,"0.649,0.822,1.0,1.0","1.0,1.0,1.0,0.236",0.059,2797072,2797608,2797080,2797608,2796078,2796285,"2,5,1,1","1,1,0,0","4,1,2,1","0,0,0,3",107,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881039,uncharacterized LOC114881039,chrOU015511.1,-,A5SS,0.614859774456,1,"0.29,0.29,0.0,0.192","0.073,0.29,0.175,0.064",0.042,2711815,2711892,2711820,2711892,2711592,2711664,"3,3,0,1","7,7,8,4","1,3,2,1","12,7,9,14",104,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881039,uncharacterized LOC114881039,chrOU015511.1,-,A5SS,1,1,"NA,1.0,NA,NA","0.0,NA,NA,0.495",0.752,2712013,2712427,2712015,2712427,2711820,2711888,"0,1,0,0","0,0,0,0","0,0,0,1","2,0,0,1",101,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881039,uncharacterized LOC114881039,chrOU015511.1,-,A5SS,1,1,"0.782,1.0,1.0,1.0","1.0,1.0,1.0,0.855",-0.018,2712013,2712427,2712015,2712427,2711820,2711892,"11,13,6,2","3,0,0,0","8,5,4,12","0,0,0,2",101,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875762,ataxin-8-like,chrOU015511.1,-,A5SS,1,1,"1.0,NA,NA,1.0","0.371,1.0,NA,NA",0.315,3185176,3185474,3185245,3185474,3184305,3184336,"1,0,0,1","0,0,0,0","1,1,0,0","1,0,0,0",168,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875751,spermatogenesis-associated protein 20,chrOU015511.1,+,A5SS,1,1,"0.278,0.49,NA,0.325","0.292,0.658,0.391,0.794",-0.169,3495795,3496037,3495795,3496033,3496973,3497133,"2,2,0,2","5,2,0,4","3,2,2,4","7,1,3,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875751,spermatogenesis-associated protein 20,chrOU015511.1,+,A5SS,0.641166428349,1,"0.604,0.753,1.0,1.0","1.0,1.0,0.604,0.753",0,3495796,3496033,3495796,3496002,3497538,3497902,"4,4,3,2","2,1,0,0","3,5,6,4","0,0,3,1",130,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875751,spermatogenesis-associated protein 20,chrOU015511.1,+,A5SS,0.617733236987,1,"0.425,0.747,1.0,1.0","1.0,1.0,0.552,0.689",-0.017,3495796,3496037,3495796,3496002,3497538,3497902,"2,4,4,1","2,1,0,0","5,5,5,3","0,0,3,1",134,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875751,spermatogenesis-associated protein 20,chrOU015511.1,+,A5SS,1,1,"0.0,NA,1.0,0.0","1.0,0.49,0.325,0.0",-0.12,3495796,3496037,3495796,3496033,3497538,3497902,"0,0,1,0","2,0,0,1","2,1,1,0","0,1,2,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872137,poly(rC)-binding protein 3,chrOU015512.1,+,A5SS,0.748047934218,1,"0.197,0.135,0.207,0.143","0.159,0.158,0.206,0.216",-0.014,2576865,2577270,2576865,2576988,2584653,2584750,"30,10,12,8","61,32,23,24","33,24,26,27","87,64,50,49",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878173,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,chrOU015511.1,+,A5SS,1,1,"0.0,0.0,0.053,0.05","0.113,0.1,0.118,0.028",-0.064,4333948,4334237,4333948,4334225,4335655,4335791,"0,0,1,1","31,12,16,17","5,2,3,1","35,16,20,31",111,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877113,ubiquitin thioesterase trabid,chrOU015511.1,-,A5SS,0.342024246959,1,"0.254,0.176,0.243,0.339","0.282,0.366,0.215,0.317",-0.042,4755650,4756090,4755654,4756090,4753349,4755572,"17,8,9,8","48,36,27,15","18,15,12,14","44,25,42,29",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871358,uncharacterized LOC114871358,chrOU015506.1,-,A5SS,1,1,"0.0,1.0,0.246,1.0","NA,NA,0.661,0.394",0.034,3945987,3946147,3946040,3946147,3945746,3945870,"0,2,1,1","1,0,2,0","0,0,3,1","0,0,1,1",152,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878981,protein abrupt,chrOU015517.1,+,A5SS,1,1,"NA,NA,1.0,NA","NA,NA,NA,0.49",0.51,3577422,3577536,3577422,3577532,3590845,3591226,"0,0,1,0","0,0,0,0","0,0,0,1","0,0,0,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878981,protein abrupt,chrOU015517.1,+,A5SS,1,1,"0.572,1.0,0.401,1.0","1.0,1.0,1.0,1.0",-0.257,3577542,3577729,3577542,3577680,3590845,3591226,"2,1,1,1","1,0,1,0","1,4,3,3","0,0,0,0",148,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877095,aladin-like,chrOU015511.1,-,A5SS,1,1,"0.5,0.333,NA,0.5","NA,0.5,1.0,0.2",-0.122,4857673,4858604,4858159,4858604,4856787,4856920,"2,1,0,2","1,1,0,1","0,2,1,1","0,1,0,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877094,uncharacterized LOC114877094,chrOU015511.1,+,A5SS,0.960665798003,1,"0.336,0.095,0.143,0.485","0.277,0.202,0.196,0.341",0.011,4885189,4885549,4885189,4885543,4886190,4886492,"15,1,3,8","28,9,17,8","13,7,8,11","32,26,31,20",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877094,uncharacterized LOC114877094,chrOU015511.1,+,A5SS,0.239570361471,1,"0.159,0.653,0.386,0.0","0.266,0.447,0.261,0.205",0.005,4885189,4885555,4885189,4885549,4886190,4886492,"3,2,2,0","15,1,3,8","5,6,3,3","13,7,8,11",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871073,TOM1-like protein 2,chrOU015508.1,-,A5SS,0.812589975967,1,"0.937,0.978,0.981,0.908","1.0,1.0,0.846,0.956",0,1738818,1738951,1738920,1738951,1737227,1737715,"180,88,101,59","6,1,1,3","142,89,77,86","0,0,7,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872671,ADP-ribosylation factor-like protein 6,chrOU015506.1,-,A5SS,0.505114841002,1,"0.607,0.34,0.34,0.607","0.673,1.0,0.508,0.279",-0.141,1784490,1784762,1784583,1784762,1782197,1782377,"3,1,3,3","1,1,3,1","4,4,4,3","1,0,2,4",192,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875159,lisH domain-containing protein ARMC9-like,chrOU015511.1,+,A5SS,1,1,"0.892,1.0,0.429,1.0","NA,1.0,NA,1.0",-0.17,5626260,5626390,5626260,5626357,5626458,5626520,"11,3,2,1","1,0,2,0","0,5,0,1","0,0,0,0",132,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880372,uncharacterized LOC114880372,chrOU015511.1,+,A5SS,1,1,"1.0,0.0,NA,1.0","NA,NA,1.0,1.0",-0.333,6074429,6074743,6074429,6074697,6080939,6082344,"1,0,0,1","0,2,0,0","0,0,1,1","0,0,0,0",145,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877203,uncharacterized LOC114877203,chrOU015511.1,+,A5SS,1,1,"0.0,0.0,0.0,0.0","0.0,0.0,0.301,0.0",-0.075,6304950,6305288,6304950,6305272,6309967,6310386,"0,0,0,0","3,5,5,3","0,0,1,0","6,3,2,2",115,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874236,protein kibra,chrOU015513.1,-,A5SS,1,1,"1.0,NA,1.0,0.574","0.402,1.0,1.0,0.402",0.157,9942464,9944221,9942512,9944221,9941937,9942078,"4,0,1,2","0,0,0,1","1,3,1,1","1,0,0,1",147,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874236,protein kibra,chrOU015513.1,-,A5SS,0.85807923865,1,"0.402,0.183,0.0,0.31","0.144,0.473,0.119,0.296",-0.034,9942464,9944221,9942512,9944221,9941937,9942166,"4,1,0,4","4,3,4,6","2,4,1,5","8,3,5,8",147,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877204,WD repeat-containing and planar cell polarity effector protein fritz,chrOU015511.1,+,A5SS,0.586265792177,1,"0.0,0.0,0.037,0.0","0.0,0.084,0.084,0.133",-0.066,6406814,6406938,6406814,6406929,6407019,6407229,"0,0,1,0","24,19,24,7","0,1,1,2","19,10,10,12",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114882709,ubiquitin conjugation factor E4 A,chrOU015508.1,-,A5SS,1,1,"1.0,0.978,1.0,1.0","1.0,0.941,1.0,1.0",0.009,136323,136567,136466,136567,136058,136221,"157,88,80,89","0,1,0,0","132,64,77,86","0,2,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873569,uncharacterized LOC114873569,chrOU015516.1,+,A5SS,0.942929172154,1,"0.934,0.907,0.914,0.932","0.92,0.945,0.914,0.92",-0.003,9130307,9130470,9130307,9130453,9130623,9130719,"200,114,124,80","12,10,10,5","189,101,87,135","14,5,7,10",116,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872724,CTD nuclear envelope phosphatase 1 homolog,chrOU015517.1,+,A5SS,0.374071748234,1,"0.391,0.459,0.478,0.492","0.47,0.519,0.567,0.455",-0.048,4028698,4028960,4028698,4028951,4029393,4029460,"28,25,20,19","40,27,20,18","31,20,20,20","32,17,14,22",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880997,zinc transporter 1,chrOU015511.1,+,A5SS,0.62842838359,1,"0.394,0.178,0.661,1.0","0.494,0.566,0.394,0.494",0.071,6694644,6695239,6694644,6695186,6696576,6696938,"3,1,3,6","3,3,1,0","3,4,2,3","2,2,2,2",152,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879651,uncharacterized LOC114879651,chrOU015513.1,-,A5SS,1,1,"1.0,0.471,NA,NA","1.0,1.0,1.0,NA",-0.264,10536977,10537214,10536989,10537214,10536805,10536888,"1,1,0,0","0,1,0,0","1,1,1,0","0,0,0,0",111,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873763,uncharacterized LOC114873763,chrOU015514.1,-,A5SS,1,1,"1.0,NA,NA,NA","NA,NA,0.0,NA",1,6745498,6745829,6745503,6745829,6720944,6721180,"1,0,0,0","0,0,0,0","0,0,0,0","0,0,1,0",104,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878920,dystrobrevin beta-like,chrOU015514.1,-,A5SS,0.66817047683,1,"0.653,0.71,0.521,0.597","0.68,0.675,0.515,0.435",0.044,9342449,9342568,9342455,9342568,9341599,9341765,"24,13,15,11","12,5,13,7","18,11,9,9","8,5,8,11",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876875,uncharacterized LOC114876875,chrOU015511.1,+,A5SS,0.889563463296,1,"0.407,1.0,0.673,0.256","0.654,0.696,0.632,0.407",-0.013,7281552,7281632,7281552,7281587,7282164,7282323,"4,4,6,1","4,0,2,2","11,10,10,2","4,3,4,2",144,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877961,serine protease nudel,chrOU015511.1,-,A5SS,0.471958728807,1,"0.806,0.786,0.854,0.975","0.923,0.772,0.314,0.829",0.146,7444176,7445046,7444185,7445046,7443421,7444066,"86,4,32,43","19,1,5,1","13,59,1,37","1,16,2,7",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871315,tudor domain-containing protein 5-like,chrOU015515.1,-,A5SS,1,1,"1.0,1.0,1.0,1.0","0.929,1.0,1.0,1.0",0.018,3152863,3154727,3153052,3154727,3152591,3152787,"26,12,7,17","0,0,0,0","26,14,12,15","1,0,0,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878089,optomotor-blind protein,chrOU015511.1,+,A5SS,1,1,"1.0,1.0,0.0,NA","1.0,1.0,1.0,0.733",-0.267,7828368,7828531,7828368,7828522,7861789,7861936,"2,1,0,0","0,0,1,0","7,1,1,3","0,0,0,1",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877722,7SK snRNA methylphosphate capping enzyme-like,chrOU015514.1,-,A5SS,0.73527500534,1,"1.0,0.733,1.0,0.882","0.9,0.636,0.846,1.0",0.058,2057044,2058749,2057764,2058749,2054801,2056276,"13,11,14,15","0,2,0,1","18,7,11,17","1,2,1,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873710,phenoloxidase-activating factor 2-like,chrOU015511.1,+,A5SS,0.987622827427,1,"0.145,0.116,0.122,0.108","0.129,0.116,0.127,0.124",-0.001,8389686,8390097,8389686,8390055,8390552,8390861,"171,75,101,77","706,400,508,445","160,63,77,97","761,336,373,479",141,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871644,serine/arginine repetitive matrix protein 1-like,chrOU015509.1,+,A5SS,0.853774638964,1,"0.864,0.895,0.91,0.812","0.906,0.865,0.84,0.889",-0.005,2381932,2382445,2381932,2382112,2382596,2382819,"114,51,61,52","9,3,3,6","115,77,63,80","6,6,6,5",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875316,sorting nexin-27,chrOU015511.1,-,A5SS,1,1,"0.975,1.0,0.939,0.871","0.958,0.909,0.948,0.965",0.001,9341710,9341802,9341714,9341802,9340008,9340187,"41,33,16,14","1,0,1,2","48,31,19,29","2,3,1,1",103,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875249,probable malonyl-CoA-acyl carrier protein transacylase,chrOU015511.1,-,A5SS,1,1,"1.0,0.767,1.0,1.0","0.706,1.0,1.0,0.474",0.147,9391510,9392208,9391576,9392208,9390599,9391405,"10,11,4,8","0,2,0,0","4,3,5,3","1,0,0,2",165,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114875233,antichymotrypsin-2-like,chrOU015511.1,-,A5SS,1,1,"0.927,1.0,0.864,1.0","1.0,1.0,1.0,0.891",-0.025,9551150,9551245,9551160,9551245,9550143,9550339,"14,10,7,5","1,0,1,0","13,3,11,9","0,0,0,1",109,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
