Orthogroup	Bombus_terrestris	Vespa_mandarinia
OG0003845	XP_012176114.1	XP_035739934.1
OG0003846	XP_003394615.1	XP_035743352.1
OG0003847	XP_012174241.1	XP_035722162.1
OG0003848	XP_003395820.1, XP_012164354.1	XP_035727970.1, XP_035727969.1
OG0003849	XP_003400188.1	XP_035734278.1
OG0003850	XP_003398559.1	XP_035736696.1
OG0003852	XP_003402305.2	XP_035724992.1
OG0003853	XP_003400083.2	XP_035721416.1
OG0003854	XP_012170484.1	XP_035731886.1
OG0003855	XP_003397557.1	XP_035738009.1
OG0003856	XP_003401541.1	XP_035733799.1, XP_035733797.1, XP_035733796.1
OG0003857	XP_003397343.1	XP_035730798.1
OG0003858	XP_003393762.1, XP_012171087.1, XP_012171074.1	XP_035726436.1, XP_035726438.1, XP_035726437.1
OG0003859	XP_003396156.1	XP_035723901.1
OG0003860	NP_001267862.1	XP_035717409.1
OG0003861	XP_003397931.1	XP_035740311.1, XP_035740310.1
OG0003862	XP_003399549.1	XP_035731852.1
OG0003863	XP_012168019.1	XP_035728957.1
OG0003864	XP_003402983.1, XP_012174747.1	XP_035742818.1
OG0003865	XP_003401265.1, XP_003401264.1	XP_035735177.1
OG0003866	XP_003397986.1	XP_035729570.1
OG0003867	XP_020723653.1	XP_035723875.1
OG0003868	XP_012167944.1, XP_003398260.1	XP_035733187.1
OG0003869	XP_003399054.1	XP_035723122.1
OG0003870	XP_003393674.1	XP_035740870.1
OG0003871	XP_020720764.1, XP_012168535.1, XP_012168534.1	XP_035724594.1
OG0003872	XP_012173307.1	XP_035738828.1, XP_035738827.1
OG0003873	XP_012165920.1	XP_035726635.1
OG0003874	XP_012164064.1	XP_035728688.1
OG0003875	XP_003397230.1	XP_035726108.1
OG0003876	XP_012164640.1	XP_035738388.1
OG0003877	XP_003400115.1	XP_035727676.1, XP_035727677.1, XP_035727675.1
OG0003878	XP_012168580.1	XP_035720369.1
OG0003879	XP_012166836.1	XP_035723050.1
OG0003880	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1	XP_035721142.1
OG0003881	XP_020718897.1, XP_003395781.1	XP_035717227.1
OG0003882	XP_020724190.1	XP_035722477.1, XP_035722479.1
OG0003883	XP_003401855.1	XP_035721277.1
OG0003884	XP_012163849.1	XP_035724247.1
OG0003885	XP_003402476.1	XP_035741602.1, XP_035741601.1
OG0003886	XP_012176406.1	XP_035743684.1
OG0003887	XP_020724324.1, XP_012176067.1, XP_020724323.1	XP_035740302.1, XP_035740303.1
OG0003888	XP_003393605.1	XP_035737789.1
OG0003889	XP_012176166.2	XP_035742474.1, XP_035742475.1, XP_035733598.1
OG0003890	XP_020720074.1	XP_035734065.1, XP_035734063.1
OG0003891	XP_020722769.1	XP_035736151.1
OG0003892	XP_003400402.1	XP_035743337.1
OG0003893	XP_003399859.1	XP_035742324.1
OG0003894	XP_003398517.1	XP_035738443.1
OG0003895	XP_003396092.1	XP_035726725.1, XP_035726724.1, XP_035726723.1
OG0003896	XP_012173932.1	XP_035727124.1
OG0003897	XP_012173494.1, XP_012173493.1	XP_035739094.1
OG0003898	XP_003393443.1	XP_035741665.1
OG0003899	XP_003400851.1	XP_035725468.1
OG0003900	XP_003397205.1	XP_035724330.1
OG0003901	XP_003393189.1	XP_035717672.1
OG0003902	XP_012170394.1, XP_020721669.1	XP_035731275.1
OG0003903	XP_012173368.1	XP_035718088.1
OG0003904	XP_012175893.1	XP_035730598.1, XP_035730600.1, XP_035730599.1
OG0003905	XP_012169149.1	XP_035737153.1
OG0003906	XP_003402506.1, XP_012174117.1	XP_035730548.1
OG0003907	XP_003398274.1	XP_035739183.1
OG0003908	XP_003396034.1	XP_035726411.1
OG0003909	XP_003401804.1	XP_035743286.1
OG0003910	XP_003393750.2	XP_035726258.1, XP_035726257.1
OG0003911	XP_012171942.1, XP_012171941.1	XP_035725054.1
OG0003912	XP_012172905.1	XP_035721017.1
OG0003913	XP_003398502.1	XP_035740890.1
OG0003914	XP_003393610.1	XP_035737812.1
OG0003915	XP_012166130.1	XP_035738805.1, XP_035738804.1
OG0003916	XP_003393408.1	XP_035736861.1
OG0003917	XP_020720461.1, XP_003397446.1	XP_035729612.1
OG0003918	XP_012164806.1	XP_035727577.1
OG0003919	XP_003398268.1	XP_035717224.1, XP_035717223.1
OG0003920	XP_003397663.1	XP_035730515.1
OG0003921	XP_020723363.1	XP_035740875.1
OG0003922	XP_003399540.1	XP_035723258.1, XP_035723259.1
OG0003923	XP_012174543.2	XP_035722871.1, XP_035722872.1
OG0003924	XP_003397839.1	XP_035740268.1
OG0003925	XP_003401946.1	XP_035720346.1
OG0003926	XP_003399888.1	XP_035738103.1
OG0003927	XP_012170826.1	XP_035720710.1
OG0003928	XP_012164426.1	XP_035729501.1
OG0003929	XP_012165285.1	XP_035737732.1
OG0003930	XP_003398362.1	XP_035724600.1
OG0003931	XP_003396019.2	XP_035735006.1
OG0003932	XP_003397951.1	XP_035741680.1
OG0003933	XP_012164908.1	XP_035738414.1
OG0003934	XP_012174485.1	XP_035730344.1
OG0003935	XP_003398498.1	XP_035722585.1
OG0003936	XP_012163744.1	XP_035737650.1
OG0003937	XP_020721302.1, XP_012169626.1, XP_012169625.1	XP_035719140.1, XP_035719138.1
OG0003938	XP_003399647.1	XP_035724446.1
OG0003939	XP_003394834.1	XP_035723858.1
OG0003940	XP_003401320.1	XP_035727976.1
OG0003941	XP_020722719.1	XP_035732011.1
OG0003942	XP_003393805.1	XP_035718538.1
OG0003943	XP_003395400.3	XP_035744238.1
OG0003944	XP_003396729.1, XP_012165834.1	XP_035731900.1
OG0003945	XP_012168882.1, XP_003398816.1	XP_035726780.1
OG0003946	XP_003400489.1	XP_035740564.1
OG0003947	XP_020723296.1	XP_035725105.1
OG0003948	XP_003393349.1	XP_035728655.1, XP_035728647.1, XP_035728640.1
OG0003950	XP_012171996.1	XP_035728307.1, XP_035728308.1
OG0003951	XP_020723016.1, XP_020723015.1	XP_035741587.1
OG0003952	XP_020721095.1	XP_035729498.1
OG0003953	XP_003402612.1	XP_035740232.1
OG0003954	XP_003396412.1	XP_035735045.1
OG0003955	XP_003399704.1	XP_035731385.1
OG0003956	XP_003395102.1	XP_035729488.1
OG0003957	XP_003400268.1	XP_035720866.1
OG0003958	XP_003401106.1	XP_035722542.1
OG0003959	XP_003396727.2	XP_035735302.1
OG0003960	XP_012164425.1	XP_035725349.1
OG0003961	XP_003403088.1, XP_012175084.1, XP_020723834.1, XP_020723833.1	XP_035729470.1
OG0003962	XP_003393846.1	XP_035732961.1
OG0003963	XP_003400656.1	XP_035731686.1
OG0003964	XP_012167985.1	XP_035730442.1, XP_035730431.1
OG0003965	XP_003396468.1	XP_035732470.1
OG0003966	XP_012170337.1	XP_035741154.1
OG0003967	XP_012167226.1	XP_035735200.1
OG0003968	XP_003395516.1	XP_035730862.1
OG0003969	XP_003394133.1	XP_035743294.1
OG0003970	XP_003395316.1	XP_035721059.1
OG0003971	XP_020721947.1, XP_012170719.1	XP_035739064.1
OG0003972	XP_003395507.1	XP_035730853.1
OG0003973	XP_012166308.1	XP_035717559.1
OG0003974	XP_003398826.1	XP_035730852.1
OG0003975	XP_003397479.1	XP_035724857.1
OG0003976	XP_003395686.1	XP_035728148.1
OG0003977	XP_012175257.1	XP_035718687.1
OG0003978	XP_012170299.1	XP_035738462.1
OG0003979	XP_012176448.1	XP_035739671.1
OG0003980	XP_012168607.1, XP_003398795.1	XP_035739757.1
OG0003981	XP_012172090.1	XP_035734974.1, XP_035734968.1
OG0003982	XP_003398920.1	XP_035743591.1
OG0003983	XP_003396643.1	XP_035721291.1
OG0003984	XP_003393647.1	XP_035718571.1
OG0003985	XP_020722528.1, XP_020722527.1, XP_003401037.1	XP_035728130.1
OG0003986	XP_003397473.1	XP_035724336.1
OG0003987	XP_003393172.1	XP_035744210.1
OG0003988	XP_020718818.1	XP_035724570.1, XP_035724562.1
OG0003989	XP_003400137.1	XP_035732054.1
OG0003990	XP_012176719.1	XP_035724405.1
OG0003991	XP_003398876.1	XP_035734801.1
OG0003992	XP_003401777.1	XP_035742085.1
OG0003994	XP_003394789.1	XP_035739544.1
OG0003995	XP_012176250.1	XP_035731443.1
OG0003996	XP_003395712.1	XP_035732664.1
OG0003997	XP_012165049.1	XP_035728931.1
OG0003998	XP_020721051.1	XP_035723077.1
OG0003999	XP_003399684.1	XP_035721916.1
OG0004000	XP_003402661.1	XP_035733367.1
OG0004001	XP_003401758.2, XP_012173142.1	XP_035718133.1
OG0004002	XP_012168251.1, XP_003398516.2	XP_035733605.1
OG0004003	XP_012174654.1	XP_035739471.1
OG0004004	XP_020724001.1	XP_035733374.1
OG0004005	XP_003399646.1	XP_035724095.1
OG0004006	XP_012171056.1	XP_035717929.1, XP_035717928.1
OG0004007	XP_003393086.1	XP_035720625.1
OG0004008	XP_012167408.1	XP_035728446.1
OG0004009	XP_020722462.1	XP_035729440.1
OG0004010	XP_012172555.1	XP_035728881.1
OG0004011	XP_003399212.1	XP_035733862.1
OG0004012	XP_003393499.2	XP_035736804.1
OG0004013	XP_012166115.1, XP_020719374.1, XP_020719373.1	XP_035725465.1, XP_035725462.1
OG0004014	XP_003399713.1	XP_035735369.1
OG0004016	XP_003398873.1	XP_035729441.1
OG0004017	XP_003400935.2	XP_035723806.1
OG0004018	XP_012169300.1	XP_035731393.1
OG0004019	XP_020718661.1	XP_035724458.1
OG0004020	XP_012167054.1	XP_035731783.1
OG0004021	XP_012167005.1	XP_035721210.1
OG0004022	XP_012176512.1, XP_003394684.1	XP_035737401.1
OG0004023	XP_003400506.1	XP_035740389.1
OG0004025	XP_003396230.1	XP_035719371.1, XP_035719373.1, XP_035719370.1
OG0004026	XP_020723057.1	XP_035732181.1
OG0004027	XP_020720688.1	XP_035722201.1, XP_035722199.1
OG0004028	XP_012168252.2	XP_035736761.1, XP_035736764.1
OG0004029	XP_012173730.1, XP_020723197.1	XP_035730803.1
OG0004030	XP_012171639.1	XP_035740912.1
OG0004031	XP_003393928.1	XP_035728618.1
OG0004033	XP_003394274.1, XP_020724065.1	XP_035739824.1
OG0004034	XP_003400742.1, XP_020722281.1	XP_035733213.1
OG0004035	XP_003403208.1	XP_035738641.1
OG0004036	XP_003393876.2	XP_035733409.1
OG0004037	XP_003396838.1	XP_035744271.1
OG0004038	XP_003403073.1	XP_035732499.1
OG0004040	XP_012170900.1	XP_035720761.1
OG0004042	XP_003401807.1	XP_035742856.1
OG0004043	XP_012166231.2	XP_035736668.1
OG0004044	XP_020718486.1	XP_035735054.1, XP_035735057.1
OG0004045	XP_003401353.1	XP_035732093.1
OG0004046	XP_003396012.1	XP_035720290.1, XP_035720281.1, XP_035720301.1
OG0004047	XP_012164903.1	XP_035737864.1, XP_035737856.1
OG0004048	XP_003398806.1	XP_035734390.1
OG0004049	XP_012176084.1	XP_035738694.1
OG0004050	XP_020721615.1, XP_020721614.1	XP_035741161.1
OG0004051	XP_003394896.1	XP_035731634.1
OG0004052	XP_003401084.1	XP_035722510.1
OG0004053	XP_003393744.1	XP_035742586.1
OG0004054	XP_012170345.1	XP_035722839.1
OG0004055	XP_003398182.1	XP_035737011.1, XP_035737067.1
OG0004056	XP_020718827.1	XP_035742556.1, XP_035742555.1
OG0004058	XP_003401058.1	XP_035730639.1
OG0004059	XP_020718261.1, XP_003393428.1	XP_035728869.1
OG0004060	XP_020718960.1	XP_035723583.1
OG0004061	XP_020721814.1	XP_035736892.1, XP_035736893.1
OG0004062	XP_012167630.1, XP_003398023.1	XP_035730239.1
OG0004063	XP_012176036.1	XP_035734463.1
OG0004064	XP_012166325.1	XP_035718783.1
OG0004065	XP_020720826.1	XP_035728980.1, XP_035728982.1
OG0004066	XP_020721985.1	XP_035736379.1
OG0004067	XP_003395266.2	XP_035723608.1
OG0004068	XP_012168628.1	XP_035723988.1
OG0004069	XP_003402198.1	XP_035731934.1
OG0004070	XP_012173752.1	XP_035729983.1
OG0004071	XP_012171968.1, XP_003400961.1	XP_035724626.1
OG0004072	XP_003400785.1	XP_035741311.1
OG0004073	XP_003394773.2	XP_035732673.1
OG0004074	XP_003393173.1	XP_035740733.1
OG0004075	XP_003400562.1	XP_035735660.1
OG0004076	XP_003399094.1	XP_035731134.1
OG0004077	XP_012172747.1	XP_035728076.1, XP_035728078.1
OG0004078	XP_003399539.1	XP_035718984.1
OG0004079	XP_012166312.1	XP_035740056.1
OG0004080	XP_003402662.1	XP_035733503.1
OG0004081	XP_012169588.1	XP_035739709.1, XP_035739717.1
OG0004082	XP_003399802.1	XP_035734984.1
OG0004083	XP_003400805.1	XP_035734731.1
OG0004085	XP_012167921.1	XP_035730173.1
OG0004086	XP_020722495.1, XP_020722491.1	XP_035739570.1
OG0004087	XP_012164199.1, XP_012164198.1	XP_035732052.1
OG0004088	XP_012175923.2	XP_035734587.1
OG0004089	XP_012170846.1	XP_035743579.1
OG0004090	XP_020723299.1	XP_035734598.1, XP_035734599.1, XP_035734600.1
OG0004091	XP_003394884.1	XP_035732055.1
OG0004092	XP_003400758.1	XP_035735811.1
OG0004093	XP_020720880.1, XP_020720873.1	XP_035722822.1
OG0004094	XP_020719489.1	XP_035720188.1
OG0004095	XP_003393076.1	XP_035738075.1
OG0004096	XP_012175672.1, XP_012175673.1	XP_035720249.1
OG0004097	XP_003396351.1	XP_035731266.1
OG0004099	XP_003395065.1	XP_035722522.1
OG0004100	XP_003399219.1	XP_035738349.1
OG0004101	XP_012174460.1, XP_012174458.1	XP_035727444.1
OG0004102	XP_003394728.1	XP_035727231.1
OG0004103	XP_012174910.1	XP_035741524.1
OG0004104	XP_020723275.1	XP_035744037.1
OG0004105	XP_003402172.1	XP_035741443.1
OG0004106	XP_012171343.1, XP_012171346.1	XP_035736722.1
OG0004107	XP_012176353.2	XP_035729761.1, XP_035729760.1
OG0004109	XP_003393417.1	XP_035736981.1
OG0004110	XP_012164278.1, XP_012164279.1, XP_003395753.1	XP_035742862.1
OG0004111	XP_012164684.1	XP_035734205.1, XP_035734206.1
OG0004112	XP_020718499.1	XP_035737666.1
OG0004113	XP_003393702.1	XP_035739124.1, XP_035739123.1
OG0004114	XP_003398524.1	XP_035738465.1, XP_035738464.1
OG0004116	XP_012166590.1	XP_035731895.1
OG0004117	XP_020719123.1	XP_035732283.1, XP_035732284.1, XP_035732287.1
OG0004119	XP_012166433.2	XP_035735994.1, XP_035735818.1, XP_035735911.1
OG0004120	XP_003395561.1	XP_035742838.1
OG0004121	XP_012167853.1	XP_035717536.1
OG0004122	XP_012174223.1	XP_035734137.1
OG0004123	XP_003393425.1, XP_012168306.1	XP_035726648.1
OG0004124	XP_012165163.1	XP_035743002.1
OG0004125	XP_012174848.1, XP_003402996.2	XP_035742806.1
OG0004126	XP_020722289.1	XP_035721947.1
OG0004127	XP_003398102.1, XP_012167798.1	XP_035738378.1
OG0004128	XP_003397134.1	XP_035744133.1
OG0004129	XP_012173007.1	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1
OG0004130	XP_012166413.1	XP_035733718.1
OG0004131	XP_020720084.1	XP_035739715.1
OG0004132	XP_003401966.1	XP_035737227.1
OG0004133	XP_012169042.1	XP_035739242.1
OG0004134	XP_020723279.1, XP_020723278.1	XP_035727169.1, XP_035727178.1
OG0004135	XP_003396731.1	XP_035731909.1, XP_035731907.1, XP_035731908.1
OG0004136	XP_020721679.1, XP_020721678.1	XP_035733960.1
OG0004137	XP_012172424.1	XP_035729638.1, XP_035729636.1, XP_035729637.1
OG0004138	XP_012165176.1	XP_035723449.1
OG0004139	XP_012171711.1	XP_035741841.1
OG0004141	XP_003399771.1	XP_035741127.1
OG0004142	XP_020721603.1	XP_035739033.1
OG0004143	XP_012167999.1, XP_003398299.2	XP_035732269.1
OG0004144	XP_012174031.1	XP_035742935.1
OG0004145	XP_020718811.1	XP_035724100.1
OG0004146	XP_003403348.1	XP_035728347.1
OG0004147	XP_012166280.1	XP_035741514.1
OG0004148	XP_020720982.1	XP_035743559.1
OG0004149	XP_003398179.1	XP_035743892.1
OG0004150	XP_012172461.1, XP_012172462.1	XP_035734499.1, XP_035734497.1, XP_035734498.1
OG0004151	XP_003398139.2	XP_035736769.1
OG0004152	XP_020720137.1	XP_035735259.1, XP_035735518.1
OG0004153	XP_020723337.1, XP_012164514.2	XP_035723985.1
OG0004154	XP_020723408.1	XP_035730364.1
OG0004155	XP_020723074.1	XP_035741937.1
OG0004157	XP_020724322.1, XP_020724320.1	XP_035727222.1
OG0004158	XP_012168013.1	XP_035743063.1
OG0004159	XP_003397943.1	XP_035729994.1
OG0004160	XP_020720715.1	XP_035744269.1
OG0004161	XP_012167536.1	XP_035717907.1, XP_035717915.1
OG0004162	XP_012174391.1	XP_035725411.1
OG0004163	XP_003393802.1	XP_035726235.1
OG0004164	XP_003400670.1	XP_035722211.1, XP_035722212.1, XP_035722213.1
OG0004165	XP_020723624.1	XP_035738420.1
OG0004166	XP_003394331.1	XP_035737609.1, XP_035737610.1
OG0004167	XP_012176756.1, XP_003394835.1	XP_035720534.1
OG0004168	XP_012176035.1	XP_035734484.1
OG0004169	XP_003396026.1	XP_035724798.1
OG0004170	XP_012166586.1	XP_035729232.1
OG0004171	XP_003394367.1	XP_035744276.1
OG0004172	XP_012163841.1	XP_035730777.1, XP_035730775.1
OG0004173	XP_012166058.1	XP_035718583.1
OG0004174	XP_012173372.1	XP_035744171.1, XP_035744117.1
OG0004175	XP_012172346.1	XP_035738839.1
OG0004176	XP_012163938.1, XP_012163936.1	XP_035730765.1, XP_035730771.1
OG0004177	XP_003394323.1	XP_035733606.1, XP_035733617.1
OG0004178	XP_012168226.1	XP_035722587.1
OG0004179	XP_003400844.1	XP_035725627.1
OG0004180	XP_020723822.1	XP_035737312.1
OG0004181	XP_003394184.1	XP_035730027.1, XP_035730028.1
OG0004182	XP_003398726.1	XP_035740117.1
OG0004183	XP_012165528.2	XP_035719791.1, XP_035719792.1
OG0004184	XP_020722790.1	XP_035728549.1
OG0004185	XP_012167202.1	XP_035744067.1
OG0004186	XP_020720479.1	XP_035718296.1
OG0004187	XP_003394769.1	XP_035738826.1
OG0004188	XP_020723709.1	XP_035738124.1
OG0004189	XP_012167045.2	XP_035734845.1
OG0004190	XP_020722912.1	XP_035722618.1
OG0004191	XP_003398465.1	XP_035741700.1
OG0004192	XP_003400220.1	XP_035732056.1
OG0004193	XP_012175598.1	XP_035737284.1
OG0004194	XP_003393779.1	XP_035722501.1
OG0004195	XP_003394594.1	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1
OG0004196	XP_020723514.1	XP_035730379.1, XP_035730377.1
OG0004197	XP_003397401.1	XP_035742036.1
OG0004198	XP_020721038.1	XP_035726708.1
OG0004199	XP_003397179.1	XP_035737594.1, XP_035737601.1
OG0004201	XP_003398075.1	XP_035740723.1, XP_035740721.1
OG0004202	XP_012165266.1	XP_035725976.1
OG0004203	XP_003403369.1	XP_035736300.1
OG0004204	XP_003397565.2	XP_035740250.1
OG0004205	XP_003397822.1	XP_035739604.1
OG0004206	XP_012170998.1	XP_035730713.1
OG0004207	XP_003395104.1	XP_035717802.1
OG0004209	XP_012172545.1	XP_035728915.1
OG0004210	XP_003398285.1	XP_035730546.1, XP_035730537.1
OG0004211	XP_003402694.1	XP_035737251.1, XP_035737252.1
OG0004212	XP_003403337.1	XP_035740886.1
OG0004213	XP_020718841.1	XP_035732614.1
OG0004214	XP_003397651.1	XP_035731116.1
OG0004215	XP_003398239.1, XP_012167744.1	XP_035719584.1
OG0004216	XP_003397214.1	XP_035742724.1
OG0004217	XP_020719140.1, XP_020719141.1	XP_035720784.1
OG0004218	XP_020719122.1	XP_035720626.1
OG0004219	XP_012165630.1	XP_035728938.1, XP_035728939.1
OG0004220	XP_003399525.1, XP_012169968.1	XP_035731785.1
OG0004222	XP_003399673.1	XP_035724454.1, XP_035724456.1, XP_035724455.1
OG0004223	XP_003395787.1	XP_035724226.1, XP_035724227.1
OG0004224	XP_020724296.1	XP_035743280.1
OG0004225	XP_003400393.1	XP_035721143.1
OG0004227	XP_020724078.1, XP_012175886.1	XP_035730606.1, XP_035730605.1
OG0004228	XP_020720887.1, XP_012168660.1, XP_012168659.1, XP_003398680.1	XP_035722092.1, XP_035722093.1
OG0004229	XP_003397158.1	XP_035717345.1
OG0004230	XP_012171422.1, XP_012171418.1	XP_035727206.1, XP_035727195.1
OG0004231	XP_020722794.1	XP_035739737.1
OG0004232	XP_020722782.1	XP_035718508.1
OG0004233	XP_003393098.1	XP_035717175.1
OG0004234	XP_003395581.1	XP_035720682.1
OG0004235	XP_020718576.1	XP_035743645.1, XP_035743640.1
OG0004236	XP_020722593.1, XP_012172049.1	XP_035727943.1
OG0004237	XP_012172937.1	XP_035743204.1
OG0004238	XP_012169031.2	XP_035736031.1, XP_035736021.1
OG0004240	XP_003400065.1	XP_035736401.1, XP_035736382.1, XP_035736392.1
OG0004241	XP_012167939.1	XP_035729264.1, XP_035729265.1
OG0004242	XP_020724330.1	XP_035742066.1
OG0004243	XP_012175562.1	XP_035722921.1, XP_035722922.1
OG0004244	XP_012176081.1	XP_035728426.1
OG0004246	XP_012169538.1	XP_035723859.1
OG0004248	XP_012170064.1	XP_035741996.1
OG0004249	XP_020718920.1	XP_035717140.1
OG0004250	XP_012164501.1	XP_035721102.1, XP_035721101.1, XP_035721103.1
OG0004251	XP_012169111.1, XP_003398966.1	XP_035726876.1
OG0004253	XP_003393215.2	XP_035718481.1
OG0004254	XP_003393338.1	XP_035728872.1
OG0004255	XP_012171854.1, XP_003400814.1	XP_035741077.1
OG0004256	XP_003393658.1	XP_035739147.1
OG0004257	XP_012163764.2	XP_035740383.1
OG0004258	XP_003401899.1	XP_035725116.1
OG0004259	XP_012168856.1, XP_012168871.1, XP_012168878.1, XP_012168863.1, XP_012168881.1	XP_035718281.1, XP_035718280.1
OG0004260	XP_003393825.1, XP_012175089.1, XP_012175083.1, XP_020722033.1	XP_035741730.1
OG0004261	XP_003394473.1	XP_035717515.1, XP_035717526.1, XP_035717535.1
OG0004262	XP_020718230.1	XP_035727233.1
OG0004263	XP_020718585.1, XP_003394957.1	XP_035734406.1
OG0004264	XP_003394932.1, XP_020718512.1	XP_035725740.1, XP_035725739.1, XP_035725734.1
OG0004265	XP_020722405.1	XP_035731052.1
OG0004266	XP_012164999.1	XP_035742175.1, XP_035742174.1, XP_035742177.1, XP_035742176.1, XP_035742171.1, XP_035742173.1, XP_035742172.1
OG0004267	XP_003399865.1	XP_035736283.1, XP_035736284.1, XP_035736279.1, XP_035736282.1, XP_035736281.1
OG0004268	XP_003397877.1	XP_035740275.1
OG0004269	XP_020722979.1, XP_012172966.1, XP_020722980.1, XP_012172962.1, XP_012172963.1, XP_012172964.1, XP_012172965.1, XP_003401671.1, XP_020722978.1	XP_035738338.1
OG0004275	XP_012172045.1	XP_035727960.1
OG0004276	XP_003393070.1	XP_035726615.1
OG0004277	XP_003397448.1	XP_035737110.1
OG0004278	XP_012164051.1	XP_035717356.1
OG0004279	XP_012170152.1	XP_035739348.1
OG0004280	XP_003397228.1	XP_035741808.1
OG0004281	XP_003393484.1	XP_035729783.1
OG0004282	XP_003395129.1	XP_035730957.1
OG0004283	XP_003393793.1, XP_003393797.1	XP_035722999.1
OG0004284	XP_003399883.1	XP_035738067.1
OG0004285	XP_003396764.1	XP_035727761.1
OG0004286	XP_003397453.3	XP_035730538.1
OG0004287	XP_003396892.1	XP_035741042.1
OG0004288	XP_003394841.1	XP_035720808.1, XP_035720826.1
OG0004289	XP_020723186.1	XP_035727551.1
OG0004290	XP_012171286.1, XP_003400472.1, XP_003400473.1	XP_035720101.1
OG0004291	XP_003395873.1, XP_003395875.1	XP_035726119.1
OG0004292	XP_003394100.1	XP_035725596.1
OG0004293	XP_003397010.1	XP_035736655.1
OG0004294	XP_003401525.1	XP_035738185.1
OG0004295	XP_012173875.1	XP_035727192.1
OG0004296	XP_003396177.1	XP_035733883.1
OG0004297	XP_003397583.2	XP_035723241.1
OG0004298	XP_003398444.1	XP_035718206.1, XP_035718208.1
OG0004299	XP_003396600.1	XP_035743342.1
OG0004300	XP_012163642.1	XP_035723863.1, XP_035723864.1
OG0004301	XP_012164439.1	XP_035732070.1
OG0004302	XP_012166007.2	XP_035720276.1
