Orthogroup	Bombus_terrestris	Drosophila_melanogaster
OG0003409	XP_003397420.1	NP_001285650.1
OG0003410	XP_003397456.1	NP_001259845.1
OG0003411	XP_003393003.1	NP_001286978.1
OG0003412	XP_012165317.1, XP_020719328.1	NP_649538.1
OG0003413	XP_003393951.1, XP_012175666.1	NP_572216.1
OG0003414	XP_003402116.1	NP_511051.1, NP_651620.1
OG0003416	XP_003400888.1	NP_477246.2
OG0003417	XP_012163159.1, XP_003394872.1	NP_573081.1
OG0003418	XP_012174546.1	NP_608528.1
OG0003419	XP_003398727.1	NP_001097860.1, NP_524750.2
OG0003420	XP_003397430.1	NP_648841.1
OG0003421	XP_003397388.1	NP_610477.2
OG0003423	XP_003394231.1	NP_001246150.1
OG0003424	XP_003398125.1	NP_610179.2
OG0003425	XP_003397438.1	NP_647780.1
OG0003426	XP_012166342.1	NP_001259879.1
OG0003427	XP_012174792.1	NP_524319.2
OG0003428	XP_012173657.1	NP_001262182.1
OG0003430	XP_020719803.1	NP_001188988.1
OG0003431	XP_003398714.1	NP_511098.1
OG0003432	XP_012166277.1	NP_524087.3
OG0003433	XP_020719223.1, XP_012165947.1	NP_001262205.1
OG0003435	XP_003396357.1	NP_001286451.1
OG0003436	XP_003396482.1	NP_001096984.1
OG0003437	XP_020723885.1	NP_730525.2
OG0003438	XP_020718677.1	NP_001262354.2
OG0003439	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1	NP_001284867.1
OG0003441	XP_003394510.1	NP_001286822.1
OG0003442	XP_003398932.1	NP_652016.1
OG0003443	XP_012174081.1	NP_001247055.1
OG0003444	XP_012170821.2	NP_611495.1
OG0003445	XP_003393575.1	NP_001368979.1
OG0003446	XP_003394673.1	NP_476803.1, NP_476694.1
OG0003447	XP_003400493.1	NP_524380.1
OG0003448	XP_020719521.1	NP_524858.1
OG0003449	XP_012166095.2	NP_610548.2
OG0003450	XP_003394524.1	NP_611341.1, NP_523784.2
OG0003451	XP_012175637.1	NP_728074.1
OG0003452	XP_012167551.1, XP_003397866.1	NP_001245766.1
OG0003453	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1	NP_650076.1
OG0003454	XP_003402092.1, XP_012173374.1	NP_523805.1
OG0003455	XP_012166419.1, XP_012166418.1, XP_012166420.1	NP_524075.2
OG0003456	XP_003393586.1	NP_609365.3
OG0003457	XP_003397544.1	NP_001246926.1
OG0003458	XP_020722383.1	NP_649782.1
OG0003459	XP_003397938.1	NP_001285450.1, NP_610738.1
OG0003460	XP_003393593.2	NP_523934.1
OG0003461	XP_020722167.1, XP_020722164.1	NP_001259747.1
OG0003462	XP_012169183.1	NP_727769.3
OG0003463	XP_003398065.1	NP_001262379.1
OG0003464	XP_003393068.1, XP_012163643.1	NP_725084.2, NP_650032.1
OG0003465	XP_012170130.1	NP_730815.2
OG0003466	XP_003403100.1	NP_001262696.1
OG0003467	XP_003397188.1	NP_001033895.1
OG0003468	XP_012170491.1	NP_608936.1, NP_001163143.1
OG0003470	XP_003401292.1	NP_001261364.1
OG0003471	XP_012166543.1, XP_003397209.1	NP_609186.1
OG0003472	XP_020724289.1	NP_610891.1
OG0003473	XP_003399117.1	NP_001245516.1
OG0003474	XP_003395173.1	NP_001163313.1
OG0003475	XP_012167161.1	NP_477453.1
OG0003476	XP_012172672.1	NP_611547.2
OG0003477	XP_012168386.1, XP_012168385.1	NP_523419.1
OG0003478	XP_012175129.1	NP_001262821.1
OG0003479	XP_003402562.1	NP_476701.1, NP_524411.1
OG0003480	XP_020719042.1, XP_020719041.1	NP_001260252.1
OG0003481	XP_020720651.1	NP_001036603.1
OG0003482	XP_012164772.1	NP_611955.2
OG0003483	XP_003395520.1	NP_732610.1
OG0003484	XP_012164591.1	NP_729420.1, NP_001259705.1
OG0003485	XP_012164420.1, XP_020718869.1	NP_572915.1
OG0003486	XP_003393625.1	NP_001260713.1
OG0003487	XP_003401921.1	NP_001285522.1
OG0003488	XP_003395652.1	NP_001286851.1
OG0003489	XP_003393033.1	NP_001260143.1
OG0003491	XP_020721001.1	NP_001163420.1
OG0003493	XP_003399033.1	NP_995847.1
OG0003494	XP_003396915.1	NP_001097740.1
OG0003495	XP_003401073.1	NP_651224.1
OG0003497	XP_012163541.1	NP_001262426.1
OG0003498	XP_003392871.1	NP_725517.2
OG0003499	XP_012171291.1	NP_001262755.1
OG0003500	XP_012168790.1, XP_012168789.1	NP_610612.1
OG0003501	XP_003402365.1	NP_648929.1
OG0003502	XP_003396994.1	NP_001259726.1
OG0003503	XP_003394479.1	NP_648536.1
OG0003504	XP_003402180.1	NP_476768.1
OG0003506	XP_012175765.1	NP_001261171.1
OG0003507	XP_020722171.1	NP_523670.2
OG0003508	XP_003398733.1	NP_650404.1, NP_572929.1
OG0003509	XP_012174478.1	NP_608811.2
OG0003510	XP_003393502.1	NP_001097013.2
OG0003511	XP_003398635.2, XP_020723871.1, XP_003403409.2	NP_610452.2
OG0003512	XP_012164666.1	NP_001285437.1
OG0003513	XP_012167836.1	NP_001246578.1
OG0003515	XP_020718715.1, XP_012164209.1	NP_001286894.1
OG0003516	XP_012169809.1	NP_001015402.3, NP_652484.1
OG0003517	XP_003399368.1	NP_572927.1
OG0003518	XP_003399079.1	NP_001014592.1
OG0003519	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1	NP_523834.1
OG0003520	XP_003402231.1	NP_001284712.1
OG0003521	XP_012167293.1	NP_651327.1
OG0003522	XP_012169456.1, XP_003399179.1	NP_650487.1
OG0003523	XP_012166747.1	NP_572207.1, NP_649390.1
OG0003524	XP_020722814.1	NP_610295.1, NP_609667.2, NP_001097332.1
OG0003525	XP_003395919.1	NP_001246660.1
OG0003526	XP_012171650.1	NP_001285323.1
OG0003527	XP_020718438.1	NP_524617.3
OG0003528	XP_003400760.2	NP_001162835.1
OG0003529	XP_020718265.1, XP_012175898.1	NP_609803.1
OG0003530	XP_020722430.1	NP_001189224.1
OG0003531	XP_012170751.1	NP_001246496.1
OG0003532	XP_003399690.1	NP_524775.1
OG0003533	XP_003397508.1	NP_572804.1
OG0003534	XP_012172617.1	NP_726773.2
OG0003535	XP_003393281.1	NP_648818.3
OG0003536	XP_003397936.1	NP_001334682.1
OG0003538	XP_003397552.1	NP_001286840.1
OG0003539	XP_003393064.1	NP_001259679.1
OG0003540	XP_012163734.1	NP_001262668.1
OG0003541	XP_003399070.1	NP_001285144.1, NP_001262829.1
OG0003542	XP_003402488.1	NP_608745.1
OG0003543	XP_020723476.1	NP_572639.2
OG0003544	XP_003399716.1	NP_001260220.1
OG0003545	XP_020721827.1	NP_611861.1, NP_511100.1
OG0003546	XP_003393420.1	NP_652335.1
OG0003547	XP_012173687.1	NP_788434.1
OG0003549	XP_003398377.1	NP_610842.1
OG0003550	XP_020723417.1, XP_012174091.1	NP_608792.1
OG0003551	XP_003400833.1, XP_012171880.1	NP_001287595.1
OG0003552	XP_012173753.1	NP_001245771.1
OG0003553	XP_003398337.1	NP_001286937.1
OG0003554	XP_003401774.2	NP_610421.1
OG0003555	XP_003394162.1	NP_569948.3
OG0003556	XP_003401624.1	NP_572286.1
OG0003557	XP_003395315.1	NP_652054.1
OG0003560	XP_020718562.1	NP_649937.1
OG0003561	XP_020722374.1, XP_003400946.1	NP_648551.3
OG0003562	XP_012170143.1	NP_726776.1
OG0003563	XP_012176123.1	NP_524340.2
OG0003564	XP_012170707.1	NP_001260401.1, NP_609533.1
OG0003565	XP_003396666.1	NP_611962.2
OG0003566	XP_012171759.1, XP_003400894.1	NP_610798.1
OG0003567	XP_020718824.1	NP_524351.1
OG0003568	XP_012169593.1	NP_001036444.1
OG0003569	XP_012169599.2	NP_001259065.1
OG0003570	XP_020722373.1, XP_012171932.1	NP_650256.2
OG0003571	XP_003401325.1	NP_609641.1
OG0003572	XP_012172795.1	NP_725534.1
OG0003573	XP_012163535.1	NP_001163746.1
OG0003574	XP_003397736.1	NP_649699.1
OG0003575	XP_012173751.1	NP_001261871.1
OG0003576	XP_012167998.2	NP_001162879.1
OG0003577	XP_012167897.1	NP_001245936.1
OG0003578	XP_003402630.1	NP_650054.2
OG0003579	XP_012168001.1	NP_733115.1, NP_001285192.1
OG0003580	XP_003401655.1	NP_511143.2
OG0003581	XP_003395903.1	NP_001286265.1
OG0003582	XP_003393784.1, XP_020721323.1	NP_569947.2
OG0003583	XP_012176544.1	NP_652189.1
OG0003584	XP_003401911.1	NP_001246145.1
OG0003585	XP_003397704.1	NP_733027.2
OG0003586	XP_003395092.1	NP_649134.3
OG0003587	XP_012173353.1	NP_724916.1
OG0003588	XP_020718806.1	NP_001014614.1
OG0003589	XP_003402285.1	NP_996132.1
OG0003591	XP_012176698.1	NP_524597.1
OG0003592	XP_012164576.1	NP_524652.1
OG0003593	XP_012164855.1	NP_001286401.1
OG0003596	XP_003397233.1	NP_648348.1
OG0003597	XP_012175919.2, XP_012175918.1	NP_001261943.1
OG0003598	XP_012167375.1	NP_001247400.1
OG0003599	XP_012166821.1	NP_610813.3
OG0003600	XP_020723269.1, XP_020723268.1, XP_012173861.1	NP_652069.2
OG0003601	XP_003395629.1	NP_001247153.1
OG0003602	XP_012170769.1, XP_003403387.2	NP_996141.2
OG0003603	XP_003399042.1, XP_012169235.1	NP_524366.1
OG0003604	XP_012169956.1	NP_647677.2
OG0003605	XP_012166042.1	NP_612073.2
OG0003606	XP_020718317.1	NP_524810.2
OG0003607	XP_012165162.1	NP_649008.2
OG0003608	XP_012163239.1	NP_609634.1
OG0003609	XP_012166936.2	NP_608886.1
OG0003610	XP_003394611.2	NP_651726.1
OG0003611	XP_003398763.1	NP_523583.2
OG0003612	XP_012172194.1	NP_477303.1
OG0003613	XP_003394301.1	NP_570069.1
OG0003614	XP_003394584.1	NP_523541.2
OG0003615	XP_003395483.1	NP_611687.1
OG0003616	XP_012169719.1	NP_001262982.1
OG0003617	XP_020723165.1	NP_001260440.1
OG0003618	XP_003400995.1	NP_511065.1
OG0003619	XP_003398224.1	NP_523898.1
OG0003620	XP_020723368.1	NP_611053.1
OG0003621	XP_012173204.1	NP_725799.1
OG0003623	XP_020719351.1	NP_001261078.1
OG0003624	XP_012174115.1	NP_001260192.1
OG0003625	XP_012171227.1	NP_732109.2
OG0003626	XP_012172164.1	NP_476722.1
OG0003627	XP_012172938.2	NP_725451.1
OG0003628	XP_003397605.1	NP_001247372.1
OG0003629	XP_003401146.1	NP_649520.1
OG0003630	XP_012168911.2	NP_001259267.1
OG0003631	XP_012176565.1, XP_012176564.1	NP_611946.2
OG0003632	XP_020720474.1	NP_001014758.2
OG0003633	XP_003395122.1	NP_648604.2
OG0003634	XP_003399197.1	NP_608349.1
OG0003635	XP_012164787.1	NP_608498.3
OG0003636	XP_020721799.1, XP_003400090.1	NP_477119.1
OG0003637	XP_012174947.1	NP_477440.1
OG0003638	XP_012167857.1	NP_649194.1
OG0003639	XP_003398728.1	NP_001262035.1
OG0003640	XP_020721121.1	NP_001097136.2
OG0003641	XP_020722906.1	NP_001247023.2
OG0003642	XP_012172877.1	NP_001247399.1
OG0003643	XP_020721960.1	NP_611345.1
OG0003644	XP_012171534.1	NP_610446.1, NP_610447.2
OG0003645	XP_012176334.1	NP_001014722.1
OG0003646	XP_003398690.1	NP_001285636.1
OG0003647	XP_012176133.2	NP_572814.1, NP_722953.1
OG0003648	XP_020722335.1	NP_649176.1
OG0003649	XP_012170372.1, XP_012170367.1	NP_001096981.2
OG0003650	XP_020724206.1	NP_001260032.1
OG0003653	XP_003394393.1	NP_572704.1
OG0003655	XP_003393295.1	NP_001162707.1, NP_573297.1, NP_001097020.1
OG0003656	XP_012175963.1	NP_609092.1
OG0003657	XP_012170011.1	NP_724708.1
OG0003658	XP_012175099.1	NP_001262034.1
OG0003661	XP_012167107.1	NP_001285240.1
OG0003663	XP_012166208.1, XP_012166209.1	NP_001261019.1
OG0003665	XP_012164802.1	NP_001261794.1
OG0003666	XP_003396069.1	NP_611750.1
OG0003667	XP_012173324.1	NP_001285128.1
OG0003668	XP_012169584.1	NP_650452.1
OG0003669	XP_003400215.1	NP_569851.2
OG0003670	XP_003399292.1, XP_020721304.1, XP_020721303.1	NP_608859.1
OG0003671	XP_003394632.1	NP_610592.1
OG0003672	XP_003395365.2	NP_001287600.1, NP_001287601.1
OG0003673	XP_020721729.1, XP_012169850.1, XP_012169851.1	NP_608377.1
OG0003674	XP_012169014.1, XP_012169013.1	NP_611267.1
OG0003675	XP_003393766.1	NP_001284923.1
OG0003676	XP_012174448.1	NP_651213.1
OG0003677	XP_012163989.1	NP_001262249.1
OG0003678	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1	NP_651899.2
OG0003679	XP_012165818.1	NP_001246615.1
OG0003680	XP_020720724.1, XP_020720727.1	NP_001014504.1
OG0003681	XP_003397161.1	NP_001261697.1
OG0003682	XP_012168180.1	NP_001137924.1
OG0003683	XP_020723372.1, XP_003393709.1	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1
OG0003684	XP_003400693.1	NP_001260326.1
OG0003686	XP_020723680.1	NP_572247.2
OG0003687	XP_012164237.1	NP_001286701.1
OG0003689	XP_020723902.1	NP_723220.2
OG0003689	XP_020723900.1	NP_001285690.1
OG0003690	XP_003395748.1	NP_650943.1
OG0003691	XP_012173978.1	NP_647620.1
OG0003692	XP_020723394.1	NP_001097079.1
OG0003703	XP_003395573.1	NP_001263091.1
OG0003709	XP_003394858.1	NP_001287407.1
OG0003710	XP_012176347.1	NP_476636.1
OG0003711	XP_003399787.1	NP_001260887.1
OG0003712	XP_003398378.1	NP_001262202.1
OG0003713	XP_012176145.1	NP_477407.1, NP_996415.1
OG0003714	XP_003397274.1	NP_476797.1
OG0003715	XP_012165426.1	NP_001261198.1, NP_001261197.1
OG0003716	XP_012173401.1, XP_012173402.1	NP_001262080.1
OG0003719	XP_003398188.1	NP_647949.1
OG0003720	XP_012170722.1	NP_572259.1, NP_572260.2, NP_572262.1
OG0003721	XP_012175060.1	NP_001334713.1, NP_610961.1
OG0003722	XP_003392860.1	NP_649059.1
OG0003723	XP_003402655.1	NP_648783.4
OG0003724	XP_003403107.1	NP_001033967.1
OG0003726	XP_012164471.1, XP_012164472.1, XP_003395340.1	NP_001287108.1
OG0003727	XP_003394476.1, XP_012176414.1	NP_611407.1
OG0003728	XP_012164327.1	NP_001097742.1
OG0003729	XP_003398256.1	NP_001247264.1, NP_647942.1
OG0003730	XP_003403345.1	NP_001189310.1
OG0003731	XP_003394616.1	NP_001259630.1
OG0003732	XP_003402554.1	NP_001188553.1, NP_001262481.1
OG0003733	XP_003398287.1	NP_731777.1, NP_523840.1
OG0003734	XP_003400687.1	NP_001303480.1, NP_727447.1
OG0003735	XP_003401424.1	NP_651684.1
OG0003736	XP_012175878.1	NP_649702.2
OG0003737	XP_003396800.1	NP_001261952.1
OG0003738	XP_003395291.1	NP_610343.1
OG0003739	XP_003401518.1	NP_001247139.1
OG0003740	XP_003401553.1	NP_609492.1
OG0003741	XP_003396719.1	NP_647961.1
OG0003742	XP_012163334.1	NP_610417.1
OG0003743	XP_012165953.1	NP_001188928.1, NP_001287533.1
OG0003744	XP_003400991.1	NP_524719.1
OG0003745	XP_003394350.1	NP_001259103.1
OG0003746	XP_012163881.1	NP_649352.1
OG0003747	XP_020718372.1	NP_001260028.1
OG0003748	XP_012168566.1	NP_611632.3
OG0003749	XP_003400317.1	NP_732419.1, NP_609366.2
OG0003750	XP_012168130.1	NP_726111.1
OG0003751	XP_012175469.1, XP_012168014.1	NP_731267.1
OG0003752	XP_012164661.1	NP_610168.1, NP_001260612.1
OG0003753	XP_012172907.1	NP_572396.1, NP_651724.1, NP_001261261.1
OG0003754	XP_012171814.1	NP_001285266.1, NP_649161.1
OG0003755	XP_003398815.1	NP_001137699.1
OG0003756	XP_003395667.1	NP_650331.1
OG0003757	XP_003401545.1	NP_511045.1
OG0003758	XP_003394907.1	NP_650784.3
OG0003759	XP_003398720.2	NP_001246908.1
OG0003760	XP_003394717.1	NP_609878.1, NP_001259750.1
OG0003761	XP_012166085.1	NP_001188681.1
OG0003762	XP_003394458.1	NP_650214.1
OG0003763	XP_003401036.1	NP_001287349.1
OG0003764	XP_020721411.1	NP_649241.1
OG0003765	XP_003399812.1	NP_001284709.1
OG0003766	XP_003394009.1, XP_012174123.1	NP_523407.1
OG0003767	XP_003395306.1	NP_001033885.1
OG0003768	XP_003402853.1	NP_608575.1
OG0003769	XP_020720595.1, XP_003398359.1, XP_020720594.1	NP_608619.1
OG0003770	XP_003402581.1	NP_001285352.1
OG0003771	XP_003401828.1	NP_651296.1
OG0003772	XP_003395590.1	NP_609822.1, NP_650473.1
OG0003773	XP_003395332.2	NP_001259808.1
OG0003774	XP_012170978.1	NP_569980.1
OG0003775	XP_003394171.1	NP_648527.1
OG0003776	XP_003399757.1	NP_649048.1
OG0003777	XP_012167149.1	NP_001260520.2
OG0003778	XP_020718480.1	NP_788548.1
OG0003779	XP_003402657.1	NP_609918.1
OG0003780	XP_012171654.1	NP_611446.3, NP_647716.1
OG0003781	XP_012166948.1	NP_001261879.1
OG0003782	XP_003397313.1	NP_649399.1, NP_001284805.1
OG0003783	XP_003401568.1	NP_001262846.1
OG0003784	XP_003400255.1	NP_733061.1
OG0003785	XP_003399519.1	NP_610974.1, NP_001285320.1
OG0003786	XP_003401629.1	NP_001097074.1
OG0003787	XP_003397613.1	NP_648037.1
OG0003788	XP_003402136.1	NP_511106.1
OG0003789	XP_003394456.1	NP_732338.1
OG0003790	XP_003393097.1	NP_001262023.1
OG0003791	XP_012164696.1	NP_001246448.1
OG0003792	XP_003395898.2	NP_001188815.1
OG0003793	XP_003392951.1	NP_650317.3
OG0003794	XP_020720539.1	NP_001285058.1
OG0003795	XP_012172248.1, XP_003401119.1	NP_524134.1
OG0003796	XP_003402558.1, XP_020723441.1	NP_001285371.1
OG0003797	XP_020718925.1, XP_003395568.1	NP_651340.1
OG0003798	XP_003394776.1	NP_001188780.1
OG0003799	XP_012176545.1	NP_610451.1
OG0003800	XP_003400744.3	NP_651825.4, NP_610916.1
OG0003801	XP_003399830.1	NP_572526.1
OG0003802	XP_012172080.1	NP_001262901.1, NP_611191.1
OG0003803	XP_012174194.2	NP_648168.1
OG0003804	XP_003396198.1	NP_648144.3
OG0003805	XP_003397540.1	NP_649541.1
OG0003806	XP_003401853.1	NP_524537.1
OG0003807	XP_003400763.1	NP_001286908.1
OG0003808	XP_012170572.1	NP_001259814.1
OG0003809	XP_003394060.1	NP_001286673.1
OG0003810	XP_003394847.1	NP_001260063.1
OG0003811	XP_003397856.1	NP_649212.2
OG0003812	XP_003400199.1, XP_012170948.1	NP_001162723.1
OG0003813	XP_003402879.1	NP_525073.1
OG0003814	XP_003400441.2	NP_001261853.1
OG0003815	XP_012169397.1	NP_649455.1
OG0003817	XP_012169368.1	NP_001350858.1
OG0003818	XP_003402156.1, XP_012173716.1	NP_650328.1
OG0003819	XP_003401328.1	NP_001263095.1
OG0003820	XP_020721052.1	NP_001036422.1
OG0003821	XP_012171068.1	NP_609946.1
OG0003822	XP_020719833.1	NP_001036633.2
OG0003824	XP_012164345.1	NP_652145.1
OG0003825	XP_012166466.1, XP_012166465.1	NP_001262701.1
OG0003826	XP_020720011.1	NP_001247206.1
OG0003827	XP_012174352.1	NP_611986.2
OG0003828	XP_003396889.2	NP_001261195.1
OG0003829	XP_012166227.1	NP_001245409.1
OG0003830	XP_012175454.2, XP_012167728.1	NP_001245983.1, NP_723670.2
OG0003831	XP_003400677.1	NP_001260897.1
OG0003832	XP_012173887.1	NP_001137905.1, NP_001261534.1
OG0003833	XP_003399790.1	NP_511048.2
OG0003834	XP_012174670.1	NP_001260368.1
OG0003835	XP_012168709.1	NP_001262920.1
OG0003836	XP_012173196.2	NP_001260135.1
OG0003837	XP_003394757.1	NP_610913.1
OG0003838	XP_003394285.1	NP_610522.1
OG0003839	XP_012173008.1	NP_001262031.1
OG0003840	XP_003401798.1	NP_650660.2
OG0003841	XP_003393847.1	NP_570012.1
OG0003842	XP_012170605.1	NP_573371.1
OG0003843	XP_003403087.1, XP_012174907.1	NP_001261596.1
OG0003844	XP_003397607.1	NP_476904.1
OG0003845	XP_012176114.1	NP_610201.1
OG0003846	XP_003394615.1	NP_001163433.1
OG0003847	XP_012174241.1	NP_732393.1
OG0003848	XP_003395820.1, XP_012164354.1	NP_001247237.1
OG0003849	XP_003400188.1	NP_610044.2
OG0003850	XP_003398559.1	NP_609358.1
OG0003852	XP_003402305.2	NP_001259707.1
OG0003853	XP_003400083.2	NP_609495.1
OG0003854	XP_012170484.1	NP_608657.1
OG0003855	XP_003397557.1	NP_001260765.1
OG0003856	XP_003401541.1	NP_647660.1
OG0003857	XP_003397343.1	NP_788641.1
OG0003859	XP_003396156.1	NP_611549.2
OG0003860	NP_001267862.1	NP_612094.2
OG0003861	XP_003397931.1	NP_001259663.1
OG0003862	XP_003399549.1	NP_001286393.1
OG0003863	XP_012168019.1	NP_569972.1
OG0003864	XP_003402983.1, XP_012174747.1	NP_650951.1, NP_650952.2, NP_001260990.1
OG0003866	XP_003397986.1	NP_001261542.1
OG0003867	XP_020723653.1	NP_609864.1, NP_573096.1
OG0003868	XP_012167944.1, XP_003398260.1	NP_610357.1
OG0003869	XP_003399054.1	NP_788357.1
OG0003870	XP_003393674.1	NP_001368936.1
OG0003871	XP_020720764.1, XP_012168535.1, XP_012168534.1	NP_611535.1
OG0003872	XP_012173307.1	NP_610876.1
OG0003873	XP_012165920.1	NP_001334735.1
OG0003874	XP_012164064.1	NP_001163577.1
OG0003875	XP_003397230.1	NP_572532.1
OG0003876	XP_012164640.1	NP_001259823.1
OG0003877	XP_003400115.1	NP_001285642.1
OG0003878	XP_012168580.1	NP_001097890.1
OG0003879	XP_012166836.1	NP_647918.2
OG0003880	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1	NP_572535.1
OG0003881	XP_020718897.1, XP_003395781.1	NP_001260585.1
OG0003882	XP_020724190.1	NP_001162627.1
OG0003883	XP_003401855.1	NP_573251.1
OG0003884	XP_012163849.1	NP_572907.1
OG0003886	XP_012176406.1	NP_724244.1
OG0003887	XP_020724324.1, XP_012176067.1, XP_020724323.1	NP_476982.1
OG0003888	XP_003393605.1	NP_523797.1, NP_476814.1
OG0003889	XP_012176166.2	NP_610732.1
OG0003890	XP_020720074.1	NP_649876.1
OG0003891	XP_020722769.1	NP_001263108.1
OG0003892	XP_003400402.1	NP_001262069.1
OG0003893	XP_003399859.1	NP_647757.2, NP_001259177.1
OG0003894	XP_003398517.1	NP_001246498.1
OG0003895	XP_003396092.1	NP_001259484.1
OG0003896	XP_012173932.1	NP_608837.2
OG0003897	XP_012173494.1, XP_012173493.1	NP_001261947.1
OG0003898	XP_003393443.1	NP_647707.1
OG0003899	XP_003400851.1	NP_001097186.2, NP_650042.2
OG0003900	XP_003397205.1	NP_651578.1
OG0003901	XP_003393189.1	NP_572401.2
OG0003902	XP_012170394.1, XP_020721669.1	NP_001246118.1
OG0003903	XP_012173368.1	NP_001261922.1
OG0003904	XP_012175893.1	NP_001262697.1
OG0003905	XP_012169149.1	NP_729888.1
OG0003906	XP_003402506.1, XP_012174117.1	NP_001259961.1, NP_611200.2
OG0003907	XP_003398274.1	NP_569906.1
OG0003908	XP_003396034.1	NP_001260726.1
OG0003909	XP_003401804.1	NP_001247006.1
OG0003910	XP_003393750.2	NP_001246673.1
OG0003911	XP_012171942.1, XP_012171941.1	NP_001261606.1
OG0003912	XP_012172905.1	NP_001097238.1
OG0003913	XP_003398502.1	NP_648549.1
OG0003914	XP_003393610.1	NP_001356926.1
OG0003915	XP_012166130.1	NP_001286055.1
OG0003916	XP_003393408.1	NP_611032.2
OG0003917	XP_020720461.1, XP_003397446.1	NP_524287.1
OG0003918	XP_012164806.1	NP_524099.2
OG0003919	XP_003398268.1	NP_001188671.1
OG0003920	XP_003397663.1	NP_001287306.1
OG0003921	XP_020723363.1	NP_001356957.1
OG0003922	XP_003399540.1	NP_609238.1
OG0003923	XP_012174543.2	NP_001263054.1
OG0003924	XP_003397839.1	NP_001245549.1
OG0003925	XP_003401946.1	NP_573225.1
OG0003926	XP_003399888.1	NP_723576.1
OG0003927	XP_012170826.1	NP_649067.2
OG0003928	XP_012164426.1	NP_611175.1
OG0003929	XP_012165285.1	NP_001261060.1
OG0003930	XP_003398362.1	NP_726473.2
OG0003931	XP_003396019.2	NP_524417.1, NP_651961.1
OG0003932	XP_003397951.1	NP_001036655.1
OG0003933	XP_012164908.1	NP_477445.1
OG0003934	XP_012174485.1	NP_648581.1
OG0003935	XP_003398498.1	NP_001287055.1
OG0003936	XP_012163744.1	NP_524483.1
OG0003937	XP_020721302.1, XP_012169626.1, XP_012169625.1	NP_611251.2
OG0003938	XP_003399647.1	NP_001262741.1
OG0003939	XP_003394834.1	NP_001259461.1
OG0003940	XP_003401320.1	NP_650512.1
OG0003941	XP_020722719.1	NP_001259608.1
OG0003943	XP_003395400.3	NP_649905.1
OG0003944	XP_003396729.1, XP_012165834.1	NP_001261149.1
OG0003945	XP_012168882.1, XP_003398816.1	NP_608585.1
OG0003946	XP_003400489.1	NP_647768.3
OG0003947	XP_020723296.1	NP_651180.3
