Orthogroup	Bombus_terrestris	Aedes_aegypti
OG0003345	XP_003398987.1	XP_001649429.1
OG0003346	XP_020723225.1	XP_021694184.1
OG0003347	XP_012163635.1	XP_001656544.2, XP_021711205.1
OG0003348	XP_012166030.1	XP_001650004.2
OG0003349	XP_012166175.1, XP_020719519.1	XP_001657302.2
OG0003350	XP_003395818.1	XP_001655940.2, XP_011493660.2
OG0003351	XP_003403358.1	XP_001659444.2
OG0003352	XP_012171186.1	XP_021697528.1
OG0003353	XP_012176447.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_012168185.1	XP_021709575.1, XP_021709574.1
OG0003355	XP_012167676.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_003402210.1	XP_001648071.1
OG0003357	XP_012163819.1	XP_021693013.1
OG0003358	XP_012176186.1	XP_001652642.1
OG0003360	XP_012175935.1	XP_001648287.1
OG0003361	XP_003402702.1	XP_001650262.2
OG0003362	XP_012169143.1	XP_021693650.1
OG0003363	XP_003394031.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_003398503.1	XP_021694038.1
OG0003365	XP_003394552.1	XP_021701035.1
OG0003366	XP_003397827.1	XP_001659575.2
OG0003367	XP_003401083.1	XP_021710318.1
OG0003368	XP_020721065.1	XP_021704844.1
OG0003369	XP_012164497.1	XP_021700575.1
OG0003370	XP_012172730.1, XP_012172744.1, XP_012172738.1	XP_021705076.1
OG0003371	XP_012170915.1, XP_003400168.1	XP_011493668.1
OG0003372	XP_003394694.1	XP_001656211.1
OG0003373	XP_012173294.1, XP_003401873.1	XP_021713250.1
OG0003374	XP_003395675.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	XP_003403093.1	XP_001655655.1
OG0003376	XP_003393800.1	XP_001661824.1
OG0003377	XP_020724121.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_003402130.1	XP_001659363.2
OG0003379	XP_012171119.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_012170032.1	XP_021696042.1
OG0003381	XP_012175066.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_003401411.1	XP_021706883.1
OG0003383	XP_003400839.1	XP_021697536.1
OG0003384	XP_003400187.1, XP_012170937.1	XP_001650813.1
OG0003385	XP_003393271.1	XP_021700187.1
OG0003386	XP_020722228.1, XP_003400574.1	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_012174698.1, XP_003393798.1	XP_021700800.1
OG0003388	XP_012171064.1	XP_021701053.1, XP_021701054.1
OG0003389	XP_012166547.1	XP_021700040.1, XP_001651259.2
OG0003390	XP_012170451.1	XP_001658447.1
OG0003391	XP_012173395.2	XP_001654317.2, XP_021705665.1
OG0003392	XP_020722516.1	XP_021693393.1
OG0003393	XP_003396408.1, XP_012165441.1	XP_001656145.1
OG0003394	XP_003394195.1	XP_021705938.1, XP_021705930.1
OG0003395	XP_012170429.1	XP_021705169.1, XP_001664040.1
OG0003396	XP_003400093.1	XP_011493008.1
OG0003397	XP_012170199.1	XP_001662676.2
OG0003399	XP_003395681.1	XP_021701868.1
OG0003400	XP_003394203.1	XP_021698320.1
OG0003401	XP_012174733.1	XP_021706701.1
OG0003402	XP_003400904.1	XP_001661872.2
OG0003403	XP_003398686.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_012175889.1	XP_021700429.1
OG0003405	XP_003402674.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_020718332.1	XP_021694133.1
OG0003407	XP_012174891.2, XP_012171230.1	XP_001647891.2
OG0003408	XP_012163653.1	XP_021694851.1
OG0003409	XP_003397420.1	XP_021702362.1
OG0003410	XP_003397456.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_003393003.1	XP_021699680.1
OG0003412	XP_012165317.1, XP_020719328.1	XP_001648070.2
OG0003413	XP_003393951.1, XP_012175666.1	XP_021696036.1, XP_021696037.1
OG0003414	XP_003402116.1	XP_021711683.1
OG0003416	XP_003400888.1	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_012163159.1, XP_003394872.1	XP_001658908.2
OG0003418	XP_012174546.1	XP_021703619.1, XP_021703618.1
OG0003419	XP_003398727.1	XP_001660456.1
OG0003420	XP_003397430.1	XP_021708394.1
OG0003421	XP_003397388.1	XP_001648755.2
OG0003422	XP_020718945.1, XP_020718838.1, XP_020718951.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_003394231.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_003398125.1	XP_001650523.1
OG0003425	XP_003397438.1	XP_001653134.2
OG0003426	XP_012166342.1	XP_021705984.1, XP_021712512.1
OG0003427	XP_012174792.1	XP_001648286.1
OG0003428	XP_012173657.1	XP_001647965.1
OG0003429	XP_020723827.1	XP_021696706.1
OG0003430	XP_020719803.1	XP_021710717.1
OG0003431	XP_003398714.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_012166277.1	XP_021710913.1
OG0003433	XP_020719223.1, XP_012165947.1	XP_021700193.1
OG0003435	XP_003396357.1	XP_021697365.1
OG0003436	XP_003396482.1	XP_021694249.1
OG0003437	XP_020723885.1	XP_001649939.1
OG0003438	XP_020718677.1	XP_021697959.1
OG0003439	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1	XP_021704207.1
OG0003441	XP_003394510.1	XP_021708276.1
OG0003442	XP_003398932.1	XP_021704572.1
OG0003443	XP_012174081.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	XP_012170821.2	XP_001657164.2
OG0003445	XP_003393575.1	XP_001653709.2
OG0003446	XP_003394673.1	XP_001658067.2
OG0003447	XP_003400493.1	XP_001648069.1
OG0003449	XP_012166095.2	XP_021695718.1, XP_021695722.1
OG0003450	XP_003394524.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_012175637.1	XP_021713405.1
OG0003452	XP_012167551.1, XP_003397866.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1	XP_001654273.2
OG0003454	XP_003402092.1, XP_012173374.1	XP_001662432.1
OG0003455	XP_012166419.1, XP_012166418.1, XP_012166420.1	XP_001657756.2
OG0003456	XP_003393586.1	XP_001648651.1
OG0003457	XP_003397544.1	XP_001661208.1
OG0003458	XP_020722383.1	XP_001652791.2
OG0003459	XP_003397938.1	XP_001650928.1
OG0003460	XP_003393593.2	XP_001661200.1, XP_021712284.1
OG0003461	XP_020722167.1, XP_020722164.1	XP_021702974.1, XP_021702992.1
OG0003462	XP_012169183.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_003398065.1	XP_001649212.2
OG0003464	XP_003393068.1, XP_012163643.1	XP_001659196.2
OG0003465	XP_012170130.1	XP_001650323.1
OG0003466	XP_003403100.1	XP_001650815.2
OG0003467	XP_003397188.1	XP_001656428.1
OG0003468	XP_012170491.1	XP_021706135.1, XP_021712256.1
OG0003470	XP_003401292.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_012166543.1, XP_003397209.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_020724289.1	XP_021709179.1
OG0003473	XP_003399117.1	XP_001663844.1
OG0003474	XP_003395173.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_012167161.1	XP_001664044.1
OG0003476	XP_012172672.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_012168386.1, XP_012168385.1	XP_011493555.1
OG0003478	XP_012175129.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_003402562.1	XP_021698798.1
OG0003480	XP_020719042.1, XP_020719041.1	XP_001653389.1
OG0003481	XP_020720651.1	XP_021698973.1
OG0003482	XP_012164772.1	XP_021707584.1
OG0003483	XP_003395520.1	XP_001650303.1
OG0003484	XP_012164591.1	XP_001656451.2
OG0003485	XP_012164420.1, XP_020718869.1	XP_021693874.1
OG0003486	XP_003393625.1	XP_001660583.2
OG0003487	XP_003401921.1	XP_021694695.1
OG0003488	XP_003395652.1	XP_021705877.1, XP_001652210.1
OG0003489	XP_003393033.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_020721001.1	XP_001656061.1
OG0003493	XP_003399033.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_003396915.1	XP_001657669.2
OG0003495	XP_003401073.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_003396707.1	XP_021697821.1
OG0003497	XP_012163541.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_003392871.1	XP_001651510.2
OG0003499	XP_012171291.1	XP_021711565.1
OG0003500	XP_012168790.1, XP_012168789.1	XP_021698173.1
OG0003501	XP_003402365.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_003396994.1	XP_001661830.1
OG0003503	XP_003394479.1	XP_021704432.1
OG0003504	XP_003402180.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_012175765.1	XP_001660737.2
OG0003507	XP_020722171.1	XP_001652711.2
OG0003508	XP_003398733.1	XP_021694125.1
OG0003509	XP_012174478.1	XP_021700503.1
OG0003510	XP_003393502.1	XP_021705802.1
OG0003511	XP_003398635.2, XP_020723871.1, XP_003403409.2	XP_021704391.1, XP_021704392.1
OG0003512	XP_012164666.1	XP_021710188.1
OG0003513	XP_012167836.1	XP_021696112.1
OG0003515	XP_020718715.1, XP_012164209.1	XP_021705993.1
OG0003516	XP_012169809.1	XP_001655445.1
OG0003517	XP_003399368.1	XP_001658626.2
OG0003518	XP_003399079.1	XP_001663586.1
OG0003519	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1	XP_021706584.1
OG0003520	XP_003402231.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_012167293.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_012166747.1	XP_001661656.2
OG0003524	XP_020722814.1	XP_001664284.1
OG0003525	XP_003395919.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_020718438.1	XP_021713117.1
OG0003529	XP_020718265.1, XP_012175898.1	XP_001652025.1
OG0003530	XP_020722430.1	XP_001664302.1
OG0003531	XP_012170751.1	XP_001654051.1
OG0003532	XP_003399690.1	XP_021693046.1
OG0003533	XP_003397508.1	XP_001653936.2
OG0003534	XP_012172617.1	XP_021708256.1, XP_021708252.1
OG0003535	XP_003393281.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_003397936.1	XP_021697461.1
OG0003538	XP_003397552.1	XP_001651650.2
OG0003539	XP_003393064.1	XP_021699864.1
OG0003540	XP_012163734.1	XP_001652203.1, XP_001661508.2, XP_001647653.1
OG0003541	XP_003399070.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_003402488.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_020723476.1	XP_001653099.1
OG0003544	XP_003399716.1	XP_001659424.1
OG0003546	XP_003393420.1	XP_001654726.1
OG0003547	XP_012173687.1	XP_021697339.1
OG0003549	XP_003398377.1	XP_001660943.1
OG0003550	XP_020723417.1, XP_012174091.1	XP_001659134.1
OG0003551	XP_003400833.1, XP_012171880.1	XP_021697730.1
OG0003552	XP_012173753.1	XP_021710310.1
OG0003553	XP_003398337.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_003401774.2	XP_001648132.1
OG0003555	XP_003394162.1	XP_001661240.1
OG0003556	XP_003401624.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	XP_003395315.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003560	XP_020718562.1	XP_001650296.2
OG0003561	XP_020722374.1, XP_003400946.1	XP_001659704.1
OG0003562	XP_012170143.1	XP_021695151.1
OG0003563	XP_012176123.1	XP_021695568.1
OG0003564	XP_012170707.1	XP_021702976.1
OG0003565	XP_003396666.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_012171759.1, XP_003400894.1	XP_021695732.1
OG0003567	XP_020718824.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_012169593.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_012169599.2	XP_021694582.1
OG0003570	XP_020722373.1, XP_012171932.1	XP_001654322.2
OG0003571	XP_003401325.1	XP_001656530.1
OG0003572	XP_012172795.1	XP_001662725.1
OG0003573	XP_012163535.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_003397736.1	XP_001655116.1
OG0003575	XP_012173751.1	XP_001661904.1
OG0003576	XP_012167998.2	XP_001649063.1, XP_021700853.1
OG0003577	XP_012167897.1	XP_021700382.1
OG0003578	XP_003402630.1	XP_001653802.1
OG0003579	XP_012168001.1	XP_021706674.1
OG0003580	XP_003401655.1	XP_001653905.2
OG0003581	XP_003395903.1	XP_021696709.1
OG0003582	XP_003393784.1, XP_020721323.1	XP_021705002.1
OG0003583	XP_012176544.1	XP_001657963.1
OG0003584	XP_003401911.1	XP_021704287.1
OG0003585	XP_003397704.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_003395092.1	XP_021697526.1
OG0003587	XP_012173353.1	XP_001654456.2
OG0003588	XP_020718806.1	XP_021710488.1
OG0003589	XP_003402285.1	XP_001647586.2
OG0003591	XP_012176698.1	XP_021703285.1
OG0003592	XP_012164576.1	XP_021699727.1
OG0003593	XP_012164855.1	XP_021704858.1
OG0003596	XP_003397233.1	XP_001656772.1
OG0003597	XP_012175919.2, XP_012175918.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_012167375.1	XP_021707950.1
OG0003599	XP_012166821.1	XP_021703495.1
OG0003600	XP_020723269.1, XP_020723268.1, XP_012173861.1	XP_021705975.1, XP_001658839.2
OG0003601	XP_003395629.1	XP_001651353.1
OG0003602	XP_012170769.1, XP_003403387.2	XP_001661151.2
OG0003603	XP_003399042.1, XP_012169235.1	XP_001647944.1
OG0003604	XP_012169956.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_012166042.1	XP_021699308.1
OG0003606	XP_020718317.1	XP_001661673.2
OG0003607	XP_012165162.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_012163239.1	XP_021700872.1
OG0003609	XP_012166936.2	XP_021704042.1
OG0003610	XP_003394611.2	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_003398763.1	XP_021706718.1
OG0003612	XP_012172194.1	XP_021699398.1
OG0003613	XP_003394301.1	XP_001656754.1
OG0003614	XP_003394584.1	XP_021703595.1
OG0003615	XP_003395483.1	XP_001651747.1
OG0003616	XP_012169719.1	XP_001661828.1
OG0003617	XP_020723165.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	XP_003400995.1	XP_001662645.1
OG0003619	XP_003398224.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_020723368.1	XP_001656012.2
OG0003621	XP_012173204.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_020719351.1	XP_001652305.2
OG0003624	XP_012174115.1	XP_021701314.1
OG0003625	XP_012171227.1	XP_021708630.1
OG0003626	XP_012172164.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_012172938.2	XP_001664274.1, XP_001664270.2
OG0003628	XP_003397605.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_003401146.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_012168911.2	XP_021706155.1
OG0003631	XP_012176565.1, XP_012176564.1	XP_001653593.1
OG0003632	XP_020720474.1	XP_021705228.1
OG0003634	XP_003399197.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_012164787.1	XP_021703979.1
OG0003636	XP_020721799.1, XP_003400090.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_012174947.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_012167857.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_003398728.1	XP_021708574.1
OG0003640	XP_020721121.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_020722906.1	XP_021694113.1
OG0003642	XP_012172877.1	XP_021713299.1
OG0003644	XP_012171534.1	XP_021696985.1
OG0003645	XP_012176334.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_003398690.1	XP_001659237.1
OG0003647	XP_012176133.2	XP_021704955.1
OG0003648	XP_020722335.1	XP_001651932.2
OG0003649	XP_012170372.1, XP_012170367.1	XP_001652236.1
OG0003650	XP_020724206.1	XP_021700494.1
OG0003653	XP_003394393.1	XP_021704545.1
OG0003655	XP_003393295.1	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1
OG0003656	XP_012175963.1	XP_001649466.1
OG0003657	XP_012170011.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_012175099.1	XP_001652190.1
OG0003660	XP_020720578.1	XP_001654283.2
OG0003661	XP_012167107.1	XP_001654782.2
OG0003662	XP_020723661.1	XP_001657522.1
OG0003663	XP_012166208.1, XP_012166209.1	XP_001658864.2
OG0003664	XP_012164618.1	XP_001659278.2
OG0003665	XP_012164802.1	XP_001659999.1
OG0003666	XP_003396069.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_012173324.1	XP_001660103.3
OG0003668	XP_012169584.1	XP_001660889.2
OG0003669	XP_003400215.1	XP_001661303.2
OG0003670	XP_003399292.1, XP_020721304.1, XP_020721303.1	XP_001661689.1, XP_021711709.1
OG0003671	XP_003394632.1	XP_001662377.1
OG0003672	XP_003395365.2	XP_001662476.2
OG0003673	XP_020721729.1, XP_012169850.1, XP_012169851.1	XP_001662575.2
OG0003674	XP_012169014.1, XP_012169013.1	XP_021693472.1
OG0003675	XP_003393766.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_012174448.1	XP_021693797.1
OG0003677	XP_012163989.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1	XP_021695396.1
OG0003679	XP_012165818.1	XP_021695616.1
OG0003680	XP_020720724.1, XP_020720727.1	XP_021695658.1
OG0003681	XP_003397161.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_012168180.1	XP_021699193.1
OG0003683	XP_020723372.1, XP_003393709.1	XP_021699577.1
OG0003684	XP_003400693.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_012171647.1	XP_021704367.1
OG0003686	XP_020723680.1	XP_021704593.1, XP_021712640.1
OG0003687	XP_012164237.1	XP_021704767.1
OG0003688	XP_020722732.1	XP_021704949.1
OG0003689	XP_020723902.1	XP_021705115.1
OG0003690	XP_003395748.1	XP_021705279.1
OG0003691	XP_012173978.1	XP_021707933.1, XP_021707928.1
OG0003692	XP_020723394.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_003394858.1	XP_001662942.1
OG0003710	XP_012176347.1	XP_001655409.1
OG0003711	XP_003399787.1	XP_001662142.2
OG0003712	XP_003398378.1	XP_001655016.1
OG0003713	XP_012176145.1	XP_021711618.1
OG0003714	XP_003397274.1	XP_001653367.1
OG0003715	XP_012165426.1	XP_021696923.1, XP_021696928.1
OG0003716	XP_012173401.1, XP_012173402.1	XP_021709703.1
OG0003719	XP_003398188.1	XP_001657591.2
OG0003720	XP_012170722.1	XP_021694868.1
OG0003721	XP_012175060.1	XP_001657556.2
OG0003722	XP_003392860.1	XP_001657463.1
OG0003723	XP_003402655.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_003403107.1	XP_001662683.1
OG0003726	XP_012164471.1, XP_012164472.1, XP_003395340.1	XP_011493702.1
OG0003727	XP_003394476.1, XP_012176414.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_003398256.1	XP_001662452.2
OG0003730	XP_003403345.1	XP_001649526.2
OG0003731	XP_003394616.1	XP_021695482.1
OG0003732	XP_003402554.1	XP_001658246.1
OG0003733	XP_003398287.1	XP_001661398.1
OG0003734	XP_003400687.1	XP_001652571.1
OG0003735	XP_003401424.1	XP_001648745.1
OG0003736	XP_012175878.1	XP_001655313.1
OG0003737	XP_003396800.1	XP_001659486.1
OG0003738	XP_003395291.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_003401518.1	XP_001657837.1
OG0003740	XP_003401553.1	XP_001659760.2
OG0003741	XP_003396719.1	XP_001661366.1
OG0003742	XP_012163334.1	XP_001663179.2
OG0003743	XP_012165953.1	XP_011493496.1
OG0003744	XP_003400991.1	XP_021707104.1
OG0003745	XP_003394350.1	XP_001656296.1
OG0003746	XP_012163881.1	XP_001649793.1
OG0003747	XP_020718372.1	XP_001655229.2
OG0003748	XP_012168566.1	XP_001652909.2
OG0003749	XP_003400317.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_012168130.1	XP_001662199.1
OG0003751	XP_012175469.1, XP_012168014.1	XP_021709914.1
OG0003752	XP_012164661.1	XP_021701509.1
OG0003753	XP_012172907.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_012171814.1	XP_001656704.1
OG0003755	XP_003398815.1	XP_001660910.1
OG0003756	XP_003395667.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_003401545.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_003394907.1	XP_021693543.1
OG0003759	XP_003398720.2	XP_001648518.2
OG0003760	XP_003394717.1	XP_001654039.1
OG0003761	XP_012166085.1	XP_001663268.1
OG0003762	XP_003394458.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_003401036.1	XP_001662322.1
OG0003765	XP_003399812.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_003394009.1, XP_012174123.1	XP_021694739.1
OG0003767	XP_003395306.1	XP_001657049.1
OG0003768	XP_003402853.1	XP_001661488.1
OG0003769	XP_020720595.1, XP_003398359.1, XP_020720594.1	XP_001651748.1
OG0003770	XP_003402581.1	XP_001657686.1
OG0003771	XP_003401828.1	XP_001650454.1
OG0003772	XP_003395590.1	XP_001662743.2
OG0003773	XP_003395332.2	XP_001654977.1
OG0003774	XP_012170978.1	XP_001656083.2
OG0003775	XP_003394171.1	XP_001661593.2
OG0003776	XP_003399757.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_012167149.1	XP_001658298.2
OG0003778	XP_020718480.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	XP_003402657.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_012171654.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_012166948.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_003397313.1	XP_001661446.1
OG0003783	XP_003401568.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_003400255.1	XP_001652781.2
OG0003785	XP_003399519.1	XP_001658792.2
OG0003786	XP_003401629.1	XP_001648956.2
OG0003787	XP_003397613.1	XP_001651583.1
OG0003788	XP_003402136.1	XP_001654840.2
OG0003789	XP_003394456.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_012164696.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_003395898.2	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_003392951.1	XP_021693375.1
OG0003794	XP_020720539.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_012172248.1, XP_003401119.1	XP_001659519.2
OG0003796	XP_003402558.1, XP_020723441.1	XP_021706928.1
OG0003798	XP_003394776.1	XP_001655156.1
OG0003799	XP_012176545.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_003400744.3	XP_001648396.2
OG0003801	XP_003399830.1	XP_001654530.1
OG0003802	XP_012172080.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
