Orthogroup	Bombus_terrestris	Tribolium_castaneum
OG0007082	XP_003403359.1	XP_008193543.1
OG0007083	XP_012163133.1	XP_972683.3
OG0007084	XP_012167224.1	XP_015836586.1
OG0007085	XP_012174712.1	XP_970857.2
OG0007086	XP_003401914.1	XP_008198238.1
OG0007088	XP_003401925.1	XP_971540.1
OG0007089	XP_003392980.1	XP_008191778.1
OG0007090	XP_020718566.1	XP_015833371.1
OG0007091	XP_012176386.1	XP_015835224.1
OG0007092	XP_012170454.1	XP_972003.1
OG0007093	XP_020718823.1	XP_971236.1
OG0007094	XP_012166805.1	XP_970123.1
OG0007095	XP_003396355.2	XP_975675.1
OG0007096	XP_012176182.1	XP_008190416.1
OG0007097	XP_003401362.1	XP_008197904.1
OG0007098	XP_012163392.1	XP_008193305.1
OG0007099	XP_003403117.2	XP_008194038.1
OG0007100	XP_003397166.1	XP_008201411.1
OG0007101	XP_003395737.1	XP_966919.1
OG0007102	XP_003402053.1	XP_974278.2
OG0007103	XP_003394314.1	XP_969098.1
OG0007104	XP_012169580.1	XP_966692.1
OG0007105	XP_012164157.1	XP_972929.2
OG0007106	XP_003396117.1	XP_008191478.1
OG0007107	XP_003396059.1	XP_001810630.1
OG0007108	XP_020723478.1	XP_008196119.1
OG0007109	XP_003399594.1	XP_008192381.1
OG0007110	XP_003395110.2	XP_971072.1
OG0007111	XP_003394325.1	XP_008190418.1
OG0007112	XP_003394626.1	XP_969599.2
OG0007113	XP_003393452.1	XP_974276.1
OG0007114	XP_003394196.1	XP_015839247.1
OG0007115	XP_020723783.1	XP_015835463.1
OG0007116	XP_003394222.1	XP_967634.1
OG0007117	XP_003398033.1	XP_015833128.1
OG0007118	XP_003399325.1	XP_971485.1
OG0007119	XP_003402001.1	XP_008192226.1
OG0007120	XP_012172275.1	XP_015840874.1
OG0007121	XP_003399956.1	XP_972051.1
OG0007122	XP_003399641.1	XP_015835775.1
OG0007123	XP_003394322.1	XP_001809966.1
OG0007124	XP_003398286.1	XP_975626.3
OG0007125	XP_003393701.1	XP_008193970.1
OG0007126	XP_003399691.1	XP_001812383.1
OG0007127	XP_003397287.3	XP_972542.1
OG0007128	XP_012176389.1	XP_015833446.1
OG0007129	XP_003398507.1	XP_971515.1
OG0007130	XP_012174112.1	XP_015840059.1
OG0007131	XP_012165769.1	XP_015838202.1
OG0007132	XP_003400729.1	XP_973337.1
OG0007133	XP_020720793.1	XP_969706.1
OG0007134	XP_003397997.1	XP_973727.1
OG0007135	XP_003394599.1	XP_008196769.1
OG0007136	XP_020718563.1	XP_008198288.1
OG0007137	XP_003400694.1	XP_971875.2
OG0007138	XP_012168424.1	XP_008196761.1
OG0007139	XP_012170715.1	XP_015835882.1
OG0007140	XP_003399121.1	XP_971592.1
OG0007141	XP_003400232.1	XP_969519.1, XP_967683.1
OG0007142	XP_003396781.1	XP_008190912.1
OG0007143	XP_012171667.1	XP_008192184.1
OG0007144	XP_003394497.1	XP_975269.1
OG0007145	XP_012171924.1	XP_966534.1
OG0007146	XP_020723790.1	XP_969419.1
OG0007147	XP_020722026.1	XP_015833137.1
OG0007148	XP_003393539.1	XP_966613.1
OG0007149	XP_003397601.1	NP_001161912.1
OG0007150	XP_003401467.1	XP_008197796.1
OG0007151	XP_003399527.1	XP_008194161.1
OG0007152	XP_003399059.1	XP_008200700.1
OG0007153	XP_003398805.1	XP_971137.1
OG0007154	XP_003399304.1	XP_971457.1
OG0007155	XP_003400001.1	XP_008199264.1
OG0007156	XP_003401638.1	XP_971047.1
OG0007157	XP_012164540.1	XP_008190697.1
OG0007158	XP_003396645.1	XP_015838005.1
OG0007159	XP_012170766.1	XP_966996.1
OG0007160	XP_003400798.1	XP_969040.2
OG0007161	XP_003401370.1	XP_967197.1
OG0007162	XP_012167391.1	XP_008192313.1
OG0007163	XP_003402972.1	NP_001103903.1
OG0007164	XP_012174520.1	XP_973842.1
OG0007165	XP_020723828.1	XP_008194930.1
OG0007166	XP_020719595.1	XP_967328.1
OG0007168	XP_003394631.1	XP_974633.1
OG0007169	XP_003396698.1	XP_969130.2
OG0007171	XP_003393453.1	XP_969670.3
OG0007173	XP_003394624.1	XP_974792.1
OG0007174	XP_003395866.1	XP_975635.1
OG0007175	XP_020718955.1	XP_968222.2
OG0007176	XP_003400564.1	XP_008199627.1
OG0007177	XP_012165028.1	XP_008199911.1
OG0007178	XP_003395088.1	XP_969971.1
OG0007179	XP_003399330.1	XP_015838696.1
OG0007180	XP_012176634.1	XP_015838690.1
OG0007181	XP_020722386.1	XP_008198645.1, XP_008198647.1
OG0007182	XP_012176098.1	XP_968551.1
OG0007183	XP_012176567.1	XP_008195882.1
OG0007184	XP_003397371.1	XP_015832906.1
OG0007185	XP_012163790.1	XP_008196296.1
OG0007186	XP_020724280.1	XP_015839447.1
OG0007187	XP_020720275.1	XP_968231.1
OG0007188	XP_003399283.1	XP_971149.1
OG0007189	XP_003396373.1	XP_015838931.1, NP_001036036.1
OG0007190	XP_003396621.1	XP_969008.2
OG0007192	XP_020723024.1, XP_003401910.1	XP_975105.3
OG0007193	XP_003403156.1	XP_008201042.1
OG0007194	XP_003400176.1	XP_008201563.1
OG0007195	XP_003394333.1	XP_001815629.1
OG0007196	XP_003399199.1	XP_008192248.1
OG0007197	XP_003395847.1	XP_008195661.1
OG0007198	XP_012170324.1	XP_975504.1
OG0007199	XP_020723237.1	XP_967923.1
OG0007200	XP_012174789.1	XP_008190461.1
OG0007201	XP_003399100.1	XP_008192657.1
OG0007202	XP_003393735.1	XP_001811434.1
OG0007203	XP_020719927.1	XP_001814107.1
OG0007205	XP_020721834.1	XP_008197825.1
OG0007206	XP_020720080.1	XP_008195323.1
OG0007208	XP_003397014.1	XP_968840.1
OG0007209	XP_012171012.1	XP_008195715.1
OG0007210	XP_020718967.1	XP_015840541.1
OG0007211	XP_020718983.1	XP_008193025.1
OG0007212	XP_012164332.1	XP_966496.1
OG0007213	XP_012174561.1	XP_015835477.1
OG0007216	XP_003401725.1	XP_015833514.1
OG0007217	XP_003399252.1	XP_008194411.1
OG0007218	XP_012174007.1	XP_001815244.2
OG0007219	XP_012165960.1	XP_008199269.2
OG0007220	XP_003399543.1	XP_971766.1
OG0007221	XP_012163549.1	XP_015840172.1, XP_015840182.1
OG0007222	XP_003398833.1	XP_973105.1
OG0007223	XP_012168880.1	XP_967839.1
OG0007225	XP_012167280.1	XP_971019.1
OG0007226	XP_003398193.1	XP_969731.1
OG0007227	XP_003393569.1	XP_968441.2
OG0007228	XP_003392905.2	XP_975059.2
OG0007229	XP_012165743.1	XP_975201.1
OG0007230	XP_003401835.1	XP_969003.3
OG0007231	XP_003393748.1	XP_008191602.1
OG0007232	XP_003394764.1	XP_969887.1
OG0007233	XP_003393891.1	NP_001034494.1
OG0007234	XP_003401275.1	XP_008200633.1
OG0007235	XP_012172694.1	XP_015838601.1
OG0007236	XP_003397972.1	XP_015834042.1
OG0007237	XP_020722904.1	XP_008198009.2
OG0007238	XP_003400570.1	XP_969925.2
OG0007239	XP_003396287.1	XP_967995.2
OG0007240	XP_020719754.1	XP_008198372.1
OG0007241	XP_012171752.1	XP_001812287.1
OG0007242	XP_003403050.1	XP_015840640.1
OG0007243	XP_003394926.1	XP_967524.1
OG0007244	XP_003398984.1	XP_008198257.1
OG0007245	XP_012175899.1	XP_973962.1
OG0007247	XP_003397942.1	XP_008193996.1
OG0007248	XP_003395663.1	XP_008195420.1
OG0007249	XP_012172769.1	XP_008191719.1
OG0007250	XP_003396310.1	XP_971879.2
OG0007251	XP_012170163.1	XP_969311.1
OG0007252	XP_003396687.1, XP_012165756.1	XP_015833838.1
OG0007253	XP_012173895.1	XP_969241.1
OG0007254	XP_012174811.1	XP_001811450.1
OG0007255	XP_003393303.1	XP_015834601.1
OG0007256	XP_012165464.1, XP_012165457.1	XP_008200730.1
OG0007257	XP_003397142.1	XP_008191981.1
OG0007259	XP_012165681.1	XP_008190963.1
OG0007260	XP_020722161.1, XP_020722162.1	XP_008193034.1
OG0007262	XP_012176006.1	XP_008190807.1
OG0007263	XP_012172871.1	XP_973446.3
OG0007264	XP_012164203.1	XP_015840525.1
OG0007265	XP_003393124.1	XP_970112.1
OG0007267	XP_012169762.1	XP_015838527.1
OG0007268	XP_012176407.1	XP_001812757.1
OG0007269	XP_020721497.1	XP_967400.1
OG0007270	XP_020719938.1	XP_008190728.1
OG0007271	XP_003399354.1	XP_974100.1
OG0007272	XP_012164176.1	XP_975616.1
OG0007273	XP_012176280.1	XP_008201268.1
OG0007275	XP_003401212.1	XP_966940.1
OG0007276	XP_012168428.1	XP_971936.1
OG0007277	XP_020723940.1	XP_008192620.1
OG0007278	XP_003397279.1	XP_967748.1
OG0007279	XP_003398827.1	XP_008193020.1
OG0007280	XP_012174231.2	XP_008200287.1
OG0007281	XP_012165717.1	XP_001807104.1
OG0007282	XP_012166787.1	XP_972905.1
OG0007283	XP_012168903.1	XP_973892.2
OG0007284	XP_012163493.1	XP_008190394.1
OG0007285	XP_003398953.1	XP_970257.1
OG0007286	XP_003395658.1	XP_008196323.1
OG0007287	XP_003394349.1	XP_969070.1
OG0007288	XP_012169534.1	XP_015839619.1, NP_001164152.1
OG0007289	XP_020719135.1	XP_001809986.1
OG0007290	XP_003401374.1	XP_972144.1
OG0007291	XP_003394533.1	XP_974635.1
OG0007293	XP_020724002.1	XP_008200359.1
OG0007294	XP_003394485.1	XP_968165.1
OG0007295	XP_003403285.1	XP_008200637.1
OG0007296	XP_003396166.1	XP_008199223.2
OG0007297	XP_020723614.1	XP_969394.1
OG0007298	XP_003395496.1	XP_966727.1
OG0007299	XP_012176707.1	XP_967657.1
OG0007300	XP_003396356.1	XP_008201418.1
OG0007302	XP_003399296.1	XP_008196093.1
OG0007303	XP_012173521.1	XP_967428.1
OG0007304	XP_003401491.1	XP_008199397.1
OG0007305	XP_012169739.1	XP_008191060.1
OG0007306	XP_012167449.2	XP_008191539.1
OG0007307	XP_003399430.1	XP_974006.1
OG0007308	XP_020721732.1	XP_015840372.1
OG0007309	XP_020723554.1	XP_008195093.1, XP_008195092.1
OG0007311	XP_003394968.1	XP_968887.1
OG0007312	XP_003393640.1	XP_973963.1
OG0007313	XP_003399075.1	XP_968704.1
OG0007315	XP_003395927.1	XP_008191493.1
OG0007316	XP_020718385.1	XP_015835093.1
OG0007317	XP_012175399.1	XP_008193043.1
OG0007318	XP_003395523.1	XP_971349.1
OG0007319	XP_003401803.2	XP_968103.1
OG0007320	XP_012176532.1	XP_969453.1
OG0007321	XP_020720470.1	XP_008198269.1
OG0007322	XP_012166484.1	XP_008192069.1
OG0007323	XP_020720257.1	XP_008197212.1
OG0007324	XP_003395244.1	XP_974603.1
OG0007325	XP_012174168.1	XP_008192969.1
OG0007326	XP_012174151.1	XP_974584.2
OG0007327	XP_012174739.1	XP_975414.2
OG0007328	XP_003401990.1	XP_008193320.1
OG0007329	XP_003401840.1	XP_974735.1
OG0007330	XP_012176135.1	XP_008201148.1
OG0007331	XP_012171991.1	XP_969224.2
OG0007332	XP_012169583.1	XP_971037.1
OG0007333	XP_003401295.1	XP_015832914.1
OG0007334	XP_003401784.1	XP_015838807.1
OG0007335	XP_003396851.1	XP_971953.1
OG0007336	XP_003396057.1	XP_008194234.2
OG0007337	XP_003396566.1	XP_008191355.1
OG0007338	XP_012170007.1	XP_008197688.1
OG0007339	XP_012164663.1	XP_015840528.1
OG0007340	XP_020724126.1	XP_008191178.1, NP_001164142.1
OG0007341	XP_003394967.1	XP_001810176.2
OG0007342	XP_003400186.1	XP_972350.2
OG0007343	XP_003398656.1	XP_008194632.1
OG0007344	XP_003398568.1	XP_015837006.1
OG0007345	XP_012174667.1	NP_001034499.1
OG0007346	XP_003399349.1	XP_015835530.1
OG0007347	XP_020723070.1	XP_008190899.1
OG0007348	XP_003403111.1	XP_008193614.1
OG0007349	XP_003394332.1	XP_015840822.1
OG0007350	XP_012165280.1	XP_015838467.1
OG0007351	XP_003401723.1	XP_972294.2
OG0007352	XP_003398709.1	XP_008201623.1
OG0007353	XP_003403018.2	XP_971778.1
OG0007355	XP_012173697.1	XP_008195845.1
OG0007356	XP_012168784.1	XP_970427.1
OG0007357	XP_003397416.1	XP_972041.1
OG0007358	XP_003393438.1	XP_008197965.1
OG0007359	XP_020718345.1	XP_015834573.1
OG0007360	XP_020723382.1	XP_008192581.1
OG0007361	XP_012176635.1	XP_015838693.1
OG0007362	XP_012168038.1	XP_008192342.1
OG0007363	XP_003398615.1	XP_970873.1
OG0007364	XP_012169268.1	XP_972870.1
OG0007365	XP_003403327.1	XP_975158.1
OG0007366	XP_003400943.1	XP_008199209.1
OG0007367	XP_003398691.1	XP_008197362.1
OG0007368	XP_003395414.1	XP_973716.2
OG0007369	XP_020718235.1	XP_008200052.1
OG0007370	XP_003401260.1	XP_967040.1
OG0007371	XP_012169390.1, XP_020721056.1	XP_969497.1
OG0007372	XP_012163242.1	XP_967896.1
OG0007373	XP_003395895.1	XP_015839467.1, NP_001107810.1
OG0007374	XP_012174284.1	XP_015840615.1
OG0007375	XP_020720920.1	XP_015835021.1
OG0007376	XP_012170664.1	XP_008199884.1
OG0007377	XP_020719169.1	XP_015834849.1
OG0007378	XP_012168368.1	XP_008194255.1
OG0007379	XP_003399898.1	XP_008194717.1
OG0007380	XP_003400598.1	XP_008196564.1
OG0007381	XP_012166517.1	XP_015834977.1
OG0007382	XP_020718875.1	XP_008196370.1
OG0007383	XP_003399760.1	XP_008199108.1
OG0007385	XP_003393393.1	XP_015838449.1
OG0007386	XP_020718571.1	XP_008201422.1
OG0007387	XP_003395617.1	XP_008195616.1
OG0007388	XP_020720972.1	XP_015834926.1
OG0007389	XP_012175685.2	XP_967416.1
OG0007390	XP_020720940.1	XP_015837796.1
OG0007391	XP_020718553.1	XP_015834734.1, XP_015834735.1, XP_015834736.1
OG0007392	XP_020722534.1	XP_015836550.1
OG0007393	XP_003395034.1	XP_008192063.2
OG0007394	XP_003396044.1	XP_974748.1
OG0007395	XP_012171437.1	XP_015834017.1
OG0007396	XP_003393552.1	XP_008190721.1
OG0007397	XP_012168791.1	XP_969461.1
OG0007398	XP_012168143.1	XP_008198081.1
OG0007399	XP_012164134.1	XP_975345.2
OG0007401	XP_003395718.1	XP_008194941.1
OG0007402	XP_003400665.1	XP_008196910.1
OG0007403	XP_012163868.1	NP_001164293.1
OG0007404	XP_012163778.1	XP_008196416.1
OG0007405	XP_020720815.1	XP_008200386.1
OG0007406	XP_020723215.1	XP_015835690.1
OG0007407	XP_003393196.1	XP_015833344.1
OG0007408	XP_020723255.1	XP_008198691.1
OG0007409	XP_012163544.1	XP_008201165.1
OG0007410	XP_003392883.1	XP_969609.1
OG0007411	XP_003401117.1	XP_008195877.1
OG0007412	XP_003399236.1	XP_015836078.1
OG0007413	XP_003402208.1	XP_968346.2
OG0007414	XP_020721293.1	XP_968074.1
OG0007415	XP_020723677.1	XP_970543.1
OG0007416	XP_003399712.1	XP_008193121.1
OG0007417	XP_003393332.1	XP_008195391.1
OG0007418	XP_020721388.1	XP_008194460.1
OG0007420	XP_003397194.1	XP_972406.2
OG0007421	XP_012173430.1	XP_970052.1, XP_969906.2
OG0007422	XP_003397009.1, XP_020719816.1	XP_967756.1
OG0007423	XP_003393375.1	XP_008191818.1
OG0007424	XP_012171898.1	XP_008191009.1
OG0007425	XP_020721854.1	XP_008195160.1
OG0007426	XP_012167920.1	XP_008192974.1
OG0007427	XP_012176681.1, XP_003394730.1	XP_015839209.1
OG0007428	XP_020719495.1	XP_015837641.1
OG0007429	XP_003393421.1	XP_974929.1
OG0007430	XP_012176462.1	XP_971970.1
OG0007431	XP_003396215.1	XP_972831.1
OG0007432	XP_020719179.1	XP_015834570.1
OG0007433	XP_012167232.1	XP_008193451.1
OG0007434	XP_020719502.1	XP_971391.1
OG0007435	XP_003400727.1	XP_008196148.1
OG0007436	XP_012169034.1	XP_008199883.1
OG0007437	XP_012169343.1	XP_008194162.1
OG0007438	XP_003395187.1	XP_008191282.1
OG0007439	XP_020720442.1	XP_008193999.1
OG0007440	XP_003396491.1	XP_008190900.1
OG0007441	XP_020719686.1	XP_008199194.1
OG0007442	XP_020722966.1	XP_967193.1
OG0007443	XP_012166618.1	XP_008190293.1
OG0007444	XP_020718462.1	XP_015834518.1
OG0007445	XP_012163922.1	XP_015837450.1
OG0007446	XP_012173755.1	XP_008191462.1
OG0007447	XP_012170952.1	XP_969728.1
OG0007448	XP_012173820.1, XP_012173815.1	XP_008201074.1
OG0007449	XP_003403173.1	XP_015838817.1
OG0007450	XP_003396313.1	XP_972477.1
OG0007451	XP_020719666.1	XP_015833693.1
OG0007452	XP_020722055.1	XP_008199691.1
OG0007453	XP_003396415.2	XP_008193139.1
OG0007454	XP_012166121.1	XP_008190905.1
OG0007455	XP_020719424.1	XP_015833802.1
OG0007456	XP_012174282.1, XP_012174217.1	XP_015834828.1
OG0007457	XP_012175993.1	XP_970749.1
OG0007458	XP_012176455.1, XP_003394511.1	XP_974194.1
OG0007459	XP_003402838.1	XP_008193745.1
OG0007460	XP_003398384.2	XP_008190591.1
OG0007461	XP_012169959.1	XP_015834965.1
OG0007462	XP_012168034.1	NP_001034531.1
OG0007464	XP_003394105.1	XP_966432.2
OG0007465	XP_003400205.1	XP_008195772.1
OG0007466	XP_003400552.1	XP_015836195.1
OG0007467	XP_003394327.1	XP_971322.1
OG0007468	XP_012168952.2	XP_015834526.1
OG0007469	XP_012173576.1	XP_008198516.1
OG0007470	XP_003393654.1	XP_969586.1
OG0007472	XP_012170274.1	XP_972377.2
OG0007473	XP_020722849.1	XP_008193355.1
OG0007474	XP_003393589.1	XP_967725.2
OG0007475	XP_003395115.1	XP_008191920.1
OG0007477	XP_003400019.1, XP_012170663.1	XP_967694.1
OG0007478	XP_003393875.1	XP_972381.1
OG0007479	XP_003394711.1	XP_973835.1
OG0007480	XP_012164651.1	XP_008193260.1
OG0007481	XP_003392994.1, XP_020724164.1	XP_973616.1
OG0007485	XP_003402771.1, XP_020723537.1	XP_008194935.1
OG0007486	XP_003395690.1	XP_008195648.1
OG0007487	XP_012167638.1	XP_008196154.1
OG0007488	XP_012168394.1	XP_008190463.1
OG0007489	XP_003399714.1	XP_970660.2
OG0007490	XP_020721675.1	XP_008196291.1
OG0007493	XP_020723075.1	XP_008192162.1
OG0007494	XP_003395664.1, XP_012164159.1	XP_008195924.1
OG0007495	XP_003393362.1	XP_973930.2
OG0007496	XP_012164353.1	XP_015837516.1
OG0007497	XP_003398470.1	XP_008191147.1, XP_008194938.1
OG0007498	XP_003397265.1	XP_008192759.1
OG0007499	XP_012176352.2	XP_001811946.1
OG0007500	XP_003394513.1	XP_008192118.1
OG0007503	XP_012164352.2	XP_969558.2
OG0007504	XP_012165216.1	XP_970938.2
OG0007505	XP_012174024.1	XP_008193681.1
OG0007507	XP_003397828.1	XP_008192894.1
OG0007508	XP_003394688.1	XP_008193477.1
OG0007510	XP_003398122.1	XP_008193962.1
OG0007511	XP_003393641.1, XP_012171967.1	XP_008191919.1
OG0007512	XP_003398283.1	XP_966999.1
OG0007513	XP_003402288.1	XP_974728.1
OG0007514	XP_003398115.2	XP_001812159.2
OG0007515	XP_012172412.1	XP_008196340.1
OG0007516	XP_003398821.1	XP_008195754.1
OG0007518	XP_003403076.1	XP_015833011.1
OG0007519	XP_020722504.1	XP_008192044.1
OG0007521	XP_012172465.1	XP_008198722.1
OG0007522	XP_020718852.1	XP_015837282.1, XP_015837281.1
OG0007523	XP_003396470.1	XP_008191445.1
OG0007524	XP_020720765.1	XP_015833329.1
OG0007525	XP_003397450.1	XP_008196952.1
OG0007526	XP_003392981.2	XP_008200682.1
OG0007527	XP_012171212.1	NP_001164080.1
OG0007528	XP_012173912.1	XP_971754.1
OG0007529	XP_012163093.1	XP_015832883.1
OG0007530	XP_020721409.1	XP_970894.2
OG0007532	XP_020719534.1	XP_972008.1
OG0007533	XP_012174328.1	XP_015834668.1
OG0007534	XP_020718291.1	XP_008197109.1
OG0007535	XP_012164377.1	XP_008198217.1
OG0007536	XP_003400861.1	XP_001808711.1
OG0007537	XP_003396127.1	XP_008192161.1
OG0007538	XP_003394467.1	XP_008193664.1, XP_008193657.1
OG0007539	XP_020721456.1	XP_008193687.1
OG0007540	XP_020720778.1	XP_015835159.1
OG0007541	XP_003397162.3	XP_008191271.1
OG0007542	XP_003397295.1	XP_008194714.1
OG0007543	XP_012164348.1	XP_008195808.1
OG0007544	XP_012173773.1	XP_015834338.1
OG0007545	XP_003401251.1	XP_008201444.1
OG0007546	XP_012163135.1	XP_008198814.1
OG0007548	XP_012167217.1, XP_020720042.1	XP_008201168.1
OG0007549	XP_012165000.1	NP_001107772.1, XP_015834302.1
OG0007552	XP_020718673.1	XP_015837411.1
OG0007553	XP_003399157.1	XP_015836242.1
OG0007554	XP_020719089.1, XP_003395900.1	XP_972371.2
OG0007555	XP_020723422.1	XP_008199763.1
OG0007556	XP_003401944.1	XP_975227.1
OG0007558	XP_012163985.1	XP_008195666.1
OG0007559	XP_020724346.1	XP_008199455.1
OG0007560	XP_020723722.1	XP_008200076.1
OG0007562	XP_003395261.3	XP_008199932.1
OG0007563	XP_012170259.1	XP_971684.1
OG0007565	XP_012165423.1	XP_008197591.1
OG0007569	XP_003397207.1	XP_008198086.1
OG0007574	XP_012173014.1, XP_012173013.1	XP_001811535.1
OG0007577	XP_012167079.1	XP_008193658.1
OG0007579	XP_012173672.2	XP_008196691.1
OG0007582	XP_012167288.1	XP_008200907.1
OG0007584	XP_012169656.1	XP_001809288.1
OG0007586	XP_020722609.1	XP_008197399.2
OG0007587	XP_012175209.1	XP_015835824.1
OG0007588	XP_012176436.1, XP_012176438.1, XP_012176435.1	XP_008198592.2, XP_015838624.1, XP_008198593.1
OG0007589	XP_020718692.1	XP_008192872.2, XP_015835075.1
OG0007590	XP_012164349.1	XP_008195458.1
OG0007592	XP_020720138.1	XP_008198163.1
OG0007595	XP_012171483.1	XP_008193428.1
OG0007597	XP_012172876.1, XP_003393691.1	XP_969145.1
OG0007606	XP_003399628.1	XP_968933.1
OG0007607	XP_003393171.1	XP_015838598.1
OG0007608	XP_003393944.1	XP_008192763.1
OG0007610	XP_003402117.1	XP_972163.1
OG0007611	XP_003393614.1	XP_968424.2
OG0007612	XP_012172264.1	XP_969336.1
OG0007613	XP_003395468.2	XP_015836987.1
OG0007615	XP_003400271.1	XP_008195196.1
OG0007616	XP_003394130.1	NP_001161908.1
OG0007618	XP_003398590.1	XP_008190827.1
OG0007619	XP_012174381.1	NP_001193391.1
OG0007620	XP_012172979.1	XP_966721.1
OG0007621	XP_003397266.1	XP_972967.1
OG0007622	XP_003393930.1	XP_968275.2
OG0007623	XP_012167941.1	XP_975481.1
OG0007624	XP_003393397.1	XP_008197463.1
OG0007625	XP_012168649.1	XP_970146.1
OG0007627	XP_003396864.1	XP_008190864.1
OG0007628	XP_012164084.1	XP_008193444.1
OG0007629	XP_003395358.1	XP_008200605.1
OG0007630	XP_012173455.1	XP_976077.1
OG0007631	XP_012168802.1	XP_008200115.2, XP_015840385.1
OG0007632	XP_012167792.1	XP_973436.3
OG0007633	XP_020719202.1	XP_970994.1
OG0007635	XP_003401141.1	XP_008198709.1
OG0007636	XP_012175085.1	XP_967907.1
OG0007637	XP_003398363.1	XP_968605.2
OG0007638	XP_012165641.1	XP_008190557.1
OG0007639	XP_012172507.2	XP_968749.2
OG0007640	XP_012175392.1	XP_015835443.1
OG0007641	XP_003399857.1	XP_967121.2
OG0007643	XP_003399789.1	XP_008201419.1
OG0007644	XP_003400577.1	XP_015836431.1
OG0007649	XP_003400812.1	XP_966911.1
OG0007650	XP_012167117.1	XP_015833347.1
OG0007651	XP_003396405.1	XP_008196749.1
OG0007652	XP_012175771.1	XP_015834096.1
OG0007653	XP_012175629.1	XP_015835841.1
OG0007654	XP_003401822.1	XP_974912.1
OG0007655	XP_012174148.1	XP_973627.1
OG0007656	XP_012173049.1	XP_015838713.1
OG0007658	XP_012166356.1	XP_008201041.1
OG0007659	XP_012163404.1	XP_008201541.1
OG0007660	XP_003394753.1	XP_967487.1
OG0007661	XP_003394735.1	XP_008193939.1
OG0007662	XP_020719121.1	XP_972927.1
OG0007664	XP_003397582.1	XP_008191007.1
OG0007666	XP_003394750.1	XP_008191781.1
OG0007667	XP_012170160.1	XP_015832985.1
OG0007668	XP_003394824.1	XP_969829.1
OG0007669	XP_012175091.1	XP_008199135.1
OG0007670	XP_012165995.1	XP_969869.1
OG0007671	XP_012175653.1	XP_969832.1
OG0007672	XP_012173233.1	XP_008197150.1
OG0007673	XP_003398245.1	XP_973708.1
OG0007674	XP_020719902.1	XP_967083.1
OG0007675	XP_012164522.1	XP_969580.1
OG0007676	XP_003394315.1	XP_974826.2
OG0007678	XP_003395953.1	XP_966565.1
OG0007681	XP_003402909.3	XP_008190460.1
OG0007682	XP_012175559.1	XP_015834396.1
OG0007683	XP_012165454.1	XP_973768.1
OG0007684	XP_003395852.1	XP_008198108.1
OG0007686	XP_003393842.1	XP_008199375.1
OG0007687	XP_003398008.1	XP_015836023.1
OG0007688	XP_003401761.1	XP_966764.1
OG0007689	XP_012167470.1	XP_015840864.1
OG0007690	XP_012165308.1	XP_966951.1
