HOG	OG	Gene Tree Parent Clade	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
N2.HOG0005536	OG0004711	n0			XP_026672916.1	XP_015431547.1			XP_003704015.1	XP_033322182.1	XP_031836863.1	XP_029037149.1	XP_034182235.1
N2.HOG0005537	OG0004712	n0			XP_017883607.1	XP_015439972.1			XP_003700364.1	XP_033321420.1	XP_031831736.1	XP_029036545.1	XP_034193044.1
N2.HOG0005538	OG0004713	n0			XP_017887157.1	XP_015439086.1			XP_003708347.1	XP_033330827.1	XP_031837283.1	XP_029032810.1	XP_034179986.1
N2.HOG0005539	OG0004714	n0			XP_026668802.1	XP_015437780.1			XP_012154542.1	XP_033334635.1	XP_031849252.1	XP_029037459.1	XP_034193395.1
N2.HOG0005540	OG0004715	n0			XP_017875666.1	XP_015435976.1			XP_003703517.1	XP_033334042.1	XP_031832264.1	XP_029041290.1	XP_034181480.1
N2.HOG0005541	OG0004716	n0			XP_017885628.1	XP_015436286.1			XP_003707617.1	XP_033339612.1	XP_031835283.1	XP_029052931.1	XP_034184116.1
N2.HOG0005542	OG0004717	n0			XP_017882156.1	XP_015440543.1			XP_003699309.1	XP_033342476.1	XP_031838554.1	XP_029037613.1	XP_034176302.1
N2.HOG0005543	OG0004718	n0			XP_017881196.1	XP_015435798.1			XP_012152234.1	XP_033321934.1	XP_031844102.1	XP_029046235.1	XP_034194218.1
N2.HOG0005544	OG0004719	n0			XP_017875829.1	XP_015429688.1			XP_012148197.1	XP_033323492.1	XP_031828654.1	XP_029053430.1	XP_034181031.1
N2.HOG0005545	OG0004720	n0			XP_026675420.1	XP_015429296.1			XP_012150402.1	XP_033329424.1	XP_031841803.1	XP_029053668.1	XP_034192398.1
N2.HOG0005546	OG0004721	n0			XP_026667268.1	XP_015434459.1			XP_003705540.1	XP_033340725.1	XP_031845957.1	XP_029054275.1	XP_034188816.1
N2.HOG0005547	OG0004722	n0			XP_017884124.1	XP_015434714.1			XP_012147761.1	XP_033324408.1	XP_031838564.1	XP_029041168.1	XP_034180956.1
N2.HOG0005548	OG0004723	n0			XP_026667353.1	XP_015429624.1			XP_012147967.1	XP_033340192.1	XP_031843989.1	XP_029037863.1	XP_034173242.1
N2.HOG0005549	OG0004724	n0			XP_017889286.1	XP_015433835.1			XP_003700686.1	XP_033337098.1	XP_031833288.1	XP_029038962.1	XP_034186951.1
N2.HOG0005550	OG0004725	n0			XP_017891773.1	XP_015439859.1			XP_003701890.1	XP_033321132.1	XP_031843340.1	XP_029053044.1	XP_034177231.1
N2.HOG0005551	OG0004726	n0			XP_017880766.1	XP_015433659.1			XP_003699838.1	XP_033327949.1	XP_031849472.1	XP_029046210.1	XP_034194417.1
N2.HOG0005552	OG0004727	n0			XP_026669923.1	XP_015433658.1			XP_012146656.1	XP_033327895.1	XP_031849499.1	XP_029046195.1	XP_034194407.1
N2.HOG0005553	OG0004728	n0			XP_017883401.1	XP_015435731.1			XP_003701097.1	XP_033326787.1	XP_031842215.1	XP_029049351.1	XP_034195090.1
N2.HOG0005554	OG0004729	n0			XP_026667658.1	XP_015431372.1			XP_012148888.1	XP_033326060.1	XP_031841268.1	XP_029034450.1	XP_034183790.1
N2.HOG0005555	OG0004730	n0			XP_017876462.1	XP_015438345.1			XP_003706950.1	XP_033340547.1	XP_031825851.1	XP_029039944.1	XP_034190114.1
N2.HOG0005556	OG0004731	n0			XP_017876688.1	XP_015438544.1			XP_003706951.1	XP_033340710.1	XP_031825843.1	XP_029039936.1	XP_034190106.1
N2.HOG0005557	OG0004732	n0			XP_017877342.1	XP_015429599.1			XP_003705323.1	XP_033333125.1	XP_031841885.1	XP_029041200.1	XP_034181392.1
N2.HOG0005558	OG0004733	n0			XP_017888255.2	XP_015432193.1			XP_003704935.1	XP_033338662.1	XP_031838011.1	XP_029040299.1	XP_034186466.1
N2.HOG0005559	OG0004734	n0			XP_017879360.1	XP_015435033.1			XP_003701470.1	XP_033341764.1	XP_031839835.1	XP_029056662.1	XP_034171090.1
N2.HOG0005560	OG0004735	n0			XP_017877047.1	XP_015435422.1			XP_012151551.1	XP_033341286.1	XP_031839116.1	XP_029037982.1	XP_034172553.1
N2.HOG0005561	OG0004736	n0			XP_017888904.1	XP_015433476.1			XP_012144912.1	XP_033337742.1	XP_031846602.1	XP_029034995.1	XP_034185154.1
N2.HOG0005562	OG0004737	n0			XP_017881812.1	XP_015432207.1			XP_003700773.1	XP_033324995.1	XP_031841327.1	XP_029041750.1	XP_034182999.1
N2.HOG0005563	OG0004738	n0			XP_017875746.1	XP_015432617.1			XP_003701090.1	XP_033340651.1	XP_031830796.1	XP_029051148.1	XP_034186241.1
N2.HOG0005564	OG0004739	n0			XP_017885239.1	XP_015434450.1			XP_012137878.1	XP_033323052.1	XP_031846727.1	XP_029032412.1	XP_034171307.1
N2.HOG0005565	OG0004740	n0			XP_017885942.1	XP_015434266.1			XP_003706077.1	XP_033331211.1	XP_031848445.1	XP_029052708.1	XP_034188600.1
N2.HOG0005566	OG0004741	n0			XP_017893528.1	XP_015437123.1			XP_003703083.1	XP_033332259.1	XP_031828035.1	XP_029055450.1	XP_034175321.1
N2.HOG0005567	OG0004742	n0			XP_017877921.1	XP_015430710.1			XP_003699460.1	XP_033327195.1	XP_031833352.1	XP_029032136.1	XP_034174866.1
N2.HOG0005568	OG0004743	n0			XP_017876372.1	XP_015428411.1			XP_003707675.1	XP_033342586.1	XP_031835515.1	XP_029048940.1	XP_034176689.1
N2.HOG0005569	OG0004744	n0			XP_017886648.1	XP_015428843.1			XP_003700335.1	XP_033322019.1	XP_031834588.1	XP_029041742.1	XP_034183026.1
N2.HOG0005570	OG0004745	n0			XP_017883387.1	XP_015433527.1			XP_003705096.1	XP_033337932.1	XP_031830866.1	XP_029034992.1	XP_034185151.1
N2.HOG0005571	OG0004746	n0			XP_017889747.1	XP_015431931.1			XP_003701351.1	XP_033323117.1	XP_031836806.1	XP_029049985.1	XP_034179893.1
N2.HOG0005572	OG0004747	n0			XP_026670375.1	XP_015431327.1			XP_012149203.1	XP_033330532.1	XP_031830700.1	XP_029039893.1	XP_034189719.1
N2.HOG0005573	OG0004748	n0			XP_017877181.1	XP_015434639.1			XP_012145545.1	XP_033338921.1	XP_031826937.1	XP_029042387.1	XP_034191265.1
N2.HOG0005574	OG0004749	n0			XP_017876961.2	XP_015435714.1			XP_012136969.1	XP_033333571.1	XP_031828697.1	XP_029054481.1	XP_034184593.1
N2.HOG0005575	OG0004750	n0			XP_017879794.2	XP_015432908.1			XP_003703795.1	XP_033328791.1	XP_031839243.1	XP_029048774.1	XP_034173546.1
N2.HOG0005576	OG0004751	n0			XP_017876974.1	XP_015431930.1			XP_003701722.1	XP_033333658.1	XP_031828999.1	XP_029040850.1	XP_034179892.1
N2.HOG0005577	OG0004752	n0			XP_017876973.1	XP_015435197.1			XP_003700760.1	XP_033333656.1	XP_031828998.1	XP_029054731.1	XP_034184082.1
N2.HOG0005578	OG0004753	n0			XP_017881455.1	XP_015430016.1			XP_012143870.1	XP_033331911.1	XP_031826371.1	XP_029055287.1	XP_034176898.1
N2.HOG0005579	OG0004754	n0			XP_017881458.1	XP_015429947.1			XP_012143868.1	XP_033331918.1	XP_031826376.1	XP_029055319.1	XP_034176977.1
N2.HOG0005580	OG0004755	n0			XP_017883449.1	XP_015437483.1			XP_003705099.1	XP_033327419.1	XP_031830435.1	XP_029034980.1	XP_034185138.1
N2.HOG0005581	OG0004756	n0			XP_017877820.1	XP_015433364.1			XP_003702628.1	XP_033332751.1	XP_031825618.1	XP_029052540.1	XP_034177622.1
N2.HOG0005582	OG0004757	n0			XP_026672747.1	XP_015430287.1			XP_003700494.1	XP_033338723.1	XP_031827132.1	XP_029049834.1	XP_034186992.1
N2.HOG0005583	OG0004758	n0			XP_017883580.1	XP_015439825.1			XP_003700354.1	XP_033338987.1	XP_031831419.1	XP_029048173.1	XP_034177461.1
N2.HOG0005584	OG0004759	n0			XP_017883504.1	XP_015439824.1			XP_003700355.1	XP_033338986.1	XP_031831414.1	XP_029048168.1	XP_034177437.1
N2.HOG0005585	OG0004760	n0			XP_017877216.1	XP_015430371.1			XP_003700509.1	XP_033338579.1	XP_031826734.1	XP_029051001.1	XP_034186778.1
N2.HOG0005586	OG0004761	n0			XP_026670292.1	XP_015435152.1			XP_012140911.1	XP_033329296.1	XP_031831934.1	XP_029053463.1	XP_034192341.1
N2.HOG0005587	OG0004762	n0			XP_017893611.1	XP_015434405.1			XP_003704794.1	XP_033328476.1	XP_031826221.1	XP_029047262.1	XP_034175588.1
N2.HOG0005588	OG0004763	n0			XP_026673794.1	XP_015439627.1			XP_003701837.1	XP_033333796.1	XP_031836605.1	XP_029048462.1	XP_034176329.1
N2.HOG0005589	OG0004764	n0			XP_017890986.1	XP_015434567.1			XP_003705691.1	XP_033330951.1	XP_031847247.1	XP_029036891.1	XP_034189889.1
N2.HOG0005590	OG0004765	n0			XP_017888843.1	XP_015428744.1			XP_012145883.1	XP_033327415.1	XP_031829826.1	XP_029035094.1	XP_034185685.1
N2.HOG0005591	OG0004766	n0			XP_026672740.1	XP_015432704.1			XP_003704922.1	XP_033332435.1	XP_031841395.1	XP_029038950.1	XP_034186654.1
N2.HOG0005592	OG0004767	n0			XP_017883325.1	XP_015432883.1			XP_003706685.1	XP_033340123.1	XP_031827304.1	XP_029040744.1	XP_034172310.1
N2.HOG0005593	OG0004768	n0			XP_017875310.1	XP_015432963.1			XP_003703807.1	XP_033328514.1	XP_031839215.1	XP_029042498.1	XP_034172255.1
N2.HOG0005594	OG0004769	n0			XP_017879873.1	XP_015439916.1			XP_003701886.1	XP_033338960.1	XP_031831786.1	XP_029046457.1	XP_034177513.1
N2.HOG0005595	OG0004770	n0			XP_017879924.1	XP_015437368.1			XP_003699373.1	XP_033342394.1	XP_031849246.1	XP_029049677.1	XP_034193218.1
N2.HOG0005596	OG0004771	n0			XP_017890639.1	XP_015432860.1			XP_003703783.1	XP_033323021.1	XP_031839432.1	XP_029037838.1	XP_034173273.1
N2.HOG0005597	OG0004772	n0			XP_017890444.1	XP_015440503.1			XP_003700554.1	XP_033342301.1	XP_031849458.1	XP_029048970.1	XP_034175166.1
N2.HOG0005598	OG0004773	n0			XP_017885681.1	XP_015433565.1			XP_003704458.1	XP_033327069.1	XP_031833314.1	XP_029036018.1	XP_034187548.1
N2.HOG0005599	OG0004774	n0			XP_017886173.1	XP_015435806.1			XP_003706123.1	XP_033331245.1	XP_031836916.1	XP_029032874.1	XP_034182802.1
N2.HOG0005600	OG0004775	n0			XP_017881102.1	XP_015436521.1			XP_012138667.1	XP_033334429.1	XP_031828820.1	XP_029038517.1	XP_034176717.1
N2.HOG0005601	OG0004776	n0			XP_017881540.1	XP_015438098.1			XP_003708529.1	XP_033329920.1	XP_031827991.1	XP_029032246.1	XP_034177885.1
N2.HOG0005602	OG0004777	n0			XP_017878338.1	XP_015434895.1			XP_012140819.1	XP_033342209.1	XP_031843118.1	XP_029036953.1	XP_034193840.1
N2.HOG0005603	OG0004778	n0			XP_017883090.1	XP_015440005.1			XP_012150003.1	XP_033328240.1	XP_031825426.1	XP_029048739.1	XP_034177486.1
N2.HOG0005604	OG0004779	n0			XP_026669128.1	XP_015435412.1			XP_012151537.1	XP_033328828.1	XP_031839473.1	XP_029038078.1	XP_034173014.1
N2.HOG0005605	OG0004780	n0			XP_017881894.1	XP_015433691.1			XP_012135753.1	XP_033321756.1	XP_031830056.1	XP_029046792.1	XP_034190612.1
N2.HOG0005606	OG0004781	n0			XP_017890098.1	XP_015433397.1			XP_003702631.1	XP_033324315.1	XP_031825624.1	XP_029046057.1	XP_034177661.1
N2.HOG0005607	OG0004782	n0			XP_017892500.1	XP_015431018.1			XP_003704464.2	XP_033337656.1	XP_031837819.1	XP_029039100.1	XP_034191914.1
N2.HOG0005608	OG0004783	n0			XP_017886306.1	XP_015439392.1			XP_003704152.1	XP_033322325.1	XP_031829478.1	XP_029034739.1	XP_034179777.1
N2.HOG0005609	OG0004784	n0			XP_017878129.1	XP_015434915.1			XP_012146978.1	XP_033322291.1	XP_031844807.1	XP_029034721.1	XP_034178929.1
N2.HOG0005610	OG0004785	n0			XP_017878816.1	XP_015436923.1			XP_012135011.1	XP_033326950.1	XP_031845319.1	XP_029033464.1	XP_034174451.1
N2.HOG0005611	OG0004786	n0			XP_017878807.1	XP_015436933.1			XP_012142099.1	XP_033326957.1	XP_031845321.1	XP_029032897.1	XP_034174361.1
N2.HOG0005612	OG0004787	n0			XP_017882463.1	XP_015431515.1			XP_012147193.1	XP_033329830.1	XP_031844553.1	XP_029053224.1	XP_034188267.1
N2.HOG0005613	OG0004788	n0			XP_017879516.1	XP_015439774.1			XP_003707360.1	XP_033328060.1	XP_031825382.1	XP_029054564.1	XP_034176890.1
N2.HOG0005614	OG0004789	n0			XP_017886851.1	XP_015430374.1			XP_003700532.1	XP_033338578.1	XP_031826993.1	XP_029050967.1	XP_034186767.1
N2.HOG0005615	OG0004790	n0			XP_017885606.1	XP_015430617.1			XP_012142011.1	XP_033336860.1	XP_031845115.1	XP_029047250.1	XP_034173873.1
N2.HOG0005616	OG0004791	n0			XP_017884700.1	XP_015440241.1			XP_003700310.1	XP_033335592.1	XP_031847703.1	XP_029048871.1	XP_034174916.1
N2.HOG0005617	OG0004792	n0			XP_026670270.1	XP_015431312.1			XP_003699753.1	XP_033320992.1	XP_031830820.1	XP_029044576.1	XP_034185800.1
N2.HOG0005618	OG0004793	n0			XP_017889377.1	XP_015433211.1			XP_003705937.1	XP_033327653.1	XP_031847401.1	XP_029036726.1	XP_034193719.1
N2.HOG0005619	OG0004794	n0			XP_026668432.1	XP_015437069.1			XP_003701037.1	XP_033327775.1	XP_031843387.1	XP_029039824.1	XP_034189735.1
N2.HOG0005620	OG0004795	n0			XP_017891227.1	XP_015437154.1			XP_003703262.1	XP_033326925.1	XP_031846939.1	XP_029039637.1	XP_034195260.1
N2.HOG0005621	OG0004796	n0			XP_017890009.1	XP_015435653.1			XP_003701725.1	XP_033338284.1	XP_031827782.1	XP_029052014.1	XP_034194186.1
N2.HOG0005622	OG0004797	n0			XP_017882613.1	XP_015431927.1			XP_012137003.1	XP_033338311.1	XP_031825537.1	XP_029041942.1	XP_034187169.1
N2.HOG0005623	OG0004798	n0			XP_017878351.1	XP_015434861.1			XP_003699655.1	XP_033342065.1	XP_031843113.1	XP_029036950.1	XP_034193839.1
N2.HOG0005624	OG0004799	n0			XP_026673279.1	XP_015434559.1			XP_003702137.1	XP_033328808.1	XP_031846658.1	XP_029039952.1	XP_034187992.1
N2.HOG0005625	OG0004800	n0			XP_017875112.1	XP_015436754.1			XP_003702042.1	XP_033328452.1	XP_031826178.1	XP_029032293.1	XP_034177519.1
N2.HOG0005626	OG0004801	n0			XP_017888894.1	XP_015428793.1			XP_003705547.2	XP_033329929.1	XP_031829797.1	XP_029050315.1	XP_034190474.1
N2.HOG0005627	OG0004802	n0			XP_017892539.1	XP_015429726.1			XP_003702349.1	XP_033330625.1	XP_031848650.1	XP_029034261.1	XP_034188745.1
N2.HOG0005628	OG0004803	n0			XP_017887278.1	XP_015429313.1			XP_003708147.1	XP_033331193.1	XP_031844160.1	XP_029049908.1	XP_034182658.1
N2.HOG0005629	OG0004804	n0			XP_026667646.1	XP_015428953.1			XP_012149443.1	XP_033340581.1	XP_031825952.1	XP_029050525.1	XP_034185901.1
N2.HOG0005630	OG0004805	n0			XP_026668357.1	XP_015430740.1			XP_003699433.1	XP_033336924.1	XP_031845085.1	XP_029033449.1	XP_034174440.1
N2.HOG0005631	OG0004806	n0			XP_017878261.1	XP_015431128.1			XP_012143342.1	XP_033337308.1	XP_031837960.1	XP_029037435.1	XP_034191698.1
N2.HOG0005632	OG0004807	n0			XP_017891877.1	XP_015434471.1			XP_003702623.1	XP_033325589.1	XP_031843501.1	XP_029043194.1	XP_034189338.1
N2.HOG0005633	OG0004808	n0			XP_017875325.1	XP_015432746.1			XP_003700525.1	XP_033326284.1	XP_031827064.1	XP_029048651.1	XP_034191095.1
N2.HOG0005634	OG0004809	n0			XP_026672412.1	XP_015435818.1			XP_012147319.1	XP_033331250.1	XP_031836918.1	XP_029053232.1	XP_034194388.1
N2.HOG0005635	OG0004810	n0			XP_017882064.1	XP_015431249.1			XP_003706812.1	XP_033340579.1	XP_031830578.1	XP_029039922.1	XP_034189965.1
N2.HOG0005636	OG0004811	n0			XP_017887968.1	XP_015435275.1			XP_012146504.1	XP_033327938.1	XP_031843438.1	XP_029052623.1	XP_034183719.1
N2.HOG0005637	OG0004812	n0			XP_026667921.1	XP_015432128.1			XP_003705376.1	XP_033338646.1	XP_031827098.1	XP_029042285.1	XP_034191372.1
N2.HOG0005638	OG0004813	n0			XP_017892056.1	XP_015439288.1			XP_003699539.1	XP_033332787.1	XP_031838406.1	XP_029036379.1	XP_034192880.1
N2.HOG0005639	OG0004814	n0			XP_026674417.1	XP_015437697.1			XP_003704409.1	XP_033328274.1	XP_031836022.1	XP_029049964.1	XP_034178381.1
N2.HOG0005640	OG0004815	n0			XP_026672449.1	XP_015433310.1			XP_012150290.1	XP_033324068.1	XP_031833480.1	XP_029054375.1	XP_034177575.1
N2.HOG0005641	OG0004816	n0			XP_017880199.1	XP_015428497.1			XP_012151406.1	XP_033338746.1	XP_031841644.1	XP_029042416.1	XP_034191274.1
N2.HOG0005642	OG0004817	n0			XP_017880611.1	XP_015431962.1			XP_012146711.1	XP_033329093.1		XP_029053222.1, XP_029053268.1	XP_034195413.1
N2.HOG0005643	OG0004818	n0			XP_017882614.1	XP_015430294.1			XP_003700454.1	XP_033338644.1	XP_031827218.1	XP_029051035.1	XP_034187048.1
N2.HOG0005644	OG0004819	n0			XP_017879569.1	XP_015439708.1			XP_003702648.2	XP_033327985.1	XP_031825416.1	XP_029045735.1	XP_034177692.1
N2.HOG0005645	OG0004820	n0			XP_017879573.1	XP_015439883.1			XP_012139116.1	XP_033327988.1	XP_031825422.1	XP_029045742.1	XP_034177700.1
N2.HOG0005646	OG0004821	n0			XP_026674052.1	XP_015434723.1			XP_012147589.1	XP_033324556.1	XP_031847010.1	XP_029035164.1	XP_034185364.1
N2.HOG0005647	OG0004822	n0			XP_026669043.1	XP_015439719.1			XP_012139101.1	XP_033328072.1	XP_031825390.1	XP_029052568.1	XP_034177548.1
N2.HOG0005648	OG0004823	n0			XP_017885941.1	XP_015434548.1			XP_003702024.1	XP_033322988.1	XP_031846726.1	XP_029032209.1	XP_034171565.1
N2.HOG0005649	OG0004824	n0			XP_017886674.1	XP_015432741.1			XP_012151388.1	XP_033338869.1	XP_031826964.1	XP_029042352.1	XP_034191305.1
N2.HOG0005650	OG0004825	n0			XP_017875357.1	XP_015437565.1			XP_003700645.1	XP_033331369.1	XP_031845515.1	XP_029041663.1	XP_034183264.1
N2.HOG0005651	OG0004826	n0			XP_017891896.2	XP_015428889.1			XP_003706992.1	XP_033331445.1	XP_031847818.1	XP_029052122.1	XP_034185843.1
N2.HOG0005652	OG0004827	n0			XP_017893026.1	XP_015437560.1			XP_003703367.1	XP_033320806.1	XP_031838693.1	XP_029050390.1	XP_034195523.1
N2.HOG0005653	OG0004828	n0			XP_017891671.1	XP_015436938.1			XP_003708393.1	XP_033336910.1	XP_031829350.1	XP_029042892.1	XP_034187392.1
N2.HOG0005654	OG0004829	n0			XP_017884544.1	XP_015428505.1			XP_003700257.1	XP_033331673.1	XP_031847064.1	XP_029048873.1	XP_034174917.1
N2.HOG0005655	OG0004830	n0			XP_017886920.1	XP_015432161.1			XP_003704126.1	XP_033326088.1	XP_031826723.1	XP_029045214.1	XP_034190991.1
N2.HOG0005656	OG0004831	n0			XP_017885951.1	XP_015429915.1			XP_003705635.1	XP_033332327.1	XP_031828237.1	XP_029053086.1	XP_034191099.1
N2.HOG0005657	OG0004832	n0			XP_017881011.1	XP_015430792.1			XP_003699445.1	XP_033327231.1	XP_031833265.1	XP_029032777.1	XP_034173802.1
N2.HOG0005658	OG0004833	n0			XP_017877629.1	XP_015435555.1			XP_012134493.1	XP_033334702.1	XP_031829095.1	XP_029035431.1	XP_034175797.1
N2.HOG0005659	OG0004834	n0			XP_017891589.1	XP_015433392.1			XP_003707350.1	XP_033328171.1	XP_031833697.1	XP_029036583.1	XP_034177809.1
N2.HOG0005660	OG0004835	n0			XP_017878732.1	XP_015431742.1			XP_003703022.1	XP_033326436.1	XP_031842237.1	XP_029047781.1	XP_034174262.1
N2.HOG0005661	OG0004836	n0			XP_026670367.1	XP_015431364.1			XP_012148810.1	XP_033325980.1	XP_031843881.1	XP_029039837.1	XP_034190024.1
N2.HOG0005662	OG0004837	n0			XP_017890368.1	XP_015428598.1			XP_012136857.1	XP_033337208.1	XP_031841019.1	XP_029033061.1	XP_034182058.1
N2.HOG0005663	OG0004838	n0			XP_017889111.1	XP_015433057.1			XP_012151423.1	XP_033323069.1	XP_031848680.1	XP_029050933.1	XP_034172948.1
N2.HOG0005664	OG0004839	n0			XP_017886668.1	XP_015432722.1			XP_012151384.1	XP_033338859.1	XP_031826958.1	XP_029042343.1	XP_034191297.1
N2.HOG0005665	OG0004840	n0			XP_026674693.1	XP_015428534.1			XP_012153748.1	XP_033341826.1	XP_031835197.1	XP_029050137.1	XP_034175981.1
N2.HOG0005666	OG0004841	n0			XP_017882595.1	XP_015432239.1			XP_003700702.1	XP_033331305.1	XP_031827635.1	XP_029041697.1	XP_034183271.1
N2.HOG0005667	OG0004842	n0			XP_017878288.1	XP_015433727.1			XP_012138878.1	XP_033322121.1	XP_031849218.1	XP_029044309.1	XP_034185620.1
N2.HOG0005668	OG0004843	n0			XP_017885852.1	XP_015437893.1			XP_003706586.1	XP_033340617.1	XP_031828157.1	XP_029035298.1	XP_034179209.1
N2.HOG0005669	OG0004844	n0			XP_017884563.1	XP_015434158.1			XP_012152504.1	XP_033335857.1	XP_031845962.1	XP_029043541.1	XP_034180732.1
N2.HOG0005670	OG0004845	n0			XP_017887263.1	XP_015429350.1			XP_012152189.1	XP_033339038.1	XP_031844140.1	XP_029049881.1	XP_034194363.1
N2.HOG0005671	OG0004846	n0			XP_017880965.1	XP_015431536.1			XP_003706319.1	XP_033341709.1	XP_031834299.1	XP_029033108.1	XP_034182678.1
N2.HOG0005672	OG0004847	n0			XP_017882225.1	XP_015439213.1			XP_012144908.1	XP_033336572.1	XP_031837359.1	XP_029032724.1	XP_034180302.1
N2.HOG0005673	OG0004848	n0			XP_017893172.1	XP_015429310.1			XP_003701972.1	XP_033331722.1	XP_031837673.1	XP_029041774.1	XP_034180029.1
N2.HOG0005674	OG0004849	n0			XP_017881016.1	XP_015432846.1			XP_003703723.1	XP_033328859.1	XP_031827377.1	XP_029051730.1	XP_034173503.1
N2.HOG0005675	OG0004850	n0			XP_017875748.1	XP_015428873.1			XP_003706855.1	XP_033341074.1	XP_031825847.1	XP_029039990.1	XP_034190131.1
N2.HOG0005676	OG0004851	n0			XP_017885541.1	XP_015436251.1			XP_003707621.1	XP_033325834.1	XP_031835048.1	XP_029047961.1	XP_034184365.1
N2.HOG0005677	OG0004852	n0			XP_017888490.1	XP_015432284.1			XP_003701284.1	XP_033338900.1	XP_031841755.1	XP_029040309.1	XP_034187129.1
N2.HOG0005678	OG0004853	n0			XP_017882800.1	XP_015436588.1			XP_003701800.2	XP_033335142.1	XP_031842494.1	XP_029033341.1	XP_034185528.1
N2.HOG0005679	OG0004854	n0			XP_017879446.1	XP_015434624.1			XP_003700768.1	XP_033335377.1	XP_031841357.1	XP_029041658.1	XP_034182943.1
N2.HOG0005680	OG0004855	n0			XP_017892416.1	XP_015436909.1			XP_003702033.1	XP_033340277.1	XP_031826472.1	XP_029032309.1	XP_034177656.1
N2.HOG0005681	OG0004856	n0			XP_017883727.1	XP_015430319.1			XP_003700466.1	XP_033338600.1	XP_031827191.1	XP_029050948.1	XP_034187012.1
N2.HOG0005682	OG0004857	n0			XP_017882196.1	XP_015431422.1			XP_003706952.1	XP_033325976.1	XP_031843875.1	XP_029039818.1	XP_034190005.1
N2.HOG0005683	OG0004858	n0			XP_017885153.1	XP_015434508.1			XP_003702025.1	XP_033322989.1	XP_031846725.1	XP_029032664.1	XP_034178262.1
N2.HOG0005684	OG0004859	n0			XP_017885207.1	XP_015434547.1			XP_012137885.1	XP_033322983.1	XP_031846712.1	XP_029032655.1	XP_034178164.1
N2.HOG0005685	OG0004860	n0			XP_017883534.1	XP_015440106.1			XP_003700379.1	XP_033335594.1	XP_031831242.1	XP_029042792.1	XP_034193064.1
N2.HOG0005686	OG0004861	n0			XP_017892370.1	XP_015430067.1			XP_012138457.1	XP_033330771.1	XP_031848663.1	XP_029034369.1	XP_034189365.1
N2.HOG0005687	OG0004862	n0			XP_017885723.1	XP_015431117.1			XP_012137524.1	XP_033338007.1	XP_031838070.1	XP_029037529.1	XP_034191753.1
N2.HOG0005688	OG0004863	n0			XP_017891080.1	XP_015435136.1			XP_012141011.1	XP_033333087.1	XP_031832068.1	XP_029051789.1	XP_034187996.1
N2.HOG0005689	OG0004864	n0			XP_017878355.1	XP_015428825.1			XP_012138882.1	XP_033322082.1	XP_031830476.1	XP_029044304.1	XP_034185616.1
N2.HOG0005690	OG0004865	n0			XP_017889403.1	XP_015433872.1			XP_003701841.1	XP_033333792.1	XP_031836524.1	XP_029048340.1	XP_034176326.1
N2.HOG0005691	OG0004866	n0			XP_017877925.1	XP_015430733.1			XP_003699475.1	XP_033337052.1	XP_031829376.1	XP_029047406.1	XP_034187244.1
N2.HOG0005692	OG0004867	n0			XP_017881365.1	XP_015435977.1			XP_012153062.1	XP_033329969.1	XP_031828012.1	XP_029032401.1	XP_034177728.1
N2.HOG0005693	OG0004868	n0			XP_017888948.1	XP_015431946.1			XP_003701756.1	XP_033321041.1	XP_031840296.1	XP_029040137.1	XP_034196338.1
N2.HOG0005694	OG0004869	n0			XP_017887331.1	XP_015433663.1			XP_012152287.1	XP_033321805.1	XP_031844138.1	XP_029046222.1	XP_034194421.1
N2.HOG0005695	OG0004870	n0			XP_017885249.1	XP_015436771.1			XP_003703079.1	XP_033329629.1	XP_031828034.1	XP_029055505.1	XP_034175298.1
N2.HOG0005696	OG0004871	n0			XP_017881634.1	XP_015431499.1			XP_003706300.1	XP_033333694.1	XP_031834312.1	XP_029033107.1	XP_034182041.1
