Orthogroup	Ceratina_calcarata	Aedes_aegypti
OG0004468	XP_026669666.1, XP_017880757.1	XP_001660800.1
OG0004469	XP_017876546.1	XP_021706199.1
OG0004470	XP_017883225.1	XP_001648953.1
OG0004471	XP_017883501.1	XP_001648894.1
OG0004472	XP_017877793.1	XP_021711273.1
OG0004473	XP_017892120.1	XP_001662453.2
OG0004475	XP_017881804.1	XP_021693123.1
OG0004476	XP_017878435.1	XP_021695983.1
OG0004478	XP_017889224.1	XP_001659989.1
OG0004479	XP_017887325.1	XP_001654562.1
OG0004480	XP_017877925.1, XP_026668389.1	XP_001661554.1
OG0004481	XP_026672791.1	XP_001651524.3
OG0004482	XP_026675154.1	XP_001655913.1, XP_021699452.1
OG0004483	XP_017878961.1	XP_001660130.1
OG0004484	XP_017883589.1	XP_001651217.2
OG0004485	XP_017875881.1	XP_021693885.1
OG0004486	XP_026673399.1, XP_017888169.2	XP_001653919.1, XP_021694172.1
OG0004487	XP_017877043.2	XP_021710539.1
OG0004489	XP_017891356.1	XP_001648272.2, XP_021707487.1
OG0004490	XP_017884077.1	XP_001651923.1
OG0004491	XP_017884054.1	XP_001651093.2
OG0004492	XP_026672254.1, XP_026672255.1, XP_017885657.1	XP_021706108.1
OG0004493	XP_017887506.1	XP_021711241.1
OG0004494	XP_017883800.1	XP_021705783.1
OG0004495	XP_017882725.2	XP_021695981.1
OG0004496	XP_017889384.1	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1
OG0004497	XP_017883393.1	XP_001650117.2, XP_001663385.2
OG0004498	XP_017876659.1	XP_001659942.1
OG0004499	XP_017889745.1	XP_001655579.2
OG0004500	XP_017889816.1	XP_021695312.1
OG0004501	XP_017892115.1	XP_021702620.1
OG0004502	XP_017885546.1	XP_001648084.1, XP_021694458.1, XP_021694457.1
OG0004503	XP_026669037.1	XP_021703062.1
OG0004504	XP_017892859.1	XP_021707973.1
OG0004505	XP_017887257.1	XP_021707347.1
OG0004506	XP_017892021.1	XP_021699449.1
OG0004507	XP_017879888.1, XP_026674493.1	XP_001663721.2
OG0004508	XP_026674529.1, XP_017890439.1	XP_021701218.1, XP_001655813.2, XP_001655814.2
OG0004509	XP_017892310.1	XP_001659844.2
OG0004510	XP_017886378.1	XP_021704485.1, XP_021704479.1
OG0004511	XP_017877795.1	XP_001654224.2
OG0004512	XP_017886641.1	XP_001663924.1
OG0004513	XP_026667223.1, XP_026667222.1, XP_017875740.1	XP_001653182.1
OG0004514	XP_017881520.1	XP_021697229.1
OG0004515	XP_017877465.1	XP_001652415.2
OG0004516	XP_017887563.1	XP_001656725.1
OG0004517	XP_017888636.1, XP_017883937.1	XP_021701513.1
OG0004518	XP_017892960.1	XP_021713389.1, XP_021713385.1
OG0004519	XP_017892862.1	XP_021693348.1
OG0004520	XP_017892122.1	XP_001663552.1
OG0004521	XP_017889794.1	XP_001657865.1
OG0004523	XP_017878515.1	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1
OG0004524	XP_017892594.1	XP_021694361.1, XP_001662826.2
OG0004525	XP_017882589.1	XP_001661950.2
OG0004526	XP_017875588.1	XP_021697114.1, XP_001655674.2
OG0004527	XP_017885729.1	XP_001653827.1
OG0004528	XP_017886419.1	XP_001648653.1
OG0004529	XP_017886410.1	XP_001662097.2
OG0004530	XP_026668310.1	XP_001652994.2
OG0004531	XP_017885061.2	XP_001650089.2
OG0004532	XP_017884001.1	XP_021706145.1
OG0004533	XP_017883426.2	XP_001660001.1
OG0004534	XP_017886159.1	XP_021709267.1
OG0004535	XP_017879379.1	XP_001654431.1
OG0004536	XP_017881935.1	XP_021713184.1
OG0004537	XP_026668276.1	XP_021711272.1, XP_001657313.2
OG0004538	XP_017879394.1	XP_001656894.2
OG0004539	XP_017875108.1	XP_001658635.1
OG0004540	XP_026667072.1, XP_017875361.1	XP_001659919.1, XP_021711839.1
OG0004541	XP_026673130.1	XP_021694130.1
OG0004542	XP_017879097.1	XP_001656142.2
OG0004543	XP_017885177.1	XP_001653956.2
OG0004544	XP_017890193.1	XP_001650063.2
OG0004545	XP_017886820.1	XP_001658744.1
OG0004546	XP_017887750.1	XP_001653259.2
OG0004547	XP_017883600.1	XP_001664172.2
OG0004549	XP_017883153.1	XP_001648190.1
OG0004550	XP_017888498.1	XP_001663578.2
OG0004551	XP_017881475.1	XP_021712942.1
OG0004552	XP_017882606.1	XP_001650864.1, XP_021712082.1
OG0004553	XP_017881235.1	XP_001659551.2
OG0004554	XP_017891839.1	XP_011492966.2
OG0004555	XP_017876233.1	XP_021711674.1
OG0004556	XP_026672523.1, XP_026672354.1	XP_001659983.2
OG0004558	XP_017877322.1	XP_021710148.1, XP_021710149.1
OG0004559	XP_017880396.1	XP_001659707.2
OG0004560	XP_017893097.1	XP_001653346.2, XP_021693036.1
OG0004561	XP_017878390.1	XP_001654258.2
OG0004562	XP_017880359.1	XP_001657567.1
OG0004563	XP_017883939.1, XP_017887282.1	XP_021701535.1
OG0004564	XP_017893186.1	XP_021705539.1
OG0004565	XP_017889844.1	XP_001651053.1
OG0004566	XP_017878967.1, XP_017878977.1, XP_026668850.1, XP_017878985.1	XP_001662958.1
OG0004567	XP_017881019.1	XP_001648004.2, XP_021712553.1
OG0004568	XP_017892033.1	XP_021701024.1, XP_021701025.1, XP_001649745.1
OG0004569	XP_017882569.1	XP_001648171.2
OG0004570	XP_017891134.1	XP_001648965.1
OG0004571	XP_017891592.1	XP_001662672.2
OG0004572	XP_017886138.1	XP_021702950.1
OG0004573	XP_026666587.1, XP_017888674.1	XP_011493608.2
OG0004574	XP_026666509.1, XP_017893016.1	XP_001657416.1, XP_021711979.1
OG0004575	XP_017891840.1	XP_001660049.1
OG0004576	XP_017884083.2	XP_001661298.1
OG0004577	XP_026669003.1	XP_021695308.1, XP_021701641.1
OG0004578	XP_017890076.1	XP_001649383.1
OG0004579	XP_026667864.1, XP_017877000.1	XP_021695000.1
OG0004580	XP_026669445.1	XP_001655238.1
OG0004581	XP_017880936.1	XP_001654265.1, XP_001654264.1
OG0004582	XP_017875364.1	XP_001655738.1, XP_001655739.1
OG0004583	XP_017889399.1	XP_021705581.1, XP_021705590.1, XP_021705596.1
OG0004584	XP_017889651.1	XP_021709483.1, XP_021709484.1, XP_021709485.1
OG0004585	XP_026671954.1, XP_017885173.1	XP_001648523.2, XP_021695479.1
OG0004586	XP_017877386.1	XP_001656940.1
OG0004587	XP_017878631.1	XP_001655089.1
OG0004588	XP_017884275.1	XP_001663309.2
OG0004589	XP_017891576.1	XP_001662466.1
OG0004590	XP_017879245.1, XP_026668948.1	XP_001649978.2
OG0004591	XP_017878753.1	XP_001653808.2
OG0004592	XP_017886383.1	XP_001656729.1
OG0004593	XP_017892530.1	XP_021696175.1
OG0004594	XP_017883607.1	XP_021708806.1
OG0004595	XP_017887703.1	XP_021705151.1
OG0004596	XP_017878136.1	XP_021699603.1, XP_021699618.1, XP_021699609.1, XP_021699613.1, XP_001651965.2
OG0004597	XP_017878697.1	XP_021702298.1
OG0004598	XP_017886759.1	XP_001661731.2
OG0004599	XP_017877131.1	XP_001658435.2
OG0004600	XP_026668463.1	XP_021695671.1, XP_021695668.1
OG0004601	XP_017875703.1	XP_011493552.2, XP_001654751.2
OG0004602	XP_017890804.1	XP_001653877.1
OG0004603	XP_017893408.1	XP_001653144.1
OG0004604	XP_026674295.1	XP_021712700.1, XP_021695292.1
OG0004605	XP_017890444.1	XP_001648835.1
OG0004606	XP_017887166.1	XP_021701170.1, XP_021701169.1, XP_021701168.1, XP_021701171.1
OG0004607	XP_017875733.1	XP_001654200.1
OG0004608	XP_017878724.1, XP_017878725.1	XP_021698376.1, XP_021698366.1
OG0004609	XP_017876870.1	XP_021694862.1
OG0004611	XP_017892492.1, XP_017892493.1	XP_001660135.1
OG0004612	XP_017883534.1	XP_021699911.1, XP_021699912.1
OG0004613	XP_017885623.1, XP_026670034.1, XP_017881401.1	XP_021701485.1
OG0004614	XP_017886984.1	XP_021705283.1, XP_021711284.1
OG0004615	XP_017885935.1	XP_021709306.1
OG0004616	XP_026675627.1	XP_021708352.1
OG0004617	XP_017878933.1	XP_021704785.1
OG0004618	XP_017889178.1	XP_021694540.1
OG0004619	XP_017891651.1, XP_017890305.1	XP_001648875.1
OG0004620	XP_017886799.1	XP_001662113.2
OG0004621	XP_017881727.1, XP_026670152.1	XP_001649227.1
OG0004622	XP_017889395.1	XP_021697492.1
OG0004623	XP_026672007.1	XP_021704685.1
OG0004624	XP_026673028.1, XP_026673029.1, XP_017887464.1	XP_021697733.1, XP_001649905.1
OG0004625	XP_026667796.1	XP_021697606.1, XP_001657654.1
OG0004626	XP_026668434.1	XP_021700481.1
OG0004627	XP_017875739.1	XP_021711620.1
OG0004628	XP_017875016.1, XP_017891015.1	XP_001661171.1
OG0004629	XP_017893522.1	XP_001661688.1
OG0004630	XP_017882013.1	XP_001660997.1
OG0004631	XP_017891702.1	XP_021710660.1
OG0004632	XP_017885852.1	XP_001653470.1
OG0004633	XP_017889222.1	XP_001661371.1
OG0004634	XP_017879077.1	XP_021707738.1
OG0004635	XP_017886573.1	XP_021698241.1
OG0004636	XP_017881698.1	XP_001650614.1
OG0004637	XP_017883295.2, XP_017888256.1	XP_021697912.1
OG0004638	XP_017884031.1	XP_001649219.1, XP_021707392.1
OG0004639	XP_017877926.1	XP_001664137.1
OG0004640	XP_017881654.1	XP_001654863.1
OG0004641	XP_017881879.1	XP_001661424.1, XP_021712682.1
OG0004644	XP_017886483.1, XP_026672491.1	XP_001649427.2, XP_021694844.1
OG0004645	XP_017881271.1	XP_021702095.1, XP_021702090.1
OG0004646	XP_017888024.1	XP_021705216.1, XP_001663713.2, XP_021705211.1
OG0004647	XP_017878171.1	XP_021711963.1
OG0004648	XP_017876055.1	XP_001655513.1, XP_021697908.1
OG0004649	XP_026674366.1, XP_026674364.1, XP_017890119.2	XP_001655311.1
OG0004650	XP_026674298.1	XP_001651759.1
OG0004651	XP_017890081.1	XP_001651171.1
OG0004652	XP_017884995.1	XP_001663462.2
OG0004653	XP_017875906.1	XP_001651860.2
OG0004654	XP_017889408.1	XP_011493566.1
OG0004655	XP_017890582.1	XP_021696516.1
OG0004656	XP_017879578.1	XP_001661025.1
OG0004657	XP_017879639.1	XP_021712150.1, XP_021712145.1, XP_021712157.1
OG0004658	XP_017892113.1	XP_021698679.1
OG0004659	XP_017893165.1	XP_001660738.2
OG0004660	XP_017892359.1	XP_001660573.2
OG0004661	XP_017892440.1	XP_021696840.1
OG0004662	XP_017883606.1	XP_021707045.1
OG0004663	XP_017889387.1	XP_001660544.1
OG0004664	XP_017892680.1	XP_001660618.2
OG0004667	XP_017888460.1	XP_001659898.2
OG0004668	XP_017881944.1	XP_001651396.1
OG0004669	XP_017890245.1	XP_001649113.1
OG0004670	XP_017887955.1	XP_021704459.1
OG0004671	XP_017891430.1	XP_001663793.1
OG0004672	XP_026673288.1	XP_021707892.1, XP_021707896.1
OG0004673	XP_017887145.2	XP_021701592.1
OG0004674	XP_017878126.1, XP_017878127.1	XP_001651586.1
OG0004675	XP_017892666.1	XP_001655180.1
OG0004676	XP_017880188.1, XP_017880187.1	XP_001654144.2
OG0004677	XP_017887651.1	XP_021697759.1
OG0004678	XP_017877601.1	XP_021706267.1
OG0004679	XP_017887527.1	XP_001653826.2
OG0004680	XP_026668611.1, XP_026668612.1, XP_026668613.1, XP_017878420.1, XP_017878419.1, XP_026668610.1	XP_001659869.2
OG0004681	XP_017881729.1	XP_021705619.1
OG0004682	XP_017886976.1	XP_001662635.1
OG0004683	XP_017883107.1	XP_001649393.1
OG0004684	XP_017876652.1	XP_001659515.1, XP_021704199.1
OG0004686	XP_017890414.2, XP_017878263.1	XP_001656685.2
OG0004687	XP_017889841.1	XP_001649418.2
OG0004688	XP_017888416.1	XP_001658948.1
OG0004689	XP_017891145.1	XP_021700514.1, XP_021700513.1
OG0004691	XP_017885000.1	XP_021694260.1
OG0004692	XP_026671545.1	XP_021693883.1
OG0004694	XP_017890817.1	XP_021694368.1
OG0004695	XP_026673267.1	XP_021699686.1, XP_021699685.1, XP_021699684.1, XP_021699682.1
OG0004696	XP_017875966.2	XP_021705038.1
OG0004697	XP_017891029.1	XP_001648847.1, XP_021701083.1, XP_021701082.1
OG0004699	XP_017892077.1	XP_021704553.1
OG0004700	XP_017879626.2	XP_001651094.2
OG0004701	XP_017884124.1	XP_001654591.1
OG0004702	XP_017889575.1	XP_001660592.2
OG0004705	XP_017877091.1	XP_001656447.1
OG0004706	XP_017889711.1	XP_011493475.2
OG0004707	XP_017876395.1	XP_021702768.1, XP_021712510.1, XP_001652440.1
OG0004708	XP_017890125.1	XP_021696069.1, XP_001662006.2
OG0004710	XP_017891363.1	XP_001660329.1
OG0004711	XP_026673001.1	XP_001658568.1
OG0004712	XP_026667543.1	XP_021701099.1, XP_021706791.1, XP_021702575.1, XP_021702576.1
OG0004713	XP_017891059.1	XP_001661452.2
OG0004714	XP_017883911.1	XP_021706591.1
OG0004715	XP_017886284.2	XP_001664227.2
OG0004716	XP_017883083.1	XP_001650491.1
OG0004717	XP_026674729.1	XP_021698227.1
OG0004718	XP_017891539.1	XP_021695499.1
OG0004719	XP_026668137.1	XP_021698310.1
OG0004721	XP_026668544.1	XP_001657236.2
OG0004722	XP_017878711.1	XP_001662710.2
OG0004723	XP_017877543.1	XP_021707647.1
OG0004724	XP_017891020.1	XP_021696425.1
OG0004725	XP_017882402.2	XP_021698872.1
OG0004726	XP_017886025.1, XP_017879435.1	XP_001650496.2
OG0004728	XP_017880164.1	XP_001662804.1
OG0004729	XP_026671078.1	XP_021693082.1
OG0004730	XP_017888114.1	XP_021695514.1
OG0004731	XP_026675151.1	XP_001653054.1
OG0004732	XP_017889821.1, XP_026674224.1	XP_001656662.2
OG0004733	XP_017891984.1	XP_001650298.2
OG0004735	XP_026666812.1	XP_001652717.1
OG0004737	XP_017885948.1	XP_021697557.1, XP_021697558.1, XP_021697560.1
OG0004738	XP_017882469.2	XP_001655344.2
OG0004739	XP_017883269.1	XP_021700595.1
OG0004740	XP_017876910.1	XP_021696029.1, XP_021696028.1, XP_001663566.1
OG0004741	XP_017888692.1	XP_021694763.1
OG0004743	XP_017885756.1	XP_001656317.1
OG0004744	XP_017884895.1	XP_021704200.1, XP_021704201.1
OG0004745	XP_017884518.1, XP_017884516.1, XP_017884517.1	XP_001650247.2
OG0004746	XP_017879883.1	XP_001659764.2
OG0004747	XP_026671847.1	XP_021700016.1
OG0004748	XP_017884951.1	XP_021705285.1
OG0004749	XP_017888067.1, XP_017888066.1	XP_001657184.1, XP_001657185.1
OG0004751	XP_017880935.1	XP_021711516.1, XP_021711532.1, XP_001653147.2
OG0004752	XP_026669887.1	XP_001659225.2
OG0004753	XP_017890710.1	XP_001653114.1
OG0004754	XP_017886480.1	XP_021694886.1, XP_021694884.1, XP_021694885.1
OG0004755	XP_017889034.1	XP_021700166.1
OG0004756	XP_017880493.1	XP_021707598.1
OG0004757	XP_026675398.1	XP_001650699.1
OG0004758	XP_017886649.1	XP_001656189.1
OG0004760	XP_017892066.1	XP_021696099.1
OG0004761	XP_017886337.1	XP_021694869.1
OG0004762	XP_026671234.1, XP_017883808.1	XP_021704737.1
OG0004763	XP_017876679.1	XP_001649509.2
OG0004764	XP_017881711.1, XP_026670155.1	XP_021704981.1
OG0004765	XP_017885307.1	XP_001650931.2
OG0004766	XP_017875395.1, XP_017875396.1	XP_021698551.1
OG0004767	XP_017879353.1	XP_001663045.1
OG0004768	XP_017877784.1, XP_026668270.1	XP_021700508.1
OG0004769	XP_017886161.1	XP_001647882.2
OG0004770	XP_017892646.1, XP_017889554.1	XP_001649592.2
OG0004771	XP_026667821.1, XP_026667822.1, XP_026667820.1	XP_001660842.2
OG0004772	XP_017890853.1	XP_001663953.1
OG0004773	XP_017875191.1, XP_017875190.1	XP_001652565.2
OG0004774	XP_026669376.1	XP_021709392.1, XP_021709394.1, XP_021709393.1, XP_001661633.1
OG0004775	XP_017877799.1	XP_021705167.1, XP_021706998.1, XP_021706447.1
OG0004776	XP_017882694.1, XP_017882702.1	XP_021706160.1
OG0004777	XP_017877812.1	XP_021712616.1, XP_021712752.1
OG0004778	XP_026668452.1	XP_021712952.1
OG0004779	XP_026670715.1	XP_021712409.1, XP_001663405.1
OG0004780	XP_017888768.1	XP_021703195.1
OG0004781	XP_017886865.1	XP_001660205.1, XP_021710768.1, XP_021710769.1
OG0004782	XP_026671681.1	XP_001660513.1
OG0004783	XP_017891313.1	XP_001652517.1
OG0004784	XP_017880126.1	XP_021693783.1, XP_001650935.1
OG0004785	XP_017875923.1	XP_021706183.1, XP_021706182.1, XP_021712614.1
OG0004786	XP_017878701.1	XP_001660002.1
OG0004788	XP_017889545.1	XP_021705035.1
OG0004789	XP_026671764.1, XP_026671766.1	XP_001648568.2
OG0004790	XP_026670901.1	XP_021706452.1
OG0004791	XP_017892588.1	XP_021704856.1, XP_021704857.1
OG0004792	XP_017882132.1	XP_021698800.1, XP_001657345.1
OG0004793	XP_017891612.1	XP_001663476.1, XP_001662490.1
OG0004794	XP_017883839.1	XP_021702391.1, XP_021702392.1
OG0004795	XP_026672121.1, XP_026672122.1	XP_021710004.1, XP_021710003.1
OG0004796	XP_017878457.1	XP_001658483.2
OG0004797	XP_017886224.1	XP_021711354.1
OG0004799	XP_017891280.1	XP_001655107.1
OG0004800	XP_017893216.1	XP_021697848.1
OG0004801	XP_017884963.1	XP_021699840.1, XP_021699841.1, XP_001661659.2
OG0004802	XP_017886654.1	XP_021703428.1, XP_021703426.1
OG0004803	XP_026674270.1	XP_021700079.1
OG0004804	XP_026670204.1	XP_021698564.1
OG0004805	XP_017884459.1	XP_021698622.1
OG0004806	XP_017890646.1	XP_001662276.2
OG0004807	XP_017882575.1	XP_001657181.2
OG0004808	XP_017889647.1	XP_021693875.1
OG0004809	XP_017878422.1	XP_021695270.1, XP_001649171.2
OG0004810	XP_017888133.1	XP_001662161.1
OG0004811	XP_017885434.1	XP_021705120.1, XP_021705118.1, XP_021705119.1, XP_021705116.1, XP_021705117.1
OG0004813	XP_017875419.1, XP_017877800.1	XP_001655139.1, XP_021701244.1
OG0004814	XP_017876999.1	XP_001660028.1
OG0004815	XP_017881894.1	XP_021711367.1
OG0004816	XP_017879136.1	XP_001661244.1
OG0004817	XP_026668296.1	XP_001662475.2, XP_021694109.1
OG0004818	XP_017886674.1	XP_001656249.1, XP_021704624.1
OG0004819	XP_017889522.1	XP_021705525.1
OG0004822	XP_017879007.1	XP_001648451.1
OG0004823	XP_017892801.1	XP_021705926.1
OG0004824	XP_017879183.1	XP_021694475.1
OG0004825	XP_017877114.1	XP_001648495.1
OG0004826	XP_017878650.1	XP_001652924.1
OG0004827	XP_017875803.1	XP_001654780.2
OG0004828	XP_017875516.1	XP_021709402.1
OG0004829	XP_017882172.1	XP_001663970.2
OG0004830	XP_017882061.1	XP_021708416.1
OG0004831	XP_026674125.1	XP_021698706.1
OG0004833	XP_017882607.1	XP_001651828.2
OG0004834	XP_017887441.1	XP_021695906.1, XP_021695907.1
OG0004835	XP_017886753.1	XP_021703389.1
OG0004836	XP_017882157.1	XP_021698057.1
OG0004837	XP_026666659.1	XP_001655092.2
OG0004838	XP_017875255.1	XP_021700230.1, XP_001648539.2
OG0004839	XP_026670185.1	XP_021702660.1, XP_021702673.1, XP_021702667.1
OG0004841	XP_017890604.1	XP_021709006.1
OG0004842	XP_017886080.1	XP_001651331.2
OG0004843	XP_017875073.1, XP_017882755.1	XP_001656834.1
OG0004844	XP_026669434.1	XP_001662658.2, XP_021700376.1
OG0004845	XP_026668797.1	XP_001663450.2
OG0004846	XP_026667390.1	XP_021695800.1
OG0004847	XP_017883541.1	XP_021696661.1
OG0004848	XP_026669638.1	XP_021694803.1
OG0004849	XP_017891827.1	XP_021698335.1
OG0004851	XP_017885964.1	XP_021698832.1
OG0004852	XP_017892523.1	XP_021700505.1, XP_021700504.1, XP_021711906.1
OG0004853	XP_017880427.2	XP_021697813.1
OG0004854	XP_026672200.1	XP_021708406.1
OG0004855	XP_026670176.1, XP_026670175.1	XP_021703407.1
OG0004856	XP_017891080.1	XP_021694443.1
OG0004857	XP_026671269.1	XP_021699878.1
OG0004858	XP_017877856.1	XP_021710785.1, XP_001663919.2
OG0004859	XP_017891621.1	XP_021694244.1
OG0004861	XP_026667774.1	XP_021709010.1
OG0004862	XP_017879553.1	XP_021711460.1
OG0004863	XP_017875269.1	XP_021710666.1
OG0004864	XP_017886670.1	XP_001660911.1
OG0004865	XP_017892759.1	XP_021694488.1
OG0004866	XP_017883795.1	XP_021701527.1
OG0004867	XP_026666774.1	XP_021711258.1
OG0004868	XP_026670118.1	XP_001658821.2
OG0004869	XP_017887279.1	XP_001657307.2
OG0004870	XP_026675019.1	XP_021693943.1
OG0004871	XP_026674967.1, XP_026671275.1	XP_021705215.1
OG0004872	XP_017886002.1	XP_021698848.1
OG0004873	XP_026674775.1	XP_021708008.1
OG0004874	XP_026668228.1	XP_021701893.1, XP_021701897.1
OG0004875	XP_026674527.1	XP_021706330.1
OG0004876	XP_017876855.1	XP_021704494.1
OG0004878	XP_017875671.1	XP_021701732.1
OG0004879	XP_026671945.1	XP_021696579.1
OG0004880	XP_026674794.1	XP_021700216.1
OG0004881	XP_017887827.1, XP_017887825.1	XP_021708050.1, XP_021708049.1
OG0004883	XP_017884267.1	XP_021697098.1, XP_001648334.2
OG0004884	XP_017892767.2	XP_001663692.2, XP_001648597.1
OG0004885	XP_026667558.1	XP_021694708.1, XP_001648607.1
OG0004886	XP_017879172.1	XP_001648645.2
OG0004887	XP_017880722.1	XP_001648694.1, XP_021710692.1, XP_021710691.1
OG0004888	XP_017889397.1	XP_001649229.1
OG0004889	XP_026674422.1, XP_017890324.1, XP_026674423.1	XP_001649389.2
OG0004890	XP_026672298.1	XP_001650925.1
OG0004891	XP_017882379.1	XP_001651016.2
OG0004893	XP_026666961.1, XP_017890619.1	XP_001653439.1
OG0004894	XP_017877988.1	XP_001653822.1, XP_021699495.1, XP_021707652.1
OG0004895	XP_017883802.1, XP_017877310.2	XP_021704288.1, XP_001654444.1
OG0004896	XP_017891173.1	XP_001654776.2
OG0004897	XP_026672761.1	XP_001655158.2
OG0004898	XP_017879272.1	XP_001656348.2, XP_021712632.1
OG0004899	XP_017889963.1, XP_026674242.1, XP_026674241.1	XP_001656562.1
OG0004900	XP_017892541.1, XP_017892542.1	XP_001656614.2
OG0004901	XP_017883023.1	XP_021693882.1, XP_001656629.2
OG0004902	XP_017877883.1	XP_001657144.2
OG0004903	XP_017884584.1	XP_001657243.1, XP_001657241.1
OG0004904	XP_017879385.1, XP_026668979.1, XP_017879386.1	XP_001657478.1
OG0004905	XP_017880494.1	XP_021709374.1, XP_001657664.2, XP_021707640.1, XP_021707641.1
OG0004906	XP_017891744.1, XP_017882747.1	XP_001657829.2
OG0004908	XP_017883496.1	XP_001660867.2
OG0004909	XP_017889068.1	XP_001660993.1
OG0004910	XP_026670989.1	XP_001661305.2
OG0004911	XP_026668293.1	XP_001661653.2
OG0004912	XP_017884526.1	XP_001662072.2
OG0004913	XP_017893567.1	XP_001663304.1
OG0004915	XP_017891398.1, XP_017891397.1	XP_011493773.2
OG0004916	XP_017883969.1, XP_026671295.1	XP_021694072.1
OG0004917	XP_026673496.1	XP_021694216.1, XP_021694112.1
OG0004919	XP_017885617.1	XP_021694987.1, XP_021694989.1, XP_021694986.1, XP_021694988.1
OG0004920	XP_017883588.1	XP_021695015.1, XP_021695014.1, XP_021695013.1
OG0004921	XP_017883199.1	XP_021695485.1
OG0004922	XP_017891641.1	XP_021695713.1
OG0004923	XP_017892505.1	XP_021695749.1, XP_021695755.1, XP_021695746.1, XP_021695758.1
OG0004924	XP_017877234.1	XP_021695778.1
OG0004925	XP_017883921.1	XP_021696111.1
OG0004926	XP_017890727.1	XP_021697545.1, XP_021697548.1, XP_021697549.1, XP_021697546.1, XP_021697547.1
OG0004927	XP_026666700.1, XP_026666699.1, XP_017893511.1, XP_017893512.1	XP_021697669.1
OG0004928	XP_017879605.1	XP_021698881.1
OG0004929	XP_026671671.1	XP_021699391.1
OG0004930	XP_017888130.1	XP_021699561.1
OG0004931	XP_017884811.1, XP_017884812.1	XP_021700107.1
