Orthogroup	Ceratina_calcarata	Vespa_mandarinia
OG0003433	XP_017891415.1	XP_035741120.1, XP_035741121.1
OG0003434	XP_017882500.1	XP_035735513.1
OG0003435	XP_017892432.1	XP_035740650.1, XP_035725169.1
OG0003436	XP_017887623.1	XP_035727257.1
OG0003437	XP_017890871.1	XP_035719949.1, XP_035719945.1, XP_035719957.1
OG0003438	XP_017883060.1	XP_035742845.1
OG0003439	XP_017878355.1	XP_035743413.1
OG0003441	XP_026671381.1, XP_017884119.1	XP_035735648.1
OG0003442	XP_017876289.1	XP_035739149.1, XP_035739233.1
OG0003443	XP_017881862.1, XP_017878730.1	XP_035741581.1
OG0003444	XP_017878748.1, XP_017878736.1	XP_035735680.1
OG0003445	XP_017884354.1	XP_035724660.1
OG0003446	XP_017881806.1	XP_035725082.1
OG0003447	XP_017893317.1	XP_035744102.1
OG0003448	XP_017880454.1	XP_035720707.1, XP_035720709.1, XP_035720708.1
OG0003449	XP_017886005.1, XP_017886004.1	XP_035719816.1
OG0003450	XP_017880630.1	XP_035735266.1
OG0003451	XP_017876885.1	XP_035728590.1
OG0003452	XP_017881648.1	XP_035721502.1
OG0003453	XP_017889403.1	XP_035734224.1
OG0003454	XP_026667482.1, XP_017876212.1	XP_035735593.1, XP_035735594.1
OG0003455	XP_017892538.1	XP_035722544.1
OG0003456	XP_017884350.1	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1
OG0003457	XP_017884879.1	XP_035738969.1
OG0003458	XP_017889484.1	XP_035733700.1
OG0003459	XP_017883015.1, XP_017883008.1	XP_035739605.1
OG0003460	XP_017889856.1	XP_035732966.1
OG0003463	XP_017893478.1	XP_035719502.1
OG0003464	XP_017880305.1	XP_035717463.1
OG0003465	XP_017886903.1	XP_035730976.1, XP_035730988.1
OG0003466	XP_017881445.1	XP_035722097.1
OG0003467	XP_017892182.1	XP_035739108.1
OG0003468	XP_017880258.1	XP_035731548.1
OG0003469	XP_026674386.1	XP_035732757.1
OG0003470	XP_026674055.1, XP_017889566.1, XP_017889565.1	XP_035718829.1
OG0003471	XP_017887467.1	XP_035724488.1
OG0003472	XP_017880726.1	XP_035718671.1
OG0003473	XP_017879058.1	XP_035740031.1
OG0003474	XP_017878733.1	XP_035722625.1
OG0003475	XP_026668046.1	XP_035737256.1
OG0003476	XP_017878321.1	XP_035735088.1
OG0003477	XP_017891996.1	XP_035738717.1, XP_035738718.1
OG0003478	XP_017893110.1	XP_035723090.1
OG0003479	XP_017881962.1	XP_035727087.1
OG0003480	XP_017890870.1, XP_026674701.1	XP_035730689.1, XP_035730708.1
OG0003481	XP_017883909.1	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1
OG0003482	XP_017892988.1	XP_035723792.1, XP_035723791.1
OG0003483	XP_017890053.1	XP_035724112.1
OG0003484	XP_017892707.1, XP_026675595.1, XP_026675594.1	XP_035720488.1
OG0003485	XP_026674323.1, XP_017890037.1	XP_035719203.1
OG0003486	XP_017892870.1	XP_035729809.1, XP_035729810.1, XP_035729808.1
OG0003487	XP_026666499.1, XP_017892981.1, XP_017892980.1	XP_035717432.1
OG0003488	XP_017876402.1	XP_035719078.1
OG0003489	XP_017889133.1	XP_035725986.1
OG0003490	XP_017883420.1	XP_035723257.1
OG0003491	XP_017888098.1, XP_026673312.1, XP_026673314.1, XP_026673313.1	XP_035734012.1
OG0003492	XP_026672130.1	XP_035722321.1, XP_035722319.1
OG0003493	XP_017878488.1	XP_035725217.1
OG0003494	XP_017880435.1	XP_035728926.1, XP_035728925.1
OG0003495	XP_017892598.1	XP_035739750.1
OG0003496	XP_017885231.2	XP_035727473.1
OG0003497	XP_017886218.2	XP_035717989.1
OG0003498	XP_017882952.1	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1
OG0003499	XP_026669554.1	XP_035737779.1, XP_035737771.1
OG0003500	XP_017883964.1	XP_035737356.1, XP_035737354.1, XP_035737355.1
OG0003501	XP_026670916.1	XP_035740613.1
OG0003502	XP_026675487.1, XP_017892324.1	XP_035738145.1
OG0003503	XP_017880853.1	XP_035731958.1
OG0003504	XP_017880211.1	XP_035742148.1
OG0003506	XP_026666496.1, XP_017888521.1, XP_017888520.1	XP_035720775.1
OG0003507	XP_017884397.1	XP_035726875.1
OG0003508	XP_017878998.1	XP_035738765.1, XP_035738767.1, XP_035738766.1
OG0003509	XP_026669506.1, XP_026669511.1	XP_035722353.1
OG0003510	XP_026669128.1	XP_035718282.1
OG0003511	XP_017884078.1	XP_035741063.1
OG0003512	XP_017888997.1	XP_035720217.1
OG0003513	XP_017876508.1	XP_035718942.1
OG0003514	XP_017879591.1, XP_017879590.1	XP_035729687.1, XP_035729686.1
OG0003515	XP_017877843.1	XP_035732586.1, XP_035732590.1
OG0003516	XP_026667310.1, XP_017875816.1	XP_035732681.1, XP_035732683.1, XP_035732682.1
OG0003517	XP_017879933.1	XP_035738336.1
OG0003518	XP_017890468.1	XP_035718417.1
OG0003519	XP_017880036.1	XP_035734592.1
OG0003520	XP_017892365.1	XP_035743414.1
OG0003521	XP_017889263.1	XP_035734073.1
OG0003522	XP_017879047.1	XP_035732365.1
OG0003523	XP_017882633.1	XP_035742503.1
OG0003524	XP_017876046.1	XP_035722043.1
OG0003525	XP_017886533.1	XP_035720476.1, XP_035720475.1
OG0003526	XP_017881602.1, XP_017881601.1	XP_035743557.1
OG0003527	XP_026673613.1	XP_035718095.1
OG0003528	XP_026667124.1	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1
OG0003529	XP_017890345.1	XP_035743257.1
OG0003530	XP_026674024.1	XP_035729917.1, XP_035729918.1, XP_035729916.1
OG0003532	XP_017882790.1	XP_035742315.1
OG0003533	XP_026672125.1, XP_017875236.2	XP_035723847.1
OG0003534	XP_026670767.1, XP_026670759.1	XP_035736183.1
OG0003535	XP_017885073.1	XP_035737568.1
OG0003536	XP_017889294.1	XP_035739524.1
OG0003537	XP_017880958.1	XP_035735664.1
OG0003538	XP_017881247.1, XP_017881246.1	XP_035732596.1, XP_035732595.1
OG0003541	XP_026674519.1, XP_026674523.1	XP_035717964.1
OG0003542	XP_017877891.1	XP_035723678.1, XP_035723677.1, XP_035723676.1
OG0003543	XP_017879395.1	XP_035742292.1
OG0003544	XP_017886656.1	XP_035728278.1
OG0003545	XP_017875301.1	XP_035719835.1
OG0003546	XP_026673286.1, XP_026673287.1, XP_026673285.1, XP_026673291.1, XP_026673290.1, XP_026673289.1	XP_035736975.1
OG0003547	XP_026668457.1	XP_035730562.1
OG0003548	XP_026673747.1, XP_017889162.1	XP_035732987.1
OG0003549	XP_017882138.1	XP_035738447.1
OG0003550	XP_017877908.1, XP_026668320.1	XP_035732609.1
OG0003551	XP_017884727.1	XP_035727353.1
OG0003552	XP_017892473.1	XP_035729972.1
OG0003553	XP_017882581.1	XP_035738616.1
OG0003554	XP_017888745.1	XP_035721413.1, XP_035721411.1, XP_035721412.1
OG0003555	XP_017886070.1	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1
OG0003556	XP_017884087.2, XP_017888914.2	XP_035739412.1
OG0003557	XP_017891355.1	XP_035742101.1
OG0003558	XP_017892864.1, XP_026666451.1	XP_035732785.1
OG0003559	XP_017881326.1	XP_035717241.1
OG0003560	XP_017890880.1	XP_035724341.1
OG0003561	XP_026671606.1	XP_035734788.1
OG0003562	XP_026671128.1	XP_035730958.1
OG0003563	XP_017889134.2	XP_035737868.1, XP_035737862.1
OG0003564	XP_017890348.1	XP_035736469.1
OG0003565	XP_017892312.1	XP_035741019.1
OG0003566	XP_017885005.1	XP_035733197.1, XP_035733198.1
OG0003567	XP_017883022.1	XP_035719678.1, XP_035719677.1
OG0003568	XP_026668600.1	XP_035718635.1, XP_035718632.1
OG0003569	XP_026668617.1, XP_026668619.1	XP_035718458.1
OG0003570	XP_026673329.1, XP_017888059.1	XP_035735335.1
OG0003571	XP_017878156.1, XP_026668423.1, XP_017878155.1	XP_035742635.1
OG0003572	XP_017889466.1	XP_035736274.1
OG0003573	XP_017877943.1, XP_026668332.1	XP_035717792.1
OG0003574	XP_017891293.1	XP_035734451.1
OG0003575	XP_017876753.1	XP_035729876.1
OG0003576	XP_017883897.1	XP_035734505.1
OG0003577	XP_017883915.1	XP_035740899.1
OG0003578	XP_017879218.1, XP_017879219.1	XP_035741956.1
OG0003579	XP_017875366.1	XP_035736814.1
OG0003580	XP_017880038.1	XP_035721139.1
OG0003581	XP_017891185.2	XP_035724089.1
OG0003582	XP_017876893.1	XP_035722593.1, XP_035722590.1
OG0003583	XP_017886087.1	XP_035737943.1, XP_035737942.1
OG0003584	XP_017877278.1	XP_035719058.1
OG0003585	XP_026671182.1, XP_017883768.1	XP_035724190.1
OG0003586	XP_017877801.1	XP_035731957.1, XP_035731956.1
OG0003587	XP_017892501.1	XP_035740442.1
OG0003588	XP_017879830.2	XP_035726162.1
OG0003589	XP_017890903.1	XP_035735323.1, XP_035735322.1
OG0003591	XP_017889282.1	XP_035729344.1
OG0003592	XP_026669139.1	XP_035718908.1
OG0003593	XP_017885928.1	XP_035726199.1
OG0003596	XP_026675152.1	XP_035723065.1
OG0003597	XP_017892104.1	XP_035734533.1
OG0003598	XP_017876238.1	XP_035729133.1
OG0003599	XP_017885628.1	XP_035742048.1
OG0003600	XP_017890942.1	XP_035735316.1
OG0003601	XP_017883090.1	XP_035740299.1
OG0003602	XP_017884045.1	XP_035736266.1
OG0003603	XP_017890474.1	XP_035723696.1, XP_035726673.1
OG0003604	XP_017888503.1	XP_035719057.1
OG0003605	XP_017879523.1	XP_035740947.1
OG0003606	XP_017887068.2	XP_035717568.1
OG0003607	XP_017887863.1	XP_035721862.1, XP_035721863.1
OG0003608	XP_017893602.1, XP_017893603.1	XP_035731593.1
OG0003609	XP_017884825.1	XP_035737104.1
OG0003610	XP_017887307.1	XP_035723787.1
OG0003611	XP_017892846.1	XP_035723396.1
OG0003612	XP_017886459.1	XP_035731103.1, XP_035731102.1
OG0003613	XP_017880755.1	XP_035742709.1
OG0003614	XP_017880719.1	XP_035725582.1
OG0003615	XP_017883099.1, XP_017883098.1, XP_017883097.1	XP_035724749.1
OG0003616	XP_017878381.1	XP_035738090.1, XP_035738091.1
OG0003618	XP_017891495.1	XP_035728156.1
OG0003619	XP_017876476.1, XP_026667582.1	XP_035725507.1
OG0003620	XP_017877700.1	XP_035727757.1
OG0003621	XP_026669016.1	XP_035729589.1
OG0003622	XP_026674261.1	XP_035727791.1
OG0003622	XP_026674262.1	XP_035727792.1
OG0003623	XP_017885906.1	XP_035726128.1
OG0003624	XP_017878066.1	XP_035730249.1
OG0003625	XP_026667977.1	XP_035741765.1
OG0003626	XP_017889848.1	XP_035734107.1
OG0003627	XP_017877259.1	XP_035735634.1, XP_035735635.1
OG0003628	XP_017877399.1	XP_035742363.1
OG0003630	XP_017887474.1	XP_035743900.1
OG0003631	XP_026672933.1, XP_017887299.1	XP_035721186.1, XP_035721194.1
OG0003632	XP_017881752.1	XP_035728479.1
OG0003633	XP_026668217.1, XP_017878483.1	XP_035730943.1, XP_035730944.1
OG0003634	XP_017879052.2	XP_035743875.1
OG0003635	XP_026668160.1, XP_026673461.1, XP_026668159.1, XP_017875149.2	XP_035717783.1
OG0003636	XP_026674397.1	XP_035736309.1
OG0003637	XP_017891219.1	XP_035737409.1
OG0003638	XP_017876650.1	XP_035744072.1
OG0003639	XP_017887728.1, XP_026670460.1	XP_035740130.1
OG0003640	XP_017878423.1	XP_035718345.1
OG0003641	XP_026666545.1, XP_026666543.1	XP_035741082.1
OG0003642	XP_026667494.1	XP_035742421.1
OG0003643	XP_026666754.1, XP_026666755.1, XP_017893345.1	XP_035733118.1
OG0003644	XP_026667155.1	XP_035735602.1
OG0003645	XP_017880669.1	XP_035727181.1, XP_035727184.1
OG0003646	XP_017891697.1	XP_035734040.1
OG0003647	XP_017880746.1	XP_035730333.1
OG0003648	XP_017875426.2	XP_035731944.1, XP_035731946.1
OG0003649	XP_026672772.1	XP_035731682.1
OG0003650	XP_026675403.1	XP_035739885.1
OG0003651	XP_017890255.1, XP_017890254.1	XP_035732853.1, XP_035732850.1
OG0003652	XP_017875927.2, XP_017876872.1	XP_035737188.1, XP_035737185.1, XP_035737184.1
OG0003653	XP_017887031.1	XP_035718461.1
OG0003654	XP_026671405.1	XP_035737719.1
OG0003656	XP_026672394.1, XP_026672393.1, XP_026672395.1	XP_035730032.1
OG0003657	XP_017880133.1	XP_035731843.1
OG0003658	XP_017883375.1	XP_035723194.1
OG0003660	XP_017891882.1, XP_026675264.1, XP_026675263.1, XP_026675262.1	XP_035740601.1
OG0003661	XP_017885462.1	XP_035731876.1
OG0003662	XP_026666529.1, XP_017893035.1	XP_035719007.1, XP_035719001.1
OG0003663	XP_026670518.1, XP_026670517.1	XP_035718473.1
OG0003664	XP_017883355.1	XP_035727421.1, XP_035727434.1
OG0003665	XP_017879775.1, XP_026671298.1	XP_035727599.1, XP_035727600.1, XP_035727598.1
OG0003666	XP_017880611.1	XP_035726279.1
OG0003667	XP_017891749.1, XP_017893679.1	XP_035736229.1
OG0003668	XP_017876845.1, XP_026667761.1	XP_035739792.1, XP_035739793.1
OG0003669	XP_017887808.1, XP_026666947.1, XP_026666948.1	XP_035739111.1
OG0003671	XP_017884065.1	XP_035741291.1, XP_035741290.1
OG0003672	XP_017877836.1, XP_026668308.1	XP_035726739.1, XP_035726740.1
OG0003673	XP_017888708.1	XP_035741432.1
OG0003674	XP_017888295.1	XP_035743211.1, XP_035743212.1, XP_035743213.1
OG0003675	XP_017883996.1	XP_035725489.1, XP_035722541.1
OG0003676	XP_017890976.1	XP_035719745.1
OG0003677	XP_017883140.1	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1
OG0003678	XP_017891954.1	XP_035732466.1
OG0003679	XP_017887992.1	XP_035735540.1
OG0003680	XP_017876624.1	XP_035742894.1
OG0003681	XP_017893256.1	XP_035717332.1
OG0003682	XP_017876678.1, XP_017876677.1	XP_035742902.1
OG0003683	XP_017876874.1	XP_035743102.1
OG0003684	XP_017881625.1	XP_035730815.1
OG0003685	XP_017875534.1	XP_035743277.1
OG0003686	XP_017883290.1, XP_026670951.1	XP_035734872.1
OG0003687	XP_017888227.1	XP_035720043.1
OG0003688	XP_017889752.1	XP_035737162.1, XP_035737166.1
OG0003690	XP_017878230.1	XP_035734199.1, XP_035734198.1
OG0003691	XP_017883206.1	XP_035740341.1
OG0003692	XP_017879122.1	XP_035721136.1
OG0003693	XP_017881288.1, XP_017881289.1	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1
OG0003694	XP_017887047.1	XP_035719391.1, XP_035719386.1
OG0003695	XP_026675191.1, XP_017891820.1	XP_035734552.1, XP_035734553.1, XP_035734583.1
OG0003696	XP_026672609.1	XP_035742008.1
OG0003697	XP_026667084.1, XP_026667087.1, XP_026667086.1, XP_026667081.1, XP_026667083.1, XP_026667085.1, XP_026667082.1, XP_026667089.1, XP_026667088.1, XP_017875365.1	XP_035727727.1
OG0003698	XP_017886848.1, XP_017886850.1, XP_017886849.1	XP_035739429.1
OG0003700	XP_026674537.1, XP_026674535.1, XP_017890420.1	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1
OG0003701	XP_017875768.1	XP_035717823.1, XP_035717830.1
OG0003703	XP_017883064.1	XP_035736823.1
OG0003704	XP_026674079.1, XP_026675562.1	XP_035725262.1
OG0003705	XP_017881155.1	XP_035722262.1, XP_035722261.1, XP_035722260.1
OG0003706	XP_026671684.1	XP_035717923.1
OG0003706	XP_017884926.1	XP_035717918.1
OG0003709	XP_017891660.1	XP_035721107.1
OG0003710	XP_017880612.1	XP_035721209.1
OG0003711	XP_017886689.1	XP_035731824.1, XP_035731823.1, XP_035731825.1
OG0003712	XP_017882021.1	XP_035717220.1
OG0003713	XP_017880773.1	XP_035742730.1
OG0003714	XP_017886348.1	XP_035728137.1
OG0003715	XP_017887657.1	XP_035723504.1
OG0003716	XP_026675259.1	XP_035740419.1
OG0003717	XP_026674885.1, XP_017890852.1	XP_035723180.1
OG0003718	XP_017877088.1	XP_035733890.1, XP_035733895.1, XP_035733893.1, XP_035733894.1, XP_035733891.1, XP_035733896.1
OG0003719	XP_017876526.1	XP_035718953.1
OG0003720	XP_026675212.1	XP_035732272.1
OG0003721	XP_017881513.1	XP_035722954.1
OG0003722	XP_017889421.1	XP_035738704.1, XP_035738703.1
OG0003723	XP_017879325.1	XP_035717773.1
OG0003724	XP_026666539.1	XP_035727823.1, XP_035727819.1
OG0003725	XP_017886726.1	XP_035719046.1, XP_035719045.1, XP_035719044.1
OG0003726	XP_017883514.1	XP_035728449.1
OG0003727	XP_026670582.1	XP_035735509.1
OG0003728	XP_017883084.1	XP_035732527.1
OG0003729	XP_017892121.1	XP_035733295.1
OG0003730	XP_017877395.1	XP_035738775.1
OG0003731	XP_017880619.1	XP_035743407.1
OG0003732	XP_017891207.1	XP_035734415.1, XP_035734416.1
OG0003733	XP_017883868.1	XP_035730417.1
OG0003734	XP_017875442.1	XP_035735853.1, XP_035735854.1, XP_035735852.1
OG0003735	XP_017882918.1	XP_035736167.1
OG0003736	XP_017886048.1	XP_035735508.1
OG0003737	XP_017885254.1	XP_035741238.1
OG0003738	XP_026670885.1	XP_035730686.1
OG0003739	XP_017889791.1	XP_035725732.1
OG0003740	XP_017889751.1	XP_035721572.1
OG0003741	XP_017887551.1	XP_035735375.1
OG0003742	XP_017881701.1	XP_035725097.1
OG0003743	XP_017891855.1	XP_035720548.1
OG0003744	XP_017889896.1	XP_035735640.1
OG0003745	XP_017887303.1	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1
OG0003746	XP_017891325.1	XP_035740276.1
OG0003747	XP_026675094.1, XP_017891711.1, XP_017891712.1	XP_035738972.1
OG0003748	XP_026670414.1	XP_035719469.1
OG0003749	XP_017878750.1	XP_035732500.1
OG0003750	XP_017882070.2	XP_035719685.1
OG0003751	XP_017883791.1	XP_035742636.1
OG0003752	XP_026673794.1	XP_035719151.1
OG0003753	XP_017888900.1	XP_035721023.1
OG0003754	XP_026671673.1	XP_035726957.1
OG0003755	XP_017890460.1	XP_035732404.1
OG0003756	XP_017883515.1	XP_035720659.1
OG0003757	XP_017889657.1	XP_035733637.1
OG0003758	XP_017885351.1	XP_035739827.1
OG0003759	XP_026673552.1	XP_035719760.1
OG0003760	XP_017887340.1, XP_017880817.1	XP_035722648.1
OG0003761	XP_017893671.1, XP_017882693.1	XP_035741208.1
OG0003762	XP_017884041.1	XP_035721898.1
OG0003763	XP_017886443.1	XP_035736789.1
OG0003764	XP_017888389.1, XP_017888390.1	XP_035743928.1
OG0003765	XP_017877210.1	XP_035720698.1
OG0003766	XP_017884256.1	XP_035741958.1
OG0003767	XP_017883512.1	XP_035729971.1, XP_035730134.1
OG0003768	XP_017880702.1, XP_017881656.1	XP_035724873.1, XP_035724874.1
OG0003769	XP_017882131.1	XP_035734481.1
OG0003770	XP_017874997.1	XP_035732680.1
OG0003771	XP_017888616.1	XP_035727612.1, XP_035727611.1, XP_035727610.1
OG0003772	XP_017882378.1	XP_035717352.1
OG0003773	XP_017883115.1	XP_035732447.1
OG0003774	XP_017893372.1	XP_035736354.1
OG0003775	XP_017886062.1	XP_035735219.1, XP_035735220.1
OG0003776	XP_017886946.1	XP_035718985.1
OG0003777	XP_017885472.1	XP_035731567.1
OG0003778	XP_017889125.1	XP_035726602.1
OG0003779	XP_017879320.1	XP_035717771.1
OG0003780	XP_017881605.1	XP_035739526.1
OG0003781	XP_026675279.1	XP_035721564.1
OG0003782	XP_017876370.1	XP_035723121.1
OG0003783	XP_017889434.2	XP_035743190.1
OG0003784	XP_017887076.1	XP_035732109.1
OG0003785	XP_017882987.1, XP_017888461.1	XP_035725080.1
OG0003786	XP_017892940.1, XP_026666550.1, XP_017892934.1	XP_035721979.1
OG0003787	XP_017881322.1	XP_035731861.1
OG0003788	XP_017877273.1	XP_035734594.1
OG0003789	XP_017885942.1	XP_035728477.1
OG0003790	XP_017883742.1, XP_017883741.1	XP_035717858.1, XP_035717859.1, XP_035717857.1
OG0003791	XP_017892710.1	XP_035734129.1
OG0003792	XP_017876976.1	XP_035738407.1
OG0003793	XP_017881054.1	XP_035737994.1
OG0003794	XP_017882292.1	XP_035718533.1
OG0003795	XP_017882691.1, XP_026674228.1	XP_035718982.1, XP_035718981.1
OG0003796	XP_017883461.1	XP_035733545.1
OG0003797	XP_017883019.1	XP_035719902.1
OG0003798	XP_017890726.1	XP_035731086.1
OG0003799	XP_017886085.1, XP_017886084.1	XP_035737933.1
OG0003800	XP_017884796.1	XP_035741846.1
OG0003801	XP_017886709.1	XP_035735252.1
OG0003802	XP_017878152.1	XP_035728149.1
OG0003803	XP_026674703.1, XP_017890875.1	XP_035724971.1
OG0003804	XP_017881146.1	XP_035719615.1
OG0003805	XP_017884892.1	XP_035724681.1, XP_035724680.1
OG0003806	XP_017888791.1	XP_035723193.1
OG0003807	XP_017888132.1	XP_035735552.1
OG0003808	XP_017888388.1	XP_035744048.1
OG0003810	XP_017884700.1	XP_035742145.1, XP_035742144.1, XP_035742147.1
OG0003811	XP_017880798.1	XP_035728879.1
OG0003812	XP_017886186.1	XP_035728413.1
OG0003813	XP_017886353.1	XP_035742745.1, XP_035742744.1
OG0003814	XP_017884747.1	XP_035720868.1
OG0003815	XP_017877589.1	XP_035735905.1, XP_035735904.1
OG0003816	XP_017887473.1	XP_035731093.1
OG0003817	XP_017879032.1	XP_035738918.1
OG0003818	XP_017886741.1	XP_035719142.1
OG0003819	XP_017886449.1	XP_035735161.1
OG0003820	XP_026668802.1	XP_035743778.1
OG0003821	XP_017883536.1	XP_035718217.1
OG0003823	XP_017875045.1	XP_035729097.1
OG0003824	XP_017888199.1	XP_035721941.1, XP_035721940.1
OG0003825	XP_017884744.1, XP_017884830.1	XP_035737088.1
OG0003826	XP_026673435.1	XP_035725871.1
OG0003827	XP_017891394.1	XP_035726669.1
OG0003828	XP_017885218.1	XP_035740971.1
OG0003829	XP_017881616.1	XP_035728371.1
OG0003830	XP_017889060.1, XP_017889078.1	XP_035726771.1
OG0003831	XP_017875454.1	XP_035735598.1, XP_035735599.1
OG0003832	XP_017877092.1	XP_035730088.1
OG0003833	XP_026672768.1	XP_035731786.1
OG0003834	XP_017887135.1	XP_035731104.1
OG0003835	XP_017882275.1	XP_035727550.1
OG0003836	XP_017880088.1	XP_035742747.1, XP_035742754.1
OG0003838	XP_017886020.1	XP_035739876.1
OG0003839	XP_017880056.1	XP_035717427.1
OG0003840	XP_017888853.1	XP_035728110.1, XP_035728109.1
OG0003841	XP_017884364.1	XP_035718343.1, XP_035718344.1
OG0003842	XP_026669224.1	XP_035729846.1
OG0003843	XP_017886201.2	XP_035717944.1
OG0003844	XP_017877417.1, XP_017877423.1	XP_035735128.1
OG0003845	XP_017877533.1	XP_035739934.1
OG0003846	XP_017887308.1	XP_035743352.1
OG0003847	XP_017881631.2, XP_017882404.1	XP_035722162.1
OG0003848	XP_017891634.1	XP_035727970.1, XP_035727969.1
OG0003849	XP_017892134.1	XP_035734278.1
OG0003850	XP_017891949.1	XP_035736696.1
OG0003851	XP_017891450.1	XP_035734667.1
OG0003852	XP_017877001.1	XP_035724992.1
OG0003853	XP_017890347.1	XP_035721416.1
OG0003854	XP_017880176.1	XP_035731886.1
OG0003855	XP_026675402.1	XP_035738009.1
OG0003856	XP_017889495.1	XP_035733799.1, XP_035733797.1, XP_035733796.1
OG0003857	XP_026672124.1, XP_017885612.1	XP_035730798.1
OG0003858	XP_017884010.1	XP_035726436.1, XP_035726438.1, XP_035726437.1
OG0003859	XP_017891227.1	XP_035723901.1
OG0003860	XP_017884340.1	XP_035717409.1
OG0003861	XP_017889303.1	XP_035740311.1, XP_035740310.1
OG0003862	XP_017880248.1	XP_035731852.1
OG0003863	XP_017876671.1	XP_035728957.1
OG0003864	XP_017893019.1	XP_035742818.1
OG0003865	XP_017889547.1, XP_017889546.1	XP_035735177.1
OG0003866	XP_017875865.1	XP_035729570.1
OG0003867	XP_017890915.1	XP_035723875.1
OG0003868	XP_017892080.1	XP_035733187.1
