Orthogroup	Ceratina_calcarata	Drosophila_melanogaster
OG0004559	XP_017880396.1	NP_649911.1
OG0004560	XP_017893097.1	NP_650253.1
OG0004561	XP_017878390.1	NP_609299.1
OG0004563	XP_017883939.1, XP_017887282.1	NP_732527.1
OG0004564	XP_017893186.1	NP_001262636.1
OG0004565	XP_017889844.1	NP_001260630.1
OG0004566	XP_017878967.1, XP_017878977.1, XP_026668850.1, XP_017878985.1	NP_608995.2
OG0004567	XP_017881019.1	NP_609446.1
OG0004568	XP_017892033.1	NP_001286611.1
OG0004569	XP_017882569.1	NP_723811.1
OG0004570	XP_017891134.1	NP_477431.1, NP_001285857.1
OG0004571	XP_017891592.1	NP_001263057.1
OG0004572	XP_017886138.1	NP_001260556.1
OG0004573	XP_026666587.1, XP_017888674.1	NP_523947.2
OG0004574	XP_026666509.1, XP_017893016.1	NP_649784.1
OG0004575	XP_017891840.1	NP_476656.1
OG0004576	XP_017884083.2	NP_572694.1
OG0004577	XP_026669003.1	NP_001286657.1
OG0004578	XP_017890076.1	NP_001036641.1
OG0004579	XP_026667864.1, XP_017877000.1	NP_572353.1
OG0004580	XP_026669445.1	NP_650835.1
OG0004581	XP_017880936.1	NP_001260163.1
OG0004582	XP_017875364.1	NP_650152.1, NP_727091.1
OG0004583	XP_017889399.1	NP_524429.1
OG0004584	XP_017889651.1	NP_001262802.1
OG0004585	XP_026671954.1, XP_017885173.1	NP_573352.2, NP_001261744.1
OG0004586	XP_017877386.1	NP_477329.1
OG0004587	XP_017878631.1	NP_001260046.1
OG0004588	XP_017884275.1	NP_477395.1
OG0004589	XP_017891576.1	NP_524308.2
OG0004590	XP_017879245.1, XP_026668948.1	NP_476927.1
OG0004591	XP_017878753.1	NP_572160.1
OG0004592	XP_017886383.1	NP_524331.2
OG0004593	XP_017892530.1	NP_729802.1
OG0004594	XP_017883607.1	NP_476995.1
OG0004596	XP_017878136.1	NP_001262598.1
OG0004597	XP_017878697.1	NP_001188830.1
OG0004598	XP_017886759.1	NP_611335.1
OG0004599	XP_017877131.1	NP_001246025.1
OG0004600	XP_026668463.1	NP_610172.1
OG0004601	XP_017875703.1	NP_523528.1
OG0004602	XP_017890804.1	NP_996031.1
OG0004603	XP_017893408.1	NP_001162897.1
OG0004604	XP_026674295.1	NP_733256.2
OG0004605	XP_017890444.1	NP_001286057.1
OG0004606	XP_017887166.1	NP_609535.1
OG0004607	XP_017875733.1	NP_001286102.1
OG0004608	XP_017878724.1, XP_017878725.1	NP_648294.1, NP_650191.1
OG0004609	XP_017876870.1	NP_001259382.1
OG0004610	XP_017880803.1	NP_001259243.1
OG0004611	XP_017892492.1, XP_017892493.1	NP_648486.1
OG0004612	XP_017883534.1	NP_572303.4
OG0004613	XP_017885623.1, XP_026670034.1, XP_017881401.1	NP_611943.1
OG0004614	XP_017886984.1	NP_001261836.1
OG0004615	XP_017885935.1	NP_648669.1
OG0004616	XP_026675627.1	NP_001189103.1
OG0004617	XP_017878933.1	NP_651407.3
OG0004618	XP_017889178.1	NP_001097000.1
OG0004619	XP_017891651.1, XP_017890305.1	NP_001261931.1
OG0004620	XP_017886799.1	NP_523782.1
OG0004621	XP_017881727.1, XP_026670152.1	NP_608544.1
OG0004623	XP_026672007.1	NP_730435.2
OG0004624	XP_026673028.1, XP_026673029.1, XP_017887464.1	NP_511165.1
OG0004625	XP_026667796.1	NP_788494.1
OG0004627	XP_017875739.1	NP_648657.1
OG0004628	XP_017875016.1, XP_017891015.1	NP_524190.2
OG0004629	XP_017893522.1	NP_001259964.1
OG0004630	XP_017882013.1	NP_648838.3
OG0004631	XP_017891702.1	NP_001259553.1
OG0004632	XP_017885852.1	NP_610605.1
OG0004633	XP_017889222.1	NP_477385.1
OG0004634	XP_017879077.1	NP_609085.1, NP_001096868.3
OG0004635	XP_017886573.1	NP_001246458.1
OG0004636	XP_017881698.1	NP_610311.1
OG0004637	XP_017883295.2, XP_017888256.1	NP_001246862.1
OG0004638	XP_017884031.1	NP_001285788.1
OG0004639	XP_017877926.1	NP_610589.2
OG0004640	XP_017881654.1	NP_001097639.2
OG0004641	XP_017881879.1	NP_611248.3
OG0004642	XP_017880925.1	NP_001097280.2
OG0004644	XP_017886483.1, XP_026672491.1	NP_001263138.1
OG0004645	XP_017881271.1	NP_001334718.1
OG0004646	XP_017888024.1	NP_001262454.1
OG0004647	XP_017878171.1	NP_001262819.1
OG0004648	XP_017876055.1	NP_001246859.1
OG0004649	XP_026674366.1, XP_026674364.1, XP_017890119.2	NP_001284963.1
OG0004650	XP_026674298.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_017890081.1	NP_611869.1
OG0004652	XP_017884995.1	NP_649555.1
OG0004653	XP_017875906.1	NP_610683.1
OG0004654	XP_017889408.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_017890582.1	NP_788538.2
OG0004656	XP_017879578.1	NP_609111.1
OG0004657	XP_017879639.1	NP_524994.2
OG0004658	XP_017892113.1	NP_001260879.1
OG0004659	XP_017893165.1	NP_001097336.1
OG0004660	XP_017892359.1	NP_001137912.1
OG0004661	XP_017892440.1	NP_648315.1
OG0004662	XP_017883606.1	NP_001163512.1
OG0004663	XP_017889387.1	NP_524538.2
OG0004664	XP_017892680.1	NP_524129.1, NP_001027281.1
OG0004665	XP_017884612.1	NP_001033805.1
OG0004666	XP_017881521.1	NP_649137.3
OG0004667	XP_017888460.1	NP_612028.4
OG0004668	XP_017881944.1	NP_001287459.1
OG0004669	XP_017890245.1	NP_610850.1
OG0004670	XP_017887955.1	NP_608450.1
OG0004671	XP_017891430.1	NP_001036433.1
OG0004672	XP_026673288.1	NP_001262765.1
OG0004673	XP_017887145.2	NP_001284934.1
OG0004674	XP_017878126.1, XP_017878127.1	NP_001285279.1
OG0004675	XP_017892666.1	NP_001284969.1
OG0004676	XP_017880188.1, XP_017880187.1	NP_001260366.1
OG0004677	XP_017887651.1	NP_001286952.1
OG0004678	XP_017877601.1	NP_650002.1
OG0004679	XP_017887527.1	NP_725520.3
OG0004680	XP_026668611.1, XP_026668612.1, XP_026668613.1, XP_017878420.1, XP_017878419.1, XP_026668610.1	NP_001097824.1
OG0004681	XP_017881729.1	NP_731599.1
OG0004682	XP_017886976.1	NP_608573.1
OG0004683	XP_017883107.1	NP_001262946.1
OG0004684	XP_017876652.1	NP_001027422.1
OG0004686	XP_017890414.2, XP_017878263.1	NP_477339.1
OG0004687	XP_017889841.1	NP_611382.1
OG0004688	XP_017888416.1	NP_648505.1, NP_001036344.1
OG0004689	XP_017891145.1	NP_001162848.1
OG0004691	XP_017885000.1	NP_651942.2
OG0004692	XP_026671545.1	NP_726604.1
OG0004693	XP_017888180.1	NP_524435.2, NP_001262805.1
OG0004694	XP_017890817.1	NP_651794.2
OG0004695	XP_026673267.1	NP_001246231.1
OG0004696	XP_017875966.2	NP_001260810.1
OG0004697	XP_017891029.1	NP_001286201.1
OG0004698	XP_026673292.1, XP_017888015.1	NP_647866.2
OG0004699	XP_017892077.1	NP_650451.1
OG0004700	XP_017879626.2	NP_726032.4
OG0004701	XP_017884124.1	NP_648950.1
OG0004702	XP_017889575.1	NP_610854.1
OG0004704	XP_017881188.2	NP_569971.3
OG0004705	XP_017877091.1	NP_001284818.1
OG0004706	XP_017889711.1	NP_572323.1
OG0004707	XP_017876395.1	NP_609174.1
OG0004708	XP_017890125.1	NP_001097440.1
OG0004710	XP_017891363.1	NP_725706.1, NP_725705.2
OG0004711	XP_026673001.1	NP_611009.1
OG0004712	XP_026667543.1	NP_001162991.1
OG0004713	XP_017891059.1	NP_609942.1, NP_001188537.1
OG0004714	XP_017883911.1	NP_001262192.1
OG0004715	XP_017886284.2	NP_524221.1
OG0004716	XP_017883083.1	NP_001286488.1
OG0004717	XP_026674729.1	NP_477507.1, NP_001261024.1
OG0004718	XP_017891539.1	NP_001097489.1
OG0004719	XP_026668137.1	NP_001246662.1
OG0004721	XP_026668544.1	NP_001368942.1
OG0004722	XP_017878711.1	NP_652046.1
OG0004723	XP_017877543.1	NP_001368982.1
OG0004724	XP_017891020.1	NP_001027444.1
OG0004725	XP_017882402.2	NP_001246790.1
OG0004726	XP_017886025.1, XP_017879435.1	NP_523674.1
OG0004728	XP_017880164.1	NP_001286292.1
OG0004729	XP_026671078.1	NP_650353.1
OG0004730	XP_017888114.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_026675151.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_017889821.1, XP_026674224.1	NP_651539.3
OG0004733	XP_017891984.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_017883624.2, XP_017884352.1, XP_026667064.1	NP_001163403.1
OG0004735	XP_026666812.1	NP_001097240.1
OG0004737	XP_017885948.1	NP_650534.2
OG0004738	XP_017882469.2	NP_511055.1
OG0004739	XP_017883269.1	NP_609917.2
OG0004740	XP_017876910.1	NP_660192.1
OG0004741	XP_017888692.1	NP_001162673.1
OG0004743	XP_017885756.1	NP_001261451.1
OG0004744	XP_017884895.1	NP_727963.1
OG0004745	XP_017884518.1, XP_017884516.1, XP_017884517.1	NP_609922.2
OG0004746	XP_017879883.1	NP_001260464.1
OG0004747	XP_026671847.1	NP_001260155.1
OG0004748	XP_017884951.1	NP_611410.1
OG0004749	XP_017888067.1, XP_017888066.1	NP_651511.1
OG0004750	XP_017889569.1, XP_026674058.1	NP_001097093.1
OG0004751	XP_017880935.1	NP_001097342.1
OG0004752	XP_026669887.1	NP_650299.1
OG0004753	XP_017890710.1	NP_523720.2
OG0004754	XP_017886480.1	NP_001287619.1
OG0004755	XP_017889034.1	NP_001014482.2
OG0004756	XP_017880493.1	NP_648352.2
OG0004757	XP_026675398.1	NP_608648.1
OG0004758	XP_017886649.1	NP_728830.1
OG0004760	XP_017892066.1	NP_001189150.1
OG0004761	XP_017886337.1	NP_573316.1
OG0004762	XP_026671234.1, XP_017883808.1	NP_001284762.1
OG0004763	XP_017876679.1	NP_651709.1
OG0004764	XP_017881711.1, XP_026670155.1	NP_523547.1
OG0004765	XP_017885307.1	NP_001286547.1
OG0004766	XP_017875395.1, XP_017875396.1	NP_610283.1
OG0004767	XP_017879353.1	NP_001245953.1
OG0004768	XP_017877784.1, XP_026668270.1	NP_001137784.1
OG0004769	XP_017886161.1	NP_647830.1
OG0004771	XP_026667821.1, XP_026667822.1, XP_026667820.1	NP_001259563.2
OG0004772	XP_017890853.1	NP_001286324.1
OG0004773	XP_017875191.1, XP_017875190.1	NP_611139.1
OG0004774	XP_026669376.1	NP_524841.1
OG0004775	XP_017877799.1	NP_524310.1
OG0004777	XP_017877812.1	NP_477165.1
OG0004778	XP_026668452.1	NP_573305.2
OG0004779	XP_026670715.1	NP_609318.1
OG0004780	XP_017888768.1	NP_001260600.1
OG0004781	XP_017886865.1	NP_648498.1
OG0004782	XP_026671681.1	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1
OG0004784	XP_017880126.1	NP_609957.2, NP_611428.1
OG0004785	XP_017875923.1	NP_651731.1
OG0004786	XP_017878701.1	NP_001287041.1
OG0004788	XP_017889545.1	NP_001262468.1, NP_001245504.1
OG0004789	XP_026671764.1, XP_026671766.1	NP_648346.1
OG0004791	XP_017892588.1	NP_650898.1
OG0004792	XP_017882132.1	NP_729053.2
OG0004793	XP_017891612.1	NP_001163666.1
OG0004794	XP_017883839.1	NP_611091.2
OG0004795	XP_026672121.1, XP_026672122.1	NP_001163629.2
OG0004796	XP_017878457.1	NP_001262885.1
OG0004797	XP_017886224.1	NP_573034.1
OG0004799	XP_017891280.1	NP_651365.1
OG0004800	XP_017893216.1	NP_001163479.1
OG0004801	XP_017884963.1	NP_524622.1
OG0004802	XP_017886654.1	NP_608878.1, NP_001285607.1
OG0004803	XP_026674270.1	NP_723224.2
OG0004804	XP_017888679.1	NP_611850.1
OG0004805	XP_017884459.1	NP_001369043.1
OG0004806	XP_017890646.1	NP_523488.2
OG0004807	XP_017882575.1	NP_001260753.1, NP_525012.2
OG0004808	XP_017889647.1	NP_001247109.1
OG0004809	XP_017878422.1	NP_001260292.1, NP_609302.1
OG0004810	XP_017888133.1	NP_001137822.1
OG0004813	XP_017875419.1, XP_017877800.1	NP_001259963.1
OG0004814	XP_017876999.1	NP_477481.1
OG0004815	XP_017881894.1	NP_001245501.1
OG0004816	XP_017879136.1	NP_788296.1
OG0004817	XP_026668296.1	NP_650016.1
OG0004818	XP_017886674.1	NP_001262957.1
OG0004819	XP_017889522.1	NP_524870.1
OG0004820	XP_017885649.1	NP_724223.4
OG0004821	XP_017881327.1	NP_001259375.1, NP_651832.3
OG0004822	XP_017879007.1	NP_649251.2
OG0004823	XP_017892801.1	NP_610999.4
OG0004824	XP_017879183.1	NP_573313.2
OG0004825	XP_017877114.1	NP_611585.1
OG0004826	XP_017878650.1	NP_729680.1
OG0004827	XP_017875803.1	NP_524888.1, NP_611455.1
OG0004828	XP_017875516.1	NP_001261664.1
OG0004829	XP_017882172.1	NP_001286982.1
OG0004830	XP_017882061.1	NP_729045.1, NP_573030.2
OG0004831	XP_026674125.1	NP_477089.3
OG0004833	XP_017882607.1	NP_648573.2
OG0004834	XP_017887441.1	NP_001286810.1
OG0004835	XP_017886753.1	NP_001137761.1
OG0004836	XP_017882157.1	NP_001261140.1
OG0004837	XP_026666659.1	NP_608489.2
OG0004838	XP_017875255.1	NP_609180.3
OG0004839	XP_026670185.1	NP_001356949.1
OG0004841	XP_017890604.1	NP_001261061.1
OG0004842	XP_017886080.1	NP_608562.4
OG0004843	XP_017875073.1, XP_017882755.1	NP_723087.1
OG0004844	XP_026669434.1	NP_650787.1
OG0004845	XP_026668797.1	NP_650203.3
OG0004846	XP_026667390.1	NP_001097259.2
OG0004847	XP_017883541.1	NP_788403.2
OG0004848	XP_026669638.1	NP_572427.1, NP_001356905.1
OG0004851	XP_017885964.1	NP_001261455.1
OG0004852	XP_017892523.1	NP_788073.1
OG0004853	XP_017880427.2	NP_524143.2
OG0004854	XP_026672200.1	NP_996218.1
OG0004857	XP_026671269.1	NP_788423.1
OG0004858	XP_017877856.1	NP_001259102.1
OG0004859	XP_017891621.1	NP_001262715.1
OG0004861	XP_026667774.1	NP_001262624.1
OG0004862	XP_017879553.1	NP_572571.1
OG0004863	XP_017875269.1	NP_572372.1
OG0004864	XP_017886670.1	NP_611336.1
OG0004865	XP_017892759.1	NP_733162.2
OG0004866	XP_017883795.1	NP_722590.2
OG0004867	XP_026666774.1	NP_572445.1
OG0004868	XP_026670118.1	NP_572437.2
OG0004869	XP_017887279.1	NP_647717.1
OG0004870	XP_026675019.1	NP_001189234.1
OG0004871	XP_026674967.1, XP_026671275.1	NP_650924.3
OG0004872	XP_017886002.1	NP_612093.1
OG0004873	XP_026674775.1	NP_609731.1, NP_001096967.1
OG0004874	XP_026668228.1	NP_523483.2
OG0004875	XP_026674527.1	NP_523935.1
OG0004876	XP_017876855.1	NP_732076.1
OG0004877	XP_017875459.1	NP_511080.2
OG0004878	XP_017875671.1	NP_609608.1
OG0004879	XP_026671945.1	NP_001014590.1
OG0004880	XP_026674794.1	NP_001260114.1
OG0004881	XP_017887827.1, XP_017887825.1	NP_001285312.1
OG0004883	XP_017884267.1	NP_610523.2
OG0004884	XP_017892767.2	NP_648282.1, NP_648283.1, NP_648280.1
OG0004885	XP_026667558.1	NP_612015.1
OG0004886	XP_017879172.1	NP_610270.1
OG0004887	XP_017880722.1	NP_572771.1
OG0004888	XP_017889397.1	NP_610872.1, NP_725289.1
OG0004889	XP_026674422.1, XP_017890324.1, XP_026674423.1	NP_001285269.1
OG0004891	XP_017882379.1	NP_649814.1
OG0004893	XP_026666961.1, XP_017890619.1	NP_001097380.1
OG0004894	XP_017877988.1	NP_611833.1
OG0004895	XP_017883802.1, XP_017877310.2	NP_731339.1
OG0004896	XP_017891173.1	NP_611836.2
OG0004897	XP_026672761.1	NP_608633.1
OG0004898	XP_017879272.1	NP_001262184.1
OG0004899	XP_017889963.1, XP_026674242.1, XP_026674241.1	NP_001286031.1
OG0004900	XP_017892541.1, XP_017892542.1	NP_524751.3
OG0004901	XP_017883023.1	NP_731570.2
OG0004902	XP_017877883.1	NP_001286117.1, NP_001036372.2
OG0004903	XP_017884584.1	NP_001261903.1
OG0004904	XP_017879385.1, XP_026668979.1, XP_017879386.1	NP_524601.2
OG0004905	XP_017880494.1	NP_524454.2, NP_477404.1
OG0004906	XP_017891744.1, XP_017882747.1	NP_730432.1
OG0004908	XP_017883496.1	NP_001137693.2
OG0004909	XP_017889068.1	NP_572382.1
OG0004910	XP_026670989.1	NP_995623.2, NP_726097.1
OG0004911	XP_026668293.1	NP_726092.1
OG0004912	XP_017884526.1	NP_524031.2
OG0004913	XP_017893567.1	NP_722687.1
OG0004915	XP_017891398.1, XP_017891397.1	NP_608379.1
OG0004916	XP_017883969.1, XP_026671295.1	NP_476650.1
OG0004917	XP_026673496.1	NP_001097023.1, NP_001097021.1
OG0004919	XP_017885617.1	NP_726743.1
OG0004920	XP_017883588.1	NP_001096958.1
OG0004921	XP_017883199.1	NP_648828.3
OG0004922	XP_017891641.1	NP_001286802.1
OG0004923	XP_017892505.1	NP_001262301.1
OG0004924	XP_017877234.1	NP_788664.2, NP_731744.1
OG0004925	XP_017883921.1	NP_611822.1, NP_001261330.1
OG0004926	XP_017890727.1	NP_001260818.1
OG0004927	XP_026666700.1, XP_026666699.1, XP_017893511.1, XP_017893512.1	NP_001356973.1
OG0004928	XP_017879605.1	NP_001286365.1
OG0004930	XP_017888130.1	NP_611973.2
OG0004931	XP_017884811.1, XP_017884812.1	NP_001163196.1
OG0004932	XP_026670306.1	NP_001137851.1
OG0004933	XP_017891650.1, XP_026669996.1, XP_017881359.2	NP_610627.2
OG0004934	XP_017893487.1	NP_001369081.1
OG0004935	XP_017876970.1, XP_017876971.1	NP_611533.2
OG0004936	XP_026674722.1	NP_608605.1
OG0004937	XP_017875385.1	NP_523450.1
OG0004938	XP_017882007.1, XP_017882005.1	NP_723202.2
OG0004939	XP_017879008.1	NP_609371.2
OG0004940	XP_017890462.1	NP_001245861.1
OG0004941	XP_017879268.1	NP_001259695.1
OG0004943	XP_017888926.1	NP_573360.1
OG0004944	XP_026668525.1, XP_026668524.1	NP_001286319.1
OG0004945	XP_026673954.1, XP_017889775.1, XP_017889774.1	NP_573331.1
OG0004947	XP_017891761.1, XP_026675150.1	NP_649494.1
OG0004948	XP_017891052.1, XP_017891053.1	NP_647808.1
OG0004949	XP_017884478.1	NP_612032.1, NP_609430.1
OG0004950	XP_017883918.1	NP_726563.1
OG0004951	XP_026673989.1, XP_026673990.1	NP_001262918.1
OG0004952	XP_017890103.1	NP_610720.1
OG0004964	XP_017890884.1	NP_572651.1
OG0004976	XP_017885694.1	NP_001260550.2
OG0004977	XP_017892655.1	NP_611074.1
OG0004978	XP_017876026.1	NP_001285674.1
OG0004979	XP_026668470.1	NP_001034075.1, NP_652041.2
OG0004980	XP_017886037.1	NP_650309.1, NP_001036640.1
OG0004981	XP_017885268.1	NP_001259052.1, NP_651212.1
OG0004982	XP_017889248.1	NP_001284828.1, NP_651987.1
OG0004983	XP_017884284.1, XP_017875441.1	NP_477134.1
OG0004984	XP_017875987.1, XP_017875790.1	NP_651040.3
OG0004985	XP_017878271.1, XP_017884283.1	NP_001163061.1
OG0004986	XP_017888848.1	NP_648300.3
OG0004987	XP_017887139.1	NP_650726.1
OG0004988	XP_017882239.1	NP_651614.1, NP_573110.1
OG0004989	XP_017883990.1	NP_609363.1
OG0004990	XP_017882552.1	NP_001014633.2
OG0004991	XP_017892336.1	NP_001260877.1
OG0004992	XP_017875974.1, XP_017891003.1	NP_608387.1
OG0004993	XP_017880015.1	NP_650073.1
OG0004994	XP_017876732.1, XP_017879334.2, XP_017883900.1	NP_001285124.1
OG0004995	XP_017881619.1	NP_001261567.1
OG0004996	XP_017891373.1	NP_651843.1, NP_476691.1
OG0004997	XP_017885651.1	NP_001284943.1
OG0004998	XP_017885570.1	NP_732309.1
OG0004999	XP_017875472.1	NP_649858.1
OG0005000	XP_026673727.1	NP_001287236.1
OG0005001	XP_017884992.1	NP_523737.1
OG0005002	XP_017890703.1	NP_001263081.1
OG0005003	XP_026673795.1	NP_652574.3, NP_001285734.1
OG0005004	XP_017887305.1	NP_731983.1
OG0005005	XP_017883982.1	NP_001287386.1
OG0005006	XP_017891038.1	NP_609992.1
OG0005007	XP_026666461.1	NP_001137607.1
OG0005008	XP_017881181.1	NP_523836.2
OG0005009	XP_017887875.1	NP_001284928.1
OG0005010	XP_017881669.1	NP_001284908.1
OG0005011	XP_017885420.1	NP_001286464.1
OG0005012	XP_026669278.1	NP_723362.1
OG0005013	XP_017886095.1	NP_523466.2
OG0005014	XP_026674184.1	NP_523831.1
OG0005015	XP_017878206.1	NP_001104459.2
OG0005016	XP_017891330.2	NP_651968.1
OG0005017	XP_017879931.1	NP_610210.2, NP_649489.1
OG0005018	XP_017877125.1	NP_001284900.1
OG0005019	XP_017891249.1	NP_610818.1
OG0005020	XP_017881609.1	NP_001188794.1
OG0005021	XP_017878418.1	NP_572974.1
OG0005022	XP_017879598.1	NP_525092.1, NP_650910.1
OG0005023	XP_017875248.1	NP_001246409.1
OG0005024	XP_017875601.1	NP_477240.1
OG0005025	XP_017878844.1	NP_610676.2
OG0005026	XP_017880701.1	NP_648456.2, NP_648470.2
OG0005027	XP_026670051.1	NP_609895.2
OG0005028	XP_017882754.1	NP_722835.1
OG0005029	XP_017888229.1	NP_001262519.1
OG0005030	XP_017877970.1	NP_648427.1
OG0005031	XP_017880255.1	NP_651281.1
OG0005032	XP_017890821.1	NP_001285823.1
OG0005033	XP_017880425.1	NP_524197.1
OG0005034	XP_026670521.1	NP_001260103.1
OG0005035	XP_026673880.1	NP_523683.1, NP_724931.1, NP_610584.2
OG0005036	XP_017889678.1	NP_610886.2
OG0005037	XP_017888982.2	NP_001261954.1
OG0005038	XP_017888443.1	NP_001285678.1
OG0005041	XP_017884583.1	NP_001260878.1
OG0005042	XP_017890157.1	NP_651200.1
OG0005043	XP_017886446.1	NP_651397.1
OG0005044	XP_017887519.1	NP_572267.1, NP_524076.2
OG0005045	XP_017880243.1	NP_725975.2
OG0005046	XP_017888746.1	NP_608884.1
OG0005047	XP_017889509.1	NP_001097577.1
OG0005048	XP_017892059.1	NP_651887.1
OG0005050	XP_026675079.1	NP_523874.1
OG0005051	XP_017879573.1	NP_001261196.1
OG0005052	XP_017889272.1	NP_001036756.2
OG0005053	XP_026666799.1	NP_001245533.1
OG0005054	XP_017888653.1, XP_017884286.2	NP_001027048.1
OG0005055	XP_017892876.1	NP_001262911.1
OG0005056	XP_017890839.1	NP_001189136.1
OG0005057	XP_017889646.1	NP_476631.1
OG0005058	XP_017877956.1	NP_001137828.1
OG0005059	XP_017888144.1	NP_649529.1
OG0005061	XP_017890124.1	NP_001262488.1
OG0005062	XP_017887887.1, XP_017886212.1	NP_001356967.1
OG0005063	XP_017875362.1	NP_648201.1
OG0005064	XP_017889587.1	NP_001027236.1
OG0005065	XP_017877346.1	NP_524421.1
OG0005066	XP_017879486.1	NP_477302.1
OG0005067	XP_017893564.1	NP_651272.1
OG0005068	XP_017888300.1	NP_001286566.1
OG0005069	XP_026671605.1	NP_650608.1
OG0005072	XP_017889887.1	NP_001163560.1, NP_001285929.1
OG0005073	XP_017883301.1	NP_477135.2
OG0005075	XP_017893364.1	NP_649611.2
OG0005076	XP_026668429.1	NP_001247017.1
OG0005077	XP_026667845.1	NP_570080.1
OG0005078	XP_026673197.1	NP_001286202.1
OG0005079	XP_017888951.1	NP_647860.1
OG0005080	XP_017889710.1	NP_573288.1
OG0005081	XP_017878677.1	NP_649240.1
OG0005082	XP_017884123.1	NP_524774.1
OG0005083	XP_017891553.1	NP_609671.1
OG0005084	XP_017880767.1	NP_001259199.1
OG0005085	XP_017885204.2	NP_001285295.1
OG0005087	XP_017885139.1	NP_001246156.2
OG0005088	XP_017875052.1	NP_610363.1, NP_001260868.1
OG0005089	XP_017876838.1	NP_524270.2
OG0005090	XP_026672262.1	NP_610985.1
OG0005091	XP_017892152.1	NP_572777.2
OG0005092	XP_017889380.1	NP_651457.1
OG0005093	XP_017882347.1	NP_001261250.1
OG0005095	XP_017892388.1	NP_649528.2
OG0005097	XP_017877170.1	NP_722922.1
OG0005098	XP_017881606.1	NP_001286189.1
OG0005099	XP_017883057.1, XP_017892068.2	NP_611541.1
OG0005100	XP_026675118.1	NP_001261696.1
OG0005101	XP_026672201.1, XP_017876312.1	NP_001261694.1
OG0005102	XP_017876486.1	NP_725047.2
OG0005103	XP_017892180.1	NP_001261994.1
OG0005104	XP_017879894.1, XP_017879903.1	NP_652031.2
OG0005105	XP_026666841.1	NP_001259846.1
OG0005106	XP_017883652.1	NP_001285259.1
OG0005108	XP_017876259.2, XP_017876271.1	NP_651850.1
OG0005109	XP_017889803.1	NP_524476.1
OG0005110	XP_017889239.1	NP_609623.1, NP_001285798.1
OG0005111	XP_017885039.1	NP_001284785.1
OG0005112	XP_026668761.1	NP_651295.1
OG0005114	XP_017892293.2	NP_001285198.1
OG0005116	XP_017875746.1	NP_001285613.1
OG0005117	XP_017880844.1	NP_001015174.1
OG0005119	XP_017883721.1	NP_651062.3
OG0005120	XP_017886708.1, XP_017886707.1	NP_001260668.1
OG0005121	XP_026668750.1, XP_017878830.1	NP_572919.1
