Orthogroup	Ceratina_calcarata	Solenopsis_invicta
OG0003192	XP_017886632.1, XP_026672621.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	XP_026670386.1	XP_039304720.1
OG0003194	XP_017891942.1	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	XP_017889895.1, XP_017889894.1	XP_025988560.1
OG0003196	XP_026671937.1	XP_025991436.1
OG0003198	XP_017891446.1	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1
OG0003200	XP_026670544.1	XP_025992865.1
OG0003201	XP_026673166.1	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	XP_026675603.1	XP_039307449.1, XP_039307472.1
OG0003203	XP_026674277.1	XP_011160144.1
OG0003204	XP_026669787.1, XP_017881052.1	XP_011165562.1
OG0003205	XP_026666816.1, XP_017893514.1, XP_017893513.1	XP_025994400.1
OG0003206	XP_026668424.1	XP_025990748.1
OG0003207	XP_026670716.1	XP_039306627.1
OG0003208	XP_017879345.2	XP_011171188.1
OG0003209	XP_017877202.1	XP_025990091.1
OG0003211	XP_017888598.2	XP_025992823.1
OG0003212	XP_017884341.1	XP_011157792.1
OG0003213	XP_026673212.1, XP_026666827.1	XP_039309200.1
OG0003214	XP_026668546.1	XP_025986314.2
OG0003215	XP_017890487.1, XP_017890486.1, XP_017890485.1	XP_011169014.1
OG0003217	XP_017883289.1, XP_026670941.1, XP_026670940.1	XP_039314993.1, XP_039314997.1, XP_011164299.1
OG0003218	XP_017890416.1	XP_011175832.1, XP_039302418.1
OG0003219	XP_017893401.1	XP_011155319.2
OG0003220	XP_017880011.1	XP_011168984.1
OG0003221	XP_017891167.1	XP_039307175.1
OG0003222	XP_017893667.1	XP_025996380.1, XP_039315210.1
OG0003223	XP_026667021.1	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003225	XP_017885390.1	XP_011171210.1
OG0003226	XP_017884438.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	XP_017888103.1	XP_039313451.1, XP_039313456.1
OG0003228	XP_017883625.1	XP_011162242.1
OG0003229	XP_017877182.1	XP_011161673.1
OG0003230	XP_017893472.1	XP_011159232.2
OG0003232	XP_026669255.1, XP_026669256.1, XP_017879996.1, XP_026669253.1, XP_026669254.1	XP_011167418.2
OG0003234	XP_017890327.1, XP_026674437.1	XP_039310790.1
OG0003236	XP_026673420.1	XP_025994487.2, XP_011159185.2, XP_011159183.2
OG0003237	XP_017875602.1	XP_039313095.1
OG0003238	XP_017875909.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	XP_017884384.1	XP_025992125.1
OG0003240	XP_017892518.1	XP_039305806.1
OG0003241	XP_017879307.1	XP_025995024.2
OG0003242	XP_017877317.1, XP_026668682.1	XP_025986165.1
OG0003243	XP_017882079.1, XP_026670367.1	XP_025990033.2
OG0003244	XP_017879796.1, XP_017879797.1	XP_039302184.1
OG0003245	XP_017878705.1, XP_017878704.1, XP_017876287.1, XP_017876286.1	XP_039312788.1
OG0003246	XP_017880412.1, XP_017880409.1, XP_017880411.1	XP_011161831.2, XP_011161830.2
OG0003247	XP_017888568.1	XP_025986583.1
OG0003248	XP_017885469.1, XP_017885471.1	XP_025991288.1
OG0003249	XP_017877825.1, XP_017877827.1	XP_039314530.1, XP_025996638.1
OG0003250	XP_017878194.1, XP_017878192.1	XP_011161724.2
OG0003251	XP_017884343.1	XP_011158864.1
OG0003252	XP_017876500.1	XP_039312693.1
OG0003253	XP_026670030.1	XP_011168346.1, XP_039314819.1, XP_011159610.1, XP_011160224.1, XP_011160228.1, XP_011160226.1, XP_011160926.1
OG0003254	XP_026673464.1, XP_017888323.1	XP_011174028.2
OG0003255	XP_017882473.1, XP_026668882.1, XP_026670669.1, XP_026670670.1, XP_017882670.1	XP_039308739.1
OG0003256	XP_026669295.1, XP_026669296.1, XP_026669294.1, XP_026669293.1, XP_026669300.1, XP_026669298.1, XP_026669297.1, XP_017880060.1	XP_011176342.1
OG0003257	XP_017883973.1	XP_011156933.1
OG0003258	XP_017876029.1	XP_039303586.1
OG0003259	XP_017888370.1, XP_017892979.2, XP_017884299.1	XP_025988938.1
OG0003261	XP_017887895.1	XP_011157006.1
OG0003262	XP_017887548.1	XP_011171067.1
OG0003263	XP_017876959.1	XP_011167836.1
OG0003264	XP_017884427.1	XP_025995982.1
OG0003265	XP_017878107.1	XP_039315589.1
OG0003266	XP_017877971.1	XP_011173431.1
OG0003267	XP_017883059.1, XP_017883058.1	XP_025996392.1
OG0003268	XP_017883293.1, XP_026670944.1	XP_011164301.1
OG0003269	XP_017889126.1	XP_011156398.1
OG0003270	XP_017876703.1	XP_011165014.1
OG0003271	XP_017891105.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	XP_017880794.1, XP_017880793.1	XP_011163847.1
OG0003273	XP_017890586.1	XP_011157132.1
OG0003274	XP_017879821.1	XP_011159704.1
OG0003275	XP_017879421.1	XP_011164867.1
OG0003276	XP_017884268.1	XP_011167156.1
OG0003277	XP_017888374.1	XP_011169832.1, XP_011169831.1
OG0003279	XP_017885969.1	XP_039311013.1
OG0003280	XP_017883141.1	XP_011176183.1, XP_011176184.1
OG0003281	XP_017891433.2, XP_017886969.1	XP_025990437.1, XP_025990438.1
OG0003282	XP_017878643.1	XP_011157544.2
OG0003284	XP_017881392.1	XP_011171593.1
OG0003285	XP_017884366.1, XP_017877337.1, XP_017877338.1	XP_011163555.3
OG0003286	XP_017880309.1, XP_017880308.1, XP_017880307.1	XP_011172787.1
OG0003288	XP_017890098.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	XP_017877126.2	XP_011172029.1
OG0003290	XP_017875381.1	XP_025995658.1
OG0003291	XP_017893454.1, XP_017893453.1	XP_039309531.1
OG0003292	XP_017887699.1, XP_017875542.1, XP_017875540.1	XP_011160448.1
OG0003293	XP_017883038.1	XP_011170009.2
OG0003294	XP_017884023.1	XP_011158205.1
OG0003295	XP_017892527.1	XP_025996047.1
OG0003296	XP_017876731.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	XP_017885980.1	XP_011159799.1
OG0003298	XP_017880233.1	XP_011166722.1
OG0003299	XP_017878061.1	XP_011173483.1
OG0003300	XP_017878058.1	XP_025987586.1
OG0003301	XP_017887751.1	XP_011164776.1
OG0003302	XP_017885011.1	XP_011158512.1
OG0003303	XP_017879137.1, XP_026667078.1	XP_011171925.2
OG0003304	XP_017885681.1	XP_039311949.1, XP_011168580.2
OG0003305	XP_017893108.2, XP_017893109.1	XP_011175834.3
OG0003306	XP_017878223.1	XP_011172126.1
OG0003307	XP_017876707.1	XP_011167011.1
OG0003308	XP_017880257.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	XP_017881789.1	XP_011168906.2
OG0003310	XP_017890751.1	XP_011165500.1
OG0003311	XP_017886997.1	XP_011163861.1, XP_011163860.1
OG0003312	XP_017892738.1	XP_025988808.1, XP_011170268.1
OG0003313	XP_017887371.1	XP_011161540.1
OG0003314	XP_026672460.1, XP_026672459.1, XP_026672458.1, XP_017886265.1	XP_011164791.1
OG0003315	XP_026672825.1	XP_011160270.1, XP_011160269.1
OG0003316	XP_026667708.1, XP_017876454.2	XP_025993577.1, XP_025993576.1
OG0003317	XP_017876599.1	XP_011160844.1
OG0003318	XP_026673084.1	XP_011157698.2
OG0003319	XP_017892993.1, XP_017892994.1, XP_017892995.1	XP_011175694.2
OG0003320	XP_017875662.1	XP_011163537.1, XP_039311668.1
OG0003321	XP_017886981.1	XP_011176131.2
OG0003322	XP_017893569.1	XP_011161126.1
OG0003323	XP_017890715.1, XP_017881934.1	XP_011161263.2
OG0003324	XP_017880226.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	XP_017890866.1	XP_011158710.2
OG0003326	XP_017883949.1	XP_039302623.1, XP_011172122.2
OG0003327	XP_017887313.1, XP_017887311.1, XP_026672934.1	XP_011175417.1
OG0003328	XP_017875357.1	XP_011163393.1, XP_039313875.1
OG0003329	XP_026669112.1, XP_017879679.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	XP_017889588.1	XP_011167875.2
OG0003331	XP_017878019.1	XP_011159846.2
OG0003332	XP_017885605.1	XP_039315206.1, XP_011172012.1
OG0003333	XP_017884073.1	XP_011158520.1
OG0003334	XP_017875730.1	XP_011169583.1
OG0003335	XP_017886703.1	XP_011157678.1
OG0003336	XP_017892246.1	XP_039303355.1, XP_039303356.1
OG0003337	XP_017881913.1	XP_011156887.1
OG0003339	XP_017879658.1	XP_025985974.1
OG0003340	XP_017881071.1	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	XP_017892027.1	XP_011165296.1
OG0003342	XP_017884608.1, XP_017884607.1	XP_011174123.2
OG0003343	XP_017886314.1	XP_011163557.1
OG0003344	XP_026673477.1	XP_011159547.2
OG0003345	XP_017890560.1	XP_011168568.1
OG0003346	XP_017883651.1	XP_011155405.1, XP_011155404.1
OG0003347	XP_017881863.1	XP_011170910.2
OG0003348	XP_026666875.1, XP_026666874.1	XP_011176150.1
OG0003349	XP_017881518.1	XP_011172402.1, XP_011172401.1
OG0003350	XP_017891648.1	XP_011160433.1
OG0003351	XP_017891732.1, XP_017891737.1, XP_017875647.2	XP_011169159.1
OG0003352	XP_017884788.1	XP_011167129.1
OG0003353	XP_017881823.1	XP_011157096.2
OG0003354	XP_017881311.1	XP_011159300.1
OG0003355	XP_017881617.1	XP_011156616.1
OG0003356	XP_017892688.1	XP_025995418.1, XP_039313829.1
OG0003357	XP_017876403.1	XP_011159385.1
OG0003358	XP_017882504.1	XP_011170985.1
OG0003359	XP_017878682.1	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2
OG0003360	XP_017879839.1, XP_017888960.1	XP_011169214.1
OG0003361	XP_026673468.1, XP_017888360.2	XP_011163184.1
OG0003362	XP_017890579.1	XP_011176208.1
OG0003363	XP_017884279.1	XP_011171184.1
OG0003364	XP_017875696.1	XP_011171477.2
OG0003365	XP_017886180.1	XP_011155996.2
OG0003366	XP_026667996.1, XP_017890070.1	XP_011166272.1
OG0003367	XP_026674216.1	XP_011160030.1
OG0003368	XP_017883957.1	XP_025993586.2
OG0003369	XP_026669057.1	XP_025995082.1
OG0003370	XP_017884278.1	XP_039305562.1
OG0003371	XP_026674419.1	XP_011168317.1
OG0003372	XP_017880884.1, XP_026669693.1	XP_011170932.2
OG0003374	XP_017883598.1	XP_011170848.1
OG0003375	XP_017883448.1	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	XP_017892795.1	XP_011158846.1
OG0003377	XP_017881187.1	XP_039312150.1, XP_011157899.1
OG0003378	XP_026667921.1	XP_011158424.1
OG0003379	XP_026672751.1	XP_011164032.1
OG0003380	XP_017880158.1	XP_011159525.1, XP_011159526.1
OG0003381	XP_017891421.1	XP_011170706.1
OG0003382	XP_017878120.1	XP_011170060.1
OG0003383	XP_017884887.1, XP_017884888.1	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003384	XP_026675170.1, XP_017891857.1	XP_025993031.2
OG0003385	XP_017891427.1, XP_017891426.1	XP_011167382.1
OG0003387	XP_026675611.1	XP_011158923.1
OG0003388	XP_017883623.1	XP_011164028.1
OG0003389	XP_026668671.1	XP_039308685.1
OG0003390	XP_017880235.1	XP_011170765.1, XP_025989977.1
OG0003391	XP_017878258.1	XP_025987860.2
OG0003392	XP_017889695.1, XP_017889694.1, XP_017889696.1, XP_017889697.1	XP_025991945.2
OG0003393	XP_017887903.1	XP_011175706.1
OG0003394	XP_017888609.1	XP_011168554.1
OG0003395	XP_017876746.1	XP_011162479.1
OG0003396	XP_017893395.1	XP_011164775.1
OG0003397	XP_026666674.1, XP_017893339.1	XP_039310081.1
OG0003398	XP_017883027.1	XP_039312685.1
OG0003399	XP_017890047.1	XP_011172373.2
OG0003400	XP_017880641.1	XP_011167556.3
OG0003401	XP_017881610.1	XP_011159605.1
OG0003402	XP_017888113.1	XP_011158523.1
OG0003403	XP_017878462.1	XP_011173152.1
OG0003404	XP_017893424.1	XP_039315476.1
OG0003405	XP_017879240.1	XP_025996980.1
OG0003406	XP_026672059.1	XP_039305644.1, XP_039305639.1
OG0003407	XP_017877284.1	XP_011162767.2
OG0003408	XP_017879117.1	XP_025988007.1
OG0003409	XP_026670627.1	XP_011168025.1
OG0003410	XP_017891148.1	XP_011169045.1
OG0003411	XP_017882811.1, XP_017888232.1	XP_011169030.1
OG0003412	XP_017892549.1	XP_011166294.1
OG0003413	XP_017884252.1	XP_039302638.1
OG0003414	XP_026669349.1, XP_017880163.1	XP_011161029.1
OG0003415	XP_017876998.1	XP_011175488.1
OG0003416	XP_017888102.1	XP_011166755.1
OG0003417	XP_017875800.1	XP_039304476.1, XP_039304478.1
OG0003418	XP_026667035.1	XP_011167758.1
OG0003419	XP_017878391.1	XP_025996837.1
OG0003420	XP_017890876.1	XP_011169674.1
OG0003421	XP_017893166.1	XP_011175711.1
OG0003422	XP_017883499.1	XP_011155644.1, XP_039302694.1
OG0003423	XP_017882328.1	XP_011159326.2
OG0003424	XP_017891927.1	XP_011159090.1
OG0003425	XP_017886704.1	XP_011163075.1
OG0003426	XP_017893302.1	XP_025988070.1, XP_025988071.1
OG0003427	XP_017882799.2, XP_017882400.1, XP_017875037.2	XP_011163689.1
OG0003428	XP_026672840.1, XP_026673851.1	XP_011167947.1
OG0003431	XP_017877164.1	XP_011172180.1, XP_039303289.1
OG0003432	XP_017893306.1, XP_026666592.1	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	XP_017891415.1	XP_011159440.1
OG0003434	XP_017882500.1	XP_011176144.1, XP_011176143.1, XP_025989940.1
OG0003435	XP_017892432.1	XP_011163900.2
OG0003436	XP_017887623.1	XP_011168469.2
OG0003437	XP_017890871.1	XP_011157667.1
OG0003438	XP_017883060.1	XP_011155524.2
OG0003439	XP_017878355.1	XP_025994536.1
OG0003442	XP_017876289.1	XP_039312379.1
OG0003443	XP_017881862.1, XP_017878730.1	XP_011165646.1
OG0003444	XP_017878748.1, XP_017878736.1	XP_025987672.2
OG0003445	XP_017884354.1	XP_039302293.1
OG0003446	XP_017881806.1	XP_011155390.1
OG0003447	XP_017893317.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_017880454.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_017886005.1, XP_017886004.1	XP_011160159.1
OG0003450	XP_017880630.1	XP_011155610.2
OG0003451	XP_017876885.1	XP_011172134.1
OG0003452	XP_017881648.1	XP_011156026.1
OG0003453	XP_017889403.1	XP_039315183.1
OG0003454	XP_026667482.1, XP_017876212.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_017892538.1	XP_011168917.1
OG0003456	XP_017884350.1	XP_011162716.1
OG0003457	XP_017884879.1	XP_011166944.1
OG0003458	XP_017889484.1	XP_025995460.1
OG0003459	XP_017883015.1, XP_017883008.1	XP_011161898.1
OG0003460	XP_017889856.1	XP_011162632.1
OG0003462	XP_017883040.2	XP_025993799.2
OG0003463	XP_017893478.1	XP_011160595.1
OG0003464	XP_017880305.1	XP_011165321.1
OG0003465	XP_017886903.1	XP_011173159.1
OG0003466	XP_017881445.1	XP_011172223.1
OG0003467	XP_017892182.1	XP_025987392.1
OG0003468	XP_017880258.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_026674386.1	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003470	XP_026674055.1, XP_017889566.1, XP_017889565.1	XP_025990345.2, XP_039308816.1
OG0003471	XP_017887467.1	XP_039308449.1
OG0003472	XP_017880726.1	XP_025995638.1
OG0003473	XP_017879058.1	XP_011162299.1
OG0003474	XP_017878733.1	XP_011167328.1
OG0003475	XP_026668046.1	XP_011166400.1
OG0003476	XP_017878321.1	XP_025991918.2
OG0003477	XP_017891996.1	XP_011161639.1
OG0003478	XP_017893110.1	XP_039301857.1
OG0003479	XP_017881962.1	XP_039304625.1
OG0003480	XP_017890870.1, XP_026674701.1	XP_011163009.2
OG0003481	XP_017883909.1	XP_011168227.1
OG0003482	XP_017892988.1	XP_039308503.1
OG0003483	XP_017890053.1	XP_011167627.1
OG0003484	XP_017892707.1, XP_026675595.1, XP_026675594.1	XP_011175536.1
OG0003485	XP_026674323.1, XP_017890037.1	XP_011160665.1
OG0003486	XP_017892870.1	XP_011176014.1
OG0003487	XP_026666499.1, XP_017892981.1, XP_017892980.1	XP_039312962.1
OG0003488	XP_017876402.1	XP_011172280.1, XP_011172281.1
OG0003489	XP_017889133.1	XP_011171151.1
OG0003490	XP_017883420.1	XP_011157908.1
OG0003491	XP_017888098.1, XP_026673312.1, XP_026673314.1, XP_026673313.1	XP_025988848.1
OG0003492	XP_026672130.1	XP_011162771.1
OG0003493	XP_017878488.1	XP_011168044.1
OG0003494	XP_017880435.1	XP_039309299.1, XP_039309208.1
OG0003495	XP_017892598.1	XP_011174335.1
OG0003496	XP_017885231.2	XP_025993632.2
OG0003497	XP_017886218.2	XP_011156399.1
OG0003498	XP_017882952.1	XP_011165874.1
OG0003499	XP_026669554.1	XP_039310463.1
OG0003500	XP_017883964.1	XP_039305410.1
OG0003501	XP_026670916.1	XP_011160315.1
OG0003502	XP_026675487.1, XP_017892324.1	XP_011173216.1
OG0003503	XP_017880853.1	XP_011158197.1
OG0003504	XP_017880211.1	XP_039305633.1
OG0003506	XP_026666496.1, XP_017888521.1, XP_017888520.1	XP_011161084.2
OG0003507	XP_017884397.1	XP_011161240.1
OG0003508	XP_017878998.1	XP_011161847.2
OG0003509	XP_026669506.1, XP_026669511.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_026669128.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_017884078.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_017888997.1	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_017876508.1	XP_025993404.1
OG0003514	XP_017879591.1, XP_017879590.1	XP_011172359.1
OG0003515	XP_017877843.1	XP_025994886.1
OG0003516	XP_026667310.1, XP_017875816.1	XP_011157782.1
OG0003517	XP_017879933.1	XP_011157243.1
OG0003518	XP_017890468.1	XP_025993845.1
OG0003519	XP_017880036.1	XP_011157485.2
OG0003520	XP_017892365.1	XP_025987458.1
OG0003521	XP_017889263.1	XP_025994590.1
OG0003522	XP_017879047.1	XP_011170188.1
OG0003523	XP_017882633.1	XP_011159133.3
OG0003524	XP_017876046.1	XP_011159594.2
OG0003525	XP_017886533.1	XP_011157508.1
OG0003526	XP_017881602.1, XP_017881601.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_026673613.1	XP_011164994.2
OG0003528	XP_026667124.1	XP_025994598.1
OG0003529	XP_017890345.1	XP_011157905.1
OG0003530	XP_026674024.1	XP_011164666.1
OG0003531	XP_017888561.1, XP_026673565.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_017882790.1	XP_011175391.1
OG0003533	XP_026672125.1, XP_017875236.2	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_026670767.1, XP_026670759.1	XP_025993470.2
OG0003535	XP_017885073.1	XP_025996198.1
OG0003536	XP_017889294.1	XP_011161902.1
OG0003537	XP_017880958.1	XP_039309256.1
OG0003538	XP_017881247.1, XP_017881246.1	XP_011168937.1
OG0003540	XP_026666553.1	XP_011170944.1
OG0003541	XP_026674519.1, XP_026674523.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_017877891.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_017879395.1	XP_011158692.1
OG0003544	XP_017886656.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_017875301.1	XP_025990427.1
OG0003546	XP_026673286.1, XP_026673287.1, XP_026673285.1, XP_026673291.1, XP_026673290.1, XP_026673289.1	XP_025993446.1
OG0003547	XP_026668457.1	XP_011158646.1
OG0003548	XP_026673747.1, XP_017889162.1	XP_025988074.1
OG0003549	XP_017882138.1	XP_011169642.1, XP_025986961.1
OG0003550	XP_017877908.1, XP_026668320.1	XP_011162120.1, XP_011162121.1
OG0003551	XP_017884727.1	XP_039301798.1
OG0003552	XP_017892473.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_017882581.1	XP_011161755.2
OG0003554	XP_017888745.1	XP_039308532.1
OG0003555	XP_017886070.1	XP_025995357.2
OG0003556	XP_017884087.2, XP_017888914.2	XP_025993106.2
OG0003557	XP_017891355.1	XP_011164774.2
OG0003558	XP_017892864.1, XP_026666451.1	XP_039309560.1
OG0003559	XP_017881326.1	XP_025986435.1
OG0003560	XP_017890880.1	XP_025988610.2
OG0003561	XP_026671606.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_026671128.1	XP_011155379.1
OG0003563	XP_017889134.2	XP_039310060.1
OG0003564	XP_017890348.1	XP_011167702.1
OG0003565	XP_017892312.1	XP_011156156.1
OG0003566	XP_017885005.1	XP_039315677.1
OG0003567	XP_017883022.1	XP_011172274.1
OG0003568	XP_026668600.1	XP_039312274.1
OG0003569	XP_026668617.1, XP_026668619.1	XP_039312335.1
OG0003570	XP_026673329.1, XP_017888059.1	XP_025991364.2
OG0003571	XP_017878156.1, XP_026668423.1, XP_017878155.1	XP_011164706.1
OG0003572	XP_017889466.1	XP_011166886.1
OG0003573	XP_017877943.1, XP_026668332.1	XP_025994936.2
OG0003574	XP_017891293.1	XP_011156360.1
OG0003575	XP_017876753.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_017883897.1	XP_011168218.1
OG0003577	XP_017883915.1	XP_011160828.1
OG0003578	XP_017879218.1, XP_017879219.1	XP_011164006.1
OG0003579	XP_017875366.1	XP_011158500.2
OG0003580	XP_017880038.1	XP_025996659.1
OG0003581	XP_017891185.2	XP_025992672.1
OG0003582	XP_017876893.1	XP_025986840.2
OG0003583	XP_017886087.1	XP_011170583.1
OG0003584	XP_017877278.1	XP_011164677.1
OG0003585	XP_026671182.1, XP_017883768.1	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_017877801.1	XP_011158129.1
OG0003587	XP_017892501.1	XP_011169932.2
OG0003588	XP_017879830.2	XP_011159472.1
OG0003589	XP_017890903.1	XP_025989716.1
OG0003591	XP_017889282.1	XP_011161385.1
OG0003592	XP_026669139.1	XP_025996466.1
OG0003593	XP_017885928.1	XP_039301872.1
OG0003596	XP_026675152.1	XP_025992260.1
OG0003597	XP_017892104.1	XP_025991864.1
OG0003598	XP_017876238.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_017885628.1	XP_011161508.1
OG0003600	XP_017890942.1	XP_025993030.2
OG0003601	XP_017883090.1	XP_011172202.1
OG0003602	XP_017884045.1	XP_025994604.1
OG0003603	XP_017890474.1	XP_011169059.2
OG0003604	XP_017888503.1	XP_039315300.1, XP_011161130.2
OG0003605	XP_017879523.1	XP_039306480.1
OG0003606	XP_017887068.2	XP_011155340.1
OG0003607	XP_017887863.1	XP_039314608.1
OG0003608	XP_017893602.1, XP_017893603.1	XP_039305257.1
OG0003609	XP_017884825.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_017887307.1	XP_011175415.1
OG0003611	XP_017892846.1	XP_011174238.1
OG0003613	XP_017880755.1	XP_011168513.1
OG0003614	XP_017880719.1	XP_011165980.2
OG0003615	XP_017883099.1, XP_017883098.1, XP_017883097.1	XP_011155661.1
OG0003616	XP_017878381.1	XP_011173105.1, XP_039303022.1
OG0003617	XP_026675557.1	XP_039308360.1
OG0003618	XP_017891495.1	XP_011167752.1
OG0003619	XP_017876476.1, XP_026667582.1	XP_025996652.1
OG0003620	XP_017877700.1	XP_011173558.2
OG0003621	XP_026669016.1	XP_011167271.2
OG0003622	XP_026674261.1, XP_026674262.1	XP_025993016.2
OG0003623	XP_017885906.1	XP_011166561.2
OG0003624	XP_017878066.1	XP_011173629.1
OG0003625	XP_017877239.2, XP_026667977.1	XP_039310576.1
OG0003626	XP_017889848.1	XP_039314948.1
OG0003627	XP_017877259.1	XP_011163417.2
OG0003628	XP_017877399.1	XP_011166426.1
OG0003630	XP_017887474.1	XP_025986522.1
