Orthogroup	Ceratina_calcarata	Acyrthosiphon_pisum
OG0004293	XP_017893157.1, XP_017893178.1	NP_001155480.1, XP_029341890.1
OG0004294	XP_017889790.1	XP_003241876.1, NP_001155483.1
OG0004295	XP_026674739.1	NP_001155521.1, XP_008185893.1
OG0004296	XP_017879751.1	NP_001155531.1
OG0004297	XP_017885406.1, XP_017883980.1	NP_001155558.1
OG0004298	XP_026667642.1	NP_001155571.1
OG0004299	XP_017893528.1	NP_001155591.1
OG0004300	XP_017878425.1	NP_001155595.1
OG0004301	XP_017891382.1, XP_017891383.1, XP_017891379.1	NP_001155605.1
OG0004302	XP_017887422.1	NP_001155613.1
OG0004303	XP_017885344.1	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1
OG0004304	XP_017890622.2, XP_026673043.1	XP_008181535.1, NP_001155617.1
OG0004305	XP_017888977.1	NP_001155670.1, XP_008183760.1
OG0004306	XP_017884826.1	NP_001155673.1
OG0004307	XP_017886895.1	NP_001155698.1
OG0004308	XP_017890666.1	NP_001155704.1
OG0004309	XP_017891147.1	NP_001155716.1
OG0004310	XP_017882950.1, XP_026670812.1	NP_001155728.1
OG0004311	XP_017880002.1	NP_001155739.1
OG0004312	XP_017891210.1	NP_001155750.1
OG0004313	XP_017881955.1	NP_001155761.1
OG0004314	XP_017887516.1	XP_016664301.1, NP_001155778.1
OG0004315	XP_017876702.1	XP_001948896.1, NP_001155788.1
OG0004316	XP_017887149.1	NP_001155797.1
OG0004317	XP_017891801.1	NP_001155817.1
OG0004318	XP_017887283.1	NP_001155818.1
OG0004319	XP_017880134.1	NP_001155824.1
OG0004320	XP_017876569.1	NP_001155919.1
OG0004321	XP_017877345.1	NP_001155926.1, NP_001155925.1, XP_016662234.1
OG0004322	XP_017876523.1	XP_008178254.1, NP_001156062.1
OG0004323	XP_017890508.1	NP_001156066.1, XP_008185270.1
OG0004324	XP_017890996.1	NP_001156067.1
OG0004325	XP_017882817.1	NP_001156081.1
OG0004326	XP_017884281.1	NP_001156083.1, XP_008179689.1
OG0004327	XP_026669043.1	NP_001156085.1
OG0004328	XP_017875237.2	XP_001950162.1, XP_001945150.1, NP_001156106.1
OG0004329	XP_017876609.1	XP_001949539.1, NP_001156127.1, XP_001948464.1
OG0004330	XP_017885500.1	XP_001943288.1, NP_001156150.1, XP_016664124.1
OG0004331	XP_017883910.1	NP_001156159.1
OG0004332	XP_017891742.1	NP_001156166.1
OG0004333	XP_017890490.1, XP_017890492.1	NP_001156179.1
OG0004334	XP_017884241.1	NP_001156180.1
OG0004335	XP_017883234.1	NP_001156214.1
OG0004336	XP_017883157.1	NP_001156225.1
OG0004337	XP_017875434.1	NP_001156248.1
OG0004338	XP_017883366.1	NP_001156273.1, XP_008182807.1
OG0004339	XP_017889572.1	XP_016660093.1, NP_001156282.1
OG0004340	XP_017875663.1	NP_001156293.1, XP_008182896.1
OG0004341	XP_017886607.1	NP_001156295.1
OG0004342	XP_017887609.1	NP_001156298.1, XP_008188552.1
OG0004343	XP_017883523.1	NP_001156302.1
OG0004344	XP_017887130.1	NP_001156317.1
OG0004345	XP_017883415.1	XP_029346854.1, NP_001156581.1
OG0004346	XP_017877501.1, XP_017877502.1, XP_017877500.1	NP_001156584.1
OG0004347	XP_017888559.1	NP_001156680.1
OG0004348	XP_017883713.1	NP_001156824.1, XP_029344173.1
OG0004349	XP_017890261.2, XP_017888252.1	NP_001156840.1
OG0004350	XP_017880095.1, XP_017880181.1	XP_001952462.1, NP_001162110.1
OG0004351	XP_017883354.1	XP_016659609.1, NP_001162111.1
OG0004352	XP_017883884.1	NP_001162146.1
OG0004353	XP_017891865.1	XP_001946329.1, NP_001165433.1
OG0004354	XP_017883286.1	NP_001191881.1, NP_001191880.1, XP_008181799.1
OG0004355	XP_017885726.1	NP_001232933.1
OG0004356	XP_017885672.1	NP_001232946.1, XP_008181957.1
OG0004357	XP_017883235.1	NP_001232948.1
OG0004358	XP_017892641.1	NP_001232977.1
OG0004359	XP_017883310.1	XP_008179668.1, NP_001232981.1
OG0004360	XP_017883129.1	NP_001233002.1
OG0004361	XP_017892816.1, XP_017884079.1	NP_001233005.1, XP_008182399.1
OG0004362	XP_017891455.1	XP_008182477.1, NP_001233009.1
OG0004363	XP_017878370.1, XP_017878434.1	NP_001233011.1
OG0004364	XP_017877794.1	XP_008186748.1, NP_001233039.1, XP_003245528.1
OG0004365	XP_017884645.1	NP_001233068.1
OG0004366	XP_017878215.1	NP_001233069.1
OG0004367	XP_026670784.1	XP_008184711.2, NP_001233074.1
OG0004368	XP_017879606.1	NP_001233080.1
OG0004369	XP_017877101.1	XP_008180360.1, NP_001233086.1
OG0004370	XP_026674912.1	XP_008186743.1, NP_001233108.1, XP_003244935.1
OG0004371	XP_017888274.1	XP_016656763.1, NP_001233118.1
OG0004372	XP_017879251.1	XP_008189554.1, NP_001233119.1
OG0004373	XP_017876974.1	NP_001280257.1
OG0004374	XP_017887679.1	XP_008189941.1, NP_001280267.1
OG0004375	XP_017890835.1	NP_001280276.1
OG0004376	XP_017884035.2, XP_026671335.1	NP_001280280.2
OG0004377	XP_017880760.1	NP_001280292.1
OG0004378	XP_017891050.1	NP_001280293.1
OG0004379	XP_017880144.1, XP_026669379.1	XP_008184941.1, NP_001280303.1
OG0004380	XP_017891555.1	XP_001951121.2, NP_001280305.1
OG0004381	XP_017883958.1	XP_008186861.1, NP_001280306.1
OG0004382	XP_017888333.1	NP_001280307.1, XP_016658111.1
OG0004383	XP_017880101.1	NP_001280311.1
OG0004384	XP_017891779.1	NP_001280313.1
OG0004385	XP_017887412.1	NP_001280324.1
OG0004386	XP_017882362.1, XP_017886217.1	NP_001280359.1, XP_016659217.1
OG0004387	XP_017879509.1	NP_001280371.1, XP_001945195.1
OG0004388	XP_026667435.1	XP_029341939.1, NP_001280385.1
OG0004389	XP_017891795.1	NP_001280387.1
OG0004390	XP_017882895.1	NP_001280416.1
OG0004391	XP_017885164.1	NP_001280457.1
OG0004392	XP_017887710.1	XP_016661080.1, NP_001306891.1
OG0004393	XP_026666452.1, XP_026666453.1	NP_001313566.1
OG0004394	XP_017887811.1, XP_017892811.1	NP_001313573.1
OG0004395	XP_017888972.1	XP_001942582.1, NP_001313581.1
OG0004396	XP_017891881.1	NP_001313594.1
OG0004397	XP_017885008.1	XP_001942562.1
OG0004398	XP_017893365.1	XP_001942631.1
OG0004399	XP_026674495.1, XP_026674497.1	XP_001942682.1
OG0004400	XP_026671449.1	XP_001942719.1
OG0004401	XP_017876057.1	XP_001942738.2
OG0004402	XP_017887349.1	XP_001942800.2, XP_016662605.1, XP_001946709.1
OG0004403	XP_017888042.1	XP_001942801.2
OG0004404	XP_017881629.1	XP_001942828.2
OG0004405	XP_017877492.1	XP_001942849.3
OG0004406	XP_017875053.1	XP_001942859.2
OG0004407	XP_026669358.1	XP_001942878.2
OG0004409	XP_017891517.1	XP_001942888.2
OG0004410	XP_026668957.1	XP_001942892.2
OG0004411	XP_017888759.1, XP_017888760.1	XP_001942986.1
OG0004412	XP_017882167.1	XP_001942989.1
OG0004413	XP_026672412.1	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1
OG0004414	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1	XP_001943160.2
OG0004415	XP_017882224.1	XP_001943213.1
OG0004416	XP_017875201.1	XP_001943233.4
OG0004417	XP_017875779.1	XP_001943396.2
OG0004418	XP_017879425.1	XP_001943475.2
OG0004419	XP_017882967.1	XP_001943478.2
OG0004420	XP_017893622.1	XP_001943508.1
OG0004421	XP_017884383.2	XP_001943509.2
OG0004422	XP_026669909.1	XP_001943554.1, XP_008186319.1
OG0004423	XP_026667906.1, XP_026667380.1, XP_017876940.2	XP_001943587.5
OG0004424	XP_017886465.1	XP_029340954.1, XP_001943599.2
OG0004425	XP_026674160.1	XP_001945523.1, XP_001944221.1, XP_001943616.1
OG0004426	XP_017890223.1	XP_003245197.1, XP_008184049.1, XP_001943642.1
OG0004427	XP_017887327.1	XP_001943645.1
OG0004428	XP_017882248.1	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1
OG0004429	XP_017887408.1	XP_001943718.2
OG0004430	XP_017877321.1	XP_001943735.2
OG0004431	XP_026674202.1	XP_001943793.2
OG0004432	XP_017892111.1	XP_001943865.1
OG0004433	XP_017876426.1	XP_001943879.1
OG0004434	XP_017889923.1	XP_016663093.1, XP_001943914.1, XP_008186950.1
OG0004436	XP_017880780.1	XP_001943937.1
OG0004437	XP_017888892.1, XP_026673670.1	XP_029348693.1, XP_001943962.1
OG0004438	XP_017884471.1	XP_029343495.1, XP_001943964.1
OG0004439	XP_017886250.2	XP_001944027.1
OG0004440	XP_017884454.1	XP_001944064.2
OG0004441	XP_017875933.1	XP_001944082.2, XP_029345734.1
OG0004443	XP_026668357.1	XP_001944118.2
OG0004444	XP_017876088.1	XP_029341716.1
OG0004445	XP_017887309.1	XP_001944183.2
OG0004446	XP_026675371.1	XP_001944292.2
OG0004447	XP_017884715.1	XP_001944300.1
OG0004448	XP_017883685.1	XP_001944310.1
OG0004449	XP_017884300.1	XP_016659859.2, XP_001944313.3
OG0004450	XP_017883705.1	XP_001944556.1
OG0004451	XP_017876685.1	XP_001944606.2
OG0004452	XP_017883646.1	XP_001944629.2
OG0004453	XP_026668986.1	XP_001944662.2
OG0004454	XP_017891943.1	XP_016661451.1, XP_001944699.1
OG0004455	XP_017891631.1	XP_001948523.1, XP_001944737.2
OG0004457	XP_017888912.1	XP_001944802.2
OG0004458	XP_017892760.1	XP_001944870.2
OG0004459	XP_026667587.1	XP_001944872.2
OG0004460	XP_017881783.1	XP_001944886.1
OG0004461	XP_017886199.1, XP_017886137.1	XP_016656729.1, XP_001944925.1
OG0004462	XP_017880141.1, XP_026669377.1	XP_001944996.2
OG0004463	XP_017875223.1	XP_001945032.2
OG0004464	XP_026670718.1	XP_001945033.2
OG0004465	XP_017875310.1	XP_001945049.1
OG0004466	XP_017875012.1	XP_008189854.1, XP_001945051.1
OG0004467	XP_026674587.1, XP_017886089.1	XP_001945056.2
OG0004468	XP_026669666.1, XP_017880757.1	XP_001945090.2
OG0004469	XP_017876546.1	XP_001945261.1
OG0004470	XP_017883225.1	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2
OG0004471	XP_017883501.1	XP_001945383.1
OG0004472	XP_017877793.1	XP_001945447.1
OG0004473	XP_017892120.1	XP_001945457.2
OG0004474	XP_026670238.1, XP_026670311.1	XP_001945470.2
OG0004475	XP_017881804.1	XP_001945482.1, XP_008189702.1, XP_001947050.2
OG0004476	XP_017878435.1	XP_001945544.2, XP_001950823.1
OG0004477	XP_017886406.1, XP_017886408.1	XP_001945548.1
OG0004478	XP_017889224.1	XP_001945618.1
OG0004479	XP_017887325.1	XP_001945676.2
OG0004480	XP_017877925.1, XP_026668389.1	XP_001945718.1
OG0004481	XP_026672791.1	XP_001945726.2
OG0004482	XP_026675154.1	XP_001945751.3
OG0004483	XP_017878961.1	XP_001945759.1
OG0004484	XP_017883589.1	XP_001945839.1
OG0004485	XP_017875881.1	XP_001945877.2, XP_016657808.1
OG0004486	XP_026673399.1, XP_017888169.2	XP_001948728.2, XP_001945904.1
OG0004487	XP_017877043.2	XP_001945912.1
OG0004488	XP_017890618.1, XP_017891864.2, XP_026667499.1	XP_001945971.2, XP_016661154.1
OG0004489	XP_017891356.1	XP_001945984.1
OG0004490	XP_017884077.1	XP_001945987.1, XP_008178353.1
OG0004491	XP_017884054.1	XP_001946105.2
OG0004492	XP_026672254.1, XP_026672255.1, XP_017885657.1	XP_001946109.2
OG0004493	XP_017887506.1	XP_001946171.1
OG0004494	XP_017883800.1	XP_001946175.2
OG0004495	XP_017882725.2	XP_001946218.2
OG0004496	XP_017889384.1	XP_001946436.2
OG0004497	XP_017883393.1	XP_001946491.1
OG0004498	XP_017876659.1	XP_008187865.1, XP_001946525.1, XP_008187864.1
OG0004499	XP_017889745.1	XP_008182021.1, XP_008182022.1, XP_001946549.2, XP_016659092.1
OG0004500	XP_017889816.1	XP_001946615.2
OG0004501	XP_017892115.1	XP_001946631.2
OG0004502	XP_017885546.1	XP_001946649.1
OG0004503	XP_026669037.1	XP_001946726.2
OG0004504	XP_017892859.1	XP_016657140.1, XP_001946758.1, XP_003242163.1, XP_008179607.1
OG0004505	XP_017887257.1	XP_001946768.2
OG0004506	XP_017892021.1	XP_029341774.1, XP_008185035.1, XP_001946792.1
OG0004507	XP_017879888.1, XP_026674493.1	XP_001946821.2
OG0004508	XP_026674529.1, XP_017890439.1	XP_001946885.2
OG0004509	XP_017892310.1	XP_001946907.2
OG0004510	XP_017886378.1	XP_001946924.1
OG0004511	XP_017877795.1	XP_001946953.1
OG0004512	XP_017886641.1	XP_001946991.1
OG0004513	XP_026667223.1, XP_026667222.1, XP_017875740.1	XP_001946996.1
OG0004514	XP_017881520.1	XP_001952270.1, XP_001947021.1
OG0004515	XP_017877465.1	XP_001947037.1, XP_008183032.2
OG0004516	XP_017887563.1	XP_001947060.1
OG0004517	XP_017888636.1, XP_017883937.1	XP_001947065.1
OG0004518	XP_017892960.1	XP_001947126.2
OG0004519	XP_017892862.1	XP_001947166.2, XP_029344483.1
OG0004520	XP_017892122.1	XP_029341575.1, XP_001947273.1
OG0004521	XP_017889794.1	XP_001947328.1
OG0004522	XP_026668988.1, XP_026668990.1	XP_001947387.1
OG0004523	XP_017878515.1	XP_001947388.1
OG0004524	XP_017892594.1	XP_001947398.3
OG0004525	XP_017882589.1	XP_001947645.2, XP_016660277.1
OG0004526	XP_017875588.1	XP_001947732.1
OG0004527	XP_017885729.1	XP_001947767.2
OG0004528	XP_017886419.1	XP_001947772.2
OG0004529	XP_017886410.1	XP_001947809.2
OG0004530	XP_026668310.1	XP_001947817.2
OG0004531	XP_017885061.2	XP_001947872.2
OG0004532	XP_017884001.1	XP_001947945.1
OG0004533	XP_017883426.2	XP_001948072.2
OG0004534	XP_017886159.1	XP_001948138.2
OG0004535	XP_017879379.1	XP_001948145.1
OG0004536	XP_017881935.1	XP_001948152.1
OG0004537	XP_026668276.1	XP_001948157.1
OG0004538	XP_017879394.1	XP_001948198.2
OG0004539	XP_017875108.1	XP_001948320.2
OG0004540	XP_026667072.1, XP_017875361.1	XP_001948335.1
OG0004541	XP_026673130.1	XP_001948479.1
OG0004542	XP_017879097.1	XP_001948540.2
OG0004543	XP_017885177.1	XP_001948606.2, XP_008181239.1
OG0004544	XP_017890193.1	XP_001948662.2, XP_008179926.1, XP_008179928.1, XP_008179927.1
OG0004545	XP_017886820.1	XP_001948743.1
OG0004546	XP_017887750.1	XP_001948769.2
OG0004547	XP_017883600.1	XP_001948777.2
OG0004548	XP_017887095.1	XP_001948786.2
OG0004549	XP_017883153.1	XP_001948791.1
OG0004550	XP_017888498.1	XP_001948824.1
OG0004551	XP_017881475.1	XP_001948875.2, XP_003240608.1
OG0004552	XP_017882606.1	XP_001948876.1, XP_008185358.1
OG0004553	XP_017881235.1	XP_001948891.2
OG0004554	XP_017891839.1	XP_001949019.4
OG0004555	XP_017876233.1	XP_001949034.1, XP_008184617.1
OG0004556	XP_026672523.1, XP_026672354.1	XP_001949045.2, XP_001951002.2, XP_003244772.1
OG0004557	XP_017876858.1	XP_001949104.1
OG0004558	XP_017877322.1	XP_001949206.2
OG0004559	XP_017880396.1	XP_001949239.1
OG0004560	XP_017893097.1	XP_001949250.2
OG0004561	XP_017878390.1	XP_001949325.2
OG0004562	XP_017880359.1	XP_001949378.1
OG0004563	XP_017883939.1, XP_017887282.1	XP_001949379.1
OG0004564	XP_017893186.1	XP_001949430.1
OG0004565	XP_017889844.1	XP_001949511.1, XP_001949478.2
OG0004566	XP_017878967.1, XP_017878977.1, XP_026668850.1, XP_017878985.1	XP_001949561.1
OG0004567	XP_017881019.1	XP_001949610.2
OG0004568	XP_017892033.1	XP_001949624.2
OG0004569	XP_017882569.1	XP_001949688.1, XP_008185919.1, XP_029342435.1
OG0004570	XP_017891134.1	XP_001949768.1
OG0004571	XP_017891592.1	XP_001949774.2, XP_003245678.1, XP_029342335.1
OG0004572	XP_017886138.1	XP_001949796.2
OG0004573	XP_026666587.1, XP_017888674.1	XP_001949959.4
OG0004574	XP_026666509.1, XP_017893016.1	XP_001949981.1
OG0004575	XP_017891840.1	XP_001950004.1, XP_029343882.1
OG0004576	XP_017884083.2	XP_001950008.1
OG0004577	XP_026669003.1	XP_008179387.1, XP_001950034.2, XP_029342961.1
OG0004578	XP_017890076.1	XP_001950075.1
OG0004579	XP_026667864.1, XP_017877000.1	XP_001950096.1
OG0004580	XP_026669445.1	XP_001950144.2
OG0004581	XP_017880936.1	XP_001950178.1
OG0004582	XP_017875364.1	XP_001950182.1
OG0004583	XP_017889399.1	XP_001950266.1
OG0004584	XP_017889651.1	XP_001950283.2
OG0004585	XP_026671954.1, XP_017885173.1	XP_001950301.1
OG0004586	XP_017877386.1	XP_001950365.1, XP_008181397.1
OG0004587	XP_017878631.1	XP_001950366.1
OG0004588	XP_017884275.1	XP_016659652.1, XP_016659653.1, XP_001950394.1
OG0004589	XP_017891576.1	XP_001950445.2
OG0004590	XP_017879245.1, XP_026668948.1	XP_001950474.2
OG0004591	XP_017878753.1	XP_008185610.1, XP_001950505.2
OG0004592	XP_017886383.1	XP_001950512.1
OG0004593	XP_017892530.1	XP_029341175.1, XP_008179099.1, XP_001950571.2
OG0004594	XP_017883607.1	XP_001950593.1
OG0004595	XP_017887703.1	XP_001950752.1
OG0004596	XP_017878136.1	XP_001950774.1
OG0004597	XP_017878697.1	XP_001950802.1
OG0004598	XP_017886759.1	XP_001950821.2, XP_003247849.1
OG0004599	XP_017877131.1	XP_001950847.1
OG0004600	XP_026668463.1	XP_001950873.2
OG0004601	XP_017875703.1	XP_001950874.1
OG0004602	XP_017890804.1	XP_001951017.1, XP_008189945.1, XP_008189944.1, XP_008189943.1
OG0004603	XP_017893408.1	XP_001951157.2
OG0004604	XP_026674295.1	XP_001951723.1, XP_016662217.1, XP_001951289.2
OG0004605	XP_017890444.1	XP_001951340.1, XP_003242868.1
OG0004606	XP_017887166.1	XP_001951451.1
OG0004607	XP_017875733.1	XP_001951458.1
OG0004608	XP_017878724.1, XP_017878725.1	XP_001951460.2
OG0004609	XP_017876870.1	XP_001951489.1
OG0004610	XP_017880803.1	XP_003246418.1, XP_001951616.2, XP_029344190.1
OG0004611	XP_017892492.1, XP_017892493.1	XP_003244497.1, XP_001951619.1
OG0004612	XP_017883534.1	XP_001951641.1
OG0004613	XP_017885623.1, XP_026670034.1, XP_017881401.1	XP_001951648.1
OG0004614	XP_017886984.1	XP_001951740.2
OG0004615	XP_017885935.1	XP_001951775.1
OG0004616	XP_026675627.1	XP_001951792.1
OG0004617	XP_017878933.1	XP_001951828.1
OG0004618	XP_017889178.1	XP_001951831.1
OG0004619	XP_017891651.1, XP_017890305.1	XP_001951882.1
OG0004620	XP_017886799.1	XP_001951883.1
OG0004621	XP_017881727.1, XP_026670152.1	XP_001951890.1
OG0004622	XP_017889395.1	XP_001951900.2, XP_008178641.1
OG0004623	XP_026672007.1	XP_001952026.2
OG0004624	XP_026673028.1, XP_026673029.1, XP_017887464.1	XP_001952066.1
OG0004625	XP_026667796.1	XP_001952088.2, XP_008185740.1
OG0004626	XP_026668434.1	XP_001952112.1, XP_008184546.1, XP_029342710.1, XP_029342711.1
OG0004627	XP_017875739.1	XP_001952139.1
OG0004628	XP_017875016.1, XP_017891015.1	XP_001952228.2
OG0004629	XP_017893522.1	XP_001952234.2, XP_003247769.2
OG0004630	XP_017882013.1	XP_001952248.2
OG0004631	XP_017891702.1	XP_001952277.2
OG0004632	XP_017885852.1	XP_001952335.1, XP_029342792.1
OG0004633	XP_017889222.1	XP_016659626.1, XP_001952525.1, XP_008187098.1
OG0004634	XP_017879077.1	XP_001952576.1, XP_029343772.1
OG0004635	XP_017886573.1	XP_001952692.2
OG0004636	XP_017881698.1	XP_029343193.1, XP_029343192.1, XP_001952713.1, XP_008185804.1
OG0004637	XP_017883295.2, XP_017888256.1	XP_001952732.2
OG0004638	XP_017884031.1	XP_029343678.1, XP_016661944.1, XP_016661938.1, XP_001952828.1
OG0004639	XP_017877926.1	XP_001952843.1
OG0004640	XP_017881654.1	XP_001952851.1
OG0004641	XP_017881879.1	XP_001952869.2
OG0004642	XP_017880925.1	XP_003240032.1
OG0004644	XP_017886483.1, XP_026672491.1	XP_003240848.1
OG0004645	XP_017881271.1	XP_003240875.1
OG0004646	XP_017888024.1	XP_003240907.1
OG0004647	XP_017878171.1	XP_008181676.1, XP_003240956.1
OG0004648	XP_017876055.1	XP_003241209.1, XP_008187244.1
OG0004649	XP_026674366.1, XP_026674364.1, XP_017890119.2	XP_003241249.1
OG0004650	XP_026674298.1	XP_016656098.1, XP_003241299.1
OG0004651	XP_017890081.1	XP_003241388.1, XP_029340986.1, XP_029340987.1, XP_003245251.1
OG0004652	XP_017884995.1	XP_003241607.1
OG0004653	XP_017875906.1	XP_003241879.1
OG0004654	XP_017889408.1	XP_003242132.1
OG0004655	XP_017890582.1	XP_003242207.1
OG0004656	XP_017879578.1	XP_016657738.1, XP_003242500.1, XP_029345858.1
OG0004657	XP_017879639.1	XP_003242590.1
OG0004658	XP_017892113.1	XP_003242773.1
OG0004659	XP_017893165.1	XP_003242881.1
OG0004660	XP_017892359.1	XP_003243299.1
OG0004661	XP_017892440.1	XP_003243353.1
OG0004662	XP_017883606.1	XP_003243360.1
OG0004663	XP_017889387.1	XP_003243482.1, XP_008189408.2
OG0004664	XP_017892680.1	XP_003243540.1
OG0004665	XP_017884612.1	XP_003243678.1
OG0004666	XP_017881521.1	XP_003243688.1, XP_016658937.1
OG0004667	XP_017888460.1	XP_003243704.1, XP_016658951.2
OG0004668	XP_017881944.1	XP_003243867.1
OG0004669	XP_017890245.1	XP_008190254.2, XP_003243945.1
OG0004670	XP_017887955.1	XP_016659348.1, XP_003244101.1
OG0004671	XP_017891430.1	XP_003244169.1
OG0004672	XP_026673288.1	XP_003244232.2, XP_008185139.2, XP_016659627.1
OG0004673	XP_017887145.2	XP_003244281.1
OG0004674	XP_017878126.1, XP_017878127.1	XP_003244420.1, XP_016659749.1
OG0004675	XP_017892666.1	XP_003244857.1, XP_008183561.1
OG0004676	XP_017880188.1, XP_017880187.1	XP_003245146.1
OG0004677	XP_017887651.1	XP_003245155.1
OG0004678	XP_017877601.1	XP_003245232.1
OG0004679	XP_017887527.1	XP_003245325.1
OG0004680	XP_026668611.1, XP_026668612.1, XP_026668613.1, XP_017878420.1, XP_017878419.1, XP_026668610.1	XP_003245368.1
OG0004681	XP_017881729.1	XP_003245677.1
OG0004682	XP_017886976.1	XP_003245829.1
OG0004683	XP_017883107.1	XP_003246237.1, XP_003245977.1
OG0004684	XP_017876652.1	XP_003246152.1, XP_008186984.1, XP_029345876.1
OG0004686	XP_017890414.2, XP_017878263.1	XP_003246326.1
OG0004687	XP_017889841.1	XP_003246352.1
OG0004688	XP_017888416.1	XP_003246486.1
OG0004689	XP_017891145.1	XP_003246656.1
OG0004690	XP_017877734.1	XP_003246768.1
OG0004691	XP_017885000.1	XP_003246926.1
OG0004692	XP_026671545.1	XP_003246927.1, XP_008186600.1
OG0004693	XP_017888180.1	XP_003247023.1
OG0004694	XP_017890817.1	XP_003247044.2
OG0004695	XP_026673267.1	XP_003247087.1
OG0004696	XP_017875966.2	XP_003247245.1
OG0004697	XP_017891029.1	XP_003247362.1
OG0004698	XP_026673292.1, XP_017888015.1	XP_003247894.1, XP_029347018.1
OG0004699	XP_017892077.1	XP_029342717.1, XP_016664758.1, XP_016664712.1, XP_003248532.1
OG0004700	XP_017879626.2	XP_003248569.1
OG0004701	XP_017884124.1	XP_003248621.2, XP_029343275.1
OG0004702	XP_017889575.1	XP_003248651.1, XP_029342864.1
OG0004703	XP_017879826.1	XP_016660313.2, XP_003248767.1
OG0004704	XP_017881188.2	XP_029347428.1, XP_008178143.1
OG0004705	XP_017877091.1	XP_008178228.1
OG0004706	XP_017889711.1	XP_008178266.1
OG0004707	XP_017876395.1	XP_008178489.1
OG0004708	XP_017890125.1	XP_008179000.3
OG0004709	XP_026668427.1, XP_017891400.1, XP_026668431.1	XP_016659693.1, XP_008182875.2, XP_008182874.1, XP_008179015.1, XP_008182876.1, XP_029346723.1, XP_016664521.1
