Orthogroup	Ceratina_calcarata	Anopheles_gambiae
OG0003328	XP_017875357.1	XP_310258.5
OG0003329	XP_026669112.1, XP_017879679.1	XP_317947.4
OG0003330	XP_017889588.1	XP_551760.3
OG0003331	XP_017878019.1	XP_001688585.1, XP_001688583.1
OG0003332	XP_017885605.1	XP_312581.4
OG0003333	XP_017884073.1	XP_559658.3
OG0003334	XP_017875730.1	XP_308938.4
OG0003335	XP_017886703.1	XP_315401.4
OG0003336	XP_017892246.1	XP_309138.3
OG0003337	XP_017881913.1	XP_313869.5, XP_313871.5
OG0003339	XP_017879658.1	XP_316791.5
OG0003340	XP_017881071.1	XP_315706.4
OG0003341	XP_017892027.1	XP_319696.4
OG0003342	XP_017884608.1, XP_017884607.1	XP_562694.4
OG0003343	XP_017886314.1	XP_321721.5
OG0003344	XP_026673477.1	XP_317877.3
OG0003345	XP_017890560.1	XP_308557.2
OG0003346	XP_017883651.1	XP_311628.4
OG0003347	XP_017881863.1	XP_321371.3
OG0003348	XP_026666875.1, XP_026666874.1	XP_315400.4
OG0003349	XP_017881518.1	XP_312193.4
OG0003350	XP_017891648.1	XP_309608.4, XP_003436700.1
OG0003351	XP_017891732.1, XP_017891737.1, XP_017875647.2	XP_313396.5
OG0003352	XP_017884788.1	XP_317997.3
OG0003353	XP_017881823.1	XP_311155.4
OG0003354	XP_017881311.1	XP_321621.5
OG0003355	XP_017881617.1	XP_554113.3
OG0003356	XP_017892688.1	XP_312148.3
OG0003357	XP_017876403.1	XP_003436690.1, XP_318484.5
OG0003358	XP_017882504.1	XP_311877.3, XP_001237398.2
OG0003360	XP_017879839.1, XP_017888960.1	XP_562993.2
OG0003361	XP_026673468.1, XP_017888360.2	XP_317535.4
OG0003362	XP_017890579.1	XP_310522.2
OG0003363	XP_017884279.1	XP_559661.3, XP_003436641.1, XP_003436640.1
OG0003364	XP_017875696.1	XP_309214.2, XP_003437170.1
OG0003365	XP_017886180.1	XP_314885.3
OG0003366	XP_026667996.1, XP_017890070.1	XP_001687820.2
OG0003367	XP_026674216.1	XP_311999.4
OG0003368	XP_017883957.1	XP_312831.5, XP_003436405.1
OG0003370	XP_017884278.1	XP_311530.4
OG0003371	XP_026674419.1	XP_321691.5, XP_003435832.1
OG0003372	XP_017880884.1, XP_026669693.1	XP_317806.4
OG0003374	XP_017883598.1	XP_003436801.1, XP_313675.5
OG0003375	XP_017883448.1	XP_001237161.2
OG0003376	XP_017892795.1	XP_321875.3
OG0003377	XP_017881187.1	XP_307961.5
OG0003378	XP_026667921.1	XP_563746.4, XP_003436124.1
OG0003379	XP_026672751.1	XP_552892.3
OG0003380	XP_017880158.1	XP_321784.3
OG0003382	XP_017878120.1	XP_564289.3
OG0003383	XP_017884887.1, XP_017884888.1	XP_315952.3
OG0003384	XP_026675170.1, XP_017891857.1	XP_553424.2, XP_318581.1
OG0003385	XP_017891427.1, XP_017891426.1	XP_314634.4
OG0003387	XP_026675611.1	XP_319398.3
OG0003388	XP_017883623.1	XP_317696.4
OG0003389	XP_026668671.1	XP_315821.2, XP_312174.4
OG0003390	XP_017880235.1	XP_024667087.1, XP_314897.4
OG0003392	XP_017889695.1, XP_017889694.1, XP_017889696.1, XP_017889697.1	XP_312997.5
OG0003393	XP_017887903.1	XP_319666.2
OG0003394	XP_017888609.1	XP_312870.1
OG0003395	XP_017876746.1	XP_319244.3
OG0003396	XP_017893395.1	XP_563533.3
OG0003397	XP_026666674.1, XP_017893339.1	XP_310658.4
OG0003399	XP_017890047.1	XP_557716.2, XP_314679.4
OG0003400	XP_017880641.1	XP_315928.3
OG0003401	XP_017881610.1	XP_321165.5
OG0003402	XP_017888113.1	XP_311544.3
OG0003403	XP_017878462.1	XP_311141.5
OG0003404	XP_017893424.1	XP_001689173.1
OG0003405	XP_017879240.1	XP_317815.4
OG0003406	XP_026672059.1	XP_562353.4
OG0003407	XP_017877284.1	XP_313762.5
OG0003408	XP_017879117.1	XP_310525.5, XP_001688291.2
OG0003409	XP_026670627.1	XP_310125.4
OG0003410	XP_017891148.1	XP_319290.3
OG0003411	XP_017882811.1, XP_017888232.1	XP_565108.3
OG0003412	XP_017892549.1	XP_003436241.1
OG0003413	XP_017884252.1	XP_001237047.2
OG0003414	XP_026669349.1, XP_017880163.1	XP_320309.4
OG0003416	XP_017888102.1	XP_314563.4
OG0003417	XP_017875800.1	XP_318119.3
OG0003418	XP_026667035.1	XP_553774.3
OG0003419	XP_017878391.1	XP_321964.4
OG0003420	XP_017890876.1	XP_312410.3
OG0003421	XP_017893166.1	XP_316663.4
OG0003422	XP_017883499.1	XP_320576.3, XP_001238263.2
OG0003423	XP_017882328.1	XP_308518.4
OG0003424	XP_017891927.1	XP_310372.3
OG0003425	XP_017886704.1	XP_312411.4
OG0003426	XP_017893302.1	XP_307932.5
OG0003427	XP_017882799.2, XP_017882400.1, XP_017875037.2	XP_311930.4
OG0003428	XP_026672840.1, XP_026673851.1	XP_309328.3
OG0003429	XP_026666542.1	XP_564510.2, XP_308161.4
OG0003430	XP_017885196.1	XP_309319.4
OG0003431	XP_017877164.1	XP_322064.4
OG0003432	XP_017893306.1, XP_026666592.1	XP_308098.4
OG0003433	XP_017891415.1	XP_001230474.2, XP_319216.4
OG0003435	XP_017892432.1	XP_315335.4
OG0003436	XP_017887623.1	XP_311022.5
OG0003437	XP_017890871.1	XP_318197.4
OG0003438	XP_017883060.1	XP_311140.4
OG0003439	XP_017878355.1	XP_313565.4
OG0003441	XP_026671381.1, XP_017884119.1	XP_558128.3
OG0003442	XP_017876289.1	XP_309769.4
OG0003444	XP_017878748.1, XP_017878736.1	XP_319704.4
OG0003445	XP_017884354.1	XP_318322.5
OG0003446	XP_017881806.1	XP_001688970.1
OG0003447	XP_017893317.1	XP_312147.2
OG0003448	XP_017880454.1	XP_314324.4
OG0003449	XP_017886005.1, XP_017886004.1	XP_308386.4, XP_001687912.1
OG0003450	XP_017880630.1	XP_003436452.1, XP_314250.3
OG0003451	XP_017876885.1	XP_003436706.1, XP_003436705.1, XP_309626.4
OG0003452	XP_017881648.1	XP_312883.4
OG0003453	XP_017889403.1	XP_321941.1
OG0003454	XP_026667482.1, XP_017876212.1	XP_309748.2
OG0003455	XP_017892538.1	XP_311362.3
OG0003456	XP_017884350.1	XP_315565.3
OG0003457	XP_017884879.1	XP_310262.5
OG0003458	XP_017889484.1	XP_312562.2
OG0003460	XP_017889856.1	XP_312517.5
OG0003462	XP_017883040.2	XP_001237307.3
OG0003463	XP_017893478.1	XP_311826.5, XP_003436365.1, XP_003436364.1, XP_003436366.1
OG0003464	XP_017880305.1	XP_564835.2, XP_001687942.1, XP_001687943.1
OG0003465	XP_017886903.1	XP_309088.3
OG0003466	XP_017881445.1	XP_318583.4
OG0003467	XP_017892182.1	XP_310425.3
OG0003468	XP_017880258.1	XP_559078.3
OG0003470	XP_026674055.1, XP_017889566.1, XP_017889565.1	XP_315949.4
OG0003471	XP_017887467.1	XP_310537.4
OG0003472	XP_017880726.1	XP_320187.4
OG0003473	XP_017879058.1	XP_003436944.1, XP_003436943.1, XP_310894.3
OG0003474	XP_017878733.1	XP_311945.4
OG0003475	XP_026668046.1	XP_309774.1, XP_313699.3
OG0003476	XP_017878321.1	XP_318503.4
OG0003477	XP_017891996.1	XP_311197.3
OG0003478	XP_017893110.1	XP_309517.4
OG0003479	XP_017881962.1	XP_001688790.1, XP_556823.3
OG0003480	XP_017890870.1, XP_026674701.1	XP_319052.4
OG0003481	XP_017883909.1	XP_315378.2
OG0003482	XP_017892988.1	XP_320641.4
OG0003483	XP_017890053.1	XP_313029.4
OG0003484	XP_017892707.1, XP_026675595.1, XP_026675594.1	XP_003436225.1, XP_312198.5
OG0003485	XP_026674323.1, XP_017890037.1	XP_309073.4
OG0003486	XP_017892870.1	XP_308636.2
OG0003487	XP_026666499.1, XP_017892981.1, XP_017892980.1	XP_310540.4
OG0003488	XP_017876402.1	XP_320250.2
OG0003489	XP_017889133.1	XP_308845.4, XP_308847.4, XP_308846.4
OG0003490	XP_017883420.1	XP_562476.3
OG0003491	XP_017888098.1, XP_026673312.1, XP_026673314.1, XP_026673313.1	XP_001237042.2
OG0003493	XP_017878488.1	XP_320679.4
OG0003494	XP_017880435.1	XP_307158.4, XP_313252.5
OG0003495	XP_017892598.1	XP_313693.4
OG0003496	XP_017885231.2	XP_001237693.2
OG0003497	XP_017886218.2	XP_314491.4
OG0003498	XP_017882952.1	XP_311461.2
OG0003499	XP_026669554.1	XP_562878.4, XP_003436398.1, XP_001687785.1
OG0003500	XP_017883964.1	XP_314038.3
OG0003501	XP_026670916.1	XP_320714.4
OG0003502	XP_026675487.1, XP_017892324.1	XP_321885.2
OG0003503	XP_017880853.1	XP_311469.2
OG0003504	XP_017880211.1	XP_310766.5
OG0003506	XP_026666496.1, XP_017888521.1, XP_017888520.1	XP_001689027.1
OG0003507	XP_017884397.1	XP_001238161.2
OG0003508	XP_017878998.1	XP_311745.5
OG0003509	XP_026669506.1, XP_026669511.1	XP_319358.4
OG0003510	XP_026669128.1	XP_308385.3
OG0003511	XP_017884078.1	XP_307786.5
OG0003512	XP_017888997.1	XP_321806.4
OG0003513	XP_017876508.1	XP_315976.4, XP_001688759.1
OG0003514	XP_017879591.1, XP_017879590.1	XP_319913.2
OG0003515	XP_017877843.1	XP_312912.4, XP_003436419.1
OG0003517	XP_017879933.1	XP_003437144.1, XP_309129.3
OG0003518	XP_017890468.1	XP_313155.3
OG0003519	XP_017880036.1	XP_320238.3
OG0003520	XP_017892365.1	XP_309330.4
OG0003521	XP_017889263.1	XP_563719.3
OG0003523	XP_017882633.1	XP_001238576.3
OG0003524	XP_017876046.1	XP_003436809.1, XP_003436810.1, XP_562185.3, XP_003436808.1
OG0003525	XP_017886533.1	XP_308856.3
OG0003526	XP_017881602.1, XP_017881601.1	XP_311682.5
OG0003527	XP_026673613.1	XP_315176.5
OG0003529	XP_017890345.1	XP_001689044.1
OG0003530	XP_026674024.1	XP_312550.4
OG0003531	XP_017888561.1, XP_026673565.1	XP_308708.3
OG0003532	XP_017882790.1	XP_310402.4
OG0003533	XP_026672125.1, XP_017875236.2	XP_318087.2
OG0003534	XP_026670767.1, XP_026670759.1	XP_309452.4
OG0003535	XP_017885073.1	XP_321605.3
OG0003536	XP_017889294.1	XP_310984.4
OG0003538	XP_017881247.1, XP_017881246.1	XP_309785.4
OG0003540	XP_026666553.1	XP_001230805.1
OG0003541	XP_026674519.1, XP_026674523.1	XP_001231185.2, XP_322031.4
OG0003542	XP_017877891.1	XP_319866.3
OG0003543	XP_017879395.1	XP_310644.5
OG0003544	XP_017886656.1	XP_314872.1
OG0003545	XP_017875301.1	XP_311200.5
OG0003546	XP_026673286.1, XP_026673287.1, XP_026673285.1, XP_026673291.1, XP_026673290.1, XP_026673289.1	XP_312093.1
OG0003547	XP_026668457.1	XP_001688509.1
OG0003548	XP_026673747.1, XP_017889162.1	XP_001688356.2
OG0003549	XP_017882138.1	XP_311520.4
OG0003550	XP_017877908.1, XP_026668320.1	XP_319614.4
OG0003551	XP_017884727.1	XP_316718.4, XP_001688953.1
OG0003552	XP_017892473.1	XP_313737.5, XP_313738.5
OG0003553	XP_017882581.1	XP_316537.2
OG0003554	XP_017888745.1	XP_311415.4
OG0003555	XP_017886070.1	XP_309758.4
OG0003556	XP_017884087.2, XP_017888914.2	XP_310923.4, XP_310922.4
OG0003557	XP_017891355.1	XP_311985.4
OG0003558	XP_017892864.1, XP_026666451.1	XP_314485.3
OG0003559	XP_017881326.1	XP_003435902.1
OG0003559	XP_026670371.1	XP_001238476.3
OG0003560	XP_017890880.1	XP_313036.4
OG0003561	XP_026671606.1	XP_307342.3, XP_308525.2
OG0003563	XP_017889134.2	XP_319213.4, XP_311311.5
OG0003564	XP_017890348.1	XP_319845.3
OG0003565	XP_017892312.1	XP_319973.4
OG0003566	XP_017885005.1	XP_308378.4
OG0003567	XP_017883022.1	XP_312637.2
OG0003568	XP_026668600.1	XP_309374.4
OG0003569	XP_026668617.1, XP_026668619.1	XP_001237363.3, XP_003436903.1
OG0003570	XP_026673329.1, XP_017888059.1	XP_309978.4, XP_307032.4
OG0003571	XP_017878156.1, XP_026668423.1, XP_017878155.1	XP_311699.2
OG0003572	XP_017889466.1	XP_313023.4
OG0003573	XP_017877943.1, XP_026668332.1	XP_311104.5
OG0003574	XP_017891293.1	XP_322008.3
OG0003575	XP_017876753.1	XP_312432.3
OG0003576	XP_017883897.1	XP_319369.4
OG0003577	XP_017883915.1	XP_557912.3
OG0003578	XP_017879218.1, XP_017879219.1	XP_315000.4
OG0003579	XP_017875366.1	XP_321252.4, XP_003435950.1
OG0003580	XP_017880038.1	XP_309104.5, XP_315349.3
OG0003581	XP_017891185.2	XP_308306.4
OG0003583	XP_017886087.1	XP_320622.4
OG0003584	XP_017877278.1	XP_311553.4
OG0003585	XP_026671182.1, XP_017883768.1	XP_313499.5
OG0003586	XP_017877801.1	XP_317995.1, XP_306327.2
OG0003587	XP_017892501.1	XP_318827.4
OG0003588	XP_017879830.2	XP_312083.5
OG0003589	XP_017890903.1	XP_310394.5, XP_001230761.2
OG0003591	XP_017889282.1	XP_003437209.1, XP_317975.4
OG0003592	XP_026669139.1	XP_313912.4
OG0003593	XP_017880272.2, XP_017885928.1	XP_311537.4
OG0003596	XP_026675152.1	XP_320759.4
OG0003597	XP_017892104.1	XP_552630.3
OG0003598	XP_017876238.1	XP_317960.1
OG0003599	XP_017885628.1	XP_311172.4
OG0003600	XP_017890942.1	XP_313714.5
OG0003601	XP_017883090.1	XP_312365.4
OG0003602	XP_017884045.1	XP_320881.2
OG0003603	XP_017890474.1	XP_310386.6
OG0003604	XP_017888503.1	XP_315742.4
OG0003605	XP_017879523.1	XP_308485.4, XP_308486.4
OG0003606	XP_017887068.2	XP_316034.4
OG0003607	XP_017887863.1	XP_315620.4
OG0003608	XP_017893602.1, XP_017893603.1	XP_317283.4
OG0003609	XP_017884825.1	XP_559710.2
OG0003610	XP_017887307.1	XP_321483.5
OG0003611	XP_017892846.1	XP_001689268.1
OG0003612	XP_017886459.1	XP_315055.2
OG0003613	XP_017880755.1	XP_003435961.1, XP_321193.4
OG0003614	XP_017880719.1	XP_317213.1
OG0003615	XP_017883099.1, XP_017883098.1, XP_017883097.1	XP_317361.4
OG0003616	XP_017878381.1	XP_321876.5
OG0003617	XP_026675557.1	XP_314940.4
OG0003618	XP_017891495.1	XP_319406.3
OG0003619	XP_017876476.1, XP_026667582.1	XP_312335.5
OG0003620	XP_017877700.1	XP_317920.4
OG0003621	XP_026669016.1	XP_314366.4
OG0003623	XP_017885906.1	XP_564580.2
OG0003624	XP_017878066.1	XP_318735.4
OG0003625	XP_017877239.2, XP_026667977.1	XP_564385.3
OG0003626	XP_017889848.1	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2
OG0003627	XP_017877259.1	XP_314244.5, XP_306267.4, XP_314239.5
OG0003628	XP_017877399.1	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1
OG0003630	XP_017887474.1	XP_312434.5
OG0003631	XP_026672933.1, XP_017887299.1	XP_564645.3
OG0003632	XP_017881752.1	XP_313744.4, XP_003436820.1, XP_003436821.1
OG0003634	XP_017879052.2	XP_321890.5
OG0003635	XP_026668160.1, XP_026673461.1, XP_026668159.1, XP_017875149.2	XP_001689043.1
OG0003636	XP_026674397.1	XP_317123.4
OG0003637	XP_017891219.1	XP_307928.5
OG0003638	XP_017876650.1	XP_320852.4
OG0003639	XP_017887728.1, XP_026670460.1	XP_320598.4
OG0003640	XP_017878423.1	XP_553651.3, XP_318890.3
OG0003641	XP_026666545.1, XP_026666543.1	XP_318401.5
OG0003642	XP_026667494.1	XP_318405.4
OG0003643	XP_026666754.1, XP_026666755.1, XP_017893345.1	XP_308696.4
OG0003644	XP_026667155.1	XP_556667.3, XP_316031.4
OG0003645	XP_017880669.1	XP_309180.5
OG0003647	XP_017880746.1	XP_558004.3, XP_001688580.1
OG0003648	XP_017875426.2	XP_320564.3
OG0003649	XP_026672772.1	XP_318373.5
OG0003654	XP_026671405.1	XP_559330.3
OG0003655	XP_017876160.1	XP_310507.4, XP_001687772.2, XP_310506.4
OG0003656	XP_026672394.1, XP_026672393.1, XP_026672395.1	XP_318882.4
OG0003657	XP_017880133.1	XP_320823.3
OG0003658	XP_017883375.1	XP_556056.3, XP_001688660.1
OG0003660	XP_017891882.1, XP_026675264.1, XP_026675263.1, XP_026675262.1	XP_001230753.3, XP_003436601.1
OG0003661	XP_017885462.1	XP_306307.3, XP_320390.3
OG0003662	XP_026666529.1, XP_017893035.1	XP_001688380.1
OG0003664	XP_017883355.1	XP_553055.2
OG0003665	XP_017879775.1, XP_026671298.1	XP_320788.4
OG0003666	XP_017880611.1	XP_320648.4
OG0003667	XP_017891749.1, XP_017893679.1	XP_310547.4
OG0003668	XP_017876845.1, XP_026667761.1	XP_554420.4
OG0003669	XP_017887808.1, XP_026666947.1, XP_026666948.1	XP_001238012.1
OG0003670	XP_017881108.1, XP_026669832.1, XP_026669833.1	XP_317334.3
OG0003671	XP_017884065.1	XP_316312.3
OG0003673	XP_017888708.1	XP_563488.3
OG0003674	XP_017888295.1	XP_312671.5
OG0003675	XP_017883996.1	XP_003436492.1, XP_560016.3
OG0003676	XP_017890976.1	XP_001688341.2
OG0003677	XP_017883140.1	XP_310669.5
OG0003679	XP_017887992.1	XP_308358.4
OG0003680	XP_017876624.1	XP_308150.3, XP_001687844.1
OG0003681	XP_017893256.1	XP_316151.4
OG0003682	XP_017876678.1, XP_017876677.1	XP_309044.4, XP_001688156.1
OG0003683	XP_017876874.1	XP_320854.3, XP_310757.4
OG0003684	XP_017882730.2, XP_017881625.1	XP_001238181.1
OG0003685	XP_017875534.1	XP_314511.4
OG0003686	XP_017883290.1, XP_026670951.1	XP_322050.5
OG0003687	XP_017888227.1	XP_320808.3
OG0003688	XP_017889752.1	XP_309435.4, XP_309436.3
OG0003690	XP_017878230.1	XP_003435818.1
OG0003691	XP_017883206.1	XP_564133.3
OG0003692	XP_017879122.1	XP_321211.4
OG0003693	XP_017881288.1, XP_017881289.1	XP_316336.4
OG0003694	XP_026672892.1, XP_017887047.1	XP_565666.4
OG0003709	XP_017891660.1	XP_321230.2
OG0003710	XP_017880612.1	XP_318556.2
OG0003711	XP_017886689.1	XP_307724.4
OG0003712	XP_017882021.1	XP_313349.1, XP_003436533.1
OG0003713	XP_017880773.1	XP_554781.3
OG0003714	XP_017886348.1	XP_307878.4
OG0003715	XP_017887657.1	XP_315691.3
OG0003716	XP_026675259.1	XP_320365.2
OG0003717	XP_026674885.1, XP_017890852.1	XP_308611.1
OG0003719	XP_017876526.1	XP_316101.4
OG0003720	XP_026675212.1	XP_310460.5
OG0003721	XP_017881513.1	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1
OG0003722	XP_017889421.1	XP_309926.3
OG0003723	XP_017879325.1	XP_314780.3
OG0003724	XP_026666539.1	XP_552242.3
OG0003726	XP_017883514.1	XP_316550.3
OG0003727	XP_026670582.1	XP_001230831.2
OG0003728	XP_017883084.1	XP_313192.3, XP_001230317.2
OG0003729	XP_017892121.1	XP_315204.2
OG0003730	XP_017877395.1	XP_313569.5
OG0003731	XP_017880619.1	XP_316185.3
OG0003732	XP_017891207.1	XP_320086.3
OG0003733	XP_017883868.1	XP_307339.3, XP_319298.3
OG0003734	XP_017875442.1	XP_312238.3
OG0003735	XP_017882918.1	XP_313782.3
OG0003736	XP_017886048.1	XP_559757.1
OG0003737	XP_017885254.1	XP_315094.1
OG0003738	XP_026670885.1	XP_314068.2
OG0003739	XP_017889791.1	XP_314469.4
OG0003740	XP_017889751.1	XP_317396.3
OG0003741	XP_017887551.1	XP_308810.3
OG0003742	XP_017881701.1	XP_320195.4
OG0003743	XP_017891855.1	XP_001689074.1, XP_317989.3, XP_001689073.1
OG0003744	XP_017889896.1	XP_321378.5
OG0003745	XP_017887303.1	XP_307637.2
OG0003746	XP_017891325.1	XP_320161.2
OG0003747	XP_026675094.1, XP_017891711.1, XP_017891712.1	XP_312468.5
OG0003749	XP_017878750.1	XP_321468.5
OG0003750	XP_017882070.2	XP_321339.5
OG0003751	XP_017883791.1	XP_318530.4
OG0003752	XP_026673794.1	XP_314839.4
OG0003753	XP_017888900.1	XP_308054.4
OG0003754	XP_026671673.1	XP_317313.4
OG0003755	XP_017890460.1	XP_308572.1
OG0003756	XP_017883515.1	XP_003436266.1, XP_312060.3
OG0003757	XP_017889657.1	XP_320869.2
OG0003758	XP_017885351.1	XP_313585.4
OG0003759	XP_026673552.1	XP_003436070.1, XP_307924.5
OG0003760	XP_017887340.1, XP_017880817.1	XP_003437010.1, XP_310595.2, XP_308748.2
OG0003761	XP_017893671.1, XP_017882693.1	XP_320415.2
OG0003762	XP_017884041.1	XP_311723.4
OG0003763	XP_017886443.1	XP_003436301.1
OG0003765	XP_017877210.1	XP_003436025.1, XP_003436024.1, XP_320958.3
OG0003766	XP_017884256.1	XP_310502.5
OG0003767	XP_017883512.1	XP_315982.2
OG0003768	XP_017880702.1, XP_017881656.1	XP_312630.2
OG0003769	XP_017882131.1	XP_317359.4
OG0003770	XP_017874997.1	XP_321441.4
OG0003771	XP_017888616.1	XP_312639.4
OG0003772	XP_017882378.1	XP_312862.4, XP_001237501.2
OG0003773	XP_017883115.1	XP_316963.4
OG0003774	XP_017893372.1	XP_321418.4, XP_003435898.1
OG0003775	XP_017886062.1	XP_309183.2, XP_309182.5
OG0003776	XP_017886946.1	XP_551809.3
OG0003777	XP_017885472.1	XP_317655.3
OG0003778	XP_017889125.1	XP_001688618.1
OG0003779	XP_017879320.1	XP_001237594.2
OG0003780	XP_017881605.1	XP_308583.2
OG0003781	XP_026675279.1	XP_320164.3, XP_320163.3
OG0003782	XP_017876370.1	XP_308132.2, XP_307312.2
OG0003783	XP_017889434.2	XP_318812.3
OG0003784	XP_017887076.1	XP_003436317.1
OG0003785	XP_017882987.1, XP_017888461.1	XP_003435742.1
OG0003786	XP_017892940.1, XP_026666550.1, XP_017892934.1	XP_312629.4
OG0003787	XP_017881322.1	XP_312143.4
OG0003788	XP_017877273.1	XP_312787.5
OG0003789	XP_017885942.1	XP_307016.3, XP_313929.4
OG0003791	XP_017892710.1	XP_314956.4
OG0003792	XP_017876976.1	XP_320758.4
OG0003793	XP_017881054.1	XP_311766.3
OG0003794	XP_017882292.1	XP_321364.3
OG0003795	XP_017882691.1, XP_026674228.1	XP_001688460.2
OG0003796	XP_017883461.1	XP_001237280.3, XP_003437003.1
OG0003797	XP_017883019.1	XP_003436776.1
OG0003798	XP_017890726.1	XP_315523.4
OG0003799	XP_017886085.1, XP_017886084.1	XP_314122.3
OG0003800	XP_017884796.1	XP_311236.5
OG0003801	XP_017886709.1	XP_003436856.1, XP_315241.1
OG0003802	XP_017878152.1	XP_312750.4
OG0003803	XP_026674703.1, XP_017890875.1	XP_320799.3
OG0003804	XP_017881146.1	XP_314994.4
OG0003805	XP_017884892.1	XP_321167.4
OG0003806	XP_017888791.1	XP_001237070.2
OG0003807	XP_017888132.1	XP_315739.4
OG0003808	XP_017888388.1	XP_311943.3
OG0003810	XP_017884700.1	XP_317077.4
OG0003811	XP_017880798.1	XP_311588.3
OG0003812	XP_017886186.1	XP_311247.5
OG0003813	XP_017886353.1	XP_314555.3
OG0003814	XP_017884747.1	XP_311364.4, XP_307324.3
OG0003815	XP_017877589.1	XP_321606.5
OG0003816	XP_017887473.1	XP_321794.3, XP_001689358.1
OG0003817	XP_017879032.1	XP_315953.3
OG0003818	XP_017886741.1	XP_321247.5
OG0003819	XP_017886449.1	XP_313680.3
OG0003820	XP_026668802.1	XP_001238192.2
OG0003821	XP_017883536.1	XP_319843.4
OG0003824	XP_017888199.1	XP_316832.4
OG0003825	XP_017884744.1, XP_017884830.1	XP_321926.5, XP_003435784.1
OG0003826	XP_026673435.1	XP_003436489.1, XP_001688342.2
OG0003827	XP_017891394.1	XP_319073.4
OG0003828	XP_017885218.1	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	XP_017881616.1	XP_320975.4
OG0003830	XP_017889060.1, XP_017889078.1	XP_310148.4
OG0003831	XP_017875454.1	XP_555438.3
OG0003832	XP_017877092.1	XP_315724.3, XP_315726.4
OG0003833	XP_026672768.1	XP_322026.2
OG0003834	XP_017887135.1	XP_316920.3
OG0003835	XP_017882275.1	XP_319229.4
OG0003836	XP_017880088.1	XP_321703.5
OG0003838	XP_017886020.1	XP_001687956.1, XP_308499.3
OG0003839	XP_017880056.1	XP_320303.4
OG0003841	XP_017884364.1	XP_312835.4, XP_003436406.1
OG0003842	XP_026669224.1	XP_309233.5
OG0003843	XP_017886201.2	XP_316726.2
OG0003844	XP_017877417.1, XP_017877423.1	XP_311543.2
OG0003845	XP_017877533.1	XP_320970.3
OG0003846	XP_017887308.1	XP_309350.4
OG0003847	XP_017881631.2, XP_017882404.1	XP_321528.4
OG0003848	XP_017891634.1	XP_320558.3
OG0003849	XP_017892134.1	XP_310210.4
OG0003850	XP_017891949.1	XP_313188.3
OG0003851	XP_017891450.1	XP_309752.3
OG0003852	XP_017877001.1	XP_312907.4
OG0003853	XP_017890347.1	XP_319601.4
OG0003854	XP_017880176.1	XP_319344.4
OG0003855	XP_026675402.1	XP_001688251.1
OG0003856	XP_017889495.1	XP_320680.1
OG0003859	XP_017891227.1	XP_320575.3
OG0003860	XP_017884340.1	XP_321828.3
OG0003861	XP_017889303.1	XP_320922.2
OG0003863	XP_017876671.1	XP_003436354.1
OG0003864	XP_017893019.1	XP_317926.4
