Orthogroup	Ceratina_calcarata	Nasonia_vitripennis
OG0004713	XP_017891059.1	XP_008207189.1, XP_001606413.1
OG0004714	XP_017883911.1	XP_016836630.1
OG0004715	XP_017886284.2	XP_001603467.1
OG0004716	XP_017883083.1	XP_008208687.1
OG0004717	XP_026674729.1	XP_001599891.3
OG0004718	XP_017891539.1	XP_016839627.1
OG0004719	XP_026668137.1	XP_031779912.1
OG0004721	XP_026668544.1	XP_008205348.3
OG0004722	XP_017878711.1	XP_001600620.1
OG0004723	XP_017877543.1	XP_001604642.2
OG0004724	XP_017891020.1	XP_032451802.1
OG0004726	XP_017886025.1, XP_017879435.1	NP_001154938.1
OG0004727	XP_017893051.1, XP_017893061.1	XP_001600758.3
OG0004728	XP_017880164.1	XP_031781507.1
OG0004729	XP_026671078.1	XP_031780983.1, XP_031780982.1
OG0004730	XP_017888114.1	XP_003425573.1
OG0004731	XP_026675151.1	XP_016838413.1
OG0004732	XP_017889821.1, XP_026674224.1	XP_016841678.1, XP_031788672.1
OG0004733	XP_017891984.1	XP_016842872.1
OG0004734	XP_017883624.2, XP_017884352.1, XP_026667064.1	XP_008201909.1
OG0004735	XP_026666812.1	XP_003427543.1
OG0004737	XP_017885948.1	XP_008215970.1
OG0004738	XP_017882469.2	XP_031781273.1
OG0004739	XP_017883269.1	XP_008213444.1, XP_003424996.1
OG0004740	XP_017876910.1	XP_001603303.2
OG0004741	XP_017888692.1	XP_031783462.1, XP_032453892.1, XP_031783460.1
OG0004742	XP_017880507.2	XP_031782268.1, XP_031782267.1, XP_031782269.1
OG0004743	XP_017885756.1	XP_001605649.1
OG0004744	XP_017884895.1	XP_031779681.1
OG0004745	XP_017884518.1, XP_017884516.1, XP_017884517.1	XP_016837366.2
OG0004746	XP_017879883.1	XP_003425555.1
OG0004747	XP_026671847.1	XP_008207328.1
OG0004748	XP_017884951.1	XP_031786599.1, XP_031786600.1
OG0004749	XP_017888067.1, XP_017888066.1	XP_031778017.1, XP_003425609.1
OG0004751	XP_017880935.1	XP_016837569.1
OG0004752	XP_026669887.1	NP_001123289.2, XP_031786123.1
OG0004753	XP_017890710.1	XP_001601751.1
OG0004754	XP_017886480.1	XP_032457868.1
OG0004755	XP_017889034.1	NP_001154964.1
OG0004756	XP_017880493.1	XP_001602468.2
OG0004757	XP_026675398.1	XP_031779872.1
OG0004758	XP_017886649.1	XP_001606906.1
OG0004759	XP_017887831.1	XP_016839895.1
OG0004760	XP_017892066.1	XP_031788131.1
OG0004761	XP_017886337.1	XP_031787303.1
OG0004762	XP_026671234.1, XP_017883808.1	XP_031776945.1
OG0004763	XP_017876679.1	XP_031786960.1, XP_031782071.1
OG0004764	XP_017881711.1, XP_026670155.1	XP_001603902.2
OG0004765	XP_017885307.1	XP_016842153.1
OG0004766	XP_017875395.1, XP_017875396.1	NP_001122410.2
OG0004767	XP_017879353.1	XP_031780714.1
OG0004768	XP_017877784.1, XP_026668270.1	XP_031781731.1
OG0004769	XP_017886161.1	XP_001601457.2
OG0004770	XP_017892646.1, XP_017889554.1	XP_008215761.1
OG0004771	XP_026667821.1, XP_026667822.1, XP_026667820.1	XP_032453855.1
OG0004772	XP_017890853.1	XP_001605844.1
OG0004773	XP_017875191.1, XP_017875190.1	XP_001599962.1
OG0004774	XP_026669376.1	XP_001607476.1
OG0004775	XP_017877799.1	XP_008208992.1
OG0004776	XP_017882694.1, XP_017882702.1	XP_016840985.1, NP_001123523.1
OG0004777	XP_017877812.1	XP_031780098.1
OG0004778	XP_026668452.1	XP_031782335.1
OG0004779	XP_026670715.1	XP_001604051.2
OG0004780	XP_017888768.1	XP_031789564.1
OG0004781	XP_017886865.1	XP_001600578.1
OG0004782	XP_026671681.1	XP_001600918.1
OG0004783	XP_017891313.1	XP_003426939.1
OG0004784	XP_017880126.1	XP_008203091.1
OG0004785	XP_017875923.1	XP_031787249.1
OG0004786	XP_017878701.1	XP_003424663.1
OG0004787	XP_017886335.1	XP_003426597.1
OG0004788	XP_017889545.1	XP_008218034.1
OG0004789	XP_026671764.1, XP_026671766.1	XP_008216899.1, XP_031787676.1
OG0004790	XP_026670901.1	XP_031780545.1, XP_008204830.2
OG0004791	XP_017892588.1	XP_001606461.2
OG0004792	XP_017882132.1	XP_001604325.1
OG0004793	XP_017891612.1	NP_001154934.1
OG0004794	XP_017883839.1	XP_001602155.3
OG0004795	XP_026672121.1, XP_026672122.1	XP_031777849.1
OG0004796	XP_017878457.1	XP_031783925.1
OG0004797	XP_017886224.1	XP_001602498.2
OG0004799	XP_017891280.1	XP_001599979.2
OG0004800	XP_017893216.1	XP_001607115.2
OG0004801	XP_017884963.1	XP_008213066.1
OG0004803	XP_026674270.1	XP_003426703.2
OG0004804	XP_026670204.1	XP_031786897.1
OG0004805	XP_017884459.1	XP_016841900.1
OG0004806	XP_017890646.1	XP_016839092.1
OG0004808	XP_017889647.1	XP_031777999.1
OG0004809	XP_017878422.1	XP_008214127.1
OG0004810	XP_017888133.1	XP_016839519.1
OG0004811	XP_017885434.1	XP_001602686.2
OG0004812	XP_017882475.1, XP_026670549.1	XP_008209732.1
OG0004813	XP_017875419.1, XP_017877800.1	XP_016837236.1
OG0004814	XP_017876999.1	XP_008209558.1, XP_016837298.1, XP_032453123.1
OG0004816	XP_017879136.1	XP_031789628.1, XP_032451912.1
OG0004817	XP_026668296.1	XP_008211697.3
OG0004818	XP_017886674.1	XP_001599857.1
OG0004819	XP_017889522.1	XP_001604541.2
OG0004820	XP_017885649.1	XP_032455327.1, XP_016840418.1
OG0004821	XP_017881327.1	XP_016840154.1, XP_008216695.1
OG0004822	XP_017879007.1	XP_003424512.1
OG0004823	XP_017892801.1	XP_016845566.1, XP_031785933.1
OG0004824	XP_017879183.1	XP_001607416.1
OG0004826	XP_017878650.1	XP_008208747.1, XP_008208749.1, XP_008208748.1
OG0004827	XP_017875803.1	XP_001602099.1
OG0004829	XP_017882172.1	XP_001602472.1
OG0004830	XP_017882061.1	XP_016843596.1
OG0004831	XP_026674125.1	XP_016842430.1
OG0004833	XP_017882607.1	XP_008215551.1
OG0004834	XP_017887441.1	XP_001601160.1, XP_032456080.1, XP_032456079.1, XP_032456081.1
OG0004835	XP_017886753.1	XP_008202098.2
OG0004836	XP_017882157.1	XP_031785788.1
OG0004837	XP_026666659.1	XP_031783229.1
OG0004838	XP_017875255.1	XP_016838290.1
OG0004839	XP_026670185.1	XP_032453263.1
OG0004841	XP_017890604.1	XP_001606601.2
OG0004842	XP_017886080.1	XP_016837186.1
OG0004843	XP_017875073.1, XP_017882755.1	XP_001608141.2
OG0004844	XP_026669434.1	XP_016844881.1, XP_001605827.2, XP_008217064.1
OG0004845	XP_026668797.1	XP_001607883.2, XP_008215732.1
OG0004846	XP_026667390.1	XP_016844673.1
OG0004847	XP_017883541.1	XP_008209698.1
OG0004848	XP_026669638.1	XP_032456670.1
OG0004849	XP_017891827.1	XP_031787729.1
OG0004850	XP_026673148.1, XP_026673137.1	XP_032452266.1
OG0004851	XP_017885964.1	XP_003425085.1
OG0004852	XP_017892523.1	XP_001606787.1
OG0004853	XP_017880427.2	XP_016844112.2
OG0004854	XP_026672200.1	XP_008209069.1, XP_008209068.1
OG0004855	XP_026670176.1, XP_026670175.1	XP_031785375.1, XP_008211379.1
OG0004856	XP_017891080.1	XP_031778588.1
OG0004857	XP_026671269.1	XP_031776955.1
OG0004858	XP_017877856.1	XP_001600041.2
OG0004859	XP_017891621.1	XP_001602556.1
OG0004861	XP_026667774.1	XP_016842305.1
OG0004862	XP_017879553.1	XP_031781167.1, XP_031781171.1
OG0004866	XP_017883795.1	XP_008216281.1
OG0004867	XP_026666774.1	XP_008212645.1, XP_031779361.1
OG0004868	XP_026670118.1	XP_003424819.2, XP_032456882.1
OG0004869	XP_017887279.1	XP_032455421.1
OG0004870	XP_026675019.1	XP_031786496.1
OG0004871	XP_026674967.1, XP_026671275.1	XP_031786807.1
OG0004872	XP_017886002.1	XP_031779675.1
OG0004873	XP_026674775.1	XP_031776598.1
OG0004874	XP_026668228.1	XP_031780323.1, XP_031780324.1
OG0004875	XP_026674527.1	XP_016845341.1
OG0004876	XP_017876855.1	XP_001599507.2
OG0004878	XP_017875671.1	XP_001604731.1
OG0004880	XP_026674794.1	XP_001600307.1
OG0004881	XP_017887827.1, XP_017887825.1	XP_016836736.1
OG0004883	XP_017884267.1	XP_001605008.2
OG0004884	XP_017892767.2	XP_001607228.2
OG0004885	XP_026667558.1	XP_001600001.1
OG0004887	XP_017880722.1	XP_031778630.1
OG0004888	XP_017889397.1	NP_001153351.1
OG0004889	XP_026674422.1, XP_017890324.1, XP_026674423.1	XP_008206585.1, XP_008206586.1
OG0004890	XP_026672298.1	XP_031787998.1
OG0004891	XP_017882379.1	XP_031780646.1
OG0004892	XP_026675105.1	XP_031783744.1
OG0004893	XP_026666961.1, XP_017890619.1	XP_003426764.1
OG0004894	XP_017877988.1	XP_032451976.1
OG0004895	XP_017883802.1, XP_017877310.2	XP_008215389.1
OG0004896	XP_017891173.1	XP_008203538.1
OG0004897	XP_026672761.1	XP_001606628.2
OG0004898	XP_017879272.1	XP_008210350.1, XP_001602301.1, XP_008210349.1, XP_032454026.1, XP_032454027.1
OG0004899	XP_017889963.1, XP_026674242.1, XP_026674241.1	XP_008207179.1
OG0004900	XP_017892541.1, XP_017892542.1	XP_008207965.1
OG0004901	XP_017883023.1	XP_008212072.2
OG0004903	XP_017884584.1	XP_031779168.1
OG0004904	XP_017879385.1, XP_026668979.1, XP_017879386.1	XP_001603241.1
OG0004905	XP_017880494.1	XP_001606997.2
OG0004906	XP_017891744.1, XP_017882747.1	XP_032452827.1, XP_008217763.1
OG0004908	XP_017883496.1	XP_031786582.1
OG0004909	XP_017889068.1	XP_031787964.1, XP_001608073.2, XP_031787963.1
OG0004910	XP_026670989.1	XP_031780189.1
OG0004911	XP_026668291.1, XP_026673482.1	XP_016844422.1, XP_032454603.1
OG0004912	XP_017884526.1	XP_008204809.1
OG0004913	XP_017893567.1	XP_001604986.1
OG0004915	XP_017891398.1, XP_017891397.1	XP_008207310.1, NP_001153390.1, XP_032455891.1
OG0004916	XP_017883969.1, XP_026671295.1	XP_001607515.2
OG0004919	XP_017885617.1	XP_031788275.1
OG0004920	XP_017883588.1	XP_008204117.1
OG0004922	XP_017891641.1	XP_031786799.1
OG0004924	XP_017877234.1	XP_031780195.1
OG0004925	XP_017883921.1	XP_031789552.2
OG0004926	XP_017890727.1	XP_008206935.1
OG0004927	XP_026666700.1, XP_026666699.1, XP_017893511.1, XP_017893512.1	XP_031786255.1
OG0004928	XP_017879605.1	NP_001136341.1
OG0004929	XP_026671671.1	XP_008216434.1
OG0004930	XP_017888130.1	XP_001603176.1
OG0004931	XP_017884811.1, XP_017884812.1	XP_001606922.2
OG0004932	XP_026670306.1	XP_031777342.1
OG0004934	XP_017893487.1	XP_031784905.1
OG0004935	XP_017876970.1, XP_017876971.1	XP_003426910.1
OG0004936	XP_026674704.1	XP_008212063.1
OG0004937	XP_017875385.1	NP_001234901.1, XP_008206779.1
OG0004938	XP_017882007.1, XP_017882005.1	XP_016845288.1, XP_031786157.1
OG0004939	XP_017879008.1	XP_031777073.1
OG0004940	XP_017890462.1	XP_031788434.1
OG0004941	XP_017879268.1	XP_003427381.1
OG0004942	XP_026674675.1, XP_017890926.1	XP_001606500.1
OG0004943	XP_017888926.1	XP_001602060.1
OG0004944	XP_026668525.1, XP_026668524.1	XP_003423990.1
OG0004945	XP_026673954.1, XP_017889775.1, XP_017889774.1	XP_008213038.1
OG0004946	XP_017891691.1	XP_031781801.1, XP_031781800.1
OG0004947	XP_017891761.1, XP_026675150.1	XP_001603990.3
OG0004949	XP_017884478.1	XP_016837941.1, XP_003427169.1
OG0004950	XP_017883918.1	XP_001599953.1
OG0004951	XP_026673989.1, XP_026673990.1	XP_031786631.1, XP_031786632.1
OG0004952	XP_017890103.1	XP_003425408.2
OG0004954	XP_026673254.1, XP_026673252.1	XP_016840939.2
OG0004957	XP_026667149.1	XP_031783231.1, XP_031783232.1
OG0004959	XP_017880445.1, XP_026669472.1, XP_017880447.1, XP_026666658.1	XP_016845759.1, XP_031787529.1, XP_016845758.1, XP_008210824.1
OG0004961	XP_017880470.1	XP_031782411.1, XP_032453926.1, XP_031782413.1
OG0004963	XP_026669715.1, XP_017875753.2	XP_001600367.1
OG0004965	XP_017878281.1	XP_031786475.1
OG0004966	XP_017889863.1	XP_031787913.1, XP_031786888.1, XP_031787255.1
OG0004967	XP_026673521.1	XP_001603348.1, XP_008213520.1, XP_008203014.1
OG0004976	XP_017885694.1	XP_001599538.1
OG0004977	XP_017892655.1	NP_001153342.1, XP_032453927.1
OG0004978	XP_017876026.1	XP_001599253.1, XP_031778271.1
OG0004979	XP_026668470.1	XP_001602648.2
OG0004980	XP_017886037.1	XP_001607385.1
OG0004981	XP_017885268.1	XP_003424606.1
OG0004982	XP_017889248.1	XP_001600508.1
OG0004983	XP_017884284.1, XP_017875441.1	XP_001600269.1
OG0004984	XP_017875987.1, XP_017875790.1	XP_016844200.1
OG0004985	XP_017878271.1, XP_017884283.1	XP_031778330.1
OG0004986	XP_017888848.1	XP_003427555.1
OG0004988	XP_017882239.1	NP_001165807.1, XP_032454657.1
OG0004989	XP_017883990.1	XP_032457395.1
OG0004990	XP_017882552.1	XP_008214078.1
OG0004991	XP_017892336.1	NP_001164372.1, XP_008207906.1
OG0004992	XP_017875974.1, XP_017891003.1	XP_001600258.1
OG0004993	XP_017880015.1	XP_001603892.1
OG0004994	XP_017876732.1, XP_017879334.2, XP_017883900.1	XP_031784820.1
OG0004995	XP_017881619.1	XP_031784168.1
OG0004996	XP_017891373.1	XP_032454906.1
OG0004997	XP_017885651.1	NP_001165799.1
OG0004998	XP_017885570.1	XP_008214297.1
OG0004999	XP_017875472.1	XP_001599218.1
OG0005000	XP_026673727.1	XP_001607014.1
OG0005001	XP_017884992.1	XP_031782860.1
OG0005003	XP_026673795.1	XP_008204832.1
OG0005004	XP_017887305.1	NP_001137380.1
OG0005005	XP_017883982.1	XP_001606993.1
OG0005006	XP_017891038.1	XP_001604440.1
OG0005007	XP_026666461.1	XP_032456998.1
OG0005008	XP_017881181.1	XP_001607764.1
OG0005009	XP_017887875.1	XP_001608274.2
OG0005010	XP_017881669.1	XP_032455064.1, XP_003427333.1, XP_031786578.1
OG0005011	XP_017885420.1	XP_001607664.1
OG0005012	XP_026669278.1	XP_016844884.1, XP_031788469.1
OG0005013	XP_017886095.1	XP_008212564.1
OG0005014	XP_026674184.1	XP_001606393.1
OG0005015	XP_017878206.1	XP_008203781.1, XP_031782603.1
OG0005016	XP_017891330.2	NP_001123294.1, XP_008213375.1, XP_032452123.1
OG0005017	XP_017879931.1	NP_001177676.1
OG0005018	XP_017877125.1	XP_001603001.1
OG0005019	XP_017891249.1	XP_031778414.1
OG0005020	XP_017881609.1	XP_031778054.1
OG0005021	XP_017878418.1	XP_001605234.1
OG0005022	XP_017879598.1	XP_001601425.1
OG0005023	XP_017875248.1	XP_001604510.2
OG0005024	XP_017875601.1	XP_031780288.1, XP_001604019.1
OG0005025	XP_017878844.1	XP_001606045.1
OG0005027	XP_026670051.1	XP_032453256.1
OG0005028	XP_017882754.1	XP_032457930.1
OG0005029	XP_017888229.1	XP_003427377.2
OG0005030	XP_017877970.1	XP_003427502.1
OG0005031	XP_017880255.1	XP_008211532.1
OG0005032	XP_017890821.1	XP_031783410.1
OG0005033	XP_017880425.1	XP_001599216.1
OG0005034	XP_026670521.1	XP_001605139.1
OG0005035	XP_026673880.1	XP_001607910.1
OG0005036	XP_017889678.1	XP_001608280.1
OG0005037	XP_017888982.2	XP_001599489.1, XP_032455881.1
OG0005038	XP_017888443.1	NP_001165813.1
OG0005039	XP_017890224.1	XP_016838466.1
OG0005041	XP_017884583.1	XP_001604962.1
OG0005042	XP_017890157.1	XP_001605914.1
OG0005043	XP_017886446.1	XP_003425770.1
OG0005044	XP_017887519.1	XP_001607442.1
OG0005045	XP_017880243.1	XP_031776713.1
OG0005046	XP_017888746.1	XP_001605752.1
OG0005047	XP_017889509.1	XP_001606050.2
OG0005048	XP_017892059.1	XP_008215844.1, XP_001608071.1, XP_032456945.1
OG0005049	XP_017885461.1	XP_008212584.1
OG0005050	XP_026675079.1	NP_001162018.1
OG0005051	XP_017879573.1	NP_001177940.1, XP_031784329.1
OG0005052	XP_017889272.1	XP_016840273.1
OG0005053	XP_026666799.1	XP_016842967.1
OG0005054	XP_017888653.1, XP_017884286.2	NP_001161450.1
OG0005055	XP_017892876.1	XP_001601243.2
OG0005056	XP_017890839.1	XP_016839549.1
OG0005057	XP_017889646.1	XP_001602817.1, XP_032454814.1
OG0005058	XP_017877956.1	XP_003425433.1
OG0005059	XP_017888144.1	XP_001601321.1
OG0005061	XP_017890124.1	NP_001165812.1, XP_031786087.1
OG0005062	XP_017887887.1, XP_017886212.1	XP_001599414.1
OG0005063	XP_017875362.1	XP_031785077.1
OG0005064	XP_017889587.1	XP_003425963.1
OG0005065	XP_017877346.1	XP_003426797.1, XP_001605674.1
OG0005067	XP_017893564.1	XP_031779649.1
OG0005068	XP_017888300.1	XP_001600921.1
OG0005069	XP_026671605.1	XP_001607840.1
OG0005071	XP_026667332.1	XP_031785992.1
OG0005072	XP_017889887.1	XP_001606088.1
OG0005073	XP_017883301.1	XP_001607942.3
OG0005074	XP_017893359.1	XP_031787486.1, NP_001165853.1
OG0005075	XP_017893364.1	XP_031787966.1
OG0005076	XP_026668429.1	XP_008209109.1
OG0005077	XP_026667845.1	XP_001605391.1
OG0005078	XP_026673197.1	XP_001607756.1
OG0005079	XP_017888951.1	XP_001607864.1
OG0005080	XP_017889710.1	XP_016843984.1, XP_031781945.1
OG0005081	XP_017878677.1	XP_008204449.1
OG0005082	XP_017884123.1	XP_008207353.1
OG0005083	XP_017891553.1	XP_008202848.1, XP_031777726.1
OG0005084	XP_017880767.1	XP_032455308.1
OG0005085	XP_017885204.2	XP_031776682.1
OG0005087	XP_017885139.1	XP_031777163.1
OG0005088	XP_017875052.1	XP_001603484.1, XP_016840407.1
OG0005089	XP_017876838.1	XP_001604005.2
OG0005090	XP_026672262.1	XP_032451649.1, NP_001165826.1
OG0005091	XP_017892152.1	XP_001607591.1
OG0005092	XP_017889380.1	XP_001606084.1
OG0005093	XP_017882347.1	NP_001161321.1
OG0005094	XP_017892364.1	XP_001606809.2
OG0005095	XP_017892388.1	XP_008211040.1
OG0005096	XP_026668847.1, XP_017878959.1, XP_017878960.1	XP_001606178.1
OG0005097	XP_017877170.1	XP_001603660.1
OG0005098	XP_017881606.1	XP_008202586.1
OG0005099	XP_017883057.1, XP_017892068.2	XP_032455799.1, XP_031784478.1
OG0005100	XP_026675118.1	XP_001600260.1
OG0005101	XP_026672201.1, XP_017876312.1	XP_001603760.3
OG0005102	XP_017876486.1	XP_001604129.1
OG0005103	XP_017892180.1	XP_032458171.1, XP_008202899.1
OG0005104	XP_017879894.1, XP_017879903.1	XP_001601920.1
OG0005105	XP_026666841.1	XP_001602872.2
OG0005106	XP_017883652.1	NP_001165791.1
OG0005107	XP_017875125.2	XP_001600402.1
OG0005108	XP_017876259.2, XP_017876271.1	XP_001600835.1
OG0005109	XP_017889803.1	XP_001600438.1
OG0005110	XP_017889239.1	XP_001607375.1
OG0005111	XP_017885039.1	XP_008203004.1
OG0005112	XP_026668761.1	XP_003427651.1
OG0005114	XP_017892293.2	XP_001599849.2
OG0005115	XP_017883627.1	XP_001599867.1
OG0005116	XP_017875746.1	NP_001165781.1
OG0005117	XP_017880844.1	XP_008217663.1
OG0005118	XP_017885865.1	XP_031778903.1
OG0005119	XP_017883721.1	XP_003428006.1
OG0005120	XP_017886708.1, XP_017886707.1	XP_003424082.1, XP_016837459.1
OG0005121	XP_026668750.1, XP_017878830.1	XP_001604756.1
OG0005122	XP_017886472.1	XP_031786273.1
OG0005123	XP_026670795.1, XP_017882843.1	XP_001600995.1
OG0005124	XP_017887326.1	XP_003424029.1
OG0005125	XP_017882545.1	XP_001604206.2
OG0005126	XP_026669081.1	XP_031780197.1
OG0005127	XP_017891372.1	XP_001599879.1
OG0005128	XP_017884302.1	NP_001123254.1
OG0005130	XP_017876680.1	XP_016845037.2
OG0005131	XP_026673922.1	XP_016841208.1
OG0005132	XP_026675308.1	XP_003425595.1
OG0005133	XP_017891797.2	XP_008205582.2
OG0005134	XP_026670217.1	XP_001605859.2
OG0005135	XP_017875707.1	XP_003426545.1
OG0005136	XP_026670024.1	NP_001161250.1, XP_032455984.1
OG0005137	XP_017886513.2, XP_017876318.1	XP_008215817.1
OG0005138	XP_017876196.1	XP_008215388.1, XP_032451929.1, XP_032451928.1
OG0005139	XP_026675567.1, XP_017892735.1	XP_001602891.2
OG0005140	XP_017878618.1	XP_001601716.1
OG0005141	XP_017881261.1	XP_032457855.1
OG0005142	XP_017886450.1	XP_032454740.1, XP_008214609.1
OG0005143	XP_017877117.1	NP_001127797.1
OG0005145	XP_017886651.1	XP_001603806.1
OG0005146	XP_017881942.1, XP_026670434.1, XP_026670433.1	XP_001601796.1
OG0005147	XP_017890971.1	XP_016840590.1
OG0005149	XP_017880043.1	XP_001606142.2
OG0005150	XP_017879866.1	XP_016837793.1
OG0005151	XP_017888400.1	XP_016845004.1, XP_016845003.1, XP_031776688.1
OG0005152	XP_017889437.1	XP_031780350.1
OG0005153	XP_017880061.1, XP_017880062.1	XP_016844885.1
OG0005154	XP_017878416.1	XP_008214205.1, XP_001606389.2
OG0005155	XP_017881940.1	XP_001608075.1, XP_032452918.1
OG0005156	XP_017892314.1	XP_008212660.1
OG0005157	XP_017887348.1	XP_031781458.1, XP_031781457.1, XP_031781456.1
OG0005158	XP_017892280.1	XP_031789588.1
OG0005159	XP_017883362.1	XP_032451700.1
OG0005160	XP_017879695.1	NP_001177859.1
OG0005161	XP_026672589.1	XP_031785640.1
OG0005162	XP_017891832.1	XP_031787656.1
OG0005163	XP_017882850.1	XP_008206043.1
OG0005164	XP_017880044.1	XP_008216745.1, XP_032451844.1
OG0005165	XP_017880010.1	XP_008205165.1
OG0005166	XP_017882578.1	XP_001607478.1
OG0005167	XP_017886626.1, XP_026672620.1	XP_001602153.1
OG0005168	XP_017879855.1	XP_031785549.1
OG0005169	XP_017877028.1	XP_001606988.3
OG0005170	XP_017877381.1	XP_001604505.1
OG0005171	XP_017885277.2	XP_003426138.1, XP_032455614.1
OG0005172	XP_026666683.1, XP_026666684.1, XP_017893470.1	XP_001603644.1
OG0005173	XP_026670246.1	XP_008208756.1
OG0005174	XP_017883484.1	XP_031778965.1
OG0005175	XP_017885663.1	XP_001600176.1
OG0005176	XP_017891097.1	XP_001602349.1
OG0005177	XP_026668339.1, XP_026668336.1	XP_008204355.1
OG0005178	XP_017889868.1	XP_001606475.1
OG0005179	XP_017881843.1	XP_008215428.1, XP_001606904.1
OG0005180	XP_017889911.1	XP_031779462.1
OG0005181	XP_017875985.1	XP_031777886.1
OG0005182	XP_017878674.1	XP_001606781.2
OG0005183	XP_026673961.1	XP_031788932.1
OG0005185	XP_017882907.1	XP_001603974.1
OG0005186	XP_017882447.1	XP_031788522.1
OG0005187	XP_017891800.1	XP_001603568.1
OG0005189	XP_017888899.1, XP_026673690.1	XP_003424456.1
OG0005190	XP_017888904.1	XP_008201940.1
OG0005191	XP_017880180.1	XP_031779638.1
OG0005193	XP_017890145.1	XP_008214833.1
OG0005194	XP_017892321.1	XP_008212659.1
OG0005195	XP_017875168.1	XP_031782855.1
OG0005196	XP_017886835.1	XP_031783381.1, XP_031783380.1, XP_032454266.1
OG0005197	XP_017881976.1	XP_008214700.1
OG0005198	XP_017888615.1, XP_017892985.1	XP_001607236.2
OG0005199	XP_017885278.2, XP_017875919.1	XP_031781619.1
OG0005200	XP_026669989.1	XP_001606961.1
OG0005201	XP_026667814.1, XP_026667815.1	XP_001599485.2
OG0005202	XP_017891868.1	XP_016843074.2
OG0005203	XP_017892288.1	XP_032456541.1
OG0005204	XP_017892746.1	XP_016844249.1
OG0005205	XP_017878782.1	XP_008205329.1
OG0005206	XP_026667436.1, XP_017882802.1	XP_008217123.1
OG0005207	XP_017878876.1	XP_031778931.1
OG0005208	XP_017880351.2	XP_001602371.1
OG0005209	XP_017892500.1	XP_008206177.1, XP_001603554.1
OG0005210	XP_017889578.1	XP_001603543.1, XP_032456458.1
