Orthogroup	Solenopsis_invicta	Osmia_bicornis
OG0003224	XP_011173211.1	XP_029032320.1
OG0003225	XP_011171210.1	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1
OG0003226	XP_039312523.1, XP_039312522.1, XP_039312521.1	XP_029045451.1, XP_029045449.1, XP_029045450.1
OG0003227	XP_039313451.1, XP_039313456.1	XP_029037593.1
OG0003228	XP_011162242.1	XP_029035128.1
OG0003229	XP_011161673.1	XP_029051005.1
OG0003230	XP_011159232.2	XP_029051424.1
OG0003232	XP_011167418.2	XP_029046559.1, XP_029046560.1
OG0003234	XP_039310790.1	XP_029036048.1
OG0003236	XP_025994487.2, XP_011159185.2, XP_011159183.2	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1
OG0003237	XP_039313095.1	XP_029039319.1, XP_029039318.1, XP_029039320.1
OG0003238	XP_011164556.2, XP_011164555.2, XP_011164554.2	XP_029033076.1
OG0003239	XP_025992125.1	XP_029052151.1
OG0003240	XP_039305806.1	XP_029039119.1
OG0003241	XP_025995024.2	XP_029034172.1, XP_029034170.1, XP_029034171.1
OG0003242	XP_025986165.1	XP_029033244.1
OG0003243	XP_025990033.2	XP_029039837.1
OG0003244	XP_039302184.1	XP_029040759.1
OG0003245	XP_039312788.1	XP_029038291.1
OG0003246	XP_011161831.2, XP_011161830.2	XP_029033143.1
OG0003247	XP_025986583.1	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1
OG0003248	XP_025991288.1	XP_029037439.1
OG0003249	XP_039314530.1, XP_025996638.1	XP_029052520.1
OG0003250	XP_011161724.2	XP_029047646.1, XP_029047645.1
OG0003251	XP_011158864.1	XP_029048284.1, XP_029048287.1
OG0003252	XP_039312693.1	XP_029037353.1
OG0003253	XP_011168346.1, XP_039314819.1, XP_011159610.1, XP_011160224.1, XP_011160228.1, XP_011160226.1, XP_011160926.1	XP_029035034.1
OG0003254	XP_011174028.2	XP_029035417.1
OG0003255	XP_039308739.1	XP_029047718.1
OG0003256	XP_011176342.1	XP_029051895.1
OG0003257	XP_011156933.1	XP_029038093.1
OG0003259	XP_025988938.1	XP_029047129.1
OG0003261	XP_011157006.1	XP_029048332.1, XP_029048333.1, XP_029048334.1
OG0003262	XP_011171067.1	XP_029035374.1
OG0003263	XP_011167836.1	XP_029054423.1
OG0003264	XP_025995982.1	XP_029045347.1
OG0003265	XP_039315589.1	XP_029039951.1
OG0003266	XP_011173431.1	XP_029046470.1
OG0003267	XP_025996392.1	XP_029046714.1
OG0003268	XP_011164301.1	XP_029048629.1
OG0003269	XP_011156398.1	XP_029050920.1, XP_029050919.1
OG0003270	XP_011165014.1	XP_029037692.1
OG0003271	XP_039313673.1, XP_025995311.1, XP_011165215.1	XP_029038145.1
OG0003272	XP_011163847.1	XP_029040648.1
OG0003273	XP_011157132.1	XP_029042610.1
OG0003274	XP_011159704.1	XP_029041322.1
OG0003275	XP_011164867.1	XP_029052812.1
OG0003276	XP_011167156.1	XP_029054506.1
OG0003277	XP_011169832.1, XP_011169831.1	XP_029054757.1
OG0003279	XP_039311013.1	XP_029055244.1
OG0003280	XP_011176183.1, XP_011176184.1	XP_029046450.1
OG0003281	XP_025990437.1, XP_025990438.1	XP_029036171.1
OG0003282	XP_011157544.2	XP_029035415.1
OG0003284	XP_011171593.1	XP_029032193.1
OG0003285	XP_011163555.3	XP_029031846.1
OG0003286	XP_011172787.1	XP_029041147.1, XP_029041148.1
OG0003287	XP_011170207.1	XP_029032547.1
OG0003288	XP_025988793.1, XP_011170547.1, XP_011170556.1	XP_029046057.1
OG0003289	XP_011172029.1	XP_029044281.1, XP_029044280.1
OG0003290	XP_025995658.1	XP_029048082.1
OG0003291	XP_039309531.1	XP_029052841.1, XP_029052840.1
OG0003292	XP_011160448.1	XP_029035285.1
OG0003293	XP_011170009.2	XP_029052560.1
OG0003294	XP_011158205.1	XP_029053223.1
OG0003295	XP_025996047.1	XP_029032302.1
OG0003296	XP_025994378.1, XP_025994380.1, XP_025994379.1	XP_029051095.1
OG0003297	XP_011159799.1	XP_029035216.1
OG0003298	XP_011166722.1	XP_029053000.1, XP_029052794.1
OG0003299	XP_011173483.1	XP_029034601.1
OG0003300	XP_025987586.1	XP_029047910.1
OG0003301	XP_011164776.1	XP_029037785.1
OG0003302	XP_011158512.1	XP_029039151.1
OG0003303	XP_011171925.2	XP_029034634.1
OG0003304	XP_039311949.1, XP_011168580.2	XP_029036018.1
OG0003305	XP_011175834.3	XP_029052320.1
OG0003306	XP_011172126.1	XP_029032028.1, XP_029032030.1, XP_029032029.1
OG0003307	XP_011167011.1	XP_029034485.1, XP_029034484.1
OG0003308	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1	XP_029045175.1
OG0003309	XP_011168906.2	XP_029044808.1
OG0003310	XP_011165498.1	XP_029048797.1
OG0003311	XP_011163861.1, XP_011163860.1	XP_029040595.1
OG0003312	XP_025988808.1, XP_011170268.1	XP_029035200.1, XP_029035199.1
OG0003313	XP_011161540.1	XP_029044498.1
OG0003314	XP_011164791.1	XP_029048944.1, XP_029048945.1
OG0003315	XP_011160270.1, XP_011160269.1	XP_029044488.1
OG0003316	XP_025993577.1, XP_025993576.1	XP_029053558.1
OG0003317	XP_011160844.1	XP_029035363.1
OG0003318	XP_011157698.2	XP_029038653.1
OG0003319	XP_011175694.2	XP_029050448.1
OG0003320	XP_011163537.1, XP_039311668.1	XP_029033496.1, XP_029033717.1
OG0003321	XP_011176131.2	XP_029050230.1
OG0003322	XP_011161126.1	XP_029052261.1
OG0003323	XP_011161263.2	XP_029051429.1
OG0003324	XP_039313713.1, XP_011155365.1, XP_011155364.1	XP_029038826.1
OG0003325	XP_011158710.2	XP_029041517.1, XP_029041516.1
OG0003326	XP_039302623.1, XP_011172122.2	XP_029056574.1, XP_029056577.1
OG0003327	XP_011175417.1	XP_029050085.1
OG0003328	XP_011163393.1, XP_039313875.1	XP_029041663.1
OG0003329	XP_011169377.1, XP_039315222.1, XP_039313735.1	XP_029044788.1
OG0003330	XP_011167875.2	XP_029036803.1
OG0003331	XP_011159846.2	XP_029033364.1
OG0003332	XP_039315206.1, XP_011172012.1	XP_029046348.1
OG0003333	XP_011158520.1	XP_029055496.1, XP_029055495.1
OG0003334	XP_011169583.1	XP_029033543.1, XP_029033589.1
OG0003335	XP_011157678.1	XP_029056186.1, XP_029056228.1
OG0003336	XP_039303355.1, XP_039303356.1	XP_029042215.1
OG0003337	XP_011156887.1	XP_029050587.1
OG0003339	XP_025985974.1	XP_029042220.1
OG0003340	XP_011172624.2, XP_011172620.2, XP_011172613.2	XP_029037316.1
OG0003341	XP_011165296.1	XP_029038966.1
OG0003342	XP_011174123.2	XP_029050676.1
OG0003343	XP_011163557.1	XP_029034663.1
OG0003344	XP_011159547.2	XP_029043012.1
OG0003345	XP_011168568.1	XP_029035391.1
OG0003346	XP_011155405.1, XP_011155404.1	XP_029049067.1
OG0003347	XP_011170910.2	XP_029035569.1
OG0003348	XP_011176150.1	XP_029040050.1
OG0003349	XP_011172402.1, XP_011172401.1	XP_029032389.1
OG0003350	XP_011160433.1	XP_029036585.1
OG0003351	XP_011169159.1	XP_029039916.1
OG0003352	XP_011167129.1	XP_029041802.1
OG0003353	XP_011157096.2	XP_029038858.1
OG0003354	XP_011159300.1	XP_029051451.1, XP_029051452.1
OG0003355	XP_011156616.1	XP_029047904.1
OG0003356	XP_025995418.1, XP_039313829.1	XP_029042332.1
OG0003357	XP_011159385.1	XP_029042160.1, XP_029042159.1, XP_029042161.1
OG0003358	XP_011170985.1	XP_029037192.1
OG0003359	XP_011160721.2, XP_039302017.1, XP_039302016.1, XP_011160722.2	XP_029046813.1
OG0003360	XP_011169214.1	XP_029040736.1
OG0003361	XP_011163184.1	XP_029046037.1
OG0003362	XP_011176208.1	XP_029046598.1
OG0003363	XP_011171184.1	XP_029055965.1
OG0003364	XP_011171477.2	XP_029033667.1, XP_029033653.1
OG0003365	XP_011155996.2	XP_029032875.1
OG0003366	XP_011166272.1	XP_029038911.1
OG0003367	XP_011160030.1	XP_029040856.1
OG0003368	XP_025993586.2	XP_029044894.1, XP_029044895.1
OG0003369	XP_025995082.1	XP_029048230.1
OG0003370	XP_039305562.1	XP_029043219.1
OG0003371	XP_011168317.1	XP_029052395.1
OG0003372	XP_011170932.2	XP_029050084.1
OG0003374	XP_011170848.1	XP_029045729.1
OG0003376	XP_011158846.1	XP_029056600.1
OG0003377	XP_039312150.1, XP_011157899.1	XP_029050104.1, XP_029050105.1, XP_029050103.1
OG0003378	XP_011158424.1	XP_029042285.1
OG0003379	XP_011164032.1	XP_029036150.1
OG0003380	XP_011159525.1, XP_011159526.1	XP_029042313.1
OG0003381	XP_011170706.1	XP_029041619.1
OG0003382	XP_011170060.1	XP_029034722.1
OG0003383	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1	XP_029043499.1
OG0003384	XP_025993031.2	XP_029049954.1
OG0003385	XP_011167382.1	XP_029054431.1, XP_029054430.1
OG0003387	XP_011158923.1	XP_029048290.1, XP_029048291.1
OG0003388	XP_011164028.1	XP_029036165.1
OG0003389	XP_039308685.1	XP_029051039.1
OG0003390	XP_011170765.1, XP_025989977.1	XP_029049410.1
OG0003391	XP_025987860.2	XP_029043496.1
OG0003392	XP_025991945.2	XP_029044440.1
OG0003393	XP_011175706.1	XP_029049037.1
OG0003394	XP_011168554.1	XP_029037115.1
OG0003395	XP_011162479.1	XP_029053530.1
OG0003396	XP_011164775.1	XP_029036114.1
OG0003397	XP_039310081.1	XP_029033195.1, XP_029033196.1, XP_029033198.1
OG0003398	XP_039312685.1	XP_029038578.1
OG0003399	XP_011172373.2	XP_029046707.1, XP_029046708.1
OG0003400	XP_011167556.3	XP_029049576.1, XP_029049578.1
OG0003401	XP_011159605.1	XP_029042661.1, XP_029042975.1
OG0003402	XP_011158523.1	XP_029045389.1
OG0003403	XP_011173152.1	XP_029042641.1
OG0003404	XP_039315476.1	XP_029040631.1
OG0003405	XP_025996980.1	XP_029056612.1
OG0003406	XP_039305644.1, XP_039305639.1	XP_029042933.1
OG0003407	XP_011162767.2	XP_029039187.1
OG0003408	XP_025988007.1	XP_029046668.1
OG0003409	XP_011168025.1	XP_029043123.1, XP_029043124.1, XP_029043121.1
OG0003410	XP_011169045.1	XP_029056641.1
OG0003411	XP_011169030.1	XP_029037879.1
OG0003412	XP_011166294.1	XP_029032286.1
OG0003413	XP_039302638.1	XP_029031964.1
OG0003414	XP_011161029.1	XP_029045129.1
OG0003415	XP_011175488.1	XP_029050165.1, XP_029050164.1
OG0003416	XP_011166755.1	XP_029037591.1
OG0003417	XP_039304476.1, XP_039304478.1	XP_029046999.1
OG0003418	XP_011167758.1	XP_029049565.1, XP_029033852.1
OG0003419	XP_025996837.1	XP_029046573.1
OG0003420	XP_011169674.1	XP_029043138.1
OG0003421	XP_011175711.1	XP_029044588.1
OG0003422	XP_011155644.1, XP_039302694.1	XP_029055854.1
OG0003423	XP_011159326.2	XP_029047612.1
OG0003424	XP_011159090.1	XP_029053563.1
OG0003425	XP_011163075.1	XP_029042007.1, XP_029042151.1
OG0003426	XP_025988070.1, XP_025988071.1	XP_029045305.1
OG0003427	XP_011163689.1	XP_029040077.1
OG0003428	XP_011167947.1	XP_029049838.1
OG0003429	XP_025995548.1	XP_029046753.1
OG0003431	XP_011172180.1, XP_039303289.1	XP_029050497.1
OG0003432	XP_025992649.1, XP_011161779.1, XP_039303580.1	XP_029047036.1, XP_029047037.1
OG0003433	XP_011159440.1	XP_029038360.1
OG0003434	XP_011176144.1, XP_011176143.1, XP_025989940.1	XP_029053207.1
OG0003435	XP_011163900.2	XP_029032618.1
OG0003436	XP_011168469.2	XP_029042305.1, XP_029042306.1, XP_029042307.1
OG0003437	XP_011157667.1	XP_029038276.1
OG0003438	XP_011155524.2	XP_029042089.1
OG0003439	XP_025994536.1	XP_029044304.1
OG0003442	XP_039312379.1	XP_029035401.1
OG0003444	XP_025987672.2	XP_029042597.1
OG0003445	XP_039302293.1	XP_029056667.1, XP_029056668.1, XP_029056665.1
OG0003446	XP_011155390.1	XP_029043021.1
OG0003447	XP_039306897.1, XP_011172830.1	XP_029041836.1
OG0003448	XP_011168417.2, XP_039309237.1	XP_029048490.1
OG0003449	XP_011160159.1	XP_029032207.1
OG0003450	XP_011155610.2	XP_029047164.1
OG0003451	XP_011172134.1	XP_029056659.1, XP_029056658.1
OG0003452	XP_011156026.1	XP_029041410.1
OG0003453	XP_039315183.1	XP_029048340.1
OG0003454	XP_025989605.1, XP_039302364.1, XP_011172810.1	XP_029043389.1
OG0003455	XP_011168917.1	XP_029053172.1
OG0003456	XP_011162716.1	XP_029056647.1
OG0003457	XP_011166944.1	XP_029043744.1, XP_029043753.1, XP_029043792.1, XP_029043800.1
OG0003458	XP_025995460.1	XP_029045887.1
OG0003459	XP_011161898.1	XP_029036685.1
OG0003460	XP_011162632.1	XP_029043069.1
OG0003461	XP_025991213.1	XP_029039230.1
OG0003462	XP_025993799.2	XP_029037318.1
OG0003463	XP_011160595.1	XP_029051132.1
OG0003464	XP_011165321.1	XP_029050921.1
OG0003465	XP_011173159.1	XP_029050962.1
OG0003466	XP_011172223.1	XP_029050760.1
OG0003467	XP_025987392.1	XP_029040971.1
OG0003468	XP_011165989.2, XP_011165988.2, XP_011165986.2	XP_029033250.1
OG0003469	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1	XP_029036400.1, XP_029036399.1
OG0003470	XP_025990345.2, XP_039308816.1	XP_029036740.1
OG0003471	XP_039308449.1	XP_029051817.1
OG0003472	XP_025995638.1	XP_029052695.1, XP_029052694.1
OG0003473	XP_011162299.1	XP_029037455.1
OG0003474	XP_011167328.1	XP_029034533.1, XP_029034532.1
OG0003475	XP_011166400.1	XP_029051935.1, XP_029051934.1
OG0003476	XP_025991918.2	XP_029037011.1
OG0003477	XP_011161639.1	XP_029044568.1
OG0003478	XP_039301857.1	XP_029051529.1, XP_029051528.1
OG0003479	XP_039304625.1	XP_029052454.1
OG0003480	XP_011163009.2	XP_029032427.1
OG0003481	XP_011168227.1	XP_029033541.1, XP_029033587.1
OG0003482	XP_039308503.1	XP_029039590.1
OG0003483	XP_011167627.1	XP_029042094.1, XP_029042095.1
OG0003484	XP_011175536.1	XP_029044592.1, XP_029044434.1
OG0003485	XP_011160665.1	XP_029036663.1
OG0003486	XP_011176014.1	XP_029052035.1
OG0003487	XP_039312962.1	XP_029047146.1, XP_029047145.1, XP_029047144.1
OG0003488	XP_011172280.1, XP_011172281.1	XP_029048676.1
OG0003489	XP_011171151.1	XP_029038073.1
OG0003490	XP_011157908.1	XP_029051539.1
OG0003491	XP_025988848.1	XP_029036010.1
OG0003492	XP_011162771.1	XP_029051632.1
OG0003493	XP_011168044.1	XP_029049059.1
OG0003494	XP_039309299.1, XP_039309208.1	XP_029055627.1
OG0003495	XP_011174335.1	XP_029036729.1
OG0003496	XP_025993632.2	XP_029055472.1
OG0003497	XP_011156399.1	XP_029050947.1
OG0003498	XP_011165874.1	XP_029037893.1
OG0003499	XP_039310463.1	XP_029031928.1, XP_029031924.1
OG0003500	XP_039305410.1	XP_029044902.1
OG0003501	XP_011160315.1	XP_029044584.1
OG0003502	XP_011173216.1	XP_029032336.1, XP_029032335.1
OG0003503	XP_011158197.1	XP_029037270.1
OG0003504	XP_039305633.1	XP_029045154.1, XP_029045152.1, XP_029045153.1
OG0003506	XP_011161084.2	XP_029032145.1, XP_029032144.1
OG0003507	XP_011161240.1	XP_029043320.1
OG0003508	XP_011161847.2	XP_029042677.1
OG0003509	XP_011158892.1, XP_039304838.1	XP_029054957.1
OG0003510	XP_039307343.1, XP_039307345.1, XP_039307346.1	XP_029038078.1
OG0003511	XP_011159681.1, XP_011159682.1	XP_029048378.1
OG0003512	XP_011163532.1, XP_039302069.1, XP_039302070.1	XP_029048458.1
OG0003513	XP_025993404.1	XP_029050542.1
OG0003514	XP_011172359.1	XP_029038280.1
OG0003515	XP_025994886.1	XP_029045469.1
OG0003516	XP_011157782.1	XP_029037425.1
OG0003517	XP_011157243.1	XP_029050194.1, XP_029050195.1
OG0003518	XP_025993845.1	XP_029049745.1
OG0003519	XP_011157485.2	XP_029033420.1, XP_029033422.1, XP_029033421.1
OG0003520	XP_025987458.1	XP_029040591.1, XP_029040592.1
OG0003521	XP_025994590.1	XP_029044152.1
OG0003522	XP_011170188.1	XP_029041082.1
OG0003523	XP_011159133.3	XP_029043140.1
OG0003524	XP_011159594.2	XP_029047088.1
OG0003525	XP_011157508.1	XP_029050675.1
OG0003526	XP_025994120.1, XP_011176200.1	XP_029043342.1
OG0003527	XP_011164994.2	XP_029035651.1
OG0003528	XP_025994598.1	XP_029039168.1, XP_029039165.1, XP_029039167.1
OG0003529	XP_011157905.1	XP_029047615.1
OG0003530	XP_011164666.1	XP_029045974.1
OG0003531	XP_011158045.1, XP_011158046.1	XP_029049212.1, XP_029049213.1, XP_029049214.1
OG0003532	XP_011175391.1	XP_029033200.1
OG0003533	XP_011166923.1, XP_039315583.1, XP_011166924.1	XP_029044696.1
OG0003534	XP_025993470.2	XP_029034796.1
OG0003535	XP_025996198.1	XP_029053576.1
OG0003536	XP_011161902.1	XP_029039227.1
OG0003537	XP_039309256.1	XP_029042582.1
OG0003538	XP_011168937.1	XP_029038714.1
OG0003539	XP_039308016.1	XP_029050922.1
OG0003540	XP_011170944.1	XP_029039326.1
OG0003541	XP_025989874.2, XP_025989876.2	XP_029049663.1
OG0003542	XP_011165946.1, XP_039311669.1	XP_029046860.1
OG0003543	XP_011158692.1	XP_029053894.1
OG0003544	XP_011169534.1, XP_025992037.1	XP_029056166.1
OG0003545	XP_025990427.1	XP_029045000.1
OG0003546	XP_025993446.1	XP_029048475.1
OG0003547	XP_011158646.1	XP_029041583.1
OG0003548	XP_025988074.1	XP_029055350.1
OG0003549	XP_011169642.1, XP_025986961.1	XP_029040522.1
OG0003550	XP_011162120.1, XP_011162121.1	XP_029046808.1
OG0003551	XP_039301798.1	XP_029039107.1
OG0003552	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2	XP_029052043.1
OG0003553	XP_011161755.2	XP_029047687.1
OG0003554	XP_039308532.1	XP_029035150.1
OG0003555	XP_025995357.2	XP_029051744.1
OG0003556	XP_025993106.2	XP_029033379.1, XP_029033381.1, XP_029033380.1
OG0003557	XP_011164774.2	XP_029043815.1
OG0003558	XP_039309560.1	XP_029049115.1
OG0003559	XP_025986435.1	XP_029054242.1
OG0003560	XP_025988610.2	XP_029044371.1, XP_029044373.1, XP_029044372.1
OG0003561	XP_011160851.1, XP_011160852.1	XP_029049845.1
OG0003562	XP_011155379.1	XP_029050981.1
OG0003563	XP_039310060.1	XP_029050862.1
OG0003564	XP_011167702.1	XP_029049257.1
OG0003565	XP_011156156.1	XP_029053084.1
OG0003566	XP_039315677.1	XP_029037639.1
OG0003567	XP_011172274.1	XP_029053030.1
OG0003568	XP_039312274.1	XP_029035465.1
OG0003569	XP_039312335.1	XP_029035484.1
OG0003570	XP_025991364.2	XP_029037502.1
OG0003571	XP_011164706.1	XP_029034698.1
OG0003572	XP_011166886.1	XP_029036929.1
OG0003573	XP_025994936.2	XP_029045591.1
OG0003574	XP_011156360.1	XP_029043232.1
OG0003575	XP_011168569.1, XP_039308668.1	XP_029052249.1
OG0003576	XP_011168218.1	XP_029033531.1
OG0003577	XP_011160828.1	XP_029040474.1, XP_029040475.1
OG0003578	XP_011164006.1	XP_029032092.1, XP_029032091.1
OG0003579	XP_011158500.2	XP_029044922.1
OG0003580	XP_025996659.1	XP_029051265.1
OG0003581	XP_025992672.1	XP_029052703.1, XP_029052912.1, XP_029052922.1, XP_029052693.1
OG0003582	XP_025986840.2	XP_029036310.1
OG0003583	XP_011170583.1	XP_029033066.1
OG0003584	XP_011164677.1	XP_029047047.1
OG0003585	XP_039312321.1, XP_039312320.1, XP_039312319.1	XP_029044158.1
OG0003586	XP_011158129.1	XP_029035524.1, XP_029035523.1, XP_029035525.1
OG0003587	XP_011169932.2	XP_029039212.1
OG0003588	XP_011159472.1	XP_029055824.1
OG0003589	XP_025989716.1	XP_029040951.1
OG0003591	XP_011161385.1	XP_029033068.1
OG0003592	XP_025996466.1	XP_029043985.1
OG0003593	XP_039301872.1	XP_029056066.1
OG0003595	XP_011169380.1	XP_029056349.1, XP_029056350.1, XP_029056351.1
OG0003596	XP_025992260.1	XP_029041095.1
OG0003597	XP_025991864.1	XP_029032907.1
OG0003598	XP_011165034.1, XP_025992827.1	XP_029038696.1
OG0003599	XP_011161508.1	XP_029052931.1
OG0003600	XP_025993030.2	XP_029055607.1
OG0003601	XP_011172202.1	XP_029048739.1, XP_029048740.1, XP_029048741.1
OG0003602	XP_025994604.1	XP_029044539.1
OG0003603	XP_011169059.2	XP_029049784.1, XP_029049783.1, XP_029049785.1
OG0003604	XP_039315300.1, XP_011161130.2	XP_029040234.1
OG0003605	XP_039306480.1	XP_029046902.1
OG0003606	XP_011155340.1	XP_029039741.1
OG0003607	XP_039314608.1	XP_029047478.1
OG0003608	XP_039305257.1	XP_029035906.1
OG0003609	XP_039303759.1, XP_011159275.2	XP_029041846.1, XP_029041569.1, XP_029041559.1, XP_029041838.1
OG0003610	XP_011175415.1	XP_029052676.1
OG0003611	XP_011174238.1	XP_029048850.1
OG0003613	XP_011168513.1	XP_029046130.1, XP_029046129.1
OG0003614	XP_011165980.2	XP_029033772.1
OG0003615	XP_011155661.1	XP_029042200.1
OG0003616	XP_011173105.1, XP_039303022.1	XP_029044884.1
OG0003617	XP_039308360.1	XP_029049956.1
OG0003618	XP_011167752.1	XP_029049323.1
OG0003619	XP_025996652.1	XP_029039834.1
OG0003620	XP_011173558.2	XP_029034042.1
OG0003621	XP_011167271.2	XP_029051490.1
OG0003622	XP_025993016.2	XP_029050716.1
OG0003623	XP_011166561.2	XP_029032666.1
OG0003624	XP_011173629.1	XP_029047684.1
OG0003625	XP_039310576.1	XP_029045419.1
OG0003626	XP_039314948.1	XP_029052789.1
OG0003627	XP_011163417.2	XP_029044216.1
OG0003628	XP_011166426.1	XP_029051667.1
OG0003629	XP_011166897.1, XP_011166898.1	XP_029039549.1
OG0003630	XP_025986522.1	XP_029042207.1, XP_029042213.1
OG0003631	XP_011157082.3	XP_029052685.1
OG0003632	XP_025992165.2	XP_029037867.1
OG0003633	XP_025987589.2	XP_029046939.1, XP_029046942.1, XP_029046931.1, XP_029046952.1
OG0003634	XP_011175272.2, XP_039306541.1, XP_011175269.2	XP_029054210.1
OG0003635	XP_039314897.1	XP_029050430.1, XP_029050427.1
OG0003636	XP_025986658.2	XP_029049263.1
OG0003637	XP_039305221.1	XP_029041602.1
OG0003638	XP_025985884.1	XP_029034461.1
OG0003639	XP_011167928.1	XP_029035387.1
OG0003640	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1	XP_029049160.1
OG0003641	XP_025988954.1	XP_029052298.1
OG0003642	XP_039313749.1	XP_029033432.1, XP_029033438.1
OG0003643	XP_011157048.2	XP_029050373.1
OG0003644	XP_011161160.1	XP_029039222.1
OG0003645	XP_039312324.1	XP_029047174.1
OG0003646	XP_039305230.1	XP_029037749.1
OG0003647	XP_025996645.2	XP_029039438.1
OG0003648	XP_011166759.1	XP_029037405.1
OG0003649	XP_011170222.1	XP_029052228.1
OG0003650	XP_039312443.1	XP_029033875.1
OG0003651	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1	XP_029036425.1
OG0003652	XP_011158767.1	XP_029054464.1
OG0003653	XP_011167346.2	XP_029050212.1
OG0003654	XP_039302559.1	XP_029054720.1
OG0003656	XP_011159123.2	XP_029033884.1, XP_029033883.1
OG0003657	XP_039308354.1	XP_029045275.1
OG0003658	XP_011155629.1, XP_011155630.1, XP_039302693.1	XP_029051922.1
OG0003660	XP_011176058.1, XP_039312999.1	XP_029040542.1, XP_029040544.1
OG0003661	XP_011170494.3	XP_029047840.1, XP_029047839.1, XP_029047837.1, XP_029047838.1
OG0003662	XP_011175688.1	XP_029050445.1, XP_029050446.1, XP_029050444.1
