Orthogroup	Solenopsis_invicta	Habropoda_laboriosa
OG0004010	XP_011166009.1	XP_017792931.1
OG0004011	XP_011164190.1	XP_017791895.1
OG0004012	XP_025996424.2, XP_039307838.1	XP_017798937.1
OG0004013	XP_025997264.2	XP_017787781.1
OG0004014	XP_025995379.2	XP_017787526.1
OG0004015	XP_025989603.1	XP_017792666.1
OG0004016	XP_011160976.2	XP_017793296.1
OG0004017	XP_025986525.1	XP_017794723.1
OG0004018	XP_011157242.1, XP_025995061.1	XP_017793375.1
OG0004019	XP_011161528.1	XP_017795567.1
OG0004020	XP_011166363.1	XP_017794385.1
OG0004021	XP_039313089.1, XP_039313090.1, XP_025995783.1	XP_017790907.1
OG0004022	XP_011171815.1	XP_017791746.1
OG0004023	XP_011162975.1, XP_011162974.1	XP_017794621.1
OG0004025	XP_011164271.1	XP_017798450.1
OG0004026	XP_025990012.1	XP_017796786.1, XP_017793780.1
OG0004027	XP_011164751.3	XP_017796859.1
OG0004028	XP_025991781.2	XP_017789939.1
OG0004029	XP_011160784.1	XP_017792769.1
OG0004030	XP_011170043.1	XP_017797728.1
OG0004031	XP_011158780.1	XP_017795977.1
OG0004032	XP_011165363.2	XP_017799055.1
OG0004033	XP_039307474.1	XP_017789365.1
OG0004034	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1	XP_017797790.1
OG0004035	XP_011155615.1	XP_017794009.1, XP_017794008.1, XP_017794005.1, XP_017794007.1, XP_017794010.1
OG0004036	XP_011158733.3	XP_017790559.1
OG0004037	XP_011170260.1, XP_039314275.1	XP_017791010.1
OG0004038	XP_011176152.1	XP_017791257.1, XP_017791256.1
OG0004040	XP_011174172.2	XP_017787723.1
OG0004041	XP_011176199.1	XP_017797680.1
OG0004042	XP_025989619.2	XP_017797986.1
OG0004043	XP_011163010.1	XP_017790582.1
OG0004044	XP_039305638.1, XP_039305637.1	XP_017797215.1
OG0004045	XP_011164711.1	XP_017787357.1
OG0004046	XP_039302056.1	XP_017789021.1
OG0004047	XP_039313211.1, XP_025995715.1	XP_017789163.1
OG0004048	XP_011160967.1	XP_017789695.1
OG0004049	XP_011164527.2	XP_017788051.1
OG0004050	XP_011167831.1	XP_017794825.1
OG0004051	XP_011165647.1	XP_017798241.1
OG0004052	XP_039315146.1	XP_017796666.1
OG0004053	XP_011159339.2	XP_017792574.1
OG0004054	XP_025988227.1, XP_025988226.1	XP_017794880.1
OG0004055	XP_011163549.1	XP_017789537.1
OG0004056	XP_011166280.2	XP_017790728.1
OG0004058	XP_011169619.1	XP_017796653.1
OG0004059	XP_011157452.1	XP_017794559.1
OG0004060	XP_025991675.1	XP_017791932.1
OG0004061	XP_011168657.1	XP_017795766.1
OG0004062	XP_025990409.1	XP_017794127.1
OG0004063	XP_011159313.1, XP_039304238.1	XP_017788374.1
OG0004064	XP_011164224.2	XP_017790498.1
OG0004065	XP_011165116.3	XP_017793919.1
OG0004066	XP_011161434.1, XP_039310940.1	XP_017788888.1
OG0004067	XP_025987207.2	XP_017796967.1
OG0004068	XP_039308564.1	XP_017793000.1
OG0004069	XP_011155411.1	XP_017792780.1
OG0004070	XP_025993491.2	XP_017792645.1
OG0004071	XP_025988101.1	XP_017797701.1
OG0004072	XP_011165270.1	XP_017797816.1
OG0004073	XP_011168263.1	XP_017798270.1
OG0004074	XP_011169219.1	XP_017788336.1
OG0004075	XP_011175194.1	XP_017798784.1
OG0004076	XP_011170411.1	XP_017793456.1
OG0004077	XP_011159212.1	XP_017793525.1
OG0004078	XP_011155720.1	XP_017794813.1
OG0004079	XP_025996144.1, XP_039302042.1	XP_017790442.1
OG0004080	XP_011159852.1	XP_017788410.1
OG0004081	XP_011169144.2, XP_011169139.2	XP_017793387.1
OG0004082	XP_011162090.2	XP_017794986.1
OG0004083	XP_039309612.1	XP_017797784.1
OG0004084	XP_039314572.1	XP_017795893.1
OG0004085	XP_011161228.1	XP_017793958.1
OG0004086	XP_011174364.1	XP_017796600.1
OG0004087	XP_025995637.1	XP_017790703.1
OG0004088	XP_011169452.1	XP_017796853.1
OG0004089	XP_011168660.2	XP_017796106.1
OG0004090	XP_011162348.1	XP_017789932.1
OG0004091	XP_039309999.1	XP_017797831.1, XP_017797832.1
OG0004093	XP_025995055.1, XP_025995058.1	XP_017792992.1
OG0004094	XP_011169405.1	XP_017794240.1
OG0004095	XP_011169035.1	XP_017799180.1
OG0004096	XP_025993161.1, XP_011155807.2	XP_017794472.1
OG0004097	XP_011166008.1	XP_017792361.1
OG0004098	XP_011155347.1	XP_017798143.1
OG0004099	XP_011165675.1	XP_017797181.1
OG0004100	XP_011156672.1	XP_017792843.1
OG0004101	XP_011166845.1	XP_017793188.1
OG0004102	XP_011170924.1	XP_017791743.1
OG0004103	XP_039313925.1	XP_017794097.1
OG0004104	XP_039302709.1	XP_017797516.1
OG0004105	XP_025990046.2	XP_017792783.1
OG0004106	XP_011163995.1	XP_017790367.1
OG0004107	XP_011165569.2	XP_017799242.1
OG0004110	XP_025996654.1	XP_017793593.1
OG0004111	XP_011156109.1	XP_017797512.1, XP_017797513.1, XP_017797514.1
OG0004112	XP_039303941.1, XP_011168726.1	XP_017790242.1
OG0004113	XP_011158698.1	XP_017796552.1
OG0004114	XP_011160769.1	XP_017793906.1
OG0004116	XP_025990961.2	XP_017797700.1
OG0004117	XP_011175564.1, XP_011175562.1	XP_017797604.1
OG0004119	XP_039310397.1	XP_017790395.1
OG0004120	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1	XP_017793682.1
OG0004122	XP_039309149.1	XP_017795299.1
OG0004123	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1	XP_017794539.1
OG0004124	XP_025987768.1	XP_017794308.1
OG0004125	XP_011156216.1	XP_017790326.1
OG0004126	XP_025991158.1	XP_017797151.1, XP_017798536.1
OG0004127	XP_011159087.1	XP_017792023.1
OG0004128	XP_039307630.1	XP_017790508.1
OG0004129	XP_039313342.1	XP_017794034.1
OG0004131	XP_039304436.1	XP_017787362.1
OG0004132	XP_039309364.1	XP_017793645.1
OG0004133	XP_011167669.2, XP_011167668.2, XP_039312294.1	XP_017795580.1
OG0004134	XP_039302704.1	XP_017797526.1
OG0004135	XP_025993061.1, XP_025993060.1	XP_017792053.1
OG0004136	XP_011156695.1, XP_025991198.1	XP_017787605.1
OG0004137	XP_025990944.2	XP_017791865.1
OG0004138	XP_011160097.1	XP_017794202.1
OG0004139	XP_011157272.1	XP_017797800.1
OG0004140	XP_011171059.1	XP_017799280.1
OG0004141	XP_011164745.1	XP_017794885.1
OG0004142	XP_039305779.1	XP_017796537.1
OG0004143	XP_011168220.1	XP_017789290.1
OG0004144	XP_011163595.1	XP_017797172.1
OG0004145	XP_011155467.2	XP_017790707.1
OG0004146	XP_011166259.1	XP_017791610.1
OG0004147	XP_025985975.1	XP_017797933.1
OG0004148	XP_039305262.1	XP_017792970.1
OG0004149	XP_039308369.1	XP_017789538.1
OG0004150	XP_011162070.1	XP_017789576.1
OG0004151	XP_039311368.1	XP_017790228.1
OG0004153	XP_025988502.2, XP_039304668.1	XP_017790645.1
OG0004154	XP_039303630.1	XP_017796423.1
OG0004155	XP_025991666.2	XP_017788557.1
OG0004156	XP_039315116.1, XP_011164617.2	XP_017795889.1, XP_017795888.1
OG0004158	XP_025993420.1	XP_017789961.1
OG0004159	XP_011175964.1, XP_011175965.1, XP_011175966.1	XP_017795400.1
OG0004160	XP_025985805.1, XP_039308353.1	XP_017789542.1
OG0004161	XP_011171747.1	XP_017795723.1
OG0004162	XP_025993897.1	XP_017790237.1
OG0004163	XP_025993169.1	XP_017796392.1
OG0004164	XP_039312197.1, XP_025989186.1	XP_017792518.1
OG0004165	XP_039311362.1	XP_017789317.1, XP_017789316.1
OG0004166	XP_011168788.1, XP_039310560.1	XP_017789510.1
OG0004167	XP_011176278.2	XP_017797865.1
OG0004168	XP_011159318.1	XP_017788879.1
OG0004169	XP_011160718.1	XP_017789121.1
OG0004170	XP_039303123.1	XP_017790014.1
OG0004171	XP_039311461.1	XP_017789346.1
OG0004172	XP_039303357.1	XP_017796025.1
OG0004173	XP_039309853.1	XP_017787792.1
OG0004174	XP_039302753.1	XP_017788547.1
OG0004175	XP_011169285.2	XP_017787882.1
OG0004176	XP_011170037.2	XP_017790830.1, XP_017790829.1
OG0004177	XP_011168778.1	XP_017789450.1
OG0004178	XP_025992042.2	XP_017790321.1
OG0004179	XP_011170336.1, XP_025992578.1, XP_025992577.1	XP_017794720.1
OG0004180	XP_011158747.1	XP_017795978.1
OG0004181	XP_039312215.1, XP_039312049.1	XP_017795258.1
OG0004182	XP_039313964.1	XP_017792882.1
OG0004183	XP_011157967.1	XP_017792318.1
OG0004184	XP_039310820.1	XP_017792928.1
OG0004185	XP_011156842.1	XP_017791438.1
OG0004186	XP_039308206.1	XP_017799032.1
OG0004187	XP_011164732.1	XP_017798280.1
OG0004188	XP_011175685.1	XP_017789174.1
OG0004190	XP_011164892.1, XP_039303349.1	XP_017787494.1
OG0004191	XP_011159286.1	XP_017795439.1
OG0004192	XP_011168000.1	XP_017788714.1
OG0004193	XP_025989345.1	XP_017795960.1
OG0004194	XP_011158897.1	XP_017788119.1
OG0004195	XP_011170586.1	XP_017796147.1
OG0004196	XP_011166763.1	XP_017793260.1
OG0004197	XP_011171734.2	XP_017791261.1
OG0004198	XP_011160987.1	XP_017787648.1, XP_017787647.1
OG0004199	XP_039310623.1, XP_039310624.1, XP_025987405.1	XP_017790060.1
OG0004201	XP_039312011.1, XP_039312010.1	XP_017791626.1
OG0004202	XP_011156210.1	XP_017792350.1
OG0004203	XP_011166503.2	XP_017795413.1
OG0004204	XP_011166358.2	XP_017787372.1
OG0004205	XP_011161896.1	XP_017799600.1
OG0004206	XP_039309415.1, XP_011157038.1	XP_017788954.1
OG0004207	XP_011175161.1	XP_017796098.1
OG0004209	XP_025992085.1, XP_025992086.1	XP_017798977.1
OG0004210	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2	XP_017791918.1
OG0004211	XP_011173627.2	XP_017795120.1
OG0004212	XP_025994561.1	XP_017792104.1
OG0004213	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1	XP_017790817.1
OG0004214	XP_011158629.1	XP_017791457.1
OG0004215	XP_011160562.1	XP_017789804.1, XP_017789813.1
OG0004216	XP_039312904.1	XP_017798824.1
OG0004217	XP_011175532.1	XP_017797639.1
OG0004218	XP_039303362.1, XP_039303359.1	XP_017798967.1
OG0004219	XP_011168347.1	XP_017792072.1
OG0004220	XP_011158592.3	XP_017791500.1
OG0004222	XP_011161833.1	XP_017787661.1
OG0004223	XP_011159387.2	XP_017796095.1
OG0004224	XP_025988714.1	XP_017788082.1
OG0004225	XP_011167154.1	XP_017798538.1
OG0004226	XP_039310740.1	XP_017790058.1
OG0004227	XP_011163093.1	XP_017788471.1
OG0004228	XP_011170441.1	XP_017792991.1
OG0004229	XP_011158581.1	XP_017798900.1
OG0004230	XP_039306510.1	XP_017798581.1
OG0004231	XP_039313773.1	XP_017791813.1
OG0004232	XP_011165091.1	XP_017799555.1, XP_017799547.1
OG0004233	XP_025993542.1	XP_017799063.1
OG0004234	XP_011170895.1	XP_017793674.1
OG0004235	XP_011163158.2	XP_017796276.1, XP_017796234.1
OG0004237	XP_025994831.1	XP_017799586.1
OG0004238	XP_011173284.1	XP_017797448.1
OG0004239	XP_039305479.1	XP_017791732.1
OG0004240	XP_011167991.1	XP_017789877.1
OG0004241	XP_039311612.1	XP_017797563.1
OG0004242	XP_011163221.1	XP_017798958.1
OG0004243	XP_025986763.1	XP_017790560.1
OG0004244	XP_039313045.1, XP_025987112.2, XP_039313040.1	XP_017788964.1
OG0004245	XP_025995987.1, XP_039302544.1	XP_017790387.1
OG0004246	XP_025990220.1	XP_017796905.1, XP_017796904.1, XP_017796906.1
OG0004247	XP_039308659.1, XP_039308658.1, XP_039308657.1	XP_017795397.1
OG0004248	XP_011168571.2	XP_017794602.1
OG0004249	XP_011159482.1	XP_017790764.1
OG0004250	XP_039304009.1	XP_017790792.1
OG0004251	XP_011163731.1, XP_039310626.1	XP_017790270.1
OG0004253	XP_011172606.1	XP_017799136.1
OG0004254	XP_025988003.2	XP_017795369.1
OG0004255	XP_039314928.1	XP_017787983.1
OG0004256	XP_011155839.1	XP_017792728.1
OG0004257	XP_011170824.2	XP_017789797.1
OG0004258	XP_039311689.1, XP_011169652.1, XP_039311688.1, XP_011169650.1, XP_011169649.1, XP_011169646.1, XP_011169647.1	XP_017797960.1
OG0004259	XP_025994643.1	XP_017798942.1
OG0004260	XP_025986732.1	XP_017790453.1
OG0004261	XP_011167464.1	XP_017788061.1
OG0004262	XP_025987114.1, XP_025987113.1	XP_017791723.1
OG0004263	XP_039305021.1, XP_039305020.1	XP_017791976.1, XP_017791974.1, XP_017791975.1, XP_017791977.1
OG0004264	XP_011157878.2	XP_017798212.1
OG0004265	XP_039314676.1	XP_017796671.1
OG0004266	XP_011163418.1	XP_017797829.1
OG0004267	XP_011165237.1	XP_017787555.1, XP_017787556.1
OG0004271	XP_025992317.2, XP_039312446.1	XP_017796810.1, XP_017797053.1
OG0004275	XP_011167760.1	XP_017789638.1
OG0004276	XP_011156394.1	XP_017799144.1
OG0004277	XP_011167596.1	XP_017790230.1
OG0004278	XP_011159414.1	XP_017790757.1
OG0004279	XP_025992877.1	XP_017798389.1
OG0004280	XP_011162790.1	XP_017789894.1
OG0004281	XP_011165507.3	XP_017799016.1
OG0004282	NP_001291536.1	XP_017796448.1
OG0004283	XP_011158925.1, XP_011170687.2	XP_017788264.1
OG0004284	XP_011159168.2	XP_017792477.1
OG0004285	XP_011170431.1	XP_017791478.1
OG0004286	XP_025991997.1	XP_017790865.1
OG0004287	XP_011171348.1	XP_017787844.1
OG0004288	XP_011160311.1	XP_017797904.1
OG0004289	XP_011174990.1	XP_017792813.1, XP_017792814.1
OG0004290	XP_011160834.1	XP_017798522.1
OG0004291	XP_011159623.1	XP_017796797.1
OG0004292	XP_025988686.1	XP_017789409.1
OG0004293	XP_011161761.1	XP_017798888.1
OG0004294	XP_011164701.1	XP_017794769.1
OG0004295	XP_011155556.1, XP_039302705.1	XP_017797527.1
OG0004296	NP_001291535.1	XP_017789024.1
OG0004297	XP_011159308.2	XP_017790964.1
OG0004298	XP_025991766.1	XP_017795485.1
OG0004299	XP_011162811.1	XP_017794256.1
OG0004300	XP_011173646.1	XP_017795264.1
OG0004301	XP_011175923.1	XP_017795001.1
OG0004302	XP_011164490.1	XP_017791049.1
OG0004303	XP_011173353.1	XP_017798214.1
OG0004304	XP_011172794.1	XP_017789649.1
OG0004305	XP_011165525.1, XP_011165526.1	XP_017799018.1
OG0004306	XP_011161319.1	XP_017798810.1
OG0004307	XP_025990223.1	XP_017798371.1
OG0004308	XP_011155369.1	XP_017798391.1
OG0004309	XP_011172070.1, XP_039302724.1	XP_017792563.1
OG0004310	XP_011169536.1	XP_017797442.1
OG0004311	XP_011167419.1	XP_017792975.1
OG0004312	XP_011176213.1	XP_017798880.1
OG0004313	XP_011156843.1	XP_017797673.1
OG0004314	XP_011175481.1	XP_017789277.1
OG0004315	XP_039313436.1	XP_017795094.1
OG0004316	XP_011160667.1	XP_017794634.1, XP_017794635.1, XP_017794637.1
OG0004317	XP_011169758.1	XP_017796035.1
OG0004318	XP_011167420.1	XP_017789416.1, XP_017789415.1
OG0004319	XP_025992547.1	XP_017787542.1
OG0004320	XP_011158298.1	XP_017791544.1
OG0004321	XP_011160296.1	XP_017790499.1
OG0004322	XP_025996169.1	XP_017791783.1
OG0004323	XP_011156367.1	XP_017793330.1
OG0004324	XP_011168737.1	XP_017790074.1
OG0004325	XP_011167787.2	XP_017789752.1
OG0004326	XP_011155658.1	XP_017790791.1
OG0004327	XP_011162645.1	XP_017792144.1
OG0004328	XP_011175958.1	XP_017795130.1
OG0004329	XP_011164160.1	XP_017792112.1
OG0004330	XP_011166161.1	XP_017794044.1
OG0004331	XP_039312186.1	XP_017790125.1
OG0004332	XP_011158918.1	XP_017790451.1
OG0004333	XP_011164566.1	XP_017793426.1
OG0004334	XP_011155808.1	XP_017794450.1
OG0004335	XP_011168535.1	XP_017790967.1
OG0004337	XP_011175185.2	XP_017798562.1
OG0004338	XP_011175918.1	XP_017790368.1
OG0004339	XP_025986876.1	XP_017789633.1
OG0004340	XP_011169576.1	XP_017789388.1
OG0004341	XP_011159269.1	XP_017788904.1
OG0004342	XP_025989004.2	XP_017795180.1
OG0004343	XP_011158059.1	XP_017789858.1
OG0004344	XP_011157561.1	XP_017795309.1
OG0004345	XP_011165075.2	XP_017791125.1
OG0004346	XP_011160509.1	XP_017791092.1
OG0004347	XP_011158052.1	XP_017789870.1
OG0004348	XP_011155402.1, XP_011155403.1	XP_017792784.1
OG0004349	XP_011172971.1	XP_017797523.1
OG0004350	XP_011162606.2	XP_017790181.1
OG0004351	XP_011169220.1	XP_017788289.1
OG0004352	XP_025993434.1	XP_017790045.1
OG0004354	XP_011166851.1	XP_017793722.1
OG0004355	XP_011159672.1	XP_017788526.1
OG0004356	XP_011163720.1	XP_017788519.1
OG0004357	XP_011168541.1	XP_017790963.1
OG0004358	XP_011155962.1	XP_017795566.1
OG0004359	XP_011159163.1	XP_017796316.1
OG0004360	XP_039310609.1, XP_011162634.1	XP_017792156.1
OG0004361	XP_039306298.1, XP_039306297.1	XP_017797323.1
OG0004362	XP_011163937.1	XP_017787760.1, XP_017799083.1
OG0004363	XP_011168050.1	XP_017793462.1
OG0004364	XP_011173448.1	XP_017797213.1
OG0004365	XP_011160867.3	XP_017798609.1
OG0004366	XP_011158666.2	XP_017788429.1, XP_017788430.1
OG0004367	XP_011166171.1	XP_017789751.1
OG0004368	XP_011162649.1	XP_017792217.1
OG0004369	XP_011166769.1	XP_017798291.1
OG0004370	XP_011158745.1	XP_017790452.1
OG0004371	XP_011168028.1	XP_017787725.1
OG0004372	XP_011157803.1	XP_017796505.1
OG0004373	XP_025987089.2	XP_017789925.1
OG0004374	XP_011167279.1	XP_017798035.1
OG0004375	XP_011175577.1	XP_017798103.1
OG0004376	XP_011158201.1, XP_039307158.1	XP_017788126.1
OG0004377	XP_011168524.1	XP_017789406.1
OG0004378	XP_039312560.1, XP_025994146.1, XP_025994144.1	XP_017798897.1
OG0004379	XP_011173472.1	XP_017796739.1
OG0004380	XP_011170800.1	XP_017796253.1
OG0004381	XP_011170090.1, XP_011170088.1	XP_017797543.1
OG0004382	XP_011165974.1	XP_017795584.1
OG0004383	XP_039308163.1	XP_017797959.1
OG0004384	XP_011171821.1	XP_017796043.1
OG0004385	XP_011175281.1	XP_017792914.1
OG0004386	XP_039302032.1	XP_017797966.1
OG0004387	XP_011159528.1	XP_017788512.1
OG0004388	XP_039307715.1, XP_039310233.1	XP_017799240.1
OG0004389	XP_025991586.1	XP_017790715.1
OG0004390	XP_011163163.1	XP_017796233.1
OG0004391	XP_011162978.1, XP_039309542.1	XP_017787832.1
OG0004392	XP_011165811.1	XP_017788226.1
OG0004393	XP_025994963.1, XP_025994964.1	XP_017790264.1
OG0004394	XP_039306930.1	XP_017797319.1
OG0004395	XP_011155442.1	XP_017789084.1
OG0004396	XP_011171282.1	XP_017790032.1
OG0004397	XP_039315694.1	XP_017798638.1
OG0004398	XP_011163824.1	XP_017796927.1
OG0004399	XP_025996001.1	XP_017799513.1
OG0004400	XP_025986767.1	XP_017790461.1
OG0004401	XP_011164976.1	XP_017799263.1
OG0004402	XP_025986957.2	XP_017798870.1
OG0004403	XP_011155452.1, XP_039308802.1	XP_017796792.1
OG0004404	XP_011175503.1	XP_017789007.1
OG0004405	XP_011156989.1	XP_017791678.1
OG0004406	XP_025988639.1	XP_017790903.1
OG0004407	XP_025989611.2	XP_017791332.1
OG0004408	XP_025988093.1	XP_017789011.1
OG0004409	XP_039310539.1	XP_017789568.1, XP_017789567.1
OG0004410	XP_025990670.1, XP_011161046.1	XP_017787756.1
OG0004411	XP_011161010.1	XP_017791204.1
OG0004412	XP_025986105.1	XP_017793327.1
OG0004413	XP_039308509.1	XP_017788113.1
OG0004414	XP_011161695.2	XP_017793914.1
OG0004415	XP_039307262.1	XP_017791618.1
OG0004416	XP_011163051.1	XP_017789168.1
OG0004417	XP_025988619.2	XP_017799171.1, XP_017799172.1
OG0004418	XP_011172442.1	XP_017791953.1
OG0004419	XP_039304889.1	XP_017797574.1
OG0004420	XP_011165627.2	XP_017798193.1
OG0004421	XP_011157351.1	XP_017798514.1
OG0004422	XP_011166474.2	XP_017794133.1
OG0004423	XP_039310197.1	XP_017795985.1
OG0004424	XP_025992955.1	XP_017796346.1
OG0004425	XP_039302251.1	XP_017797659.1
OG0004426	XP_011159423.1	XP_017790651.1
OG0004427	XP_011159910.1	XP_017789401.1
OG0004428	XP_039311638.1	XP_017789916.1
OG0004429	XP_011157697.1	XP_017797646.1
OG0004430	XP_039310268.1	XP_017799424.1
OG0004431	XP_025997187.1, XP_011160792.1	XP_017796708.1
OG0004432	XP_025993998.1	XP_017788556.1
OG0004433	XP_011169606.1	XP_017792165.1
OG0004434	XP_011156787.1	XP_017796649.1
OG0004436	XP_011168013.1	XP_017789487.1
OG0004437	XP_011168642.1	XP_017798008.1
OG0004438	XP_025994124.1, XP_039312555.1	XP_017797774.1
OG0004439	XP_011169286.1	XP_017789651.1
OG0004440	XP_011176217.1	XP_017797743.1
OG0004441	XP_011159753.2	XP_017797339.1
OG0004442	XP_025987729.1	XP_017797269.1
OG0004443	XP_025991714.1	XP_017796370.1
OG0004444	XP_011165306.1	XP_017798947.1
OG0004445	XP_039313251.1, XP_039313250.1	XP_017788078.1
OG0004446	XP_011175214.1	XP_017793463.1, XP_017796221.1, XP_017791628.1
OG0004447	XP_039311770.1, XP_011159130.1	XP_017788695.1
OG0004448	XP_039313730.1, XP_011163392.2	XP_017798462.1
OG0004449	XP_011169297.1, XP_025992247.1	XP_017792703.1
OG0004450	XP_011174938.1	XP_017792811.1
OG0004451	XP_011160755.1	XP_017792411.1
OG0004452	XP_011155407.1	XP_017792795.1
OG0004453	XP_025994892.1, XP_011171190.1	XP_017794451.1
OG0004454	XP_011171833.1	XP_017790611.1
OG0004455	XP_011167793.1	XP_017790682.1
OG0004456	XP_011164235.1, XP_039315653.1	XP_017793200.1
OG0004457	XP_011176070.1	XP_017795468.1
OG0004458	XP_025991195.2	XP_017797495.1
OG0004459	XP_011165110.1	XP_017796903.1
OG0004460	XP_011169587.1, XP_025989829.1	XP_017791981.1
OG0004461	XP_011156661.1	XP_017789840.1
OG0004462	XP_011161260.2	XP_017795037.1
OG0004463	XP_011156259.1	XP_017799357.1
OG0004464	XP_011172392.1, XP_025993072.1	XP_017794238.1
OG0004465	XP_011161574.1	XP_017799224.1
OG0004466	XP_039301978.1	XP_017794611.1
OG0004467	XP_039312250.1	XP_017788133.1
OG0004468	XP_025988602.1, XP_025988603.1, XP_025988604.1	XP_017788156.1
OG0004469	XP_011164113.1	XP_017789289.1
OG0004470	XP_011159822.1	XP_017790112.1
OG0004471	XP_011155652.1	XP_017793629.1
OG0004472	XP_011173560.1	XP_017796952.1
OG0004473	XP_025990394.2	XP_017790966.1
OG0004475	XP_025995792.1	XP_017790521.1
OG0004477	XP_011165153.1	XP_017787782.1
OG0004478	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1	XP_017797337.1
OG0004479	XP_039305554.1	XP_017789442.1
OG0004480	XP_011173497.2	XP_017796977.1
OG0004481	XP_039313549.1	XP_017795310.1
OG0004482	XP_011171822.1	XP_017796038.1
OG0004483	XP_011156694.1	XP_017793085.1
OG0004484	XP_025990224.1	XP_017788562.1
OG0004485	XP_039301988.1	XP_017789206.1
OG0004486	XP_011165368.1	XP_017799185.1
OG0004487	XP_025988059.1	XP_017797415.1
OG0004488	XP_039312602.1, XP_039312603.1, XP_025993785.1	XP_017795563.1
OG0004489	XP_025989731.2	XP_017794956.1
OG0004491	XP_011164076.2	XP_017796168.1
OG0004492	XP_011159417.1	XP_017791009.1
OG0004493	XP_011157745.1	XP_017792730.1
OG0004494	XP_011170790.2	XP_017795440.1
OG0004495	XP_011166360.1	XP_017794404.1
OG0004496	XP_011160034.1	XP_017792520.1
OG0004497	XP_011164846.2	XP_017796214.1, XP_017795843.1
OG0004498	XP_011160775.2	XP_017793868.1, XP_017793917.1
OG0004499	XP_039303729.1	XP_017789570.1
