Orthogroup	Solenopsis_invicta	Vespa_mandarinia
OG0004364	XP_011173448.1	XP_035742523.1
OG0004365	XP_011160867.3	XP_035735989.1
OG0004366	XP_011158666.2	XP_035730413.1, XP_035730414.1
OG0004367	XP_011166171.1	XP_035725831.1
OG0004368	XP_011162649.1	XP_035717229.1
OG0004369	XP_011166769.1	XP_035730363.1
OG0004370	XP_011158745.1	XP_035737342.1
OG0004371	XP_011168028.1	XP_035732309.1
OG0004372	XP_011157803.1	XP_035722400.1, XP_035742347.1
OG0004373	XP_025987089.2	XP_035726767.1
OG0004374	XP_011167279.1	XP_035721645.1, XP_035721643.1, XP_035721644.1
OG0004375	XP_011175577.1	XP_035729799.1
OG0004376	XP_011158201.1, XP_039307158.1	XP_035739273.1
OG0004377	XP_011168524.1	XP_035730346.1
OG0004378	XP_039312560.1, XP_025994146.1, XP_025994144.1	XP_035721318.1
OG0004379	XP_011173472.1	XP_035744060.1
OG0004380	XP_011170800.1	XP_035727476.1
OG0004381	XP_011170090.1, XP_011170088.1	XP_035730908.1
OG0004382	XP_011165974.1	XP_035743149.1
OG0004383	XP_039308163.1	XP_035737713.1
OG0004384	XP_011171821.1	XP_035737157.1
OG0004385	XP_011175281.1	XP_035719500.1
OG0004386	XP_039302032.1	XP_035728610.1
OG0004387	XP_011159528.1	XP_035728475.1
OG0004388	XP_039307715.1, XP_039310233.1	XP_035718412.1
OG0004389	XP_025991586.1	XP_035724824.1, XP_035724818.1
OG0004390	XP_011163163.1	XP_035743668.1
OG0004391	XP_011162978.1, XP_039309542.1	XP_035733585.1
OG0004393	XP_025994963.1, XP_025994964.1	XP_035732776.1, XP_035732775.1
OG0004394	XP_039306930.1	XP_035728866.1
OG0004395	XP_011155442.1	XP_035740486.1, XP_035740485.1
OG0004396	XP_011171282.1	XP_035729293.1
OG0004397	XP_039315694.1	XP_035735802.1
OG0004398	XP_011163824.1	XP_035723869.1
OG0004399	XP_025996001.1	XP_035738328.1, XP_035738327.1
OG0004400	XP_025986767.1	XP_035733355.1
OG0004401	XP_011164976.1	XP_035718275.1
OG0004402	XP_025986957.2	XP_035736680.1
OG0004403	XP_011155452.1, XP_039308802.1	XP_035732186.1
OG0004404	XP_011175503.1	XP_035723780.1
OG0004405	XP_011156989.1	XP_035741747.1, XP_035741748.1
OG0004406	XP_025988639.1	XP_035738543.1, XP_035738534.1
OG0004407	XP_025989611.2	XP_035739319.1
OG0004408	XP_025988093.1	XP_035730627.1
OG0004409	XP_039310539.1	XP_035728419.1
OG0004410	XP_025990670.1, XP_011161046.1	XP_035720846.1
OG0004411	XP_011161010.1	XP_035722405.1
OG0004412	XP_025986105.1	XP_035719195.1
OG0004414	XP_011161695.2	XP_035738576.1
OG0004416	XP_011163051.1	XP_035738970.1
OG0004417	XP_025988619.2	XP_035729764.1
OG0004418	XP_011172442.1	XP_035730683.1
OG0004419	XP_039304889.1	XP_035732549.1
OG0004420	XP_011165627.2	XP_035731618.1, XP_035731617.1, XP_035731616.1
OG0004421	XP_011157351.1	XP_035720456.1
OG0004422	XP_011166474.2	XP_035740657.1
OG0004423	XP_039310197.1	XP_035720991.1
OG0004424	XP_025992955.1	XP_035743112.1
OG0004425	XP_039302251.1	XP_035723415.1
OG0004426	XP_011159423.1	XP_035724104.1
OG0004427	XP_011159910.1	XP_035739301.1
OG0004428	XP_039311638.1	XP_035736768.1
OG0004429	XP_011157697.1	XP_035732065.1
OG0004430	XP_039310268.1	XP_035739616.1
OG0004431	XP_025997187.1, XP_011160792.1	XP_035722511.1
OG0004432	XP_025993998.1	XP_035741162.1
OG0004433	XP_011169606.1	XP_035731987.1
OG0004434	XP_011156787.1	XP_035734164.1
OG0004435	XP_025989496.1, XP_025990783.2, XP_039314988.1, XP_011165193.2, XP_039307664.1, XP_039307658.1, XP_039314245.1, XP_039314244.1, XP_039314243.1, XP_039314247.1, XP_025990771.2, XP_025990768.2, XP_025990773.2, XP_011169811.1, XP_011169812.1	XP_035735155.1
OG0004436	XP_011168013.1	XP_035730356.1
OG0004437	XP_011168642.1	XP_035724802.1
OG0004438	XP_025994124.1, XP_039312555.1	XP_035727371.1
OG0004439	XP_011169286.1	XP_035718572.1
OG0004440	XP_011176217.1	XP_035727370.1
OG0004441	XP_011159753.2	XP_035738273.1
OG0004442	XP_025987729.1	XP_035740372.1
OG0004443	XP_025991714.1	XP_035731329.1
OG0004444	XP_011165306.1	XP_035740096.1
OG0004445	XP_039313251.1, XP_039313250.1	XP_035723788.1
OG0004446	XP_011175214.1	XP_035719324.1
OG0004447	XP_039311770.1, XP_011159130.1	XP_035735179.1, XP_035735188.1
OG0004448	XP_039313730.1, XP_011163392.2	XP_035728727.1
OG0004449	XP_011169297.1, XP_025992247.1	XP_035743694.1
OG0004450	XP_011174938.1	XP_035727401.1
OG0004451	XP_011160755.1	XP_035725506.1
OG0004452	XP_011155407.1	XP_035731645.1
OG0004453	XP_025994892.1, XP_011171190.1	XP_035720216.1
OG0004454	XP_011171833.1	XP_035736689.1
OG0004455	XP_011167793.1	XP_035727968.1
OG0004456	XP_011164235.1, XP_039315653.1	XP_035719560.1
OG0004457	XP_011176070.1	XP_035736630.1
OG0004458	XP_025991195.2	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1
OG0004459	XP_011165110.1	XP_035731942.1
OG0004460	XP_011169587.1, XP_025989829.1	XP_035721446.1
OG0004461	XP_011156661.1	XP_035718765.1
OG0004462	XP_011161260.2	XP_035722733.1
OG0004463	XP_025991456.1	XP_035721801.1
OG0004463	XP_011156259.1	XP_035721800.1
OG0004465	XP_011161574.1	XP_035726580.1
OG0004466	XP_039301978.1	XP_035732099.1
OG0004467	XP_039312250.1	XP_035737645.1
OG0004468	XP_025988602.1, XP_025988603.1, XP_025988604.1	XP_035734723.1
OG0004469	XP_011164113.1	XP_035725041.1
OG0004470	XP_011159822.1	XP_035744270.1
OG0004471	XP_011155652.1	XP_035730247.1
OG0004472	XP_011173560.1	XP_035727785.1
OG0004473	XP_025990394.2	XP_035733284.1
OG0004475	XP_025995792.1	XP_035743318.1
OG0004476	XP_025992347.1	XP_035718399.1
OG0004477	XP_011165153.1	XP_035718420.1, XP_035718418.1
OG0004478	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1	XP_035730715.1
OG0004479	XP_039305554.1	XP_035722946.1
OG0004480	XP_011173497.2	XP_035736483.1
OG0004481	XP_039313549.1	XP_035733454.1
OG0004483	XP_011156694.1	XP_035730996.1
OG0004484	XP_025990224.1	XP_035732547.1
OG0004485	XP_039301988.1	XP_035740480.1
OG0004486	XP_011165368.1	XP_035717168.1
OG0004487	XP_025988059.1	XP_035730145.1
OG0004488	XP_039312602.1, XP_039312603.1, XP_025993785.1	XP_035743589.1
OG0004489	XP_025989731.2	XP_035739350.1, XP_035739349.1
OG0004491	XP_011164076.2	XP_035744192.1
OG0004492	XP_011159417.1	XP_035744278.1
OG0004493	XP_011157745.1	XP_035743917.1
OG0004494	XP_011170790.2	XP_035742984.1, XP_035742982.1, XP_035742983.1
OG0004495	XP_011166360.1	XP_035740269.1
OG0004496	XP_011160034.1	XP_035728802.1
OG0004497	XP_011164846.2	XP_035742527.1
OG0004498	XP_011160775.2	XP_035738459.1
OG0004499	XP_039303729.1	XP_035726016.1
OG0004500	XP_011166000.1	XP_035717636.1, XP_035717647.1
OG0004501	XP_011161447.1	XP_035736381.1
OG0004502	XP_011166154.1	XP_035719188.1
OG0004503	XP_025987761.2	XP_035739249.1
OG0004504	XP_011174216.2	XP_035723438.1
OG0004505	XP_039303746.1, XP_011159359.1	XP_035717360.1
OG0004506	XP_011164825.1	XP_035736812.1
OG0004507	XP_011172604.1	XP_035718493.1
OG0004508	XP_011156054.2	XP_035742525.1
OG0004509	XP_011172425.1	XP_035720458.1
OG0004510	XP_011160616.2	XP_035740791.1
OG0004511	XP_039305929.1	XP_035726964.1, XP_035726965.1, XP_035727102.1, XP_035727101.1
OG0004512	XP_011175937.1	XP_035738958.1
OG0004513	XP_011175939.1	XP_035743899.1
OG0004514	XP_011172467.1	XP_035718083.1
OG0004515	XP_011159946.1	XP_035723012.1
OG0004516	XP_039310704.1	XP_035719360.1
OG0004517	XP_011164377.1	XP_035733513.1
OG0004518	XP_011175510.2	XP_035739395.1, XP_035739400.1
OG0004519	XP_011161275.1	XP_035732781.1
OG0004520	XP_011171294.1	XP_035731589.1
OG0004521	XP_011166832.1	XP_035724029.1
OG0004522	XP_025986960.2	XP_035736624.1
OG0004524	XP_011176374.1	XP_035726861.1
OG0004525	XP_025986872.1	XP_035727535.1, XP_035727534.1
OG0004526	XP_025990593.2	XP_035725124.1
OG0004527	XP_025987065.2	XP_035741321.1
OG0004528	XP_011166188.1	XP_035732005.1
OG0004529	XP_025990753.1	XP_035725981.1
OG0004530	XP_011162129.1, XP_039314279.1, XP_039314285.1	XP_035732562.1
OG0004531	XP_011168688.1	XP_035743346.1
OG0004532	XP_011167132.1	XP_035722309.1
OG0004533	XP_011164362.1	XP_035724228.1
OG0004534	XP_039302696.1	XP_035744288.1
OG0004535	XP_025994890.1	XP_035720361.1
OG0004536	XP_011161241.1	XP_035728877.1
OG0004537	XP_025987624.1	XP_035727784.1, XP_035727783.1
OG0004538	XP_011158693.2	XP_035742290.1
OG0004539	XP_011167340.1	XP_035739489.1, XP_035739491.1, XP_035739492.1
OG0004540	XP_011170514.1	XP_035741431.1
OG0004541	XP_011164464.2	XP_035733690.1
OG0004542	XP_025995789.1	XP_035721472.1, XP_035721471.1
OG0004543	XP_025997266.1	XP_035725469.1
OG0004544	XP_011170310.1	XP_035728685.1
OG0004545	XP_025997433.1	XP_035720694.1
OG0004546	XP_011165149.1	XP_035717775.1
OG0004547	XP_039302365.1	XP_035734168.1
OG0004548	XP_039307310.1	XP_035718885.1
OG0004549	XP_011176188.1	XP_035734368.1
OG0004550	XP_039302207.1	XP_035723468.1, XP_035723469.1
OG0004551	XP_011162543.1	XP_035741618.1
OG0004552	XP_011169318.1	XP_035744247.1
OG0004553	XP_011166470.1, XP_011166469.1	XP_035736693.1
OG0004554	XP_011158006.2, XP_039310981.1	XP_035732265.1
OG0004555	XP_011160079.1	XP_035719814.1
OG0004556	XP_011166120.2	XP_035729879.1
OG0004557	XP_025986806.1	XP_035718826.1
OG0004558	XP_011161887.2	XP_035739619.1, XP_035739618.1
OG0004559	XP_011172821.1	XP_035727085.1
OG0004560	XP_011175838.2	XP_035741070.1
OG0004561	XP_011167670.1	XP_035740066.1, XP_035740064.1, XP_035740065.1, XP_035740067.1
OG0004562	XP_011162497.1	XP_035734298.1
OG0004563	XP_011159864.1	XP_035738719.1, XP_035738720.1
OG0004564	XP_011170096.2	XP_035719074.1
OG0004565	XP_011162923.1	XP_035732967.1
OG0004566	XP_011163400.1	XP_035738102.1
OG0004567	XP_011165567.1	XP_035727965.1
OG0004568	XP_011166483.1	XP_035717632.1
OG0004569	XP_011164461.1, XP_025996462.1	XP_035736598.1
OG0004570	XP_039310193.1, XP_011162473.1	XP_035737834.1
OG0004571	XP_011165032.2	XP_035730160.1
OG0004573	XP_011161782.2	XP_035725273.1
OG0004574	XP_011175668.1	XP_035723905.1
OG0004575	XP_025986656.2	XP_035736607.1, XP_035736617.1
OG0004576	XP_011173072.2	XP_035741448.1
OG0004577	XP_025990621.1	XP_035736948.1
OG0004578	XP_011172292.1	XP_035720316.1
OG0004579	XP_011167034.1	XP_035730305.1
OG0004580	XP_011161300.1, XP_011161299.1	XP_035726989.1
OG0004581	XP_011167392.1	XP_035718126.1, XP_035718127.1
OG0004582	XP_011171933.2	XP_035741597.1
OG0004583	XP_011156722.1	XP_035724342.1
OG0004584	XP_011156744.1	XP_035729436.1
OG0004585	XP_011173644.1	XP_035729318.1
OG0004586	XP_011160188.1	XP_035738140.1
OG0004587	XP_011166938.1	XP_035726854.1
OG0004588	XP_011172118.2	XP_035728451.1
OG0004589	XP_011160464.1	XP_035719652.1
OG0004590	XP_011158542.1	XP_035742345.1, XP_035722158.1
OG0004591	XP_025990456.1, XP_025990454.1	XP_035735119.1
OG0004592	XP_025986378.1	XP_035736298.1
OG0004593	XP_011173606.1	XP_035742710.1
OG0004594	XP_011162067.1	XP_035719938.1
OG0004595	XP_025990467.2, XP_039309737.1	XP_035721189.1
OG0004596	XP_039314217.1	XP_035742046.1
OG0004597	XP_011168192.1, XP_039312754.1	XP_035717976.1, XP_035717977.1
OG0004598	XP_011168404.1	XP_035735382.1
OG0004599	XP_025994300.2, XP_011169169.2	XP_035727075.1
OG0004600	XP_039307246.1	XP_035740811.1
OG0004601	XP_011170958.1	XP_035740893.1
OG0004602	XP_011169541.2	XP_035736782.1
OG0004603	XP_039311056.1	XP_035717614.1
OG0004604	XP_039314758.1	XP_035720859.1
OG0004605	XP_025993009.1	XP_035739965.1
OG0004606	XP_039306841.1	XP_035732368.1
OG0004607	XP_011169157.1	XP_035728820.1
OG0004608	XP_011158110.1	XP_035734170.1
OG0004609	XP_011165529.1, XP_011165532.1	XP_035725020.1
OG0004610	XP_039308829.1, XP_011162918.1	XP_035717927.1
OG0004611	XP_011160141.1	XP_035741076.1
OG0004612	XP_011164586.1	XP_035719083.1, XP_035719085.1
OG0004613	XP_011171597.1	XP_035724113.1
OG0004614	XP_011163849.1	XP_035719307.1, XP_035719306.1
OG0004615	XP_011167723.2	XP_035737103.1
OG0004616	XP_011162512.1	XP_035728362.1
OG0004617	XP_011175266.2	XP_035743838.1
OG0004618	XP_011156393.1	XP_035718821.1
OG0004619	XP_011171735.1	XP_035742052.1
OG0004620	XP_011155698.2, XP_011155699.2	XP_035738675.1, XP_035738677.1, XP_035738676.1
OG0004621	XP_011163610.2, XP_039305473.1	XP_035731421.1
OG0004623	XP_025995543.1	XP_035726328.1
OG0004624	XP_011169395.1	XP_035727176.1
OG0004625	XP_039302719.1, XP_011172065.2	XP_035739078.1
OG0004626	XP_039311003.1	XP_035729568.1
OG0004627	XP_011166633.1	XP_035717167.1
OG0004628	XP_011155481.1	XP_035738020.1
OG0004629	XP_011161466.1, XP_011161465.1	XP_035733675.1
OG0004630	XP_039312554.1, XP_011176242.1	XP_035727858.1
OG0004631	XP_039305299.1	XP_035739954.1
OG0004632	XP_011156201.1	XP_035743522.1
OG0004633	XP_011176002.1	XP_035741518.1
OG0004634	XP_011155721.1	XP_035730945.1
OG0004635	XP_011160555.2	XP_035719578.1
OG0004636	XP_011173596.1	XP_035744257.1
OG0004637	XP_039308041.1	XP_035732305.1
OG0004638	XP_025996461.2	XP_035722884.1
OG0004639	XP_011173368.1	XP_035738909.1
OG0004640	XP_011175551.2	XP_035724814.1
OG0004641	XP_011164158.1	XP_035721024.1
OG0004642	XP_039313659.1, XP_011163989.1	XP_035737517.1
OG0004643	XP_011167329.1	XP_035743049.1, XP_035742918.1
OG0004644	XP_039312263.1	XP_035726031.1
OG0004645	XP_039310284.1	XP_035726653.1
OG0004646	XP_011156607.1	XP_035726393.1
OG0004647	XP_025989546.2	XP_035729392.1
OG0004648	XP_025994715.1	XP_035734993.1
OG0004649	XP_011158175.1	XP_035732704.1
OG0004650	XP_025994305.1	XP_035726684.1
OG0004651	XP_025991672.2	XP_035723342.1
OG0004652	XP_011156487.1	XP_035735987.1
OG0004653	XP_025992711.1, XP_025992710.1, XP_025992712.1, XP_039304024.1	XP_035740333.1
OG0004654	XP_025988543.1	XP_035740642.1
OG0004655	XP_011157241.3	XP_035719255.1
OG0004656	XP_025993294.2	XP_035743716.1
OG0004657	XP_025989417.1	XP_035732921.1
OG0004658	XP_011168430.1, XP_039309246.1	XP_035728662.1
OG0004659	XP_011172836.1	XP_035740562.1
OG0004660	XP_011156159.1	XP_035740972.1
OG0004661	XP_039311007.1	XP_035743433.1, XP_035743435.1
OG0004662	XP_011172038.2	XP_035719933.1
OG0004663	XP_011170055.1	XP_035737078.1
OG0004665	XP_011158506.1	XP_035735797.1
OG0004666	XP_025990473.1, XP_025990472.1	XP_035723315.1
OG0004667	XP_011167320.1	XP_035725205.1
OG0004668	XP_011157937.1	XP_035731607.1
OG0004669	XP_025986877.1	XP_035729502.1
OG0004670	XP_039311257.1	XP_035740208.1
OG0004671	XP_039305471.1	XP_035736860.1
OG0004672	XP_039313617.1	XP_035740059.1
OG0004673	XP_011173544.1	XP_035719840.1, XP_035719839.1, XP_035719838.1
OG0004674	XP_011170072.2	XP_035725941.1
OG0004675	XP_011175568.1	XP_035720069.1
OG0004676	XP_011162713.2	XP_035731558.1
OG0004677	XP_025995689.1	XP_035733537.1
OG0004678	XP_025993570.1	XP_035726917.1
OG0004679	XP_011164550.1	XP_035719462.1
OG0004681	XP_011173602.1	XP_035740527.1
OG0004682	XP_011163859.2, XP_011163858.2	XP_035719126.1, XP_035719129.1
OG0004683	XP_011167624.1	XP_035718631.1
OG0004684	XP_025985873.1	XP_035717544.1
OG0004685	XP_011175805.1, XP_011175806.1	XP_035740395.1
OG0004686	XP_011165294.1	XP_035741490.1
OG0004687	XP_011175606.1	XP_035732077.1
OG0004688	XP_011173468.1	XP_035717692.1
OG0004689	XP_025986264.2	XP_035725207.1
OG0004690	XP_011163545.1	XP_035732918.1
OG0004691	XP_039306408.1	XP_035720115.1, XP_035742252.1
OG0004692	XP_011172855.1	XP_035742270.1
OG0004693	XP_011161558.1	XP_035732980.1, XP_035732979.1, XP_035732978.1
OG0004695	XP_011155568.1	XP_035741903.1
OG0004696	XP_025992703.1	XP_035738754.1
OG0004697	XP_011165464.1	XP_035730115.1
OG0004698	XP_011158571.2	XP_035736973.1, XP_035736974.1
OG0004699	XP_025995835.1	XP_035733184.1
OG0004700	XP_011171299.3	XP_035736054.1
OG0004701	XP_011171431.1	XP_035734610.1
OG0004702	XP_011156721.1	XP_035724891.1
OG0004703	XP_039303810.1	XP_035739091.1
OG0004704	XP_025990528.1	XP_035741705.1, XP_035741703.1
OG0004705	XP_011175492.2	XP_035723297.1
OG0004707	XP_011169553.1	XP_035734475.1
OG0004708	XP_011159690.1	XP_035730752.1
OG0004709	XP_039302028.1	XP_035723993.1
OG0004710	XP_011167268.1	XP_035738732.1
OG0004711	XP_025996410.1	XP_035743912.1
OG0004712	XP_011167542.1	XP_035730444.1
OG0004713	XP_011158824.2	XP_035744151.1
OG0004714	XP_039312677.1	XP_035737855.1
OG0004715	XP_011165460.2	XP_035718069.1
OG0004716	XP_011172305.1	XP_035736267.1, XP_035736265.1, XP_035736264.1
OG0004717	XP_025985992.1	XP_035726360.1
OG0004718	XP_011167872.1	XP_035718010.1
OG0004719	XP_011176363.1	XP_035739450.1
OG0004720	XP_011176158.1	XP_035728127.1
OG0004721	XP_039307342.1, XP_011168102.2	XP_035725206.1
OG0004722	XP_025995270.1	XP_035734329.1
OG0004723	XP_011159979.1, XP_011159976.1	XP_035723010.1
OG0004724	XP_039312558.1, XP_011176212.1	XP_035718838.1
OG0004725	XP_011161704.2	XP_035738655.1
OG0004726	XP_011166109.1	XP_035731120.1
OG0004728	XP_039304327.1	XP_035721825.1
OG0004729	XP_025987427.1	XP_035729411.1, XP_035729412.1
OG0004730	XP_039301850.1	XP_035729333.1
OG0004731	XP_025992749.1	XP_035724235.1
OG0004732	XP_011160020.1	XP_035737221.1
OG0004733	XP_011163742.1	XP_035732448.1
OG0004734	XP_039302578.1	XP_035741180.1
OG0004735	XP_011160262.1	XP_035732117.1
OG0004736	XP_011173366.1, XP_011173364.1	XP_035727103.1
OG0004737	XP_011172652.3	XP_035720641.1
OG0004739	XP_039307625.1	XP_035717805.1
OG0004740	XP_011159780.1	XP_035718892.1
OG0004741	XP_025992730.2	XP_035741417.1
OG0004742	XP_011172104.1	XP_035743985.1
OG0004743	XP_011168734.1	XP_035741362.1
OG0004744	XP_011175476.2	XP_035724432.1
OG0004745	XP_011173078.2	XP_035739531.1
OG0004746	XP_011159462.1	XP_035725887.1
OG0004747	XP_039315326.1, XP_025994905.1	XP_035735939.1
OG0004748	XP_011161243.1	XP_035726782.1
OG0004750	XP_025991110.1	XP_035730884.1
OG0004751	XP_025990448.2	XP_035734863.1
OG0004752	XP_025986980.2	XP_035736623.1
OG0004753	XP_011167940.1	XP_035719097.1, XP_035719098.1, XP_035719099.1
OG0004754	XP_011159100.1	XP_035743178.1
OG0004755	XP_039308105.1	XP_035729742.1
OG0004756	XP_039302713.1	XP_035743970.1
OG0004757	XP_025987587.2	XP_035730271.1
OG0004758	XP_011163702.1	XP_035731827.1
OG0004759	XP_011163160.2	XP_035743652.1
OG0004760	XP_011156589.1	XP_035724128.1
OG0004761	XP_011160010.1	XP_035726808.1
OG0004762	XP_025991718.1	XP_035729832.1
OG0004763	XP_011158195.1	XP_035722862.1
OG0004764	XP_011173594.1	XP_035735923.1
OG0004765	XP_039313647.1, XP_011173166.1, XP_011173165.1	XP_035742605.1
OG0004766	XP_011170846.1, XP_011170844.1	XP_035741326.1
OG0004767	XP_025989286.1	XP_035733582.1
OG0004768	XP_011173562.2	XP_035727555.1
OG0004769	XP_011168615.1	XP_035744214.1, XP_035744213.1, XP_035744212.1
OG0004770	XP_011171336.2	XP_035730913.1, XP_035730915.1
OG0004771	XP_011172062.2	XP_035720459.1
OG0004772	XP_011163698.1	XP_035737657.1
OG0004773	XP_039305002.1, XP_039305001.1	XP_035724009.1
OG0004774	XP_011173631.1	XP_035721842.1
OG0004775	XP_011158119.1	XP_035739883.1
OG0004776	XP_011175950.1	XP_035741656.1
OG0004777	XP_011173536.1	XP_035741365.1
OG0004778	XP_011170716.2	XP_035741796.1, XP_035741792.1
OG0004779	XP_025989067.1	XP_035743273.1
OG0004780	XP_039314051.1	XP_035738081.1
OG0004781	XP_011160434.1	XP_035723202.1
OG0004782	XP_039306882.1	XP_035720329.1
OG0004783	XP_011161514.1	XP_035728452.1
OG0004784	XP_011173633.1	XP_035721844.1
OG0004785	XP_011166314.1	XP_035740770.1
OG0004786	XP_011160727.1	XP_035724907.1
OG0004787	XP_011159998.2	XP_035726795.1
OG0004788	XP_011155757.1	XP_035735175.1
OG0004789	XP_011164291.2	XP_035734208.1
OG0004790	XP_025989854.1	XP_035718155.1
OG0004791	XP_011166899.1	XP_035735129.1, XP_035735134.1
OG0004792	XP_011160370.1	XP_035733771.1
OG0004793	XP_039303643.1, XP_011167757.1	XP_035727959.1
OG0004794	XP_011162327.2	XP_035721590.1
OG0004795	XP_039303249.1	XP_035732617.1
OG0004796	XP_025995169.1	XP_035719105.1
OG0004797	XP_011162589.1	XP_035728198.1
OG0004799	XP_039313458.1	XP_035738204.1, XP_035738203.1
OG0004800	XP_011168122.2	XP_035721503.1
OG0004801	XP_011169301.1	XP_035723152.1
OG0004802	XP_039303573.1	XP_035740422.1
OG0004803	XP_011171726.1	XP_035726672.1, XP_035726674.1
OG0004804	XP_025992657.1	XP_035719466.1
OG0004805	XP_025993290.1	XP_035732665.1
OG0004806	XP_011166269.1, XP_025995116.1	XP_035739724.1
OG0004807	XP_011171449.2	XP_035741368.1
OG0004809	XP_039313801.1	XP_035733898.1
OG0004810	XP_011156475.1	XP_035735627.1
OG0004811	XP_025990534.2	XP_035725141.1
OG0004812	XP_039306438.1	XP_035737372.1, XP_035737375.1
OG0004813	XP_011169930.1	XP_035727107.1, XP_035726967.1
OG0004814	XP_011156293.1	XP_035725943.1
OG0004815	XP_039302426.1	XP_035741591.1
OG0004816	XP_011165121.1	XP_035738503.1, XP_035738502.1, XP_035738501.1
OG0004817	XP_011170469.1, XP_039314296.1, XP_011170474.1	XP_035726738.1
OG0004818	XP_039308443.1	XP_035727121.1
OG0004819	XP_011164636.1, XP_011164645.1	XP_035736217.1
OG0004820	XP_025989661.1	XP_035729334.1
OG0004821	XP_039311785.1	XP_035742070.1
OG0004822	XP_025991494.1	XP_035743781.1
OG0004823	XP_025986830.1	XP_035722984.1
OG0004824	XP_011158697.1	XP_035739075.1
OG0004826	XP_011171852.1	XP_035719730.1
OG0004827	XP_011169499.1	XP_035734654.1
OG0004828	XP_025996351.2, XP_025996349.2	XP_035723878.1, XP_035723883.1
OG0004829	XP_011166395.1	XP_035736293.1, XP_035736292.1
OG0004830	XP_039308950.1, XP_011160676.1	XP_035741869.1
OG0004831	XP_039311100.1	XP_035728379.1
OG0004832	XP_039314093.1	XP_035731115.1
OG0004833	XP_011163377.2	XP_035738087.1
OG0004834	XP_011161946.1	XP_035743884.1
