Orthogroup	Solenopsis_invicta	Eufriesea_mexicana
OG0004653	XP_025992711.1, XP_025992710.1, XP_025992712.1, XP_039304024.1	XP_017757068.1
OG0004654	XP_025988543.1	XP_017765257.1
OG0004655	XP_011157241.3	XP_017760684.1
OG0004656	XP_025993294.2	XP_017764632.1
OG0004657	XP_025989417.1	XP_017762040.1
OG0004658	XP_011168430.1, XP_039309246.1	XP_017762402.1
OG0004659	XP_011172836.1	XP_017753106.1
OG0004660	XP_011156159.1	XP_017762695.1
OG0004661	XP_039311007.1	XP_017765133.1
OG0004662	XP_011172038.2	XP_017755593.1
OG0004663	XP_011170055.1	XP_017758063.1
OG0004664	XP_011159811.1	XP_017753610.1
OG0004665	XP_011158506.1	XP_017759876.1
OG0004666	XP_025990473.1, XP_025990472.1	XP_017759666.1
OG0004667	XP_011167320.1	XP_017753416.1
OG0004668	XP_011157937.1	XP_017767598.1
OG0004669	XP_025986877.1	XP_017755594.1
OG0004670	XP_039311257.1	XP_017755166.1
OG0004671	XP_039305471.1	XP_017766025.1, XP_017766024.1, XP_017766023.1
OG0004672	XP_039313617.1	XP_017756793.1
OG0004673	XP_011173544.1	XP_017757775.1
OG0004674	XP_011170072.2	XP_017762050.1
OG0004675	XP_011175568.1	XP_017761052.1
OG0004676	XP_011162713.2	XP_017761424.1
OG0004677	XP_025995689.1	XP_017764901.1
OG0004678	XP_025993570.1	XP_017752919.1
OG0004679	XP_011164550.1	XP_017756969.1
OG0004680	XP_025992786.1	XP_017760860.1
OG0004681	XP_011173602.1	XP_017765941.1
OG0004682	XP_011163859.2, XP_011163858.2	XP_017764818.1
OG0004683	XP_011167624.1	XP_017767706.1
OG0004684	XP_025985873.1	XP_017757851.1
OG0004685	XP_011175805.1, XP_011175806.1	XP_017754930.1
OG0004686	XP_011165294.1	XP_017757935.1
OG0004687	XP_011175606.1	XP_017752456.1
OG0004688	XP_011173468.1	XP_017758698.1
OG0004689	XP_025986264.2	XP_017753308.1
OG0004690	XP_011163545.1	XP_017757188.1
OG0004691	XP_039306408.1	XP_017767174.1
OG0004692	XP_011172855.1	XP_017767175.1
OG0004693	XP_011161558.1	XP_017754075.1
OG0004694	XP_025990090.1	XP_017764203.1
OG0004695	XP_011155568.1	XP_017753032.1
OG0004696	XP_025992703.1	XP_017755848.1
OG0004697	XP_011165464.1	XP_017760982.1
OG0004698	XP_011158571.2	XP_017755692.1
OG0004699	XP_025995835.1	XP_017767366.1
OG0004700	XP_011171299.3	XP_017761363.1
OG0004701	XP_011171431.1	XP_017752756.1
OG0004702	XP_011156721.1	XP_017765025.1
OG0004703	XP_039303810.1	XP_017755948.1
OG0004704	XP_025990528.1	XP_017757576.1, XP_017758362.1
OG0004705	XP_011175492.2	XP_017761961.1
OG0004706	XP_039306509.1	XP_017762399.1, XP_017762398.1
OG0004707	XP_011169553.1	XP_017755331.1
OG0004708	XP_011159690.1	XP_017752823.1
OG0004709	XP_039302028.1	XP_017754437.1
OG0004710	XP_011167268.1	XP_017755586.1
OG0004711	XP_025996410.1	XP_017765754.1
OG0004712	XP_011167542.1	XP_017753630.1
OG0004713	XP_011158824.2	XP_017752261.1
OG0004714	XP_039312677.1	XP_017767333.1
OG0004715	XP_011165460.2	XP_017752777.1
OG0004716	XP_011172305.1	XP_017757487.1
OG0004717	XP_025985992.1	XP_017755905.1
OG0004718	XP_011167872.1	XP_017753751.1
OG0004719	XP_011176363.1	XP_017762388.1
OG0004720	XP_011176158.1	XP_017765767.1
OG0004721	XP_039307342.1, XP_011168102.2	XP_017760677.1
OG0004722	XP_025995270.1	XP_017763672.1
OG0004723	XP_011159979.1, XP_011159976.1	XP_017755733.1
OG0004724	XP_039312558.1, XP_011176212.1	XP_017763487.1
OG0004725	XP_011161704.2	XP_017766165.1
OG0004726	XP_011166109.1	XP_017765444.1, XP_017765445.1
OG0004727	XP_039305042.1	XP_017759010.1, XP_017759009.1, XP_017759008.1, XP_017759007.1, XP_017759006.1, XP_017759011.1
OG0004728	XP_039304327.1	XP_017762094.1
OG0004729	XP_025987427.1	XP_017755580.1
OG0004730	XP_039301850.1	XP_017759374.1
OG0004731	XP_025992749.1	XP_017767700.1
OG0004732	XP_011160020.1	XP_017758048.1
OG0004733	XP_011163742.1	XP_017761232.1, XP_017761233.1
OG0004734	XP_039302578.1	XP_017761058.1
OG0004735	XP_011160262.1	XP_017766766.1, XP_017766767.1
OG0004736	XP_011173366.1, XP_011173364.1	XP_017765926.1
OG0004737	XP_011172652.3	XP_017753210.1
OG0004739	XP_039307625.1	XP_017765346.1
OG0004740	XP_011159780.1	XP_017755976.1
OG0004741	XP_025992730.2	XP_017763332.1
OG0004742	XP_011172104.1	XP_017758677.1
OG0004743	XP_011168734.1	XP_017752424.1
OG0004744	XP_011175476.2	XP_017755540.1
OG0004745	XP_011173078.2	XP_017758255.1
OG0004746	XP_011159462.1	XP_017755507.1
OG0004747	XP_039315326.1, XP_025994905.1	XP_017759365.1
OG0004748	XP_011161243.1	XP_017763194.1
OG0004749	XP_039314683.1	XP_017762883.1, XP_017762882.1
OG0004750	XP_025991110.1	XP_017761964.1
OG0004751	XP_025990448.2	XP_017752237.1
OG0004752	XP_025986980.2	XP_017760140.1
OG0004753	XP_011167940.1	XP_017754940.1
OG0004754	XP_011159100.1	XP_017762067.1
OG0004755	XP_039308105.1	XP_017761174.1
OG0004756	XP_039302713.1	XP_017758662.1
OG0004757	XP_025987587.2	XP_017757915.1
OG0004758	XP_011163702.1	XP_017762143.1
OG0004759	XP_011163160.2	XP_017764109.1
OG0004760	XP_011156589.1	XP_017758877.1
OG0004761	XP_011160010.1	XP_017762069.1
OG0004762	XP_025991718.1	XP_017767492.1
OG0004763	XP_011158195.1	XP_017757299.1
OG0004764	XP_011173594.1	XP_017765821.1
OG0004765	XP_039313647.1, XP_011173166.1, XP_011173165.1	XP_017754947.1
OG0004766	XP_011170846.1, XP_011170844.1	XP_017762960.1
OG0004767	XP_025989286.1	XP_017756420.1
OG0004768	XP_011173562.2	XP_017756012.1
OG0004769	XP_011168615.1	XP_017767099.1
OG0004770	XP_011171336.2	XP_017762393.1
OG0004771	XP_011172062.2	XP_017756292.1
OG0004772	XP_011163698.1	XP_017767564.1
OG0004773	XP_039305002.1, XP_039305001.1	XP_017754438.1
OG0004774	XP_011173631.1	XP_017758692.1
OG0004775	XP_011158119.1	XP_017758559.1
OG0004776	XP_011175950.1	XP_017764096.1
OG0004777	XP_011173536.1	XP_017757226.1
OG0004778	XP_011170716.2	XP_017758114.1
OG0004779	XP_025989067.1	XP_017753129.1
OG0004780	XP_039314051.1	XP_017756195.1
OG0004781	XP_011160434.1	XP_017756927.1
OG0004782	XP_039306882.1	XP_017761518.1
OG0004783	XP_011161514.1	XP_017755590.1
OG0004784	XP_011173633.1	XP_017758695.1
OG0004785	XP_011166314.1	XP_017755796.1
OG0004786	XP_011160727.1	XP_017759474.1
OG0004787	XP_011159998.2	XP_017762041.1
OG0004788	XP_011155757.1	XP_017763032.1
OG0004789	XP_011164291.2	XP_017755575.1
OG0004790	XP_025989854.1	XP_017765392.1
OG0004791	XP_011166899.1	XP_017753802.1
OG0004792	XP_011160370.1	XP_017758420.1
OG0004793	XP_039303643.1, XP_011167757.1	XP_017753964.1
OG0004794	XP_011162327.2	XP_017755424.1
OG0004795	XP_039303249.1	XP_017753935.1
OG0004796	XP_025995169.1	XP_017760406.1
OG0004797	XP_011162589.1	XP_017754270.1
OG0004799	XP_039313458.1	XP_017752124.1, XP_017752125.1
OG0004800	XP_011168122.2	XP_017753616.1
OG0004801	XP_011169301.1	XP_017754258.1
OG0004802	XP_039303573.1	XP_017756691.1
OG0004803	XP_011171726.1	XP_017760200.1
OG0004804	XP_025992657.1	XP_017753413.1
OG0004805	XP_025993290.1	XP_017753145.1
OG0004806	XP_011166269.1, XP_025995116.1	XP_017762649.1
OG0004807	XP_011171449.2	XP_017756123.1
OG0004808	XP_025989190.1	XP_017759116.1
OG0004809	XP_039313801.1	XP_017754893.1
OG0004810	XP_011156475.1	XP_017759350.1
OG0004811	XP_025990534.2	XP_017767025.1
OG0004812	XP_039306438.1	XP_017766199.1
OG0004813	XP_011169930.1	XP_017765871.1
OG0004814	XP_011156293.1	XP_017766011.1
OG0004815	XP_039302426.1	XP_017758986.1
OG0004816	XP_011165121.1	XP_017756605.1
OG0004817	XP_011170469.1, XP_039314296.1, XP_011170474.1	XP_017757406.1
OG0004818	XP_039308443.1	XP_017759686.1
OG0004819	XP_011164636.1, XP_011164645.1	XP_017761832.1
OG0004820	XP_025989661.1	XP_017757940.1
OG0004821	XP_039311785.1	XP_017753102.1
OG0004822	XP_025991494.1	XP_017754070.1
OG0004823	XP_025986830.1	XP_017766467.1
OG0004824	XP_011158697.1	XP_017762722.1
OG0004825	XP_039310312.1	XP_017763570.1
OG0004826	XP_011171852.1	XP_017760857.1
OG0004827	XP_011169499.1	XP_017755244.1, XP_017755243.1
OG0004828	XP_025996351.2, XP_025996349.2	XP_017763539.1
OG0004829	XP_011166395.1	XP_017756422.1
OG0004830	XP_039308950.1, XP_011160676.1	XP_017758139.1
OG0004831	XP_039311100.1	XP_017763014.1
OG0004832	XP_039314093.1	XP_017758191.1, XP_017767560.1
OG0004833	XP_011163377.2	XP_017756139.1
OG0004834	XP_011161946.1	XP_017755148.1
OG0004835	XP_025995383.2	XP_017752936.1
OG0004836	XP_011171309.1	XP_017765388.1
OG0004837	XP_025989789.1	XP_017765807.1
OG0004838	XP_025994149.1	XP_017755964.1
OG0004839	XP_025987572.1	XP_017765819.1
OG0004840	XP_039302298.1	XP_017763682.1
OG0004841	XP_011161295.2	XP_017763926.1
OG0004842	XP_025996353.1	XP_017755360.1
OG0004843	XP_011168342.2	XP_017753355.1
OG0004844	XP_011173330.1	XP_017760727.1
OG0004845	XP_011167459.1	XP_017765752.1
OG0004846	XP_025993696.1, XP_025993687.1	XP_017760529.1
OG0004847	XP_011162758.2	XP_017754290.1
OG0004848	XP_011163841.1	XP_017759566.1
OG0004849	XP_011165155.3	XP_017767501.1
OG0004850	XP_039307914.1	XP_017760877.1, XP_017760866.1
OG0004851	XP_025994685.1	XP_017754410.1
OG0004852	XP_011173198.3	XP_017765134.1
OG0004853	XP_039309294.1	XP_017763865.1
OG0004854	XP_039303261.1	XP_017755723.1
OG0004855	XP_039305464.1	XP_017757128.1
OG0004856	XP_011169181.2, XP_025994278.2	XP_017763492.1
OG0004857	XP_011168261.2, XP_011168260.2, XP_011168259.2	XP_017767470.1
OG0004858	XP_011170519.1	XP_017757599.1
OG0004859	XP_025992087.2	XP_017760432.1
OG0004860	XP_011176051.2, XP_039308667.1	XP_017765429.1
OG0004861	XP_039303629.1	XP_017766454.1
OG0004862	XP_039311036.1	XP_017763893.1
OG0004863	XP_011168677.1, XP_011168678.1	XP_017762680.1
OG0004864	XP_011167798.1	XP_017756805.1
OG0004865	XP_011156439.1	XP_017764154.1
OG0004866	XP_025986178.1	XP_017767479.1
OG0004867	XP_039308768.1	XP_017764815.1
OG0004868	XP_039307172.1, XP_025991043.1, XP_011171082.1	XP_017761801.1
OG0004869	XP_025988688.2	XP_017757352.1
OG0004870	XP_039304335.1	XP_017753977.1
OG0004871	XP_039311074.1	XP_017764959.1
OG0004872	XP_039304099.1	XP_017757948.1
OG0004873	XP_011159128.1	XP_017763551.1
OG0004874	XP_025987627.1	XP_017755968.1
OG0004875	XP_025996691.1	XP_017760679.1
OG0004876	XP_011162482.2	XP_017765465.1
OG0004877	XP_025988317.2	XP_017764490.1
OG0004878	XP_011172045.1	XP_017766086.1
OG0004879	XP_039307479.1	XP_017765275.1
OG0004880	XP_039312893.1	XP_017763475.1
OG0004881	XP_025995111.1, XP_025995115.1, XP_025995110.1	XP_017765623.1, XP_017762648.1
OG0004883	XP_011167157.1	XP_017766461.1
OG0004884	XP_011155982.2	XP_017754696.1
OG0004885	XP_011172277.1	XP_017755232.1
OG0004887	XP_011168010.1	XP_017765244.1
OG0004888	XP_011164202.1	XP_017752451.1
OG0004889	XP_011161463.1	XP_017764629.1
OG0004890	XP_039307512.1, XP_039307514.1, XP_039307513.1	XP_017753207.1
OG0004891	XP_011159501.1, XP_039304100.1	XP_017757497.1
OG0004892	XP_011158711.2	XP_017765688.1
OG0004893	XP_011164987.2	XP_017763354.1
OG0004894	XP_011166085.1	XP_017753518.1
OG0004895	XP_011159287.1	XP_017758391.1, XP_017758390.1
OG0004896	XP_025991484.1	XP_017763989.1
OG0004897	XP_011173056.1	XP_017758228.1
OG0004898	XP_011161040.1	XP_017756357.1
OG0004899	XP_011167124.1	XP_017759517.1
OG0004900	XP_039310188.1, XP_039310187.1	XP_017758949.1
OG0004901	XP_025995560.1	XP_017757462.1
OG0004902	XP_011170291.1, XP_025986098.1, XP_025986096.1, XP_025986097.1	XP_017764842.1
OG0004903	XP_011157297.2	XP_017767211.1
OG0004904	XP_025986675.1	XP_017758148.1
OG0004905	XP_011155820.1	XP_017766376.1
OG0004906	XP_011166892.1	XP_017763580.1
OG0004908	XP_011155648.2	XP_017755663.1
OG0004909	XP_011173028.1	XP_017759535.1
OG0004910	XP_039308257.1, XP_039308255.1, XP_039308256.1	XP_017756657.1
OG0004911	XP_011165238.1	XP_017756483.1
OG0004912	XP_011155354.2	XP_017763204.1
OG0004913	XP_011159784.2	XP_017761975.1
OG0004914	XP_025988409.2	XP_017765857.1
OG0004915	XP_039310168.1	XP_017757651.1, XP_017757652.1
OG0004916	XP_039307387.1, XP_025994633.2, XP_039307386.1	XP_017764675.1
OG0004917	XP_011155394.1, XP_039308883.1, XP_039308882.1, XP_039308881.1	XP_017752765.1
OG0004919	XP_025990993.1	XP_017753917.1
OG0004920	XP_011169940.2	XP_017755259.1
OG0004921	XP_039303743.1, XP_011157463.1, XP_011157464.1	XP_017753504.1
OG0004922	XP_011165022.1	XP_017762935.1
OG0004923	XP_011173383.1	XP_017757882.1
OG0004924	XP_011155601.2	XP_017752543.1
OG0004925	XP_039312680.1	XP_017767483.1
OG0004926	XP_011165519.1	XP_017761145.1
OG0004927	XP_011168860.1	XP_017766597.1
OG0004928	XP_011172324.1	XP_017755289.1
OG0004929	XP_011173172.2	XP_017763235.1
OG0004930	XP_011156483.1	XP_017759345.1
OG0004931	XP_011156491.1	XP_017767284.1, XP_017767285.1
OG0004932	XP_011161548.2	XP_017766179.1
OG0004933	XP_025993059.1	XP_017752593.1
OG0004934	XP_011172387.1	XP_017766764.1
OG0004935	XP_011172986.1	XP_017762746.1, XP_017762755.1, XP_017762743.1
OG0004936	XP_025986023.1, XP_039301736.1	XP_017758277.1
OG0004937	XP_025992899.2	XP_017754085.1
OG0004938	XP_025994134.1	XP_017757723.1
OG0004939	XP_039303224.1	XP_017761503.1
OG0004940	XP_011168659.1, XP_039301828.1, XP_039301835.1	XP_017757752.1
OG0004941	XP_011155811.1	XP_017756361.1
OG0004942	XP_011164226.2	XP_017766295.1
OG0004943	XP_011164003.1	XP_017756203.1
OG0004944	XP_011158158.1	XP_017759823.1, XP_017762593.1, XP_017755892.1
OG0004945	XP_011163994.1	XP_017752784.1
OG0004946	XP_025992093.1	XP_017760137.1
OG0004947	XP_011173297.2, XP_011173299.2	XP_017767701.1
OG0004948	XP_039310599.1, XP_025987514.1	XP_017763040.1
OG0004950	XP_011158781.1	XP_017755187.1
OG0004951	XP_039303844.1, XP_011164470.2	XP_017753736.1
OG0004952	XP_039314788.1, XP_011170636.3	XP_017761356.1
OG0004954	XP_039310658.1	XP_017762832.1
OG0004955	XP_039304854.1	XP_017759792.1
OG0004956	XP_011161888.1	XP_017763254.1
OG0004956	XP_011161889.1	XP_017763243.1
OG0004957	XP_011166914.1	XP_017760625.1
OG0004960	XP_011163533.2, XP_025992952.2, XP_025992953.2, XP_025992951.2	XP_017767428.1
OG0004961	XP_011161088.1	XP_017762969.1
OG0004962	XP_011159604.1	XP_017767770.1
OG0004963	XP_039313974.1	XP_017756609.1, XP_017756622.1
OG0004964	XP_039313455.1, XP_011175450.1	XP_017764248.1
OG0004965	XP_011156751.2	XP_017753746.1
OG0004966	XP_011175376.2, XP_011175399.2, XP_039314127.1, XP_039314129.1, XP_025989474.2	XP_017765249.1
OG0004967	XP_039313031.1, XP_039313030.1, XP_025993702.1	XP_017762485.1
OG0004968	XP_039305123.1	XP_017757987.1
OG0004969	XP_039305691.1, XP_011166787.1	XP_017762406.1, XP_017762407.1
OG0004973	XP_039306339.1, XP_025997141.2, XP_025986452.2, XP_039304903.1, XP_039304821.1, XP_039304900.1, XP_039304818.1, XP_039304905.1, XP_039304901.1, XP_039304910.1, XP_025986455.1, XP_025986453.2, XP_039304909.1, XP_025986414.2	XP_017767294.1, XP_017767301.1
OG0004976	XP_011160005.1	XP_017754240.1
OG0004977	XP_039314749.1, XP_011156472.1	XP_017759758.1
OG0004978	XP_011175809.1	XP_017754927.1
OG0004979	XP_011156752.1	XP_017753767.1
OG0004980	XP_011163087.1	XP_017762919.1
OG0004981	XP_011160897.1	XP_017754384.1
OG0004982	XP_011161901.1	XP_017765538.1
OG0004983	XP_011175184.1	XP_017759878.1
OG0004984	XP_011172969.1	XP_017759066.1
OG0004985	XP_039307114.1	XP_017752508.1
OG0004986	XP_011169659.1	XP_017759591.1
OG0004987	XP_011162241.1	XP_017759145.1
OG0004988	XP_025990314.1	XP_017758025.1
OG0004989	XP_011158931.1	XP_017766361.1, XP_017766362.1
OG0004990	XP_025986974.1	XP_017759265.1
OG0004991	XP_011170937.1	XP_017767039.1
OG0004992	XP_011166775.1	XP_017762435.1, XP_017762433.1, XP_017762434.1
OG0004993	XP_011166724.1	XP_017761722.1, XP_017761723.1
OG0004994	XP_011163080.1	XP_017767418.1
OG0004995	XP_011171380.1	XP_017766016.1
OG0004996	XP_039302515.1	XP_017755633.1
OG0004997	XP_011162496.1	XP_017756675.1
OG0004998	XP_011162786.1, XP_011162785.1	XP_017755924.1, XP_017755925.1
OG0004999	XP_011175200.1	XP_017759941.1
OG0005000	XP_011160527.1	XP_017763641.1
OG0005001	XP_039314931.1	XP_017765509.1
OG0005002	XP_011166128.1	XP_017757419.1
OG0005003	XP_011164307.1	XP_017763720.1
OG0005004	XP_011163289.1	XP_017757280.1, XP_017757279.1, XP_017757278.1
OG0005005	XP_011173648.1	XP_017756718.1
OG0005006	XP_011170107.1	XP_017752274.1
OG0005007	XP_011155836.1	XP_017759814.1
OG0005008	XP_011166476.1	XP_017758839.1
OG0005009	XP_011160131.2	XP_017753213.1
OG0005010	XP_011175963.1	XP_017765571.1
OG0005011	XP_011164519.1	XP_017753614.1, XP_017753629.1
OG0005012	XP_011170443.1	XP_017760350.1
OG0005013	XP_039312264.1	XP_017752312.1
OG0005014	XP_011158278.2, XP_011164960.1, XP_011163236.1	XP_017763839.1
OG0005015	XP_011157783.1	XP_017754727.1
OG0005016	XP_011161593.1	XP_017754731.1
OG0005017	XP_011165210.1	XP_017760828.1
OG0005018	XP_039308813.1	XP_017764167.1
OG0005019	XP_011156361.1	XP_017764236.1
OG0005020	XP_011164942.1	XP_017762874.1
OG0005021	XP_025991448.1	XP_017760840.1
OG0005022	XP_011170739.1	XP_017755269.1
OG0005023	XP_011175130.1	XP_017766623.1
OG0005024	XP_011169112.1	XP_017765878.1
OG0005025	XP_011163165.1	XP_017766334.1
OG0005026	XP_011168504.1	XP_017757310.1
OG0005027	XP_011165696.2	XP_017763557.1
OG0005028	XP_011160099.1	XP_017753191.1
OG0005029	XP_025994457.1	XP_017754076.1
OG0005030	XP_011173439.1	XP_017754321.1
OG0005031	XP_011156517.1	XP_017756496.1
OG0005032	XP_025986042.1, XP_011166955.1, XP_025986043.1	XP_017764188.1
OG0005033	XP_011168344.1	XP_017763863.1
OG0005034	XP_011168962.1	XP_017761946.1
OG0005035	XP_011157150.1	XP_017759187.1
OG0005036	XP_011165999.1, XP_039310824.1, XP_011165998.1	XP_017764976.1
OG0005037	XP_011175521.1	XP_017760182.1
OG0005038	XP_011164008.1	XP_017762489.1
OG0005039	XP_011159421.1	XP_017757522.1, XP_017757523.1, XP_017757524.1
OG0005040	XP_011159943.2	XP_017757396.1
OG0005041	XP_011157686.1, XP_011157685.1, XP_025992406.1	XP_017760606.1
OG0005042	XP_011166245.1	XP_017757536.1
OG0005043	XP_025994005.1, XP_011155761.1	XP_017752809.1
OG0005044	XP_011168206.1	XP_017761921.1
OG0005045	XP_011168691.1	XP_017765605.1
OG0005046	XP_011171977.1	XP_017754920.1
OG0005047	XP_011159196.1	XP_017753820.1
OG0005048	XP_011164290.2	XP_017755510.1
OG0005049	XP_039304331.1	XP_017767045.1
OG0005050	XP_011171370.1	XP_017765494.1
OG0005051	XP_011162639.1	XP_017755296.1
OG0005052	XP_011157146.2	XP_017759177.1
OG0005053	XP_025988357.1	XP_017764643.1
OG0005054	XP_011168679.1	XP_017760469.1
OG0005055	XP_039302457.1	XP_017760853.1
OG0005056	XP_011162515.1	XP_017754713.1, XP_017754716.1, XP_017754714.1, XP_017754717.1
OG0005057	NP_001291539.1	XP_017753741.1
OG0005058	XP_011158268.1	XP_017756069.1
OG0005059	XP_011157860.2	XP_017759861.1
OG0005060	XP_025987437.1	XP_017761287.1
OG0005061	XP_011158172.1	XP_017757473.1
OG0005062	XP_011160342.3	XP_017755738.1
OG0005063	XP_011171932.1	XP_017764097.1
OG0005064	XP_025990408.1, XP_039309151.1	XP_017755808.1
OG0005065	XP_011175639.1	XP_017761748.1
OG0005066	XP_025991751.1, XP_025991749.1	XP_017757112.1
OG0005067	XP_011159786.1	XP_017763960.1
OG0005068	XP_011171939.1	XP_017756179.1
OG0005070	XP_025986310.1, XP_011171884.1	XP_017766026.1
OG0005071	XP_011175120.2	XP_017754352.1
OG0005072	XP_011157976.1	XP_017764969.1
OG0005073	XP_011159143.2	XP_017762012.1
OG0005074	XP_025995361.1	XP_017764346.1
OG0005075	XP_025995359.1	XP_017764344.1
OG0005077	XP_011167520.1	XP_017761716.1
OG0005078	XP_011176004.1	XP_017761884.1, XP_017761883.1
OG0005079	XP_011169213.1	XP_017753052.1
OG0005080	XP_011171321.1	XP_017762397.1
OG0005081	XP_011162406.1	XP_017766975.1
OG0005082	XP_011171432.1	XP_017752758.1
OG0005083	XP_011163108.1	XP_017752810.1
OG0005084	XP_039302560.1, XP_039302603.1	XP_017765081.1
OG0005085	XP_011163916.1	XP_017762769.1
OG0005086	XP_011173359.1	XP_017765842.1, XP_017765843.1
OG0005087	XP_011156609.1	XP_017758846.1
OG0005089	XP_039310177.1	XP_017765481.1
OG0005090	XP_011167568.2	XP_017754658.1
OG0005091	XP_011162174.1	XP_017760592.1
OG0005092	XP_039304679.1	XP_017758105.1
OG0005093	XP_011159273.1	XP_017767030.1
OG0005094	XP_011156158.1	XP_017762702.1
OG0005095	XP_011161426.1	XP_017762804.1
OG0005096	XP_011175267.2, XP_025994373.2, XP_039306545.1	XP_017755112.1
OG0005097	XP_011168655.1	XP_017757768.1
OG0005098	XP_011176202.1	XP_017762863.1
OG0005099	XP_039306466.1	XP_017753682.1
OG0005100	XP_011172073.1	XP_017754735.1
OG0005101	XP_039306072.1	XP_017762454.1
OG0005102	XP_011163638.1	XP_017757661.1
OG0005103	XP_011175190.1	XP_017752286.1
OG0005104	XP_025995396.1	XP_017764083.1
OG0005105	XP_025992604.1	XP_017757197.1
OG0005106	XP_011175050.1	XP_017763298.1
OG0005107	XP_039302223.1	XP_017765978.1
OG0005108	XP_011161689.1	XP_017756627.1
OG0005109	XP_011164761.2	XP_017758279.1
OG0005110	XP_011172573.1	XP_017765428.1
OG0005111	XP_011157058.1	XP_017760623.1
OG0005112	XP_011155892.1	XP_017755895.1
OG0005113	XP_011165695.1	XP_017757210.1
OG0005114	XP_011171408.1	XP_017756161.1
OG0005115	XP_011174994.1	XP_017763318.1
OG0005116	XP_011166548.1	XP_017758438.1
OG0005117	XP_011166512.1	XP_017756051.1
OG0005118	XP_011167724.1	XP_017767095.1
OG0005119	XP_039314090.1, XP_011175025.3	XP_017763317.1
OG0005120	XP_025993623.1	XP_017752942.1
OG0005121	XP_011158098.1	XP_017763691.1
OG0005122	XP_011170022.1	XP_017752789.1
OG0005123	XP_011159121.1	XP_017752948.1
OG0005124	XP_011167373.1	XP_017757276.1
OG0005125	XP_039314881.1, XP_011161135.1	XP_017756165.1
OG0005126	XP_011159478.1	XP_017762036.1
OG0005127	XP_011160175.2	XP_017767698.1
OG0005128	XP_011169298.1	XP_017753372.1
OG0005129	XP_011173372.1	XP_017765958.1, XP_017765960.1, XP_017765961.1, XP_017765959.1
