Orthogroup	Solenopsis_invicta	Bombus_terrestris
OG0003591	XP_011161385.1	XP_012176698.1
OG0003592	XP_025996466.1	XP_012164576.1
OG0003593	XP_039301872.1	XP_012164855.1
OG0003595	XP_011169380.1	XP_020720894.1, XP_003398697.1, XP_012168705.1
OG0003596	XP_025992260.1	XP_003397233.1
OG0003597	XP_025991864.1	XP_012175919.2
OG0003598	XP_011165034.1, XP_025992827.1	XP_012167375.1
OG0003599	XP_011161508.1	XP_012166821.1
OG0003600	XP_025993030.2	XP_020723269.1, XP_020723268.1, XP_012173861.1
OG0003601	XP_011172202.1	XP_003395629.1
OG0003602	XP_025994604.1	XP_012170769.1, XP_003403387.2
OG0003603	XP_011169059.2	XP_003399042.1, XP_012169235.1
OG0003604	XP_039315300.1, XP_011161130.2	XP_012169956.1
OG0003605	XP_039306480.1	XP_012166042.1
OG0003606	XP_011155340.1	XP_020718317.1
OG0003607	XP_039314608.1	XP_012165162.1
OG0003608	XP_039305257.1	XP_012163239.1
OG0003609	XP_039303759.1, XP_011159275.2	XP_012166936.2
OG0003610	XP_011175415.1	XP_003394611.2
OG0003611	XP_011174238.1	XP_003398763.1
OG0003613	XP_011168513.1	XP_003394301.1
OG0003614	XP_011165980.2	XP_003394584.1
OG0003615	XP_011155661.1	XP_003395483.1
OG0003616	XP_011173105.1, XP_039303022.1	XP_012169719.1
OG0003617	XP_039308360.1	XP_020723165.1
OG0003618	XP_011167752.1	XP_003400995.1
OG0003619	XP_025996652.1	XP_003398224.1
OG0003620	XP_011173558.2	XP_020723368.1
OG0003621	XP_011167271.2	XP_012173204.1
OG0003622	XP_025993016.2	XP_020721534.1
OG0003623	XP_011166561.2	XP_020719351.1
OG0003624	XP_011173629.1	XP_012174115.1
OG0003625	XP_039310576.1	XP_012171227.1
OG0003626	XP_039314948.1	XP_012172164.1
OG0003627	XP_011163417.2	XP_012172938.2
OG0003628	XP_011166426.1	XP_003397605.1
OG0003629	XP_011166897.1, XP_011166898.1	XP_003401146.1
OG0003630	XP_025986522.1	XP_012168911.2
OG0003631	XP_011157082.3	XP_012176565.1, XP_012176564.1
OG0003632	XP_025992165.2	XP_020720474.1
OG0003633	XP_025987589.2	XP_003395122.1
OG0003634	XP_011175272.2, XP_039306541.1, XP_011175269.2	XP_003399197.1
OG0003635	XP_039314897.1	XP_012164787.1
OG0003636	XP_025986658.2	XP_020721799.1, XP_003400090.1
OG0003637	XP_039305221.1	XP_012174947.1
OG0003638	XP_025985884.1	XP_012167857.1
OG0003639	XP_011167928.1	XP_003398728.1
OG0003640	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1	XP_020721121.1
OG0003641	XP_025988954.1	XP_020722906.1
OG0003642	XP_039313749.1	XP_012172877.1
OG0003643	XP_011157048.2	XP_020721960.1
OG0003644	XP_011161160.1	XP_012171534.1
OG0003645	XP_039312324.1	XP_012176334.1
OG0003646	XP_039305230.1	XP_003398690.1
OG0003647	XP_025996645.2	XP_012176133.2
OG0003648	XP_011166759.1	XP_020722335.1
OG0003649	XP_011170222.1	XP_012170367.1
OG0003650	XP_039312443.1	XP_020724206.1
OG0003651	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1	XP_003395731.1
OG0003652	XP_011158767.1	XP_003393892.1
OG0003653	XP_011167346.2	XP_003394393.1
OG0003655	XP_039308408.1, XP_039308409.1	XP_003393295.1
OG0003656	XP_011159123.2	XP_012175963.1
OG0003657	XP_039308354.1	XP_012170011.1
OG0003658	XP_011155629.1, XP_011155630.1, XP_039302693.1	XP_012175099.1
OG0003660	XP_011176058.1, XP_039312999.1	XP_020720578.1
OG0003661	XP_011170494.3	XP_012167107.1
OG0003662	XP_011175688.1	XP_020723661.1
OG0003663	XP_039306921.1	XP_012166208.1, XP_012166209.1
OG0003664	XP_011164276.1	XP_012164618.1
OG0003665	XP_011166929.1, XP_011166930.1	XP_012164802.1
OG0003666	XP_011166717.1	XP_003396069.1
OG0003667	XP_039315208.1, XP_011170467.2, XP_011170178.1, XP_039315458.1	XP_012173324.1
OG0003668	XP_039312702.1, XP_011169131.1	XP_012169584.1
OG0003669	XP_011168002.1	XP_003400215.1
OG0003670	XP_039312486.1	XP_003399292.1, XP_020721304.1, XP_020721303.1
OG0003671	XP_025995824.1	XP_003394632.1
OG0003672	XP_039314297.1	XP_003395365.2
OG0003673	XP_011159485.1, XP_011159484.1	XP_020721729.1, XP_012169850.1, XP_012169851.1
OG0003674	XP_011175340.1	XP_012169014.1, XP_012169013.1
OG0003675	XP_011167135.2	XP_003393766.1
OG0003676	XP_011163394.2	XP_012174448.1
OG0003677	XP_011176185.1	XP_012163989.1
OG0003678	XP_011163744.2	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1
OG0003679	XP_011169854.1, XP_011169848.1, XP_011169843.1	XP_012165818.1
OG0003680	XP_025991771.1	XP_020720724.1, XP_020720727.1
OG0003681	XP_011158579.1	XP_003397161.1
OG0003682	XP_011159235.1	XP_012168180.1
OG0003683	XP_011158808.1	XP_020723372.1, XP_003393709.1
OG0003684	XP_011164943.1	XP_003400693.1
OG0003685	XP_025995983.1, XP_025993501.1, XP_025993499.1, XP_025993500.1	XP_012171647.1
OG0003686	XP_025985905.2	XP_020723680.1
OG0003687	XP_011165752.1	XP_012164237.1
OG0003688	XP_011160014.1, XP_025989235.1	XP_020722732.1
OG0003689	XP_011171886.1	XP_020723900.1
OG0003690	XP_039303242.1, XP_011170696.1	XP_003395748.1
OG0003691	XP_025993189.2	XP_012173978.1
OG0003692	XP_025986560.1	XP_020723394.1
OG0003693	XP_011159296.1	XP_020720757.1
OG0003694	XP_025994039.2	XP_003400326.1
OG0003695	XP_011169446.1	XP_012175920.1, XP_003394378.2
OG0003696	XP_039308599.1, XP_039308617.1	XP_020722944.1, XP_012170072.1
OG0003697	XP_039308387.1	XP_012173636.1
OG0003699	XP_011174388.1, XP_011174393.1, XP_025987261.1	XP_012172220.1
OG0003700	XP_011169128.1	XP_012169250.1
OG0003701	XP_011165358.1, XP_011165355.1	XP_020719851.1
OG0003702	XP_039305182.1	XP_012176465.2
OG0003703	XP_011170385.1	XP_003395573.1
OG0003704	XP_025991981.2	XP_020720103.1
OG0003705	XP_025987913.1	XP_012175203.2
OG0003706	XP_039309212.1	XP_020722231.1
OG0003706	XP_011155353.2	XP_003400797.1
OG0003709	XP_011163619.1	XP_003394858.1
OG0003710	XP_011168792.1	XP_012176347.1
OG0003711	XP_011172335.1	XP_003399787.1
OG0003712	XP_011157010.1	XP_003398378.1
OG0003713	XP_011168517.1	XP_012176145.1
OG0003714	XP_011162592.1	XP_003397274.1
OG0003715	XP_039313058.1	XP_012165426.1
OG0003716	XP_025995556.1	XP_012173401.1, XP_012173402.1
OG0003718	XP_025988831.1	XP_012174429.1
OG0003719	XP_025993392.1	XP_003398188.1
OG0003720	XP_011158067.1	XP_012170722.1
OG0003721	XP_025989283.1	XP_012175060.1
OG0003722	XP_011175703.1	XP_003392860.1
OG0003723	XP_011158661.1	XP_003402655.1
OG0003724	XP_011158968.1	XP_003403107.1
OG0003725	XP_025993111.1	XP_012170273.1
OG0003726	XP_025996015.1	XP_012164471.1, XP_012164472.1, XP_003395340.1
OG0003727	XP_011170912.1, XP_011170914.1, XP_011170913.1	XP_003394476.1, XP_012176414.1
OG0003728	XP_011169739.1	XP_012164327.1
OG0003729	XP_011165154.1	XP_003398256.1
OG0003730	XP_011165842.1	XP_003403345.1
OG0003731	XP_011164522.1	XP_003394616.1
OG0003732	XP_011156365.1	XP_003402554.1
OG0003733	XP_011163524.2	XP_003398287.1
OG0003734	XP_039307129.1, XP_025994362.1	XP_003400687.1
OG0003735	XP_011161972.1	XP_003401424.1
OG0003736	XP_011169470.1	XP_012175878.1
OG0003737	XP_011157966.1	XP_003396800.1
OG0003738	XP_011169742.1	XP_003395291.1
OG0003739	XP_011164693.1	XP_003401518.1
OG0003740	XP_025991922.1	XP_003401553.1
OG0003741	XP_011174019.1	XP_003396719.1
OG0003742	XP_011161409.1	XP_012163334.1
OG0003743	XP_011172362.1	XP_012165953.1
OG0003744	XP_011172220.1	XP_003400991.1
OG0003745	XP_011171823.1	XP_003394350.1
OG0003746	XP_039304457.1	XP_012163881.1
OG0003747	XP_011167369.2, XP_025988608.1	XP_020718372.1
OG0003748	XP_011166657.1, XP_011166656.1	XP_012168566.1
OG0003749	XP_025987674.1, XP_039305506.1	XP_003400317.1
OG0003750	XP_025990237.1	XP_012168130.1
OG0003751	XP_011169970.2	XP_012175469.1
OG0003752	XP_011158636.1	XP_012164661.1
OG0003753	XP_011163442.1	XP_012172907.1
OG0003754	XP_039301810.1	XP_012171814.1
OG0003755	XP_011156923.1	XP_003398815.1
OG0003756	XP_011170763.1	XP_003395667.1
OG0003757	XP_039303967.1, XP_025986167.1, XP_039303968.1	XP_003401545.1
OG0003758	XP_039305719.1	XP_003394907.1
OG0003759	XP_011161012.1	XP_003398720.2
OG0003760	XP_011164546.1	XP_003394717.1
OG0003761	XP_011160215.1	XP_012166085.1
OG0003762	XP_025995354.1	XP_003394458.1
OG0003763	XP_011165219.2	XP_003401036.1
OG0003764	XP_011158594.1, XP_011158597.1	XP_020721411.1
OG0003765	XP_011162102.1	XP_003399812.1
OG0003766	XP_011167172.1	XP_003394009.1, XP_012174123.1
OG0003767	XP_011172039.1	XP_003395306.1
OG0003768	XP_011175554.1	XP_003402853.1
OG0003769	XP_039304039.1, XP_011159751.1	XP_020720595.1, XP_003398359.1, XP_020720594.1
OG0003770	XP_011157095.1	XP_003402581.1
OG0003771	XP_011155616.1	XP_003401828.1
OG0003772	XP_011159503.1	XP_003395590.1
OG0003773	XP_011160541.1, XP_011160542.1	XP_003395332.2
OG0003774	XP_011168322.1	XP_012170978.1
OG0003775	XP_025995362.1	XP_003394171.1
OG0003776	XP_011157495.1	XP_003399757.1
OG0003777	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1	XP_012167149.1
OG0003778	XP_025991477.2	XP_020718480.1
OG0003779	XP_011161043.1	XP_003402657.1
OG0003780	XP_011176195.1, XP_011176197.1, XP_011176196.1	XP_012171654.1
OG0003781	XP_011164009.1	XP_012166948.1
OG0003782	XP_011163386.1	XP_003397313.1
OG0003783	XP_011157971.1	XP_003401568.1
OG0003784	XP_011160258.1	XP_003400255.1
OG0003785	XP_011159536.3	XP_003399519.1
OG0003786	XP_011159396.1, XP_011159398.1	XP_003401629.1
OG0003787	XP_039307174.1, XP_011171028.1	XP_003397613.1
OG0003788	XP_011155430.1	XP_003402136.1
OG0003789	XP_011169655.1	XP_003394456.1
OG0003790	XP_011165359.1	XP_003393097.1
OG0003791	XP_011156116.1	XP_012164696.1
OG0003792	XP_025995656.1	XP_003395898.2
OG0003793	XP_011165565.3	XP_003392951.1
OG0003794	XP_039303676.1	XP_020720539.1
OG0003795	XP_011160027.1, XP_011160029.1	XP_012172248.1, XP_003401119.1
OG0003796	XP_011155673.1	XP_003402558.1, XP_020723441.1
OG0003797	XP_039312805.1	XP_020718925.1, XP_003395568.1
OG0003798	XP_025992665.1	XP_003394776.1
OG0003799	XP_011170585.1	XP_012176545.1
OG0003800	XP_011157261.1	XP_003400744.3
OG0003801	XP_039307025.1	XP_003399830.1
OG0003802	XP_011156805.1	XP_012172080.1
OG0003803	XP_011159601.1	XP_012174194.2
OG0003804	XP_011172646.1	XP_003396198.1
OG0003805	XP_011167839.2	XP_003397540.1
OG0003806	XP_011173111.1	XP_003401853.1
OG0003807	XP_039301827.1, XP_011156481.1	XP_003400763.1
OG0003808	XP_011173566.1	XP_012170572.1
OG0003809	XP_011161045.1	XP_003394060.1
OG0003810	XP_011157488.1	XP_003394847.1
OG0003811	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1	XP_003397856.1
OG0003812	XP_025992553.1	XP_003400199.1, XP_012170948.1
OG0003813	XP_011159958.2	XP_003402879.1
OG0003814	XP_011157373.2, XP_039306706.1	XP_003400441.2
OG0003815	XP_039307396.1, XP_025992666.1	XP_012169397.1
OG0003816	XP_039312757.1	XP_003399393.1
OG0003817	XP_011172618.1	XP_012169368.1
OG0003818	XP_011175934.1	XP_003402156.1, XP_012173716.1
OG0003819	XP_011170017.1	XP_003401328.1
OG0003820	XP_011156382.3, XP_039307591.1	XP_020721052.1
OG0003821	XP_011164448.1	XP_012171068.1
OG0003822	XP_011162673.2	XP_020719833.1
OG0003823	XP_011166802.1	XP_003402949.1
OG0003824	XP_011163209.2	XP_012164345.1
OG0003825	XP_039310079.1	XP_012166466.1, XP_012166465.1
OG0003826	XP_039310283.1	XP_020720011.1
OG0003827	XP_011160989.2	XP_012174352.1
OG0003828	XP_011171352.1	XP_003396889.2
OG0003829	XP_039310615.1	XP_012166227.1
OG0003830	XP_025989979.2, XP_025989980.2	XP_012175454.2, XP_012167728.1
OG0003831	XP_025994355.1	XP_003400677.1
OG0003832	XP_011164209.2	XP_012173887.1
OG0003833	XP_011170251.1	XP_003399790.1
OG0003834	XP_011163864.1	XP_012174670.1
OG0003835	XP_011159619.1	XP_012168709.1
OG0003836	XP_039309063.1	XP_012173196.2
OG0003837	XP_011173345.1	XP_003394757.1
OG0003838	XP_011166072.1	XP_003394285.1
OG0003839	XP_011162047.1	XP_012173008.1
OG0003841	XP_011157791.1, XP_011157790.1	XP_003393847.1
OG0003842	XP_039303012.1	XP_012170605.1
OG0003843	XP_011166255.1, XP_039311219.1	XP_003403087.1, XP_012174907.1
OG0003844	XP_011166427.2	XP_003397607.1
OG0003845	XP_039307489.1, XP_011166904.1	XP_012176114.1
OG0003846	XP_011175418.1	XP_003394615.1
OG0003847	XP_011160048.1	XP_012174241.1
OG0003848	XP_011163364.1	XP_003395820.1, XP_012164354.1
OG0003849	XP_011167690.1	XP_003400188.1
OG0003850	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1	XP_003398559.1
OG0003852	XP_011164192.1	XP_003402305.2
OG0003853	XP_011167699.1	XP_003400083.2
OG0003854	XP_011170457.1, XP_011170455.2	XP_012170484.1
OG0003855	XP_025990166.1	XP_003397557.1
OG0003856	XP_039315036.1	XP_003401541.1
OG0003857	XP_025989275.1	XP_003397343.1
OG0003858	XP_011176128.2, XP_039305046.1, XP_011176134.1	XP_003393762.1, XP_012171087.1, XP_012171074.1
OG0003859	XP_011175511.1	XP_003396156.1
OG0003860	XP_011158866.1	NP_001267862.1
OG0003861	XP_011161907.1	XP_003397931.1
OG0003862	XP_039308821.1	XP_003399549.1
OG0003863	XP_039308430.1	XP_012168019.1
OG0003864	XP_011164251.2	XP_003402983.1, XP_012174747.1
OG0003865	XP_011155759.1, XP_011155758.1	XP_003401265.1, XP_003401264.1
OG0003866	XP_011176060.1	XP_003397986.1
OG0003867	XP_011164324.1	XP_020723653.1
OG0003868	XP_011155641.1	XP_012167944.1, XP_003398260.1
OG0003869	XP_025988131.1	XP_003399054.1
OG0003870	XP_025995031.1	XP_003393674.1
OG0003871	XP_039311707.1	XP_020720764.1, XP_012168535.1, XP_012168534.1
OG0003872	XP_039309105.1, XP_011162350.1	XP_012173307.1
OG0003873	XP_025987503.2	XP_012165920.1
OG0003874	XP_011170285.1	XP_012164064.1
OG0003875	XP_025994624.1	XP_003397230.1
OG0003876	XP_011164283.1	XP_012164640.1
OG0003877	XP_011158035.1	XP_003400115.1
OG0003878	XP_011169851.1	XP_012168580.1
OG0003879	XP_025988582.1, XP_011158304.1	XP_012166836.1
OG0003880	XP_011157017.1	XP_012176490.1, XP_012176491.1, XP_003394671.1, XP_003394670.1
OG0003881	XP_011170189.2	XP_020718897.1, XP_003395781.1
OG0003882	XP_011170992.1	XP_020724190.1
OG0003883	XP_011171998.1	XP_003401855.1
OG0003884	XP_039307182.1	XP_012163849.1
OG0003885	XP_011173400.1	XP_003402476.1
OG0003886	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1	XP_012176406.1
OG0003887	XP_011158236.2	XP_020724324.1, XP_012176067.1, XP_020724323.1
OG0003888	XP_011162753.2	XP_003393605.1
OG0003889	XP_011168777.1	XP_012176166.2
OG0003890	XP_039312581.1, XP_039312579.1	XP_020720074.1
OG0003891	XP_011161971.1	XP_020722769.1
OG0003892	XP_011160869.1	XP_003400402.1
OG0003893	XP_025986847.1, NP_001291512.1	XP_003399859.1
OG0003894	XP_011160767.2, XP_011160760.1	XP_003398517.1
OG0003895	XP_025986022.2	XP_003396092.1
OG0003896	XP_011162347.1	XP_012173932.1
OG0003897	XP_025992844.1	XP_012173494.1, XP_012173493.1
OG0003898	XP_011176008.1	XP_003393443.1
OG0003899	XP_011170319.1	XP_003400851.1
OG0003900	XP_011172738.1	XP_003397205.1
OG0003901	XP_039304811.1, XP_025996432.1	XP_003393189.1
OG0003902	XP_025989407.2	XP_012170394.1, XP_020721669.1
OG0003903	XP_039308250.1	XP_012173368.1
OG0003904	XP_011163090.3	XP_012175893.1
OG0003905	XP_011159771.1	XP_012169149.1
OG0003906	XP_025987578.1	XP_003402506.1, XP_012174117.1
OG0003907	XP_011168229.1, XP_039311815.1, XP_039311814.1	XP_003398274.1
OG0003908	XP_039313976.1, XP_011166693.1	XP_003396034.1
OG0003909	XP_011168602.2	XP_003401804.1
OG0003910	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1	XP_003393750.2
OG0003911	XP_011167267.1	XP_012171942.1, XP_012171941.1
OG0003912	XP_011163003.1	XP_012172905.1
OG0003913	XP_011171472.1	XP_003398502.1
OG0003914	XP_011170975.2	XP_003393610.1
OG0003915	XP_025993626.2	XP_012166130.1
OG0003916	XP_025996319.1	XP_003393408.1
OG0003917	XP_011159616.2	XP_020720461.1, XP_003397446.1
OG0003918	XP_011163143.2	XP_012164806.1
OG0003919	XP_011168236.1, XP_011168238.1	XP_003398268.1
OG0003920	XP_011173008.2	XP_003397663.1
OG0003921	XP_011173457.1	XP_020723363.1
OG0003922	XP_011163814.1	XP_003399540.1
OG0003923	XP_011158933.2, XP_039305216.1	XP_012174543.2
OG0003924	XP_011155904.1, XP_011155896.1, XP_025991279.1	XP_003397839.1
OG0003925	XP_011170768.1	XP_003401946.1
OG0003926	XP_039313898.1	XP_003399888.1
OG0003927	XP_011173519.1, XP_011173521.1	XP_012170826.1
OG0003928	XP_011175799.1	XP_012164426.1
OG0003929	XP_039310561.1, XP_011172972.2	XP_012165285.1
OG0003930	XP_011163266.2	XP_003398362.1
OG0003931	XP_011160703.1	XP_003396019.2
OG0003932	XP_011175956.1	XP_003397951.1
OG0003933	XP_011164334.1	XP_012164908.1
OG0003934	XP_039315643.1, XP_039315644.1	XP_012174485.1
OG0003935	XP_011169572.1	XP_003398498.1
OG0003936	XP_025990001.1	XP_012163744.1
OG0003937	XP_039305588.1, XP_039305589.1, XP_039305590.1	XP_020721302.1, XP_012169626.1, XP_012169625.1
OG0003938	XP_011161817.1	XP_003399647.1
OG0003939	XP_011168128.1	XP_003394834.1
OG0003940	XP_039314809.1	XP_003401320.1
OG0003941	XP_011166197.1	XP_020722719.1
OG0003942	XP_011157768.2, XP_039302384.1, XP_039302385.1	XP_003393805.1
OG0003943	XP_011162640.2	XP_003395400.3
OG0003944	XP_011172391.2	XP_003396729.1, XP_012165834.1
OG0003945	XP_025986377.1	XP_012168882.1, XP_003398816.1
OG0003946	XP_025986400.1	XP_003400489.1
OG0003947	XP_011159662.1, XP_025991662.1	XP_020723296.1
OG0003948	XP_011158015.1	XP_003393349.1
OG0003950	XP_011170040.1	XP_012171996.1
OG0003951	XP_011172015.2	XP_020723016.1, XP_020723015.1
OG0003952	XP_025990828.1	XP_020721095.1
OG0003953	XP_011162228.1	XP_003402612.1
OG0003954	XP_011162943.1	XP_003396412.1
OG0003955	XP_011159642.2	XP_003399704.1
OG0003956	XP_011175137.1	XP_003395102.1
OG0003957	XP_011161541.1	XP_003400268.1
OG0003958	XP_011155905.1	XP_003401106.1
OG0003959	XP_011169772.1	XP_003396727.2
OG0003960	XP_025989645.1	XP_012164425.1
OG0003961	XP_011173964.2	XP_003403088.1, XP_012175084.1, XP_020723834.1, XP_020723833.1
OG0003962	XP_011158728.2	XP_003393846.1
OG0003963	XP_011171315.2	XP_003400656.1
OG0003964	XP_039311722.1	XP_012167985.1
OG0003965	XP_039314142.1	XP_003396468.1
OG0003966	XP_039311890.1, XP_039311891.1	XP_012170337.1
OG0003967	XP_025993554.1, XP_039311771.1, XP_039303565.1	XP_012167226.1
OG0003968	XP_011172321.1	XP_003395516.1
OG0003969	XP_011167354.1	XP_003394133.1
OG0003970	XP_011169892.1	XP_003395316.1
OG0003971	XP_011157998.1	XP_020721947.1, XP_012170719.1
OG0003972	XP_011159684.1	XP_003395507.1
OG0003973	XP_011160299.1	XP_012166308.1
OG0003974	XP_011156214.1	XP_003398826.1
OG0003975	XP_025997197.1	XP_003397479.1
OG0003976	XP_011170682.1	XP_003395686.1
OG0003977	XP_011158706.1, XP_039305263.1	XP_012175257.1
OG0003978	XP_011162080.1	XP_012170299.1
OG0003979	XP_011155702.2, XP_011155701.2	XP_012176448.1
OG0003980	XP_011169396.1	XP_012168607.1, XP_003398795.1
OG0003981	XP_011173719.1	XP_012172090.1
OG0003982	XP_039312784.1	XP_003398920.1
OG0003983	XP_025991685.1, XP_025991684.1	XP_003396643.1
OG0003984	XP_011155858.2	XP_003393647.1
OG0003985	XP_011173006.1	XP_020722528.1, XP_020722527.1, XP_003401037.1
OG0003986	XP_039313515.1	XP_003397473.1
OG0003988	XP_025988648.1, XP_025988653.1	XP_020718818.1
OG0003989	XP_011155316.2	XP_003400137.1
OG0003990	XP_039310594.1	XP_012176719.1
OG0003991	XP_025990820.2	XP_003398876.1
OG0003992	XP_011157073.1	XP_003401777.1
OG0003994	XP_011173065.2	XP_003394789.1
OG0003995	XP_011163297.1	XP_012176250.1
OG0003996	XP_011167121.1	XP_003395712.1
OG0003997	XP_039309289.1	XP_012165049.1
OG0003998	XP_011175483.2	XP_020721051.1
OG0003999	XP_011161469.1	XP_003399684.1
OG0004000	XP_011158775.2	XP_003402661.1
OG0004001	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1	XP_003401758.2, XP_012173142.1
OG0004002	XP_011169532.1	XP_012168251.1, XP_003398516.2
OG0004003	XP_011159911.1	XP_012174654.1
OG0004004	XP_039305247.1	XP_020724001.1
OG0004005	XP_025988994.2	XP_003399646.1
OG0004006	XP_025992759.2	XP_012171056.1
OG0004007	XP_025995163.1	XP_003393086.1
OG0004008	XP_011158353.1, XP_011158354.1	XP_012167408.1
OG0004009	XP_011163925.1	XP_020722462.1
OG0004010	XP_011166009.1	XP_012172555.1
OG0004011	XP_011164190.1	XP_003399212.1
OG0004012	XP_025996424.2, XP_039307838.1	XP_003393499.2
OG0004013	XP_025997264.2	XP_012166115.1, XP_020719374.1, XP_020719373.1
OG0004014	XP_025995379.2	XP_003399713.1
OG0004015	XP_025989603.1	XP_003393633.1
OG0004016	XP_011160976.2	XP_003398873.1
OG0004017	XP_025986525.1	XP_003400935.2
OG0004018	XP_011157242.1, XP_025995061.1	XP_012169300.1
OG0004019	XP_011161528.1	XP_020718661.1
OG0004020	XP_011166363.1	XP_012167054.1
OG0004021	XP_039313089.1, XP_039313090.1, XP_025995783.1	XP_012167005.1
OG0004022	XP_011171815.1	XP_012176512.1, XP_003394684.1
OG0004023	XP_011162975.1, XP_011162974.1	XP_003400506.1
OG0004025	XP_011164271.1	XP_003396230.1
OG0004026	XP_025990012.1	XP_020723057.1
OG0004027	XP_011164751.3	XP_020720688.1
OG0004028	XP_025991781.2	XP_012168252.2
OG0004029	XP_011160784.1	XP_020723197.1
OG0004030	XP_011170043.1	XP_012171639.1
OG0004031	XP_011158780.1	XP_003393928.1
OG0004032	XP_011165363.2	XP_012164042.1
OG0004033	XP_039307474.1	XP_003394274.1, XP_020724065.1
OG0004034	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1	XP_003400742.1, XP_020722281.1
OG0004035	XP_011155615.1	XP_003403208.1
OG0004036	XP_011158733.3	XP_003393876.2
OG0004037	XP_011170260.1, XP_039314275.1	XP_003396838.1
OG0004038	XP_011176152.1	XP_003403073.1
