Orthogroup	Solenopsis_invicta	Drosophila_melanogaster
OG0004401	XP_011164976.1	NP_649256.1
OG0004402	XP_025986957.2	NP_524923.1
OG0004403	XP_011155452.1, XP_039308802.1	NP_651498.1
OG0004404	XP_011175503.1	NP_524030.2
OG0004405	XP_011156989.1	NP_649570.1
OG0004406	XP_025988639.1	NP_733063.1
OG0004407	XP_025989611.2	NP_001162940.3, NP_995925.2
OG0004408	XP_025988093.1	NP_001287062.1
OG0004409	XP_039310539.1	NP_524182.3
OG0004410	XP_025990670.1, XP_011161046.1	NP_651927.1
OG0004411	XP_011161010.1	NP_001163296.1
OG0004412	XP_025986105.1	NP_609399.1
OG0004413	XP_039308509.1	NP_001137696.1
OG0004414	XP_011161695.2	NP_001261930.1
OG0004415	XP_039307262.1	NP_001036718.1, NP_650551.1
OG0004416	XP_011163051.1	NP_001261410.1
OG0004417	XP_025988619.2	NP_001260142.1
OG0004418	XP_011172442.1	NP_610327.1, NP_724615.1
OG0004419	XP_039304889.1	NP_001097352.1
OG0004420	XP_011165627.2	NP_477283.1
OG0004421	XP_011157351.1	NP_650270.1
OG0004422	XP_011166474.2	NP_651243.1
OG0004423	XP_039310197.1	NP_001285908.1
OG0004424	XP_025992955.1	NP_001262473.1
OG0004425	XP_039302251.1	NP_608827.1
OG0004426	XP_011159423.1	NP_609783.1
OG0004427	XP_011159910.1	NP_001285801.1, NP_609721.1
OG0004428	XP_039311638.1	NP_648239.1
OG0004429	XP_011157697.1	NP_001259068.1
OG0004430	XP_039310268.1	NP_001259372.1
OG0004431	XP_025997187.1, XP_011160792.1	NP_996303.1
OG0004432	XP_025993998.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_011169606.1	NP_001287204.1, NP_524846.1
OG0004434	XP_011156787.1	NP_001285891.1
OG0004436	XP_011168013.1	NP_001259475.1
OG0004437	XP_011168642.1	NP_001287385.1
OG0004438	XP_025994124.1, XP_039312555.1	NP_650751.3
OG0004439	XP_011169286.1	NP_995932.1
OG0004440	XP_011176217.1	NP_611228.1
OG0004441	XP_011159753.2	NP_523951.1
OG0004442	XP_025987729.1	NP_650942.1
OG0004443	XP_025991714.1	NP_611162.2
OG0004444	XP_011165306.1	NP_001260777.1
OG0004445	XP_039313251.1, XP_039313250.1	NP_650123.1
OG0004446	XP_011175214.1	NP_001260104.1
OG0004447	XP_039311770.1, XP_011159130.1	NP_001284739.1
OG0004448	XP_039313730.1, XP_011163392.2	NP_608704.2, NP_001259956.1
OG0004449	XP_011169297.1, XP_025992247.1	NP_788342.1
OG0004450	XP_011174938.1	NP_001285397.1
OG0004451	XP_011160755.1	NP_728642.2
OG0004452	XP_011155407.1	NP_732176.1
OG0004453	XP_025994892.1, XP_011171190.1	NP_610921.1
OG0004454	XP_011171833.1	NP_524151.2
OG0004455	XP_011167793.1	NP_001287493.1
OG0004457	XP_011176070.1	NP_573232.1
OG0004458	XP_025991195.2	NP_608825.2
OG0004459	XP_011165110.1	NP_001162710.2
OG0004460	XP_011169587.1, XP_025989829.1	NP_477121.1
OG0004461	XP_011156661.1	NP_608740.2
OG0004462	XP_011161260.2	NP_651528.2
OG0004463	XP_025991456.1, XP_011156259.1	NP_001027435.2
OG0004464	XP_011172392.1, XP_025993072.1	NP_001097493.1
OG0004465	XP_011161574.1	NP_649466.1
OG0004466	XP_039301978.1	NP_608999.2
OG0004467	XP_039312250.1	NP_608883.1
OG0004469	XP_011164113.1	NP_572952.1
OG0004470	XP_011159822.1	NP_001259370.1
OG0004471	XP_011155652.1	NP_477202.2
OG0004472	XP_011173560.1	NP_001137613.1
OG0004473	XP_025990394.2	NP_524462.2
OG0004475	XP_025995792.1	NP_001262708.1
OG0004478	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1	NP_524183.2
OG0004479	XP_039305554.1	NP_610333.1
OG0004480	XP_011173497.2	NP_651582.1
OG0004481	XP_039313549.1	NP_001259161.1
OG0004482	XP_011171822.1	NP_733068.2, NP_001261049.1
OG0004483	XP_011156694.1	NP_651314.1
OG0004484	XP_025990224.1	NP_608777.1
OG0004485	XP_039301988.1	NP_001247347.1
OG0004486	XP_011165368.1	NP_608781.2
OG0004487	XP_025988059.1	NP_726358.2
OG0004489	XP_025989731.2	NP_651251.3
OG0004491	XP_011164076.2	NP_650248.1
OG0004492	XP_011159417.1	NP_611300.2
OG0004493	XP_011157745.1	NP_651664.2
OG0004494	XP_011170790.2	NP_476901.1
OG0004495	XP_011166360.1	NP_724769.2
OG0004496	XP_011160034.1	NP_651349.1
OG0004498	XP_011160775.2	NP_001246734.1
OG0004499	XP_039303729.1	NP_733352.3
OG0004500	XP_011166000.1	NP_651635.2
OG0004501	XP_011161447.1	NP_523615.2, NP_001260679.1
OG0004502	XP_011166154.1	NP_001247091.1
OG0004503	XP_025987761.2	NP_001027230.1
OG0004504	XP_011174216.2	NP_001286484.1
OG0004505	XP_039303746.1, XP_011159359.1	NP_608388.2
OG0004506	XP_011164825.1	NP_001286174.1
OG0004507	XP_011172604.1	NP_001263099.1, NP_001303460.1
OG0004508	XP_011156054.2	NP_569873.1
OG0004509	XP_011172425.1	NP_001286999.1
OG0004510	XP_011160616.2	NP_732773.1
OG0004511	XP_039305929.1	NP_650686.1
OG0004512	XP_011175937.1	NP_476975.1
OG0004513	XP_011175939.1	NP_648570.1
OG0004514	XP_011172467.1	NP_001260173.1
OG0004515	XP_011159946.1	NP_001285130.1
OG0004516	XP_039310704.1	NP_650432.1
OG0004517	XP_011164377.1	NP_787963.2
OG0004518	XP_011175510.2	NP_650939.2
OG0004519	XP_011161275.1	NP_001262894.1
OG0004520	XP_011171294.1	NP_001245456.1
OG0004521	XP_011166832.1	NP_511044.1
OG0004523	XP_039308101.1	NP_001259649.1
OG0004524	XP_011176374.1	NP_572945.1
OG0004526	XP_025990593.2	NP_001163323.1
OG0004527	XP_025987065.2	NP_001260639.1
OG0004528	XP_011166188.1	NP_001262168.1
OG0004529	XP_025990753.1	NP_651081.1
OG0004530	XP_011162129.1, XP_039314279.1, XP_039314285.1	NP_001260420.1
OG0004531	XP_011168688.1	NP_001261906.1
OG0004532	XP_011167132.1	NP_523465.2
OG0004533	XP_011164362.1	NP_001262116.1
OG0004534	XP_039302696.1	NP_001286215.1
OG0004535	XP_025994890.1	NP_612103.1
OG0004536	XP_011161241.1	NP_523708.2
OG0004537	XP_025987624.1	NP_610279.3
OG0004538	XP_011158693.2	NP_572638.1
OG0004539	XP_011167340.1	NP_001260821.1
OG0004540	XP_011170514.1	NP_476979.1
OG0004541	XP_011164464.2	NP_524344.1
OG0004542	XP_025995789.1	NP_001260580.1
OG0004544	XP_011170310.1	NP_524673.3
OG0004545	XP_025997433.1	NP_001284713.1
OG0004547	XP_039302365.1	NP_001015473.1
OG0004549	XP_011176188.1	NP_651718.1
OG0004550	XP_039302207.1	NP_573230.1
OG0004551	XP_011162543.1	NP_001245759.1
OG0004552	XP_011169318.1	NP_733044.1
OG0004553	XP_011166470.1, XP_011166469.1	NP_001261278.1
OG0004554	XP_011158006.2, XP_039310981.1	NP_573190.1
OG0004555	XP_011160079.1	NP_725632.1
OG0004556	XP_011166120.2	NP_001163123.1
OG0004557	XP_025986806.1	NP_651691.4
OG0004558	XP_011161887.2	NP_649079.2
OG0004559	XP_011172821.1	NP_649911.1
OG0004560	XP_011175838.2	NP_650253.1
OG0004561	XP_011167670.1	NP_609299.1
OG0004563	XP_011159864.1	NP_732527.1
OG0004564	XP_011170096.2	NP_001262636.1
OG0004565	XP_011162923.1	NP_001260630.1
OG0004566	XP_011163400.1	NP_608995.2
OG0004567	XP_011165567.1	NP_609446.1
OG0004568	XP_011166483.1	NP_001286611.1
OG0004569	XP_011164461.1, XP_025996462.1	NP_723811.1
OG0004570	XP_039310193.1, XP_011162473.1	NP_477431.1, NP_001285857.1
OG0004571	XP_011165032.2	NP_001263057.1
OG0004573	XP_011161782.2	NP_523947.2
OG0004574	XP_011175668.1	NP_649784.1
OG0004575	XP_025986656.2	NP_476656.1
OG0004576	XP_011173072.2	NP_572694.1
OG0004577	XP_025990621.1	NP_001286657.1
OG0004578	XP_011172292.1	NP_001036641.1
OG0004579	XP_011167034.1	NP_572353.1
OG0004580	XP_011161300.1, XP_011161299.1	NP_650835.1
OG0004581	XP_011167392.1	NP_001260163.1
OG0004582	XP_011171933.2	NP_650152.1, NP_727091.1
OG0004583	XP_011156722.1	NP_524429.1
OG0004584	XP_011156744.1	NP_001262802.1
OG0004585	XP_011173644.1	NP_573352.2, NP_001261744.1
OG0004586	XP_011160188.1	NP_477329.1
OG0004587	XP_011166938.1	NP_001260046.1
OG0004588	XP_011172118.2	NP_477395.1
OG0004589	XP_011160464.1	NP_524308.2
OG0004590	XP_011158542.1	NP_476927.1
OG0004591	XP_025990456.1, XP_025990454.1	NP_572160.1
OG0004592	XP_025986378.1	NP_524331.2
OG0004593	XP_011173606.1	NP_729802.1
OG0004594	XP_011162067.1	NP_476995.1
OG0004596	XP_039314217.1	NP_001262598.1
OG0004597	XP_011168192.1, XP_039312754.1	NP_001188830.1
OG0004598	XP_011168404.1	NP_611335.1
OG0004599	XP_025994300.2, XP_011169169.2	NP_001246025.1
OG0004600	XP_039307246.1	NP_610172.1
OG0004601	XP_011170958.1	NP_523528.1
OG0004602	XP_011169541.2	NP_996031.1
OG0004603	XP_039311056.1	NP_001162897.1
OG0004604	XP_039314758.1	NP_733256.2
OG0004605	XP_025993009.1	NP_001286057.1
OG0004606	XP_039306841.1	NP_609535.1
OG0004607	XP_011169157.1	NP_001286102.1
OG0004608	XP_011158110.1	NP_648294.1, NP_650191.1
OG0004609	XP_011165529.1, XP_011165532.1	NP_001259382.1
OG0004610	XP_039308829.1, XP_011162918.1	NP_001259243.1
OG0004611	XP_011160141.1	NP_648486.1
OG0004612	XP_011164586.1	NP_572303.4
OG0004613	XP_011171597.1	NP_611943.1
OG0004614	XP_011163849.1	NP_001261836.1
OG0004615	XP_011167723.2	NP_648669.1
OG0004616	XP_011162512.1	NP_001189103.1
OG0004617	XP_011175266.2	NP_651407.3
OG0004618	XP_011156393.1	NP_001097000.1
OG0004619	XP_011171735.1	NP_001261931.1
OG0004620	XP_011155698.2, XP_011155699.2	NP_523782.1
OG0004621	XP_011163610.2, XP_039305473.1	NP_608544.1
OG0004623	XP_025995543.1	NP_730435.2
OG0004624	XP_011169395.1	NP_511165.1
OG0004625	XP_039302719.1, XP_011172065.2	NP_788494.1
OG0004627	XP_011166633.1	NP_648657.1
OG0004628	XP_011155481.1	NP_524190.2
OG0004629	XP_011161466.1, XP_011161465.1	NP_001259964.1
OG0004630	XP_039312554.1, XP_011176242.1	NP_648838.3
OG0004631	XP_039305299.1	NP_001259553.1
OG0004632	XP_011156201.1	NP_610605.1
OG0004633	XP_011176002.1	NP_477385.1
OG0004634	XP_011155721.1	NP_609085.1, NP_001096868.3
OG0004635	XP_011160555.2	NP_001246458.1
OG0004636	XP_011173596.1	NP_610311.1
OG0004637	XP_039308041.1	NP_001246862.1
OG0004638	XP_025996461.2	NP_001285788.1
OG0004639	XP_011173368.1	NP_610589.2
OG0004640	XP_011175551.2	NP_001097639.2
OG0004641	XP_011164158.1	NP_611248.3
OG0004642	XP_039313659.1, XP_011163989.1	NP_001097280.2
OG0004643	XP_011167329.1	NP_001260109.1
OG0004644	XP_039312263.1	NP_001263138.1
OG0004645	XP_039310284.1	NP_001334718.1
OG0004646	XP_011156607.1	NP_001262454.1
OG0004647	XP_025989546.2	NP_001262819.1
OG0004648	XP_025994715.1	NP_001246859.1
OG0004649	XP_011158175.1	NP_001284963.1
OG0004650	XP_025994305.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_025991672.2	NP_611869.1
OG0004652	XP_011156487.1	NP_649555.1
OG0004653	XP_025992711.1, XP_025992710.1, XP_025992712.1, XP_039304024.1	NP_610683.1
OG0004654	XP_025988543.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_011157241.3	NP_788538.2
OG0004656	XP_025993294.2	NP_609111.1
OG0004657	XP_025989417.1	NP_524994.2
OG0004658	XP_011168430.1, XP_039309246.1	NP_001260879.1
OG0004659	XP_011172836.1	NP_001097336.1
OG0004660	XP_011156159.1	NP_001137912.1
OG0004661	XP_039311007.1	NP_648315.1
OG0004662	XP_011172038.2	NP_001163512.1
OG0004663	XP_011170055.1	NP_524538.2
OG0004664	XP_011159811.1	NP_524129.1, NP_001027281.1
OG0004665	XP_011158506.1	NP_001033805.1
OG0004666	XP_025990473.1, XP_025990472.1	NP_649137.3
OG0004667	XP_011167320.1	NP_612028.4
OG0004668	XP_011157937.1	NP_001287459.1
OG0004669	XP_025986877.1	NP_610850.1
OG0004670	XP_039311257.1	NP_608450.1
OG0004671	XP_039305471.1	NP_001036433.1
OG0004672	XP_039313617.1	NP_001262765.1
OG0004673	XP_011173544.1	NP_001284934.1
OG0004674	XP_011170072.2	NP_001285279.1
OG0004675	XP_011175568.1	NP_001284969.1
OG0004676	XP_011162713.2	NP_001260366.1
OG0004677	XP_025995689.1	NP_001286952.1
OG0004678	XP_025993570.1	NP_650002.1
OG0004679	XP_011164550.1	NP_725520.3
OG0004680	XP_025992786.1	NP_001097824.1
OG0004681	XP_011173602.1	NP_731599.1
OG0004682	XP_011163859.2, XP_011163858.2	NP_608573.1
OG0004683	XP_011167624.1	NP_001262946.1
OG0004684	XP_025985873.1	NP_001027422.1
OG0004685	XP_011175805.1, XP_011175806.1	NP_524302.1
OG0004686	XP_011165294.1	NP_477339.1
OG0004687	XP_011175606.1	NP_611382.1
OG0004688	XP_011173468.1	NP_648505.1, NP_001036344.1
OG0004689	XP_025986264.2	NP_001162848.1
OG0004691	XP_039306408.1	NP_651942.2
OG0004692	XP_011172855.1	NP_726604.1
OG0004693	XP_011161558.1	NP_524435.2, NP_001262805.1
OG0004694	XP_025990090.1	NP_651794.2
OG0004695	XP_011155568.1	NP_001246231.1
OG0004696	XP_025992703.1	NP_001260810.1
OG0004697	XP_011165464.1	NP_001286201.1
OG0004698	XP_011158571.2	NP_647866.2
OG0004699	XP_025995835.1	NP_650451.1
OG0004700	XP_011171299.3	NP_726032.4
OG0004701	XP_011171431.1	NP_648950.1
OG0004702	XP_011156721.1	NP_610854.1
OG0004704	XP_025990528.1	NP_569971.3
OG0004705	XP_011175492.2	NP_001284818.1
OG0004706	XP_039306509.1	NP_572323.1
OG0004707	XP_011169553.1	NP_609174.1
OG0004708	XP_011159690.1	NP_001097440.1
OG0004710	XP_011167268.1	NP_725706.1, NP_725705.2
OG0004711	XP_025996410.1	NP_611009.1
OG0004712	XP_011167542.1	NP_001162991.1
OG0004713	XP_011158824.2	NP_609942.1, NP_001188537.1
OG0004714	XP_039312677.1	NP_001262192.1
OG0004715	XP_011165460.2	NP_524221.1
OG0004716	XP_011172305.1	NP_001286488.1
OG0004717	XP_025985992.1	NP_477507.1, NP_001261024.1
OG0004718	XP_011167872.1	NP_001097489.1
OG0004719	XP_011176363.1	NP_001246662.1
OG0004720	XP_011176158.1	NP_729020.2, NP_651191.1
OG0004721	XP_039307342.1, XP_011168102.2	NP_001368942.1
OG0004722	XP_025995270.1	NP_652046.1
OG0004723	XP_011159979.1, XP_011159976.1	NP_001368982.1
OG0004724	XP_039312558.1, XP_011176212.1	NP_001027444.1
OG0004725	XP_011161704.2	NP_001246790.1
OG0004726	XP_011166109.1	NP_523674.1
OG0004728	XP_039304327.1	NP_001286292.1
OG0004729	XP_025987427.1	NP_650353.1
OG0004730	XP_039301850.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_025992749.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_011160020.1	NP_651539.3
OG0004733	XP_011163742.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_039302578.1	NP_001163403.1
OG0004735	XP_011160262.1	NP_001097240.1
OG0004736	XP_011173366.1, XP_011173364.1	NP_647832.1
OG0004737	XP_011172652.3	NP_650534.2
OG0004739	XP_039307625.1	NP_609917.2
OG0004740	XP_011159780.1	NP_660192.1
OG0004741	XP_025992730.2	NP_001162673.1
OG0004743	XP_011168734.1	NP_001261451.1
OG0004744	XP_011175476.2	NP_727963.1
OG0004745	XP_011173078.2	NP_609922.2
OG0004746	XP_011159462.1	NP_001260464.1
OG0004747	XP_039315326.1, XP_025994905.1	NP_001260155.1
OG0004748	XP_011161243.1	NP_611410.1
OG0004749	XP_039314683.1	NP_651511.1
OG0004750	XP_025991110.1	NP_001097093.1
OG0004751	XP_025990448.2	NP_001097342.1
OG0004752	XP_025986980.2	NP_650299.1
OG0004753	XP_011167940.1	NP_523720.2
OG0004754	XP_011159100.1	NP_001287619.1
OG0004755	XP_039308105.1	NP_001014482.2
OG0004756	XP_039302713.1	NP_648352.2
OG0004757	XP_025987587.2	NP_608648.1
OG0004758	XP_011163702.1	NP_728830.1
OG0004760	XP_011156589.1	NP_001189150.1
OG0004761	XP_011160010.1	NP_573316.1
OG0004762	XP_025991718.1	NP_001284762.1
OG0004763	XP_011158195.1	NP_651709.1
OG0004764	XP_011173594.1	NP_523547.1
OG0004765	XP_039313647.1, XP_011173166.1, XP_011173165.1	NP_001286547.1
OG0004766	XP_011170846.1, XP_011170844.1	NP_610283.1
OG0004767	XP_025989286.1	NP_001245953.1
OG0004768	XP_011173562.2	NP_001137784.1
OG0004769	XP_011168615.1	NP_647830.1
OG0004771	XP_011172062.2	NP_001259563.2
OG0004772	XP_011163698.1	NP_001286324.1
OG0004773	XP_039305002.1, XP_039305001.1	NP_611139.1
OG0004774	XP_011173631.1	NP_524841.1
OG0004775	XP_011158119.1	NP_524310.1
OG0004777	XP_011173536.1	NP_477165.1
OG0004778	XP_011170716.2	NP_573305.2
OG0004779	XP_025989067.1	NP_609318.1
OG0004780	XP_039314051.1	NP_001260600.1
OG0004781	XP_011160434.1	NP_648498.1
OG0004782	XP_039306882.1	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1
OG0004784	XP_011173633.1	NP_609957.2, NP_611428.1
OG0004785	XP_011166314.1	NP_651731.1
OG0004786	XP_011160727.1	NP_001287041.1
OG0004788	XP_011155757.1	NP_001262468.1, NP_001245504.1
OG0004789	XP_011164291.2	NP_648346.1
OG0004791	XP_011166899.1	NP_650898.1
OG0004792	XP_011160370.1	NP_729053.2
OG0004793	XP_039303643.1, XP_011167757.1	NP_001163666.1
OG0004794	XP_011162327.2	NP_611091.2
OG0004795	XP_039303249.1	NP_001163629.2
OG0004796	XP_025995169.1	NP_001262885.1
OG0004797	XP_011162589.1	NP_573034.1
OG0004799	XP_039313458.1	NP_651365.1
OG0004800	XP_011168122.2	NP_001163479.1
OG0004801	XP_011169301.1	NP_524622.1
OG0004802	XP_039303573.1	NP_608878.1, NP_001285607.1
OG0004803	XP_011171726.1	NP_723224.2
OG0004805	XP_025993290.1	NP_001369043.1
OG0004806	XP_011166269.1, XP_025995116.1	NP_523488.2
OG0004807	XP_011171449.2	NP_001260753.1, NP_525012.2
OG0004808	XP_025989190.1	NP_001247109.1
OG0004809	XP_039313801.1	NP_001260292.1, NP_609302.1
OG0004810	XP_011156475.1	NP_001137822.1
OG0004813	XP_011169930.1	NP_001259963.1
OG0004814	XP_011156293.1	NP_477481.1
OG0004815	XP_039302426.1	NP_001245501.1
OG0004816	XP_011165121.1	NP_788296.1
OG0004817	XP_011170469.1, XP_039314296.1, XP_011170474.1	NP_650016.1
OG0004818	XP_039308443.1	NP_001262957.1
OG0004819	XP_011164636.1, XP_011164645.1	NP_524870.1
OG0004820	XP_025989661.1	NP_724223.4
OG0004821	XP_039311785.1	NP_001259375.1, NP_651832.3
OG0004822	XP_025991494.1	NP_649251.2
OG0004823	XP_025986830.1	NP_610999.4
OG0004824	XP_011158697.1	NP_573313.2
OG0004825	XP_039310312.1	NP_611585.1
OG0004826	XP_011171852.1	NP_729680.1
OG0004827	XP_011169499.1	NP_524888.1, NP_611455.1
OG0004828	XP_025996351.2, XP_025996349.2	NP_001261664.1
OG0004829	XP_011166395.1	NP_001286982.1
OG0004830	XP_039308950.1, XP_011160676.1	NP_729045.1, NP_573030.2
OG0004831	XP_039311100.1	NP_477089.3
OG0004832	XP_039314093.1	NP_001286934.1
OG0004833	XP_011163377.2	NP_648573.2
OG0004834	XP_011161946.1	NP_001286810.1
OG0004835	XP_025995383.2	NP_001137761.1
OG0004836	XP_011171309.1	NP_001261140.1
OG0004837	XP_025989789.1	NP_608489.2
OG0004838	XP_025994149.1	NP_609180.3
OG0004839	XP_025987572.1	NP_001356949.1
OG0004841	XP_011161295.2	NP_001261061.1
OG0004842	XP_025996353.1	NP_608562.4
OG0004843	XP_011168342.2	NP_723087.1
OG0004844	XP_011173330.1	NP_650787.1
OG0004845	XP_011167459.1	NP_650203.3
OG0004846	XP_025993696.1, XP_025993687.1	NP_001097259.2
OG0004847	XP_011162758.2	NP_788403.2
OG0004848	XP_011163841.1	NP_572427.1, NP_001356905.1
OG0004851	XP_025994685.1	NP_001261455.1
OG0004852	XP_011173198.3	NP_788073.1
OG0004853	XP_039309294.1	NP_524143.2
OG0004854	XP_039303261.1	NP_996218.1
OG0004857	XP_011168261.2, XP_011168260.2, XP_011168259.2	NP_788423.1
OG0004858	XP_011170519.1	NP_001259102.1
OG0004859	XP_025992087.2	NP_001262715.1
OG0004861	XP_039303629.1	NP_001262624.1
OG0004862	XP_039311036.1	NP_572571.1
OG0004863	XP_011168677.1, XP_011168678.1	NP_572372.1
OG0004864	XP_011167798.1	NP_611336.1
OG0004865	XP_011156439.1	NP_733162.2
OG0004866	XP_025986178.1	NP_722590.2
OG0004867	XP_039308768.1	NP_572445.1
OG0004868	XP_039307172.1, XP_025991043.1, XP_011171082.1	NP_572437.2
OG0004869	XP_025988688.2	NP_647717.1
OG0004870	XP_039304335.1	NP_001189234.1
OG0004871	XP_039311074.1	NP_650924.3
OG0004872	XP_039304099.1	NP_612093.1
OG0004873	XP_011159128.1	NP_609731.1, NP_001096967.1
OG0004874	XP_025987627.1	NP_523483.2
OG0004875	XP_025996691.1	NP_523935.1
OG0004876	XP_011162482.2	NP_732076.1
OG0004877	XP_025988317.2	NP_511080.2
OG0004878	XP_011172045.1	NP_609608.1
OG0004879	XP_039307479.1	NP_001014590.1
OG0004880	XP_039312893.1	NP_001260114.1
OG0004881	XP_025995111.1, XP_025995115.1, XP_025995110.1	NP_001285312.1
OG0004883	XP_011167157.1	NP_610523.2
OG0004884	XP_011155982.2	NP_648282.1, NP_648283.1, NP_648280.1
OG0004885	XP_011172277.1	NP_612015.1
OG0004886	XP_011172078.1	NP_610270.1
OG0004887	XP_011168010.1	NP_572771.1
OG0004888	XP_011164202.1	NP_610872.1, NP_725289.1
OG0004889	XP_011161463.1	NP_001285269.1
OG0004891	XP_011159501.1, XP_039304100.1	NP_649814.1
OG0004893	XP_011164987.2	NP_001097380.1
OG0004894	XP_011166085.1	NP_611833.1
OG0004895	XP_011159287.1	NP_731339.1
OG0004896	XP_025991484.1	NP_611836.2
OG0004897	XP_011173056.1	NP_608633.1
OG0004898	XP_011161040.1	NP_001262184.1
OG0004899	XP_011167124.1	NP_001286031.1
OG0004900	XP_039310188.1, XP_039310187.1	NP_524751.3
OG0004901	XP_025995560.1	NP_731570.2
OG0004902	XP_011170291.1, XP_025986098.1, XP_025986096.1, XP_025986097.1	NP_001286117.1, NP_001036372.2
OG0004903	XP_011157297.2	NP_001261903.1
OG0004904	XP_025986675.1	NP_524601.2
OG0004905	XP_011155820.1	NP_524454.2, NP_477404.1
OG0004906	XP_011166892.1	NP_730432.1
OG0004908	XP_011155648.2	NP_001137693.2
OG0004909	XP_011173028.1	NP_572382.1
OG0004910	XP_039308257.1, XP_039308255.1, XP_039308256.1	NP_995623.2, NP_726097.1
OG0004912	XP_011155354.2	NP_524031.2
OG0004913	XP_011159784.2	NP_722687.1
OG0004914	XP_025988409.2	NP_001260318.1
OG0004915	XP_039310168.1	NP_608379.1
OG0004916	XP_039307387.1, XP_025994633.2, XP_039307386.1	NP_476650.1
OG0004917	XP_011155394.1, XP_039308883.1, XP_039308882.1, XP_039308881.1	NP_001097023.1, NP_001097021.1
OG0004919	XP_025990993.1	NP_726743.1
OG0004920	XP_011169940.2	NP_001096958.1
OG0004921	XP_039303743.1, XP_011157463.1, XP_011157464.1	NP_648828.3
OG0004922	XP_011165022.1	NP_001286802.1
OG0004923	XP_011173383.1	NP_001262301.1
OG0004924	XP_011155601.2	NP_788664.2, NP_731744.1
OG0004925	XP_039312680.1	NP_611822.1, NP_001261330.1
OG0004926	XP_011165519.1	NP_001260818.1
OG0004927	XP_011168860.1	NP_001356973.1
OG0004928	XP_011172324.1	NP_001286365.1
OG0004930	XP_011156483.1	NP_611973.2
OG0004931	XP_011156491.1	NP_001163196.1
OG0004932	XP_011161548.2	NP_001137851.1
OG0004933	XP_025993059.1	NP_610627.2
OG0004934	XP_011172387.1	NP_001369081.1
OG0004935	XP_011172986.1	NP_611533.2
OG0004937	XP_025992899.2	NP_523450.1
OG0004938	XP_025994134.1	NP_723202.2
OG0004939	XP_039303224.1	NP_609371.2
OG0004940	XP_011168659.1, XP_039301828.1, XP_039301835.1	NP_001245861.1
OG0004941	XP_011155811.1	NP_001259695.1
OG0004943	XP_011164003.1	NP_573360.1
OG0004944	XP_011158158.1	NP_001286319.1
OG0004945	XP_011163994.1	NP_573331.1
OG0004947	XP_011173297.2, XP_011173299.2	NP_649494.1
