Orthogroup	Solenopsis_invicta	Aedes_aegypti
OG0004073	XP_011168263.1	XP_001650739.2
OG0004074	XP_011169219.1	XP_021697650.1
OG0004075	XP_011175194.1	XP_021693331.1
OG0004076	XP_011170411.1	XP_001659905.2
OG0004077	XP_011159212.1	XP_001663942.2
OG0004078	XP_011155720.1	XP_021712035.1, XP_021712781.1
OG0004079	XP_025996144.1, XP_039302042.1	XP_021709183.1
OG0004080	XP_011159852.1	XP_021695449.1
OG0004082	XP_011162090.2	XP_021700745.1, XP_021700746.1
OG0004083	XP_039309612.1	XP_001653710.2
OG0004084	XP_039314572.1	XP_021708264.1
OG0004085	XP_011161228.1	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1
OG0004086	XP_011174364.1	XP_021695343.1, XP_021695356.1
OG0004087	XP_025995637.1	XP_001649206.2
OG0004088	XP_011169452.1	XP_001660898.2
OG0004089	XP_011168660.2	XP_021703126.1
OG0004090	XP_011162348.1	XP_021700310.1
OG0004091	XP_039309999.1	XP_001650913.1
OG0004093	XP_025995055.1, XP_025995058.1	XP_021697845.1
OG0004094	XP_011169405.1	XP_001655173.1
OG0004095	XP_011169035.1	XP_021698148.1
OG0004096	XP_025993161.1, XP_011155807.2	XP_021710103.1
OG0004097	XP_011166008.1	XP_021701224.1, XP_021701225.1, XP_001655805.1
OG0004098	XP_011155347.1	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1
OG0004099	XP_011165675.1	XP_001664263.1
OG0004100	XP_011156672.1	XP_001656361.1
OG0004101	XP_011166845.1	XP_021701507.1
OG0004102	XP_011170924.1	XP_021709149.1
OG0004103	XP_039313925.1	XP_021705130.1
OG0004104	XP_039302709.1	XP_021702797.1, XP_001656561.1, XP_021709472.1
OG0004105	XP_025990046.2	XP_021700485.1
OG0004106	XP_011163995.1	XP_001652371.2
OG0004107	XP_011165569.2	XP_001660065.2
OG0004108	XP_011167636.1	XP_001657218.1, XP_021712293.1
OG0004110	XP_025996654.1	XP_021697032.1
OG0004111	XP_011156109.1	XP_001655070.1
OG0004112	XP_039303941.1, XP_011168726.1	XP_021709661.1
OG0004113	XP_011158698.1	XP_001663319.1
OG0004114	XP_011160769.1	XP_001662644.1
OG0004115	XP_011172858.1	XP_021694315.1, XP_021705273.1, XP_021704614.1
OG0004116	XP_025990961.2	XP_021712264.1, XP_021709622.1, XP_021712265.1
OG0004117	XP_011175564.1, XP_011175562.1	XP_021696853.1, XP_021696852.1
OG0004119	XP_039310397.1	XP_021693306.1, XP_021693305.1, XP_021693307.1
OG0004120	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1	XP_001657116.1
OG0004121	XP_011167012.1	XP_001656967.1
OG0004122	XP_039309149.1	XP_001654352.2
OG0004123	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1	XP_021702102.1
OG0004124	XP_025987768.1	XP_021696283.1
OG0004125	XP_011156216.1	XP_021713331.1
OG0004126	XP_025991158.1	XP_021700959.1
OG0004127	XP_011159087.1	XP_021704364.1
OG0004128	XP_039307630.1	XP_001653405.2
OG0004129	XP_039313342.1	XP_001657931.2
OG0004130	XP_039314762.1	XP_021694180.1, XP_021694178.1, XP_021694179.1
OG0004131	XP_039304436.1	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1
OG0004132	XP_039309364.1	XP_021695153.1
OG0004133	XP_011167669.2, XP_011167668.2, XP_039312294.1	XP_001655872.2
OG0004135	XP_025993061.1, XP_025993060.1	XP_011493091.2
OG0004137	XP_025990944.2	XP_001660546.2
OG0004138	XP_011160097.1	XP_001653368.2
OG0004140	XP_011171059.1	XP_001658910.1
OG0004141	XP_011164745.1	XP_021697604.1, XP_021697605.1
OG0004142	XP_039305779.1	XP_021699866.1
OG0004143	XP_011168220.1	XP_021697922.1
OG0004144	XP_011163595.1	XP_001660636.1
OG0004145	XP_011155467.2	XP_021711474.1, XP_021711462.1
OG0004146	XP_011166259.1	XP_021711899.1, XP_021696650.1, XP_021694303.1
OG0004147	XP_025985975.1	XP_021698923.1, XP_021698922.1, XP_021698921.1
OG0004148	XP_039305262.1	XP_021695474.1
OG0004149	XP_039308369.1	XP_021710581.1, XP_021710582.1, XP_021710583.1
OG0004150	XP_011162070.1	XP_001657872.2
OG0004151	XP_039311368.1	XP_001660252.2
OG0004152	XP_039308924.1, XP_039308921.1, XP_039308869.1, XP_025988257.2	XP_021700705.1
OG0004153	XP_025988502.2, XP_039304668.1	XP_021710812.1
OG0004154	XP_039303630.1	XP_021708287.1
OG0004155	XP_025991666.2	XP_001659747.2
OG0004158	XP_025993420.1	XP_021697776.1
OG0004159	XP_011175964.1, XP_011175965.1, XP_011175966.1	XP_021696659.1
OG0004160	XP_025985805.1, XP_039308353.1	XP_021698216.1, XP_021698217.1, XP_021698219.1
OG0004162	XP_025993897.1	XP_021704052.1
OG0004163	XP_025993169.1	XP_021703330.1
OG0004164	XP_039312197.1, XP_025989186.1	XP_021708436.1
OG0004166	XP_011168788.1, XP_039310560.1	XP_021696643.1
OG0004167	XP_011176278.2	XP_021704404.1
OG0004168	XP_011159318.1	XP_021700136.1, XP_021700137.1
OG0004169	XP_011160718.1	XP_001659294.2
OG0004170	XP_039303138.1, XP_039315205.1, XP_039303123.1	XP_021709018.1
OG0004171	XP_039311461.1	XP_001658828.2
OG0004172	XP_039303357.1	XP_021698368.1
OG0004173	XP_039309853.1	XP_021696307.1
OG0004174	XP_039302753.1	XP_021697258.1, XP_021712125.1
OG0004175	XP_011169285.2	XP_001660585.2
OG0004176	XP_011170037.2	XP_021695406.1
OG0004177	XP_011168778.1	XP_021702658.1, XP_021702657.1, XP_001648884.1
OG0004178	XP_025992042.2	XP_021698068.1
OG0004180	XP_011158747.1	XP_021701672.1, XP_021701666.1
OG0004181	XP_039312215.1, XP_039312049.1	XP_001658430.1
OG0004182	XP_039313964.1	XP_021702926.1, XP_021702925.1, XP_021702924.1
OG0004183	XP_011157967.1	XP_001658696.2
OG0004184	XP_039310820.1	XP_001651509.2
OG0004186	XP_039308206.1	XP_021703840.1, XP_021703844.1
OG0004187	XP_011164732.1	XP_001648740.2
OG0004188	XP_011175685.1	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2
OG0004189	XP_039308036.1, XP_039308034.1	XP_021695382.1
OG0004190	XP_011164892.1, XP_039303349.1	XP_021710607.1, XP_021710601.1
OG0004191	XP_011159286.1	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1
OG0004192	XP_011168000.1	XP_001655788.1
OG0004193	XP_025989345.1	XP_021698177.1, XP_021711832.1
OG0004194	XP_011158897.1	XP_021706246.1
OG0004195	XP_011170586.1	XP_021698011.1, XP_001661088.1
OG0004196	XP_011166763.1	XP_001648560.2
OG0004197	XP_011171734.2	XP_001649548.1
OG0004198	XP_011160987.1	XP_021700917.1, XP_001650144.1
OG0004199	XP_039310623.1, XP_039310624.1, XP_025987405.1	XP_001650421.1
OG0004201	XP_039312011.1, XP_039312010.1	XP_001650884.2, XP_021696253.1
OG0004202	XP_011156210.1	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1
OG0004203	XP_011166503.2	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2
OG0004204	XP_011166358.2	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1
OG0004205	XP_011161896.1	XP_001652290.1, XP_021712674.1
OG0004206	XP_039309415.1, XP_011157038.1	XP_001653981.2, XP_021698721.1, XP_021698725.1
OG0004207	XP_011175161.1	XP_001655224.2, XP_021712076.1
OG0004209	XP_025992085.1, XP_025992086.1	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2
OG0004210	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2	XP_021697871.1, XP_001657018.1
OG0004211	XP_011173627.2	XP_021713256.1, XP_001657357.1
OG0004212	XP_025994561.1	XP_001658305.2
OG0004213	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1	XP_001658321.2
OG0004214	XP_011158629.1	XP_021712601.1, XP_021706408.1, XP_001658473.2
OG0004215	XP_011160562.1	XP_021700475.1, XP_021700473.1, XP_001658583.2
OG0004216	XP_039312904.1	XP_001659576.1
OG0004217	XP_011175532.1	XP_001660455.1
OG0004218	XP_039303362.1, XP_039303359.1	XP_001661444.1
OG0004219	XP_011168347.1	XP_001661470.1
OG0004220	XP_011158592.3	XP_001663145.1
OG0004222	XP_011161833.1	XP_011493613.1
OG0004223	XP_011159387.2	XP_021712724.1, XP_021693015.1, XP_021693016.1
OG0004224	XP_025988714.1	XP_021693593.1
OG0004225	XP_011167154.1	XP_021694422.1
OG0004226	XP_039310740.1	XP_021695384.1
OG0004227	XP_011163093.1	XP_021695638.1
OG0004228	XP_011170441.1	XP_021696503.1
OG0004229	XP_011158581.1	XP_021696831.1, XP_021696830.1, XP_021696829.1
OG0004230	XP_039306510.1	XP_021697309.1
OG0004231	XP_039313773.1	XP_021697905.1, XP_021697911.1
OG0004232	XP_011165091.1	XP_021697931.1
OG0004233	XP_025993542.1	XP_021698194.1
OG0004234	XP_011170895.1	XP_021698467.1, XP_021698466.1
OG0004235	XP_011163158.2	XP_021698611.1
OG0004236	XP_039303983.1	XP_021699414.1
OG0004237	XP_025994831.1	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1
OG0004238	XP_011173284.1	XP_021701490.1
OG0004239	XP_039305479.1	XP_021702967.1, XP_021702966.1, XP_021702965.1
OG0004240	XP_011167991.1	XP_021703094.1
OG0004241	XP_039311612.1	XP_021703334.1, XP_021703336.1
OG0004242	XP_011163221.1	XP_021703663.1
OG0004243	XP_025986763.1	XP_021704717.1
OG0004244	XP_039313045.1, XP_025987112.2, XP_039313040.1	XP_021705087.1
OG0004245	XP_025995987.1, XP_039302544.1	XP_021706024.1
OG0004246	XP_025990220.1	XP_021706303.1
OG0004247	XP_039308659.1, XP_039308658.1, XP_039308657.1	XP_021706306.1
OG0004248	XP_011168571.2	XP_021706483.1
OG0004249	XP_011159482.1	XP_021713150.1
OG0004250	XP_039304009.1	XP_021713152.1
OG0004251	XP_011163731.1, XP_039310626.1	XP_021713268.1
OG0004275	XP_011167760.1	XP_001655929.1
OG0004276	XP_011156394.1	XP_001652207.1, XP_021712520.1
OG0004277	XP_011167596.1	XP_021696259.1
OG0004278	XP_011159414.1	XP_021705595.1
OG0004279	XP_025992877.1	XP_001657881.1, XP_021707576.1
OG0004280	XP_011162790.1	XP_001659012.2
OG0004281	XP_011165507.3	XP_001664110.1
OG0004282	NP_001291536.1	XP_021694823.1, XP_001656140.1
OG0004283	XP_011158925.1, XP_011170687.2	XP_001659022.1
OG0004284	XP_011159168.2	XP_021710111.1, XP_001663344.1
OG0004285	XP_011170431.1	XP_001653603.2
OG0004286	XP_025991997.1	XP_001651008.2
OG0004287	XP_011171348.1	XP_021712869.1, XP_021697398.1, XP_021697403.1
OG0004288	XP_011160311.1	XP_001658846.2, XP_021708097.1
OG0004289	XP_011174990.1	XP_001651805.1
OG0004290	XP_011160834.1	XP_001659703.1
OG0004291	XP_011159623.1	XP_001664093.2
OG0004292	XP_025988686.1	XP_021706771.1
OG0004293	XP_011161761.1	XP_001650411.1, XP_021711780.1
OG0004294	XP_011164701.1	XP_001656350.2
OG0004296	NP_001291535.1	XP_001654757.1
OG0004297	XP_011159308.2	XP_001653395.1
OG0004298	XP_025991766.1	XP_001651349.2
OG0004299	XP_011162811.1	XP_001656180.2
OG0004300	XP_011173646.1	XP_001660939.2
OG0004301	XP_011175923.1	XP_001658935.1
OG0004302	XP_011164490.1	XP_001652183.1
OG0004303	XP_011173353.1	XP_001652686.1
OG0004304	XP_011172794.1	XP_001656680.1
OG0004305	XP_011165525.1, XP_011165526.1	XP_001660489.1
OG0004306	XP_011161319.1	XP_001653486.1
OG0004307	XP_025990223.1	XP_021705626.1
OG0004308	XP_011155369.1	XP_001664205.1
OG0004309	XP_011172070.1, XP_039302724.1	XP_001658619.1
OG0004310	XP_011169536.1	XP_001658194.1, XP_021712903.1
OG0004311	XP_011167419.1	XP_021701716.1, XP_021701717.1, XP_001663270.2
OG0004312	XP_011176213.1	XP_021712733.1, XP_001657253.1
OG0004313	XP_011156843.1	XP_001655473.2, XP_021697582.1
OG0004314	XP_011175481.1	XP_021704009.1, XP_001652825.1
OG0004315	XP_039313436.1	XP_001661080.1
OG0004316	XP_011160667.1	XP_021693346.1
OG0004317	XP_011169758.1	XP_001656820.1
OG0004318	XP_011167420.1	XP_001657499.1
OG0004320	XP_011158298.1	XP_021709548.1
OG0004321	XP_011160296.1	XP_001652958.1
OG0004322	XP_025996169.1	XP_001649547.1
OG0004323	XP_011156367.1	XP_021711912.1, XP_001652016.1
OG0004324	XP_011168737.1	XP_001656190.1
OG0004325	XP_011167787.2	XP_001649513.2
OG0004326	XP_011155658.1	XP_001648995.1
OG0004327	XP_011162645.1	XP_001662462.1
OG0004328	XP_011175958.1	XP_001664262.1
OG0004329	XP_011164160.1	XP_001656939.1, XP_001650193.1
OG0004330	XP_011166161.1	XP_021693781.1
OG0004331	XP_039312186.1	XP_021698783.1
OG0004332	XP_011158918.1	XP_001655319.2
OG0004333	XP_011164566.1	XP_001658903.1
OG0004334	XP_011155808.1	XP_001653781.1
OG0004335	XP_011168535.1	XP_001651814.1
OG0004337	XP_011175185.2	XP_021697366.1
OG0004338	XP_011175918.1	XP_001655524.2
OG0004339	XP_025986876.1	XP_021710248.1, XP_001657873.2
OG0004340	XP_011169576.1	XP_001656607.2
OG0004341	XP_011159269.1	XP_021701400.1, XP_021701401.1
OG0004342	XP_025989004.2	XP_001648836.1
OG0004343	XP_011158059.1	XP_021703324.1
OG0004344	XP_011157561.1	XP_001648846.1
OG0004345	XP_011165075.2	XP_021712993.1, XP_021711958.1
OG0004346	XP_011160509.1	XP_021707203.1
OG0004347	XP_011158052.1	XP_001656552.1, XP_021702804.1, XP_001656555.1
OG0004348	XP_011155402.1, XP_011155403.1	XP_001664201.1
OG0004349	XP_011172971.1	XP_001656966.1
OG0004350	XP_011162606.2	XP_001658904.1
OG0004351	XP_011169220.1	XP_021697651.1
OG0004352	XP_025993434.1	XP_001659518.1
OG0004354	XP_011166851.1	XP_021704179.1
OG0004355	XP_011159672.1	XP_001657692.1
OG0004356	XP_011163720.1	XP_001654808.1
OG0004357	XP_011168541.1	XP_021700479.1
OG0004358	XP_011155962.1	XP_001649850.1, XP_021712765.1
OG0004359	XP_011159163.1	XP_021697723.1
OG0004360	XP_039310609.1, XP_011162634.1	XP_001647945.1
OG0004361	XP_039306298.1, XP_039306297.1	XP_001656971.1
OG0004362	XP_011163937.1	XP_001660960.2
OG0004363	XP_011168050.1	XP_001658335.2
OG0004364	XP_011173448.1	XP_001660303.2
OG0004365	XP_011160867.3	XP_001661687.2
OG0004366	XP_011158666.2	XP_001655972.2
OG0004367	XP_011166171.1	XP_001660555.2, XP_021711993.1
OG0004368	XP_011162649.1	XP_001658631.2, XP_021712702.1
OG0004369	XP_011166769.1	XP_021700391.1
OG0004370	XP_011158745.1	XP_021701744.1
OG0004371	XP_011168028.1	XP_021699003.1
OG0004372	XP_011157803.1	XP_001648499.1
OG0004373	XP_025987089.2	XP_001654807.1
OG0004374	XP_011167279.1	XP_001656613.1
OG0004375	XP_011175577.1	XP_001657795.1
OG0004376	XP_011158201.1, XP_039307158.1	XP_021697979.1
OG0004377	XP_011168524.1	XP_021709505.1
OG0004378	XP_039312560.1, XP_025994146.1, XP_025994144.1	XP_001650427.2
OG0004379	XP_011173472.1	XP_001654135.1
OG0004380	XP_011170800.1	XP_001657742.1
OG0004381	XP_011170090.1, XP_011170088.1	XP_001660886.2
OG0004382	XP_011165974.1	XP_021697182.1
OG0004383	XP_039308163.1	XP_001661326.1
OG0004384	XP_011171821.1	XP_001656500.1
OG0004385	XP_011175281.1	XP_001656404.1
OG0004386	XP_039302032.1	XP_001649689.1
OG0004387	XP_011159528.1	XP_001660686.1
OG0004388	XP_039307715.1, XP_039310233.1	XP_001654994.2
OG0004389	XP_025991586.1	XP_001650043.1
OG0004390	XP_011163163.1	XP_001662410.1
OG0004391	XP_011162978.1, XP_039309542.1	XP_021695450.1, XP_001653418.1
OG0004392	XP_011165811.1	XP_021712826.1, XP_021712831.1
OG0004393	XP_025994963.1, XP_025994964.1	XP_001654364.1
OG0004394	XP_039306930.1	XP_021707550.1, XP_021707549.1, XP_001663474.2
OG0004395	XP_011155442.1	XP_001658961.1
OG0004396	XP_011171282.1	XP_001652303.1
OG0004397	XP_039315694.1	XP_021712268.1, XP_001653776.1
OG0004398	XP_011163824.1	XP_001654210.2
OG0004400	XP_025986767.1	XP_001653670.1
OG0004401	XP_011164976.1	XP_001654439.2
OG0004402	XP_025986957.2	XP_021703758.1
OG0004403	XP_011155452.1, XP_039308802.1	XP_021706607.1
OG0004404	XP_011175503.1	XP_001649769.1
OG0004405	XP_011156989.1	XP_021694431.1, XP_001655865.1
OG0004406	XP_025988639.1	XP_021698112.1
OG0004407	XP_025989611.2	XP_021710053.1
OG0004408	XP_025988093.1	XP_021710559.1, XP_021710881.1, XP_021710552.1
OG0004409	XP_039310539.1	XP_001661876.2, XP_021706471.1, XP_021708764.1
OG0004410	XP_025990670.1, XP_011161046.1	XP_001649268.1
OG0004411	XP_011161010.1	XP_021697512.1
OG0004412	XP_025986105.1	XP_001660080.1
OG0004413	XP_039308509.1	XP_021697177.1
OG0004414	XP_011161695.2	XP_001652058.1
OG0004415	XP_039307262.1	XP_021712615.1, XP_021712611.1
OG0004416	XP_011163051.1	XP_021699260.1
OG0004417	XP_025988619.2	XP_001659745.2, XP_021704223.1
OG0004418	XP_011172442.1	XP_021699810.1
OG0004419	XP_039304889.1	XP_021704204.1
OG0004420	XP_011165627.2	XP_001648213.2
OG0004421	XP_011157351.1	XP_021697307.1, XP_001658227.1
OG0004422	XP_011166474.2	XP_021704944.1
OG0004423	XP_039310197.1	XP_021701836.1
OG0004424	XP_025992955.1	XP_001660148.2, XP_001657176.1
OG0004425	XP_039302251.1	XP_001657813.1
OG0004426	XP_011159423.1	XP_021706589.1, XP_021703869.1
OG0004427	XP_011159910.1	XP_001650903.1
OG0004428	XP_039311638.1	XP_001663227.2
OG0004429	XP_011157697.1	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1
OG0004430	XP_039310268.1	XP_021697469.1, XP_021712396.1, XP_001656158.2
OG0004431	XP_025997187.1, XP_011160792.1	XP_021710093.1
OG0004432	XP_025993998.1	XP_021696819.1, XP_001660306.2
OG0004433	XP_011169606.1	XP_001651605.1
OG0004434	XP_011156787.1	XP_021710916.1
OG0004435	XP_025989496.1, XP_025990783.2, XP_039314988.1, XP_011165193.2, XP_039307664.1, XP_039307658.1, XP_039314245.1, XP_039314244.1, XP_039314243.1, XP_039314247.1, XP_025990771.2, XP_025990768.2, XP_025990773.2, XP_011169811.1, XP_011169812.1	XP_001655966.1
OG0004436	XP_011168013.1	XP_001648693.1
OG0004437	XP_011168642.1	XP_021705901.1
OG0004438	XP_025994124.1, XP_039312555.1	XP_021713195.1
OG0004439	XP_011169286.1	XP_021695025.1, XP_021696719.1
OG0004440	XP_011176217.1	XP_001652847.2
OG0004441	XP_011159753.2	XP_021704347.1
OG0004442	XP_025987729.1	XP_001664059.2
OG0004443	XP_025991714.1	XP_001651505.2
OG0004444	XP_011165306.1	XP_021701422.1
OG0004445	XP_039313251.1, XP_039313250.1	XP_001661987.3
OG0004447	XP_039311770.1, XP_011159130.1	XP_021696361.1
OG0004448	XP_039313730.1, XP_011163392.2	XP_001650133.1
OG0004449	XP_011169297.1, XP_025992247.1	XP_001660945.1
OG0004450	XP_011174938.1	XP_021704097.1, XP_021704096.1
OG0004451	XP_011160755.1	XP_001652165.1
OG0004452	XP_011155407.1	XP_021694188.1
OG0004453	XP_025994892.1, XP_011171190.1	XP_021696464.1
OG0004454	XP_011171833.1	XP_001656400.1
OG0004455	XP_011167793.1	XP_001655853.1
OG0004457	XP_011176070.1	XP_021711347.1
OG0004458	XP_025991195.2	XP_001663661.1
OG0004459	XP_011165110.1	XP_021707476.1
OG0004460	XP_011169587.1, XP_025989829.1	XP_001652504.2
OG0004461	XP_011156661.1	XP_001651773.1
OG0004462	XP_011161260.2	XP_021703586.1
OG0004463	XP_025991456.1, XP_011156259.1	XP_001661274.3
OG0004465	XP_011161574.1	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1
OG0004466	XP_039301978.1	XP_021699403.1
OG0004467	XP_039312250.1	XP_001652438.1
OG0004468	XP_025988602.1, XP_025988603.1, XP_025988604.1	XP_001660800.1
OG0004469	XP_011164113.1	XP_021706199.1
OG0004470	XP_011159822.1	XP_001648953.1
OG0004471	XP_011155652.1	XP_001648894.1
OG0004472	XP_011173560.1	XP_021711273.1
OG0004473	XP_025990394.2	XP_001662453.2
OG0004475	XP_025995792.1	XP_021693123.1
OG0004476	XP_025992347.1	XP_021695983.1
OG0004478	XP_039302049.1, XP_039302048.1, XP_025997090.1, XP_025997089.1	XP_001659989.1
OG0004479	XP_039305554.1	XP_001654562.1
OG0004480	XP_011173497.2	XP_001661554.1
OG0004481	XP_039313549.1	XP_001651524.3
OG0004482	XP_011171822.1	XP_001655913.1, XP_021699452.1
OG0004483	XP_011156694.1	XP_001660130.1
OG0004484	XP_025990224.1	XP_001651217.2
OG0004485	XP_039301988.1	XP_021693885.1
OG0004486	XP_011165368.1	XP_001653919.1, XP_021694172.1
OG0004487	XP_025988059.1	XP_021710539.1
OG0004489	XP_025989731.2	XP_001648272.2, XP_021707487.1
OG0004491	XP_011164076.2	XP_001651093.2
OG0004492	XP_011159417.1	XP_021706108.1
OG0004493	XP_011157745.1	XP_021711241.1
OG0004494	XP_011170790.2	XP_021705783.1
OG0004495	XP_011166360.1	XP_021695981.1
OG0004496	XP_011160034.1	XP_021705360.1, XP_021705358.1, XP_021705361.1, XP_021705357.1
OG0004497	XP_011164846.2	XP_001650117.2, XP_001663385.2
OG0004498	XP_011160775.2	XP_001659942.1
OG0004499	XP_039303729.1	XP_001655579.2
OG0004500	XP_011166000.1	XP_021695312.1
OG0004501	XP_011161447.1	XP_021702620.1
OG0004502	XP_011166154.1	XP_001648084.1, XP_021694458.1, XP_021694457.1
OG0004503	XP_025987761.2	XP_021703062.1
OG0004504	XP_011174216.2	XP_021707973.1
OG0004505	XP_039303746.1, XP_011159359.1	XP_021707347.1
OG0004506	XP_011164825.1	XP_021699449.1
OG0004507	XP_011172604.1	XP_001663721.2
OG0004508	XP_011156054.2	XP_021701218.1, XP_001655813.2, XP_001655814.2
OG0004509	XP_011172425.1	XP_001659844.2
OG0004510	XP_011160616.2	XP_021704485.1, XP_021704479.1
OG0004511	XP_039305929.1	XP_001654224.2
OG0004512	XP_011175937.1	XP_001663924.1
OG0004513	XP_011175939.1	XP_001653182.1
OG0004514	XP_011172467.1	XP_021697229.1
OG0004515	XP_011159946.1	XP_001652415.2
OG0004516	XP_039310704.1	XP_001656725.1
OG0004517	XP_011164377.1	XP_021701513.1
OG0004518	XP_011175510.2	XP_021713389.1, XP_021713385.1
OG0004519	XP_011161275.1	XP_021693348.1
OG0004520	XP_011171294.1	XP_001663552.1
OG0004521	XP_011166832.1	XP_001657865.1
OG0004523	XP_039308101.1	XP_021695843.1, XP_001658820.2, XP_021695858.1, XP_021695837.1
OG0004524	XP_011176374.1	XP_021694361.1, XP_001662826.2
OG0004525	XP_025986872.1	XP_001661950.2
OG0004526	XP_025990593.2	XP_021697114.1, XP_001655674.2
OG0004527	XP_025987065.2	XP_001653827.1
OG0004528	XP_011166188.1	XP_001648653.1
OG0004529	XP_025990753.1	XP_001662097.2
OG0004530	XP_011162129.1, XP_039314279.1, XP_039314285.1	XP_001652994.2
OG0004531	XP_011168688.1	XP_001650089.2
OG0004532	XP_011167132.1	XP_021706145.1
OG0004533	XP_011164362.1	XP_001660001.1
OG0004534	XP_039302696.1	XP_021709267.1
OG0004535	XP_025994890.1	XP_001654431.1
OG0004536	XP_011161241.1	XP_021713184.1
OG0004537	XP_025987624.1	XP_021711272.1, XP_001657313.2
