Orthogroup	Osmia_lignaria	Dufourea_novaeangliae
OG0003651	XP_034192794.1	XP_015440024.1
OG0003652	XP_034196571.1, XP_034196572.1, XP_034196570.1	XP_015431449.1
OG0003653	XP_034194504.1, XP_034194503.1	XP_015435840.1
OG0003654	XP_034171360.1	XP_015431267.1
OG0003655	XP_034173601.1	XP_015436832.1
OG0003656	XP_034194759.1, XP_034194760.1	XP_015432564.1
OG0003657	XP_034191250.1	XP_015428450.1
OG0003658	XP_034195113.1	XP_015437486.1
OG0003661	XP_034184446.1	XP_015436102.1
OG0003662	XP_034193922.1, XP_034193929.1, XP_034193939.1, XP_034193920.1	XP_015436778.1
OG0003663	XP_034183050.1	XP_015434392.1, XP_015434393.1
OG0003664	XP_034196009.1, XP_034196011.1	XP_015432053.1
OG0003665	XP_034195093.1	XP_015438664.1
OG0003666	XP_034195413.1	XP_015431962.1
OG0003667	XP_034180926.1	XP_015433744.1
OG0003668	XP_034175464.1	XP_015440514.1
OG0003669	XP_034178711.1, XP_034178710.1	XP_015438029.1
OG0003670	XP_034175829.1	XP_015438803.1
OG0003671	XP_034182434.1	XP_015435475.1
OG0003672	XP_034176799.1	XP_015440134.1
OG0003673	XP_034187083.1	XP_015428479.1
OG0003674	XP_034174912.1	XP_015440528.1
OG0003675	XP_034171368.1	XP_015432031.1
OG0003676	XP_034183903.1	XP_015436748.1, XP_015436749.1
OG0003677	XP_034177289.1	XP_015439959.1
OG0003678	XP_034174647.1	XP_015431908.1
OG0003679	XP_034178465.1	XP_015429891.1
OG0003680	XP_034189539.1	XP_015438587.1, XP_015438584.1
OG0003681	XP_034187998.1	XP_015429232.1
OG0003682	XP_034183746.1	XP_015433441.1
OG0003683	XP_034188911.1	XP_015433979.1
OG0003684	XP_034195253.1, XP_034195252.1	XP_015439232.1
OG0003685	XP_034195286.1, XP_034195258.1	XP_015439229.1
OG0003686	XP_034196353.1	XP_015440383.1
OG0003687	XP_034173410.1	XP_015435391.1
OG0003688	XP_034193646.1	XP_015439431.1
OG0003689	XP_034189589.1	XP_015432532.1
OG0003690	XP_034177074.1	XP_015440136.1
OG0003691	XP_034181426.1, XP_034181423.1	XP_015429581.1
OG0003692	XP_034174025.1, XP_034174026.1	XP_015430673.1
OG0003694	XP_034178335.1	XP_015437685.1
OG0003695	XP_034182558.1	XP_015432630.1
OG0003696	XP_034196670.1, XP_034196667.1, XP_034196662.1, XP_034196661.1	XP_015431810.1
OG0003697	XP_034183081.1	XP_015428422.1
OG0003698	XP_034190791.1, XP_034190790.1	XP_015434627.1
OG0003699	XP_034179184.1	XP_015437939.1
OG0003700	XP_034193374.1, XP_034193373.1	XP_015437712.1
OG0003701	XP_034173344.1, XP_034173350.1, XP_034173349.1	XP_015435462.1
OG0003703	XP_034176779.1	XP_015440006.1
OG0003704	XP_034189011.1, XP_034189008.1	XP_015435651.1
OG0003705	XP_034190596.1	XP_015430524.1
OG0003706	XP_034191866.1	XP_015439127.1
OG0003709	XP_034187483.1	XP_015430685.1
OG0003710	XP_034182824.1, XP_034182825.1	XP_015435884.1
OG0003711	XP_034191236.1	XP_015432731.1
OG0003712	XP_034183704.1	XP_015438413.1
OG0003713	XP_034194287.1	XP_015433642.1
OG0003714	XP_034192509.1	XP_015435978.1
OG0003715	XP_034172154.1	XP_015429927.1
OG0003716	XP_034191704.1	XP_015431170.1
OG0003717	XP_034189141.1	XP_015429078.1
OG0003718	XP_034183627.1, XP_034183628.1	XP_015433461.1
OG0003719	XP_034185921.1, XP_034185919.1, XP_034185920.1	XP_015428883.1
OG0003720	XP_034178426.1	XP_015433604.1
OG0003721	XP_034185157.1	XP_015433493.1
OG0003722	XP_034172524.1	XP_015429819.1
OG0003723	XP_034171580.1, XP_034171578.1, XP_034171579.1	XP_015432972.1
OG0003724	XP_034190299.1	XP_015433266.1, XP_015433811.1
OG0003725	XP_034187045.1	XP_015430368.1
OG0003726	XP_034192866.1, XP_034192865.1	XP_015433319.1
OG0003728	XP_034177554.1	XP_015433368.1
OG0003729	XP_034189673.1	XP_015428880.1, XP_015428879.1
OG0003730	XP_034189985.1	XP_015431404.1
OG0003731	XP_034188513.1	XP_015435927.1
OG0003732	XP_034188801.1	XP_015430165.1
OG0003733	XP_034189761.1	XP_015438341.1
OG0003734	XP_034192053.1	XP_015439035.1
OG0003735	XP_034179375.1	XP_015437965.1
OG0003736	XP_034194394.1	XP_015429347.1
OG0003737	XP_034173101.1	XP_015438242.1
OG0003738	XP_034177164.1	XP_015439950.1
OG0003739	XP_034193917.1	XP_015435633.1
OG0003740	XP_034193726.1, XP_034193728.1, XP_034193727.1	XP_015439407.1
OG0003741	XP_034188960.1	XP_015429978.1
OG0003742	XP_034174856.1	XP_015436901.1
OG0003743	XP_034173831.1	XP_015435174.1
OG0003744	XP_034193534.1	XP_015435765.1
OG0003745	XP_034182618.1	XP_015433674.1, XP_015433673.1
OG0003746	XP_034177022.1	XP_015440163.1
OG0003747	XP_034173890.1	XP_015431731.1
OG0003748	XP_034176691.1	XP_015438796.1
OG0003749	XP_034178165.1	XP_015432788.1
OG0003750	XP_034189973.1	XP_015438527.1, XP_015438528.1
OG0003751	XP_034186063.1	XP_015439571.1
OG0003752	XP_034176329.1	XP_015439627.1
OG0003753	XP_034185492.1	XP_015430903.1, XP_015430904.1
OG0003754	XP_034192065.1	XP_015439129.1
OG0003755	XP_034192220.1, XP_034192219.1	XP_015435051.1
OG0003756	XP_034177720.1	XP_015439951.1
OG0003757	XP_034193734.1	XP_015439399.1
OG0003758	XP_034173785.1	XP_015430782.1
OG0003759	XP_034187349.1	XP_015433100.1
OG0003760	XP_034182248.1	XP_015431529.1
OG0003761	XP_034175695.1	XP_015434542.1
OG0003762	XP_034188498.1, XP_034188495.1, XP_034188497.1	XP_015434324.1
OG0003763	XP_034193564.1, XP_034193565.1	XP_015432441.1
OG0003764	XP_034186801.1	XP_015438663.1
OG0003765	XP_034186944.1	XP_015432208.1
OG0003766	XP_034171235.1	XP_015431593.1
OG0003767	XP_034193006.1	XP_015439798.1
OG0003768	XP_034182049.1	XP_015431559.1
OG0003769	XP_034183552.1	XP_015433437.1
OG0003770	XP_034182966.1	XP_015434650.1
OG0003771	XP_034184807.1	XP_015430946.1, XP_015433716.1
OG0003772	XP_034176864.1	XP_015439999.1
OG0003774	XP_034177959.1	XP_015432348.1
OG0003775	XP_034194748.1	XP_015432635.1
OG0003776	XP_034191049.1, XP_034191050.1	XP_015432726.1
OG0003777	XP_034184366.1	XP_015436297.1
OG0003778	XP_034172113.1	XP_015432984.1
OG0003779	XP_034171564.1, XP_034171563.1	XP_015432961.1
OG0003780	XP_034195264.1	XP_015438992.1
OG0003781	XP_034173564.1	XP_015429240.1
OG0003782	XP_034192536.1	XP_015429227.1
OG0003783	XP_034179103.1	XP_015432498.1
OG0003784	XP_034178024.1	XP_015428634.1
OG0003785	XP_034190927.1	XP_015438667.1
OG0003786	XP_034185598.1	XP_015433631.1
OG0003787	XP_034186518.1	XP_015436338.1
OG0003788	XP_034191393.1	XP_015432753.1
OG0003789	XP_034188600.1	XP_015434266.1
OG0003790	XP_034173364.1	XP_015435466.1
OG0003791	XP_034195995.1	XP_015439023.1
OG0003792	XP_034196405.1	XP_015438719.1
OG0003793	XP_034172345.1	XP_015432974.1
OG0003794	XP_034183888.1, XP_034183887.1	XP_015438530.1
OG0003795	XP_034178996.1	XP_015430174.1
OG0003796	XP_034184793.1	XP_015430574.1
OG0003797	XP_034177389.1	XP_015439669.1
OG0003798	XP_034184207.1	XP_015440132.1
OG0003799	XP_034182655.1	XP_015434357.1
OG0003800	XP_034180743.1	XP_015434122.1
OG0003801	XP_034186550.1	XP_015438677.1
OG0003802	XP_034179930.1	XP_015434878.1
OG0003803	XP_034181564.1	XP_015435236.1
OG0003804	XP_034190073.1	XP_015429414.1
OG0003805	XP_034195648.1	XP_015435328.1
OG0003806	XP_034184880.1	XP_015428955.1, XP_015428947.1, XP_015428939.1
OG0003807	XP_034191492.1	XP_015434137.1
OG0003808	XP_034187135.1	XP_015432199.1
OG0003809	XP_034171149.1	XP_015429083.1
OG0003810	XP_034174916.1	XP_015440241.1
OG0003811	XP_034172635.1	XP_015436051.1
OG0003812	XP_034178306.1	XP_015432342.1
OG0003813	XP_034194344.1	XP_015431495.1
OG0003814	XP_034191798.1	XP_015439267.1
OG0003815	XP_034176602.1	XP_015428412.1
OG0003816	XP_034175493.1	XP_015440534.1
OG0003817	XP_034193432.1	XP_015437722.1
OG0003818	XP_034186703.1	XP_015428457.1
OG0003819	XP_034193999.1	XP_015439364.1
OG0003820	XP_034193395.1	XP_015437780.1
OG0003821	XP_034178494.1	XP_015432346.1
OG0003822	XP_034181114.1	XP_015429594.1
OG0003823	XP_034196252.1	XP_015431201.1
OG0003824	XP_034173391.1	XP_015435262.1
OG0003825	XP_034181446.1, XP_034181448.1	XP_015435998.1
OG0003826	XP_034172733.1	XP_015435268.1
OG0003827	XP_034173218.1	XP_015429982.1
OG0003828	XP_034190557.1	XP_015434528.1
OG0003829	XP_034187971.1	XP_015434476.1
OG0003830	XP_034188708.1	XP_015433987.1
OG0003831	XP_034191997.1, XP_034191996.1	XP_015439058.1
OG0003832	XP_034176712.1	XP_015438739.1
OG0003833	XP_034187211.1	XP_015432692.1
OG0003834	XP_034188409.1	XP_015434375.1, XP_015434376.1
OG0003835	XP_034179128.1	XP_015436320.1
OG0003836	XP_034190387.1, XP_034190388.1	XP_015428691.1
OG0003837	XP_034173797.1	XP_015430736.1
OG0003838	XP_034182311.1	XP_015429343.1
OG0003839	XP_034184641.1	XP_015430933.1
OG0003840	XP_034185635.1	XP_015428801.1
OG0003841	XP_034171986.1	XP_015429147.1
OG0003842	XP_034182919.1	XP_015432271.1
OG0003843	XP_034178469.1	XP_015437436.1
OG0003844	XP_034184069.1	XP_015431243.1
OG0003845	XP_034182310.1	XP_015429312.1
OG0003846	XP_034188622.1	XP_015435847.1
OG0003847	XP_034185600.1	XP_015439756.1
OG0003848	XP_034176868.1	XP_015439980.1, XP_015432114.1
OG0003849	XP_034178106.1	XP_015432402.1
OG0003850	XP_034185730.1	XP_015428920.1
OG0003851	XP_034178591.1	XP_015436674.1
OG0003852	XP_034176223.1	XP_015433724.1
OG0003853	XP_034178041.1	XP_015428512.1, XP_015428521.1
OG0003854	XP_034183199.1	XP_015432120.1
OG0003855	XP_034184536.1	XP_015439507.1
OG0003856	XP_034193544.1	XP_015434886.1
OG0003857	XP_034181044.1	XP_015429569.1
OG0003858	XP_034189173.1	XP_015435027.1
OG0003859	XP_034195266.1, XP_034195260.1	XP_015437154.1
OG0003860	XP_034172041.1	XP_015435046.1
OG0003861	XP_034184509.1	XP_015436306.1
OG0003862	XP_034191255.1, XP_034191256.1	XP_015428446.1
OG0003863	XP_034189674.1	XP_015431351.1
OG0003864	XP_034196130.1	XP_015437214.1
OG0003865	XP_034193904.1	XP_015439386.1
OG0003866	XP_034181658.1	XP_015433094.1
OG0003867	XP_034192225.1	XP_015437198.1
OG0003868	XP_034189939.1	XP_015428875.1
OG0003869	XP_034176418.1	XP_015440535.1
OG0003870	XP_034189222.1	XP_015434971.1
OG0003871	XP_034175536.1	XP_015437257.1
OG0003872	XP_034190254.1	XP_015433679.1
OG0003873	XP_034173214.1	XP_015429490.1
OG0003874	XP_034177660.1	XP_015433365.1
OG0003875	XP_034181285.1	XP_015435086.1
OG0003876	XP_034196001.1	XP_015431939.1
OG0003877	XP_034178216.1	XP_015428573.1
OG0003878	XP_034175894.1	XP_015437794.1
OG0003879	XP_034184396.1	XP_015436189.1
OG0003880	XP_034188661.1	XP_015435464.1
OG0003881	XP_034177161.1, XP_034177160.1	XP_015440220.1
OG0003882	XP_034182252.1	XP_015429782.1
OG0003883	XP_034184870.1	XP_015430923.1
OG0003884	XP_034177240.1	XP_015439739.1
OG0003885	XP_034174480.1	XP_015431636.1, XP_015431635.1
OG0003886	XP_034172577.1	XP_015435385.1
OG0003887	XP_034194768.1	XP_015435889.1
OG0003888	XP_034171886.1	XP_015429457.1
OG0003889	XP_034194239.1	XP_015433683.1
OG0003890	XP_034175080.1, XP_034175081.1	XP_015431172.1
OG0003891	XP_034179350.1, XP_034179349.1	XP_015437933.1
OG0003892	XP_034180038.1	XP_015434168.1
OG0003893	XP_034191222.1	XP_015434615.1
OG0003894	XP_034183469.1, XP_034183470.1	XP_015438573.1
OG0003896	XP_034181325.1	XP_015436603.1, XP_015436604.1
OG0003897	XP_034173789.1	XP_015434212.1
OG0003898	XP_034181836.1	XP_015433839.1
OG0003899	XP_034180750.1	XP_015439268.1
OG0003900	XP_034188152.1	XP_015438054.1
OG0003901	XP_034172476.1, XP_034172479.1, XP_034172478.1	XP_015432838.1
OG0003902	XP_034186627.1, XP_034186615.1	XP_015432773.1
OG0003903	XP_034180911.1	XP_015431121.1
OG0003904	XP_034182528.1	XP_015430882.1
OG0003905	XP_034175826.1	XP_015435542.1
OG0003906	XP_034174236.1, XP_034174235.1	XP_015430752.1
OG0003907	XP_034189805.1	XP_015439598.1
OG0003908	XP_034195563.1	XP_015431997.1
OG0003909	XP_034190419.1	XP_015428762.1
OG0003910	XP_034189114.1	XP_015429171.1
OG0003911	XP_034180834.1	XP_015436490.1
OG0003912	XP_034185484.1, XP_034185485.1	XP_015430899.1
OG0003913	XP_034189593.1	XP_015437630.1
OG0003914	XP_034170883.1	XP_015431837.1
OG0003915	XP_034181766.1	XP_015436824.1
OG0003916	XP_034172611.1	XP_015430110.1
OG0003917	XP_034195800.1	XP_015435070.1
OG0003918	XP_034194927.1	XP_015438316.1
OG0003919	XP_034189696.1	XP_015439585.1
OG0003920	XP_034171115.1	XP_015440153.1
OG0003921	XP_034174453.1, XP_034174454.1	XP_015436939.1
OG0003922	XP_034187185.1	XP_015432754.1
OG0003923	XP_034171511.1	XP_015431696.1
OG0003924	XP_034184193.1	XP_015436096.1
OG0003925	XP_034191767.1	XP_015431166.1
OG0003926	XP_034186430.1	XP_015432101.1
OG0003927	XP_034178381.1	XP_015437697.1
OG0003928	XP_034192659.1	XP_015439655.1
OG0003929	XP_034196045.1	XP_015429992.1
OG0003930	XP_034189423.1	XP_015431336.1
OG0003931	XP_034195751.1	XP_015437203.1
OG0003932	XP_034183973.1	XP_015436058.1
OG0003933	XP_034194468.1	XP_015432002.1
OG0003934	XP_034189900.1	XP_015436997.1
OG0003935	XP_034186086.1	XP_015437636.1
OG0003936	XP_034177832.1	XP_015440086.1
OG0003937	XP_034175243.1	XP_015429739.1
OG0003938	XP_034190745.1	XP_015437549.1
OG0003939	XP_034174791.1, XP_034174790.1	XP_015434190.1
OG0003940	XP_034193952.1, XP_034193954.1, XP_034193955.1	XP_015439383.1
OG0003941	XP_034193769.1	XP_015439430.1, XP_015439429.1
OG0003942	XP_034171311.1	XP_015431616.1
OG0003943	XP_034177692.1, XP_034177694.1	XP_015439708.1
OG0003944	XP_034190656.1	XP_015429899.1
OG0003945	XP_034192296.1	XP_015433721.1
OG0003946	XP_034180453.1	XP_015430131.1
OG0003947	XP_034181407.1	XP_015436587.1
OG0003948	XP_034194015.1	XP_015435173.1
OG0003950	XP_034178972.1	XP_015439313.1
OG0003951	XP_034184652.1	XP_015437491.1
OG0003952	XP_034175280.1	XP_015436592.1
OG0003954	XP_034193421.1	XP_015437084.1
OG0003955	XP_034186344.1	XP_015438666.1
OG0003956	XP_034173871.1	XP_015430618.1
OG0003957	XP_034178648.1	XP_015428562.1
OG0003958	XP_034179213.1	XP_015437949.1
OG0003959	XP_034179495.1	XP_015438278.1, XP_015438277.1
OG0003960	XP_034192833.1, XP_034192834.1	XP_015439804.1
OG0003962	XP_034196679.1	XP_015429129.1
OG0003963	XP_034186070.1	XP_015437676.1
OG0003964	XP_034189747.1	XP_015438432.1
OG0003965	XP_034190828.1	XP_015429966.1
OG0003966	XP_034191053.1	XP_015432748.1
OG0003967	XP_034189285.1	XP_015435247.1
OG0003968	XP_034177461.1	XP_015439825.1, XP_015439826.1, XP_015439827.1
OG0003969	XP_034182053.1	XP_015437831.1
OG0003970	XP_034177773.1	XP_015433323.1
OG0003971	XP_034178175.1	XP_015433622.1
OG0003972	XP_034177455.1	XP_015440028.1
OG0003973	XP_034181880.1	XP_015429209.1
OG0003974	XP_034176086.1	XP_015436572.1
OG0003975	XP_034195537.1	XP_015434214.1
OG0003976	XP_034176888.1	XP_015439790.1
OG0003977	XP_034171821.1	XP_015429108.1
OG0003978	XP_034183254.1	XP_015437561.1
OG0003979	XP_034182953.1	XP_015434660.1
OG0003980	XP_034175522.1	XP_015437304.1
OG0003981	XP_034193736.1	XP_015439328.1
OG0003982	XP_034175531.1, XP_034175529.1, XP_034175532.1	XP_015435473.1
OG0003983	XP_034190737.1	XP_015429873.1
OG0003984	XP_034188746.1	XP_015433090.1
OG0003985	XP_034194012.1	XP_015434859.1
OG0003987	XP_034173433.1	XP_015432803.1
OG0003988	XP_034177173.1	XP_015439838.1
OG0003989	XP_034178667.1	XP_015432158.1
OG0003990	XP_034174761.1	XP_015437870.1
OG0003991	XP_034176068.1	XP_015435665.1
OG0003992	XP_034190390.1	XP_015428803.1
OG0003993	XP_034176471.1	XP_015436523.1
OG0003994	XP_034184032.1	XP_015429683.1
OG0003995	XP_034182040.1	XP_015435779.1
OG0003996	XP_034177143.1	XP_015439663.1
OG0003997	XP_034172400.1	XP_015429827.1
OG0003998	XP_034175293.1	XP_015428584.1
OG0003999	XP_034190732.1, XP_034190735.1	XP_015428926.1
OG0004000	XP_034189007.1	XP_015437275.1
OG0004001	XP_034190412.1	XP_015433587.1
OG0004002	XP_034186308.1	XP_015437677.1
OG0004003	XP_034194448.1	XP_015437109.1
OG0004004	XP_034171604.1, XP_034171606.1	XP_015434962.1
OG0004005	XP_034194158.1	XP_015437081.1
OG0004006	XP_034177929.1	XP_015428617.1
OG0004008	XP_034186698.1	XP_015439539.1
OG0004009	XP_034179324.1	XP_015433122.1
OG0004010	XP_034179476.1, XP_034179475.1	XP_015433183.1
OG0004011	XP_034187565.1	XP_015437074.1
OG0004012	XP_034172316.1	XP_015435280.1
OG0004013	XP_034189318.1	XP_015435189.1
OG0004014	XP_034186512.1	XP_015432230.1
OG0004015	XP_034171101.1	XP_015429054.1
OG0004016	XP_034176165.1	XP_015436564.1
OG0004017	XP_034180615.1	XP_015435210.1
OG0004018	XP_034193269.1	XP_015437311.1
OG0004020	XP_034185649.1	XP_015436221.1
OG0004021	XP_034171839.1	XP_015438095.1
OG0004022	XP_034182691.1	XP_015432574.1
OG0004023	XP_034194039.1	XP_015438729.1
OG0004024	XP_034184491.1, XP_034184141.1	XP_015429438.1
OG0004025	XP_034190127.1, XP_034190128.1	XP_015428829.1
OG0004026	XP_034192595.1	XP_015440257.1
OG0004027	XP_034185361.1	XP_015434716.1
OG0004028	XP_034189469.1	XP_015438352.1
OG0004029	XP_034191197.1	XP_015428490.1
OG0004030	XP_034180475.1	XP_015439038.1
OG0004031	XP_034172055.1	XP_015432335.1
OG0004032	XP_034173353.1, XP_034173354.1, XP_034173351.1	XP_015435337.1
OG0004033	XP_034182301.1, XP_034182302.1	XP_015429332.1, XP_015429330.1, XP_015429333.1
OG0004034	XP_034191552.1	XP_015434076.1
OG0004035	XP_034190559.1	XP_015430479.1
OG0004036	XP_034196457.1	XP_015435004.1
OG0004037	XP_034173219.1	XP_015434668.1
OG0004038	XP_034185194.1	XP_015433497.1
OG0004040	XP_034196220.1	XP_015431108.1
OG0004042	XP_034190490.1	XP_015428758.1
OG0004043	XP_034187957.1	XP_015434529.1
OG0004044	XP_034174193.1	XP_015430769.1
OG0004045	XP_034179866.1	XP_015438261.1
OG0004046	XP_034195815.1	XP_015440382.1
OG0004047	XP_034191065.1	XP_015432000.1
OG0004048	XP_034192300.1	XP_015436580.1
OG0004049	XP_034182187.1	XP_015431562.1
OG0004050	XP_034191060.1	XP_015432758.1
OG0004051	XP_034187648.1	XP_015430666.1
OG0004052	XP_034178878.1, XP_034178879.1	XP_015432443.1
OG0004053	XP_034196573.1	XP_015429097.1
OG0004054	XP_034191033.1	XP_015432703.1
OG0004055	XP_034190129.1	XP_015428854.1
OG0004056	XP_034192615.1, XP_034192613.1	XP_015440247.1
OG0004058	XP_034193598.1, XP_034193597.1	XP_015432469.1
OG0004059	XP_034172974.1	XP_015429668.1, XP_015429661.1
OG0004060	XP_034177265.1	XP_015440267.1
OG0004061	XP_034178093.1	XP_015434781.1
OG0004062	XP_034187766.1, XP_034187774.1	XP_015433914.1, XP_015433916.1
OG0004063	XP_034188530.1	XP_015435915.1
OG0004064	XP_034181135.1	XP_015429518.1
OG0004065	XP_034185774.1	XP_015433419.1
OG0004067	XP_034174302.1	XP_015431660.1
OG0004068	XP_034176215.1	XP_015437399.1
OG0004069	XP_034182849.1	XP_015428447.1
OG0004070	XP_034182574.1	XP_015436020.1
OG0004071	XP_034180321.1	XP_015439097.1
OG0004072	XP_034180627.1	XP_015439101.1
OG0004073	XP_034187425.1	XP_015430743.1
OG0004074	XP_034173432.1	XP_015432955.1
OG0004075	XP_034191980.1	XP_015439207.1
OG0004076	XP_034193349.1	XP_015437345.1
OG0004077	XP_034193502.1, XP_034193501.1	XP_015432422.1
OG0004078	XP_034187160.1	XP_015432734.1
OG0004079	XP_034192398.1	XP_015429296.1
OG0004080	XP_034188995.1	XP_015433966.1
OG0004081	XP_034175455.1	XP_015440501.1
OG0004082	XP_034186651.1	XP_015432145.1
OG0004083	XP_034191884.1	XP_015439169.1
OG0004084	XP_034179654.1	XP_015434852.1
OG0004085	XP_034183737.1	XP_015431294.1
OG0004086	XP_034179183.1	XP_015438001.1
OG0004087	XP_034192939.1	XP_015439775.1
OG0004088	XP_034182051.1	XP_015432610.1
OG0004089	XP_034178120.1	XP_015434779.1
OG0004090	XP_034181297.1	XP_015436530.1
OG0004091	XP_034185442.1, XP_034181193.1	XP_015436737.1
OG0004092	XP_034184588.1	XP_015434142.1
OG0004093	XP_034175642.1	XP_015438854.1
OG0004094	XP_034175192.1	XP_015437845.1
OG0004095	XP_034172127.1, XP_034172128.1, XP_034172126.1	XP_015435384.1
OG0004096	XP_034196564.1	XP_015429082.1
OG0004097	XP_034191509.1	XP_015438275.1
OG0004098	XP_034174617.1	XP_015431702.1
OG0004099	XP_034174091.1	XP_015439609.1
OG0004100	XP_034175758.1	XP_015435525.1
OG0004101	XP_034183719.1	XP_015435275.1
OG0004102	XP_034188221.1, XP_034188218.1	XP_015434370.1
OG0004103	XP_034185287.1	XP_015437459.1
OG0004104	XP_034195656.1	XP_015438858.1
OG0004105	XP_034182838.1	XP_015428423.1
OG0004106	XP_034171308.1	XP_015436805.1
OG0004107	XP_034173191.1	XP_015430159.1
OG0004108	XP_034175075.1	XP_015431146.1
OG0004109	XP_034172461.1	XP_015430081.1
OG0004110	XP_034177744.1	XP_015440042.1
OG0004111	XP_034195571.1	XP_015434571.1
OG0004113	XP_034188919.1	XP_015433992.1
OG0004114	XP_034183600.1	XP_015438576.1
OG0004116	XP_034180194.1	XP_015438917.1
OG0004119	XP_034187968.1	XP_015434416.1
OG0004120	XP_034177302.1	XP_015439853.1
OG0004121	XP_034183569.1	XP_015431350.1
OG0004122	XP_034188285.1	XP_015434232.1
OG0004123	XP_034173274.1	XP_015430117.1
OG0004125	XP_034193175.1	XP_015436681.1
OG0004126	XP_034180763.1	XP_015438945.1
OG0004128	XP_034181244.1, XP_034181243.1	XP_015434512.1
OG0004129	XP_034184640.1	XP_015430926.1
OG0004130	XP_034196372.1	XP_015437906.1
OG0004131	XP_034171866.1	XP_015439542.1
OG0004132	XP_034174632.1	XP_015436813.1
OG0004133	XP_034175275.1	XP_015435484.1
OG0004134	XP_034195659.1	XP_015438980.1
OG0004135	XP_034190669.1	XP_015429940.1
OG0004136	XP_034191010.1	XP_015432253.1
OG0004137	XP_034193950.1	XP_015437984.1
OG0004138	XP_034179377.1	XP_015429988.1
OG0004139	XP_034180729.1	XP_015434161.1
OG0004140	XP_034173056.1	XP_015435395.1
OG0004141	XP_034191035.1	XP_015432706.1
OG0004144	XP_034174363.1	XP_015430652.1
OG0004145	XP_034192776.1, XP_034192606.1	XP_015439834.1
OG0004146	XP_034190186.1, XP_034190185.1	XP_015431363.1
OG0004147	XP_034196262.1	XP_015430098.1
OG0004149	XP_034190104.1	XP_015428870.1, XP_015428871.1
OG0004150	XP_034193483.1	XP_015438018.1
OG0004151	XP_034186165.1	XP_015437634.1
OG0004153	XP_034192626.1	XP_015439647.1
