Orthogroup	Osmia_lignaria	Nasonia_vitripennis
OG0003787	XP_034186518.1	XP_031787275.1, XP_031787276.1, XP_001600639.1
OG0003788	XP_034191393.1	XP_001607821.1
OG0003789	XP_034188600.1	XP_001601517.1
OG0003790	XP_034173364.1	XP_001603914.1
OG0003791	XP_034195995.1	XP_008213933.1
OG0003792	XP_034196405.1	XP_001605413.2
OG0003793	XP_034172345.1	XP_001602925.1
OG0003794	XP_034183888.1, XP_034183887.1	NP_001153353.1
OG0003795	XP_034178996.1	XP_032456539.1
OG0003796	XP_034184793.1	XP_031783809.1
OG0003797	XP_034177389.1	XP_001602197.2
OG0003798	XP_034184207.1	XP_031783017.1
OG0003799	XP_034182655.1	XP_032457711.1, XP_003424698.1
OG0003800	XP_034180743.1	XP_032452282.1, XP_032452283.1
OG0003801	XP_034186550.1	XP_001599319.1
OG0003802	XP_034179930.1	XP_001604230.2
OG0003803	XP_034181564.1	XP_031788140.1
OG0003804	XP_034190073.1	XP_003426743.1
OG0003805	XP_034195648.1	XP_001607288.1
OG0003806	XP_034184880.1	XP_032456718.1, XP_032456720.1
OG0003807	XP_034191492.1	XP_031778623.1, XP_008216419.1
OG0003808	XP_034187135.1	XP_001606160.1
OG0003809	XP_034171149.1	XP_001607792.1, XP_001606291.2
OG0003810	XP_034174916.1	XP_001604861.1
OG0003811	XP_034172635.1	XP_008207078.1
OG0003812	XP_034178306.1	XP_031783154.1
OG0003813	XP_034194344.1	XP_001606928.1
OG0003814	XP_034191798.1	XP_016841804.1
OG0003815	XP_034176602.1	XP_001602322.2
OG0003816	XP_034175493.1	XP_003428128.1
OG0003817	XP_034193432.1	XP_008214103.1, XP_008214102.1, XP_008214101.1
OG0003818	XP_034186703.1	XP_008206442.3
OG0003819	XP_034193999.1	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1
OG0003820	XP_034193395.1	XP_031787655.1
OG0003821	XP_034178494.1	XP_001601553.2
OG0003823	XP_034196252.1	XP_031778983.1
OG0003824	XP_034173391.1	NP_001153434.1
OG0003825	XP_034181446.1, XP_034181448.1	XP_003424194.1
OG0003827	XP_034173218.1	XP_016841753.1
OG0003828	XP_034190557.1	NP_001153329.1, XP_008211060.1
OG0003829	XP_034187971.1	XP_032456794.1, XP_032456795.1, XP_032456793.1
OG0003830	XP_034188708.1	XP_016837820.1
OG0003831	XP_034191997.1, XP_034191996.1	XP_031779324.1
OG0003832	XP_034176712.1	XP_031778420.1
OG0003833	XP_034187211.1	XP_001600494.1
OG0003834	XP_034188409.1	XP_008212721.1
OG0003835	XP_034179128.1	XP_001599351.1, XP_032454859.1
OG0003836	XP_034190387.1, XP_034190388.1	XP_032456101.1, XP_032457055.1
OG0003837	XP_034173797.1	XP_008214220.1
OG0003838	XP_034182311.1	XP_001606444.1
OG0003839	XP_034184641.1	XP_003423935.1
OG0003840	XP_034185635.1	XP_003427139.1
OG0003841	XP_034171986.1	XP_003425269.1
OG0003842	XP_034182919.1	XP_016844354.1
OG0003843	XP_034178469.1	XP_031787780.1, XP_032456469.1
OG0003844	XP_034184069.1	XP_008202890.1
OG0003845	XP_034182310.1	XP_001601725.1
OG0003846	XP_034188622.1	XP_001607390.1, XP_003424105.1
OG0003847	XP_034185600.1	XP_008212895.1
OG0003848	XP_034176868.1	XP_001604309.1
OG0003849	XP_034178106.1	XP_008207753.1, XP_016839440.1
OG0003850	XP_034185730.1	XP_031777197.1
OG0003851	XP_034178591.1	XP_001599033.2
OG0003852	XP_034176223.1	XP_031781569.1
OG0003853	XP_034178041.1	XP_016845278.2
OG0003854	XP_034183199.1	XP_031778526.1
OG0003855	XP_034184536.1	NP_001177677.1, XP_016836656.1
OG0003856	XP_034193544.1	XP_001604291.1
OG0003857	XP_034181044.1	XP_032457012.1, XP_016845745.1
OG0003858	XP_034189173.1	XP_031788464.1
OG0003859	XP_034195266.1, XP_034195260.1	XP_008206455.1, XP_031783403.1
OG0003860	XP_034172041.1	XP_001607032.1
OG0003861	XP_034184509.1	XP_031785665.1, XP_016840333.2
OG0003862	XP_034191255.1, XP_034191256.1	XP_031783263.1
OG0003863	XP_034189674.1	XP_008207066.1
OG0003864	XP_034196130.1	XP_001605947.2
OG0003865	XP_034193904.1	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1
OG0003866	XP_034181658.1	XP_001600555.1
OG0003867	XP_034192225.1	XP_001605238.1
OG0003868	XP_034189939.1	XP_003425216.1, XP_003425540.1
OG0003869	XP_034176418.1	XP_031781068.1
OG0003870	XP_034189222.1	NP_001153419.1
OG0003871	XP_034175536.1	NP_001153375.1, XP_031784172.1
OG0003872	XP_034190254.1	XP_016837907.1
OG0003873	XP_034173214.1	XP_016841745.1
OG0003874	XP_034177660.1	XP_016840546.1
OG0003875	XP_034181285.1	XP_008211218.1
OG0003876	XP_034196001.1	XP_001604896.4
OG0003877	XP_034178216.1	XP_001601710.2
OG0003878	XP_034175894.1	XP_008208477.1
OG0003879	XP_034184396.1	NP_001161325.1
OG0003880	XP_034188661.1	XP_031780717.1
OG0003882	XP_034182252.1	XP_008212464.1
OG0003883	XP_034184870.1	XP_001605850.1
OG0003884	XP_034177240.1	XP_016845791.1
OG0003885	XP_034174480.1	XP_001605890.1
OG0003886	XP_034172577.1	XP_032456603.1, XP_032456602.1, XP_001606725.1
OG0003887	XP_034194768.1	XP_001602715.1, XP_016838598.1
OG0003888	XP_034171886.1	XP_016842445.2
OG0003889	XP_034194239.1	XP_001605301.2
OG0003890	XP_034175080.1, XP_034175081.1	XP_016844583.1, XP_031777735.1
OG0003891	XP_034179350.1, XP_034179349.1	XP_016843213.1
OG0003892	XP_034180038.1	XP_008217952.1
OG0003893	XP_034191222.1	XP_001601138.1
OG0003894	XP_034183469.1, XP_034183470.1	XP_003425380.1
OG0003895	XP_034195375.1	XP_008212061.1, XP_031779657.1
OG0003896	XP_034181325.1	XP_001604737.1
OG0003897	XP_034173789.1	XP_008210220.1, XP_001603720.2
OG0003898	XP_034181836.1	XP_001599188.1
OG0003899	XP_034180750.1	XP_016843711.1
OG0003900	XP_034188152.1	XP_001608210.1
OG0003901	XP_034172476.1, XP_034172479.1, XP_034172478.1	XP_031785207.1
OG0003902	XP_034186627.1, XP_034186615.1	XP_008215722.2
OG0003903	XP_034180911.1	XP_031784198.1
OG0003904	XP_034182528.1	XP_031779362.1
OG0003905	XP_034175826.1	XP_008204558.1
OG0003906	XP_034174236.1, XP_034174235.1	XP_001602761.1
OG0003907	XP_034189805.1	XP_003425125.1, XP_003425126.1, XP_016842128.1
OG0003908	XP_034195563.1	XP_031780857.1
OG0003909	XP_034190419.1	NP_001135810.2
OG0003910	XP_034189114.1	XP_008203776.1
OG0003911	XP_034180834.1	XP_001604067.1
OG0003912	XP_034185484.1, XP_034185485.1	XP_032457402.1, NP_001136343.1
OG0003913	XP_034189593.1	XP_016840536.1
OG0003914	XP_034170883.1	XP_001603457.2
OG0003915	XP_034181766.1	XP_008212677.1, XP_008212678.1, XP_032452641.1
OG0003916	XP_034172611.1	XP_016838984.1
OG0003917	XP_034195800.1	XP_016840883.2, XP_031784364.1
OG0003918	XP_034194927.1	XP_001602680.2, XP_001606357.1
OG0003919	XP_034189696.1	XP_031788772.1, XP_031788774.1
OG0003920	XP_034171115.1	XP_031784392.1
OG0003921	XP_034174453.1, XP_034174454.1	XP_001603787.2
OG0003922	XP_034187185.1	XP_031783835.1
OG0003923	XP_034171511.1	XP_001607684.1
OG0003924	XP_034184193.1	XP_001603527.1, XP_032455503.1
OG0003925	XP_034191767.1	XP_032453859.1, XP_016839114.1
OG0003926	XP_034186430.1	XP_016844808.1
OG0003927	XP_034178381.1	XP_001607778.2
OG0003928	XP_034192659.1	XP_031788167.1
OG0003929	XP_034196045.1	XP_001599684.2
OG0003930	XP_034189423.1	NP_001180379.1, XP_031783895.1
OG0003931	XP_034195751.1	XP_031781591.2
OG0003932	XP_034183973.1	XP_032456563.1
OG0003933	XP_034194468.1	XP_001604026.2
OG0003934	XP_034189900.1	XP_001602366.1
OG0003935	XP_034186086.1	XP_001599933.1
OG0003936	XP_034177832.1	NP_001166022.1
OG0003937	XP_034175243.1	XP_001603810.1
OG0003939	XP_034174791.1, XP_034174790.1	XP_031784091.1
OG0003941	XP_034193769.1	XP_001604659.1
OG0003942	XP_034171311.1	XP_031788299.1, XP_008201939.1
OG0003943	XP_034177692.1, XP_034177694.1	XP_031778150.1, XP_001607178.1
OG0003944	XP_034190656.1	XP_016842708.1
OG0003945	XP_034192296.1	XP_001607235.2
OG0003946	XP_034180453.1	XP_001604515.2
OG0003947	XP_034181407.1	XP_031784475.1, XP_001606959.2
OG0003948	XP_034194015.1	XP_008205358.1, XP_001599525.2
OG0003951	XP_034184652.1	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1
OG0003952	XP_034175280.1	XP_008213699.1
OG0003954	XP_034193421.1	XP_031782232.1
OG0003955	XP_034186344.1	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1
OG0003956	XP_034173871.1	XP_001603275.1
OG0003957	XP_034178648.1	XP_032456178.1, XP_008207103.1
OG0003958	XP_034179213.1	XP_016841676.1, XP_001605089.1, XP_008203492.1
OG0003959	XP_034179495.1	XP_031789102.1
OG0003960	XP_034192833.1, XP_034192834.1	XP_016840614.1
OG0003962	XP_034196679.1	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1
OG0003963	XP_034186070.1	XP_001599604.1, XP_032455082.1, XP_008204468.1
OG0003964	XP_034189747.1	XP_031789582.1
OG0003965	XP_034190828.1	XP_001600405.1
OG0003966	XP_034191053.1	XP_008215949.1, XP_032456976.1
OG0003967	XP_034189285.1	NP_001180248.1, XP_031789176.1
OG0003968	XP_034177461.1	XP_031780651.1
OG0003969	XP_034182053.1	XP_003424109.1
OG0003970	XP_034177773.1	XP_008215765.1
OG0003971	XP_034178175.1	XP_016841853.1
OG0003972	XP_034177455.1	XP_001607161.1, XP_032455796.1
OG0003973	XP_034181880.1	XP_016839124.1
OG0003974	XP_034176086.1	XP_001606425.1
OG0003975	XP_034195537.1	XP_016838144.1, XP_008209983.1
OG0003976	XP_034176888.1	XP_008209822.1
OG0003977	XP_034171821.1	XP_003424644.1
OG0003978	XP_034183254.1	XP_008217446.1, XP_008217449.1
OG0003979	XP_034182953.1	XP_016839158.1
OG0003980	XP_034175522.1	XP_016841684.1
OG0003981	XP_034193736.1	XP_001605378.1
OG0003982	XP_034175531.1, XP_034175529.1, XP_034175532.1	XP_001604665.2
OG0003983	XP_034190737.1	XP_016840341.1
OG0003984	XP_034188746.1	XP_016838680.1
OG0003985	XP_034194012.1	XP_016843789.1
OG0003988	XP_034177173.1	XP_016840638.1
OG0003989	XP_034178667.1	XP_001600219.1
OG0003990	XP_034174761.1	XP_001600651.4
OG0003991	XP_034176068.1	XP_031781825.1
OG0003992	XP_034190390.1	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1
OG0003993	XP_034176471.1	XP_003427563.1
OG0003994	XP_034184032.1	XP_001606587.2
OG0003995	XP_034182040.1	XP_008202579.1, XP_031782684.1
OG0003996	XP_034177143.1	XP_001599706.1
OG0003997	XP_034172400.1	XP_031787536.1
OG0003998	XP_034175293.1	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1
OG0003999	XP_034190732.1, XP_034190735.1	XP_031784818.1
OG0004000	XP_034189007.1	XP_008208849.1, XP_008208852.1
OG0004002	XP_034186308.1	XP_031780754.1
OG0004003	XP_034194448.1	XP_031778320.1, NP_001128398.1
OG0004004	XP_034171604.1, XP_034171606.1	XP_001605965.2
OG0004006	XP_034177929.1	XP_016841690.1
OG0004008	XP_034186698.1	XP_001599343.1
OG0004009	XP_034179324.1	XP_008214625.2
OG0004010	XP_034179476.1, XP_034179475.1	XP_001604761.1, XP_031787377.1
OG0004011	XP_034187565.1	NP_001128397.1
OG0004013	XP_034189318.1	NP_001123322.2
OG0004014	XP_034186512.1	XP_001604608.1
OG0004016	XP_034176165.1	XP_016840201.1
OG0004018	XP_034193269.1	NP_001153352.1
OG0004019	XP_034177799.1	XP_003428211.1
OG0004020	XP_034185649.1	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1
OG0004021	XP_034171839.1	XP_031788201.1
OG0004022	XP_034182691.1	XP_001602536.2
OG0004023	XP_034194039.1	XP_016840458.1, XP_008211879.1
OG0004024	XP_034184491.1, XP_034184141.1	XP_008215963.3
OG0004025	XP_034190127.1, XP_034190128.1	XP_031780797.1
OG0004026	XP_034192595.1	XP_031785462.1
OG0004027	XP_034185361.1	XP_031788090.1
OG0004028	XP_034189469.1	XP_008208581.2
OG0004029	XP_034191197.1	XP_008203443.1
OG0004030	XP_034180475.1	XP_001605416.2
OG0004031	XP_034172055.1	NP_001127865.1, XP_008215058.1
OG0004032	XP_034173353.1, XP_034173354.1, XP_034173351.1	XP_031789438.1
OG0004033	XP_034182301.1, XP_034182302.1	XP_031778770.1
OG0004034	XP_034191552.1	XP_008202984.2
OG0004035	XP_034190559.1	XP_031777383.1
OG0004036	XP_034196457.1	NP_001154941.1
OG0004037	XP_034173219.1	XP_031782562.1, XP_003425729.1, XP_032453962.1
OG0004038	XP_034185194.1	NP_001177683.1
OG0004040	XP_034196220.1	XP_001603862.2
OG0004042	XP_034190490.1	XP_001604213.2
OG0004043	XP_034187957.1	XP_008206874.1
OG0004044	XP_034174193.1	XP_016838165.1
OG0004045	XP_034179866.1	XP_016836951.1, XP_001606356.3
OG0004046	XP_034195815.1	XP_001603173.2
OG0004047	XP_034191065.1	XP_001600592.2
OG0004048	XP_034192300.1	XP_031777304.1, NP_001177864.1
OG0004049	XP_034182187.1	XP_032452297.1
OG0004050	XP_034191060.1	XP_001603020.2
OG0004051	XP_034187648.1	XP_001608249.1
OG0004052	XP_034178878.1, XP_034178879.1	XP_016845489.1
OG0004053	XP_034196573.1	XP_031778546.1, XP_031778544.1
OG0004054	XP_034191033.1	XP_031784005.1, XP_031784006.1
OG0004055	XP_034190129.1	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1
OG0004056	XP_034192615.1, XP_034192613.1	XP_001603552.2, XP_008204855.1
OG0004058	XP_034193598.1, XP_034193597.1	XP_001606271.1
OG0004059	XP_034172974.1	XP_031785059.1
OG0004060	XP_034177265.1	XP_031785744.1
OG0004061	XP_034178093.1	XP_031787694.1
OG0004062	XP_034187766.1, XP_034187774.1	XP_016841399.2
OG0004064	XP_034181135.1	XP_008216636.1, XP_031783348.1
OG0004065	XP_034185774.1	XP_001606507.1
OG0004067	XP_034174302.1	XP_008211366.1, XP_008211367.1
OG0004068	XP_034176215.1	XP_008203406.1
OG0004069	XP_034182849.1	NP_001128396.1
OG0004070	XP_034182574.1	XP_001601722.2
OG0004071	XP_034180321.1	XP_008217957.1
OG0004072	XP_034180627.1	XP_008203027.1
OG0004074	XP_034173432.1	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1
OG0004075	XP_034191980.1	XP_001604692.2
OG0004076	XP_034193349.1	XP_001604296.2
OG0004077	XP_034193502.1, XP_034193501.1	XP_001601474.2
OG0004078	XP_034187160.1	XP_032451739.1, XP_031780405.1
OG0004079	XP_034192398.1	XP_008206303.2
OG0004080	XP_034188995.1	XP_016838810.1, NP_001135927.1
OG0004082	XP_034186651.1	XP_016842419.1, XP_016842427.1
OG0004083	XP_034191884.1	XP_031781602.1
OG0004084	XP_034179654.1	XP_001606474.1
OG0004085	XP_034183737.1	XP_031780572.1
OG0004086	XP_034179183.1	XP_003424817.2
OG0004087	XP_034192939.1	XP_008208483.1
OG0004088	XP_034182051.1	XP_003424439.1
OG0004089	XP_034178120.1	XP_031788431.1
OG0004090	XP_034181297.1	XP_001600099.2
OG0004091	XP_034185442.1, XP_034181193.1	XP_001605789.2
OG0004092	XP_034184588.1	XP_001605784.1
OG0004093	XP_034175642.1	XP_031788454.1
OG0004094	XP_034175192.1	XP_016845931.1
OG0004095	XP_034172127.1, XP_034172128.1, XP_034172126.1	XP_031788697.1
OG0004096	XP_034196564.1	XP_031787923.1
OG0004097	XP_034191509.1	XP_016843925.1
OG0004098	XP_034174617.1	XP_008204870.1
OG0004099	XP_034174091.1	XP_008205252.1, XP_032453918.1, XP_008205254.1
OG0004101	XP_034183719.1	XP_008208094.1
OG0004102	XP_034188221.1, XP_034188218.1	XP_031778512.1
OG0004103	XP_034185287.1	XP_031778279.1
OG0004104	XP_034195656.1	NP_001161331.1
OG0004106	XP_034171308.1	XP_031782439.1
OG0004107	XP_034173191.1	XP_032457457.1, XP_016837563.1
OG0004108	XP_034175075.1	XP_001605857.2
OG0004109	XP_034172461.1	XP_003425769.1
OG0004110	XP_034177744.1	XP_008211643.1
OG0004111	XP_034195571.1	XP_008213931.1
OG0004113	XP_034188919.1	XP_001607422.1
OG0004114	XP_034183600.1	XP_001605199.1
OG0004116	XP_034180194.1	XP_003427220.1
OG0004119	XP_034187968.1	XP_008206880.1
OG0004120	XP_034177302.1	XP_008206649.1, XP_016840794.1
OG0004121	XP_034183569.1	XP_008210584.1
OG0004122	XP_034188285.1, XP_034188286.1	XP_032452805.1
OG0004123	XP_034173274.1	XP_016841709.1
OG0004125	XP_034193175.1	XP_008213676.1, XP_032453675.1, XP_008213675.1
OG0004126	XP_034180763.1	XP_016840014.1
OG0004127	XP_034185855.1	XP_016844205.1
OG0004128	XP_034181244.1, XP_034181243.1	XP_032452038.1
OG0004129	XP_034184640.1	XP_008215324.1
OG0004130	XP_034196372.1	XP_008214637.1
OG0004131	XP_034171866.1	XP_016836927.1
OG0004132	XP_034174632.1	XP_008211679.1
OG0004133	XP_034175275.1	XP_008210128.1
OG0004135	XP_034190669.1	XP_001600181.2
OG0004137	XP_034193950.1	XP_003426654.1
OG0004138	XP_034179377.1	XP_032452114.1, XP_031776739.2, XP_031776738.1
OG0004139	XP_034180729.1	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1
OG0004140	XP_034173056.1	XP_032453602.1, NP_001161451.1
OG0004141	XP_034191035.1	XP_003426328.1
OG0004142	XP_034188892.1	XP_031778046.1
OG0004143	XP_034185998.1	XP_031784809.1
OG0004144	XP_034174363.1	XP_001602781.1
OG0004145	XP_034192776.1, XP_034192606.1	XP_016837587.3
OG0004146	XP_034190186.1, XP_034190185.1	XP_008206898.1
OG0004147	XP_034196262.1	XP_001605981.2
OG0004148	XP_034175327.1	XP_016840267.1
OG0004149	XP_034190104.1	XP_016843556.1
OG0004150	XP_034193483.1	NP_001153358.1, XP_031779936.1
OG0004151	XP_034186165.1	XP_001604522.2
OG0004152	XP_034188780.1	XP_008202124.1
OG0004153	XP_034192626.1	XP_032455777.1
OG0004155	XP_034184897.1	XP_001605287.1
OG0004156	XP_034193814.1	XP_008207216.1, XP_008207215.1, XP_003426679.1
OG0004157	XP_034194505.1	XP_008212514.1
OG0004158	XP_034185699.1	XP_016845282.1, XP_008214878.1, XP_031786531.1
OG0004160	XP_034183521.1	XP_031784923.1
OG0004161	XP_034180721.1	XP_016841504.1, XP_003426623.2
OG0004162	XP_034187090.1	XP_031779238.1
OG0004163	XP_034170839.1	XP_001607004.3
OG0004164	XP_034185015.1	XP_031777702.1
OG0004166	XP_034182290.1	XP_003424069.1
OG0004167	XP_034175620.1	XP_031788104.1
OG0004168	XP_034188552.1	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2
OG0004169	XP_034195729.1	XP_001602491.2
OG0004170	XP_034181705.1	XP_008202160.1
OG0004171	XP_034194330.1, XP_034194326.1	XP_001602244.1
OG0004172	XP_034177508.1	XP_016840931.1
OG0004173	XP_034181521.1	XP_001600998.4
OG0004174	XP_034180445.1	XP_031785454.1
OG0004175	XP_034189221.1	XP_032454099.1, XP_001605514.1
OG0004177	XP_034182292.1	NP_001123296.1, XP_008212386.1
OG0004179	XP_034180208.1, XP_034180207.1	XP_016845572.1
OG0004180	XP_034170964.1	XP_031778197.1
OG0004181	XP_034194757.1	XP_001601897.1
OG0004182	XP_034175120.1	XP_016843920.1
OG0004183	XP_034172784.1	XP_008210993.1
OG0004184	XP_034179379.1, XP_034179378.1	NP_001154957.1, XP_031784199.1, XP_031784200.1
OG0004185	XP_034184074.1	XP_016843196.1, NP_001123261.1
OG0004186	XP_034173020.1	XP_031777165.1
OG0004187	XP_034187417.1	XP_031783322.1
OG0004188	XP_034193898.1	XP_001608003.2
OG0004189	XP_034189065.1	XP_031778818.1
OG0004190	XP_034184697.1	XP_001600658.1
OG0004191	XP_034183365.1	XP_001606740.2
OG0004192	XP_034177957.1	XP_003425426.1
OG0004193	XP_034171926.1, XP_034171922.1	XP_031777646.1, XP_031781952.1
OG0004195	XP_034182656.1	XP_001599294.1
OG0004196	XP_034190141.1	XP_001602923.1
OG0004197	XP_034184108.1	XP_008213962.2
OG0004198	XP_034173225.1	XP_008202155.1
OG0004201	XP_034185843.1, XP_034185844.1	XP_008214961.1
OG0004202	XP_034179228.1	XP_016839855.1
OG0004203	XP_034183885.1	XP_001602445.1
OG0004204	XP_034184177.1	XP_001607098.1
OG0004205	XP_034173145.1	XP_016841539.1
OG0004206	XP_034178252.1	XP_031785002.1
OG0004207	XP_034173888.1	XP_008205463.2
OG0004209	XP_034179768.1	XP_016845478.1
OG0004210	XP_034189764.1	XP_016837841.1
OG0004211	XP_034179359.1	XP_031787943.1, XP_031787941.1
OG0004212	XP_034186233.1	XP_016836989.1, NP_001162020.1
OG0004213	XP_034177145.1	XP_001608222.3
OG0004214	XP_034171628.1	XP_001601026.2
OG0004215	XP_034186309.1	XP_001606189.2, XP_008217818.1
OG0004216	XP_034187917.1	XP_032451799.1
OG0004217	XP_034195452.1	XP_031781741.1
OG0004218	XP_034172905.1, XP_034172904.1	XP_016841537.1
OG0004219	XP_034172531.1	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1
OG0004220	XP_034186573.1	XP_016837607.1, XP_008204292.1
OG0004222	XP_034190780.1	XP_031778595.1, XP_032453535.1, XP_031778596.1
OG0004224	XP_034188444.1	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1
OG0004225	XP_034180049.1	XP_016839287.1, XP_001605576.2
OG0004227	XP_034182090.1	XP_003424088.1, XP_008212644.1
OG0004228	XP_034175678.1, XP_034175679.1, XP_034175677.1	XP_001607781.1
OG0004229	XP_034188012.1	XP_032454486.1, XP_016839267.1, XP_001605909.1
OG0004230	XP_034191893.1	XP_008212759.1
OG0004231	XP_034179605.1	XP_031777323.1
OG0004232	XP_034179954.1	XP_008214659.1
OG0004233	XP_034173365.1, XP_034173366.1	XP_001600020.1, XP_032453791.1
OG0004235	XP_034187662.1	XP_001606745.4
OG0004236	XP_034179541.1, XP_034179547.1	XP_032452052.1
OG0004237	XP_034185620.1	XP_031777130.1
OG0004238	XP_034174948.1, XP_034174945.1	XP_016842762.1
OG0004239	XP_034182762.1, XP_034182760.1, XP_034182763.1	XP_031778514.1
OG0004240	XP_034178189.1	XP_003424798.1
OG0004241	XP_034172177.1, XP_034172176.1, XP_034172173.1, XP_034172175.1, XP_034172174.1	XP_031786546.1
OG0004242	XP_034172069.1	XP_001602639.2, XP_008210336.1
OG0004243	XP_034171690.1	XP_001605015.1
OG0004244	XP_034195007.1	XP_016844477.1, XP_016844479.1, XP_016844480.1
OG0004245	XP_034187936.1	XP_001601787.1
OG0004247	XP_034183980.1	XP_031786686.1, XP_031786683.1
OG0004248	XP_034170847.1, XP_034170846.1	XP_031782605.1
OG0004250	XP_034176921.1	XP_008216140.1
OG0004251	XP_034175526.1, XP_034175525.1	XP_001603329.2
OG0004252	XP_034183160.1	XP_008204076.1
OG0004253	XP_034172998.1	XP_008207398.1, XP_008207406.1, XP_032456145.1
OG0004256	XP_034188920.1	NP_001166258.1, XP_008208811.1
OG0004258	XP_034185691.1	XP_008209599.2
OG0004259	XP_034173012.1	XP_016836718.1
OG0004260	XP_034170927.1, XP_034170929.1, XP_034170930.1, XP_034170931.1	XP_031782321.1
OG0004261	XP_034182066.1	XP_001601019.1
OG0004262	XP_034188231.1, XP_034188233.1, XP_034188232.1	XP_003426821.1
