Orthogroup	Osmia_lignaria	Solenopsis_invicta
OG0003786	XP_034185598.1	XP_011159396.1, XP_011159398.1
OG0003787	XP_034186518.1	XP_039307174.1, XP_011171028.1
OG0003788	XP_034191393.1	XP_011155430.1
OG0003789	XP_034188600.1	XP_011169655.1
OG0003790	XP_034173364.1	XP_011165359.1
OG0003791	XP_034195995.1	XP_011156116.1
OG0003792	XP_034196405.1	XP_025995656.1
OG0003793	XP_034172345.1	XP_011165565.3
OG0003794	XP_034183888.1, XP_034183887.1	XP_039303676.1
OG0003795	XP_034178996.1	XP_011160027.1, XP_011160029.1
OG0003796	XP_034184793.1	XP_011155673.1
OG0003797	XP_034177389.1	XP_039312805.1
OG0003798	XP_034184207.1	XP_025992665.1
OG0003799	XP_034182655.1	XP_011170585.1
OG0003800	XP_034180743.1	XP_011157261.1
OG0003801	XP_034186550.1	XP_039307025.1
OG0003802	XP_034179930.1	XP_011156805.1
OG0003803	XP_034181564.1	XP_011159601.1
OG0003804	XP_034190073.1	XP_011172646.1
OG0003805	XP_034195648.1	XP_011167839.2
OG0003806	XP_034184880.1	XP_011173111.1
OG0003807	XP_034191492.1	XP_039301827.1, XP_011156481.1
OG0003808	XP_034187135.1	XP_011173566.1
OG0003809	XP_034171149.1	XP_011161045.1
OG0003810	XP_034174916.1	XP_011157488.1
OG0003811	XP_034172635.1	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1
OG0003812	XP_034178306.1	XP_025992553.1
OG0003813	XP_034194344.1	XP_011159958.2
OG0003814	XP_034191798.1	XP_011157373.2, XP_039306706.1
OG0003815	XP_034176602.1	XP_039307396.1, XP_025992666.1
OG0003816	XP_034175493.1	XP_039312757.1
OG0003817	XP_034193432.1	XP_011172618.1
OG0003818	XP_034186703.1	XP_011175934.1
OG0003819	XP_034193999.1	XP_011170017.1
OG0003820	XP_034193395.1	XP_011156382.3, XP_039307591.1
OG0003821	XP_034178494.1	XP_011164448.1
OG0003822	XP_034181114.1	XP_011162673.2
OG0003823	XP_034196252.1	XP_011166802.1
OG0003824	XP_034173391.1	XP_011163209.2
OG0003825	XP_034181446.1, XP_034181448.1	XP_039310079.1
OG0003826	XP_034172733.1	XP_039310283.1
OG0003827	XP_034173218.1	XP_011160989.2
OG0003828	XP_034190557.1	XP_011171352.1
OG0003829	XP_034187971.1	XP_039310615.1
OG0003830	XP_034188708.1	XP_025989979.2, XP_025989980.2
OG0003831	XP_034191997.1, XP_034191996.1	XP_025994355.1
OG0003832	XP_034176712.1	XP_011164209.2
OG0003833	XP_034187211.1	XP_011170251.1
OG0003834	XP_034188409.1	XP_011163864.1
OG0003835	XP_034179128.1	XP_011159619.1
OG0003836	XP_034190387.1, XP_034190388.1	XP_039309063.1
OG0003837	XP_034173797.1	XP_011173345.1
OG0003838	XP_034182311.1	XP_011166072.1
OG0003839	XP_034184641.1	XP_011162047.1
OG0003841	XP_034171986.1	XP_011157791.1, XP_011157790.1
OG0003842	XP_034182919.1	XP_039303012.1
OG0003843	XP_034178469.1	XP_011166255.1, XP_039311219.1
OG0003844	XP_034184069.1	XP_011166427.2
OG0003845	XP_034182310.1	XP_039307489.1, XP_011166904.1
OG0003846	XP_034188622.1	XP_011175418.1
OG0003847	XP_034185600.1	XP_011160048.1
OG0003848	XP_034176868.1	XP_011163364.1
OG0003849	XP_034178106.1	XP_011167690.1
OG0003850	XP_034185730.1	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1
OG0003851	XP_034178591.1	XP_011155312.1
OG0003852	XP_034176223.1	XP_011164192.1
OG0003853	XP_034178041.1	XP_011167699.1
OG0003854	XP_034183199.1	XP_011170457.1, XP_011170455.2
OG0003855	XP_034184536.1	XP_025990166.1
OG0003856	XP_034193544.1	XP_039315036.1
OG0003857	XP_034181044.1	XP_025989275.1
OG0003858	XP_034189173.1	XP_011176128.2, XP_039305046.1, XP_011176134.1
OG0003859	XP_034195266.1, XP_034195260.1	XP_011175511.1
OG0003860	XP_034172041.1	XP_011158866.1
OG0003861	XP_034184509.1	XP_011161907.1
OG0003862	XP_034191255.1, XP_034191256.1	XP_039308821.1
OG0003863	XP_034189674.1	XP_039308430.1
OG0003864	XP_034196130.1	XP_011164251.2
OG0003865	XP_034193904.1	XP_011155759.1, XP_011155758.1
OG0003866	XP_034181658.1	XP_011176060.1
OG0003867	XP_034192225.1	XP_011164324.1
OG0003868	XP_034189939.1	XP_011155641.1
OG0003869	XP_034176418.1	XP_025988131.1
OG0003870	XP_034189222.1	XP_025995031.1
OG0003871	XP_034175536.1	XP_039311707.1
OG0003872	XP_034190254.1	XP_039309105.1, XP_011162350.1
OG0003873	XP_034173214.1	XP_025987503.2
OG0003874	XP_034177660.1	XP_011170285.1
OG0003875	XP_034181285.1	XP_025994624.1
OG0003876	XP_034196001.1	XP_011164283.1
OG0003877	XP_034178216.1	XP_011158035.1
OG0003878	XP_034175894.1	XP_011169851.1
OG0003879	XP_034184396.1	XP_025988582.1, XP_011158304.1
OG0003880	XP_034188661.1	XP_011157017.1
OG0003881	XP_034177161.1, XP_034177160.1	XP_011170189.2
OG0003882	XP_034182252.1	XP_011170992.1
OG0003883	XP_034184870.1	XP_011171998.1
OG0003884	XP_034177240.1	XP_039307182.1
OG0003885	XP_034174480.1	XP_011173400.1
OG0003886	XP_034172577.1	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1
OG0003887	XP_034194768.1	XP_011158236.2
OG0003888	XP_034171886.1	XP_011162753.2
OG0003889	XP_034194239.1	XP_011168777.1
OG0003890	XP_034175080.1, XP_034175081.1	XP_039312581.1, XP_039312579.1
OG0003891	XP_034179350.1, XP_034179349.1	XP_011161971.1
OG0003892	XP_034180038.1	XP_011160869.1
OG0003893	XP_034191222.1	XP_025986847.1, NP_001291512.1
OG0003894	XP_034183469.1, XP_034183470.1	XP_011160767.2, XP_011160760.1
OG0003895	XP_034195375.1	XP_025986022.2
OG0003896	XP_034181325.1	XP_011162347.1
OG0003897	XP_034173789.1	XP_025992844.1
OG0003898	XP_034181836.1	XP_011176008.1
OG0003899	XP_034180750.1	XP_011170319.1
OG0003900	XP_034188152.1	XP_011172738.1
OG0003901	XP_034172476.1, XP_034172479.1, XP_034172478.1	XP_039304811.1, XP_025996432.1
OG0003902	XP_034186627.1, XP_034186615.1	XP_025989407.2
OG0003903	XP_034180911.1	XP_039308250.1
OG0003904	XP_034182528.1	XP_011163090.3
OG0003905	XP_034175826.1	XP_011159771.1
OG0003906	XP_034174236.1, XP_034174235.1	XP_025987578.1
OG0003907	XP_034189805.1	XP_011168229.1, XP_039311815.1, XP_039311814.1
OG0003908	XP_034195563.1	XP_039313976.1, XP_011166693.1
OG0003909	XP_034190419.1	XP_011168602.2
OG0003910	XP_034189114.1	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1
OG0003911	XP_034180834.1	XP_011167267.1
OG0003912	XP_034185484.1, XP_034185485.1	XP_011163003.1
OG0003913	XP_034189593.1	XP_011171472.1
OG0003914	XP_034170883.1	XP_011170975.2
OG0003915	XP_034181766.1	XP_025993626.2
OG0003916	XP_034172611.1	XP_025996319.1
OG0003917	XP_034195800.1	XP_011159616.2
OG0003918	XP_034194927.1	XP_011163143.2
OG0003919	XP_034189696.1	XP_011168236.1, XP_011168238.1
OG0003920	XP_034171115.1	XP_011173008.2
OG0003921	XP_034174453.1, XP_034174454.1	XP_011173457.1
OG0003922	XP_034187185.1	XP_011163814.1
OG0003923	XP_034171511.1	XP_011158933.2, XP_039305216.1
OG0003924	XP_034184193.1	XP_011155904.1, XP_011155896.1, XP_025991279.1
OG0003925	XP_034191767.1	XP_011170768.1
OG0003926	XP_034186430.1	XP_039313898.1
OG0003927	XP_034178381.1	XP_011173519.1, XP_011173521.1
OG0003928	XP_034192659.1	XP_011175799.1
OG0003929	XP_034196045.1	XP_039310561.1, XP_011172972.2
OG0003930	XP_034189423.1	XP_011163266.2
OG0003931	XP_034195751.1	XP_011160703.1
OG0003932	XP_034183973.1	XP_011175956.1
OG0003933	XP_034194468.1	XP_011164334.1
OG0003934	XP_034189900.1	XP_039315643.1, XP_039315644.1
OG0003935	XP_034186086.1	XP_011169572.1
OG0003936	XP_034177832.1	XP_025990001.1
OG0003937	XP_034175243.1	XP_039305588.1, XP_039305589.1, XP_039305590.1
OG0003938	XP_034190745.1	XP_011161817.1
OG0003939	XP_034174791.1, XP_034174790.1	XP_011168128.1
OG0003940	XP_034193952.1, XP_034193954.1, XP_034193955.1	XP_039314809.1
OG0003941	XP_034193769.1	XP_011166197.1
OG0003942	XP_034171311.1	XP_011157768.2, XP_039302384.1, XP_039302385.1
OG0003943	XP_034177692.1, XP_034177694.1	XP_011162640.2
OG0003944	XP_034190656.1	XP_011172391.2
OG0003945	XP_034192296.1	XP_025986377.1
OG0003946	XP_034180453.1	XP_025986400.1
OG0003947	XP_034181407.1	XP_011159662.1, XP_025991662.1
OG0003948	XP_034194015.1	XP_011158015.1
OG0003950	XP_034178972.1	XP_011170040.1
OG0003951	XP_034184652.1	XP_011172015.2
OG0003952	XP_034175280.1	XP_025990828.1
OG0003954	XP_034193421.1	XP_011162943.1
OG0003955	XP_034186344.1	XP_011159642.2
OG0003956	XP_034173871.1	XP_011175137.1
OG0003957	XP_034178648.1	XP_011161541.1
OG0003958	XP_034179213.1	XP_011155905.1
OG0003959	XP_034179495.1	XP_011169772.1
OG0003960	XP_034192833.1, XP_034192834.1	XP_025989645.1
OG0003962	XP_034196679.1	XP_011158728.2
OG0003963	XP_034186070.1	XP_011171315.2
OG0003964	XP_034189747.1	XP_039311722.1
OG0003965	XP_034190828.1	XP_039314142.1
OG0003966	XP_034191053.1	XP_039311890.1, XP_039311891.1
OG0003967	XP_034189285.1	XP_025993554.1, XP_039311771.1, XP_039303565.1
OG0003968	XP_034177461.1	XP_011172321.1
OG0003969	XP_034182053.1	XP_011167354.1
OG0003970	XP_034177773.1	XP_011169892.1
OG0003971	XP_034178175.1	XP_011157998.1
OG0003972	XP_034177455.1	XP_011159684.1
OG0003973	XP_034181880.1	XP_011160299.1
OG0003974	XP_034176086.1	XP_011156214.1
OG0003975	XP_034195537.1	XP_025997197.1
OG0003976	XP_034176888.1	XP_011170682.1
OG0003977	XP_034171821.1	XP_011158706.1, XP_039305263.1
OG0003978	XP_034183254.1	XP_011162080.1
OG0003979	XP_034182953.1	XP_011155702.2, XP_011155701.2
OG0003980	XP_034175522.1	XP_011169396.1
OG0003981	XP_034193736.1	XP_011173719.1
OG0003982	XP_034175531.1, XP_034175529.1, XP_034175532.1	XP_039312784.1
OG0003983	XP_034190737.1	XP_025991685.1, XP_025991684.1
OG0003984	XP_034188746.1	XP_011155858.2
OG0003985	XP_034194012.1	XP_011173006.1
OG0003988	XP_034177173.1	XP_025988648.1, XP_025988653.1
OG0003989	XP_034178667.1	XP_011155316.2
OG0003990	XP_034174761.1	XP_039310594.1
OG0003991	XP_034176068.1	XP_025990820.2
OG0003992	XP_034190390.1	XP_011157073.1
OG0003994	XP_034184032.1	XP_011173065.2
OG0003995	XP_034182040.1	XP_011163297.1
OG0003996	XP_034177143.1	XP_011167121.1
OG0003997	XP_034172400.1	XP_039309289.1
OG0003998	XP_034175293.1	XP_011175483.2
OG0003999	XP_034190732.1, XP_034190735.1	XP_011161469.1
OG0004000	XP_034189007.1	XP_011158775.2
OG0004001	XP_034190412.1	XP_011167530.2, XP_025995148.1, XP_025995147.1, XP_025995149.1
OG0004002	XP_034186308.1	XP_011169532.1
OG0004003	XP_034194448.1	XP_011159911.1
OG0004004	XP_034171604.1, XP_034171606.1	XP_039305247.1
OG0004005	XP_034190728.1, XP_034194158.1	XP_025988994.2
OG0004006	XP_034177929.1	XP_025992759.2
OG0004008	XP_034186698.1	XP_011158353.1, XP_011158354.1
OG0004009	XP_034179324.1	XP_011163925.1
OG0004010	XP_034179476.1, XP_034179475.1	XP_011166009.1
OG0004011	XP_034187565.1	XP_011164190.1
OG0004012	XP_034172316.1	XP_025996424.2, XP_039307838.1
OG0004013	XP_034189318.1	XP_025997264.2
OG0004014	XP_034186512.1	XP_025995379.2
OG0004015	XP_034171101.1	XP_025989603.1
OG0004016	XP_034176165.1	XP_011160976.2
OG0004017	XP_034180615.1	XP_025986525.1
OG0004018	XP_034193269.1	XP_011157242.1, XP_025995061.1
OG0004019	XP_034177799.1	XP_011161528.1
OG0004020	XP_034185649.1	XP_011166363.1
OG0004021	XP_034171839.1	XP_039313089.1, XP_039313090.1, XP_025995783.1
OG0004022	XP_034182691.1	XP_011171815.1
OG0004023	XP_034194039.1	XP_011162975.1, XP_011162974.1
OG0004025	XP_034190127.1, XP_034190128.1	XP_011164271.1
OG0004026	XP_034192595.1	XP_025990012.1
OG0004027	XP_034185361.1	XP_011164751.3
OG0004028	XP_034189469.1	XP_025991781.2
OG0004029	XP_034191197.1	XP_011160784.1
OG0004030	XP_034180475.1	XP_011170043.1
OG0004031	XP_034172055.1	XP_011158780.1
OG0004032	XP_034173353.1, XP_034173354.1, XP_034173351.1	XP_011165363.2
OG0004033	XP_034182301.1, XP_034182302.1	XP_039307474.1
OG0004034	XP_034191552.1	XP_011158498.1, XP_039315697.1, XP_039315698.1, XP_011158497.1
OG0004035	XP_034190559.1	XP_011155615.1
OG0004036	XP_034196457.1	XP_011158733.3
OG0004037	XP_034173219.1	XP_011170260.1, XP_039314275.1
OG0004038	XP_034185194.1	XP_011176152.1
OG0004040	XP_034196220.1	XP_011174172.2
OG0004042	XP_034190490.1	XP_025989619.2
OG0004043	XP_034187957.1	XP_011163010.1
OG0004044	XP_034174193.1	XP_039305638.1, XP_039305637.1
OG0004045	XP_034179866.1	XP_011164711.1
OG0004046	XP_034195815.1	XP_039302056.1
OG0004047	XP_034191065.1	XP_039313211.1, XP_025995715.1
OG0004048	XP_034192300.1	XP_011160967.1
OG0004049	XP_034182187.1	XP_011164527.2
OG0004050	XP_034191060.1	XP_011167831.1
OG0004051	XP_034187648.1	XP_011165647.1
OG0004052	XP_034178878.1, XP_034178879.1	XP_039315146.1
OG0004053	XP_034196573.1	XP_011159339.2
OG0004054	XP_034191033.1	XP_025988227.1, XP_025988226.1
OG0004055	XP_034190129.1	XP_011163549.1
OG0004056	XP_034192615.1, XP_034192613.1	XP_011166280.2
OG0004058	XP_034193598.1, XP_034193597.1	XP_011169619.1
OG0004059	XP_034172974.1	XP_011157452.1
OG0004060	XP_034177265.1	XP_025991675.1
OG0004061	XP_034178093.1	XP_011168657.1
OG0004062	XP_034187766.1, XP_034187774.1	XP_025990409.1
OG0004063	XP_034188530.1	XP_011159313.1, XP_039304238.1
OG0004064	XP_034181135.1	XP_011164224.2
OG0004065	XP_034185774.1	XP_011165116.3
OG0004067	XP_034174302.1	XP_025987207.2
OG0004068	XP_034176215.1	XP_039308564.1
OG0004069	XP_034182849.1	XP_011155411.1
OG0004070	XP_034182574.1	XP_025993491.2
OG0004071	XP_034180321.1	XP_025988101.1
OG0004072	XP_034180627.1	XP_011165270.1
OG0004073	XP_034187425.1	XP_011168263.1
OG0004074	XP_034173432.1	XP_011169219.1
OG0004075	XP_034191980.1	XP_011175194.1
OG0004076	XP_034193349.1	XP_011170411.1
OG0004077	XP_034193502.1, XP_034193501.1	XP_011159212.1
OG0004078	XP_034187160.1	XP_011155720.1
OG0004079	XP_034192398.1	XP_025996144.1, XP_039302042.1
OG0004080	XP_034188995.1	XP_011159852.1
OG0004081	XP_034175455.1	XP_011169144.2, XP_011169139.2
OG0004082	XP_034186651.1	XP_011162090.2
OG0004083	XP_034191884.1	XP_039309612.1
OG0004084	XP_034179654.1	XP_039314572.1
OG0004085	XP_034183737.1	XP_011161228.1
OG0004086	XP_034179183.1	XP_011174364.1
OG0004087	XP_034192939.1	XP_025995637.1
OG0004088	XP_034182051.1	XP_011169452.1
OG0004089	XP_034178120.1	XP_011168660.2
OG0004090	XP_034181297.1	XP_011162348.1
OG0004091	XP_034185442.1, XP_034181193.1	XP_039309999.1
OG0004093	XP_034175642.1	XP_025995055.1, XP_025995058.1
OG0004094	XP_034175192.1	XP_011169405.1
OG0004095	XP_034172127.1, XP_034172128.1, XP_034172126.1	XP_011169035.1
OG0004096	XP_034196564.1	XP_025993161.1, XP_011155807.2
OG0004097	XP_034191509.1	XP_011166008.1
OG0004098	XP_034174617.1	XP_011155347.1
OG0004099	XP_034174091.1	XP_011165675.1
OG0004100	XP_034175758.1	XP_011156672.1
OG0004101	XP_034183719.1	XP_011166845.1
OG0004102	XP_034188221.1, XP_034188218.1	XP_011170924.1
OG0004103	XP_034185287.1	XP_039313925.1
OG0004104	XP_034195656.1	XP_039302709.1
OG0004105	XP_034182838.1	XP_025990046.2
OG0004106	XP_034171308.1	XP_011163995.1
OG0004107	XP_034173191.1	XP_011165569.2
OG0004108	XP_034175075.1	XP_011167636.1
OG0004109	XP_034172461.1	XP_011158607.1
OG0004110	XP_034177744.1	XP_025996654.1
OG0004111	XP_034195571.1	XP_011156109.1
OG0004113	XP_034188919.1	XP_011158698.1
OG0004114	XP_034183600.1	XP_011160769.1
OG0004116	XP_034180194.1	XP_025990961.2
OG0004119	XP_034187968.1	XP_039310397.1
OG0004120	XP_034177302.1	XP_039314545.1, XP_011155526.1, XP_011155527.1, XP_011155528.1
OG0004121	XP_034183569.1	XP_011167012.1
OG0004122	XP_034188285.1, XP_034188286.1	XP_039309149.1
OG0004123	XP_034173274.1	XP_025989105.1, XP_025989106.1, XP_025989107.1, XP_011155866.1
OG0004125	XP_034193175.1	XP_011156216.1
OG0004126	XP_034180763.1	XP_025991158.1
OG0004127	XP_034185855.1	XP_011159087.1
OG0004128	XP_034181244.1, XP_034181243.1	XP_039307630.1
OG0004129	XP_034184640.1	XP_039313342.1
OG0004130	XP_034196372.1	XP_039314762.1
OG0004131	XP_034171866.1	XP_039304436.1
OG0004132	XP_034174632.1	XP_039309364.1
OG0004133	XP_034175275.1	XP_011167669.2, XP_011167668.2, XP_039312294.1
OG0004134	XP_034195659.1	XP_039302704.1
OG0004135	XP_034190669.1	XP_025993061.1, XP_025993060.1
OG0004136	XP_034191010.1	XP_011156695.1, XP_025991198.1
OG0004137	XP_034193950.1	XP_025990944.2
OG0004138	XP_034179377.1	XP_011160097.1
OG0004139	XP_034180729.1	XP_011157272.1
OG0004140	XP_034173056.1	XP_011171059.1
OG0004141	XP_034191035.1	XP_011164745.1
OG0004142	XP_034188892.1	XP_039305779.1
OG0004143	XP_034185998.1	XP_011168220.1
OG0004144	XP_034174363.1	XP_011163595.1
OG0004145	XP_034192776.1, XP_034192606.1	XP_011155467.2
OG0004146	XP_034190186.1, XP_034190185.1	XP_011166259.1
OG0004147	XP_034196262.1	XP_025985975.1
OG0004148	XP_034175327.1	XP_039305262.1
OG0004149	XP_034190104.1	XP_039308369.1
OG0004150	XP_034193483.1	XP_011162070.1
OG0004151	XP_034186165.1	XP_039311368.1
OG0004152	XP_034188780.1	XP_025988257.2
OG0004153	XP_034192626.1	XP_025988502.2, XP_039304668.1
OG0004154	XP_034189064.1	XP_039303630.1
OG0004155	XP_034184897.1	XP_025991666.2
OG0004156	XP_034193814.1	XP_039315116.1, XP_011164617.2
OG0004158	XP_034185699.1	XP_025993420.1
OG0004159	XP_034184249.1, XP_034184248.1	XP_011175964.1, XP_011175965.1, XP_011175966.1
OG0004160	XP_034183521.1	XP_025985805.1, XP_039308353.1
OG0004161	XP_034180721.1	XP_011171747.1
OG0004162	XP_034187090.1	XP_025993897.1
OG0004163	XP_034170839.1	XP_025993169.1
OG0004164	XP_034185015.1	XP_039312197.1, XP_025989186.1
OG0004165	XP_034194305.1	XP_039311362.1
OG0004166	XP_034182290.1	XP_011168788.1, XP_039310560.1
OG0004167	XP_034175620.1	XP_011176278.2
OG0004168	XP_034188552.1	XP_011159318.1
OG0004169	XP_034195729.1	XP_011160718.1
OG0004170	XP_034181705.1	XP_039303123.1
OG0004171	XP_034194330.1, XP_034194326.1	XP_039311461.1
OG0004172	XP_034177508.1	XP_039303357.1
OG0004173	XP_034181521.1	XP_039309853.1
OG0004174	XP_034180445.1	XP_039302753.1
OG0004175	XP_034189221.1	XP_011169285.2
OG0004176	XP_034177413.1	XP_011170037.2
OG0004177	XP_034182292.1	XP_011168778.1
OG0004179	XP_034180208.1, XP_034180207.1	XP_011170336.1, XP_025992578.1, XP_025992577.1
OG0004180	XP_034170964.1	XP_011158747.1
OG0004181	XP_034194757.1	XP_039312215.1, XP_039312049.1
OG0004182	XP_034175120.1	XP_039313964.1
OG0004183	XP_034172784.1	XP_011157967.1
OG0004184	XP_034179379.1, XP_034179378.1	XP_039310820.1
OG0004185	XP_034184074.1	XP_011156842.1
OG0004186	XP_034173020.1	XP_039308206.1
OG0004187	XP_034187417.1	XP_011164732.1
OG0004188	XP_034193898.1	XP_011175685.1
OG0004189	XP_034189065.1	XP_039308036.1, XP_039308034.1
OG0004190	XP_034184697.1	XP_011164892.1, XP_039303349.1
OG0004191	XP_034183365.1	XP_011159286.1
OG0004192	XP_034177957.1	XP_011168000.1
OG0004193	XP_034171926.1, XP_034171922.1	XP_025989345.1
OG0004194	XP_034170813.1	XP_011158897.1
OG0004195	XP_034182656.1	XP_011170586.1
OG0004196	XP_034190141.1	XP_011166763.1
OG0004197	XP_034184108.1	XP_011171734.2
OG0004198	XP_034173225.1	XP_011160987.1
OG0004199	XP_034181770.1, XP_034181771.1, XP_034181769.1	XP_039310623.1, XP_039310624.1, XP_025987405.1
OG0004201	XP_034185843.1, XP_034185844.1	XP_039312011.1, XP_039312010.1
OG0004202	XP_034179228.1	XP_011156210.1
OG0004203	XP_034183885.1	XP_011166503.2
OG0004204	XP_034184177.1	XP_011166358.2
OG0004205	XP_034173145.1	XP_011161896.1
OG0004206	XP_034178252.1	XP_039309415.1, XP_011157038.1
OG0004207	XP_034173888.1	XP_011175161.1
OG0004209	XP_034179768.1	XP_025992085.1, XP_025992086.1
OG0004210	XP_034189764.1	XP_011165445.2, XP_011165444.2, XP_011165447.2, XP_011165446.2
OG0004211	XP_034179359.1	XP_011173627.2
OG0004212	XP_034186233.1	XP_025994561.1
OG0004213	XP_034177145.1	XP_039306062.1, XP_011158101.1, XP_011158100.1, XP_011158099.1
OG0004214	XP_034171628.1	XP_011158629.1
OG0004215	XP_034186309.1	XP_011160562.1
OG0004216	XP_034187917.1	XP_039312904.1
OG0004217	XP_034195452.1	XP_011175532.1
OG0004218	XP_034172905.1, XP_034172904.1	XP_039303362.1, XP_039303359.1
OG0004219	XP_034172531.1	XP_011168347.1
OG0004220	XP_034186573.1	XP_011158592.3
OG0004222	XP_034190780.1	XP_011161833.1
OG0004223	XP_034177211.1	XP_011159387.2
OG0004224	XP_034188444.1	XP_025988714.1
OG0004225	XP_034180049.1	XP_011167154.1
OG0004227	XP_034182090.1	XP_011163093.1
OG0004228	XP_034175678.1, XP_034175679.1, XP_034175677.1	XP_011170441.1
OG0004229	XP_034188012.1	XP_011158581.1
OG0004230	XP_034191893.1	XP_039306510.1
OG0004231	XP_034179605.1	XP_039313773.1
OG0004232	XP_034179954.1	XP_011165091.1
OG0004233	XP_034173365.1, XP_034173366.1	XP_025993542.1
OG0004234	XP_034176789.1	XP_011170895.1
OG0004235	XP_034187662.1	XP_011163158.2
OG0004236	XP_034179541.1, XP_034179547.1	XP_039303983.1
OG0004237	XP_034185620.1	XP_025994831.1
OG0004238	XP_034174948.1, XP_034174945.1	XP_011173284.1
OG0004239	XP_034182762.1, XP_034182760.1, XP_034182763.1	XP_039305479.1
OG0004240	XP_034178189.1	XP_011167991.1
OG0004241	XP_034172177.1, XP_034172176.1, XP_034172173.1, XP_034172175.1, XP_034172174.1	XP_039311612.1
OG0004242	XP_034172069.1	XP_011163221.1
OG0004243	XP_034171690.1	XP_025986763.1
OG0004244	XP_034195007.1	XP_039313045.1, XP_025987112.2, XP_039313040.1
OG0004245	XP_034187936.1	XP_025995987.1, XP_039302544.1
OG0004247	XP_034183980.1	XP_039308659.1, XP_039308658.1, XP_039308657.1
OG0004248	XP_034170847.1, XP_034170846.1	XP_011168571.2
OG0004249	XP_034176863.1	XP_011159482.1
OG0004250	XP_034176921.1	XP_039304009.1
OG0004251	XP_034175526.1, XP_034175525.1	XP_011163731.1, XP_039310626.1
OG0004252	XP_034183160.1	XP_011171189.1
