Orthogroup	Osmia_lignaria	Drosophila_melanogaster
OG0004585	XP_034189498.1	NP_573352.2, NP_001261744.1
OG0004586	XP_034189983.1	NP_477329.1
OG0004587	XP_034175991.1	NP_001260046.1
OG0004588	XP_034196692.1	NP_477395.1
OG0004589	XP_034176879.1	NP_524308.2
OG0004590	XP_034171328.1	NP_476927.1
OG0004591	XP_034189582.1	NP_572160.1
OG0004592	XP_034179689.1	NP_524331.2
OG0004593	XP_034177606.1	NP_729802.1
OG0004594	XP_034193044.1	NP_476995.1
OG0004596	XP_034179447.1	NP_001262598.1
OG0004597	XP_034175442.1	NP_001188830.1
OG0004598	XP_034186532.1	NP_611335.1
OG0004599	XP_034185551.1	NP_001246025.1
OG0004600	XP_034184519.1	NP_610172.1
OG0004601	XP_034189597.1	NP_523528.1
OG0004602	XP_034189500.1	NP_996031.1
OG0004603	XP_034178762.1	NP_001162897.1
OG0004604	XP_034192669.1	NP_733256.2
OG0004605	XP_034175166.1	NP_001286057.1
OG0004606	XP_034181738.1	NP_609535.1
OG0004607	XP_034189969.1	NP_001286102.1
OG0004608	XP_034173879.1	NP_648294.1, NP_650191.1
OG0004609	XP_034175150.1	NP_001259382.1
OG0004610	XP_034186958.1, XP_034187043.1	NP_001259243.1
OG0004611	XP_034184709.1	NP_648486.1
OG0004612	XP_034193064.1	NP_572303.4
OG0004613	XP_034174147.1	NP_611943.1
OG0004614	XP_034188423.1	NP_001261836.1
OG0004615	XP_034176088.1	NP_648669.1
OG0004616	XP_034171697.1	NP_001189103.1
OG0004617	XP_034181344.1	NP_651407.3
OG0004618	XP_034172942.1	NP_001097000.1
OG0004619	XP_034184133.1	NP_001261931.1
OG0004620	XP_034182180.1	NP_523782.1
OG0004621	XP_034187706.1	NP_608544.1
OG0004623	XP_034195824.1	NP_730435.2
OG0004624	XP_034175521.1	NP_511165.1
OG0004625	XP_034188683.1	NP_788494.1
OG0004627	XP_034190116.1, XP_034190115.1	NP_648657.1
OG0004628	XP_034178686.1	NP_524190.2
OG0004629	XP_034178241.1	NP_001259964.1
OG0004630	XP_034183689.1	NP_648838.3
OG0004631	XP_034185987.1	NP_001259553.1
OG0004632	XP_034179209.1	NP_610605.1
OG0004633	XP_034196263.1	NP_477385.1
OG0004634	XP_034175299.1	NP_609085.1, NP_001096868.3
OG0004635	XP_034185706.1	NP_001246458.1
OG0004636	XP_034174263.1	NP_610311.1
OG0004637	XP_034196224.1	NP_001246862.1
OG0004638	XP_034182668.1	NP_001285788.1
OG0004639	XP_034174736.1	NP_610589.2
OG0004640	XP_034182198.1, XP_034182196.1	NP_001097639.2
OG0004641	XP_034190625.1, XP_034190624.1, XP_034190623.1	NP_611248.3
OG0004642	XP_034181597.1, XP_034181596.1	NP_001097280.2
OG0004643	XP_034173809.1	NP_001260109.1
OG0004644	XP_034179774.1	NP_001263138.1
OG0004645	XP_034173279.1	NP_001334718.1
OG0004646	XP_034183193.1	NP_001262454.1
OG0004647	XP_034179633.1	NP_001262819.1
OG0004648	XP_034196340.1	NP_001246859.1
OG0004649	XP_034192810.1	NP_001284963.1
OG0004650	XP_034173234.1	NP_001162873.1, NP_001261505.1
OG0004651	XP_034177170.1, XP_034177169.1	NP_611869.1
OG0004652	XP_034180175.1, XP_034180173.1	NP_649555.1
OG0004653	XP_034171164.1	NP_610683.1
OG0004654	XP_034179736.1	NP_001262170.1, NP_001097499.1
OG0004655	XP_034193270.1	NP_788538.2
OG0004656	XP_034175252.1	NP_609111.1
OG0004657	XP_034192729.1	NP_524994.2
OG0004658	XP_034174563.1, XP_034174556.1	NP_001260879.1
OG0004659	XP_034180452.1	NP_001097336.1
OG0004660	XP_034183994.1	NP_001137912.1
OG0004661	XP_034196705.1	NP_648315.1
OG0004662	XP_034193043.1, XP_034193042.1, XP_034193041.1	NP_001163512.1
OG0004663	XP_034179530.1	NP_524538.2
OG0004664	XP_034183091.1	NP_524129.1, NP_001027281.1
OG0004665	XP_034192121.1	NP_001033805.1
OG0004666	XP_034177045.1	NP_649137.3
OG0004667	XP_034190923.1	NP_612028.4
OG0004668	XP_034174545.1	NP_001287459.1
OG0004669	XP_034192652.1	NP_610850.1
OG0004670	XP_034184471.1	NP_608450.1
OG0004671	XP_034172584.1	NP_001036433.1
OG0004672	XP_034196335.1	NP_001262765.1
OG0004673	XP_034178105.1	NP_001284934.1
OG0004674	XP_034178930.1	NP_001285279.1
OG0004675	XP_034171790.1	NP_001284969.1
OG0004677	XP_034172054.1, XP_034172018.1	NP_001286952.1
OG0004678	XP_034191362.1	NP_650002.1
OG0004679	XP_034188845.1	NP_725520.3
OG0004680	XP_034175830.1	NP_001097824.1
OG0004681	XP_034174094.1	NP_731599.1
OG0004682	XP_034188425.1	NP_608573.1
OG0004683	XP_034177399.1	NP_001262946.1
OG0004684	XP_034183577.1	NP_001027422.1
OG0004685	XP_034185225.1, XP_034185224.1	NP_524302.1
OG0004686	XP_034180055.1	NP_477339.1
OG0004687	XP_034196178.1	NP_611382.1
OG0004688	XP_034186976.1	NP_648505.1, NP_001036344.1
OG0004689	XP_034189389.1, XP_034189388.1	NP_001162848.1
OG0004691	XP_034180035.1	NP_651942.2
OG0004692	XP_034180041.1	NP_726604.1
OG0004693	XP_034172249.1, XP_034172248.1	NP_524435.2, NP_001262805.1
OG0004694	XP_034190513.1, XP_034190514.1, XP_034190515.1	NP_651794.2
OG0004695	XP_034176180.1	NP_001246231.1
OG0004696	XP_034184352.1	NP_001260810.1
OG0004697	XP_034172333.1	NP_001286201.1
OG0004698	XP_034172459.1	NP_647866.2
OG0004699	XP_034189920.1	NP_650451.1
OG0004700	XP_034192706.1	NP_726032.4
OG0004701	XP_034180956.1	NP_648950.1
OG0004702	XP_034179190.1	NP_610854.1
OG0004704	XP_034183593.1	NP_569971.3
OG0004705	XP_034176631.1, XP_034176632.1, XP_034176633.1	NP_001284818.1
OG0004706	XP_034175856.1	NP_572323.1
OG0004707	XP_034177313.1	NP_609174.1
OG0004708	XP_034177400.1	NP_001097440.1
OG0004710	XP_034177927.1	NP_725706.1, NP_725705.2
OG0004711	XP_034187262.1	NP_611009.1
OG0004712	XP_034171376.1	NP_001162991.1
OG0004713	XP_034181672.1	NP_609942.1, NP_001188537.1
OG0004714	XP_034185895.1	NP_001262192.1
OG0004715	XP_034179486.1	NP_524221.1
OG0004716	XP_034177545.1	NP_001286488.1
OG0004717	XP_034196265.1	NP_477507.1, NP_001261024.1
OG0004718	XP_034193709.1	NP_001097489.1
OG0004719	XP_034182006.1	NP_001246662.1
OG0004720	XP_034174508.1	NP_729020.2, NP_651191.1
OG0004721	XP_034176308.1	NP_001368942.1
OG0004722	XP_034173762.1	NP_652046.1
OG0004723	XP_034182341.1	NP_001368982.1
OG0004725	XP_034186282.1	NP_001246790.1
OG0004726	XP_034173644.1	NP_523674.1
OG0004728	XP_034191412.1	NP_001286292.1
OG0004729	XP_034176946.1	NP_650353.1
OG0004730	XP_034180363.1	NP_001261351.1, NP_001334707.1
OG0004731	XP_034177221.1	NP_001262744.1, NP_001138182.3
OG0004732	XP_034193669.1	NP_651539.3
OG0004733	XP_034173963.1	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1
OG0004734	XP_034171500.1, XP_034171499.1	NP_001163403.1
OG0004735	XP_034178230.1	NP_001097240.1
OG0004736	XP_034174520.1	NP_647832.1
OG0004737	XP_034172002.1	NP_650534.2
OG0004739	XP_034181232.1	NP_609917.2
OG0004740	XP_034171459.1	NP_660192.1
OG0004741	XP_034186336.1	NP_001162673.1
OG0004743	XP_034188295.1	NP_001261451.1
OG0004744	XP_034175858.1	NP_727963.1
OG0004745	XP_034187175.1	NP_609922.2
OG0004746	XP_034177860.1	NP_001260464.1
OG0004747	XP_034191435.1, XP_034191462.1	NP_001260155.1
OG0004748	XP_034180653.1	NP_611410.1
OG0004749	XP_034180628.1	NP_651511.1
OG0004750	XP_034184826.1	NP_001097093.1
OG0004751	XP_034178614.1	NP_001097342.1
OG0004752	XP_034184982.1	NP_650299.1
OG0004753	XP_034185416.1	NP_523720.2
OG0004754	XP_034179771.1	NP_001287619.1
OG0004755	XP_034173133.1, XP_034173132.1	NP_001014482.2
OG0004756	XP_034171663.1	NP_648352.2
OG0004757	XP_034191942.1	NP_608648.1
OG0004758	XP_034191238.1	NP_728830.1
OG0004760	XP_034184555.1	NP_001189150.1
OG0004761	XP_034179352.1	NP_573316.1
OG0004762	XP_034189778.1	NP_001284762.1
OG0004763	XP_034178037.1	NP_651709.1
OG0004764	XP_034174255.1	NP_523547.1
OG0004765	XP_034185411.1	NP_001286547.1
OG0004766	XP_034176874.1	NP_610283.1
OG0004767	XP_034171730.1, XP_034171729.1	NP_001245953.1
OG0004768	XP_034174355.1	NP_001137784.1
OG0004769	XP_034188176.1	NP_647830.1
OG0004771	XP_034188677.1	NP_001259563.2
OG0004772	XP_034196133.1	NP_001286324.1
OG0004773	XP_034189704.1, XP_034189703.1	NP_611139.1
OG0004774	XP_034186948.1	NP_524841.1
OG0004775	XP_034174531.1	NP_524310.1
OG0004778	XP_034189184.1	NP_573305.2
OG0004779	XP_034178950.1	NP_609318.1
OG0004780	XP_034186414.1	NP_001260600.1
OG0004781	XP_034184412.1	NP_648498.1
OG0004782	XP_034180158.1	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1
OG0004784	XP_034186974.1	NP_609957.2, NP_611428.1
OG0004785	XP_034174092.1	NP_651731.1
OG0004786	XP_034194690.1	NP_001287041.1
OG0004788	XP_034193903.1	NP_001262468.1, NP_001245504.1
OG0004789	XP_034175460.1	NP_648346.1
OG0004791	XP_034179653.1	NP_650898.1
OG0004792	XP_034183659.1, XP_034183660.1	NP_729053.2
OG0004793	XP_034179275.1	NP_001163666.1
OG0004794	XP_034189254.1	NP_611091.2
OG0004795	XP_034181042.1	NP_001163629.2
OG0004796	XP_034193442.1	NP_001262885.1
OG0004797	XP_034192472.1	NP_573034.1
OG0004799	XP_034192191.1	NP_651365.1
OG0004800	XP_034171954.1	NP_001163479.1
OG0004801	XP_034181451.1	NP_524622.1
OG0004802	XP_034194168.1	NP_608878.1, NP_001285607.1
OG0004803	XP_034173232.1	NP_723224.2
OG0004805	XP_034174802.1	NP_001369043.1
OG0004806	XP_034195869.1	NP_523488.2
OG0004808	XP_034184989.1	NP_001247109.1
OG0004809	XP_034176531.1	NP_001260292.1, NP_609302.1
OG0004810	XP_034191505.1, XP_034195259.1, XP_034195281.1	NP_001137822.1
OG0004813	XP_034174096.1	NP_001259963.1
OG0004814	XP_034172120.1	NP_477481.1
OG0004815	XP_034190612.1	NP_001245501.1
OG0004816	XP_034185831.1	NP_788296.1
OG0004817	XP_034176790.1	NP_650016.1
OG0004818	XP_034191305.1	NP_001262957.1
OG0004819	XP_034179751.1	NP_524870.1
OG0004820	XP_034191759.1	NP_724223.4
OG0004821	XP_034187344.1	NP_001259375.1, NP_651832.3
OG0004822	XP_034193405.1	NP_649251.2
OG0004823	XP_034189309.1, XP_034189307.1	NP_610999.4
OG0004824	XP_034188907.1	NP_573313.2
OG0004825	XP_034172473.1, XP_034172474.1, XP_034172472.1	NP_611585.1
OG0004826	XP_034175893.1	NP_729680.1
OG0004827	XP_034176798.1	NP_524888.1, NP_611455.1
OG0004828	XP_034175265.1	NP_001261664.1
OG0004829	XP_034183872.1	NP_001286982.1
OG0004830	XP_034190147.1	NP_729045.1, NP_573030.2
OG0004831	XP_034179580.1	NP_477089.3
OG0004832	XP_034196443.1, XP_034196441.1, XP_034196440.1	NP_001286934.1
OG0004833	XP_034186424.1	NP_648573.2
OG0004834	XP_034181757.1	NP_001286810.1
OG0004835	XP_034186476.1	NP_001137761.1
OG0004836	XP_034189512.1	NP_001261140.1
OG0004837	XP_034181089.1	NP_608489.2
OG0004838	XP_034194719.1	NP_609180.3
OG0004839	XP_034174231.1	NP_001356949.1
OG0004841	XP_034174941.1	NP_001261061.1
OG0004842	XP_034182626.1	NP_608562.4
OG0004843	XP_034179035.1	NP_723087.1
OG0004844	XP_034176124.1	NP_650787.1
OG0004845	XP_034187756.1	NP_650203.3
OG0004846	XP_034196410.1	NP_001097259.2
OG0004847	XP_034181853.1	NP_788403.2
OG0004848	XP_034188216.1	NP_572427.1, NP_001356905.1
OG0004851	XP_034184354.1	NP_001261455.1
OG0004852	XP_034174515.1	NP_788073.1
OG0004853	XP_034172432.1	NP_524143.2
OG0004854	XP_034187688.1, XP_034187708.1	NP_996218.1
OG0004857	XP_034189792.1	NP_788423.1
OG0004858	XP_034176755.1	NP_001259102.1
OG0004859	XP_034179766.1	NP_001262715.1
OG0004861	XP_034171326.1	NP_001262624.1
OG0004862	XP_034177612.1	NP_572571.1
OG0004863	XP_034188363.1	NP_572372.1
OG0004864	XP_034184399.1	NP_611336.1
OG0004865	XP_034195940.1	NP_733162.2
OG0004866	XP_034186055.1	NP_722590.2
OG0004867	XP_034182082.1	NP_572445.1
OG0004868	XP_034179446.1	NP_572437.2
OG0004869	XP_034182663.1	NP_647717.1
OG0004870	XP_034179787.1	NP_001189234.1
OG0004871	XP_034179468.1	NP_650924.3
OG0004872	XP_034180197.1	NP_612093.1
OG0004873	XP_034181272.1, XP_034181273.1	NP_609731.1, NP_001096967.1
OG0004874	XP_034174471.1	NP_523483.2
OG0004875	XP_034193112.1	NP_523935.1
OG0004876	XP_034189310.1, XP_034189311.1	NP_732076.1
OG0004877	XP_034192375.1	NP_511080.2
OG0004878	XP_034195495.1	NP_609608.1
OG0004879	XP_034182304.1	NP_001014590.1
OG0004880	XP_034187914.1	NP_001260114.1
OG0004881	XP_034189080.1	NP_001285312.1
OG0004883	XP_034196556.1	NP_610523.2
OG0004884	XP_034171022.1	NP_648282.1, NP_648283.1, NP_648280.1
OG0004885	XP_034177473.1	NP_612015.1
OG0004886	XP_034171944.1	NP_610270.1
OG0004887	XP_034194507.1	NP_572771.1
OG0004888	XP_034194349.1	NP_610872.1, NP_725289.1
OG0004889	XP_034178052.1	NP_001285269.1
OG0004891	XP_034176865.1	NP_649814.1
OG0004893	XP_034181618.1	NP_001097380.1
OG0004894	XP_034172224.1	NP_611833.1
OG0004895	XP_034183370.1	NP_731339.1
OG0004896	XP_034193841.1	NP_611836.2
OG0004897	XP_034184184.1, XP_034184180.1	NP_608633.1
OG0004898	XP_034171291.1	NP_001262184.1
OG0004899	XP_034190454.1	NP_001286031.1
OG0004900	XP_034188827.1	NP_524751.3
OG0004901	XP_034177607.1	NP_731570.2
OG0004902	XP_034172544.1	NP_001286117.1, NP_001036372.2
OG0004903	XP_034191843.1	NP_001261903.1
OG0004904	XP_034189205.1, XP_034189203.1, XP_034189204.1	NP_524601.2
OG0004907	XP_034189364.1	NP_001285434.1, NP_573367.1, NP_001285435.1
OG0004908	XP_034177067.1	NP_001137693.2
OG0004909	XP_034180946.1	NP_572382.1
OG0004910	XP_034180425.1	NP_995623.2, NP_726097.1
OG0004912	XP_034191876.1	NP_524031.2
OG0004913	XP_034171464.1	NP_722687.1
OG0004914	XP_034173771.1, XP_034173772.1	NP_001260318.1
OG0004915	XP_034173223.1, XP_034173224.1	NP_608379.1
OG0004916	XP_034173046.1	NP_476650.1
OG0004917	XP_034187141.1	NP_001097023.1, NP_001097021.1
OG0004918	XP_034177898.1	NP_001247334.1
OG0004919	XP_034181090.1	NP_726743.1
OG0004920	XP_034192887.1	NP_001096958.1
OG0004921	XP_034172640.1	NP_648828.3
OG0004922	XP_034185949.1	NP_001286802.1
OG0004923	XP_034191967.1	NP_001262301.1
OG0004924	XP_034185280.1	NP_788664.2, NP_731744.1
OG0004925	XP_034185897.1	NP_611822.1, NP_001261330.1
OG0004926	XP_034172836.1	NP_001260818.1
OG0004927	XP_034178251.1	NP_001356973.1
OG0004928	XP_034177696.1	NP_001286365.1
OG0004930	XP_034195275.1, XP_034195284.1, XP_034191470.1	NP_611973.2
OG0004931	XP_034180836.1, XP_034180835.1	NP_001163196.1
OG0004932	XP_034186248.1, XP_034186249.1	NP_001137851.1
OG0004934	XP_034178222.1, XP_034178219.1	NP_001369081.1
OG0004935	XP_034179743.1	NP_611533.2
OG0004937	XP_034172256.1	NP_523450.1
OG0004938	XP_034183678.1	NP_723202.2
OG0004939	XP_034175781.1	NP_609371.2
OG0004940	XP_034178119.1	NP_001245861.1
OG0004941	XP_034188759.1, XP_034188758.1	NP_001259695.1
OG0004943	XP_034186449.1, XP_034186448.1	NP_573360.1
OG0004944	XP_034179688.1	NP_001286319.1
OG0004945	XP_034178910.1	NP_573331.1
OG0004947	XP_034177204.1	NP_649494.1
OG0004948	XP_034192424.1	NP_647808.1
OG0004949	XP_034180144.1	NP_612032.1, NP_609430.1
OG0004950	XP_034189265.1	NP_726563.1
OG0004951	XP_034193933.1	NP_001262918.1
OG0004952	XP_034176889.1	NP_610720.1
OG0004964	XP_034175975.1	NP_572651.1
OG0004976	XP_034189439.1	NP_001260550.2
OG0004977	XP_034191397.1	NP_611074.1
OG0004978	XP_034185234.1	NP_001285674.1
OG0004979	XP_034193847.1	NP_001034075.1, NP_652041.2
OG0004980	XP_034194714.1	NP_650309.1, NP_001036640.1
OG0004981	XP_034179836.1	NP_001259052.1, NP_651212.1
OG0004982	XP_034184515.1	NP_001284828.1, NP_651987.1
OG0004983	XP_034192049.1	NP_477134.1
OG0004984	XP_034191981.1	NP_651040.3
OG0004985	XP_034185038.1	NP_001163061.1
OG0004986	XP_034185631.1	NP_648300.3
OG0004987	XP_034185006.1	NP_650726.1
OG0004988	XP_034183863.1	NP_651614.1, NP_573110.1
OG0004989	XP_034171525.1	NP_609363.1
OG0004990	XP_034190831.1	NP_001014633.2
OG0004992	XP_034189904.1	NP_608387.1
OG0004993	XP_034195419.1	NP_650073.1
OG0004994	XP_034189763.1	NP_001285124.1
OG0004995	XP_034173324.1	NP_001261567.1
OG0004996	XP_034176862.1	NP_651843.1, NP_476691.1
OG0004997	XP_034194116.1	NP_001284943.1
OG0004998	XP_034181289.1	NP_732309.1
OG0004999	XP_034192036.1	NP_649858.1
OG0005000	XP_034185190.1	NP_001287236.1
OG0005001	XP_034191976.1	NP_523737.1
OG0005002	XP_034176945.1	NP_001263081.1
OG0005003	XP_034176330.1	NP_652574.3, NP_001285734.1
OG0005004	XP_034194342.1	NP_731983.1
OG0005005	XP_034187273.1	NP_001287386.1
OG0005006	XP_034181701.1	NP_609992.1
OG0005007	XP_034188797.1	NP_001137607.1
OG0005008	XP_034183920.1	NP_523836.2
OG0005009	XP_034187393.1	NP_001284928.1
OG0005010	XP_034184250.1	NP_001284908.1
OG0005011	XP_034189077.1, XP_034189078.1	NP_001286464.1
OG0005012	XP_034175676.1	NP_723362.1
OG0005013	XP_034188599.1	NP_523466.2
OG0005014	XP_034183548.1	NP_523831.1
OG0005015	XP_034171972.1	NP_001104459.2
OG0005016	XP_034170857.1	NP_651968.1
OG0005017	XP_034175369.1	NP_610210.2, NP_649489.1
OG0005018	XP_034185564.1, XP_034185565.1, XP_034185566.1	NP_001284900.1
OG0005019	XP_034189300.1	NP_610818.1
OG0005021	XP_034175424.1	NP_572974.1
OG0005022	XP_034176802.1	NP_525092.1, NP_650910.1
OG0005023	XP_034178109.1	NP_001246409.1
OG0005024	XP_034174205.1	NP_477240.1
OG0005025	XP_034174211.1	NP_610676.2
OG0005026	XP_034194526.1	NP_648456.2, NP_648470.2
OG0005027	XP_034173205.1	NP_609895.2
OG0005028	XP_034179387.1	NP_722835.1
OG0005029	XP_034173423.1	NP_001262519.1
OG0005030	XP_034174276.1	NP_648427.1
OG0005031	XP_034186396.1	NP_651281.1
OG0005032	XP_034190507.1	NP_001285823.1
OG0005033	XP_034196555.1	NP_524197.1
OG0005034	XP_034176306.1	NP_001260103.1
OG0005035	XP_034174923.1	NP_523683.1, NP_724931.1, NP_610584.2
OG0005037	XP_034193461.1	NP_001261954.1
OG0005038	XP_034186568.1	NP_001285678.1
OG0005041	XP_034191556.1	NP_001260878.1
OG0005042	XP_034192650.1	NP_651200.1
OG0005043	XP_034193520.1, XP_034193519.1	NP_651397.1
OG0005044	XP_034174989.1	NP_572267.1, NP_524076.2
OG0005045	XP_034182882.1, XP_034182883.1	NP_725975.2
OG0005046	XP_034185025.1	NP_608884.1
OG0005047	XP_034193524.1	NP_001097577.1
OG0005048	XP_034173444.1	NP_651887.1
OG0005050	XP_034187761.1	NP_523874.1
OG0005051	XP_034177700.1	NP_001261196.1
OG0005053	XP_034178564.1	NP_001245533.1
OG0005054	XP_034171125.1	NP_001027048.1
OG0005055	XP_034175706.1	NP_001262911.1
OG0005056	XP_034171712.1	NP_001189136.1
OG0005057	XP_034179576.1	NP_476631.1
OG0005058	XP_034173697.1, XP_034173698.1	NP_001137828.1
OG0005059	XP_034192033.1	NP_649529.1
OG0005060	XP_034171285.1	NP_650072.2
OG0005061	XP_034192832.1	NP_001262488.1
OG0005062	XP_034184504.1	NP_001356967.1
OG0005063	XP_034183179.1	NP_648201.1
OG0005064	XP_034184463.1	NP_001027236.1
OG0005065	XP_034181415.1	NP_524421.1
OG0005066	XP_034189261.1, XP_034189253.1	NP_477302.1
OG0005067	XP_034171455.1	NP_651272.1
OG0005068	XP_034187136.1	NP_001286566.1
OG0005069	XP_034191844.1	NP_650608.1
OG0005070	XP_034172149.1	NP_651657.1
OG0005072	XP_034179818.1	NP_001163560.1, NP_001285929.1
OG0005073	XP_034179082.1	NP_477135.2
OG0005075	XP_034182775.1	NP_649611.2
OG0005076	XP_034194006.1	NP_001247017.1
OG0005077	XP_034196404.1	NP_570080.1
OG0005078	XP_034194202.1	NP_001286202.1
OG0005079	XP_034172624.1, XP_034172625.1	NP_647860.1
OG0005080	XP_034175854.1	NP_573288.1
OG0005081	XP_034176537.1	NP_649240.1
OG0005082	XP_034181075.1	NP_524774.1
OG0005083	XP_034179690.1	NP_609671.1
OG0005084	XP_034194419.1	NP_001259199.1
OG0005085	XP_034195922.1	NP_001285295.1
OG0005086	XP_034173803.1	NP_572604.2
OG0005087	XP_034183936.1	NP_001246156.2
OG0005088	XP_034193337.1	NP_610363.1, NP_001260868.1
OG0005089	XP_034189120.1	NP_524270.2
OG0005090	XP_034191192.1	NP_610985.1
OG0005091	XP_034180641.1	NP_572777.2
OG0005092	XP_034193725.1	NP_651457.1
OG0005093	XP_034182111.1	NP_001261250.1
OG0005095	XP_034176548.1	NP_649528.2
OG0005097	XP_034178172.1	NP_722922.1
OG0005098	XP_034195263.1, XP_034195254.1, XP_034195255.1	NP_001286189.1
OG0005099	XP_034177262.1	NP_611541.1
OG0005100	XP_034171739.1, XP_034171738.1	NP_001261696.1
OG0005101	XP_034186284.1	NP_001261694.1
OG0005102	XP_034189609.1	NP_725047.2
OG0005103	XP_034181461.1	NP_001261994.1
OG0005104	XP_034183353.1	NP_652031.2
OG0005105	XP_034187519.1	NP_001259846.1
OG0005106	XP_034191117.1	NP_001285259.1
OG0005108	XP_034185403.1	NP_651850.1
OG0005109	XP_034185375.1	NP_524476.1
OG0005110	XP_034172307.1	NP_609623.1, NP_001285798.1
OG0005111	XP_034191553.1	NP_001284785.1
OG0005112	XP_034194026.1	NP_651295.1
OG0005113	XP_034187710.1	NP_001261766.1
OG0005114	XP_034182945.1	NP_001285198.1
OG0005116	XP_034186241.1	NP_001285613.1
OG0005117	XP_034188653.1	NP_001015174.1
OG0005119	XP_034191113.1	NP_651062.3
OG0005120	XP_034186541.1	NP_001260668.1
OG0005121	XP_034174002.1	NP_572919.1
OG0005122	XP_034193995.1	NP_001163597.1
OG0005123	XP_034179077.1	NP_570020.1
OG0005124	XP_034182672.1	NP_001036387.1
OG0005125	XP_034190860.1	NP_001033989.1
OG0005126	XP_034192725.1	NP_649523.1
OG0005127	XP_034176860.1	NP_001287480.1
OG0005128	XP_034175611.1	NP_570063.1
OG0005130	XP_034189507.1	NP_611844.3
OG0005131	XP_034179168.1	NP_001097865.1
OG0005133	XP_034177235.1	NP_001261433.1
OG0005134	XP_034190278.1	NP_609449.1
OG0005135	XP_034186332.1	NP_476740.1
OG0005137	XP_034191707.1	NP_731905.1
OG0005138	XP_034180671.1	NP_649222.1
OG0005139	XP_034195890.1	NP_648302.2
OG0005140	XP_034175220.1	NP_477255.1
OG0005141	XP_034185258.1	NP_727290.1
OG0005143	XP_034172475.1	NP_612023.1, NP_001303557.1, NP_610130.1
OG0005145	XP_034191233.1	NP_649440.3
OG0005146	XP_034173800.1	NP_610526.1
OG0005147	XP_034194141.1	NP_610362.1
OG0005148	XP_034183000.1	NP_572384.1
OG0005149	XP_034185354.1	NP_647683.1
OG0005150	XP_034177878.1	NP_523965.2
OG0005151	XP_034186453.1	NP_477350.2
OG0005152	XP_034196166.1	NP_001137762.2
OG0005153	XP_034190198.1	NP_001285427.1
OG0005154	XP_034175370.1	NP_648904.1, NP_996086.1
OG0005155	XP_034180335.1	NP_523938.2
OG0005156	XP_034179809.1	NP_649160.1
OG0005157	XP_034182590.1	NP_477310.2
OG0005158	XP_034181061.1	NP_610296.2
OG0005159	XP_034173002.1	NP_001246113.1
OG0005160	XP_034195171.1	NP_001189236.1
OG0005161	XP_034185217.1	NP_648688.2
OG0005162	XP_034178340.1	NP_001285343.1
OG0005163	XP_034179038.1	NP_001163691.2
OG0005164	XP_034185356.1	NP_001097911.1
OG0005165	XP_034174972.1	NP_650187.2
OG0005166	XP_034186441.1	NP_651208.1
OG0005167	XP_034188768.1	NP_788084.1
OG0005168	XP_034192850.1	NP_001097155.2
OG0005169	XP_034176625.1	NP_569993.1
