Orthogroup	Ceratina_calcarata	Eufriesea_mexicana
OG0003805	XP_026670477.1, XP_026670476.1, XP_017882346.1	XP_017767012.1
OG0003806	XP_017891682.1	XP_017760099.1
OG0003807	XP_017893591.1	XP_017757144.1
OG0003808	XP_017878056.1	XP_017755869.1
OG0003809	XP_017883099.1, XP_017883098.1, XP_017883097.1	XP_017758738.1
OG0003810	XP_017893019.1	XP_017758926.1
OG0003811	XP_017885969.1	XP_017764364.1
OG0003812	XP_017879658.1	XP_017760281.1
OG0003813	XP_017882495.1	XP_017762374.1
OG0003814	XP_017876085.1	XP_017754228.1
OG0003815	XP_017885351.1	XP_017757182.1
OG0003816	XP_026667604.1	XP_017767361.1
OG0003817	XP_017892217.1	XP_017763484.1
OG0003818	XP_017877131.1	XP_017764181.1
OG0003819	XP_017879602.1	XP_017760322.1
OG0003820	XP_026667072.1, XP_017875361.1	XP_017754634.1
OG0003821	XP_017884092.1, XP_026671393.1	XP_017755991.1
OG0003822	XP_017891091.1, XP_017891071.1, XP_017890702.1	XP_017754703.1
OG0003823	XP_017879425.1	XP_017755567.1
OG0003824	XP_017885506.1	XP_017758585.1
OG0003825	XP_017878961.1	XP_017764783.1
OG0003826	XP_017892450.1, XP_017892451.1, XP_017892449.1	XP_017758005.1
OG0003827	XP_017893571.1	XP_017763756.1
OG0003828	XP_017877925.1, XP_026668389.1	XP_017758578.1
OG0003829	XP_017887253.1	XP_017767114.1
OG0003830	XP_017889390.1	XP_017765431.1
OG0003831	XP_017892822.1	XP_017755822.1, XP_017755824.1
OG0003832	XP_017876962.1	XP_017758258.1
OG0003833	XP_017891276.1	XP_017752130.1
OG0003834	XP_017885005.1	XP_017760595.1
OG0003835	XP_017879930.1	XP_017760835.1
OG0003836	XP_017893078.1	XP_017758985.1
OG0003837	XP_017883940.1	XP_017760988.1
OG0003838	XP_026667416.1, XP_026671168.1	XP_017754044.1
OG0003839	XP_017878388.1	XP_017763386.1
OG0003840	XP_017889754.1	XP_017758168.1
OG0003841	XP_017888132.1	XP_017759407.1
OG0003842	XP_017876289.1	XP_017754802.1
OG0003843	XP_017889841.1	XP_017752456.1
OG0003844	XP_017879421.1	XP_017758229.1
OG0003845	XP_017882668.1	XP_017766671.1
OG0003846	XP_017879858.1	XP_017765927.1
OG0003847	XP_017892903.1, XP_017887386.1	XP_017760739.1
OG0003848	XP_017887314.1	XP_017755383.1, XP_017755384.1, XP_017755385.1
OG0003849	XP_017883271.1	XP_017765411.1
OG0003850	XP_017891797.2	XP_017753677.1
OG0003851	XP_017888060.1	XP_017760591.1
OG0003852	XP_017879494.1	XP_017758716.1
OG0003853	XP_026667482.1, XP_017876212.1	XP_017757900.1
OG0003854	XP_017875723.1	XP_017767351.1
OG0003855	XP_017880000.1	XP_017762274.1
OG0003856	XP_017877465.1	XP_017755744.1, XP_017755516.1, XP_017755539.1
OG0003857	XP_017878455.1, XP_026668565.1, XP_026668564.1	XP_017766126.1
OG0003858	XP_017885254.1	XP_017762801.1
OG0003859	XP_017880305.1	XP_017754025.1
OG0003860	XP_017875800.1	XP_017764503.1
OG0003861	XP_017881598.1	XP_017759427.1, XP_017759396.1
OG0003862	XP_017889896.1	XP_017756233.1
OG0003863	XP_017885105.1, XP_017885106.1, XP_017885104.1	XP_017757821.1
OG0003864	XP_017878083.2, XP_017883783.2, XP_026668430.1	XP_017754445.1
OG0003865	XP_017883145.1, XP_026670867.1	XP_017757429.1
OG0003866	XP_017878782.1	XP_017763667.1
OG0003867	XP_017882907.1	XP_017765783.1
OG0003868	XP_017884892.1	XP_017764272.1
OG0003869	XP_017887666.1	XP_017761689.1
OG0003870	XP_017885693.1	XP_017754244.1
OG0003871	XP_017891924.1, XP_017891922.1	XP_017767459.1
OG0003872	XP_017878433.1	XP_017760778.1
OG0003873	XP_017893544.1	XP_017764814.1
OG0003874	XP_026670905.1	XP_017753113.1
OG0003875	XP_017877856.1	XP_017757599.1
OG0003876	XP_017888513.1	XP_017756153.1
OG0003877	XP_017886656.1	XP_017752935.1, XP_017752934.1
OG0003878	XP_017891253.1	XP_017752123.1
OG0003879	XP_017888653.1, XP_017884286.2	XP_017760469.1
OG0003880	XP_026669887.1	XP_017760140.1
OG0003881	XP_017892288.1	XP_017752251.1
OG0003882	XP_017886924.1	XP_017753576.1
OG0003883	XP_017887531.1	XP_017764925.1
OG0003884	XP_017876523.1	XP_017767422.1
OG0003885	XP_017875459.1	XP_017764490.1
OG0003886	XP_017875201.1	XP_017757086.1
OG0003887	XP_017882720.1, XP_017891250.1	XP_017763446.1
OG0003888	XP_017883512.1	XP_017755636.1
OG0003889	XP_017879379.1	XP_017758666.1, XP_017758665.1
OG0003890	XP_017888891.1	XP_017759513.1
OG0003891	XP_017891305.1	XP_017761220.1
OG0003892	XP_017891576.1	XP_017757417.1
OG0003893	XP_017891145.1	XP_017753308.1
OG0003894	XP_017875919.1, XP_017885278.2	XP_017760179.1
OG0003895	XP_017883768.1, XP_026671182.1	XP_017759213.1
OG0003896	XP_026672491.1, XP_017886483.1	XP_017762047.1
OG0003897	XP_017889460.1	XP_017753803.1
OG0003898	XP_017875848.1, XP_026667236.1	XP_017764665.1
OG0003899	XP_026668962.1, XP_017879263.1	XP_017756359.1
OG0003900	XP_017884713.1, XP_026671704.1	XP_017759338.1
OG0003901	XP_017877855.1	XP_017758737.1
OG0003902	XP_017885512.1, XP_017885511.1	XP_017759578.1
OG0003903	XP_017878631.1	XP_017759997.1, XP_017759998.1
OG0003904	XP_017885663.1	XP_017754481.1
OG0003905	XP_017887391.1	XP_017761648.1
OG0003906	XP_017877162.1, XP_017877163.1, XP_017877016.1	XP_017760475.1
OG0003907	XP_017877088.1	XP_017763836.1
OG0003908	XP_017890085.1	XP_017761353.1
OG0003909	XP_017875671.1	XP_017766086.1
OG0003910	XP_017889408.1	XP_017765257.1
OG0003911	XP_017887876.1	XP_017764910.1
OG0003913	XP_017888919.1	XP_017755450.1
OG0003914	XP_017878733.1	XP_017763677.1
OG0003915	XP_017880619.1	XP_017755386.1
OG0003916	XP_017878246.2	XP_017764062.1
OG0003917	XP_017893678.1, XP_026666881.1	XP_017764410.1
OG0003918	XP_017887305.1	XP_017757278.1, XP_017757279.1, XP_017757280.1
OG0003919	XP_017888899.1, XP_026673690.1	XP_017754948.1
OG0003920	XP_017891909.1	XP_017767543.1
OG0003921	XP_017887283.1	XP_017757356.1
OG0003922	XP_017885341.1	XP_017757191.1
OG0003923	XP_026674800.1	XP_017763068.1
OG0003924	XP_026673364.1, XP_017888149.1, XP_017888148.1	XP_017759326.1
OG0003925	XP_026674366.1, XP_017890119.2, XP_026674364.1	XP_017757587.1
OG0003926	XP_017893325.1, XP_026666574.1	XP_017757826.1
OG0003927	XP_017875841.2	XP_017762573.1
OG0003928	XP_017876774.1	XP_017765483.1
OG0003929	XP_026675018.1	XP_017757052.1, XP_017757054.1
OG0003931	XP_017881438.1	XP_017759257.1
OG0003932	XP_017886262.1	XP_017754820.1
OG0003933	XP_017884876.1	XP_017752568.1
OG0003934	XP_017882995.2	XP_017765619.1
OG0003935	XP_026669974.1	XP_017754470.1
OG0003936	XP_017891398.1, XP_017891397.1	XP_017757651.1, XP_017757652.1
OG0003937	XP_026667211.1	XP_017767467.1
OG0003938	XP_017886241.1	XP_017762293.1
OG0003939	XP_026675002.1	XP_017756243.1
OG0003941	XP_017879258.2	XP_017756300.1
OG0003950	XP_017889413.1	XP_017754765.1
OG0003951	XP_017883494.1	XP_017760627.1
OG0003952	XP_017881745.1	XP_017765923.1
OG0003953	XP_017884082.2	XP_017765598.1
OG0003954	XP_017879377.1	XP_017756389.1, XP_017754774.1
OG0003955	XP_026675510.1	XP_017758089.1
OG0003956	XP_026667078.1	XP_017763818.1
OG0003957	XP_017880786.1	XP_017752232.1
OG0003958	XP_017881962.1	XP_017758468.1
OG0003959	XP_017884555.1	XP_017767215.1
OG0003960	XP_017891186.1	XP_017764026.1
OG0003961	XP_026668165.1	XP_017759922.1
OG0003962	XP_026671945.1	XP_017765275.1
OG0003963	XP_017878580.1	XP_017766158.1
OG0003964	XP_017887768.1	XP_017755015.1
OG0003965	XP_017875100.1	XP_017752609.1
OG0003966	XP_017878622.1	XP_017766101.1
OG0003967	XP_017875311.1	XP_017766749.1
OG0003968	XP_017877098.1	XP_017759648.1
OG0003969	XP_017880719.1	XP_017756078.1
OG0003970	XP_017880512.1	XP_017761280.1
OG0003972	XP_017881752.1	XP_017756894.1
OG0003974	XP_017889630.1, XP_026674230.1	XP_017761848.1
OG0003976	XP_017878978.1	XP_017754354.1
OG0003977	XP_017879607.1	XP_017755251.1
OG0003978	XP_026670742.1	XP_017765301.1
OG0003979	XP_017884616.1	XP_017767173.1
OG0003980	XP_026670452.1	XP_017766990.1
OG0003981	XP_017877704.1	XP_017760488.1
OG0003982	XP_017875430.1	XP_017759902.1
OG0003983	XP_017876455.1	XP_017758817.1
OG0003984	XP_017886026.1	XP_017765446.1
OG0003985	XP_017891959.1	XP_017757872.1
OG0003986	XP_017887322.1	XP_017755374.1
OG0003987	XP_017889373.1	XP_017758056.1
OG0003988	XP_017876937.1	XP_017762075.1
OG0003989	XP_017878271.1, XP_017884283.1	XP_017752508.1
OG0003990	XP_017875366.1	XP_017759603.1
OG0003991	XP_017889429.1	XP_017760661.1
OG0003992	XP_026669888.1	XP_017758780.1
OG0003993	XP_017893490.1	XP_017756790.1
OG0003994	XP_017879388.1	XP_017756319.1
OG0003995	XP_017892073.1	XP_017754466.1
OG0003996	XP_026673564.1	XP_017766816.1
OG0003997	XP_017890974.1	XP_017766281.1
OG0003998	XP_017886234.1	XP_017762303.1
OG0003999	XP_017877711.1	XP_017765949.1
OG0004000	XP_026673468.1	XP_017763705.1
OG0004001	XP_017877613.1	XP_017766744.1
OG0004002	XP_017885233.1	XP_017755013.1
OG0004003	XP_017885324.1	XP_017757339.1
OG0004005	XP_026668094.1	XP_017755669.1
OG0004006	XP_026673472.1	XP_017755817.1
OG0004007	XP_017893167.1, XP_017893168.1	XP_017756762.1
OG0004008	XP_026673445.1	XP_017761448.1
OG0004009	XP_017890657.1	XP_017753582.1
OG0004010	XP_017893364.1	XP_017764344.1
OG0004011	XP_017885620.1	XP_017758821.1
OG0004012	XP_017878160.1	XP_017752716.1
OG0004014	XP_026675279.1	XP_017762603.1
OG0004015	XP_017892641.1	XP_017754816.1
OG0004016	XP_017877189.1, XP_017877188.1	XP_017761017.1
OG0004017	XP_026675206.1	XP_017766842.1
OG0004018	XP_026674820.1	XP_017767766.1
OG0004019	XP_017892643.1	XP_017757116.1, XP_017757115.1
OG0004020	XP_026673814.1	XP_017754072.1
OG0004021	XP_017881862.1, XP_017878730.1	XP_017756596.1
OG0004022	XP_017883341.1	XP_017762850.1
OG0004023	XP_026669136.1	XP_017762665.1, XP_017762740.1
OG0004023	XP_017885697.1	XP_017762691.1
OG0004024	XP_026667497.1, XP_026667498.1	XP_017756648.1
OG0004025	XP_017876395.1	XP_017755331.1
OG0004026	XP_017891592.1	XP_017762939.1
OG0004027	XP_017879313.1	XP_017755505.1
OG0004028	XP_017880498.1	XP_017758669.1
OG0004029	XP_017886337.1	XP_017762069.1
OG0004030	XP_026673001.1	XP_017765754.1
OG0004031	XP_017877038.1	XP_017764845.1
OG0004032	XP_026667004.1	XP_017754232.1
OG0004033	XP_017880145.1	XP_017762137.1
OG0004034	XP_017888050.1	XP_017759612.1
OG0004035	XP_017884747.1	XP_017761551.1
OG0004036	XP_026669134.1	XP_017765981.1
OG0004037	XP_026670245.1	XP_017761824.1
OG0004038	XP_017892927.1	XP_017759809.1
OG0004039	XP_017889419.1	XP_017765237.1
OG0004040	XP_017885207.1	XP_017763790.1
OG0004041	XP_017885147.1	XP_017763738.1
OG0004042	XP_026668900.1	XP_017761473.1
OG0004043	XP_017879692.1	XP_017764856.1
OG0004044	XP_017882890.1	XP_017757677.1
OG0004045	XP_017879468.1	XP_017766643.1
OG0004046	XP_017891388.1	XP_017757644.1
OG0004047	XP_017881977.1	XP_017758366.1
OG0004048	XP_026670159.1	XP_017765834.1
OG0004049	XP_026668672.1	XP_017755888.1, XP_017759019.1
OG0004050	XP_017888462.1	XP_017753443.1
OG0004051	XP_017889434.2	XP_017764951.1
OG0004052	XP_017879639.1	XP_017762040.1
OG0004053	XP_017890674.1	XP_017752183.1
OG0004054	XP_017885498.1	XP_017753929.1
OG0004055	XP_017884842.1	XP_017759347.1
OG0004056	XP_026672262.1	XP_017754658.1
OG0004057	XP_017892310.1	XP_017753126.1
OG0004058	XP_017882545.1	XP_017756165.1
OG0004059	XP_017883467.1	XP_017766615.1
OG0004060	XP_026667642.1	XP_017758126.1, XP_017758442.1
OG0004061	XP_017883982.1	XP_017756718.1
OG0004062	XP_017888168.1	XP_017753993.1
OG0004063	XP_017893394.1	XP_017766621.1, XP_017766622.1
OG0004064	XP_017889710.1	XP_017762397.1
OG0004065	XP_017883515.1	XP_017761364.1
OG0004066	XP_017879760.1	XP_017766141.1
OG0004067	XP_017875031.1	XP_017752290.1
OG0004068	XP_017882764.1	XP_017759252.1
OG0004069	XP_017889489.1	XP_017753839.1
OG0004070	XP_026673395.1	XP_017759173.1
OG0004071	XP_026674283.1, XP_017890230.1	XP_017761359.1
OG0004072	XP_017880147.1	XP_017753423.1
OG0004074	XP_017882275.1	XP_017759478.1, XP_017759552.1
OG0004075	XP_017875223.1	XP_017764552.1
OG0004076	XP_017875400.1	XP_017762039.1
OG0004077	XP_017884441.1, XP_017888085.1	XP_017755557.1
OG0004078	XP_017887011.1	XP_017753078.1, XP_017753079.1
OG0004079	XP_017884348.1	XP_017765704.1
OG0004080	XP_017881026.1	XP_017759132.1
OG0004081	XP_026670433.1, XP_026670434.1, XP_017881942.1	XP_017759521.1
OG0004082	XP_026667435.1	XP_017764672.1
OG0004083	XP_026668318.1	XP_017756286.1
OG0004084	XP_017891050.1	XP_017763503.1
OG0004085	XP_017884609.1	XP_017759887.1
OG0004086	XP_017876117.1	XP_017754131.1
OG0004087	XP_026674997.1	XP_017757453.1
OG0004088	XP_017882830.1	XP_017765782.1
OG0004089	XP_017878434.1, XP_017878370.1	XP_017760759.1
OG0004090	XP_017876928.1	XP_017753001.1
OG0004091	XP_026670678.1, XP_017882690.1	XP_017758987.1
OG0004092	XP_026669591.1	XP_017757259.1
OG0004093	XP_017892874.1	XP_017759031.1
OG0004094	XP_017881050.1	XP_017763584.1
OG0004095	XP_017876992.1	XP_017756181.1
OG0004096	XP_017881557.1	XP_017758019.1
OG0004097	XP_017891677.1, XP_017891676.1	XP_017760076.1
OG0004098	XP_017884997.1	XP_017767771.1
OG0004099	XP_017885860.1	XP_017764363.1
OG0004100	XP_026668881.1	XP_017756607.1
OG0004101	XP_017879883.1	XP_017755507.1
OG0004102	XP_017875380.1	XP_017761737.1
OG0004103	XP_017886273.1	XP_017754789.1
OG0004104	XP_017884992.1	XP_017765509.1
OG0004105	XP_017891288.1	XP_017764228.1
OG0004106	XP_026670529.1, XP_017875639.1	XP_017756066.1
OG0004107	XP_017890914.1	XP_017752167.1
OG0004108	XP_017876874.1	XP_017756332.1
OG0004109	XP_017880814.1	XP_017759488.1
OG0004110	XP_017887617.1	XP_017753243.1
OG0004111	XP_017887786.1	XP_017761887.1
OG0004112	XP_017875470.1	XP_017759940.1
OG0004113	XP_026669989.1	XP_017754506.1
OG0004114	XP_017886438.1, XP_026672467.1	XP_017765089.1
OG0004115	XP_017893014.1	XP_017752459.1
OG0004116	XP_017889541.1, XP_017889542.1	XP_017763010.1
OG0004117	XP_017889832.2	XP_017766378.1
OG0004118	XP_017893647.1	XP_017757218.1
OG0004119	XP_017891510.1	XP_017752434.1, XP_017752399.1
OG0004120	XP_017882754.1	XP_017753191.1
OG0004122	XP_017880226.1	XP_017753560.1
OG0004123	XP_017885274.1, XP_017880195.1	XP_017761415.1
OG0004124	XP_017889579.1	XP_017765085.1
OG0004125	XP_017891936.1	XP_017767424.1
OG0004126	XP_017877285.1	XP_017756671.1
OG0004127	XP_017892777.1	XP_017766379.1
OG0004128	XP_026670536.1, XP_017882491.1	XP_017766210.1
OG0004129	XP_017875868.1	XP_017763365.1
OG0004130	XP_017876271.1	XP_017756627.1
OG0004131	XP_017882420.1	XP_017766187.1
OG0004132	XP_017875269.1	XP_017762680.1
OG0004133	XP_026671336.1	XP_017752390.1
OG0004134	XP_017876272.1	XP_017754838.1
OG0004135	XP_017891635.1	XP_017757514.1
OG0004136	XP_017889437.1	XP_017752464.1
OG0004137	XP_017892388.1	XP_017762804.1
OG0004138	XP_017882733.1, XP_017891514.1	XP_017752408.1
OG0004139	XP_017883990.1	XP_017766361.1, XP_017766362.1
OG0004140	XP_017884034.1	XP_017752367.1
OG0004141	XP_017889807.1	XP_017754540.1
OG0004142	XP_017888746.1	XP_017754920.1
OG0004143	XP_017890617.1, XP_026668157.1	XP_017760443.1
OG0004144	XP_017881459.1	XP_017764598.1
OG0004145	XP_017877223.1	XP_017764484.1
OG0004146	XP_026670217.1	XP_017758982.1
OG0004147	XP_017891498.1	XP_017764945.1
OG0004148	XP_017888392.1, XP_026673478.1	XP_017752764.1
OG0004149	XP_026670294.1	XP_017757870.1
OG0004150	XP_017891801.1	XP_017753674.1
OG0004151	XP_017883738.1	XP_017764434.1
OG0004152	XP_017883057.1, XP_017892068.2	XP_017753682.1
OG0004153	XP_017885063.2, XP_026675474.1	XP_017760466.1
OG0004154	XP_017891553.1	XP_017752810.1
OG0004155	XP_017885404.1	XP_017758798.1
OG0004156	XP_017878413.1	XP_017760831.1
OG0004157	XP_017886572.1, XP_026672594.1	XP_017758349.1
OG0004158	XP_017887833.1	XP_017761819.1
OG0004159	XP_017880085.1	XP_017764316.1
OG0004161	XP_017891862.1, XP_017883979.1	XP_017766645.1
OG0004162	XP_017893142.1	XP_017761300.1
OG0004163	XP_017888160.1	XP_017762655.1
OG0004164	XP_017877888.1	XP_017758575.1
OG0004165	XP_017879034.1	XP_017756498.1
OG0004166	XP_017888145.1	XP_017762877.1
OG0004167	XP_017886626.1, XP_026672620.1	XP_017760768.1
OG0004168	XP_017886028.1, XP_017886027.1	XP_017766497.1
OG0004169	XP_017877355.1	XP_017761744.1
OG0004170	XP_017875890.1	XP_017754367.1
OG0004171	XP_017883433.1	XP_017763623.1
OG0004172	XP_017876659.1	XP_017760442.1
OG0004173	XP_017891927.1	XP_017767462.1
OG0004174	XP_017876691.1	XP_017760676.1
OG0004175	XP_017884793.1	XP_017767193.1
OG0004177	XP_026675214.1	XP_017753466.1
OG0004178	XP_017878183.1	XP_017754431.1
OG0004179	XP_017892202.1	XP_017757960.1
OG0004180	XP_017881876.1	XP_017761623.1
OG0004181	XP_017892203.1	XP_017760314.1
OG0004182	XP_017881861.1	XP_017753457.1
OG0004183	XP_017880015.1	XP_017761723.1, XP_017761722.1
OG0004184	XP_017880673.1	XP_017767111.1
OG0004185	XP_017878190.1	XP_017753811.1, XP_017753813.1
OG0004186	XP_017889241.1	XP_017759152.1
OG0004187	XP_026666698.1, XP_017893374.1	XP_017766822.1
OG0004188	XP_017877920.1	XP_017765848.1
OG0004189	XP_017877921.1	XP_017765876.1
OG0004190	XP_017891658.1	XP_017765858.1
OG0004191	XP_017893317.1	XP_017755473.1
OG0004192	XP_026669444.1, XP_017893243.1	XP_017754286.1
OG0004193	XP_017886494.1	XP_017762006.1, XP_017762007.1
OG0004194	XP_017880533.1	XP_017763506.1
OG0004195	XP_026671901.1	XP_017764199.1
OG0004196	XP_026669193.1	XP_017765829.1
OG0004197	XP_017893163.1	XP_017763052.1
OG0004198	XP_017884443.1	XP_017755577.1
OG0004199	XP_017884689.1	XP_017764934.1
OG0004200	XP_026670257.1, XP_026670255.1	XP_017753732.1
OG0004201	XP_017875539.1	XP_017760613.1
OG0004202	XP_017890293.1	XP_017766639.1
OG0004203	XP_017877423.1, XP_017877417.1	XP_017761181.1
OG0004204	XP_017891069.1	XP_017752283.1
OG0004205	XP_017877240.1	XP_017759748.1
OG0004206	XP_017893305.1	XP_017765808.1
OG0004207	XP_017879679.1, XP_026669112.1	XP_017759228.1
OG0004208	XP_017877319.1, XP_017890059.1	XP_017762651.1
OG0004209	XP_017882018.2	XP_017758150.1
OG0004210	XP_017891802.1	XP_017753665.1
OG0004211	XP_017885392.1	XP_017758746.1
OG0004212	XP_017879564.1	XP_017758740.1
OG0004213	XP_017888982.2	XP_017760182.1
OG0004214	XP_017880280.1	XP_017760178.1
OG0004215	XP_026674819.1	XP_017766096.1
OG0004216	XP_017893018.1	XP_017766117.1
OG0004217	XP_017881337.1	XP_017759971.1
OG0004218	XP_026669936.1, XP_017881161.1	XP_017753099.1
OG0004219	XP_017886886.1	XP_017766889.1
OG0004220	XP_017878177.1	XP_017754433.1
OG0004221	XP_017889567.1	XP_017756231.1
OG0004222	XP_017889562.1	XP_017756227.1
OG0004223	XP_017881453.1	XP_017763661.1
OG0004224	XP_017883951.1, XP_026666974.1	XP_017764371.1
OG0004225	XP_017875381.1	XP_017761736.1
OG0004226	XP_017890239.1	XP_017767660.1
OG0004227	XP_017891921.1	XP_017767457.1
OG0004228	XP_017875738.1	XP_017767340.1
OG0004229	XP_017888792.1	XP_017762396.1
OG0004230	XP_026670851.1	XP_017757511.1
OG0004231	XP_017893503.1, XP_017893502.1	XP_017762671.1
OG0004232	XP_026670619.1, XP_017882593.1	XP_017756146.1
OG0004233	XP_026670685.1	XP_017759683.1
OG0004234	XP_017882378.1	XP_017757491.1
OG0004235	XP_017884681.1	XP_017767200.1
OG0004236	XP_026671425.1	XP_017765205.1
OG0004237	XP_026668638.1, XP_017878502.1	XP_017760826.1
OG0004238	XP_017878491.1	XP_017760862.1
OG0004239	XP_026667499.1	XP_017754869.1
OG0004240	XP_026668090.1, XP_017877474.1, XP_017877473.1	XP_017754319.1
OG0004241	XP_017880940.1	XP_017754346.1
OG0004242	XP_026669238.1	XP_017764289.1
OG0004243	XP_017877887.1	XP_017767134.1
OG0004244	XP_017877956.1	XP_017756069.1
OG0004245	XP_017888553.1	XP_017764054.1
OG0004246	XP_017890142.1	XP_017757478.1
OG0004247	XP_026671054.1	XP_017761344.1
OG0004248	XP_017880794.1, XP_017880793.1	XP_017759498.1
OG0004249	XP_017887340.1, XP_017880817.1	XP_017759502.1
OG0004250	XP_017880032.1, XP_026668460.1	XP_017752504.1
OG0004251	XP_017891306.1	XP_017757061.1
OG0004252	XP_017891232.1	XP_017757060.1
OG0004253	XP_017878638.1	XP_017766107.1
OG0004254	XP_017892364.1	XP_017762702.1
OG0004255	XP_017892523.1	XP_017765134.1
OG0004256	XP_017884173.1	XP_017766491.1
OG0004257	XP_017880486.1, XP_017880488.1	XP_017766371.1
OG0004258	XP_017881806.1	XP_017755348.1
OG0004259	XP_026675216.1	XP_017766173.1
OG0004260	XP_017890343.1	XP_017764349.1
OG0004261	XP_017880242.1	XP_017753527.1
OG0004262	XP_017880144.1, XP_026669379.1	XP_017758697.1
OG0004263	XP_017884522.1	XP_017758242.1
OG0004264	XP_026667184.1	XP_017753989.1
OG0004265	XP_017875965.1	XP_017762574.1
OG0004266	XP_017876168.1	XP_017753516.1
OG0004267	XP_017875987.1	XP_017759066.1
OG0004268	XP_017883776.1, XP_026671190.1	XP_017759059.1
OG0004269	XP_026668789.1	XP_017755111.1
OG0004270	XP_017890050.1	XP_017755661.1
OG0004271	XP_026667380.1, XP_017876940.2	XP_017763550.1
OG0004272	XP_017879653.1	XP_017757958.1
OG0004273	XP_017892021.1	XP_017757917.1
OG0004274	XP_017886683.1	XP_017757396.1
OG0004275	XP_017885548.1	XP_017753932.1
OG0004276	XP_017879056.2	XP_017763152.1
OG0004277	XP_017878729.1	XP_017763696.1
OG0004278	XP_017887767.1	XP_017759673.1
OG0004279	XP_017876328.1	XP_017763760.1, XP_017763759.1
OG0004280	XP_017891418.1	XP_017763135.1, XP_017763127.1
OG0004281	XP_017880682.1	XP_017761711.1
OG0004282	XP_017891173.1	XP_017763989.1
OG0004284	XP_017884951.1	XP_017763194.1
OG0004285	XP_017884727.1	XP_017752579.1
OG0004286	XP_017882859.1	XP_017767120.1
OG0004287	XP_017892473.1	XP_017758003.1
OG0004288	XP_017879649.1	XP_017763113.1
OG0004289	XP_017886902.1, XP_026672675.1	XP_017764412.1
OG0004290	XP_017886903.1	XP_017764416.1
OG0004291	XP_026674419.1	XP_017764637.1
OG0004293	XP_017877543.1	XP_017755733.1
