Orthogroup	Osmia_lignaria	Nomia_melanderi
OG0004115	XP_034195461.1	XP_031838772.1
OG0004116	XP_034193902.1	XP_031842941.1
OG0004117	XP_034196486.1	XP_031840012.1
OG0004118	XP_034187642.1	XP_031845257.1
OG0004119	XP_034179152.1	XP_031847471.1
OG0004120	XP_034179387.1	XP_031840348.1
OG0004121	XP_034173768.1	XP_031844991.1
OG0004122	XP_034182880.1	XP_031836313.1
OG0004123	XP_034183221.1	XP_031841482.1
OG0004124	XP_034179219.1	XP_031842776.1, XP_031842774.1
OG0004125	XP_034189915.1	XP_031847819.1
OG0004126	XP_034191585.1	XP_031828779.1
OG0004127	XP_034172044.1	XP_031839705.1
OG0004128	XP_034182382.1	XP_031840726.1
OG0004129	XP_034181846.1	XP_031829253.1, XP_031829254.1
OG0004130	XP_034185403.1	XP_031830388.1
OG0004131	XP_034181981.1	XP_031840708.1
OG0004132	XP_034188363.1	XP_031836854.1
OG0004133	XP_034188499.1	XP_031848339.1
OG0004134	XP_034175291.1	XP_031850035.1
OG0004135	XP_034176870.1	XP_031833549.1
OG0004136	XP_034196166.1	XP_031838810.1
OG0004137	XP_034176548.1	XP_031846781.1
OG0004138	XP_034179323.1	XP_031847468.1
OG0004139	XP_034171525.1	XP_031839914.1
OG0004141	XP_034196636.1	XP_031847271.1, XP_031847269.1
OG0004142	XP_034185025.1	XP_031830141.1
OG0004143	XP_034171113.1	XP_031828609.1
OG0004144	XP_034184645.1	XP_031829244.1
OG0004145	XP_034186750.1, XP_034186749.1	XP_031826862.1
OG0004146	XP_034190278.1	XP_031830084.1
OG0004147	XP_034179153.1	XP_031847314.1
OG0004148	XP_034186390.1	XP_031828533.1
OG0004149	XP_034183698.1	XP_031831029.1
OG0004150	XP_034177261.1	XP_031843324.1
OG0004151	XP_034186777.1	XP_031827116.1, XP_031827118.1
OG0004152	XP_034177262.1	XP_031843378.1
OG0004153	XP_034171121.1	XP_031828680.1
OG0004154	XP_034179690.1	XP_031842848.1
OG0004155	XP_034184568.1	XP_031846414.1
OG0004157	XP_034186304.1	XP_031830669.1
OG0004158	XP_034185664.1	XP_031839515.1, XP_031839507.1
OG0004159	XP_034185351.1	XP_031846487.1, XP_031846496.1
OG0004160	XP_034189488.1	XP_031841258.1, XP_031841245.1
OG0004161	XP_034178401.1	XP_031835990.1
OG0004162	XP_034191509.1	XP_031826465.1
OG0004163	XP_034187658.1, XP_034187657.1	XP_031828849.1
OG0004164	XP_034187837.1	XP_031834358.1, XP_031834357.1
OG0004165	XP_034186402.1	XP_031837660.1
OG0004166	XP_034180472.1	XP_031832697.1
OG0004167	XP_034188768.1	XP_031839526.1
OG0004168	XP_034178311.1	XP_031831065.1
OG0004169	XP_034181135.1	XP_031841865.1
OG0004170	XP_034189641.1	XP_031840567.1
OG0004171	XP_034184717.1	XP_031830304.1
OG0004172	XP_034183464.1	XP_031825861.1
OG0004173	XP_034185876.1	XP_031847862.1
OG0004174	XP_034183600.1	XP_031825864.1
OG0004175	XP_034180791.1	XP_031836178.1
OG0004176	XP_034173803.1	XP_031833266.1
OG0004177	XP_034180981.1	XP_031828129.1
OG0004178	XP_034190122.1, XP_034190123.1	XP_031843380.1
OG0004179	XP_034180465.1, XP_034180466.1	XP_031837985.1
OG0004180	XP_034190558.1	XP_031830203.1
OG0004181	XP_034188020.1	XP_031833983.1
OG0004182	XP_034190028.1	XP_031840552.1
OG0004183	XP_034195419.1	XP_031839016.1
OG0004184	XP_034182069.1	XP_031844317.1
OG0004185	XP_034179663.1	XP_031843083.1
OG0004186	XP_034176487.1	XP_031837869.1
OG0004187	XP_034177973.1	XP_031844364.1
OG0004188	XP_034174864.1	XP_031833348.1
OG0004189	XP_034174867.1, XP_034174866.1	XP_031833352.1
OG0004190	XP_034174533.1	XP_031845108.1
OG0004191	XP_034180467.1	XP_031837945.1
OG0004193	XP_034179074.1	XP_031829423.1
OG0004194	XP_034181594.1	XP_031838314.1
OG0004195	XP_034185559.1	XP_031830123.1
OG0004196	XP_034192864.1	XP_031833835.1
OG0004197	XP_034181131.1	XP_031845750.1, XP_031845749.1
OG0004198	XP_034176400.1	XP_031847082.1, XP_031847083.1
OG0004199	XP_034176055.1	XP_031847702.1
OG0004200	XP_034180808.1	XP_031837883.1
OG0004201	XP_034191738.1	XP_031845897.1
OG0004202	XP_034178175.1	XP_031827693.1
OG0004203	XP_034184069.1	XP_031840110.1
OG0004204	XP_034181693.1, XP_034181692.1	XP_031832269.1
OG0004205	XP_034191385.1	XP_031827070.1
OG0004206	XP_034181140.1	XP_031845814.1
OG0004207	XP_034184170.1	XP_031843645.1
OG0004208	XP_034171205.1	XP_031838334.1
OG0004209	XP_034183699.1	XP_031831030.1
OG0004210	XP_034176839.1	XP_031825601.1
OG0004211	XP_034177147.1	XP_031833507.1
OG0004212	XP_034192965.1	XP_031825680.1
OG0004213	XP_034193461.1	XP_031847368.1
OG0004214	XP_034196300.1	XP_031846770.1
OG0004215	XP_034192681.1	XP_031838867.1
OG0004216	XP_034195294.1, XP_034195299.1	XP_031846991.1
OG0004217	XP_034187356.1	XP_031834393.1
OG0004218	XP_034187529.1	XP_031834420.1
OG0004219	XP_034190795.1	XP_031841797.1
OG0004220	XP_034189831.1	XP_031843429.1
OG0004221	XP_034193731.1	XP_031842173.1
OG0004222	XP_034193483.1	XP_031843386.1
OG0004223	XP_034185194.1	XP_031846457.1
OG0004224	XP_034176086.1	XP_031829050.1
OG0004225	XP_034196014.1	XP_031847142.1
OG0004226	XP_034176895.1	XP_031833649.1
OG0004228	XP_034190104.1	XP_031825844.1
OG0004229	XP_034184884.1	XP_031836059.1
OG0004230	XP_034176807.1	XP_031833505.1
OG0004231	XP_034174551.1	XP_031834457.1
OG0004232	XP_034183323.1	XP_031827555.1
OG0004233	XP_034196158.1	XP_031826051.1
OG0004234	XP_034176864.1	XP_031845660.1
OG0004235	XP_034180045.1	XP_031833093.1
OG0004236	XP_034170833.1	XP_031834909.1
OG0004238	XP_034175326.1	XP_031849173.1
OG0004239	XP_034176025.1	XP_031849971.1
OG0004242	XP_034183251.1	XP_031841761.1
OG0004243	XP_034174458.1	XP_031829378.1
OG0004245	XP_034183974.1	XP_031840324.1
OG0004246	XP_034192793.1	XP_031833892.1
OG0004247	XP_034177721.1	XP_031846639.1
OG0004248	XP_034188432.1	XP_031848293.1
OG0004249	XP_034182248.1	XP_031848460.1
OG0004250	XP_034185030.1	XP_031826565.1
OG0004251	XP_034171195.1	XP_031839658.1
OG0004252	XP_034171203.1	XP_031839720.1
OG0004253	XP_034195744.1	XP_031838664.1
OG0004254	XP_034184098.1	XP_031826445.1, XP_031826442.1
OG0004255	XP_034174515.1	XP_031846282.1
OG0004256	XP_034170858.1	XP_031836787.1, XP_031834902.1, XP_031834772.1
OG0004257	XP_034170813.1	XP_031839608.1, XP_031839609.1
OG0004258	XP_034187200.1	XP_031828637.1
OG0004259	XP_034182443.1	XP_031848371.1
OG0004260	XP_034182532.1	XP_031840996.1, XP_031840994.1
OG0004261	XP_034182877.1	XP_031836187.1, XP_031836095.1
OG0004262	XP_034186975.1	XP_031827563.1
OG0004263	XP_034183932.1, XP_034183933.1	XP_031828498.1
OG0004264	XP_034173093.1, XP_034173095.1	XP_031847578.1, XP_031847573.1
OG0004265	XP_034172842.1	XP_031837588.1
OG0004266	XP_034172094.1	XP_031837446.1, XP_031837447.1
OG0004267	XP_034191981.1	XP_031843976.1
OG0004268	XP_034196047.1	XP_031843983.1
OG0004269	XP_034181414.1	XP_031846480.1
OG0004270	XP_034192868.1	XP_031831290.1, XP_031831289.1
OG0004271	XP_034176459.1	XP_031834844.1
OG0004272	XP_034191767.1	XP_031837874.1
OG0004273	XP_034191709.1, XP_034191708.1	XP_031837658.1
OG0004274	XP_034194331.1	XP_031844305.1
OG0004275	XP_034181266.1	XP_031838358.1
OG0004276	XP_034187957.1	XP_031834119.1
OG0004277	XP_034174254.1	XP_031842302.1
OG0004278	XP_034196179.1	XP_031826519.1
OG0004279	XP_034191300.1	XP_031826496.1
OG0004280	XP_034175613.1	XP_031831580.1
OG0004281	XP_034192518.1	XP_031838648.1
OG0004282	XP_034193841.1	XP_031836689.1
OG0004283	XP_034195597.1	XP_031836789.1
OG0004284	XP_034180653.1	XP_031837200.1, XP_031837205.1
OG0004285	XP_034191930.1	XP_031836978.1
OG0004286	XP_034179547.1, XP_034179541.1	XP_031838110.1
OG0004287	XP_034182566.1	XP_031847272.1
OG0004288	XP_034189358.1	XP_031848656.1, XP_031848657.1
OG0004289	XP_034186764.1	XP_031827262.1
OG0004290	XP_034186769.1	XP_031827266.1
OG0004291	XP_034178051.1	XP_031847618.1
OG0004292	XP_034178053.1	XP_031847634.1
OG0004293	XP_034182341.1	XP_031849551.1
OG0004294	XP_034193175.1	XP_031831838.1
OG0004295	XP_034175083.1	XP_031835304.1
OG0004296	XP_034181527.1	XP_031847995.1
OG0004297	XP_034194270.1	XP_031849560.1
OG0004298	XP_034194267.1, XP_034194098.1	XP_031849522.1
OG0004299	XP_034178230.1	XP_031832319.1
OG0004300	XP_034178260.1, XP_034178259.1	XP_031832365.1
OG0004301	XP_034175785.1	XP_031846164.1
OG0004302	XP_034175640.1	XP_031828524.1
OG0004303	XP_034188009.1	XP_031832241.1
OG0004304	XP_034174720.1	XP_031833200.1
OG0004305	XP_034191751.1	XP_031840437.1
OG0004306	XP_034184968.1	XP_031830116.1
OG0004307	XP_034181462.1	XP_031832049.1, XP_031832050.1
OG0004308	XP_034192522.1	XP_031832014.1
OG0004309	XP_034188960.1	XP_031840542.1, XP_031840541.1
OG0004310	XP_034189517.1	XP_031827887.1
OG0004311	XP_034179833.1	XP_031843193.1, XP_031843197.1
OG0004313	XP_034171898.1	XP_031836047.1
OG0004314	XP_034171270.1	XP_031836151.1
OG0004315	XP_034189267.1	XP_031836170.1
OG0004316	XP_034171285.1	XP_031836176.1
OG0004317	XP_034189221.1	XP_031836284.1
OG0004318	XP_034196519.1	XP_031836379.1
OG0004319	XP_034181451.1	XP_031832192.1, XP_031832191.1
OG0004320	XP_034192466.1	XP_031831894.1
OG0004321	XP_034179040.1	XP_031829519.1
OG0004322	XP_034179070.1	XP_031829529.1, XP_031829528.1
OG0004324	XP_034178029.1	XP_031840042.1
OG0004325	XP_034178645.1	XP_031835961.1
OG0004326	XP_034178493.1	XP_031835956.1
OG0004327	XP_034183089.1	XP_031826899.1, XP_031826898.1
OG0004328	XP_034186717.1	XP_031827080.1
OG0004329	XP_034186860.1	XP_031827076.1
OG0004330	XP_034190659.1	XP_031841197.1
OG0004331	XP_034184788.1	XP_031829992.1
OG0004332	XP_034184786.1	XP_031829816.1, XP_031829817.1
OG0004333	XP_034184705.1	XP_031829745.1
OG0004334	XP_034184697.1	XP_031830267.1, XP_031830265.1
OG0004335	XP_034181795.1	XP_031834244.1
OG0004336	XP_034181785.1	XP_031834226.1
OG0004337	XP_034192398.1	XP_031841803.1
OG0004338	XP_034181431.1	XP_031838392.1
OG0004339	XP_034188012.1	XP_031848982.1
OG0004340	XP_034188018.1	XP_031849013.1
OG0004341	XP_034181433.1	XP_031838398.1
OG0004342	XP_034188444.1	XP_031836814.1, XP_031836810.1
OG0004343	XP_034188267.1	XP_031844553.1
OG0004344	XP_034182208.1	XP_031840983.1
OG0004345	XP_034192482.1	XP_031832180.1
OG0004346	XP_034181289.1	XP_031832011.1
OG0004347	XP_034175279.1	XP_031833891.1
OG0004348	XP_034176418.1	XP_031837052.1
OG0004349	XP_034193724.1, XP_034193723.1	XP_031842555.1
OG0004350	XP_034177859.1	XP_031847987.1
OG0004351	XP_034175256.1	XP_031849073.1
OG0004352	XP_034195519.1, XP_034195517.1	XP_031836784.1
OG0004353	XP_034178080.1	XP_031827744.1, XP_031827742.1
OG0004354	XP_034178136.1	XP_031827746.1
OG0004355	XP_034181205.1	XP_031845790.1
OG0004356	XP_034181218.1	XP_031832209.1
OG0004357	XP_034192097.1	XP_031845971.1
OG0004358	XP_034178517.1	XP_031827701.1
OG0004359	XP_034178702.1	XP_031827835.1
OG0004360	XP_034178802.1	XP_031827722.1
OG0004361	XP_034178627.1	XP_031827665.1
OG0004362	XP_034178752.1	XP_031848985.1
OG0004363	XP_034178762.1	XP_031827695.1
OG0004364	XP_034182786.1	XP_031844635.1
OG0004365	XP_034173921.1	XP_031845100.1
OG0004366	XP_034174096.1	XP_031845391.1
OG0004367	XP_034173771.1, XP_034173772.1	XP_031845125.1, XP_031845124.1
OG0004368	XP_034179669.1	XP_031842799.1, XP_031842800.1
OG0004369	XP_034188675.1	XP_031832302.1
OG0004370	XP_034181724.1	XP_031832295.1
OG0004371	XP_034188553.1	XP_031840905.1
OG0004372	XP_034179002.1	XP_031847359.1
OG0004374	XP_034179493.1	XP_031847318.1
OG0004375	XP_034179491.1	XP_031843066.1, XP_031843067.1
OG0004376	XP_034179097.1	XP_031847492.1, XP_031847490.1
OG0004377	XP_034189120.1	XP_031834880.1
OG0004378	XP_034171497.1	XP_031829207.1
OG0004379	XP_034195374.1	XP_031838807.1
OG0004380	XP_034176637.1	XP_031838268.1
OG0004381	XP_034186809.1	XP_031842160.1
OG0004382	XP_034191394.1	XP_031827072.1
OG0004383	XP_034191399.1	XP_031826985.1
OG0004384	XP_034186703.1	XP_031825658.1
OG0004385	XP_034181418.1	XP_031834214.1
OG0004386	XP_034184317.1	XP_031838172.1
OG0004387	XP_034184499.1	XP_031844219.1
OG0004388	XP_034184494.1, XP_034184493.1	XP_031845301.1
OG0004389	XP_034184504.1	XP_031845315.1
OG0004390	XP_034184501.1	XP_031845494.1
OG0004391	XP_034184352.1	XP_031846206.1
OG0004392	XP_034186488.1, XP_034186479.1	XP_031840311.1
OG0004393	XP_034187460.1	XP_031835108.1
OG0004394	XP_034184524.1, XP_034184523.1	XP_031842470.1
OG0004395	XP_034183986.1	XP_031848934.1, XP_031838097.1, XP_031838096.1
OG0004396	XP_034195869.1	XP_031838388.1, XP_031838397.1
OG0004397	XP_034182012.1	XP_031843522.1
OG0004398	XP_034180021.1	XP_031843523.1
OG0004399	XP_034175860.1	XP_031837047.1
OG0004400	XP_034195639.1	XP_031828891.1
OG0004401	XP_034188806.1	XP_031835131.1
OG0004402	XP_034180425.1	XP_031846242.1
OG0004403	XP_034177002.1	XP_031825630.1
OG0004404	XP_034177146.1	XP_031833506.1
OG0004405	XP_034177105.1	XP_031825483.1
OG0004406	XP_034177169.1, XP_034177170.1	XP_031833551.1
OG0004407	XP_034177733.1	XP_031833724.1
OG0004408	XP_034177737.1	XP_031833725.1
OG0004409	XP_034186891.1	XP_031825342.1
OG0004410	XP_034183042.1	XP_031841326.1
OG0004411	XP_034189510.1	XP_031830945.1, XP_031830942.1
OG0004412	XP_034194975.1	XP_031845632.1
OG0004413	XP_034192300.1	XP_031846986.1
OG0004414	XP_034181652.1	XP_031828785.1
OG0004415	XP_034183713.1	XP_031843430.1
OG0004416	XP_034183493.1	XP_031843441.1
OG0004417	XP_034183786.1	XP_031841273.1
OG0004418	XP_034183790.1	XP_031841268.1
OG0004419	XP_034190031.1	XP_031843892.1
OG0004420	XP_034190032.1	XP_031843894.1
OG0004421	XP_034190134.1	XP_031825903.1
OG0004422	XP_034183794.1	XP_031830466.1
OG0004423	XP_034194080.1	XP_031837290.1
OG0004424	XP_034184588.1	XP_031829570.1
OG0004425	XP_034182885.1	XP_031825669.1
OG0004426	XP_034190796.1	XP_031841745.1
OG0004427	XP_034171585.1	XP_031843443.1
OG0004428	XP_034171660.1	XP_031839024.1
OG0004429	XP_034183538.1	XP_031839019.1
OG0004430	XP_034183549.1	XP_031843661.1, XP_031843662.1
OG0004432	XP_034174900.1	XP_031829147.1
OG0004434	XP_034193895.1	XP_031842930.1, XP_031842929.1
OG0004435	XP_034179538.1	XP_031843053.1
OG0004436	XP_034179523.1	XP_031842852.1
OG0004437	XP_034193669.1	XP_031842861.1, XP_031842862.1
OG0004438	XP_034178898.1	XP_031843059.1
OG0004439	XP_034193715.1	XP_031842759.1
OG0004440	XP_034179311.1	XP_031847335.1
OG0004441	XP_034179920.1	XP_031847465.1
OG0004442	XP_034178869.1	XP_031837844.1
OG0004443	XP_034179925.1	XP_031829496.1
OG0004444	XP_034190199.1	XP_031828983.1
OG0004445	XP_034195104.1	XP_031829700.1
OG0004446	XP_034185174.1, XP_034185173.1	XP_031830463.1
OG0004447	XP_034181020.1, XP_034181018.1, XP_034181019.1	XP_031838326.1
OG0004448	XP_034188170.1	XP_031841050.1
OG0004449	XP_034188176.1	XP_031840955.1
OG0004450	XP_034188466.1	XP_031844256.1
OG0004451	XP_034195460.1	XP_031838768.1, XP_031838770.1
OG0004452	XP_034177021.1	XP_031848706.1
OG0004453	XP_034177204.1	XP_031833594.1
OG0004454	XP_034196646.1	XP_031843283.1, XP_031843284.1
OG0004455	XP_034176064.1	XP_031828484.1
OG0004456	XP_034185345.1	XP_031846481.1
OG0004457	XP_034184640.1	XP_031830559.1
OG0004458	XP_034190327.1	XP_031830586.1
OG0004459	XP_034190325.1	XP_031830023.1
OG0004460	XP_034190670.1	XP_031829868.1
OG0004461	XP_034185462.1	XP_031830237.1
OG0004462	XP_034185459.1	XP_031830017.1, XP_031830018.1
OG0004463	XP_034196600.1	XP_031843318.1
OG0004464	XP_034177272.1	XP_031833544.1
OG0004465	XP_034176938.1, XP_034176937.1	XP_031831280.1
OG0004466	XP_034191616.1, XP_034191608.1	XP_031832675.1
OG0004467	XP_034191601.1	XP_031832715.1
OG0004468	XP_034191638.1	XP_031832716.1
OG0004469	XP_034192125.1	XP_031832679.1
OG0004470	XP_034195255.1, XP_034195254.1, XP_034195263.1	XP_031833114.1
OG0004471	XP_034195258.1, XP_034195286.1	XP_031832944.1
OG0004472	XP_034191552.1	XP_031829649.1
OG0004473	XP_034191546.1	XP_031829648.1
OG0004474	XP_034185967.1	XP_031837868.1, XP_031837867.1
OG0004475	XP_034177936.1	XP_031836234.1
OG0004476	XP_034178400.1	XP_031836027.1, XP_031836028.1
OG0004477	XP_034178165.1	XP_031836228.1
OG0004478	XP_034178289.1	XP_031836068.1
OG0004479	XP_034178614.1	XP_031836312.1
OG0004480	XP_034181521.1	XP_031826653.1
OG0004481	XP_034186425.1	XP_031827509.1
OG0004482	XP_034191152.1	XP_031827544.1
OG0004483	XP_034191154.1	XP_031827535.1
OG0004484	XP_034190876.1	XP_031841458.1, XP_031841459.1
OG0004485	XP_034186525.1	XP_031827460.1
OG0004486	XP_034186514.1	XP_031827458.1
OG0004487	XP_034186489.1	XP_031825874.1
OG0004488	XP_034186487.1	XP_031850018.1
OG0004489	XP_034187347.1	XP_031836192.1
OG0004490	XP_034195815.1	XP_031838752.1
OG0004491	XP_034195987.1	XP_031839011.1
OG0004492	XP_034187925.1	XP_031846680.1
OG0004493	XP_034184792.1	XP_031826323.1
OG0004494	XP_034186041.1, XP_034186044.1	XP_031835878.1
OG0004495	XP_034176865.1	XP_031845661.1
OG0004496	XP_034176939.1	XP_031845668.1
OG0004497	XP_034180035.1	XP_031833012.1
OG0004498	XP_034180773.1	XP_031845883.1
OG0004499	XP_034196564.1	XP_031834686.1
OG0004500	XP_034171948.1	XP_031834526.1
OG0004501	XP_034171747.1	XP_031834575.1
OG0004502	XP_034191876.1	XP_031836750.1
OG0004503	XP_034192060.1	XP_031837380.1
OG0004504	XP_034186055.1	XP_031845489.1
OG0004505	XP_034189457.1	XP_031848273.1
OG0004506	XP_034189538.1	XP_031847799.1
OG0004507	XP_034185738.1	XP_031847754.1
OG0004508	XP_034186178.1	XP_031830829.1
OG0004509	XP_034186234.1	XP_031830696.1
OG0004510	XP_034191864.1	XP_031836853.1
OG0004511	XP_034175275.1	XP_031849903.1
OG0004512	XP_034176552.1	XP_031850228.1
OG0004514	XP_034175164.1, XP_034175163.1	XP_031835327.1
OG0004515	XP_034175680.1	XP_031849198.1
OG0004516	XP_034175893.1	XP_031849311.1
OG0004517	XP_034193452.1	XP_031849429.1
OG0004518	XP_034193280.1	XP_031835599.1
OG0004519	XP_034175314.1	XP_031835397.1
OG0004520	XP_034176308.1	XP_031835629.1
OG0004521	XP_034183182.1	XP_031827409.1
OG0004522	XP_034187471.1	XP_031845531.1
OG0004523	XP_034187700.1	XP_031845332.1
OG0004524	XP_034187649.1	XP_031845022.1
OG0004525	XP_034183950.1	XP_031843096.1
OG0004526	XP_034184235.1	XP_031843072.1
OG0004527	XP_034178600.1	XP_031841519.1, XP_031841510.1
OG0004528	XP_034194591.1	XP_031840338.1
OG0004529	XP_034180290.1	XP_031841836.1
OG0004530	XP_034176889.1	XP_031833430.1
OG0004531	XP_034174830.1, XP_034174829.1	XP_031833852.1
OG0004532	XP_034192604.1	XP_031825310.1
OG0004533	XP_034192808.1	XP_031833962.1, XP_031833963.1
OG0004534	XP_034192776.1	XP_031833754.1
OG0004535	XP_034192760.1, XP_034192761.1	XP_031833910.1
OG0004536	XP_034192655.1	XP_031843361.1, XP_031843360.1
OG0004537	XP_034177814.1	XP_031833448.1
OG0004538	XP_034194604.1	XP_031836108.1
OG0004539	XP_034178667.1	XP_031836291.1
OG0004540	XP_034187788.1	XP_031828699.1
OG0004541	XP_034187715.1	XP_031849933.1, XP_031849932.1
OG0004542	XP_034196679.1	XP_031839594.1, XP_031839593.1
OG0004543	XP_034171755.1	XP_031834427.1
OG0004544	XP_034194646.1	XP_031838729.1
OG0004545	XP_034186897.1	XP_031826691.1
OG0004546	XP_034185378.1	XP_031830380.1
OG0004547	XP_034191269.1	XP_031826269.1
OG0004548	XP_034182741.1	XP_031826226.1
OG0004549	XP_034188423.1	XP_031836880.1, XP_031836881.1
OG0004550	XP_034194315.1	XP_031844229.1
OG0004551	XP_034179035.1	XP_031840464.1
OG0004552	XP_034172744.1, XP_034172765.1	XP_031840479.1, XP_031840480.1
OG0004553	XP_034175364.1	XP_031840379.1
OG0004554	XP_034196063.1	XP_031826516.1
OG0004555	XP_034189271.1, XP_034189270.1	XP_031832580.1
OG0004556	XP_034188907.1	XP_031833498.1
OG0004557	XP_034189407.1	XP_031844898.1
OG0004558	XP_034188976.1	XP_031839876.1
OG0004560	XP_034171975.1	XP_031834741.1
OG0004561	XP_034196638.1	XP_031839679.1
OG0004562	XP_034171719.1	XP_031834631.1, XP_031834637.1
OG0004563	XP_034189849.1	XP_031830819.1
OG0004564	XP_034183412.1	XP_031830445.1
OG0004565	XP_034182233.1	XP_031840910.1
OG0004566	XP_034191224.1	XP_031827846.1
OG0004567	XP_034184682.1	XP_031825991.1, XP_031825990.1
OG0004568	XP_034178246.1	XP_031826065.1
OG0004569	XP_034173010.1	XP_031840612.1
OG0004570	XP_034182980.1	XP_031845254.1
OG0004571	XP_034182874.1	XP_031835975.1
OG0004572	XP_034191318.1	XP_031827290.1
OG0004573	XP_034188491.1	XP_031826081.1
OG0004574	XP_034172002.1	XP_031826452.1
OG0004575	XP_034176256.1	XP_031828171.1
OG0004576	XP_034181316.1	XP_031847024.1
OG0004577	XP_034181407.1	XP_031846971.1
OG0004578	XP_034190705.1, XP_034190704.1	XP_031829768.1
OG0004579	XP_034182049.1	XP_031834320.1
OG0004580	XP_034182042.1	XP_031834314.1
OG0004581	XP_034182522.1	XP_031834332.1
OG0004583	XP_034191002.1	XP_031825439.1
OG0004584	XP_034190996.1, XP_034190995.1	XP_031827370.1
OG0004585	XP_034191413.1	XP_031827357.1
OG0004586	XP_034188803.1	XP_031828213.1
OG0004587	XP_034172154.1	XP_031828054.1
OG0004588	XP_034181298.1	XP_031828181.1
OG0004590	XP_034191049.1, XP_034191050.1	XP_031826709.1
OG0004591	XP_034190937.1	XP_031826833.1, XP_031826834.1
OG0004592	XP_034176602.1	XP_031849385.1
OG0004593	XP_034193097.1	XP_031850079.1
OG0004594	XP_034193202.1	XP_031850151.1
OG0004595	XP_034175415.1	XP_031850275.1
OG0004596	XP_034174972.1	XP_031835659.1
OG0004597	XP_034175233.1	XP_031835443.1, XP_031835444.1
OG0004598	XP_034196209.1	XP_031848478.1
OG0004599	XP_034173147.1	XP_031846873.1
OG0004600	XP_034172876.1	XP_031846823.1
OG0004601	XP_034173295.1	XP_031827371.1
OG0004602	XP_034173274.1	XP_031827341.1
OG0004603	XP_034188155.1	XP_031829204.1
OG0004604	XP_034184594.1	XP_031829245.1
OG0004605	XP_034196405.1	XP_031838660.1
OG0004606	XP_034194728.1	XP_031838723.1
OG0004607	XP_034172611.1	XP_031837428.1
