Orthogroup	Osmia_lignaria	Megalopta_genalis
OG0003502	XP_034183572.1	XP_033326028.1
OG0003503	XP_034189574.1	XP_033325875.1
OG0003504	XP_034186096.1	XP_033331424.1
OG0003505	XP_034185792.1	XP_033325384.1, XP_033325383.1
OG0003506	XP_034189469.1	XP_033325731.1, XP_033325730.1
OG0003507	XP_034189512.1	XP_033331428.1
OG0003508	XP_034187659.1	XP_033339654.1
OG0003509	XP_034172066.1	XP_033328912.1
OG0003510	XP_034193459.1	XP_033334968.1
OG0003511	XP_034193458.1	XP_033334953.1, XP_033334951.1
OG0003512	XP_034174981.1	XP_033342820.1
OG0003513	XP_034175577.1	XP_033334831.1
OG0003514	XP_034193332.1	XP_033342612.1
OG0003515	XP_034193283.1	XP_033342268.1
OG0003516	XP_034176583.1	XP_033338955.1, XP_033338956.1
OG0003517	XP_034173447.1	XP_033340017.1
OG0003518	XP_034183199.1	XP_033338399.1
OG0003519	XP_034191139.1	XP_033325043.1
OG0003520	XP_034179055.1	XP_033322422.1
OG0003521	XP_034171412.1	XP_033330968.1
OG0003522	XP_034178874.1	XP_033339445.1
OG0003523	XP_034183029.1	XP_033335233.1, XP_033335239.1
OG0003524	XP_034178611.1	XP_033339286.1, XP_033339341.1
OG0003525	XP_034178317.1	XP_033326409.1
OG0003526	XP_034178288.1	XP_033323427.1, XP_033323423.1
OG0003527	XP_034180452.1	XP_033330474.1
OG0003528	XP_034180087.1	XP_033336330.1
OG0003529	XP_034172564.1	XP_033341412.1, XP_033341413.1
OG0003530	XP_034180499.1, XP_034180507.1	XP_033335931.1
OG0003531	XP_034180664.1	XP_033336239.1
OG0003532	XP_034173014.1	XP_033328828.1
OG0003533	XP_034193729.1	XP_033324798.1, XP_033324801.1
OG0003534	XP_034179291.1	XP_033320857.1
OG0003535	XP_034179854.1	XP_033324815.1
OG0003536	XP_034193736.1	XP_033322359.1, XP_033322360.1
OG0003537	XP_034179494.1	XP_033340700.1, XP_033340693.1
OG0003538	XP_034193462.1	XP_033324890.1
OG0003539	XP_034193567.1	XP_033324732.1, XP_033324738.1
OG0003541	XP_034193845.1	XP_033342105.1
OG0003543	XP_034186389.1	XP_033324542.1, XP_033324541.1, XP_033324540.1
OG0003544	XP_034191191.1	XP_033338817.1, XP_033338818.1
OG0003545	XP_034182848.1, XP_034182846.1, XP_034182847.1	XP_033325145.1, XP_033325058.1, XP_033325056.1
OG0003546	XP_034183469.1, XP_034183470.1	XP_033331681.1
OG0003547	XP_034183335.1	XP_033322257.1
OG0003548	XP_034175536.1	XP_033331560.1
OG0003549	XP_034175541.1	XP_033331559.1
OG0003550	XP_034194473.1	XP_033321811.1
OG0003551	XP_034171555.1	XP_033323621.1, XP_033323623.1, XP_033323622.1
OG0003552	XP_034171553.1	XP_033323658.1, XP_033323659.1
OG0003553	XP_034189208.1	XP_033341794.1, XP_033339914.1
OG0003554	XP_034196676.1	XP_033321567.1, XP_033321565.1
OG0003555	XP_034176363.1	XP_033341895.1
OG0003556	XP_034188995.1	XP_033341960.1
OG0003557	XP_034187409.1	XP_033339602.1, XP_033339603.1
OG0003558	XP_034182613.1	XP_033330672.1, XP_033330671.1
OG0003559	XP_034171101.1	XP_033330754.1
OG0003560	XP_034189371.1, XP_034189369.1	XP_033330762.1, XP_033330635.1
OG0003561	XP_034171725.1	XP_033341795.1
OG0003562	XP_034188654.1	XP_033326940.1
OG0003563	XP_034182380.1	XP_033321734.1
OG0003564	XP_034182250.1	XP_033321682.1, XP_033321681.1
OG0003565	XP_034182806.1	XP_033331280.1
OG0003566	XP_034182252.1	XP_033322023.1
OG0003567	XP_034182465.1	XP_033329870.1
OG0003568	XP_034182063.1	XP_033326823.1
OG0003569	XP_034188644.1	XP_033329864.1, XP_033329863.1
OG0003570	XP_034182825.1, XP_034182824.1	XP_033323119.1
OG0003571	XP_034194526.1	XP_033321912.1
OG0003572	XP_034194395.1	XP_033327981.1
OG0003573	XP_034194719.1	XP_033323225.1
OG0003575	XP_034174845.1	XP_033337653.1, XP_033337652.1
OG0003576	XP_034194768.1	XP_033321844.1
OG0003577	XP_034187635.1	XP_033327098.1
OG0003579	XP_034180458.1	XP_033330475.1
OG0003580	XP_034175013.1	XP_033331804.1
OG0003581	XP_034174244.1	XP_033327226.1, XP_033327223.1, XP_033327227.1
OG0003582	XP_034174054.1	XP_033329772.1
OG0003583	XP_034174619.1	XP_033333789.1
OG0003585	XP_034174368.1	XP_033326963.1
OG0003586	XP_034187546.1, XP_034187547.1	XP_033326413.1
OG0003587	XP_034174355.1	XP_033327045.1, XP_033327043.1
OG0003588	XP_034174545.1	XP_033327052.1, XP_033327051.1, XP_033341788.1
OG0003589	XP_034172912.1	XP_033325241.1
OG0003590	XP_034177075.1	XP_033323324.1
OG0003591	XP_034177485.1	XP_033328236.1
OG0003592	XP_034177489.1	XP_033328243.1, XP_033328242.1
OG0003593	XP_034186816.1	XP_033336987.1
OG0003595	XP_034177600.1	XP_033322553.1
OG0003596	XP_034191365.1	XP_033326092.1, XP_033326091.1
OG0003597	XP_034192944.1, XP_034192943.1, XP_034192941.1	XP_033324057.1
OG0003598	XP_034176748.1, XP_034176750.1	XP_033324256.1
OG0003599	XP_034177191.1, XP_034177192.1	XP_033335588.1
OG0003600	XP_034176896.1	XP_033333958.1
OG0003601	XP_034192983.1	XP_033324066.1, XP_033324065.1
OG0003602	XP_034192747.1	XP_033327973.1
OG0003603	XP_034176884.1, XP_034176883.1	XP_033328185.1
OG0003604	XP_034177173.1	XP_033327814.1
OG0003605	XP_034177221.1	XP_033337134.1, XP_033337264.1
OG0003606	XP_034177240.1	XP_033321134.1
OG0003607	XP_034192936.1	XP_033324098.1
OG0003608	XP_034177773.1	XP_033332735.1
OG0003609	XP_034196505.1	XP_033340324.1
OG0003610	XP_034184030.1	XP_033333507.1
OG0003611	XP_034195637.1	XP_033331727.1
OG0003612	XP_034196395.1	XP_033329687.1
OG0003613	XP_034195602.1	XP_033330955.1
OG0003614	XP_034188818.1	XP_033340998.1
OG0003615	XP_034196410.1	XP_033332342.1
OG0003616	XP_034194091.1	XP_033323724.1, XP_033323725.1, XP_033323726.1
OG0003617	XP_034195093.1	XP_033339340.1
OG0003618	XP_034195946.1	XP_033320789.1
OG0003619	XP_034195995.1	XP_033329674.1
OG0003620	XP_034196363.1	XP_033321095.1
OG0003621	XP_034175232.1	XP_033333811.1
OG0003622	XP_034192545.1	XP_033322727.1
OG0003623	XP_034196001.1	XP_033333865.1, XP_033333866.1
OG0003624	XP_034195589.1	XP_033329174.1, XP_033329175.1
OG0003625	XP_034196128.1	XP_033323769.1
OG0003626	XP_034171460.1, XP_034171452.1	XP_033322986.1
OG0003627	XP_034181082.1	XP_033329267.1
OG0003628	XP_034177045.1	XP_033331873.1, XP_033331874.1
OG0003629	XP_034181223.1	XP_033329221.1, XP_033329223.1
OG0003630	XP_034181853.1	XP_033332725.1
OG0003631	XP_034184072.1	XP_033340908.1
OG0003632	XP_034181443.1	XP_033329377.1
OG0003633	XP_034189171.1	XP_033334333.1
OG0003634	XP_034185523.1, XP_034185522.1	XP_033335146.1
OG0003635	XP_034193237.1	XP_033324509.1
OG0003636	XP_034191952.1	XP_033321732.1
OG0003637	XP_034188948.1	XP_033325549.1
OG0003638	XP_034188113.1	XP_033329428.1
OG0003639	XP_034171180.1	XP_033322774.1
OG0003640	XP_034181171.1	XP_033329272.1
OG0003642	XP_034188965.1, XP_034188964.1	XP_033325891.1
OG0003643	XP_034190588.1	XP_033327297.1, XP_033327299.1
OG0003644	XP_034188008.1	XP_033329608.1
OG0003645	XP_034171298.1	XP_033323987.1
OG0003646	XP_034185287.1	XP_033327481.1
OG0003647	XP_034184683.1	XP_033332640.1
OG0003648	XP_034171839.1	XP_033327767.1
OG0003649	XP_034192446.1, XP_034192444.1, XP_034192445.1	XP_033339159.1
OG0003650	XP_034192519.1, XP_034192517.1	XP_033339250.1
OG0003651	XP_034184784.1	XP_033332558.1, XP_033332560.1
OG0003652	XP_034181273.1, XP_034181272.1	XP_033329444.1
OG0003653	XP_034172272.1	XP_033340184.1, XP_033340183.1
OG0003654	XP_034185217.1	XP_033337395.1
OG0003655	XP_034180908.1	XP_033337675.1
OG0003656	XP_034185503.1	XP_033336741.1
OG0003657	XP_034184605.1	XP_033321325.1
OG0003658	XP_034185598.1	XP_033327446.1
OG0003659	XP_034172600.1	XP_033340181.1, XP_033340180.1
OG0003660	XP_034173343.1	XP_033321157.1
OG0003661	XP_034180267.1	XP_033323333.1
OG0003662	XP_034186531.1	XP_033333437.1
OG0003663	XP_034184083.1	XP_033333283.1
OG0003664	XP_034183365.1	XP_033331591.1
OG0003665	XP_034190018.1	XP_033326043.1, XP_033326040.1
OG0003666	XP_034175129.1	XP_033332226.1
OG0003667	XP_034172160.1	XP_033340176.1, XP_033340175.1
OG0003668	XP_034178037.1	XP_033338481.1
OG0003669	XP_034183552.1	XP_033325619.1
OG0003670	XP_034186040.1	XP_033325503.1
OG0003671	XP_034189671.1	XP_033325674.1
OG0003672	XP_034181297.1	XP_033324499.1
OG0003673	XP_034189939.1	XP_033325458.1
OG0003674	XP_034194284.1	XP_033321956.1
OG0003675	XP_034189600.1	XP_033339883.1, XP_033331411.1
OG0003676	XP_034183689.1	XP_033339606.1
OG0003677	XP_034189694.1, XP_034189693.1, XP_034189695.1	XP_033325425.1
OG0003678	XP_034183403.1	XP_033325431.1
OG0003679	XP_034190021.1	XP_033325683.1
OG0003680	XP_034190619.1	XP_033333079.1
OG0003682	XP_034183811.1	XP_033331750.1
OG0003683	XP_034189957.1	XP_033340966.1
OG0003684	XP_034175512.1	XP_033342436.1
OG0003685	XP_034176165.1	XP_033324486.1
OG0003686	XP_034179495.1	XP_033331865.1
OG0003687	XP_034175217.1	XP_033342998.1
OG0003688	XP_034192296.1	XP_033336735.1
OG0003689	XP_034174945.1, XP_034174948.1	XP_033334902.1
OG0003690	XP_034187756.1	XP_033336818.1, XP_033329910.1, XP_033336774.1
OG0003691	XP_034193112.1	XP_033342266.1
OG0003692	XP_034175782.1	XP_033334513.1
OG0003693	XP_034175820.1, XP_034175821.1, XP_034175822.1	XP_033334518.1
OG0003694	XP_034178883.1	XP_033331849.1, XP_033331848.1
OG0003695	XP_034189274.1	XP_033323034.1
OG0003696	XP_034175191.1	XP_033342451.1, XP_033342452.1
OG0003697	XP_034175564.1	XP_033334677.1
OG0003698	XP_034193261.1	XP_033342250.1
OG0003699	XP_034193432.1	XP_033334889.1
OG0003700	XP_034193365.1	XP_033334693.1
OG0003701	XP_034175461.1	XP_033331654.1
OG0003702	XP_034189704.1, XP_034189703.1	XP_033322583.1
OG0003703	XP_034186928.1, XP_034186925.1	XP_033335392.1
OG0003704	XP_034179772.1	XP_033322327.1
OG0003705	XP_034191499.1	XP_033340573.1
OG0003706	XP_034173047.1	XP_033339892.1, XP_033328823.1, XP_033328827.1
OG0003707	XP_034178381.1	XP_033328274.1
OG0003709	XP_034189568.1	XP_033337532.1
OG0003710	XP_034178340.1	XP_033330186.1
OG0003711	XP_034173893.1	XP_033325317.1, XP_033325315.1, XP_033325316.1
OG0003712	XP_034177929.1	XP_033339994.1, XP_033330286.1
OG0003713	XP_034178571.1	XP_033330167.1
OG0003714	XP_034178066.1	XP_033332210.1, XP_033332209.1
OG0003715	XP_034178461.1, XP_034178455.1	XP_033334314.1
OG0003716	XP_034180037.1	XP_033335774.1
OG0003717	XP_034192135.1	XP_033335970.1
OG0003718	XP_034191974.1	XP_033336419.1, XP_033336415.1
OG0003719	XP_034191685.1	XP_033321514.1, XP_033336434.1
OG0003720	XP_034180331.1	XP_033323977.1
OG0003721	XP_034191462.1, XP_034191435.1	XP_033336350.1
OG0003722	XP_034180144.1	XP_033336535.1
OG0003723	XP_034179190.1	XP_033324845.1, XP_033324844.1
OG0003724	XP_034178910.1	XP_033324894.1
OG0003725	XP_034193963.1	XP_033342557.1
OG0003726	XP_034179585.1	XP_033340535.1
OG0003727	XP_034193797.1	XP_033324980.1
OG0003728	XP_034179050.1	XP_033322304.1, XP_033322305.1
OG0003729	XP_034179192.1	XP_033324709.1
OG0003730	XP_034193502.1, XP_034193501.1	XP_033341566.1
OG0003731	XP_034187079.1	XP_033338894.1, XP_033338892.1, XP_033338893.1
OG0003732	XP_034190792.1	XP_033330064.1
OG0003733	XP_034174563.1	XP_033340536.1
OG0003734	XP_034183085.1	XP_033325181.1, XP_033325032.1
OG0003735	XP_034191295.1	XP_033338500.1
OG0003736	XP_034186753.1	XP_033338555.1
OG0003737	XP_034177483.1	XP_033340283.1
OG0003738	XP_034180151.1	XP_033331831.1
OG0003739	XP_034191995.1	XP_033340796.1
OG0003740	XP_034172069.1	XP_033328807.1, XP_033328640.1, XP_033328639.1
OG0003741	XP_034172316.1	XP_033341110.1
OG0003742	XP_034187261.1	XP_033321456.1, XP_033321455.1, XP_033321459.1
OG0003743	XP_034179696.1, XP_034179691.1	XP_033328765.1
OG0003744	XP_034194912.1, XP_034194913.1	XP_033339943.1
OG0003745	XP_034171281.1	XP_033339834.1, XP_033330632.1
OG0003746	XP_034189243.1	XP_033342203.1
OG0003747	XP_034176230.1	XP_033342445.1
OG0003748	XP_034175121.1	XP_033334935.1, XP_033334934.1, XP_033334933.1
OG0003749	XP_034178076.1	XP_033332236.1
OG0003750	XP_034178163.1	XP_033328708.1, XP_033328537.1
OG0003751	XP_034191676.1	XP_033336139.1
OG0003752	XP_034193546.1	XP_033324629.1, XP_033324631.1, XP_033324630.1
OG0003753	XP_034183508.1, XP_034183507.1	XP_033323598.1
OG0003754	XP_034189222.1	XP_033342083.1
OG0003755	XP_034171571.1	XP_033334262.1
OG0003756	XP_034170949.1	XP_033338234.1
OG0003757	XP_034196626.1	XP_033323677.1
OG0003758	XP_034193015.1	XP_033331133.1
OG0003759	XP_034177143.1	XP_033321174.1
OG0003760	XP_034184510.1	XP_033332383.1
OG0003761	XP_034184075.1	XP_033334336.1
OG0003762	XP_034171493.1	XP_033323957.1
OG0003763	XP_034177858.1, XP_034177857.1	XP_033322567.1, XP_033322566.1
OG0003764	XP_034178470.1	XP_033321588.1
OG0003765	XP_034188772.1	XP_033342001.1
OG0003766	XP_034188685.1	XP_033323631.1
OG0003767	XP_034174857.1	XP_033326616.1
OG0003768	XP_034188495.1, XP_034188497.1, XP_034188498.1	XP_033331270.1
OG0003769	XP_034176866.1	XP_033328183.1, XP_033328182.1
OG0003771	XP_034172956.1	XP_033340669.1
OG0003772	XP_034192546.1	XP_033325286.1
OG0003773	XP_034186087.1	XP_033331405.1
OG0003774	XP_034172267.1	XP_033331884.1
OG0003775	XP_034172550.1	XP_033328528.1
OG0003776	XP_034186903.1	XP_033338920.1
OG0003777	XP_034179979.1	XP_033330799.1, XP_033330800.1, XP_033330801.1
OG0003778	XP_034184975.1	XP_033337393.1
OG0003779	XP_034187031.1	XP_033326533.1, XP_033326531.1, XP_033326532.1
OG0003780	XP_034182745.1	XP_033331241.1
OG0003781	XP_034190115.1, XP_034190116.1	XP_033341073.1
OG0003783	XP_034189433.1	XP_033339324.1, XP_033321463.1
OG0003784	XP_034175521.1	XP_033342935.1
OG0003785	XP_034171077.1	XP_033329839.1
OG0003786	XP_034186839.1	XP_033329714.1
OG0003787	XP_034184471.1	XP_033340696.1
OG0003788	XP_034179113.1	XP_033323107.1, XP_033323155.1, XP_033339860.1
OG0003789	XP_034179275.1	XP_033339442.1
OG0003790	XP_034178181.1	XP_033333684.1
OG0003791	XP_034191147.1	XP_033325202.1
OG0003792	XP_034185745.1, XP_034185744.1	XP_033331513.1
OG0003793	XP_034186070.1	XP_033325931.1, XP_033325930.1
OG0003794	XP_034175818.1, XP_034175817.1, XP_034175819.1	XP_033342533.1
OG0003795	XP_034185111.1	XP_033340046.1, XP_033340047.1
OG0003796	XP_034171854.1	XP_033340774.1
OG0003797	XP_034174987.1, XP_034174983.1	XP_033342999.1
OG0003798	XP_034178613.1, XP_034178612.1	XP_033339158.1
OG0003799	XP_034178031.1	XP_033330225.1
OG0003800	XP_034178041.1	XP_033332014.1
OG0003801	XP_034180627.1	XP_033335919.1
OG0003802	XP_034172531.1	XP_033340411.1
OG0003803	XP_034172333.1	XP_033328953.1
OG0003804	XP_034171581.1	XP_033323666.1, XP_033323665.1
OG0003805	XP_034194598.1	XP_033321891.1
OG0003806	XP_034187450.1	XP_033336914.1
OG0003807	XP_034187514.1	XP_033338099.1
OG0003808	XP_034173692.1	XP_033336893.1
OG0003809	XP_034177079.1	XP_033323342.1
OG0003810	XP_034196130.1	XP_033326931.1
OG0003811	XP_034176525.1, XP_034176535.1	XP_033340378.1, XP_033340379.1
OG0003812	XP_034187876.1	XP_033334094.1
OG0003813	XP_034182717.1	XP_033329876.1
OG0003814	XP_034173146.1	XP_033323010.1, XP_033323012.1, XP_033323011.1
OG0003815	XP_034173785.1	XP_033328506.1, XP_033328515.1
OG0003816	XP_034185918.1	XP_033341069.1, XP_033341068.1
OG0003817	XP_034181013.1	XP_033329572.1
OG0003818	XP_034185551.1	XP_033330347.1
OG0003819	XP_034188043.1	XP_033333106.1
OG0003820	XP_034186865.1	XP_033338742.1
OG0003821	XP_034170884.1	XP_033330576.1
OG0003822	XP_034171728.1	XP_033321498.1
OG0003823	XP_034195780.1	XP_033325600.1
OG0003824	XP_034173883.1	XP_033336867.1, XP_033336866.1
OG0003825	XP_034175335.1	XP_033342606.1, XP_033342608.1, XP_033342607.1
OG0003827	XP_034175575.1	XP_033328478.1
OG0003828	XP_034187244.1	XP_033337052.1
OG0003829	XP_034181919.1	XP_033326769.1
OG0003830	XP_034173575.1	XP_033340173.1, XP_033340172.1
OG0003831	XP_034186073.1	XP_033333618.1, XP_033333616.1
OG0003832	XP_034184038.1	XP_033333516.1
OG0003833	XP_034195786.1	XP_033343091.1, XP_033343092.1
OG0003834	XP_034191535.1, XP_034191536.1	XP_033335693.1
OG0003835	XP_034175360.1	XP_033334887.1
OG0003836	XP_034190242.1	XP_033327627.1, XP_033327626.1
OG0003837	XP_034170883.1	XP_033330739.1
OG0003839	XP_034193215.1	XP_033334802.1
OG0003840	XP_034193659.1	XP_033331031.1, XP_033331047.1
OG0003841	XP_034191492.1	XP_033336411.1, XP_033336412.1
OG0003842	XP_034175214.1	XP_033334649.1
OG0003843	XP_034196178.1	XP_033343117.1
OG0003844	XP_034187907.1	XP_033339681.1, XP_033339680.1, XP_033339678.1
OG0003845	XP_034178713.1	XP_033330268.1
OG0003846	XP_034192860.1	XP_033322552.1
OG0003847	XP_034175685.1	XP_033334555.1, XP_033334559.1
OG0003848	XP_034188648.1	XP_033322156.1
OG0003849	XP_034181246.1	XP_033334012.1, XP_033334010.1, XP_033334011.1
OG0003850	XP_034177235.1	XP_033321175.1, XP_033321178.1
OG0003851	XP_034191700.1	XP_033336437.1, XP_033336436.1, XP_033336438.1
OG0003852	XP_034192949.1	XP_033324342.1
OG0003853	XP_034180914.1	XP_033337693.1
OG0003854	XP_034186081.1	XP_033325902.1
OG0003855	XP_034176136.1	XP_033342949.1
OG0003856	XP_034182343.1	XP_033326967.1
OG0003857	XP_034195753.1	XP_033323759.1
OG0003858	XP_034173101.1	XP_033340545.1
OG0003859	XP_034172129.1	XP_033341327.1
OG0003860	XP_034181184.1	XP_033323493.1
OG0003861	XP_034195563.1	XP_033329171.1
OG0003862	XP_034193534.1	XP_033341732.1
OG0003863	XP_034191637.1	XP_033323866.1
OG0003864	XP_034189702.1	XP_033322582.1
OG0003865	XP_034176775.1	XP_033339944.1, XP_033327994.1
OG0003867	XP_034179368.1	XP_033322255.1
OG0003868	XP_034195648.1	XP_033331649.1
OG0003869	XP_034182358.1	XP_033340476.1
OG0003870	XP_034189679.1, XP_034189678.1	XP_033320878.1
OG0003871	XP_034185872.1	XP_033335403.1, XP_033331477.1
OG0003873	XP_034182528.1	XP_033323276.1
OG0003874	XP_034181247.1	XP_033333211.1
OG0003875	XP_034176755.1	XP_033334027.1
OG0003876	XP_034187130.1	XP_033338904.1, XP_033338901.1
OG0003877	XP_034186552.1	XP_033325094.1
OG0003878	XP_034193602.1	XP_033326878.1
OG0003879	XP_034171125.1	XP_033339713.1
OG0003880	XP_034184982.1	XP_033342541.1
OG0003881	XP_034181221.1, XP_034181222.1	XP_033329495.1
OG0003882	XP_034191208.1	XP_033338693.1
OG0003883	XP_034181060.1	XP_033340776.1
OG0003884	XP_034183534.1	XP_033331586.1
OG0003885	XP_034192375.1	XP_033324624.1
OG0003886	XP_034195127.1	XP_033339347.1, XP_033322558.1, XP_033323450.1
OG0003887	XP_034181479.1	XP_033329348.1, XP_033329351.1
OG0003888	XP_034193006.1	XP_033321388.1, XP_033321393.1, XP_033321340.1
OG0003889	XP_034171940.1	XP_033334112.1
OG0003890	XP_034190390.1	XP_033329944.1
OG0003892	XP_034176879.1	XP_033328177.1, XP_033328176.1
OG0003893	XP_034189389.1, XP_034189388.1	XP_033341011.1
OG0003894	XP_034195844.1	XP_033320809.1
OG0003895	XP_034175091.1, XP_034175092.1	XP_033325558.1
OG0003896	XP_034179774.1	XP_033322320.1
OG0003897	XP_034193781.1	XP_033324987.1
OG0003898	XP_034172769.1	XP_033341169.1
OG0003899	XP_034171289.1	XP_033342003.1, XP_033342002.1
OG0003900	XP_034180740.1	XP_033336619.1, XP_033336628.1
OG0003901	XP_034177145.1	XP_033324168.1, XP_033324224.1
OG0003902	XP_034177884.1	XP_033331108.1, XP_033331109.1
OG0003903	XP_034175991.1	XP_033327290.1
OG0003904	XP_034174670.1	XP_033332917.1
OG0003905	XP_034190600.1	XP_033327516.1, XP_033327517.1
OG0003908	XP_034176888.1	XP_033328036.1
OG0003909	XP_034195495.1	XP_033322860.1, XP_033322854.1
OG0003910	XP_034179736.1	XP_033343006.1, XP_033342994.1, XP_033342967.1
OG0003911	XP_034175739.1, XP_034175744.1	XP_033340339.1, XP_033340340.1
OG0003912	XP_034175862.1	XP_033342358.1, XP_033342362.1
OG0003913	XP_034194056.1	XP_033330838.1
OG0003914	XP_034174015.1	XP_033326543.1, XP_033321475.1
OG0003915	XP_034188513.1	XP_033321609.1
OG0003916	XP_034194799.1, XP_034194734.1	XP_033333724.1
OG0003917	XP_034186910.1	XP_033338934.1
OG0003918	XP_034194342.1	XP_033326213.1
OG0003919	XP_034190318.1	XP_033337567.1
OG0003920	XP_034185883.1	XP_033331489.1
OG0003921	XP_034182669.1	XP_033331201.1, XP_033331202.1
OG0003922	XP_034174812.1	XP_033338139.1
OG0003923	XP_034192454.1	XP_033339297.1
OG0003924	XP_034180428.1	XP_033336503.1
OG0003925	XP_034192810.1	XP_033327957.1
OG0003926	XP_034180409.1	XP_033336327.1, XP_033335704.1
OG0003928	XP_034189139.1, XP_034189135.1	XP_033342177.1, XP_033342178.1, XP_033342179.1
OG0003929	XP_034171145.1	XP_033321540.1, XP_033321539.1
OG0003930	XP_034181081.1	XP_033332814.1
OG0003931	XP_034187766.1, XP_034187774.1	XP_033323338.1
OG0003932	XP_034176673.1	XP_033334813.1, XP_033334822.1
OG0003933	XP_034180647.1	XP_033336231.1
OG0003935	XP_034185152.1	XP_033337933.1
OG0003938	XP_034176255.1	XP_033343052.1
OG0003940	XP_034195177.1	XP_033322738.1, XP_033322734.1, XP_033322736.1, XP_033322732.1, XP_033322733.1, XP_033322731.1, XP_033322737.1
OG0003941	XP_034189064.1	XP_033341975.1
OG0003943	XP_034193603.1, XP_034193604.1, XP_034193600.1, XP_034193599.1, XP_034193601.1	XP_033324726.1, XP_033324727.1
OG0003945	XP_034184621.1	XP_033326116.1
OG0003950	XP_034179936.1	XP_033340446.1
OG0003951	XP_034177832.1	XP_033332106.1
OG0003952	XP_034173905.1	XP_033336974.1
OG0003954	XP_034171583.1	XP_033323668.1
OG0003955	XP_034193663.1	XP_033327701.1
OG0003956	XP_034183329.1	XP_033325150.1
OG0003957	XP_034178282.1	XP_033323422.1, XP_033323421.1
OG0003958	XP_034183661.1	XP_033326020.1
OG0003959	XP_034180787.1	XP_033336141.1
OG0003960	XP_034195610.1	XP_033330979.1
OG0003961	XP_034191978.1	XP_033336257.1
OG0003962	XP_034182304.1	XP_033321594.1
OG0003963	XP_034195736.1	XP_033323715.1
OG0003964	XP_034181574.1	XP_033340056.1
OG0003965	XP_034171063.1	XP_033329075.1, XP_033329083.1
