Orthogroup	Osmia_lignaria	Megachile_rotundata
OG0004604	XP_034184594.1	XP_003700784.1
OG0004605	XP_034196405.1	XP_012146741.1
OG0004606	XP_034194728.1	XP_003701754.2
OG0004607	XP_034172611.1	XP_003706442.1
OG0004608	XP_034172519.1, XP_034172518.1	XP_012144659.1
OG0004609	XP_034172471.1	XP_003705042.1
OG0004610	XP_034172998.1	XP_012151820.1
OG0004611	XP_034173082.1	XP_012151673.1
OG0004612	XP_034173458.1	XP_003707902.1
OG0004613	XP_034173609.1	XP_012147883.1, XP_012147879.1
OG0004614	XP_034172362.1	XP_012141878.1
OG0004615	XP_034172310.1	XP_003706685.1
OG0004616	XP_034172985.1	XP_003706370.1
OG0004617	XP_034172384.1	XP_012141809.1
OG0004618	XP_034173603.1, XP_034173604.1	XP_003703836.1
OG0004619	XP_034196262.1	XP_012147148.1
OG0004620	XP_034194019.1	XP_003706387.1
OG0004621	XP_034179405.1	XP_012146243.1
OG0004622	XP_034196370.1	XP_012139250.1
OG0004623	XP_034175247.1	XP_012151872.1
OG0004624	XP_034193229.1	XP_012152395.1
OG0004625	XP_034171777.1	XP_012148613.1
OG0004626	XP_034190135.1	XP_003706906.1
OG0004627	XP_034194504.1, XP_034194503.1	XP_012152240.1
OG0004628	XP_034189594.1	XP_003701042.1
OG0004629	XP_034181842.1	XP_012145945.1
OG0004630	XP_034194392.1	XP_012152172.1, XP_012152171.1
OG0004631	XP_034192966.1	XP_012154047.1
OG0004632	XP_034180911.1	XP_012143312.1
OG0004633	XP_034180445.1	XP_012143310.1
OG0004634	XP_034175265.1	XP_012153858.1
OG0004635	XP_034192975.1	XP_012154008.1, XP_012154004.1
OG0004636	XP_034193004.1	XP_012154015.1
OG0004637	XP_034187179.1	XP_003708053.1
OG0004638	XP_034183479.1	XP_003706847.1
OG0004639	XP_034189529.1	XP_012135447.1
OG0004640	XP_034178262.1	XP_003702025.1
OG0004641	XP_034176334.1	XP_003701830.1
OG0004643	XP_034171319.1	XP_012137871.1
OG0004644	XP_034192168.1	XP_012142473.1
OG0004645	XP_034183890.1	XP_003706877.1
OG0004646	XP_034189591.1	XP_012135483.1
OG0004647	XP_034187750.1	XP_012143194.1
OG0004648	XP_034187760.1	XP_012143193.1
OG0004649	XP_034176330.1	XP_003701835.2
OG0004650	XP_034194218.1	XP_012152234.1
OG0004651	XP_034173055.1	XP_003707857.1
OG0004652	XP_034175978.1	XP_003700294.1
OG0004653	XP_034177914.1	XP_003705233.1
OG0004654	XP_034177927.1	XP_012145148.1
OG0004655	XP_034176952.1, XP_034176951.1	XP_012145168.1
OG0004656	XP_034186958.1, XP_034187043.1	XP_003700045.1
OG0004657	XP_034196673.1, XP_034196671.1	XP_012136509.1
OG0004658	XP_034171676.1	XP_012138306.1, XP_012138304.1
OG0004659	XP_034170994.1, XP_034170993.1	XP_012138431.1
OG0004660	XP_034171235.1	XP_003702304.1
OG0004661	XP_034188678.1	XP_012136844.1
OG0004662	XP_034196520.1	XP_003706312.2
OG0004663	XP_034189141.1	XP_003700971.1
OG0004664	XP_034182150.1	XP_003706751.1
OG0004665	XP_034194472.1	XP_012152269.1
OG0004666	XP_034182188.1	XP_003704026.1, XP_012142197.1
OG0004667	XP_034182080.1	XP_012142169.1
OG0004668	XP_034188430.1, XP_034188431.1	XP_012142371.1
OG0004669	XP_034188595.1	XP_003704040.1
OG0004670	XP_034171182.1	XP_003704474.2
OG0004671	XP_034182713.1, XP_034182714.1	XP_003705800.1
OG0004672	XP_034182238.1	XP_012145819.1
OG0004673	XP_034174743.1	XP_012137414.1
OG0004674	XP_034173773.1, XP_034173774.1	XP_003699425.2
OG0004675	XP_034173322.1	XP_003703848.1
OG0004676	XP_034174607.1	XP_003706635.1
OG0004677	XP_034173691.1	XP_012152787.1, XP_003708405.1
OG0004679	XP_034174367.1	XP_012137816.1
OG0004680	XP_034173589.1	XP_012141900.1
OG0004681	XP_034173867.1	XP_012142084.1
OG0004682	XP_034174851.1	XP_003699217.2
OG0004683	XP_034187706.1	XP_012147431.1
OG0004684	XP_034172407.1	XP_012151596.1
OG0004685	XP_034177309.1	XP_012150097.1, XP_012150098.1
OG0004686	XP_034191273.1, XP_034191272.1	XP_003705396.2
OG0004687	XP_034177448.1	XP_012145101.1
OG0004688	XP_034192626.1	XP_012139129.1
OG0004689	XP_034182882.1, XP_034182883.1	XP_003700196.1
OG0004690	XP_034177607.1	XP_012139169.1, XP_012139167.1
OG0004691	XP_034192955.1	XP_012150183.1
OG0004692	XP_034191304.1	XP_012151411.1
OG0004693	XP_034177587.1	XP_012153626.1
OG0004694	XP_034195942.1, XP_034195943.1, XP_034195941.1	XP_012140480.1
OG0004695	XP_034194436.1	XP_003705864.1, XP_012146723.1
OG0004697	XP_034195058.1	XP_012146701.1
OG0004698	XP_034171110.1	XP_012138985.1
OG0004699	XP_034189033.1	XP_003702590.1
OG0004700	XP_034195416.1	XP_003703329.2
OG0004701	XP_034195471.1	XP_012140687.1, XP_012140685.1
OG0004702	XP_034195534.1	XP_003705843.1
OG0004703	XP_034177144.1	XP_003702404.1
OG0004704	XP_034187951.1, XP_034187943.1	XP_012150364.1
OG0004705	XP_034183994.1	XP_003702031.1
OG0004706	XP_034177283.1	XP_012138538.1
OG0004707	XP_034181114.1	XP_003703687.1
OG0004708	XP_034182524.1	XP_003702363.1
OG0004709	XP_034181460.1	XP_003703493.1
OG0004710	XP_034191966.1	XP_012143487.1
OG0004711	XP_034190633.1	XP_012135636.1
OG0004712	XP_034190502.1	XP_003702541.1
OG0004713	XP_034181820.1	XP_012141204.1
OG0004714	XP_034185543.1	XP_012138888.1
OG0004715	XP_034192462.1	XP_012140946.1, XP_003703576.1
OG0004716	XP_034185408.1	XP_012135908.1, XP_012135910.1
OG0004717	XP_034181895.1	XP_003703565.2
OG0004718	XP_034171292.1	XP_012135347.1
OG0004719	XP_034185311.1	XP_003702561.1
OG0004720	XP_034190336.1	XP_012135600.1, XP_012135601.1
OG0004721	XP_034183990.1	XP_012150441.1
OG0004722	XP_034184474.1	XP_012144204.1, XP_012144206.1
OG0004723	XP_034180497.1, XP_034180489.1	XP_003700014.2
OG0004724	XP_034173545.1	XP_003700075.1
OG0004725	XP_034176465.1, XP_034176466.1	XP_012140285.1
OG0004726	XP_034183719.1	XP_012146504.1
OG0004727	XP_034184325.1	XP_012150866.1
OG0004728	XP_034173468.1	XP_012141747.1, XP_012141759.1
OG0004729	XP_034186212.1	XP_012152424.1
OG0004730	XP_034178700.1	XP_012150598.1, XP_012150599.1, XP_003707572.1
OG0004731	XP_034183576.1	XP_012148900.1
OG0004732	XP_034190044.1	XP_012149367.1
OG0004733	XP_034186332.1	XP_012149232.1, XP_012149233.1
OG0004735	XP_034186010.1	XP_012143821.1
OG0004736	XP_034172662.1	XP_012141858.1
OG0004737	XP_034186122.1	XP_012149304.1
OG0004738	XP_034189753.1	XP_003706839.2
OG0004739	XP_034186294.1	XP_012144109.1
OG0004740	XP_034181397.1	XP_003702001.1
OG0004741	XP_034189956.1	XP_012149190.1
OG0004742	XP_034183593.1	XP_003699729.2
OG0004743	XP_034176709.1, XP_034176707.1	XP_012153706.1
OG0004744	XP_034176052.1	XP_012151116.1
OG0004745	XP_034175427.1	XP_012149123.1
OG0004746	XP_034193314.1	XP_012135112.1
OG0004747	XP_034193372.1	XP_003699284.2
OG0004749	XP_034176516.1	XP_012151174.1
OG0004751	XP_034176090.1	XP_012135289.1
OG0004752	XP_034175838.1	XP_012150971.1
OG0004753	XP_034183141.1, XP_034183142.1	XP_003700675.1
OG0004754	XP_034186467.1	XP_012144375.1, XP_003704968.1
OG0004755	XP_034191145.1	XP_012153614.1
OG0004756	XP_034186476.1	XP_012134783.1
OG0004757	XP_034179078.1, XP_034179079.1	XP_012148509.1
OG0004758	XP_034187161.1	XP_012151378.1
OG0004759	XP_034179132.1	XP_003701379.1
OG0004760	XP_034177606.1	XP_003702035.1
OG0004761	XP_034177964.1	XP_003704339.1
OG0004762	XP_034178481.1	XP_012142724.1, XP_012142727.1
OG0004763	XP_034178641.1	XP_012142748.1
OG0004764	XP_034178787.1	XP_012142849.1, XP_003704210.1
OG0004765	XP_034178560.1	XP_003704294.1
OG0004766	XP_034178050.1	XP_012142658.1
OG0004767	XP_034172162.1	XP_012147818.1
OG0004768	XP_034180679.1, XP_034180680.1	XP_003705481.1
OG0004769	XP_034191828.1	XP_003702930.1
OG0004770	XP_034180097.1	XP_012139510.1
OG0004771	XP_034180847.1	XP_012139874.1
OG0004772	XP_034180040.1	XP_012139438.1
OG0004773	XP_034191772.1	XP_012145292.1, XP_012145300.1
OG0004774	XP_034191466.1	XP_012152687.1
OG0004775	XP_034191994.1, XP_034191993.1	XP_012139880.1
OG0004776	XP_034172307.1	XP_012141794.1
OG0004777	XP_034179932.1	XP_012153325.1, XP_003708599.1
OG0004778	XP_034179166.1	XP_003701399.1
OG0004779	XP_034193651.1	XP_012153502.1
OG0004780	XP_034179303.1	XP_012146941.1
OG0004781	XP_034193661.1	XP_012143955.1, XP_012143956.1
OG0004782	XP_034193673.1	XP_012143952.1
OG0004783	XP_034193683.1	XP_012136308.1
OG0004784	XP_034179424.1	XP_012136297.1
OG0004785	XP_034179229.1	XP_003706711.1
OG0004786	XP_034186744.1	XP_012154155.1
OG0004787	XP_034191209.1	XP_003700426.1
OG0004788	XP_034187145.1, XP_034187146.1	XP_003700733.2
OG0004789	XP_034190745.1	XP_012143785.1
OG0004790	XP_034179178.1	XP_012148282.1
OG0004791	XP_034183394.1	XP_003702019.1
OG0004792	XP_034183550.1	XP_012137865.1
OG0004793	XP_034173391.1	XP_012151707.1
OG0004794	XP_034191573.1	XP_003699827.2
OG0004795	XP_034190828.1	XP_003708476.1
OG0004796	XP_034179554.1	XP_012153096.1
OG0004797	XP_034187004.1	XP_003708064.1
OG0004798	XP_034183631.1	XP_003705768.1
OG0004799	XP_034189847.1	XP_012148326.1
OG0004800	XP_034173678.1	XP_003705639.2
OG0004801	XP_034172249.1, XP_034172248.1	XP_003703810.2
OG0004802	XP_034175621.1	XP_003700241.1
OG0004803	XP_034194316.1	XP_012152302.1
OG0004804	XP_034171311.1	XP_012136698.1
OG0004805	XP_034171025.1	XP_012136733.1
OG0004806	XP_034171926.1, XP_034171922.1	XP_012135232.1
OG0004807	XP_034196527.1	XP_012138396.1
OG0004808	XP_034171655.1	XP_012135120.1
OG0004810	XP_034189083.1	XP_003701494.1
OG0004811	XP_034188796.1	XP_003701824.1
OG0004812	XP_034171897.1	XP_012147631.1
OG0004813	XP_034188992.1	XP_012136553.1
OG0004814	XP_034171328.1	XP_003701463.1
OG0004815	XP_034171758.1	XP_012135162.1
OG0004816	XP_034171146.1	XP_003701607.1
OG0004817	XP_034171148.1	XP_012136771.1
OG0004818	XP_034188827.1	XP_003702368.1
OG0004819	XP_034189413.1	XP_012136787.1
OG0004820	XP_034171595.1	XP_012138288.1
OG0004821	XP_034196452.1	XP_012138317.1
OG0004822	XP_034192245.1	XP_012145337.1, XP_012145333.1
OG0004823	XP_034171944.1	XP_003706777.1, XP_012148712.1, XP_012148714.1
OG0004824	XP_034182526.1	XP_012147304.1
OG0004825	XP_034188301.1	XP_012145027.1
OG0004826	XP_034172394.1	XP_012141811.1, XP_012141812.1
OG0004827	XP_034182236.1	XP_003704016.1
OG0004828	XP_034186169.1	XP_012149295.1
OG0004830	XP_034181912.1	XP_012152342.1
OG0004831	XP_034188452.1	XP_012142353.1
OG0004832	XP_034182712.1	XP_012146577.1
OG0004833	XP_034171791.1	XP_012143407.1
OG0004834	XP_034194358.1	XP_012152166.1
OG0004835	XP_034194370.1	XP_012152255.1
OG0004836	XP_034194345.1	XP_012152188.1
OG0004837	XP_034182550.1	XP_012136888.1
OG0004838	XP_034182145.1	XP_012145022.1
OG0004839	XP_034182006.1	XP_012136922.1
OG0004840	XP_034182083.1	XP_012146553.1
OG0004841	XP_034194507.1	XP_012146208.1
OG0004842	XP_034189708.1	XP_012143749.1
OG0004843	XP_034188599.1	XP_012147225.1
OG0004844	XP_034174479.1	XP_012134978.1
OG0004845	XP_034173845.1	XP_012142075.1
OG0004846	XP_034174348.1	XP_003699434.1
OG0004847	XP_034187807.1	XP_012141978.1
OG0004848	XP_034174775.1	XP_012143166.1
OG0004849	XP_034173931.1	XP_012139916.1, XP_012139917.1
OG0004850	XP_034187832.1	XP_012152860.1
OG0004852	XP_034187425.1	XP_012152943.1, XP_003708397.1
OG0004853	XP_034187377.1	XP_012152753.1
OG0004854	XP_034192156.1	XP_012143349.1
OG0004855	XP_034187643.1	XP_003706209.1
OG0004856	XP_034174616.1	XP_012136882.1
OG0004857	XP_034174748.1	XP_012137356.1
OG0004859	XP_034174138.1	XP_003703919.1
OG0004860	XP_034174555.1	XP_012139793.1
OG0004861	XP_034173968.1	XP_012147620.1
OG0004862	XP_034173183.1	XP_012147839.1
OG0004863	XP_034192706.1	XP_012150068.1
OG0004864	XP_034192624.1	XP_012139117.1
OG0004865	XP_034177479.1	XP_012150007.1
OG0004866	XP_034191312.1	XP_012142418.1
OG0004867	XP_034192833.1, XP_034192834.1	XP_003700369.1
OG0004868	XP_034177390.1	XP_003705200.1
OG0004869	XP_034177379.1	XP_003705199.1
OG0004870	XP_034177925.1	XP_012145146.1
OG0004871	XP_034191242.1	XP_012145511.1
OG0004873	XP_034176941.1	XP_003701877.1
OG0004874	XP_034172100.1	XP_012151813.1
OG0004875	XP_034194186.1	XP_003701725.1
OG0004876	XP_034177092.1	XP_003707313.1
OG0004877	XP_034192800.1	XP_012150210.1
OG0004878	XP_034177898.1	XP_012149948.1, XP_012149945.1
OG0004879	XP_034177760.1	XP_012153958.1
OG0004880	XP_034177050.1	XP_012144997.1, XP_012144994.1
OG0004881	XP_034192939.1	XP_003707317.1
OG0004882	XP_034192652.1	XP_003700400.1
OG0004883	XP_034177457.1	XP_012149958.1
OG0004884	XP_034177004.1	XP_012150337.1
OG0004885	XP_034176794.1	XP_012145095.1
OG0004887	XP_034177815.1	XP_003707351.1
OG0004888	XP_034192638.1	XP_003702653.2
OG0004889	XP_034177183.1	XP_012145622.1
OG0004890	XP_034192946.1	XP_003707436.1, XP_012150189.1
OG0004891	XP_034184032.1	XP_012143548.1, XP_012143550.1
OG0004892	XP_034196238.1	XP_012140846.1
OG0004893	XP_034188708.1	XP_012139051.1
OG0004894	XP_034196111.1	XP_012140621.1
OG0004895	XP_034193643.1	XP_012140522.1
OG0004896	XP_034189028.1	XP_012139010.1, XP_003702609.2
OG0004897	XP_034195428.1	XP_003703302.1
OG0004898	XP_034195666.1, XP_034195667.1	XP_003706656.1
OG0004899	XP_034194362.1	XP_003701745.1
OG0004900	XP_034191713.1	XP_012138613.1
OG0004901	XP_034196364.1	XP_012140585.1
OG0004902	XP_034195538.1	XP_003705466.1
OG0004904	XP_034173208.1	XP_003706437.1
OG0004905	XP_034196133.1	XP_003705616.2
OG0004906	XP_034190483.1	XP_012140095.1, XP_012140094.1
OG0004907	XP_034195890.1	XP_012151848.1
OG0004909	XP_034176611.1	XP_012149879.1
OG0004910	XP_034196185.1	XP_003705876.1
OG0004911	XP_034179672.1	XP_012136994.1
OG0004912	XP_034196155.1	XP_003702415.2, XP_012138593.1
OG0004913	XP_034196157.1	XP_003702427.1
OG0004914	XP_034184805.1	XP_012143827.1
OG0004915	XP_034194872.1	XP_003702429.1
OG0004916	XP_034195410.1	XP_003705895.2
OG0004917	XP_034185222.1	XP_012137207.1
OG0004918	XP_034185572.1, XP_034185573.1	XP_012138974.1
OG0004919	XP_034181232.1	XP_012144083.1
OG0004920	XP_034185016.1	XP_003705309.1
OG0004921	XP_034181530.1	XP_012141575.1
OG0004922	XP_034187978.1	XP_003702135.1
OG0004923	XP_034176977.1	XP_012143868.1
OG0004924	XP_034185000.1	XP_012145283.1
OG0004925	XP_034181172.1	XP_012144103.1
OG0004926	XP_034175252.1	XP_012145676.1
OG0004929	XP_034190228.1	XP_012143669.1
OG0004930	XP_034194187.1	XP_012144046.1
OG0004931	XP_034190317.1	XP_003701191.1
OG0004932	XP_034190698.1	XP_012145894.1
OG0004933	XP_034172613.1	XP_003706407.1
OG0004934	XP_034187891.1	XP_012141261.1
OG0004935	XP_034184942.1	XP_012139277.1
OG0004936	XP_034194769.1, XP_034194018.1	XP_012147802.1
OG0004937	XP_034185080.1	XP_003705127.2
OG0004938	XP_034185123.1	XP_003705083.1
OG0004939	XP_034181790.1, XP_034181791.1	XP_012141553.1
OG0004940	XP_034171029.1	XP_012147573.1
OG0004941	XP_034181267.1	XP_012141213.1
OG0004942	XP_034190364.1	XP_012135846.1
OG0004943	XP_034184652.1	XP_003701134.1
OG0004944	XP_034181143.1	XP_012141152.1
OG0004945	XP_034187917.1	XP_003703583.1, XP_012140982.1
OG0004946	XP_034180113.1	XP_003704552.1
OG0004947	XP_034180923.1	XP_012143496.1
OG0004948	XP_034196202.1	XP_012147127.1, XP_012147128.1
OG0004949	XP_034181477.1	XP_012140879.1
OG0004950	XP_034196190.1	XP_012147126.1
OG0004951	XP_034191967.1	XP_012143283.1, XP_012143282.1
OG0004952	XP_034181042.1	XP_012141224.1
OG0004953	XP_034181148.1	XP_012148150.1, XP_012148149.1
OG0004954	XP_034185312.1	XP_012138860.1
OG0004955	XP_034191949.1	XP_012143489.1
OG0004956	XP_034184732.1, XP_034184731.1	XP_012135812.1
OG0004957	XP_034181897.1	XP_003703566.1
OG0004958	XP_034187967.1	XP_012148156.1
OG0004959	XP_034190386.1	XP_012135538.1
OG0004960	XP_034185228.1	XP_012135915.1
OG0004961	XP_034187903.1	XP_012140996.1
OG0004962	XP_034185555.1	XP_003702501.1
OG0004963	XP_034190622.1	XP_003701118.1
OG0004964	XP_034190691.1	XP_012135754.1
OG0004965	XP_034188111.1	XP_003703708.1
OG0004966	XP_034171220.1	XP_012152248.1
OG0004967	XP_034186404.1	XP_012140394.1
OG0004968	XP_034186420.1	XP_003699596.1
OG0004969	XP_034185590.1, XP_034185587.1	XP_012137145.1
OG0004970	XP_034185592.1	XP_012137141.1
OG0004971	XP_034184342.1	XP_012144240.1, XP_012144244.1
OG0004973	XP_034184737.1	XP_012150478.1
OG0004974	XP_034184807.1	XP_003707507.1
OG0004975	XP_034182125.1	XP_012150237.1
OG0004976	XP_034174021.1	XP_003707630.1, XP_012150620.1
OG0004977	XP_034184455.1	XP_003704831.1
OG0004978	XP_034171254.1	XP_012152226.1
OG0004979	XP_034186518.1	XP_003700169.1, XP_012149769.1
OG0004980	XP_034193243.1	XP_012146077.1
OG0004981	XP_034172945.1, XP_034172947.1	XP_012151441.1
OG0004982	XP_034194780.1	XP_003704883.1
OG0004983	XP_034192967.1	XP_012154012.1
OG0004984	XP_034178686.1	XP_012150601.1, XP_012150603.1
OG0004985	XP_034195235.1	XP_003706054.1
OG0004986	XP_034184412.1	XP_003707549.1
OG0004987	XP_034184074.1	XP_012135999.1
OG0004988	XP_034191696.1	XP_003704499.1
OG0004989	XP_034183404.1	XP_003699704.1
OG0004990	XP_034185958.1	XP_003706694.1
OG0004991	XP_034186313.1	XP_012135420.1
OG0004992	XP_034183484.1	XP_012149172.1
OG0004993	XP_034185903.1	XP_012149427.1
OG0004994	XP_034189757.1	XP_012142792.1
OG0004995	XP_034185719.1	XP_012149348.1
OG0004996	XP_034183482.1	XP_012149185.1
OG0004997	XP_034183872.1	XP_012149170.1, XP_003707028.1
OG0004998	XP_034189991.1	XP_003704605.1
OG0004999	XP_034185863.1	XP_003707019.2
OG0005000	XP_034189684.1, XP_034189685.1	XP_012149214.1
OG0005002	XP_034185922.1	XP_003706781.1
OG0005003	XP_034189761.1	XP_003699724.2
OG0005004	XP_034185998.1	XP_003704616.2
OG0005005	XP_034186047.1	XP_012138544.1
OG0005006	XP_034186209.1	XP_003701078.2
OG0005007	XP_034186297.1	XP_012137029.1
OG0005008	XP_034189778.1	XP_012149033.1
OG0005009	XP_034195770.1	XP_012140035.1
OG0005010	XP_034193442.1	XP_012134782.1
OG0005011	XP_034192427.1	XP_003705295.1, XP_012145307.1
OG0005012	XP_034190816.1	XP_012153184.1
OG0005013	XP_034175816.1	XP_012146478.1
OG0005014	XP_034175277.1	XP_012140339.1
OG0005015	XP_034187865.1	XP_003705296.2
OG0005016	XP_034176155.1	XP_012153869.1
OG0005017	XP_034175193.1	XP_003700328.1
OG0005018	XP_034177748.1	XP_012153067.1, XP_003708489.1
OG0005019	XP_034177944.1	XP_003708534.1
OG0005020	XP_034174914.1, XP_034174913.1	XP_003699310.1
OG0005022	XP_034176005.1	XP_012143722.1
OG0005023	XP_034192431.1	XP_003705294.1
OG0005024	XP_034192163.1	XP_012142553.1
OG0005025	XP_034188115.1	XP_012145326.1
OG0005026	XP_034181850.1	XP_012145362.1
OG0005027	XP_034193395.1	XP_012154542.1
OG0005028	XP_034176261.1, XP_034176260.1	XP_003699234.1
OG0005029	XP_034175963.1	XP_003699316.2
OG0005030	XP_034187884.1	XP_012148191.1
OG0005031	XP_034186397.1	XP_012144354.1
OG0005032	XP_034179244.1	XP_012136204.1
OG0005033	XP_034179094.1	XP_003701355.1
OG0005034	XP_034186486.1	XP_012144425.1
OG0005035	XP_034191121.1	XP_012152425.1
OG0005036	XP_034191127.1	XP_003708246.1
OG0005037	XP_034183039.1	XP_012142528.1
OG0005038	XP_034186582.1	XP_012153103.1
OG0005039	XP_034179770.1	XP_012142621.1, XP_012142580.1
OG0005040	XP_034183287.1	XP_012136055.1
OG0005041	XP_034186875.1	XP_003704910.1
OG0005042	XP_034177999.1	XP_003704195.1
OG0005043	XP_034192373.1	XP_012145252.1
OG0005044	XP_034177959.1	XP_003704199.1
OG0005045	XP_034178829.1	XP_003703237.1
OG0005046	XP_034178833.1	XP_003703207.1, XP_012140381.1
OG0005047	XP_034180363.1	XP_012152650.1
OG0005048	XP_034172206.1	XP_003705031.1, XP_012144662.1
OG0005049	XP_034180184.1	XP_012139375.1
OG0005050	XP_034191790.1, XP_034191782.1	XP_012145153.1
OG0005051	XP_034180041.1	XP_012139416.1
OG0005052	XP_034180786.1	XP_012139481.1
OG0005053	XP_034192124.1	XP_012147708.1
OG0005054	XP_034192039.1	XP_012139692.1
OG0005055	XP_034192058.1	XP_003702849.1
OG0005057	XP_034180525.1	XP_012152634.1, XP_003708278.1
OG0005058	XP_034193921.1	XP_012142103.1, XP_003699641.1
OG0005059	XP_034173279.1	XP_012147986.1
OG0005060	XP_034178904.1	XP_003701393.2
OG0005061	XP_034193856.1	XP_012136269.1
OG0005062	XP_034181068.1	XP_012147777.1, XP_012147749.1
OG0005063	XP_034179518.1, XP_034179517.1	XP_012143945.1
OG0005064	XP_034179530.1	XP_003704774.1
OG0005065	XP_034193680.1	XP_012141507.1
OG0005066	XP_034193933.1	XP_003699684.2
OG0005067	XP_034179283.1	XP_003708598.1
OG0005068	XP_034193903.1	XP_012153355.1
OG0005069	XP_034193489.1	XP_003701385.1
OG0005070	XP_034193478.1, XP_034193477.1	XP_003699631.1
OG0005071	XP_034179025.1	XP_012140762.1
OG0005072	XP_034179038.1	XP_012140784.1
OG0005073	XP_034194002.1	XP_012146873.1
OG0005075	XP_034179457.1, XP_034179455.1	XP_012146768.1
OG0005076	XP_034179194.1	XP_003701398.1
OG0005077	XP_034179232.1, XP_034179231.1	XP_012148569.1
OG0005078	XP_034193981.1	XP_003708545.1
OG0005079	XP_034179627.1	XP_012146970.1
OG0005080	XP_034191287.1	XP_012145483.1
OG0005081	XP_034182849.1	XP_003700436.1
OG0005082	XP_034191393.1	XP_003705400.1
OG0005083	XP_034191327.1	XP_012145487.1
OG0005084	XP_034186806.1, XP_034186807.1	XP_012144544.1
OG0005085	XP_034183007.1	XP_003700331.2, XP_012153931.1
OG0005086	XP_034190748.1	XP_012143774.1
OG0005087	XP_034186851.1	XP_012145477.1
OG0005088	XP_034186772.1	XP_012154123.1
OG0005089	XP_034186912.1	XP_003700542.1
OG0005090	XP_034180194.1	XP_012144529.1
OG0005091	XP_034192264.1, XP_034192262.1	XP_012142571.1
OG0005092	XP_034173980.1	XP_003703930.1
OG0005093	XP_034178424.1	XP_012153189.1
OG0005094	XP_034178562.1	XP_003707182.1
OG0005095	XP_034173219.1	XP_003707191.1
OG0005096	XP_034181631.1, XP_034181629.1	XP_003706554.2
OG0005097	XP_034172916.1	XP_012144645.1
OG0005098	XP_034172933.1	XP_012144641.1
OG0005099	XP_034173482.1	XP_012141724.1
OG0005100	XP_034196256.1	XP_012147140.1
