Orthogroup	Osmia_lignaria	Apis_mellifera
OG0005069	XP_034193489.1	XP_026301245.1, XP_026301244.1
OG0005070	XP_034193478.1, XP_034193477.1	XP_026301253.1
OG0005071	XP_034179025.1	XP_026301259.1
OG0005072	XP_034179038.1	XP_026301277.1
OG0005073	XP_034194002.1	XP_026301284.1
OG0005074	XP_034173799.1	XP_026301321.1
OG0005075	XP_034179457.1, XP_034179455.1	XP_026301325.1
OG0005076	XP_034179194.1	XP_026301414.1
OG0005078	XP_034193981.1	XP_026301433.1
OG0005079	XP_034179627.1	XP_026301456.1
OG0005080	XP_034191287.1	XP_026301495.1
OG0005081	XP_034182849.1	XP_623903.2, XP_026301502.1
OG0005082	XP_034191393.1	XP_026301507.1
OG0005083	XP_034191327.1	XP_026301561.1
OG0005084	XP_034186806.1, XP_034186807.1	XP_026301619.1
OG0005085	XP_034183007.1	XP_026301628.1
OG0005087	XP_034186851.1	XP_026301682.1, XP_026301681.1
OG0005088	XP_034186772.1	XP_026301703.1, XP_026301704.1
OG0005089	XP_034186912.1	XP_026301724.1
OG0005090	XP_034180194.1	XP_026301749.1
OG0005091	XP_034192264.1, XP_034192262.1	XP_026301763.1
OG0005092	XP_034173980.1	XP_026301780.1, XP_026301772.1
OG0005093	XP_034178424.1	XP_026301808.1, XP_026301814.1
OG0005094	XP_034178562.1	XP_026301834.1
OG0005095	XP_034173219.1	XP_026301836.1
OG0005096	XP_034181631.1, XP_034181629.1	XP_026301841.1
OG0005097	XP_034172916.1	XP_026301920.1
OG0005098	XP_034172933.1	XP_026301929.1
OG0005099	XP_034173482.1	XP_026301995.1, XP_026301993.1
OG0005100	XP_034196256.1	XP_026302004.1
OG0005102	XP_034187498.1	XP_026302055.1
OG0005103	XP_034173172.1	XP_026302058.1
OG0005104	XP_034186941.1	XP_026302077.1
OG0005105	XP_034196339.1	XP_026302101.1
OG0005106	XP_034173558.1	XP_026302102.1
OG0005107	XP_034176567.1	XP_026302113.1
OG0005108	XP_034179022.1	XP_026302115.1
OG0005109	XP_034172501.1, XP_034172506.1	XP_026302122.1
OG0005110	XP_034189326.1	XP_026302173.1
OG0005111	XP_034189309.1, XP_034189307.1	XP_026302183.1
OG0005112	XP_034171858.1	XP_026302214.1, XP_026302220.1
OG0005113	XP_034170891.1	XP_026302259.1
OG0005114	XP_034171943.1	XP_026302290.1, XP_026302291.1
OG0005115	XP_034189254.1	XP_026302301.1
OG0005116	XP_034186222.1	XP_391829.3
OG0005117	XP_034189597.1	XP_391843.1
OG0005118	XP_034175170.1	XP_391859.1
OG0005119	XP_034175837.1	XP_391861.2
OG0005120	XP_034184986.1	XP_391887.4
OG0005121	XP_034185015.1	XP_391890.3
OG0005122	XP_034193192.1	XP_391930.1
OG0005123	XP_034178243.1	XP_391975.4
OG0005124	XP_034191537.1	XP_391996.4
OG0005125	XP_034179220.1	XP_392065.2
OG0005126	XP_034172477.1	XP_392111.2
OG0005127	XP_034172624.1, XP_034172625.1	XP_392114.1
OG0005128	XP_034173608.1	XP_392127.1
OG0005129	XP_034195537.1	XP_392161.2
OG0005130	XP_034195650.1	XP_392162.2
OG0005131	XP_034173234.1	XP_392174.1
OG0005132	XP_034189242.1	XP_392189.5
OG0005133	XP_034171149.1	XP_392238.1
OG0005134	XP_034171455.1	XP_392248.5
OG0005135	XP_034182005.1	XP_392284.2
OG0005136	XP_034174457.1	XP_392319.3
OG0005137	XP_034173673.1	XP_392325.1
OG0005138	XP_034173948.1	XP_392327.4
OG0005139	XP_034177090.1	XP_392359.2
OG0005140	XP_034176910.1	XP_392364.4
OG0005141	XP_034176927.1	XP_392366.2
OG0005142	XP_034174669.1	XP_392379.2
OG0005143	XP_034191332.1	XP_392391.2
OG0005144	XP_034177482.1	XP_392396.3
OG0005145	XP_034178089.1	XP_392433.4
OG0005146	XP_034178284.1	XP_392437.2
OG0005147	XP_034181461.1	XP_392468.3
OG0005148	XP_034185226.1	XP_392498.1
OG0005149	XP_034185604.1	XP_392545.3
OG0005150	XP_034173181.1	XP_392599.1
OG0005151	XP_034174091.1	XP_392635.4
OG0005152	XP_034172214.1	XP_392652.3
OG0005153	XP_034188475.1	XP_392656.3
OG0005154	XP_034179828.1	XP_392684.3
OG0005155	XP_034186445.1	XP_392692.2
OG0005156	XP_034184138.1	XP_392710.3
OG0005157	XP_034190295.1	XP_392767.4
OG0005158	XP_034190508.1	XP_392773.3
OG0005159	XP_034188474.1	XP_392779.3
OG0005160	XP_034195171.1	XP_392814.2
OG0005161	XP_034173939.1	XP_392824.2
OG0005162	XP_034188240.1	XP_392826.1
OG0005163	XP_034178988.1	XP_392838.4
OG0005164	XP_034185562.1	XP_392884.1
OG0005165	XP_034183254.1	XP_392894.1
OG0005166	XP_034175695.1	XP_392902.1
OG0005167	XP_034177996.1	XP_392951.3
OG0005168	XP_034172393.1	XP_393012.2
OG0005169	XP_034190490.1	XP_393035.1
OG0005170	XP_034184875.1	XP_393051.1
OG0005171	XP_034186433.1	XP_393103.2
OG0005172	XP_034187500.1, XP_034187501.1	XP_393269.5
OG0005173	XP_034180279.1	XP_393312.1
OG0005174	XP_034172961.1	XP_393322.1
OG0005175	XP_034191465.1	XP_393350.4
OG0005176	XP_034189590.1	XP_393353.2
OG0005177	XP_034192634.1	XP_393357.1
OG0005178	XP_034183782.1	XP_393365.3
OG0005179	XP_034187666.1	XP_393373.3
OG0005180	XP_034170844.1	XP_393421.1
OG0005181	XP_034175879.1	XP_393422.3
OG0005182	XP_034187067.1	XP_393469.2
OG0005183	XP_034191505.1, XP_034195281.1, XP_034195259.1	XP_393473.1
OG0005184	XP_034190207.1	XP_393481.2
OG0005185	XP_034188489.1	XP_393495.3
OG0005186	XP_034188373.1	XP_393531.4
OG0005187	XP_034194285.1	XP_393563.1
OG0005188	XP_034176780.1, XP_034176781.1	XP_393586.1
OG0005189	XP_034178711.1, XP_034178710.1	XP_393590.2
OG0005190	XP_034189983.1	XP_393667.1
OG0005191	XP_034186224.1	XP_393677.3
OG0005192	XP_034185837.1	XP_393685.3
OG0005193	XP_034189743.1	XP_393700.2
OG0005194	XP_034183784.1	XP_393712.2
OG0005195	XP_034175663.1	XP_393823.1
OG0005196	XP_034176087.1	XP_393830.3
OG0005197	XP_034179077.1	XP_393835.1
OG0005198	XP_034191363.1	XP_393837.4
OG0005199	XP_034191222.1	XP_393850.2
OG0005200	XP_034182925.1	XP_393870.2
OG0005201	XP_034178263.1	XP_393900.2
OG0005202	XP_034178216.1	XP_393936.4
OG0005203	XP_034178801.1	XP_393939.3
OG0005204	XP_034178466.1	XP_393948.3
OG0005205	XP_034178469.1	XP_393949.2
OG0005206	XP_034191551.1, XP_034191550.1	XP_393966.1
OG0005207	XP_034192045.1	XP_394004.2
OG0005208	XP_034191600.1	XP_394013.5
OG0005209	XP_034180606.1	XP_394017.3
OG0005210	XP_034191842.1	XP_394026.2
OG0005211	XP_034179996.1, XP_034179997.1	XP_394050.5
OG0005212	XP_034172865.1	XP_394155.4
OG0005213	XP_034189273.1	XP_394275.2
OG0005214	XP_034171601.1, XP_034171603.1, XP_034171602.1	XP_394326.4
OG0005215	XP_034170908.1	XP_394352.5
OG0005216	XP_034188323.1	XP_394400.1
OG0005217	XP_034181906.1	XP_394417.5
OG0005218	XP_034191314.1	XP_394596.2
OG0005219	XP_034195813.1	XP_394637.2
OG0005220	XP_034194558.1	XP_394646.4
OG0005221	XP_034184941.1	XP_394674.3
OG0005222	XP_034171949.1	XP_394711.4
OG0005223	XP_034181270.1	XP_394728.2
OG0005224	XP_034171495.1	XP_394823.3
OG0005225	XP_034185181.1	XP_394865.3
OG0005226	XP_034194275.1	XP_394878.2
OG0005227	XP_034183441.1	XP_394880.3
OG0005229	XP_034184653.1	XP_394908.4
OG0005230	XP_034173162.1	XP_394948.6
OG0005231	XP_034188283.1	XP_394966.1
OG0005232	XP_034186540.1	XP_394982.4
OG0005233	XP_034192650.1	XP_394996.5
OG0005234	XP_034175844.1	XP_395011.2
OG0005235	XP_034189582.1	XP_395039.6
OG0005236	XP_034190241.1	XP_395043.3
OG0005237	XP_034187013.1	XP_395047.5
OG0005238	XP_034181797.1	XP_395056.4
OG0005239	XP_034183930.1	XP_395106.4
OG0005240	XP_034174853.1	XP_395109.3
OG0005241	XP_034182953.1	XP_395117.4
OG0005242	XP_034185353.1	XP_395147.4
OG0005243	XP_034190563.1, XP_034190564.1	XP_395166.2
OG0005244	XP_034176945.1	XP_395224.3
OG0005245	XP_034186091.1	XP_395252.2
OG0005246	XP_034186543.1	XP_395319.2
OG0005247	XP_034195482.1	XP_395342.4
OG0005248	XP_034181056.1	XP_395385.3
OG0005249	XP_034184709.1	XP_395416.4
OG0005250	XP_034170992.1	XP_395471.3
OG0005251	XP_034170874.1	XP_395476.1
OG0005252	XP_034193111.1	XP_395482.4
OG0005253	XP_034172051.1	XP_395496.2
OG0005254	XP_034191115.1	XP_395530.1
OG0005255	XP_034182833.1	XP_395550.3
OG0005256	XP_034184361.1	XP_395619.4
OG0005257	XP_034173360.1	XP_395658.5
OG0005258	XP_034180946.1	XP_395667.3
OG0005259	XP_034177346.1	XP_395694.2
OG0005260	XP_034174014.1	XP_395697.2
OG0005261	XP_034171090.1	XP_395776.1
OG0005262	XP_034185154.1	XP_395784.2
OG0005263	XP_034181748.1	XP_395807.2
OG0005264	XP_034179892.1	XP_395826.2
OG0005265	XP_034185138.1	XP_395835.2
OG0005266	XP_034187548.1	XP_395873.4
OG0005267	XP_034177072.1	XP_395899.2
OG0005268	XP_034177661.1	XP_395902.2
OG0005269	XP_034191914.1	XP_395903.3
OG0005270	XP_034176612.1	XP_395934.2
OG0005271	XP_034195266.1, XP_034195260.1	XP_395938.2
OG0005272	XP_034179482.1	XP_396009.2
OG0005273	XP_034185844.1, XP_034185843.1	XP_396024.6
OG0005274	XP_034194421.1, XP_034194423.1	XP_396123.6
OG0005275	XP_034173879.1	XP_396145.2
OG0005276	XP_034185880.1	XP_396163.2
OG0005277	XP_034180197.1	XP_396181.4
OG0005278	XP_034174688.1	XP_396208.4
OG0005279	XP_034186296.1	XP_396220.3
OG0005280	XP_034188107.1	XP_396279.3
OG0005281	XP_034176367.1	XP_396294.3
OG0005282	XP_034181990.1	XP_396302.3
OG0005283	XP_034183666.1	XP_396315.6
OG0005284	XP_034174941.1	XP_396318.4
OG0005285	XP_034193630.1	XP_396341.3
OG0005286	XP_034187475.1	XP_396350.2
OG0005287	XP_034176369.1	XP_396423.3
OG0005288	XP_034195568.1, XP_034195569.1	XP_396525.2
OG0005289	XP_034177839.1	XP_396579.3
OG0005290	XP_034175369.1	XP_396596.1
OG0005291	XP_034181211.1	XP_396618.2
OG0005292	XP_034195279.1	XP_396624.2
OG0005293	XP_034186176.1	XP_396632.3
OG0005294	XP_034196567.1	XP_396637.3
OG0005295	XP_034193561.1	XP_396639.1
OG0005296	XP_034188962.1	XP_396646.1
OG0005297	XP_034195793.1	XP_396690.2
OG0005298	XP_034186026.1, XP_034186027.1	XP_396716.1
OG0005299	XP_034176610.1, XP_034176609.1	XP_396781.2
OG0005300	XP_034177164.1	XP_396810.3
OG0005301	XP_034187748.1	XP_396816.5
OG0005302	XP_034182618.1	XP_396838.2
OG0005303	XP_034179778.1	XP_396842.4
OG0005304	XP_034176876.1	XP_396895.4
OG0005305	XP_034180453.1	XP_396925.4
OG0005306	XP_034182036.1	XP_396933.1
OG0005307	XP_034173111.1	XP_396944.4
OG0005308	XP_034186736.1, XP_034186740.1	XP_396972.6
OG0005309	XP_034189825.1	XP_396986.3
OG0005310	XP_034185411.1	XP_397085.2
OG0005311	XP_034190923.1	XP_397101.4
OG0005312	XP_034180054.1	XP_397129.4
OG0005313	XP_034182103.1	XP_397130.4
OG0005314	XP_034187939.1	XP_397139.3
OG0005315	XP_034186541.1	XP_397155.4
OG0005316	XP_034187266.1	XP_397168.3
OG0005317	XP_034183381.1, XP_034183380.1	XP_397174.4
OG0005318	XP_034192855.1	XP_397248.4
OG0005319	XP_034185787.1	XP_397252.2
OG0005320	XP_034193140.1	XP_397261.2
OG0005321	XP_034193898.1	XP_397338.3
OG0005322	XP_034192850.1	XP_397369.4
OG0005323	XP_034193597.1, XP_034193598.1	XP_397399.2
OG0005324	XP_034176693.1	XP_397436.4
OG0005325	XP_034177376.1	XP_397468.4
OG0005326	XP_034188801.1	XP_397474.4
OG0005327	XP_034186295.1	XP_397488.4
OG0005328	XP_034180177.1	XP_397501.4
OG0005329	XP_034174510.1	XP_397526.2
OG0005330	XP_034190458.1	XP_623094.2
OG0005331	XP_034184036.1	XP_623105.1
OG0005332	XP_034183704.1	XP_623106.1
OG0005333	XP_034170818.1	XP_623134.1
OG0005334	XP_034171070.1	XP_623170.1
OG0005335	XP_034183925.1	XP_623321.1
OG0005336	XP_034189961.1	XP_623377.1
OG0005337	XP_034195473.1	XP_623489.2
OG0005338	XP_034192457.1	XP_623492.4
OG0005339	XP_034195940.1	XP_623499.1
OG0005340	XP_034180206.1	XP_623506.1
OG0005341	XP_034175128.1	XP_623513.3
OG0005342	XP_034173448.1	XP_623556.1
OG0005343	XP_034179090.1	XP_623598.1
OG0005344	XP_034186690.1	XP_623599.1
OG0005345	XP_034173000.1	XP_623602.3
OG0005346	XP_034186672.1	XP_623635.3
OG0005347	XP_034196263.1	XP_623637.3
OG0005348	XP_034188797.1	XP_623649.1
OG0005349	XP_034188653.1	XP_623650.3
OG0005350	XP_034192063.1	XP_623672.1
OG0005351	XP_034174966.1	XP_623723.2
OG0005352	XP_034170807.1	XP_623731.1
OG0005353	XP_034182144.1	XP_623747.1
OG0005354	XP_034186945.1	XP_623750.2
OG0005355	XP_034193304.1	XP_623751.2
OG0005356	XP_034183887.1, XP_034183888.1	XP_623753.4
OG0005357	XP_034179400.1	XP_623754.1
OG0005358	XP_034184397.1	XP_623768.1
OG0005359	XP_034194248.1	XP_623793.2
OG0005360	XP_034181088.1	XP_623797.2
OG0005361	XP_034171731.1	XP_623808.1
OG0005362	XP_034193811.1	XP_623809.3
OG0005363	XP_034181325.1	XP_623816.1
OG0005364	XP_034179689.1	XP_623834.1
OG0005365	XP_034182974.1, XP_034182975.1	XP_623837.2
OG0005366	XP_034192659.1	XP_623864.3
OG0005367	XP_034182079.1	XP_623906.1
OG0005368	XP_034171184.1	XP_623937.2
OG0005369	XP_034190699.1	XP_623942.2
OG0005370	XP_034191771.1	XP_623951.1
OG0005371	XP_034172721.1	XP_623979.1
OG0005372	XP_034172382.1	XP_623980.2
OG0005373	XP_034187820.1	XP_623993.3
OG0005374	XP_034171157.1	XP_624026.3
OG0005375	XP_034183919.1	XP_624036.2
OG0005376	XP_034172733.1	XP_624040.4
OG0005377	XP_034185492.1	XP_624085.1
OG0005378	XP_034187136.1	XP_624086.1
OG0005379	XP_034191210.1	XP_624102.1
OG0005380	XP_034194022.1	XP_624123.1
OG0005381	XP_034178644.1, XP_034178643.1	XP_624130.2
OG0005382	XP_034181992.1	XP_624134.1
OG0005383	XP_034194527.1	XP_624145.3
OG0005384	XP_034190311.1	XP_624169.3
OG0005385	XP_034189969.1	XP_624172.1
OG0005386	XP_034177693.1	XP_624173.1
OG0005387	XP_034183554.1	XP_624175.3
OG0005388	XP_034196146.1	XP_624205.2
OG0005389	XP_034184808.1, XP_034184809.1, XP_034184810.1	XP_624221.1
OG0005390	XP_034193524.1	XP_624227.2
OG0005391	XP_034183478.1	XP_624232.2
OG0005392	XP_034179832.1	XP_624249.1
OG0005393	XP_034172971.1	XP_624257.1
OG0005394	XP_034188297.1	XP_624305.2
OG0005395	XP_034194757.1	XP_624334.2
OG0005396	XP_034179279.1	XP_624353.1
OG0005397	XP_034182873.1	XP_624357.1
OG0005398	XP_034173364.1	XP_624364.1
OG0005399	XP_034189985.1	XP_624367.3
OG0005400	XP_034186085.1	XP_624372.2
OG0005401	XP_034182889.1	XP_624392.3
OG0005402	XP_034191951.1	XP_624393.1
OG0005403	XP_034173504.1	XP_624397.1
OG0005404	XP_034186090.1	XP_624424.1
OG0005405	XP_034171282.1	XP_624434.2
OG0005406	XP_034175615.1	XP_624446.3
OG0005407	XP_034190059.1	XP_624500.2
OG0005408	XP_034181917.1	XP_624521.1
OG0005409	XP_034175832.1	XP_624527.2
OG0005410	XP_034176268.1, XP_034176277.1	XP_624532.3
OG0005411	XP_034190198.1	XP_624533.1
OG0005412	XP_034193544.1	XP_624537.1
OG0005413	XP_034177556.1	XP_624576.1
OG0005414	XP_034171368.1	XP_624591.1
OG0005415	XP_034192869.1	XP_624607.1
OG0005416	XP_034175080.1, XP_034175081.1	XP_624608.3
OG0005417	XP_034182672.1	XP_624620.2
OG0005418	XP_034190557.1	XP_624638.4
OG0005419	XP_034191886.1	XP_624640.1
OG0005420	XP_034193792.1	XP_624651.2
OG0005421	XP_034186557.1	XP_624667.3
OG0005422	XP_034176137.1	XP_624674.1
OG0005423	XP_034175077.1	XP_624704.1
OG0005424	XP_034190859.1	XP_624708.2
OG0005425	XP_034172991.1	XP_624711.1
OG0005426	XP_034178525.1	XP_624733.1
OG0005427	XP_034184133.1	XP_624779.1
OG0005428	XP_034171939.1, XP_034171938.1	XP_624799.3
OG0005429	XP_034195522.1	XP_624806.3
OG0005430	XP_034180048.1	XP_624819.1
OG0005431	XP_034176063.1	XP_624823.1
OG0005432	XP_034184596.1	XP_624833.2
OG0005433	XP_034189604.1	XP_624845.3
OG0005434	XP_034184469.1	XP_624852.1
OG0005435	XP_034195025.1	XP_624893.1
OG0005436	XP_034185356.1	XP_624895.1
OG0005437	XP_034187021.1	XP_624912.3
OG0005438	XP_034189756.1	XP_624935.3
OG0005439	XP_034188622.1	XP_624950.1
OG0005440	XP_034191053.1	XP_624988.3
OG0005441	XP_034193732.1, XP_034193733.1	XP_624993.1
OG0005442	XP_034174852.1	XP_625012.1
OG0005443	XP_034172305.1	XP_625039.1
OG0005444	XP_034191412.1	XP_625069.1
OG0005445	XP_034180444.1	XP_625070.3
OG0005446	XP_034191410.1	XP_625075.1
OG0005447	XP_034174817.1	XP_625083.1
OG0005448	XP_034186045.1	XP_625112.2
OG0005449	XP_034177255.1	XP_625118.2
OG0005450	XP_034175136.1	XP_625124.2
OG0005451	XP_034189007.1	XP_625125.2
OG0005452	XP_034186319.1	XP_625151.1
OG0005453	XP_034176798.1	XP_625209.1
OG0005454	XP_034177627.1	XP_625225.1
OG0005455	XP_034193950.1	XP_625230.3
OG0005456	XP_034188602.1	XP_625253.1
OG0005457	XP_034189231.1	XP_625258.1
OG0005458	XP_034192958.1	XP_625272.1
OG0005503	XP_034177244.1	NP_001010975.1
OG0005504	XP_034179436.1	NP_001011565.1
OG0005505	XP_034195503.1	NP_001011570.1
OG0005506	XP_034179297.1	NP_001011572.1
OG0005507	XP_034178004.1	NP_001011581.1, XP_026300306.1
OG0005508	XP_034184257.1	NP_001011591.1
OG0005510	XP_034179168.1	XP_006563386.2, NP_001011629.1
OG0005511	XP_034190763.1	NP_001011635.1
OG0005512	XP_034188793.1	NP_001011636.1
OG0005513	XP_034181132.1	NP_001011640.1
OG0005515	XP_034183197.1	NP_001011652.1
OG0005516	XP_034175197.1	XP_026299327.1, NP_001011653.2
OG0005517	XP_034190686.1	NP_001012633.1
OG0005518	XP_034196347.1	NP_001012981.1
OG0005519	XP_034175305.1	NP_001014992.2
OG0005520	XP_034185749.1	NP_001035316.1
OG0005521	XP_034190687.1	NP_001035320.1
OG0005522	XP_034171648.1, XP_034171647.1	NP_001035346.1
OG0005523	XP_034189111.1	NP_001071278.1
OG0005524	XP_034188739.1	XP_026302163.1
OG0005525	XP_034174049.1	XP_006558720.1, NP_001078815.1
OG0005526	XP_034186787.1	NP_001090623.1
OG0005527	XP_034186696.1	NP_001091693.1
OG0005528	XP_034195546.1	XP_006570932.1, NP_001091704.1
OG0005529	XP_034193045.1	NP_001104182.1
OG0005531	XP_034178944.1	NP_001106756.1
OG0005532	XP_034173018.1	NP_001107211.1, XP_006570639.1
OG0005533	XP_034172326.1	NP_001129659.1
OG0005534	XP_034189945.1	NP_001135436.1
OG0005535	XP_034177988.1	NP_001136079.1
OG0005536	XP_034184767.1	NP_001136109.1
OG0005537	XP_034189357.1	NP_001136165.1
OG0005538	XP_034194015.1	NP_001153520.1
OG0005539	XP_034194263.1	NP_001153524.1
OG0005541	XP_034182841.1	NP_001156935.1
OG0005542	XP_034184250.1	NP_001158282.1
OG0005543	XP_034187346.1	NP_001161365.1
OG0005544	XP_034193734.1	NP_001161808.1
OG0005545	XP_034176238.1	NP_001161897.1
OG0005546	XP_034174923.1	NP_001164444.1
OG0005547	XP_034182778.1	NP_001165850.1
OG0005548	XP_034182575.1	NP_001167610.1
OG0005549	XP_034179458.1	NP_001167611.1
OG0005550	XP_034186244.1	NP_001172073.1
OG0005551	XP_034195656.1	NP_001177977.2, XP_026296891.1
OG0005552	XP_034171582.1	NP_001193396.1
OG0005553	XP_034174482.1	XP_026295765.1, NP_001193899.1
OG0005554	XP_034195145.1	NP_001207416.1
OG0005555	XP_034174440.1	NP_001229315.1
OG0005556	XP_034177674.1	NP_001229444.1
OG0005557	XP_034194714.1	NP_001229448.1
OG0005558	XP_034181067.1	NP_001229449.1
OG0005559	XP_034183935.1	NP_001229451.1
OG0005560	XP_034190638.1	NP_001229471.1
OG0005561	XP_034175196.1, XP_034175195.1	NP_001229473.1
OG0005562	XP_034172448.1	XP_026295698.1, NP_001229483.1
OG0005563	XP_034171012.1	NP_001229897.1
OG0005564	XP_034171051.1	XP_006565897.2, NP_001229912.1
OG0005565	XP_034195407.1	NP_001229927.1
OG0005566	XP_034195417.1	NP_001229928.1
OG0005567	XP_034174928.1	NP_001238948.1
OG0005568	XP_034193034.1	NP_001242966.1
OG0005569	XP_034188921.1	NP_001257743.1
OG0005570	XP_034188705.1	NP_001257744.1
OG0005571	XP_034176640.1	NP_001257754.1
OG0005572	XP_034179489.1	NP_001257755.1
OG0005573	XP_034188706.1, XP_034188707.1	NP_001257757.1
OG0005574	XP_034176647.1	NP_001257759.1
OG0005575	XP_034175759.1	NP_001265261.1
OG0005576	XP_034193067.1	NP_001265608.1
OG0005577	XP_034176305.1	NP_001265634.1
OG0005578	XP_034183893.1	NP_001292813.1, XP_016767293.1
OG0005579	XP_034183198.1	NP_001305411.1
OG0005580	XP_034196165.1, XP_034196161.1	NP_001314882.1, XP_016773049.1
OG0005581	XP_034172461.1	NP_001314885.1, XP_006570920.1
OG0005582	XP_034173702.1	NP_001314896.1
OG0005583	XP_034175742.1	XP_001119824.1
OG0005584	XP_034190107.1	XP_001119847.1
OG0005585	XP_034188616.1	XP_001119885.1
OG0005586	XP_034196349.1	XP_001119891.2
OG0005587	XP_034195530.1	XP_001119904.4
OG0005588	XP_034183533.1	XP_001119907.2
OG0005589	XP_034178665.1	XP_001119912.1
OG0005590	XP_034182463.1	XP_001119921.1
OG0005591	XP_034183764.1	XP_001119931.1
OG0005592	XP_034187678.1	XP_001119946.2
OG0005593	XP_034175633.1	XP_001119959.2
OG0005594	XP_034176270.1	XP_001119971.2
OG0005596	XP_034179042.1	XP_001120035.3
OG0005597	XP_034192094.1	XP_001120040.2
OG0005598	XP_034183018.1	XP_001120045.3
OG0005599	XP_034192536.1	XP_001120056.1
OG0005600	XP_034192053.1	XP_001120069.1
OG0005601	XP_034193018.1	XP_001120111.2
OG0005602	XP_034178063.1	XP_001120146.1
OG0005603	XP_034188790.1	XP_001120148.2
OG0005604	XP_034185991.1	XP_001120149.1
OG0005605	XP_034177230.1	XP_001120151.1
OG0005606	XP_034195967.1	XP_001120173.1
OG0005607	XP_034189625.1	XP_001120184.2
OG0005608	XP_034189887.1	XP_001120202.2
OG0005609	XP_034178090.1	XP_001120213.2
OG0005610	XP_034177506.1	XP_001120220.1
OG0005611	XP_034195158.1	XP_001120224.2
OG0005612	XP_034171304.1	XP_001120232.3
OG0005613	XP_034194565.1	XP_001120233.1
OG0005614	XP_034185374.1	XP_001120253.1
OG0005615	XP_034177778.1	XP_001120264.1
OG0005616	XP_034173370.1	XP_001120268.3
OG0005617	XP_034187793.1	XP_001120297.2
OG0005618	XP_034185834.1	XP_001120319.3
OG0005619	XP_034180278.1	XP_001120327.2
OG0005620	XP_034179662.1	XP_001120353.2
OG0005621	XP_034187648.1	XP_001120355.1
OG0005622	XP_034184796.1	XP_001120359.2
OG0005623	XP_034192507.1	XP_001120363.1
OG0005624	XP_034189853.1	XP_001120371.1
OG0005625	XP_034178278.1	XP_001120377.2
OG0005626	XP_034188971.1	XP_001120390.3
OG0005627	XP_034192636.1	XP_001120391.3
OG0005628	XP_034190507.1	XP_001120393.2
OG0005629	XP_034183383.1	XP_001120404.1
OG0005630	XP_034190758.1	XP_001120412.2
OG0005631	XP_034179732.1	XP_001120416.2
OG0005632	XP_034178276.1	XP_001120437.3
OG0005633	XP_034191720.1	XP_001120439.3
OG0005634	XP_034182449.1	XP_001120448.3
OG0005635	XP_034193884.1	XP_001120478.2
OG0005636	XP_034196466.1, XP_034196467.1	XP_001120497.1
OG0005637	XP_034189638.1	XP_001120518.2
