Orthogroup	Osmia_lignaria	Ceratina_calcarata
OG0005253	XP_034172051.1	XP_017892783.1
OG0005254	XP_034191115.1	XP_017883648.1, XP_017883647.1
OG0005255	XP_034182833.1	XP_017883723.1
OG0005256	XP_034184361.1	XP_017885455.1
OG0005257	XP_034173360.1	XP_017888169.2, XP_026673399.1
OG0005258	XP_034180946.1	XP_017889068.1
OG0005259	XP_034177346.1	XP_017883596.1
OG0005260	XP_034174014.1	XP_017881748.1
OG0005261	XP_034171090.1	XP_026668951.1, XP_017879360.1
OG0005262	XP_034185154.1	XP_017888904.1
OG0005263	XP_034181748.1	XP_017880298.1
OG0005264	XP_034179892.1	XP_017876974.1
OG0005265	XP_034185138.1	XP_017883449.1
OG0005266	XP_034187548.1	XP_017885681.1
OG0005267	XP_034177072.1	XP_017878028.1
OG0005268	XP_034177661.1	XP_017890098.1
OG0005269	XP_034191914.1	XP_017892500.1
OG0005270	XP_034176612.1	XP_017892296.1
OG0005271	XP_034195266.1, XP_034195260.1	XP_017891227.1
OG0005272	XP_034179482.1	XP_017887412.1
OG0005273	XP_034185844.1, XP_034185843.1	XP_017891896.2
OG0005274	XP_034194421.1, XP_034194423.1	XP_017887331.1
OG0005275	XP_034173879.1	XP_017878724.1, XP_017878725.1
OG0005276	XP_034185880.1	XP_017882548.1
OG0005277	XP_034180197.1	XP_017886002.1
OG0005278	XP_034174688.1	XP_017892458.1
OG0005279	XP_034186296.1	XP_017887821.1, XP_017892817.1
OG0005280	XP_034188107.1	XP_017893284.1
OG0005281	XP_034176367.1	XP_017880392.1
OG0005282	XP_034181990.1	XP_026669619.1, XP_017880603.1
OG0005283	XP_034183666.1	XP_017881976.1
OG0005284	XP_034174941.1	XP_017890604.1
OG0005285	XP_034193630.1	XP_017891041.1
OG0005286	XP_034187475.1	XP_017882525.1
OG0005287	XP_034176369.1	XP_017880385.1
OG0005288	XP_034195568.1, XP_034195569.1	XP_017888276.1
OG0005289	XP_034177839.1	XP_017875393.1, XP_017875392.1
OG0005290	XP_034175369.1	XP_017879931.1
OG0005291	XP_034181211.1	XP_017883178.1
OG0005292	XP_034195279.1	XP_017893016.1, XP_026666509.1
OG0005293	XP_034186176.1	XP_017876210.1
OG0005294	XP_034196567.1	XP_017884241.1
OG0005295	XP_034193561.1	XP_017883286.1
OG0005296	XP_034188962.1	XP_017892188.1
OG0005297	XP_034195793.1	XP_017889150.1
OG0005298	XP_034186026.1, XP_034186027.1	XP_017879148.1
OG0005299	XP_034176610.1, XP_034176609.1	XP_017877579.1
OG0005300	XP_034177164.1	XP_026670885.1
OG0005302	XP_034182618.1	XP_017887303.1
OG0005303	XP_034179778.1	XP_017886298.1
OG0005304	XP_034176876.1	XP_017882718.2, XP_017891571.1
OG0005305	XP_034180453.1	XP_017893236.1
OG0005306	XP_034182036.1	XP_017880591.1
OG0005307	XP_034173111.1	XP_026667379.1, XP_017875479.1
OG0005308	XP_034186736.1, XP_034186740.1	XP_017876914.1
OG0005309	XP_034189825.1	XP_017891488.1
OG0005310	XP_034185411.1	XP_017885307.1
OG0005311	XP_034190923.1	XP_017888460.1
OG0005312	XP_034180054.1	XP_017884887.1, XP_017884888.1
OG0005313	XP_034182103.1	XP_017884052.1
OG0005314	XP_034187939.1	XP_017885981.1
OG0005315	XP_034186541.1	XP_017886708.1, XP_017886707.1
OG0005316	XP_034187266.1	XP_017887506.1
OG0005317	XP_034183381.1, XP_034183380.1	XP_017886537.1
OG0005318	XP_034192855.1	XP_017881056.1, XP_026669635.1
OG0005319	XP_034185787.1	XP_026667365.1
OG0005320	XP_034193140.1	XP_017890492.1, XP_017890490.1
OG0005321	XP_034193898.1	XP_017893034.1
OG0005322	XP_034192850.1	XP_017879855.1
OG0005323	XP_034193597.1, XP_034193598.1	XP_017889712.1
OG0005324	XP_034176693.1	XP_017876546.1
OG0005325	XP_034177376.1	XP_017883118.1
OG0005326	XP_034188801.1	XP_017891207.1
OG0005327	XP_034186295.1	XP_017886602.1
OG0005328	XP_034180177.1	XP_017884513.1
OG0005330	XP_034190458.1	XP_026673734.1
OG0005331	XP_034184036.1	XP_017876959.1
OG0005332	XP_034183704.1	XP_017882021.1
OG0005333	XP_034170818.1	XP_017891446.1
OG0005334	XP_034171070.1	XP_026668949.1, XP_017879246.1
OG0005335	XP_034183925.1	XP_026668046.1
OG0005336	XP_034189961.1	XP_017885676.1
OG0005337	XP_034195473.1	XP_017879747.1
OG0005338	XP_034192457.1	XP_017886598.1, XP_026669407.1
OG0005339	XP_034195940.1	XP_017892759.1
OG0005340	XP_034180206.1	XP_017885844.1
OG0005341	XP_034175128.1	XP_017881096.1
OG0005342	XP_034173448.1	XP_017883354.1
OG0005343	XP_034179090.1	XP_017886495.1
OG0005344	XP_034186690.1	XP_017882591.1
OG0005345	XP_034173000.1	XP_017879405.1
OG0005346	XP_034186672.1	XP_017886644.1
OG0005347	XP_034196263.1	XP_017889222.1
OG0005348	XP_034188797.1	XP_026666461.1
OG0005349	XP_034188653.1	XP_017880844.1
OG0005350	XP_034192063.1	XP_017884960.1
OG0005351	XP_034174966.1	XP_017878922.1, XP_017892644.1
OG0005352	XP_034170807.1	XP_017892782.1
OG0005353	XP_034182144.1	XP_026666717.1, XP_026666718.1
OG0005354	XP_034186945.1	XP_017890671.1
OG0005355	XP_034193304.1	XP_017890465.1
OG0005356	XP_034183887.1, XP_034183888.1	XP_017882292.1
OG0005357	XP_034179400.1	XP_026672300.1
OG0005359	XP_034194248.1	XP_026669653.1, XP_026669654.1
OG0005360	XP_034181088.1	XP_017880181.1, XP_017880095.1
OG0005361	XP_034171731.1	XP_017891134.1
OG0005362	XP_034193811.1	XP_026673970.1
OG0005363	XP_034181325.1	XP_017876770.1
OG0005364	XP_034179689.1	XP_017886383.1
OG0005365	XP_034182974.1, XP_034182975.1	XP_017881832.1
OG0005366	XP_034192659.1	XP_017890247.1
OG0005367	XP_034182079.1	XP_017875263.1
OG0005368	XP_034171184.1	XP_026667336.1, XP_017875908.1
OG0005369	XP_034190699.1	XP_017885972.1
OG0005370	XP_034191771.1	XP_017892111.1
OG0005371	XP_034172721.1	XP_017888960.1, XP_017879839.1
OG0005372	XP_034172382.1	XP_017888176.1
OG0005373	XP_034187820.1	XP_017877899.1
OG0005374	XP_034171157.1	XP_017882731.1, XP_017876332.2, XP_026667521.1
OG0005375	XP_034183919.1	XP_017881246.1, XP_017881247.1
OG0005376	XP_034172733.1	XP_026673435.1
OG0005377	XP_034185492.1	XP_017888900.1
OG0005378	XP_034187136.1	XP_017888300.1
OG0005379	XP_034191210.1	XP_017886641.1
OG0005380	XP_034194022.1	XP_017891997.1
OG0005381	XP_034178644.1, XP_034178643.1	XP_017875247.1
OG0005382	XP_034181992.1	XP_017880862.1
OG0005383	XP_034194527.1	XP_017887041.1
OG0005384	XP_034190311.1	XP_017880075.1
OG0005385	XP_034189969.1	XP_017875733.1
OG0005386	XP_034177693.1	XP_017892421.1
OG0005387	XP_034183554.1	XP_017893472.1
OG0005388	XP_034196146.1	XP_017890859.1
OG0005389	XP_034184808.1, XP_034184809.1, XP_034184810.1	XP_017888811.1
OG0005390	XP_034193524.1	XP_017889509.1
OG0005391	XP_034183478.1	XP_017891892.1, XP_017891891.1
OG0005392	XP_034179832.1	XP_017879437.1, XP_017889386.1
OG0005393	XP_034172971.1	XP_026669893.1
OG0005394	XP_034188297.1	XP_017885811.1
OG0005395	XP_034194757.1	XP_017886039.1
OG0005396	XP_034179279.1	XP_017889597.1
OG0005397	XP_034182873.1	XP_017879458.1
OG0005398	XP_034173364.1	XP_017883742.1, XP_017883741.1
OG0005399	XP_034189985.1	XP_017877395.1
OG0005400	XP_034186085.1	XP_017875663.1
OG0005401	XP_034182889.1	XP_017886775.1
OG0005402	XP_034191951.1	XP_017885921.1
OG0005403	XP_034173504.1	XP_017888983.1, XP_017884159.1
OG0005404	XP_034186090.1	XP_017875729.1
OG0005405	XP_034171282.1	XP_026674717.1, XP_017890932.1
OG0005406	XP_034175615.1	XP_017875805.1, XP_017875806.1
OG0005407	XP_034190059.1	XP_017877101.1
OG0005408	XP_034181917.1	XP_017887336.1
OG0005409	XP_034175832.1	XP_017879053.1
OG0005410	XP_034176268.1, XP_034176277.1	XP_017885914.1
OG0005411	XP_034190198.1	XP_017880061.1, XP_017880062.1
OG0005412	XP_034193544.1	XP_017889495.1
OG0005413	XP_034177556.1	XP_017883085.1
OG0005414	XP_034171368.1	XP_017883996.1
OG0005415	XP_034192869.1	XP_017890168.1
OG0005416	XP_034175080.1, XP_034175081.1	XP_017889256.1
OG0005417	XP_034182672.1	XP_017887326.1
OG0005418	XP_034190557.1	XP_017885218.1
OG0005419	XP_034191886.1	XP_017884462.1
OG0005420	XP_034193792.1	XP_017890996.1
OG0005421	XP_034186557.1	XP_026672670.1
OG0005422	XP_034176137.1	XP_017887499.1
OG0005423	XP_034175077.1	XP_017886631.1
OG0005424	XP_034190859.1	XP_017882553.1
OG0005425	XP_034172991.1	XP_026674493.1, XP_017879888.1
OG0005426	XP_034178525.1	XP_017883523.1
OG0005427	XP_034184133.1	XP_017890305.1
OG0005428	XP_034171939.1, XP_034171938.1	XP_017884350.1
OG0005429	XP_034195522.1	XP_017876733.1
OG0005430	XP_034180048.1	XP_017887171.1
OG0005431	XP_034176063.1	XP_017882011.1
OG0005432	XP_034184596.1	XP_017886169.1
OG0005433	XP_034189604.1	XP_026674970.1, XP_026674971.1
OG0005434	XP_034184469.1	XP_017882084.1
OG0005435	XP_034195025.1	XP_017878250.1, XP_017878249.1
OG0005436	XP_034185356.1	XP_017880044.1
OG0005437	XP_034187021.1	XP_026673851.1, XP_026672840.1
OG0005438	XP_034189756.1	XP_017883878.1, XP_026671229.1
OG0005439	XP_034188622.1	XP_017887308.1
OG0005440	XP_034191053.1	XP_017886783.1, XP_017886785.1
OG0005441	XP_034193732.1, XP_034193733.1	XP_017882305.1
OG0005442	XP_034174852.1	XP_017893480.1
OG0005443	XP_034172305.1	XP_026674349.1
OG0005444	XP_034191412.1	XP_017880164.1
OG0005445	XP_034180444.1	XP_017886994.1
OG0005446	XP_034191410.1	XP_017880163.1, XP_026669349.1
OG0005447	XP_034174817.1	XP_017885343.1
OG0005448	XP_034186045.1	XP_017892094.1
OG0005449	XP_034177255.1	XP_026675154.1
OG0005450	XP_034175136.1	XP_017876409.1
OG0005451	XP_034189007.1	XP_017879297.1, XP_026668980.1
OG0005452	XP_034186319.1	XP_026675637.1
OG0005453	XP_034176798.1	XP_017875803.1
OG0005454	XP_034177627.1	XP_017883129.1
OG0005455	XP_034193950.1	XP_017889721.1
OG0005456	XP_034188602.1	XP_017886096.1
OG0005457	XP_034189231.1	XP_017892839.1, XP_017892840.1
OG0005458	XP_034192958.1	XP_017879511.1
OG0005459	XP_034173642.1	XP_017889357.1
OG0005461	XP_034171827.1	XP_017890634.1
OG0005462	XP_034193426.1, XP_034193425.1	XP_017887895.1
OG0005463	XP_034176742.1	XP_017876333.1
OG0005464	XP_034183375.1	XP_017877309.2
OG0005465	XP_034187729.1	XP_017877139.1
OG0005466	XP_034175669.1	XP_017879932.1
OG0005467	XP_034190728.1	XP_026672680.1
OG0005468	XP_034191146.1	XP_017875312.1
OG0005469	XP_034191182.1	XP_017892685.1
OG0005470	XP_034188686.1, XP_034188687.1	XP_017876790.1
OG0005472	XP_034177854.1	XP_017879880.1, XP_026669184.1
OG0005474	XP_034195454.1	XP_017892714.2
OG0005475	XP_034187927.1	XP_017879430.1, XP_026666655.1
OG0005478	XP_034185727.1	XP_017891945.1
OG0005479	XP_034175583.1, XP_034175582.1	XP_026666453.1, XP_026666452.1
OG0005480	XP_034196220.1	XP_017888273.1
OG0005481	XP_034180451.1, XP_034180450.1	XP_017893295.1
OG0005482	XP_034195933.1	XP_017884095.1, XP_017884096.1
OG0005484	XP_034194407.1	XP_026669923.1, XP_026669927.1
OG0005485	XP_034177592.1	XP_017879859.1, XP_017879861.1
OG0005486	XP_034172951.1	XP_017875320.1
OG0005487	XP_034187883.1	XP_026672187.1
OG0005488	XP_034183529.1, XP_034183525.1	XP_017891882.1, XP_026675263.1, XP_026675262.1, XP_026675264.1
OG0005489	XP_034190161.1	XP_017882072.1
OG0005490	XP_034186671.1	XP_026667933.1, XP_017877199.1
OG0005491	XP_034178584.1	XP_017893398.2
OG0005492	XP_034179897.1, XP_034179898.1	XP_026674004.1, XP_017889560.1
OG0005493	XP_034194836.1, XP_034184624.1, XP_034194951.1, XP_034195322.1	XP_017875598.1
OG0005494	XP_034184113.1, XP_034184156.1	XP_017887310.1, XP_017891405.1, XP_017885424.1, XP_026674485.1, XP_017876921.2, XP_026674113.1, XP_017891743.1
OG0005495	XP_034172555.1	XP_017877049.1, XP_017877050.1, XP_017877052.1
OG0005496	XP_034187738.1	XP_026668856.1, XP_017879116.1
OG0005498	XP_034192309.1, XP_034192310.1	XP_017887249.1
OG0005499	XP_034188715.1	XP_017887593.1
OG0005503	XP_034177244.1	XP_017887944.1
OG0005504	XP_034179436.1	XP_026668424.1
OG0005505	XP_034195503.1	XP_017879751.1
OG0005506	XP_034179297.1	XP_017889862.1
OG0005507	XP_034178004.1	XP_017891339.1
OG0005508	XP_034184257.1	XP_017882663.1
OG0005510	XP_034179168.1	XP_026673922.1
OG0005511	XP_034190763.1	XP_026666973.1, XP_017877314.1
OG0005512	XP_034188793.1	XP_017892436.1, XP_017883204.1
OG0005513	XP_034181132.1	XP_017893279.1
OG0005515	XP_034183197.1	XP_026674616.1
OG0005516	XP_034175197.1	XP_017876832.2
OG0005517	XP_034190686.1	XP_026674665.1
OG0005518	XP_034196347.1	XP_017875397.1
OG0005519	XP_034175305.1	XP_017878979.1
OG0005520	XP_034185749.1	XP_017891950.1
OG0005521	XP_034190687.1	XP_017877638.1
OG0005522	XP_034171648.1, XP_034171647.1	XP_017879192.1
OG0005523	XP_034189111.1	XP_017878205.1
OG0005524	XP_034188739.1	XP_017892842.1
OG0005526	XP_034186787.1	XP_017890664.1
OG0005527	XP_034186696.1	XP_017882706.1
OG0005528	XP_034195546.1	XP_017890939.2
OG0005529	XP_034193045.1	XP_017875879.1
OG0005531	XP_034178944.1	XP_017879454.1
OG0005532	XP_034173018.1	XP_017889014.1
OG0005533	XP_034172326.1	XP_017875792.1
OG0005534	XP_034189945.1	XP_017887579.1
OG0005535	XP_034177988.1	XP_026673566.1
OG0005536	XP_034184767.1	XP_017879666.2, XP_017882363.1
OG0005537	XP_034189357.1	XP_017879648.1
OG0005538	XP_034194015.1	XP_017875606.1
OG0005539	XP_034194263.1	XP_017880728.1
OG0005541	XP_034182841.1	XP_017883713.1
OG0005542	XP_034184250.1	XP_017881669.1
OG0005543	XP_034187346.1	XP_017881189.1
OG0005544	XP_034193734.1	XP_017889657.1
OG0005545	XP_034176238.1	XP_017880006.1
OG0005546	XP_034174923.1	XP_026673880.1
OG0005547	XP_034182778.1	XP_017893362.1
OG0005548	XP_034182575.1	XP_026670126.1
OG0005549	XP_034179458.1	XP_026672988.1
OG0005550	XP_034186244.1	XP_017876609.1
OG0005551	XP_034195656.1	XP_017890860.1
OG0005552	XP_034171582.1	XP_017879326.1
OG0005554	XP_034195145.1	XP_017875604.2
OG0005555	XP_034174440.1	XP_026668357.1
OG0005556	XP_034177674.1	XP_017887341.1
OG0005557	XP_034194714.1	XP_017886037.1
OG0005558	XP_034181067.1	XP_017875314.1
OG0005559	XP_034183935.1	XP_026671948.1
OG0005560	XP_034190638.1	XP_017892962.1
OG0005561	XP_034175196.1, XP_034175195.1	XP_017892447.1
OG0005562	XP_034172448.1	XP_017880464.1
OG0005564	XP_034171051.1	XP_026674512.1
OG0005565	XP_034195407.1	XP_026672987.1
OG0005566	XP_034195417.1	XP_017877321.1
OG0005567	XP_034174928.1	XP_017878471.1
OG0005568	XP_034193034.1	XP_017883556.1
OG0005569	XP_034188921.1	XP_017892838.1
OG0005570	XP_034188705.1	XP_017892832.1
OG0005571	XP_034176640.1	XP_017882628.1
OG0005572	XP_034179489.1	XP_017878091.1
OG0005573	XP_034188706.1, XP_034188707.1	XP_017892831.1
OG0005574	XP_034176647.1	XP_017877140.2
OG0005575	XP_034175759.1	XP_017876923.1
OG0005576	XP_034193067.1	XP_026675527.1
OG0005577	XP_034176305.1	XP_026670521.1
OG0005579	XP_034183198.1	XP_017892647.1
OG0005580	XP_034196165.1, XP_034196161.1	XP_017878871.1
OG0005581	XP_034172461.1	XP_017888013.1
OG0005582	XP_034173702.1	XP_017878015.1
OG0005583	XP_034175742.1	XP_017878439.1
OG0005584	XP_034190107.1	XP_026668431.1
OG0005585	XP_034188616.1	XP_017880613.1
OG0005586	XP_034196349.1	XP_026667410.1
OG0005587	XP_034195530.1	XP_017875928.1
OG0005588	XP_034183533.1	XP_017891889.1
OG0005589	XP_034178665.1	XP_017875301.1
OG0005590	XP_034182463.1	XP_017892099.1
OG0005591	XP_034183764.1	XP_017893515.1
OG0005592	XP_034187678.1	XP_017887818.1
OG0005593	XP_034175633.1	XP_017890896.1
OG0005594	XP_034176270.1	XP_026666476.1
OG0005596	XP_034179042.1	XP_017882883.1
OG0005597	XP_034192094.1	XP_017875489.1
OG0005598	XP_034183018.1	XP_026674601.1
OG0005599	XP_034192536.1	XP_017876370.1
OG0005600	XP_034192053.1	XP_017875442.1
OG0005601	XP_034193018.1	XP_017890064.1
OG0005602	XP_034178063.1	XP_017881390.1
OG0005603	XP_034188790.1	XP_026670936.1
OG0005604	XP_034185991.1	XP_017886534.2, XP_017875141.1
OG0005605	XP_034177230.1	XP_017887552.1
OG0005606	XP_034195967.1	XP_017891033.1
OG0005607	XP_034189625.1	XP_017875690.1
OG0005608	XP_034189887.1	XP_017890984.1
OG0005609	XP_034178090.1	XP_017877541.1
OG0005610	XP_034177506.1	XP_026674888.1
OG0005611	XP_034195158.1	XP_026671435.1
OG0005612	XP_034171304.1	XP_017887556.1
OG0005613	XP_034194565.1	XP_026669299.1
OG0005614	XP_034185374.1	XP_017889802.1
OG0005615	XP_034177778.1	XP_017879490.1
OG0005616	XP_034173370.1	XP_017881015.1
OG0005617	XP_034187793.1	XP_017882714.1
OG0005618	XP_034185834.1	XP_017883924.1
OG0005619	XP_034180278.1	XP_017885118.1
OG0005620	XP_034179662.1	XP_017892564.1
OG0005621	XP_034187648.1	XP_017893582.1
OG0005622	XP_034184796.1	XP_017882361.1
OG0005623	XP_034192507.1	XP_017876480.1
OG0005624	XP_034189853.1	XP_017891444.2
OG0005625	XP_034178278.1	XP_026669649.1
OG0005626	XP_034188971.1	XP_017875944.1
OG0005627	XP_034192636.1	XP_017875881.1
OG0005628	XP_034190507.1	XP_017890821.1
OG0005629	XP_034183383.1	XP_017886540.1
OG0005630	XP_034190758.1	XP_017893338.1
OG0005631	XP_034179732.1	XP_017890843.1
OG0005632	XP_034178276.1	XP_017880870.1
OG0005633	XP_034191720.1	XP_017875513.1
OG0005634	XP_034182449.1	XP_017891848.1
OG0005635	XP_034193884.1	XP_017892992.1
OG0005636	XP_034196466.1, XP_034196467.1	XP_017876898.1
OG0005637	XP_034189638.1	XP_017877331.2
OG0005638	XP_034171776.1	XP_017886616.1
OG0005639	XP_034181415.1	XP_017877346.1
OG0005640	XP_034172098.1	XP_017879763.1
OG0005641	XP_034178404.1	XP_017881260.1
OG0005642	XP_034182730.1, XP_034182729.1	XP_026672992.1
OG0005643	XP_034186267.1	XP_017882447.1
OG0005644	XP_034179316.1	XP_017889416.1
OG0005645	XP_034174767.1	XP_017879126.1
OG0005646	XP_034172887.1	XP_017881009.1
OG0005647	XP_034172450.1	XP_017875835.1
OG0005648	XP_034188974.1	XP_017887609.1
OG0005649	XP_034176198.1	XP_017890611.1
OG0005650	XP_034186430.1	XP_026673875.1
OG0005651	XP_034178105.1	XP_017887145.2
OG0005652	XP_034172661.1	XP_017876057.1
OG0005653	XP_034186453.1	XP_017888400.1
OG0005654	XP_034181136.1	XP_017893166.1
OG0005655	XP_034191117.1	XP_017883652.1
OG0005656	XP_034180607.1	XP_017884492.1
OG0005657	XP_034171937.1	XP_017879378.1
OG0005658	XP_034182545.1	XP_017882329.1
OG0005659	XP_034192026.1	XP_026673330.1
OG0005660	XP_034174509.1	XP_017882524.1
OG0005661	XP_034195520.1	XP_017875042.1
OG0005662	XP_034172939.1	XP_017879715.1
OG0005663	XP_034194819.1	XP_017885505.1
OG0005664	XP_034182315.1	XP_017886034.1
OG0005665	XP_034174267.1	XP_017877966.1
OG0005666	XP_034181701.1	XP_017891038.1
OG0005667	XP_034190427.1	XP_026675137.1
OG0005668	XP_034179697.1	XP_017875292.1
OG0005669	XP_034176387.1	XP_017880361.2
OG0005670	XP_034178172.1	XP_017877170.1
OG0005671	XP_034180441.1	XP_017878873.1
OG0005672	XP_034171021.1	XP_026667737.1, XP_017876775.1
OG0005673	XP_034189112.1	XP_017878232.1
OG0005674	XP_034173701.1	XP_017877957.1
OG0005675	XP_034192595.1	XP_026670568.1
OG0005676	XP_034183460.1	XP_017882097.1
OG0005677	XP_034171934.1	XP_017878882.2
OG0005678	XP_034181128.1	XP_017893277.1
OG0005679	XP_034193735.1	XP_017889790.1
OG0005680	XP_034190754.1	XP_017886559.1
OG0005681	XP_034185006.1	XP_017887139.1
OG0005682	XP_034174257.1	XP_017885146.1
OG0005683	XP_034174980.1	XP_017884324.1
OG0005684	XP_034187344.1	XP_017881327.1
OG0005685	XP_034176808.1	XP_017879599.1
OG0005686	XP_034176657.1	XP_017876560.1
OG0005687	XP_034187267.1	XP_017881192.1
OG0005688	XP_034192784.1	XP_017890644.1
OG0005689	XP_034178591.1	XP_017891450.1
OG0005690	XP_034170857.1	XP_017891330.2
OG0005691	XP_034188433.1	XP_017886997.1
OG0005692	XP_034193535.1	XP_017878161.1
OG0005693	XP_034170820.1	XP_017891469.1
OG0005694	XP_034188299.1	XP_017885827.1
OG0005695	XP_034182383.1	XP_017882474.1
OG0005696	XP_034177148.1	XP_017879656.1
OG0005697	XP_034173605.1	XP_017887787.1
OG0005698	XP_034171821.1	XP_017890930.2
OG0005699	XP_034186147.1	XP_026667244.1
OG0005700	XP_034182234.1	XP_017886056.1
OG0005701	XP_034184553.1	XP_017892063.1
OG0005702	XP_034184814.1	XP_017883466.1
OG0005703	XP_034175639.1	XP_017890899.1
OG0005704	XP_034175054.1	XP_017893227.1
OG0005705	XP_034179649.1	XP_017878176.1
OG0005706	XP_034183130.1	XP_017882559.1
OG0005707	XP_034186976.1	XP_017888416.1
OG0005708	XP_034189904.1	XP_017891003.1
OG0005710	XP_034181293.1	XP_017885492.1
OG0005711	XP_034184771.1	XP_017883415.1
OG0005712	XP_034178843.1	XP_017878163.1
OG0005713	XP_034189881.1	XP_026674724.1
OG0005714	XP_034195922.1	XP_017885204.2
OG0005715	XP_034188908.1	XP_017879180.1
OG0005716	XP_034174855.1	XP_017893356.1
OG0005717	XP_034177526.1	XP_026670857.1
OG0005718	XP_034179359.1	XP_017886399.1
OG0005719	XP_034182471.1	XP_017881041.1
OG0005720	XP_034181661.1	XP_026667320.1
OG0005721	XP_034186707.1	XP_017889982.1
OG0005722	XP_034189509.1	XP_017882000.1
OG0005723	XP_034193883.1	XP_026674024.1
OG0005724	XP_034173940.1	XP_017893548.1
OG0005725	XP_034171628.1	XP_017890108.1
OG0005726	XP_034191575.1	XP_017877266.1
OG0005727	XP_034184944.1	XP_017885743.1
OG0005728	XP_034179991.1	XP_017887176.1
OG0005729	XP_034181825.1	XP_017885540.1
OG0005730	XP_034182379.1	XP_017886607.1
OG0005731	XP_034180551.1	XP_017888838.1
OG0005732	XP_034185478.1	XP_026673725.1
OG0005733	XP_034179243.1	XP_017891461.1
OG0005734	XP_034182061.1	XP_017889308.1
OG0005735	XP_034184384.1	XP_017875933.1
OG0005736	XP_034175371.1	XP_017878548.1
OG0005737	XP_034179161.1	XP_017891511.1
OG0005738	XP_034179994.1	XP_017892169.1
OG0005739	XP_034179241.1	XP_017891505.1
OG0005740	XP_034184401.1	XP_026669452.1
OG0005741	XP_034172373.1	XP_017889153.1
OG0005742	XP_034179239.1	XP_017891507.1
OG0005743	XP_034174011.1	XP_017878832.1
OG0005744	XP_034183261.1	XP_017886821.1
OG0005745	XP_034189380.1	XP_017884223.1
OG0005747	XP_034191338.1	XP_017880136.1
OG0005748	XP_034176404.1	XP_017884447.1
OG0005749	XP_034173011.1	XP_017889133.1
OG0005750	XP_034179874.1	XP_017889698.1
OG0005751	XP_034179766.1	XP_017891621.1
